"days.to.today","cases.estimated","cases.estimated.sd","cases.reported","cases.reported.sd","cases.observed","cases.estimated.l95","cases.estimated.u95","cases.reported.l95","cases.reported.u95","new.cases.estimated","new.cases.reported"
-53,7052.01298837514,85.8093336294165,3121.75549256661,38.6876733773347,NA,6883.82669446148,7220.19928228879,3045.92765274703,3197.58333238619,183.60375717466,73.7250607960027
-52,7239.79001567039,88.9836233232439,3196.86630348471,39.8625527837439,3052,7065.38211395684,7414.19791738395,3118.73570002857,3274.99690694085,187.777027295257,75.1108109181027
-51,7431.921613855,92.1757540423411,3273.42448820195,41.0412730246118,NA,7251.25713593202,7612.58609177799,3192.98359307371,3353.86538333019,192.131598184609,76.5581847172384
-50,7628.57983338842,95.4014513943004,3351.48729290224,42.2292319108862,NA,7441.59298865559,7815.56667812124,3268.7179983569,3434.25658744757,196.658219533412,78.0628047002861
-49,7829.93015580329,98.6774394529736,3431.10871317276,43.4322108701789,NA,7636.52237447546,8023.33793713112,3345.9815798672,3516.23584647831,201.350322414872,79.6214202705191
-48,8036.13398679101,102.021616682814,3512.34052538004,44.6564263650953,NA,7836.17161809269,8236.09635548932,3424.81392970445,3599.86712105563,206.203830987721,81.2318122072847
-47,8247.35042050594,105.453197074044,3595.23301257382,45.9085720001981,NA,8040.66215424081,8454.03868677107,3505.25221145344,3685.21381369421,211.216433714932,82.8924871937843
-46,8463.73771448873,108.992809949551,3679.83556360469,47.1958482060157,3685,8250.11180698761,8677.36362198985,3587.3317011209,3772.33942608848,216.387293982794,84.6025510308664
-45,8685.45450779943,112.662570902323,3766.19716099912,48.5259832483193,NA,8464.63586883088,8906.27314676798,3671.08623383241,3861.30808816582,221.716793310694,86.3615973944279
-44,8912.6607742191,116.486115844916,3854.36675692317,49.9072425597193,NA,8684.34798716306,9140.97356127513,3756.54856150612,3952.18495234022,227.206266419669,88.169595924051
-43,9145.51862393561,120.48859993368,3944.39358357937,51.3484266514283,3978,8909.3609680656,9381.67627980562,3843.75066734257,4045.03649981617,232.857849716513,90.026826656198
-42,9384.19296474512,124.696664635355,4036.32740374303,52.8588584491043,NA,9139.78750205983,9628.59842743042,3932.72404118279,4139.93076630328,238.674340809512,91.9338201636638
-41,9628.85205771342,129.138372310816,4130.21871617367,54.4483595408809,NA,9375.74084798422,9881.96326744262,4023.49993147354,4236.9375008738,244.659092968301,93.8913124306396
-40,9879.66798871497,133.843112604377,4226.11892508603,56.1272164142384,NA,9617.33548801039,10142.0004894196,4116.10958091412,4336.12826925794,250.815931001553,95.9002089123578
-39,10136.8170807335,138.841484503756,4324.08048395024,57.906137682278,4366,9864.68777110618,10408.9463903609,4210.58445409298,4437.57651380751,257.149092018562,97.9615588642146
-38,10400.4802526791,144.165159692438,4424.15701636755,59.7962038625359,NA,10117.9165396819,10683.0439656763,4306.95645679698,4541.35757593812,263.663171945587,100.076532417303
-37,10670.8433584449,149.846737387775,4526.40342727535,61.8088129749664,NA,10377.1437531649,10964.542963725,4405.25815384441,4647.54870070628,270.363105765817,102.2464109078
-36,10948.0974720972,155.919584476038,4630.87599183996,63.9556191017691,4823,10642.4950865242,11253.6998576702,4505.5229784005,4756.22900527943,277.254113652252,104.472564564617
-35,11232.4391667372,162.417690586773,4737.63244036905,66.2484748165371,NA,10914.1004931871,11550.7778402872,4607.78542972863,4867.47945100946,284.341694639967,106.756448529084
-34,11524.0707597389,169.375523142965,4846.7320291179,68.699371675893,NA,11192.0947343787,11856.0467850991,4712.08126063315,4981.38279760265,291.631593001748,109.099588748856
-33,11823.2007131917,176.827926434786,4958.23566768096,71.3203942706905,NA,11476.6179773795,12169.7834490039,4818.44769491041,5098.02364045151,299.129953452815,111.503638563056
-32,12130.0436231779,184.809988633166,5072.2058913901,74.1236622746522,5317,11767.8160454569,12492.2712008989,4926.92351333179,5217.48826944842,306.842909986159,113.970223709144
-31,12444.8206580685,193.357005720607,5188.70700038877,77.1213047356188,NA,12065.8409268561,12823.8003892809,5037.54924310696,5339.86475767059,314.77703489064,116.501108998671
-30,12767.7597295628,202.504416387386,5307.80509767745,80.3254241138971,NA,12370.8510734435,13164.6683856821,5150.36726641422,5465.24292894069,322.939071494302,119.098097288679
-29,13099.0957298188,212.287810808235,5429.56815077507,83.7480859093887,5740,12683.0116206347,13515.179839003,5265.42190239267,5593.71439915747,331.336000256006,121.763053097613
-28,13439.0708450634,222.742940630263,5554.06608030126,87.4013102290128,NA,13002.4946814281,13875.6470086987,5382.75951225239,5725.37264835012,339.97511524459,124.497929526188
-27,13787.9348140183,233.905759928425,5681.37082686725,91.2970734895977,NA,13329.4795245586,14246.390103478,5502.42856282764,5860.31309090686,348.863968954898,127.304746565998
-26,14145.9451239268,245.812531021698,5811.55639410669,95.4473350471164,NA,13664.1525631242,14627.7376847293,5624.47961741434,5998.63317079903,358.010309908439,130.185567239432
-25,14513.3671702617,258.499857360876,5944.69887779599,99.8640397772241,6242,14006.7074498343,15020.026890689,5748.96535983263,6140.43239575935,367.422046334903,133.142483689302
-24,14890.4747758801,272.004883226227,6080.87662426931,104.559179786957,NA,14357.3452047567,15423.6043470035,5875.94063188688,6285.81261665175,377.107605618443,136.177746473327
-23,15277.5503408038,286.365398138024,6220.1702531692,109.544824758696,6553,14716.2741604533,15838.8265211544,6005.46239664216,6434.87810969625,387.075564923729,139.293628899889
-22,15674.8850807662,301.619941639681,6362.66271163846,114.833153504758,NA,15083.7099951524,16266.0601663799,6137.58973076913,6587.73569250778,397.334739962336,142.492458469252
-21,16082.779329342,317.807961371778,6508.43935030473,120.436505093173,6787,15459.8757250533,16705.6829336307,6272.38380032211,6744.49490028735,407.894248575831,145.776638666275
-20,16501.5429859537,334.97004161215,6657.58804991985,126.367455117696,NA,15845.0017043939,17158.0842675135,6409.90783788917,6905.26826195054,418.763656611687,149.148699615122
-19,16931.4955563284,353.147929111573,6810.19920117913,132.638822350965,NA,16239.3256152697,17623.6654973871,6550.22710937124,7070.17129298702,429.952570374691,152.611151259276
-18,17372.9667046955,372.384794137864,6966.36586590764,139.263756898766,7170,16643.0925081853,18102.8409012057,6693.40890238606,7239.32282942922,441.471148367131,156.166664728509
-17,17826.2964819691,392.725376185977,7126.18382128545,146.255788438803,NA,17056.5547446446,18596.0382192936,6839.5224759454,7412.8451666255,453.3297772736,159.817955377812
-16,18291.8355598835,414.21606218256,7289.75160541754,153.628851081036,NA,17479.9720780057,19103.6990417613,6988.63905729871,7590.86415353637,465.539077914407,163.567784132088
-15,18769.9458283027,436.905157835803,7457.17068930843,161.397374182577,7470,17913.6117189445,19626.2799376609,7140.83183591058,7773.50954270628,478.110268419186,167.419083890894
-14,19261.0006361124,460.843023580044,7628.54552156418,169.576325896261,NA,18357.7483098955,20164.2529623293,7296.17592280751,7960.91512032085,491.054807809734,171.374832255748
-13,19765.3850712404,486.082183801391,7803.98358595653,178.181246936617,NA,18812.6639909897,20718.1061514912,7454.74834196076,8153.2188299523,504.384435128009,175.43806439235
-12,20283.4964099536,512.677494393869,7983.59551671043,187.228303589903,NA,19278.6485209416,21288.3442989656,7616.62804167422,8350.56299174664,518.11133871317,179.611930753898
-11,20815.7445065973,540.686338556512,8167.49519129828,196.73434935309,8011,19755.9992830265,21875.4897301681,7781.89586656623,8553.09451603034,532.248096643692,183.899674587854
-10,21362.5521954976,570.168762079372,8355.79982588648,206.716965078518,NA,20245.0214218221,22480.0829691732,7950.63457433258,8760.96507744037,546.807688900335,188.304634588194
-9,21924.3556888541,601.187639402495,8548.63006783062,217.194508631299,8376,20746.0279156252,23102.683462083,8122.92883091327,8974.33130474796,561.803493356489,192.830241944142
-8,22501.6049969036,633.808852274055,8746.11009426859,228.186167847521,NA,21259.3396464464,23743.8703473607,8298.86520528745,9193.35498324973,577.249308049446,197.480026437968
-7,23094.7643817034,668.10143238709,8948.367720561,239.7120003094,NA,21785.2855742248,24404.2431891821,8478.53219995458,9418.20324116742,593.15938479987,202.257626292414
-6,23704.3128026681,704.137731796807,9155.53450415682,251.792981584944,NA,22324.2028483463,25084.4227569898,8662.02026025033,9649.04874806331,609.548420964635,207.166783595823
-5,24330.7443601682,741.993621695998,9367.74584611127,264.451062059893,NA,22876.4368616441,25785.0518586924,8849.42176447388,9886.06992774867,626.43155750016,212.211341954451
-4,24974.5687780829,781.748659462366,9585.14110410844,277.709212062599,8973,23442.3414055367,26506.7961506292,9040.83104846575,10129.4511597511,643.82441791469,217.395257997168
-3,25629.7455204974,817.550621154997,9805.46339375529,289.651331422841,NA,24027.3463030336,27232.1447379611,9237.74678416652,10373.1800033441,655.176742414424,220.322289646843
-2,26309.8094620957,860.919673568064,10033.6138773883,304.043963045545,NA,24622.4069019023,27997.2120222891,9437.687709819,10629.5400449575,680.063941598306,228.150483632979
-1,27008.8869307546,906.419079079921,10267.3889794478,319.101988785828,NA,25232.305535758,28785.4683257513,9641.94908142763,10892.8288774681,699.077468658947,233.775102059584
