"Date";"Days from today";"PPE (m3)";"PPE (tons)";"Body bags (m3)";"Body bags (tons)";"Chlorine (m3)";"Chlorine (tons)";"Medical supplies (m3)";"Medical supplies (tons)";"Lab supplies (m3)";"Lab supplies (tons)";"Total (m3)";"Total (tons)"
"2015-05-01";"168";"1616.1 (1155.7, 2076.5)";"335.8 (240.2, 431.5)";"4.3 (3.1, 5.6)";"0.4 (0.3, 0.6)";"1.7 (1.2, 2.2)";"1.7 (1.2, 2.2)";"25.0 (17.8, 32.1)";"12.5 (8.9, 16.0)";"2.7 (1.9, 3.5)";"1.3 (0.9, 1.7)";"1649.8 (1179.8, 2119.8)";"351.8 (251.6, 452.0)"
"2015-04-30";"167";"1593.2 (1139.3, 2047.1)";"331.1 (236.8, 425.4)";"4.3 (3.1, 5.5)";"0.4 (0.3, 0.5)";"1.7 (1.2, 2.2)";"1.7 (1.2, 2.2)";"24.6 (17.6, 31.6)";"12.3 (8.8, 15.8)";"2.7 (1.9, 3.4)";"1.3 (0.9, 1.6)";"1626.4 (1163.1, 2089.8)";"346.8 (248.0, 445.6)"
"2015-04-29";"166";"1570.5 (1123.1, 2017.9)";"326.4 (233.4, 419.3)";"4.2 (3.0, 5.4)";"0.4 (0.3, 0.5)";"1.7 (1.2, 2.2)";"1.7 (1.2, 2.2)";"24.3 (17.3, 31.2)";"12.1 (8.7, 15.6)";"2.6 (1.9, 3.4)";"1.3 (0.9, 1.6)";"1603.3 (1146.5, 2060.0)";"341.9 (244.5, 439.3)"
"2015-04-28";"165";"1548.0 (1107.1, 1988.9)";"321.7 (230.1, 413.3)";"4.2 (3.0, 5.3)";"0.4 (0.3, 0.5)";"1.7 (1.2, 2.1)";"1.7 (1.2, 2.1)";"23.9 (17.1, 30.7)";"12.0 (8.5, 15.4)";"2.6 (1.9, 3.3)";"1.2 (0.9, 1.6)";"1580.3 (1130.2, 2030.4)";"337.0 (241.0, 433.0)"
"2015-04-27";"164";"1525.7 (1091.3, 1960.1)";"317.1 (226.8, 407.3)";"4.1 (2.9, 5.3)";"0.4 (0.3, 0.5)";"1.6 (1.2, 2.1)";"1.6 (1.2, 2.1)";"23.6 (16.9, 30.3)";"11.8 (8.4, 15.1)";"2.6 (1.8, 3.3)";"1.2 (0.9, 1.6)";"1557.6 (1114.1, 2001.1)";"332.1 (237.6, 426.7)"
"2015-04-26";"163";"1503.7 (1075.8, 1931.6)";"312.5 (223.6, 401.4)";"4.0 (2.9, 5.2)";"0.4 (0.3, 0.5)";"1.6 (1.2, 2.1)";"1.6 (1.2, 2.1)";"23.2 (16.6, 29.8)";"11.6 (8.3, 14.9)";"2.5 (1.8, 3.2)";"1.2 (0.9, 1.6)";"1535.1 (1098.2, 1971.9)";"327.3 (234.2, 420.5)"
"2015-04-25";"162";"1481.9 (1060.4, 1903.3)";"308.0 (220.4, 395.5)";"4.0 (2.8, 5.1)";"0.4 (0.3, 0.5)";"1.6 (1.1, 2.0)";"1.6 (1.1, 2.0)";"22.9 (16.4, 29.4)";"11.4 (8.2, 14.7)";"2.5 (1.8, 3.2)";"1.2 (0.9, 1.5)";"1512.8 (1082.6, 1943.0)";"322.6 (230.8, 414.3)"
"2015-04-24";"161";"1460.3 (1045.3, 1875.2)";"303.5 (217.2, 389.7)";"3.9 (2.8, 5.0)";"0.4 (0.3, 0.5)";"1.6 (1.1, 2.0)";"1.6 (1.1, 2.0)";"22.6 (16.1, 29.0)";"11.3 (8.1, 14.5)";"2.5 (1.8, 3.1)";"1.2 (0.8, 1.5)";"1490.8 (1067.1, 1914.4)";"317.9 (227.5, 408.2)"
"2015-04-23";"160";"1438.9 (1030.4, 1847.4)";"299.0 (214.1, 383.9)";"3.9 (2.8, 5.0)";"0.4 (0.3, 0.5)";"1.5 (1.1, 2.0)";"1.5 (1.1, 2.0)";"22.2 (15.9, 28.5)";"11.1 (8.0, 14.3)";"2.4 (1.7, 3.1)";"1.2 (0.8, 1.5)";"1468.9 (1051.9, 1886.0)";"313.2 (224.3, 402.1)"
"2015-04-22";"159";"1417.7 (1015.7, 1819.8)";"294.6 (211.1, 378.2)";"3.8 (2.7, 4.9)";"0.4 (0.3, 0.5)";"1.5 (1.1, 2.0)";"1.5 (1.1, 2.0)";"21.9 (15.7, 28.1)";"10.9 (7.8, 14.1)";"2.4 (1.7, 3.1)";"1.1 (0.8, 1.5)";"1447.3 (1036.9, 1857.8)";"308.6 (221.1, 396.1)"
"2015-04-21";"158";"1396.8 (1001.1, 1792.4)";"290.3 (208.1, 372.5)";"3.8 (2.7, 4.8)";"0.4 (0.3, 0.5)";"1.5 (1.1, 1.9)";"1.5 (1.1, 1.9)";"21.6 (15.5, 27.7)";"10.8 (7.7, 13.8)";"2.3 (1.7, 3.0)";"1.1 (0.8, 1.4)";"1425.9 (1022.0, 1829.8)";"304.1 (217.9, 390.2)"
"2015-04-20";"157";"1376.1 ( 986.8, 1765.3)";"286.0 (205.1, 366.9)";"3.7 (2.7, 4.7)";"0.4 (0.3, 0.5)";"1.5 (1.1, 1.9)";"1.5 (1.1, 1.9)";"21.3 (15.2, 27.3)";"10.6 (7.6, 13.6)";"2.3 (1.7, 3.0)";"1.1 (0.8, 1.4)";"1404.8 (1007.4, 1802.2)";"299.5 (214.8, 384.3)"
"2015-04-19";"156";"1355.6 ( 972.7, 1738.5)";"281.7 (202.1, 361.3)";"3.6 (2.6, 4.7)";"0.4 (0.3, 0.5)";"1.5 (1.0, 1.9)";"1.5 (1.0, 1.9)";"20.9 (15.0, 26.8)";"10.5 (7.5, 13.4)";"2.3 (1.6, 2.9)";"1.1 (0.8, 1.4)";"1383.9 ( 993.0, 1774.8)";"295.1 (211.7, 378.4)"
"2015-04-18";"155";"1335.3 ( 958.7, 1711.8)";"277.5 (199.2, 355.7)";"3.6 (2.6, 4.6)";"0.4 (0.3, 0.5)";"1.4 (1.0, 1.8)";"1.4 (1.0, 1.8)";"20.6 (14.8, 26.4)";"10.3 (7.4, 13.2)";"2.2 (1.6, 2.9)";"1.1 (0.8, 1.4)";"1363.2 ( 978.8, 1747.6)";"290.7 (208.7, 372.6)"
