"Date";"Days from today";"PPE (m3)";"PPE (tons)";"Body bags (m3)";"Body bags (tons)";"Chlorine (m3)";"Chlorine (tons)";"Medical supplies (m3)";"Medical supplies (tons)";"Lab supplies (m3)";"Lab supplies (tons)";"Total (m3)";"Total (tons)"
"2015-04-28";"168";"6546.7 (4987.1, 8106.4)";"1360.5 (1036.4, 1684.6)";"17.6 (13.4, 21.8)";"1.8 (1.3, 2.2)";"7.0 (5.4, 8.7)";"7.0 (5.4, 8.7)";"101.1 (77.0, 125.2)";"50.6 (38.5, 62.6)";"11.0 (8.4, 13.6)";"5.3 (4.0, 6.5)";"6683.4 (5091.3, 8275.6)";"1425.1 (1085.6, 1764.6)"
"2015-04-27";"167";"6485.4 (4921.8, 8049.0)";"1347.8 (1022.8, 1672.7)";"17.4 (13.2, 21.6)";"1.7 (1.3, 2.2)";"7.0 (5.3, 8.6)";"7.0 (5.3, 8.6)";"100.2 (76.0, 124.3)";"50.1 (38.0, 62.2)";"10.9 (8.3, 13.5)";"5.2 (4.0, 6.5)";"6620.9 (5024.6, 8217.1)";"1411.8 (1071.4, 1752.2)"
"2015-04-26";"166";"6423.0 (4855.7, 7990.3)";"1334.8 (1009.1, 1660.5)";"17.3 (13.0, 21.5)";"1.7 (1.3, 2.1)";"6.9 (5.2, 8.6)";"6.9 (5.2, 8.6)";" 99.2 (75.0, 123.4)";"49.6 (37.5, 61.7)";"10.8 (8.2, 13.4)";"5.2 (3.9, 6.4)";"6557.2 (4957.1, 8157.2)";"1398.2 (1057.0, 1739.4)"
"2015-04-25";"165";"6359.6 (4788.9, 7930.3)";"1321.6 ( 995.2, 1648.1)";"17.1 (12.9, 21.3)";"1.7 (1.3, 2.1)";"6.8 (5.1, 8.5)";"6.8 (5.1, 8.5)";" 98.2 (74.0, 122.5)";"49.1 (37.0, 61.2)";"10.7 (8.0, 13.3)";"5.1 (3.9, 6.4)";"6492.5 (4889.0, 8095.9)";"1384.4 (1042.5, 1726.3)"
"2015-04-24";"164";"6295.3 (4721.6, 7869.1)";"1308.3 ( 981.2, 1635.3)";"16.9 (12.7, 21.1)";"1.7 (1.3, 2.1)";"6.8 (5.1, 8.5)";"6.8 (5.1, 8.5)";" 97.2 (72.9, 121.5)";"48.6 (36.5, 60.8)";"10.6 (7.9, 13.2)";"5.1 (3.8, 6.3)";"6426.8 (4820.2, 8033.4)";"1370.4 (1027.8, 1713.0)"
"2015-04-23";"163";"6230.1 (4653.7, 7806.4)";"1294.7 ( 967.1, 1622.3)";"16.7 (12.5, 21.0)";"1.7 (1.2, 2.1)";"6.7 (5.0, 8.4)";"6.7 (5.0, 8.4)";" 96.2 (71.9, 120.6)";"48.1 (35.9, 60.3)";"10.5 (7.8, 13.1)";"5.0 (3.7, 6.3)";"6360.2 (4750.9, 7969.4)";"1356.2 (1013.0, 1699.3)"
"2015-04-22";"162";"6164.0 (4585.4, 7742.5)";"1281.0 ( 952.9, 1609.0)";"16.6 (12.3, 20.8)";"1.7 (1.2, 2.1)";"6.6 (4.9, 8.3)";"6.6 (4.9, 8.3)";" 95.2 (70.8, 119.6)";"47.6 (35.4, 59.8)";"10.3 (7.7, 13.0)";"5.0 (3.7, 6.2)";"6292.7 (4681.2, 7904.2)";"1341.8 ( 998.2, 1685.4)"
"2015-04-21";"161";"6097.0 (4516.8, 7677.2)";"1267.1 ( 938.7, 1595.5)";"16.4 (12.1, 20.6)";"1.6 (1.2, 2.1)";"6.6 (4.9, 8.2)";"6.6 (4.9, 8.2)";" 94.2 (69.8, 118.6)";"47.1 (34.9, 59.3)";"10.2 (7.6, 12.9)";"4.9 (3.6, 6.2)";"6224.4 (4611.2, 7837.6)";"1327.2 ( 983.3, 1671.2)"
"2015-04-20";"160";"6029.4 (4448.1, 7610.7)";"1253.0 ( 924.4, 1581.6)";"16.2 (11.9, 20.4)";"1.6 (1.2, 2.0)";"6.5 (4.8, 8.2)";"6.5 (4.8, 8.2)";" 93.1 (68.7, 117.5)";"46.6 (34.3, 58.8)";"10.1 (7.5, 12.8)";"4.9 (3.6, 6.1)";"6155.3 (4540.9, 7769.7)";"1312.5 ( 968.3, 1656.8)"
"2015-04-19";"159";"5961.0 (4379.1, 7542.9)";"1238.8 ( 910.0, 1567.5)";"16.0 (11.8, 20.3)";"1.6 (1.2, 2.0)";"6.4 (4.7, 8.1)";"6.4 (4.7, 8.1)";" 92.1 (67.6, 116.5)";"46.0 (33.8, 58.2)";"10.0 (7.4, 12.7)";"4.8 (3.5, 6.1)";"6085.5 (4470.5, 7700.4)";"1297.6 ( 953.3, 1642.0)"
"2015-04-18";"158";"5892.0 (4310.1, 7473.9)";"1224.5 ( 895.7, 1553.2)";"15.8 (11.6, 20.1)";"1.6 (1.2, 2.0)";"6.3 (4.6, 8.0)";"6.3 (4.6, 8.0)";" 91.0 (66.6, 115.4)";"45.5 (33.3, 57.7)";" 9.9 (7.2, 12.5)";"4.7 (3.5, 6.0)";"6015.0 (4400.1, 7630.0)";"1282.6 ( 938.3, 1627.0)"
"2015-04-17";"157";"5822.4 (4241.2, 7403.6)";"1210.0 ( 881.4, 1538.6)";"15.6 (11.4, 19.9)";"1.6 (1.1, 2.0)";"6.3 (4.6, 8.0)";"6.3 (4.6, 8.0)";" 89.9 (65.5, 114.3)";"45.0 (32.7, 57.2)";" 9.8 (7.1, 12.4)";"4.7 (3.4, 6.0)";"5944.0 (4329.7, 7558.2)";"1267.5 ( 923.2, 1611.7)"
"2015-04-16";"156";"5752.2 (4172.3, 7332.2)";"1195.4 ( 867.1, 1523.7)";"15.4 (11.2, 19.7)";"1.5 (1.1, 2.0)";"6.2 (4.5, 7.9)";"6.2 (4.5, 7.9)";" 88.8 (64.4, 113.2)";"44.4 (32.2, 56.6)";" 9.7 (7.0, 12.3)";"4.6 (3.4, 5.9)";"5872.4 (4259.4, 7485.3)";"1252.2 ( 908.2, 1596.1)"
"2015-04-15";"155";"5681.6 (4103.6, 7259.6)";"1180.7 ( 852.8, 1508.7)";"15.3 (11.0, 19.5)";"1.5 (1.1, 1.9)";"6.1 (4.4, 7.8)";"6.1 (4.4, 7.8)";" 87.7 (63.4, 112.1)";"43.9 (31.7, 56.1)";" 9.5 (6.9, 12.2)";"4.6 (3.3, 5.8)";"5800.2 (4189.3, 7411.2)";"1236.8 ( 893.3, 1580.3)"
"2015-04-14";"154";"5610.5 (4035.1, 7185.8)";"1165.9 ( 838.6, 1493.3)";"15.1 (10.8, 19.3)";"1.5 (1.1, 1.9)";"6.0 (4.3, 7.7)";"6.0 (4.3, 7.7)";" 86.6 (62.3, 111.0)";"43.3 (31.2, 55.5)";" 9.4 (6.8, 12.1)";"4.5 (3.3, 5.8)";"5727.6 (4119.4, 7335.9)";"1221.3 ( 878.4, 1564.3)"
"2015-04-13";"153";"5539.0 (3967.0, 7111.0)";"1151.1 ( 824.4, 1477.8)";"14.9 (10.7, 19.1)";"1.5 (1.1, 1.9)";"6.0 (4.3, 7.6)";"6.0 (4.3, 7.6)";" 85.5 (61.3, 109.8)";"42.8 (30.6, 54.9)";" 9.3 (6.7, 11.9)";"4.5 (3.2, 5.7)";"5654.7 (4049.8, 7259.5)";"1205.8 ( 863.6, 1548.0)"
"2015-04-12";"152";"5467.2 (3899.2, 7035.1)";"1136.2 ( 810.3, 1462.0)";"14.7 (10.5, 18.9)";"1.5 (1.0, 1.9)";"5.9 (4.2, 7.6)";"5.9 (4.2, 7.6)";" 84.4 (60.2, 108.6)";"42.2 (30.1, 54.3)";" 9.2 (6.5, 11.8)";"4.4 (3.1, 5.7)";"5581.3 (3980.7, 7182.0)";"1190.1 ( 848.8, 1531.4)"
"2015-04-11";"151";"5395.0 (3831.9, 6958.2)";"1121.2 ( 796.3, 1446.0)";"14.5 (10.3, 18.7)";"1.4 (1.0, 1.9)";"5.8 (4.1, 7.5)";"5.8 (4.1, 7.5)";" 83.3 (59.2, 107.5)";"41.7 (29.6, 53.7)";" 9.1 (6.4, 11.7)";"4.3 (3.1, 5.6)";"5507.7 (3911.9, 7103.5)";"1174.4 ( 834.1, 1514.7)"
