"Date";"Days from today";"Caseload";"Administrator (coordination)";"Doctor (ETU)";"Doctor (coordination)";"Epidemiologist (contact tracing)";"Epidemiologist (coordination)";"Lab scientist (laboratories)";"Logistician (burials)";"Logistician (ETU)";"Logistician (coordination)";"Nurse (ETU)";"Public health specialist (Social mobilization)";"Public health specialist (coordination)";"Data management (coordination)";"Total personnel"
"2015-04-30";"168";"30040 ( 744, 59336)";"33 (1, 65)";"68 (2, 134)";"17 (1, 33)";"38 (1, 75)";"50 (2, 98)";"101 ( 3, 199)";"50 (2, 98)";"134 ( 4, 264)";"50 (2, 98)";"267 ( 6, 528)";"77 (2, 152)";"33 (1, 65)";"42 (1, 83)";"960 (618, 1302)"
"2015-04-29";"167";"29666 ( 794, 58538)";"33 (1, 65)";"67 (2, 132)";"16 (0, 32)";"37 (1, 73)";"49 (1, 97)";" 99 ( 2, 196)";"49 (1, 97)";"132 ( 4, 260)";"49 (1, 97)";"264 ( 7, 521)";"76 (2, 150)";"33 (1, 65)";"42 (2, 82)";"946 (609, 1283)"
"2015-04-28";"166";"29296 ( 846, 57746)";"32 (1, 63)";"66 (2, 130)";"16 (0, 32)";"37 (1, 73)";"48 (1, 95)";" 98 ( 3, 193)";"48 (1, 95)";"130 ( 3, 257)";"48 (1, 95)";"261 ( 8, 514)";"75 (2, 148)";"32 (1, 63)";"41 (1, 81)";"932 (600, 1264)"
"2015-04-27";"165";"28930 ( 898, 56962)";"32 (1, 63)";"65 (2, 128)";"16 (1, 31)";"36 (1, 71)";"48 (2, 94)";" 97 ( 3, 191)";"48 (2, 94)";"129 ( 4, 254)";"48 (2, 94)";"257 ( 8, 506)";"74 (3, 145)";"32 (1, 63)";"41 (2, 80)";"923 (596, 1250)"
"2015-04-26";"164";"28567 ( 951, 56183)";"31 (1, 61)";"64 (2, 126)";"16 (1, 31)";"36 (1, 71)";"47 (1, 93)";" 96 ( 3, 189)";"47 (1, 93)";"127 ( 4, 250)";"47 (1, 93)";"254 ( 8, 500)";"73 (3, 143)";"31 (1, 61)";"40 (1, 79)";"909 (587, 1231)"
"2015-04-25";"163";"28207 (1003, 55411)";"31 (1, 61)";"63 (2, 124)";"16 (1, 31)";"35 (1, 69)";"47 (2, 92)";" 94 ( 3, 185)";"47 (2, 92)";"126 ( 5, 247)";"47 (2, 92)";"251 ( 9, 493)";"72 (3, 141)";"31 (1, 61)";"39 (1, 77)";"899 (581, 1217)"
"2015-04-24";"162";"27850 (1054, 54646)";"31 (2, 60)";"63 (3, 123)";"15 (0, 30)";"35 (2, 68)";"46 (2, 90)";" 93 ( 3, 183)";"46 (2, 90)";"124 ( 5, 243)";"46 (2, 90)";"248 (10, 486)";"71 (3, 139)";"31 (2, 60)";"39 (1, 77)";"888 (575, 1201)"
"2015-04-23";"161";"27497 (1107, 53887)";"30 (1, 59)";"62 (3, 121)";"15 (0, 30)";"34 (1, 67)";"45 (1, 89)";" 92 ( 4, 180)";"45 (1, 89)";"122 ( 5, 239)";"45 (1, 89)";"245 (10, 480)";"70 (3, 137)";"30 (1, 59)";"38 (1, 75)";"873 (565, 1181)"
"2015-04-22";"160";"27148 (1160, 53136)";"30 (1, 59)";"61 (3, 119)";"15 (1, 29)";"34 (2, 66)";"45 (2, 88)";" 91 ( 4, 178)";"45 (2, 88)";"121 ( 5, 237)";"45 (2, 88)";"242 (11, 473)";"69 (3, 135)";"30 (1, 59)";"38 (2, 74)";"866 (563, 1169)"
"2015-04-21";"159";"26801 (1211, 52391)";"29 (1, 57)";"60 (2, 118)";"15 (1, 29)";"34 (2, 66)";"44 (2, 86)";" 90 ( 4, 176)";"44 (2, 86)";"119 ( 5, 233)";"44 (2, 86)";"239 (11, 467)";"68 (3, 133)";"29 (1, 57)";"38 (2, 74)";"853 (554, 1152)"
"2015-04-20";"158";"26459 (1264, 51654)";"29 (1, 57)";"60 (3, 117)";"15 (1, 29)";"33 (2, 64)";"44 (2, 86)";" 89 ( 5, 173)";"44 (2, 86)";"118 ( 6, 230)";"44 (2, 86)";"235 (11, 459)";"67 (3, 131)";"29 (1, 57)";"37 (2, 72)";"844 (550, 1138)"
"2015-04-19";"157";"26119 (1315, 50923)";"29 (2, 56)";"59 (3, 115)";"14 (0, 28)";"33 (2, 64)";"43 (2, 84)";" 87 ( 4, 170)";"43 (2, 84)";"116 ( 6, 226)";"43 (2, 84)";"232 (11, 453)";"67 (4, 130)";"29 (2, 56)";"37 (2, 72)";"832 (543, 1121)"
"2015-04-18";"156";"25783 (1367, 50199)";"28 (1, 55)";"58 (3, 113)";"14 (1, 27)";"32 (1, 63)";"43 (3, 83)";" 86 ( 4, 168)";"43 (3, 83)";"115 ( 6, 224)";"43 (3, 83)";"229 (12, 446)";"66 (4, 128)";"28 (1, 55)";"36 (2, 70)";"821 (536, 1106)"
"2015-04-17";"155";"25450 (1418, 49482)";"28 (2, 54)";"57 (3, 111)";"14 (1, 27)";"32 (2, 62)";"42 (2, 82)";" 85 ( 4, 166)";"42 (2, 82)";"113 ( 6, 220)";"42 (2, 82)";"227 (13, 441)";"65 (4, 126)";"28 (2, 54)";"36 (2, 70)";"811 (531, 1091)"
"2015-04-16";"154";"25121 (1469, 48773)";"28 (2, 54)";"57 (4, 110)";"14 (1, 27)";"31 (1, 61)";"41 (2, 80)";" 84 ( 5, 163)";"41 (2, 80)";"112 ( 7, 217)";"41 (2, 80)";"224 (13, 435)";"64 (4, 124)";"28 (2, 54)";"35 (2, 68)";"800 (524, 1076)"
"2015-04-15";"153";"24795 (1519, 48071)";"27 (1, 53)";"56 (4, 108)";"14 (1, 27)";"31 (2, 60)";"41 (3, 79)";" 83 ( 5, 161)";"41 (3, 79)";"110 ( 6, 214)";"41 (3, 79)";"221 (14, 428)";"63 (4, 122)";"27 (1, 53)";"35 (2, 68)";"790 (518, 1062)"
"2015-04-14";"152";"24473 (1570, 47376)";"27 (2, 52)";"55 (3, 107)";"13 (0, 26)";"31 (2, 60)";"40 (2, 78)";" 82 ( 5, 159)";"40 (2, 78)";"109 ( 7, 211)";"40 (2, 78)";"218 (14, 422)";"62 (4, 120)";"27 (2, 52)";"34 (2, 66)";"778 (511, 1045)"
"2015-04-13";"151";"24154 (1619, 46689)";"27 (2, 52)";"54 (3, 105)";"13 (1, 25)";"30 (2, 58)";"40 (3, 77)";" 81 ( 6, 156)";"40 (3, 77)";"107 ( 7, 207)";"40 (3, 77)";"215 (14, 416)";"62 (5, 119)";"27 (2, 52)";"34 (2, 66)";"770 (507, 1033)"
"2015-04-12";"150";"23838 (1668, 46008)";"26 (2, 50)";"54 (4, 104)";"13 (1, 25)";"30 (2, 58)";"39 (2, 76)";" 80 ( 6, 154)";"39 (2, 76)";"106 ( 7, 205)";"39 (2, 76)";"212 (15, 409)";"61 (4, 118)";"26 (2, 50)";"33 (2, 64)";"758 (499, 1017)"
"2015-04-11";"149";"23526 (1717, 45335)";"26 (2, 50)";"53 (4, 102)";"13 (1, 25)";"29 (2, 56)";"39 (3, 75)";" 79 ( 6, 152)";"39 (3, 75)";"105 ( 8, 202)";"39 (3, 75)";"209 (15, 403)";"60 (4, 116)";"26 (2, 50)";"33 (2, 64)";"750 (495, 1005)"
"2015-04-10";"148";"23217 (1765, 44669)";"26 (2, 50)";"52 (4, 100)";"13 (1, 25)";"29 (2, 56)";"38 (3, 73)";" 78 ( 6, 150)";"38 (3, 73)";"103 ( 8, 198)";"38 (3, 73)";"207 (16, 398)";"59 (4, 114)";"26 (2, 50)";"33 (3, 63)";"740 (490,  990)"
