"Date";"Days from today";"PPE (m3)";"PPE (tons)";"Body bags (m3)";"Body bags (tons)";"Chlorine (m3)";"Chlorine (tons)";"Medical supplies (m3)";"Medical supplies (tons)";"Lab supplies (m3)";"Lab supplies (tons)";"Total (m3)";"Total (tons)"
"2015-04-19";"157";"639.0 (32.2, 1245.8)";"132.8 ( 6.7, 258.9)";"1.7 (0.1, 3.3)";"0.2 (0.0, 0.3)";"0.7 (0.0, 1.3)";"0.7 (0.0, 1.3)";" 9.9 (0.5, 19.2)";"4.9 (0.2,  9.6)";"1.1 (0.1, 2.1)";"0.5 (0.0, 1.0)";"652.3 (32.8, 1271.8)";"139.1 ( 7.0, 271.2)"
"2015-04-18";"156";"630.8 (33.4, 1228.1)";"131.1 ( 6.9, 255.2)";"1.7 (0.1, 3.3)";"0.2 (0.0, 0.3)";"0.7 (0.0, 1.3)";"0.7 (0.0, 1.3)";" 9.7 (0.5, 19.0)";"4.9 (0.3,  9.5)";"1.1 (0.1, 2.1)";"0.5 (0.0, 1.0)";"644.0 (34.1, 1253.8)";"137.3 ( 7.3, 267.3)"
"2015-04-17";"155";"622.6 (34.7, 1210.6)";"129.4 ( 7.2, 251.6)";"1.7 (0.1, 3.3)";"0.2 (0.0, 0.3)";"0.7 (0.0, 1.3)";"0.7 (0.0, 1.3)";" 9.6 (0.5, 18.7)";"4.8 (0.3,  9.3)";"1.0 (0.1, 2.0)";"0.5 (0.0, 1.0)";"635.6 (35.4, 1235.9)";"135.5 ( 7.5, 263.5)"
"2015-04-16";"154";"614.6 (35.9, 1193.2)";"127.7 ( 7.5, 248.0)";"1.7 (0.1, 3.2)";"0.2 (0.0, 0.3)";"0.7 (0.0, 1.3)";"0.7 (0.0, 1.3)";" 9.5 (0.6, 18.4)";"4.7 (0.3,  9.2)";"1.0 (0.1, 2.0)";"0.5 (0.0, 1.0)";"627.4 (36.7, 1218.1)";"133.8 ( 7.8, 259.8)"
"2015-04-15";"153";"606.6 (37.2, 1176.0)";"126.1 ( 7.7, 244.4)";"1.6 (0.1, 3.2)";"0.2 (0.0, 0.3)";"0.7 (0.0, 1.3)";"0.7 (0.0, 1.3)";" 9.4 (0.6, 18.2)";"4.7 (0.3,  9.1)";"1.0 (0.1, 2.0)";"0.5 (0.0, 0.9)";"619.3 (37.9, 1200.6)";"132.0 ( 8.1, 256.0)"
"2015-04-14";"152";"598.7 (38.4, 1159.1)";"124.4 ( 8.0, 240.9)";"1.6 (0.1, 3.1)";"0.2 (0.0, 0.3)";"0.6 (0.0, 1.2)";"0.6 (0.0, 1.2)";" 9.2 (0.6, 17.9)";"4.6 (0.3,  8.9)";"1.0 (0.1, 1.9)";"0.5 (0.0, 0.9)";"611.2 (39.2, 1183.3)";"130.3 ( 8.4, 252.3)"
"2015-04-13";"151";"590.9 (39.6, 1142.2)";"122.8 ( 8.2, 237.4)";"1.6 (0.1, 3.1)";"0.2 (0.0, 0.3)";"0.6 (0.0, 1.2)";"0.6 (0.0, 1.2)";" 9.1 (0.6, 17.6)";"4.6 (0.3,  8.8)";"1.0 (0.1, 1.9)";"0.5 (0.0, 0.9)";"603.3 (40.4, 1166.1)";"128.6 ( 8.6, 248.6)"
"2015-04-12";"150";"583.2 (40.8, 1125.6)";"121.2 ( 8.5, 233.9)";"1.6 (0.1, 3.0)";"0.2 (0.0, 0.3)";"0.6 (0.0, 1.2)";"0.6 (0.0, 1.2)";" 9.0 (0.6, 17.4)";"4.5 (0.3,  8.7)";"1.0 (0.1, 1.9)";"0.5 (0.0, 0.9)";"595.4 (41.7, 1149.1)";"127.0 ( 8.9, 245.0)"
"2015-04-11";"149";"575.6 (42.0, 1109.1)";"119.6 ( 8.7, 230.5)";"1.5 (0.1, 3.0)";"0.2 (0.0, 0.3)";"0.6 (0.0, 1.2)";"0.6 (0.0, 1.2)";" 8.9 (0.6, 17.1)";"4.4 (0.3,  8.6)";"1.0 (0.1, 1.9)";"0.5 (0.0, 0.9)";"587.6 (42.9, 1132.3)";"125.3 ( 9.1, 241.4)"
"2015-04-10";"148";"568.0 (43.2, 1092.8)";"118.0 ( 9.0, 227.1)";"1.5 (0.1, 2.9)";"0.2 (0.0, 0.3)";"0.6 (0.0, 1.2)";"0.6 (0.0, 1.2)";" 8.8 (0.7, 16.9)";"4.4 (0.3,  8.4)";"1.0 (0.1, 1.8)";"0.5 (0.0, 0.9)";"579.9 (44.1, 1115.6)";"123.6 ( 9.4, 237.9)"
"2015-04-09";"147";"560.5 (44.4, 1076.7)";"116.5 ( 9.2, 223.8)";"1.5 (0.1, 2.9)";"0.2 (0.0, 0.3)";"0.6 (0.0, 1.2)";"0.6 (0.0, 1.2)";" 8.7 (0.7, 16.6)";"4.3 (0.3,  8.3)";"0.9 (0.1, 1.8)";"0.5 (0.0, 0.9)";"572.2 (45.3, 1099.2)";"122.0 ( 9.7, 234.4)"
"2015-04-08";"146";"553.1 (45.5, 1060.8)";"114.9 ( 9.5, 220.4)";"1.5 (0.1, 2.8)";"0.1 (0.0, 0.3)";"0.6 (0.0, 1.1)";"0.6 (0.0, 1.1)";" 8.5 (0.7, 16.4)";"4.3 (0.4,  8.2)";"0.9 (0.1, 1.8)";"0.4 (0.0, 0.9)";"564.7 (46.4, 1082.9)";"120.4 ( 9.9, 230.9)"
"2015-04-07";"145";"545.8 (46.6, 1045.0)";"113.4 ( 9.7, 217.2)";"1.5 (0.1, 2.8)";"0.1 (0.0, 0.3)";"0.6 (0.1, 1.1)";"0.6 (0.1, 1.1)";" 8.4 (0.7, 16.1)";"4.2 (0.4,  8.1)";"0.9 (0.1, 1.8)";"0.4 (0.0, 0.8)";"557.2 (47.6, 1066.9)";"118.8 (10.2, 227.5)"
"2015-04-06";"144";"538.6 (47.7, 1029.4)";"111.9 ( 9.9, 213.9)";"1.4 (0.1, 2.8)";"0.1 (0.0, 0.3)";"0.6 (0.1, 1.1)";"0.6 (0.1, 1.1)";" 8.3 (0.7, 15.9)";"4.2 (0.4,  7.9)";"0.9 (0.1, 1.7)";"0.4 (0.0, 0.8)";"549.8 (48.7, 1050.9)";"117.2 (10.4, 224.1)"
"2015-04-05";"143";"531.5 (48.8, 1014.1)";"110.4 (10.2, 210.7)";"1.4 (0.1, 2.7)";"0.1 (0.0, 0.3)";"0.6 (0.1, 1.1)";"0.6 (0.1, 1.1)";" 8.2 (0.8, 15.7)";"4.1 (0.4,  7.8)";"0.9 (0.1, 1.7)";"0.4 (0.0, 0.8)";"542.5 (49.9, 1035.2)";"115.7 (10.6, 220.7)"
"2015-04-04";"142";"524.4 (49.9,  998.8)";"109.0 (10.4, 207.6)";"1.4 (0.1, 2.7)";"0.1 (0.0, 0.3)";"0.6 (0.1, 1.1)";"0.6 (0.1, 1.1)";" 8.1 (0.8, 15.4)";"4.0 (0.4,  7.7)";"0.9 (0.1, 1.7)";"0.4 (0.0, 0.8)";"535.3 (51.0, 1019.7)";"114.2 (10.9, 217.4)"
"2015-04-03";"141";"517.4 (51.0,  983.8)";"107.5 (10.6, 204.4)";"1.4 (0.1, 2.6)";"0.1 (0.0, 0.3)";"0.6 (0.1, 1.1)";"0.6 (0.1, 1.1)";" 8.0 (0.8, 15.2)";"4.0 (0.4,  7.6)";"0.9 (0.1, 1.7)";"0.4 (0.0, 0.8)";"528.2 (52.0, 1004.3)";"112.6 (11.1, 214.2)"
"2015-04-02";"140";"510.5 (52.0,  968.9)";"106.1 (10.8, 201.4)";"1.4 (0.1, 2.6)";"0.1 (0.0, 0.3)";"0.5 (0.1, 1.0)";"0.5 (0.1, 1.0)";" 7.9 (0.8, 15.0)";"3.9 (0.4,  7.5)";"0.9 (0.1, 1.6)";"0.4 (0.0, 0.8)";"521.1 (53.1,  989.2)";"111.1 (11.3, 210.9)"
"2015-04-01";"139";"503.7 (53.1,  954.3)";"104.7 (11.0, 198.3)";"1.4 (0.1, 2.6)";"0.1 (0.0, 0.3)";"0.5 (0.1, 1.0)";"0.5 (0.1, 1.0)";" 7.8 (0.8, 14.7)";"3.9 (0.4,  7.4)";"0.8 (0.1, 1.6)";"0.4 (0.0, 0.8)";"514.2 (54.2,  974.2)";"109.6 (11.6, 207.7)"
"2015-03-31";"138";"496.9 (54.1,  939.7)";"103.3 (11.2, 195.3)";"1.3 (0.1, 2.5)";"0.1 (0.0, 0.3)";"0.5 (0.1, 1.0)";"0.5 (0.1, 1.0)";" 7.7 (0.8, 14.5)";"3.8 (0.4,  7.3)";"0.8 (0.1, 1.6)";"0.4 (0.0, 0.8)";"507.3 (55.2,  959.4)";"108.2 (11.8, 204.6)"
"2015-03-30";"137";"490.2 (55.0,  925.4)";"101.9 (11.4, 192.3)";"1.3 (0.1, 2.5)";"0.1 (0.0, 0.2)";"0.5 (0.1, 1.0)";"0.5 (0.1, 1.0)";" 7.6 (0.9, 14.3)";"3.8 (0.4,  7.1)";"0.8 (0.1, 1.6)";"0.4 (0.0, 0.7)";"500.5 (56.2,  944.7)";"106.7 (12.0, 201.4)"
"2015-03-29";"136";"483.6 (56.0,  911.3)";"100.5 (11.6, 189.4)";"1.3 (0.2, 2.4)";"0.1 (0.0, 0.2)";"0.5 (0.1, 1.0)";"0.5 (0.1, 1.0)";" 7.5 (0.9, 14.1)";"3.7 (0.4,  7.0)";"0.8 (0.1, 1.5)";"0.4 (0.0, 0.7)";"493.7 (57.2,  930.3)";"105.3 (12.2, 198.4)"
"2015-03-28";"135";"477.1 (57.0,  897.3)";" 99.2 (11.8, 186.5)";"1.3 (0.2, 2.4)";"0.1 (0.0, 0.2)";"0.5 (0.1, 1.0)";"0.5 (0.1, 1.0)";" 7.4 (0.9, 13.9)";"3.7 (0.4,  6.9)";"0.8 (0.1, 1.5)";"0.4 (0.0, 0.7)";"487.1 (58.2,  916.0)";"103.9 (12.4, 195.3)"
"2015-03-27";"134";"470.7 (57.9,  883.5)";" 97.8 (12.0, 183.6)";"1.3 (0.2, 2.4)";"0.1 (0.0, 0.2)";"0.5 (0.1, 0.9)";"0.5 (0.1, 0.9)";" 7.3 (0.9, 13.6)";"3.6 (0.4,  6.8)";"0.8 (0.1, 1.5)";"0.4 (0.0, 0.7)";"480.5 (59.1,  901.9)";"102.5 (12.6, 192.3)"
"2015-03-26";"133";"464.3 (58.8,  869.9)";" 96.5 (12.2, 180.8)";"1.2 (0.2, 2.3)";"0.1 (0.0, 0.2)";"0.5 (0.1, 0.9)";"0.5 (0.1, 0.9)";" 7.2 (0.9, 13.4)";"3.6 (0.5,  6.7)";"0.8 (0.1, 1.5)";"0.4 (0.0, 0.7)";"474.0 (60.0,  888.0)";"101.1 (12.8, 189.4)"
"2015-03-25";"132";"458.1 (59.7,  856.4)";" 95.2 (12.4, 178.0)";"1.2 (0.2, 2.3)";"0.1 (0.0, 0.2)";"0.5 (0.1, 0.9)";"0.5 (0.1, 0.9)";" 7.1 (0.9, 13.2)";"3.5 (0.5,  6.6)";"0.8 (0.1, 1.4)";"0.4 (0.0, 0.7)";"467.6 (60.9,  874.3)";" 99.7 (13.0, 186.4)"
"2015-03-24";"131";"451.8 (60.6,  843.1)";" 93.9 (12.6, 175.2)";"1.2 (0.2, 2.3)";"0.1 (0.0, 0.2)";"0.5 (0.1, 0.9)";"0.5 (0.1, 0.9)";" 7.0 (0.9, 13.0)";"3.5 (0.5,  6.5)";"0.8 (0.1, 1.4)";"0.4 (0.0, 0.7)";"461.3 (61.8,  860.7)";" 98.4 (13.2, 183.5)"
"2015-03-23";"130";"445.7 (61.4,  830.0)";" 92.6 (12.8, 172.5)";"1.2 (0.2, 2.2)";"0.1 (0.0, 0.2)";"0.5 (0.1, 0.9)";"0.5 (0.1, 0.9)";" 6.9 (0.9, 12.8)";"3.4 (0.5,  6.4)";"0.7 (0.1, 1.4)";"0.4 (0.0, 0.7)";"455.0 (62.7,  847.4)";" 97.0 (13.4, 180.7)"
"2015-03-22";"129";"439.7 (62.2,  817.1)";" 91.4 (12.9, 169.8)";"1.2 (0.2, 2.2)";"0.1 (0.0, 0.2)";"0.5 (0.1, 0.9)";"0.5 (0.1, 0.9)";" 6.8 (1.0, 12.6)";"3.4 (0.5,  6.3)";"0.7 (0.1, 1.4)";"0.4 (0.1, 0.7)";"448.8 (63.5,  834.2)";" 95.7 (13.5, 177.9)"
"2015-03-21";"128";"433.7 (63.0,  804.3)";" 90.1 (13.1, 167.2)";"1.2 (0.2, 2.2)";"0.1 (0.0, 0.2)";"0.5 (0.1, 0.9)";"0.5 (0.1, 0.9)";" 6.7 (1.0, 12.4)";"3.3 (0.5,  6.2)";"0.7 (0.1, 1.4)";"0.3 (0.1, 0.6)";"442.7 (64.4,  821.1)";" 94.4 (13.7, 175.1)"
"2015-03-20";"127";"427.8 (63.8,  791.7)";" 88.9 (13.3, 164.5)";"1.1 (0.2, 2.1)";"0.1 (0.0, 0.2)";"0.5 (0.1, 0.9)";"0.5 (0.1, 0.9)";" 6.6 (1.0, 12.2)";"3.3 (0.5,  6.1)";"0.7 (0.1, 1.3)";"0.3 (0.1, 0.6)";"436.7 (65.1,  808.3)";" 93.1 (13.9, 172.3)"
"2015-03-19";"126";"421.9 (64.6,  779.3)";" 87.7 (13.4, 162.0)";"1.1 (0.2, 2.1)";"0.1 (0.0, 0.2)";"0.5 (0.1, 0.8)";"0.5 (0.1, 0.8)";" 6.5 (1.0, 12.0)";"3.3 (0.5,  6.0)";"0.7 (0.1, 1.3)";"0.3 (0.1, 0.6)";"430.8 (65.9,  795.6)";" 91.9 (14.1, 169.6)"
"2015-03-18";"125";"416.2 (65.3,  767.0)";" 86.5 (13.6, 159.4)";"1.1 (0.2, 2.1)";"0.1 (0.0, 0.2)";"0.4 (0.1, 0.8)";"0.4 (0.1, 0.8)";" 6.4 (1.0, 11.8)";"3.2 (0.5,  5.9)";"0.7 (0.1, 1.3)";"0.3 (0.1, 0.6)";"424.9 (66.7,  783.1)";" 90.6 (14.2, 167.0)"
"2015-03-17";"124";"410.5 (66.0,  754.9)";" 85.3 (13.7, 156.9)";"1.1 (0.2, 2.0)";"0.1 (0.0, 0.2)";"0.4 (0.1, 0.8)";"0.4 (0.1, 0.8)";" 6.3 (1.0, 11.7)";"3.2 (0.5,  5.8)";"0.7 (0.1, 1.3)";"0.3 (0.1, 0.6)";"419.0 (67.4,  770.7)";" 89.4 (14.4, 164.3)"
"2015-03-16";"123";"404.9 (66.7,  743.0)";" 84.1 (13.9, 154.4)";"1.1 (0.2, 2.0)";"0.1 (0.0, 0.2)";"0.4 (0.1, 0.8)";"0.4 (0.1, 0.8)";" 6.3 (1.0, 11.5)";"3.1 (0.5,  5.7)";"0.7 (0.1, 1.2)";"0.3 (0.1, 0.6)";"413.3 (68.1,  758.5)";" 88.1 (14.5, 161.7)"
"2015-03-15";"122";"399.3 (67.4,  731.3)";" 83.0 (14.0, 152.0)";"1.1 (0.2, 2.0)";"0.1 (0.0, 0.2)";"0.4 (0.1, 0.8)";"0.4 (0.1, 0.8)";" 6.2 (1.0, 11.3)";"3.1 (0.5,  5.6)";"0.7 (0.1, 1.2)";"0.3 (0.1, 0.6)";"407.7 (68.8,  746.5)";" 86.9 (14.7, 159.2)"
"2015-03-14";"121";"393.8 (68.0,  719.7)";" 81.8 (14.1, 149.6)";"1.1 (0.2, 1.9)";"0.1 (0.0, 0.2)";"0.4 (0.1, 0.8)";"0.4 (0.1, 0.8)";" 6.1 (1.1, 11.1)";"3.0 (0.5,  5.6)";"0.7 (0.1, 1.2)";"0.3 (0.1, 0.6)";"402.1 (69.4,  734.7)";" 85.7 (14.8, 156.7)"
"2015-03-13";"120";"388.4 (68.6,  708.2)";" 80.7 (14.3, 147.2)";"1.0 (0.2, 1.9)";"0.1 (0.0, 0.2)";"0.4 (0.1, 0.8)";"0.4 (0.1, 0.8)";" 6.0 (1.1, 10.9)";"3.0 (0.5,  5.5)";"0.7 (0.1, 1.2)";"0.3 (0.1, 0.6)";"396.5 (70.1,  723.0)";" 84.6 (14.9, 154.2)"
"2015-03-12";"119";"383.1 (69.3,  696.9)";" 79.6 (14.4, 144.8)";"1.0 (0.2, 1.9)";"0.1 (0.0, 0.2)";"0.4 (0.1, 0.7)";"0.4 (0.1, 0.7)";" 5.9 (1.1, 10.8)";"3.0 (0.5,  5.4)";"0.6 (0.1, 1.2)";"0.3 (0.1, 0.6)";"391.1 (70.7,  711.5)";" 83.4 (15.1, 151.7)"
"2015-03-11";"118";"377.8 (69.8,  685.8)";" 78.5 (14.5, 142.5)";"1.0 (0.2, 1.8)";"0.1 (0.0, 0.2)";"0.4 (0.1, 0.7)";"0.4 (0.1, 0.7)";" 5.8 (1.1, 10.6)";"2.9 (0.5,  5.3)";"0.6 (0.1, 1.2)";"0.3 (0.1, 0.6)";"385.7 (71.3,  700.1)";" 82.2 (15.2, 149.3)"
"2015-03-10";"117";"372.6 (70.4,  674.8)";" 77.4 (14.6, 140.2)";"1.0 (0.2, 1.8)";"0.1 (0.0, 0.2)";"0.4 (0.1, 0.7)";"0.4 (0.1, 0.7)";" 5.8 (1.1, 10.4)";"2.9 (0.5,  5.2)";"0.6 (0.1, 1.1)";"0.3 (0.1, 0.5)";"380.4 (71.9,  688.9)";" 81.1 (15.3, 146.9)"
"2015-03-09";"116";"367.5 (70.9,  664.0)";" 76.4 (14.7, 138.0)";"1.0 (0.2, 1.8)";"0.1 (0.0, 0.2)";"0.4 (0.1, 0.7)";"0.4 (0.1, 0.7)";" 5.7 (1.1, 10.3)";"2.8 (0.5,  5.1)";"0.6 (0.1, 1.1)";"0.3 (0.1, 0.5)";"375.1 (72.4,  677.9)";" 80.0 (15.4, 144.5)"
"2015-03-08";"115";"362.4 (71.5,  653.3)";" 75.3 (14.8, 135.8)";"1.0 (0.2, 1.8)";"0.1 (0.0, 0.2)";"0.4 (0.1, 0.7)";"0.4 (0.1, 0.7)";" 5.6 (1.1, 10.1)";"2.8 (0.6,  5.0)";"0.6 (0.1, 1.1)";"0.3 (0.1, 0.5)";"370.0 (72.9,  667.0)";" 78.9 (15.6, 142.2)"
"2015-03-07";"114";"357.4 (72.0,  642.8)";" 74.3 (15.0, 133.6)";"1.0 (0.2, 1.7)";"0.1 (0.0, 0.2)";"0.4 (0.1, 0.7)";"0.4 (0.1, 0.7)";" 5.5 (1.1,  9.9)";"2.8 (0.6,  5.0)";"0.6 (0.1, 1.1)";"0.3 (0.1, 0.5)";"364.9 (73.5,  656.3)";" 77.8 (15.7, 139.9)"
"2015-03-06";"113";"352.5 (72.4,  632.5)";" 73.2 (15.1, 131.4)";"0.9 (0.2, 1.7)";"0.1 (0.0, 0.2)";"0.4 (0.1, 0.7)";"0.4 (0.1, 0.7)";" 5.4 (1.1,  9.8)";"2.7 (0.6,  4.9)";"0.6 (0.1, 1.1)";"0.3 (0.1, 0.5)";"359.8 (74.0,  645.7)";" 76.7 (15.8, 137.7)"
"2015-03-05";"112";"347.6 (72.9,  622.3)";" 72.2 (15.1, 129.3)";"0.9 (0.2, 1.7)";"0.1 (0.0, 0.2)";"0.4 (0.1, 0.7)";"0.4 (0.1, 0.7)";" 5.4 (1.1,  9.6)";"2.7 (0.6,  4.8)";"0.6 (0.1, 1.0)";"0.3 (0.1, 0.5)";"354.8 (74.4,  635.3)";" 75.7 (15.9, 135.5)"
"2015-03-04";"111";"342.8 (73.3,  612.2)";" 71.2 (15.2, 127.2)";"0.9 (0.2, 1.6)";"0.1 (0.0, 0.2)";"0.4 (0.1, 0.7)";"0.4 (0.1, 0.7)";" 5.3 (1.1,  9.5)";"2.6 (0.6,  4.7)";"0.6 (0.1, 1.0)";"0.3 (0.1, 0.5)";"349.9 (74.9,  625.0)";" 74.6 (16.0, 133.3)"
"2015-03-03";"110";"338.0 (73.8,  602.3)";" 70.2 (15.3, 125.2)";"0.9 (0.2, 1.6)";"0.1 (0.0, 0.2)";"0.4 (0.1, 0.6)";"0.4 (0.1, 0.6)";" 5.2 (1.1,  9.3)";"2.6 (0.6,  4.7)";"0.6 (0.1, 1.0)";"0.3 (0.1, 0.5)";"345.1 (75.3,  614.9)";" 73.6 (16.1, 131.1)"
"2015-03-02";"109";"333.3 (74.1,  592.5)";" 69.3 (15.4, 123.1)";"0.9 (0.2, 1.6)";"0.1 (0.0, 0.2)";"0.4 (0.1, 0.6)";"0.4 (0.1, 0.6)";" 5.1 (1.1,  9.2)";"2.6 (0.6,  4.6)";"0.6 (0.1, 1.0)";"0.3 (0.1, 0.5)";"340.3 (75.7,  604.9)";" 72.6 (16.1, 129.0)"
"2015-03-01";"108";"328.7 (74.5,  582.9)";" 68.3 (15.5, 121.1)";"0.9 (0.2, 1.6)";"0.1 (0.0, 0.2)";"0.4 (0.1, 0.6)";"0.4 (0.1, 0.6)";" 5.1 (1.2,  9.0)";"2.5 (0.6,  4.5)";"0.6 (0.1, 1.0)";"0.3 (0.1, 0.5)";"335.6 (76.1,  595.1)";" 71.6 (16.2, 126.9)"
"2015-02-28";"107";"324.2 (74.9,  573.4)";" 67.4 (15.6, 119.2)";"0.9 (0.2, 1.5)";"0.1 (0.0, 0.2)";"0.3 (0.1, 0.6)";"0.3 (0.1, 0.6)";" 5.0 (1.2,  8.9)";"2.5 (0.6,  4.4)";"0.5 (0.1, 1.0)";"0.3 (0.1, 0.5)";"330.9 (76.4,  585.4)";" 70.6 (16.3, 124.8)"
"2015-02-27";"106";"319.7 (75.2,  564.1)";" 66.4 (15.6, 117.2)";"0.9 (0.2, 1.5)";"0.1 (0.0, 0.2)";"0.3 (0.1, 0.6)";"0.3 (0.1, 0.6)";" 4.9 (1.2,  8.7)";"2.5 (0.6,  4.4)";"0.5 (0.1, 0.9)";"0.3 (0.1, 0.5)";"326.3 (76.8,  575.9)";" 69.6 (16.4, 122.8)"
"2015-02-26";"105";"315.2 (75.5,  554.9)";" 65.5 (15.7, 115.3)";"0.8 (0.2, 1.5)";"0.1 (0.0, 0.1)";"0.3 (0.1, 0.6)";"0.3 (0.1, 0.6)";" 4.9 (1.2,  8.6)";"2.4 (0.6,  4.3)";"0.5 (0.1, 0.9)";"0.3 (0.1, 0.4)";"321.8 (77.1,  566.5)";" 68.6 (16.4, 120.8)"
"2015-02-25";"104";"310.8 (75.8,  545.8)";" 64.6 (15.8, 113.4)";"0.8 (0.2, 1.5)";"0.1 (0.0, 0.1)";"0.3 (0.1, 0.6)";"0.3 (0.1, 0.6)";" 4.8 (1.2,  8.4)";"2.4 (0.6,  4.2)";"0.5 (0.1, 0.9)";"0.3 (0.1, 0.4)";"317.3 (77.4,  557.2)";" 67.7 (16.5, 118.8)"
