"Date";"Days from today";"PPE (m3)";"PPE (tons)";"Body bags (m3)";"Body bags (tons)";"Chlorine (m3)";"Chlorine (tons)";"Medical supplies (m3)";"Medical supplies (tons)";"Lab supplies (m3)";"Lab supplies (tons)";"Total (m3)";"Total (tons)"
"2015-04-30";"168";"3414.8 (2281.0, 4548.6)";"709.7 (474.0, 945.3)";"9.2 (6.1, 12.2)";"0.9 (0.6, 1.2)";"3.7 (2.5, 4.9)";"3.7 (2.5, 4.9)";"52.7 (35.2, 70.2)";"26.4 (17.6, 35.1)";"5.7 (3.8, 7.6)";"2.8 (1.8, 3.7)";"3486.1 (2328.7, 4643.6)";"743.4 (496.5,  990.2)"
"2015-04-29";"167";"3404.7 (2253.2, 4556.3)";"707.6 (468.2, 946.9)";"9.1 (6.1, 12.2)";"0.9 (0.6, 1.2)";"3.7 (2.4, 4.9)";"3.7 (2.4, 4.9)";"52.6 (34.8, 70.4)";"26.3 (17.4, 35.2)";"5.7 (3.8, 7.6)";"2.7 (1.8, 3.7)";"3475.8 (2300.2, 4651.4)";"741.2 (490.5,  991.8)"
"2015-04-28";"166";"3393.9 (2224.5, 4563.4)";"705.3 (462.3, 948.3)";"9.1 (6.0, 12.3)";"0.9 (0.6, 1.2)";"3.6 (2.4, 4.9)";"3.6 (2.4, 4.9)";"52.4 (34.4, 70.5)";"26.2 (17.2, 35.2)";"5.7 (3.7, 7.7)";"2.7 (1.8, 3.7)";"3464.8 (2270.9, 4658.7)";"738.8 (484.2,  993.4)"
"2015-04-27";"165";"3382.5 (2195.0, 4569.9)";"702.9 (456.2, 949.7)";"9.1 (5.9, 12.3)";"0.9 (0.6, 1.2)";"3.6 (2.4, 4.9)";"3.6 (2.4, 4.9)";"52.2 (33.9, 70.6)";"26.1 (16.9, 35.3)";"5.7 (3.7, 7.7)";"2.7 (1.8, 3.7)";"3453.1 (2240.8, 4665.4)";"736.3 (477.8,  994.8)"
"2015-04-26";"164";"3370.4 (2164.8, 4575.9)";"700.4 (449.9, 950.9)";"9.1 (5.8, 12.3)";"0.9 (0.6, 1.2)";"3.6 (2.3, 4.9)";"3.6 (2.3, 4.9)";"52.1 (33.4, 70.7)";"26.0 (16.7, 35.3)";"5.7 (3.6, 7.7)";"2.7 (1.7, 3.7)";"3440.7 (2210.1, 4671.4)";"733.7 (471.3,  996.1)"
"2015-04-25";"163";"3357.6 (2134.0, 4581.2)";"697.8 (443.5, 952.0)";"9.0 (5.7, 12.3)";"0.9 (0.6, 1.2)";"3.6 (2.3, 4.9)";"3.6 (2.3, 4.9)";"51.9 (33.0, 70.7)";"25.9 (16.5, 35.4)";"5.6 (3.6, 7.7)";"2.7 (1.7, 3.7)";"3427.7 (2178.6, 4676.8)";"730.9 (464.5,  997.3)"
"2015-04-24";"162";"3344.2 (2102.6, 4585.7)";"695.0 (436.9, 953.0)";"9.0 (5.6, 12.3)";"0.9 (0.6, 1.2)";"3.6 (2.3, 4.9)";"3.6 (2.3, 4.9)";"51.6 (32.5, 70.8)";"25.8 (16.2, 35.4)";"5.6 (3.5, 7.7)";"2.7 (1.7, 3.7)";"3414.0 (2146.5, 4681.5)";"728.0 (457.7,  998.3)"
"2015-04-23";"161";"3330.1 (2070.6, 4589.7)";"692.0 (430.3, 953.8)";"8.9 (5.6, 12.3)";"0.9 (0.6, 1.2)";"3.6 (2.2, 4.9)";"3.6 (2.2, 4.9)";"51.4 (32.0, 70.9)";"25.7 (16.0, 35.4)";"5.6 (3.5, 7.7)";"2.7 (1.7, 3.7)";"3399.7 (2113.8, 4685.5)";"724.9 (450.7,  999.1)"
"2015-04-22";"160";"3315.4 (2038.0, 4592.8)";"689.0 (423.5, 954.5)";"8.9 (5.5, 12.3)";"0.9 (0.5, 1.2)";"3.6 (2.2, 4.9)";"3.6 (2.2, 4.9)";"51.2 (31.5, 70.9)";"25.6 (15.7, 35.5)";"5.6 (3.4, 7.7)";"2.7 (1.6, 3.7)";"3384.6 (2080.6, 4688.7)";"721.7 (443.6,  999.8)"
"2015-04-21";"159";"3300.1 (2005.0, 4595.2)";"685.8 (416.7, 954.9)";"8.9 (5.4, 12.3)";"0.9 (0.5, 1.2)";"3.5 (2.2, 4.9)";"3.5 (2.2, 4.9)";"51.0 (31.0, 71.0)";"25.5 (15.5, 35.5)";"5.5 (3.4, 7.7)";"2.7 (1.6, 3.7)";"3369.0 (2046.9, 4691.1)";"718.4 (436.5, 1000.3)"
