"Date";"Days from today";"ETU caseload";"Nurses and paramedics";"Hygienists and nurses aids";"Doctors";"Support staff";"Total"
"2015-04-11";"149";"45457 (16557, 74357)";"22728 ( 8278, 37178)";"22728 ( 8278, 37178)";"4546 (1656, 7436)";"45457 (16557, 74357)";" 95459 (59946, 130972)"
"2015-04-10";"148";"45140 (15967, 74313)";"22570 ( 7984, 37156)";"22570 ( 7984, 37156)";"4514 (1597, 7431)";"45140 (15967, 74313)";" 94794 (58946, 130642)"
"2015-04-09";"147";"44816 (15381, 74251)";"22408 ( 7691, 37125)";"22408 ( 7691, 37125)";"4482 (1539, 7425)";"44816 (15381, 74251)";" 94114 (57944, 130284)"
"2015-04-08";"146";"44484 (14798, 74170)";"22242 ( 7399, 37085)";"22242 ( 7399, 37085)";"4448 (1479, 7417)";"44484 (14798, 74170)";" 93416 (56937, 129895)"
"2015-04-07";"145";"44145 (14220, 74070)";"22072 ( 7109, 37035)";"22072 ( 7109, 37035)";"4414 (1421, 7407)";"44145 (14220, 74070)";" 92703 (55930, 129476)"
"2015-04-06";"144";"43799 (13647, 73951)";"21900 ( 6824, 36976)";"21900 ( 6824, 36976)";"4380 (1365, 7395)";"43799 (13647, 73951)";" 91979 (54927, 129031)"
"2015-04-05";"143";"43446 (13079, 73813)";"21723 ( 6539, 36907)";"21723 ( 6539, 36907)";"4345 (1308, 7382)";"43446 (13079, 73813)";" 91237 (53921, 128553)"
"2015-04-04";"142";"43086 (12517, 73655)";"21543 ( 6258, 36828)";"21543 ( 6258, 36828)";"4309 (1252, 7366)";"43086 (12517, 73655)";" 90481 (52917, 128045)"
"2015-04-03";"141";"42720 (11962, 73478)";"21360 ( 5981, 36739)";"21360 ( 5981, 36739)";"4272 (1196, 7348)";"42720 (11962, 73478)";" 89712 (51916, 127508)"
"2015-04-02";"140";"42347 (11414, 73280)";"21174 ( 5708, 36640)";"21174 ( 5708, 36640)";"4235 (1142, 7328)";"42347 (11414, 73280)";" 88930 (50919, 126941)"
"2015-04-01";"139";"41969 (10875, 73063)";"20984 ( 5437, 36531)";"20984 ( 5437, 36531)";"4197 (1088, 7306)";"41969 (10875, 73063)";" 88134 (49925, 126343)"
"2015-03-31";"138";"41584 (10343, 72825)";"20792 ( 5171, 36413)";"20792 ( 5171, 36413)";"4158 (1034, 7282)";"41584 (10343, 72825)";" 87326 (48936, 125716)"
"2015-03-30";"137";"41195 ( 9821, 72569)";"20598 ( 4911, 36285)";"20598 ( 4911, 36285)";"4120 ( 983, 7257)";"41195 ( 9821, 72569)";" 86511 (47958, 125064)"
"2015-03-29";"136";"40799 ( 9307, 72291)";"20400 ( 4654, 36146)";"20400 ( 4654, 36146)";"4080 ( 931, 7229)";"40799 ( 9307, 72291)";" 85679 (46981, 124377)"
"2015-03-28";"135";"40398 ( 8802, 71994)";"20199 ( 4401, 35997)";"20199 ( 4401, 35997)";"4040 ( 880, 7200)";"40398 ( 8802, 71994)";" 84836 (46010, 123662)"
"2015-03-27";"134";"39993 ( 8309, 71677)";"19996 ( 4154, 35838)";"19996 ( 4154, 35838)";"3999 ( 831, 7167)";"39993 ( 8309, 71677)";" 83984 (45050, 122918)"
"2015-03-26";"133";"39583 ( 7825, 71341)";"19792 ( 3913, 35671)";"19792 ( 3913, 35671)";"3958 ( 782, 7134)";"39583 ( 7825, 71341)";" 83125 (44101, 122149)"
"2015-03-25";"132";"39168 ( 7352, 70984)";"19584 ( 3676, 35492)";"19584 ( 3676, 35492)";"3917 ( 735, 7099)";"39168 ( 7352, 70984)";" 82253 (43157, 121349)"
"2015-03-24";"131";"38749 ( 6890, 70608)";"19374 ( 3445, 35303)";"19374 ( 3445, 35303)";"3875 ( 689, 7061)";"38749 ( 6890, 70608)";" 81372 (42223, 120521)"
"2015-03-23";"130";"38325 ( 6439, 70211)";"19162 ( 3219, 35105)";"19162 ( 3219, 35105)";"3832 ( 643, 7021)";"38325 ( 6439, 70211)";" 80481 (41299, 119663)"
"2015-03-22";"129";"37898 ( 6000, 69796)";"18949 ( 3000, 34898)";"18949 ( 3000, 34898)";"3790 ( 600, 6980)";"37898 ( 6000, 69796)";" 79586 (40389, 118783)"
"2015-03-21";"128";"37468 ( 5573, 69363)";"18734 ( 2787, 34681)";"18734 ( 2787, 34681)";"3747 ( 558, 6936)";"37468 ( 5573, 69363)";" 78683 (39490, 117876)"
"2015-03-20";"127";"37034 ( 5158, 68910)";"18517 ( 2579, 34455)";"18517 ( 2579, 34455)";"3703 ( 515, 6891)";"37034 ( 5158, 68910)";" 77771 (38601, 116941)"
"2015-03-19";"126";"36597 ( 4755, 68439)";"18298 ( 2377, 34219)";"18298 ( 2377, 34219)";"3660 ( 476, 6844)";"36597 ( 4755, 68439)";" 76853 (37725, 115981)"
"2015-03-18";"125";"36157 ( 4364, 67950)";"18078 ( 2182, 33974)";"18078 ( 2182, 33974)";"3616 ( 437, 6795)";"36157 ( 4364, 67950)";" 75929 (36862, 114996)"
"2015-03-17";"124";"35714 ( 3986, 67442)";"17857 ( 1993, 33721)";"17857 ( 1993, 33721)";"3571 ( 398, 6744)";"35714 ( 3986, 67442)";" 74999 (36011, 113987)"
"2015-03-16";"123";"35269 ( 3621, 66917)";"17634 ( 1810, 33458)";"17634 ( 1810, 33458)";"3527 ( 362, 6692)";"35269 ( 3621, 66917)";" 74064 (35174, 112954)"
"2015-03-15";"122";"34823 ( 3270, 66376)";"17412 ( 1635, 33189)";"17412 ( 1635, 33189)";"3482 ( 327, 6637)";"34823 ( 3270, 66376)";" 73129 (34356, 111902)"
"2015-03-14";"121";"34374 ( 2931, 65817)";"17187 ( 1465, 32909)";"17187 ( 1465, 32909)";"3437 ( 293, 6581)";"34374 ( 2931, 65817)";" 72185 (33547, 110823)"
"2015-03-13";"120";"33923 ( 2604, 65242)";"16962 ( 1303, 32621)";"16962 ( 1303, 32621)";"3392 ( 260, 6524)";"33923 ( 2604, 65242)";" 71239 (32754, 109724)"
"2015-03-12";"119";"33471 ( 2291, 64651)";"16736 ( 1146, 32326)";"16736 ( 1146, 32326)";"3347 ( 229, 6465)";"33471 ( 2291, 64651)";" 70290 (31976, 108604)"
"2015-03-11";"118";"33018 ( 1992, 64044)";"16509 (  996, 32022)";"16509 (  996, 32022)";"3302 ( 199, 6405)";"33018 ( 1992, 64044)";" 69338 (31212, 107464)"
"2015-03-10";"117";"32565 ( 1707, 63423)";"16282 (  853, 31711)";"16282 (  853, 31711)";"3256 ( 170, 6342)";"32565 ( 1707, 63423)";" 68385 (30466, 106304)"
"2015-03-09";"116";"32110 ( 1433, 62787)";"16055 (  717, 31393)";"16055 (  717, 31393)";"3211 ( 143, 6279)";"32110 ( 1433, 62787)";" 67431 (29735, 105127)"
"2015-03-08";"115";"31655 ( 1173, 62137)";"15828 (  587, 31069)";"15828 (  587, 31069)";"3166 ( 118, 6214)";"31655 ( 1173, 62137)";" 66477 (29020, 103934)"
"2015-03-07";"114";"31200 (  927, 61473)";"15600 (  463, 30737)";"15600 (  463, 30737)";"3120 (  93, 6147)";"31200 (  927, 61473)";" 65520 (28320, 102720)"
"2015-03-06";"113";"30745 (  694, 60796)";"15372 (  346, 30398)";"15372 (  346, 30398)";"3074 (  69, 6079)";"30745 (  694, 60796)";" 64563 (27635, 101491)"
"2015-03-05";"112";"30290 (  473, 60107)";"15145 (  236, 30054)";"15145 (  236, 30054)";"3029 (  47, 6011)";"30290 (  473, 60107)";" 63609 (26969, 100249)"
"2015-03-04";"111";"29836 (  266, 59406)";"14918 (  133, 29703)";"14918 (  133, 29703)";"2984 (  27, 5941)";"29836 (  266, 59406)";" 62656 (26320,  98992)"
"2015-03-03";"110";"29383 (   72, 58694)";"14692 (   36, 29348)";"14692 (   36, 29348)";"2938 (   7, 5869)";"29383 (   72, 58694)";" 61705 (25687,  97723)"
"2015-03-02";"109";"28930 ( -110, 57970)";"14465 (  -55, 28985)";"14465 (  -55, 28985)";"2893 ( -11, 5797)";"28930 ( -110, 57970)";" 60753 (25067,  96439)"
"2015-03-01";"108";"28479 ( -279, 57237)";"14240 ( -139, 28619)";"14240 ( -139, 28619)";"2848 ( -28, 5724)";"28479 ( -279, 57237)";" 59807 (24468,  95146)"
"2015-02-28";"107";"28029 ( -436, 56494)";"14015 ( -218, 28248)";"14015 ( -218, 28248)";"2803 ( -44, 5650)";"28029 ( -436, 56494)";" 58862 (23883,  93841)"
"2015-02-27";"106";"27581 ( -581, 55743)";"13790 ( -291, 27871)";"13790 ( -291, 27871)";"2758 ( -58, 5574)";"27581 ( -581, 55743)";" 57919 (23313,  92525)"
"2015-02-26";"105";"27134 ( -714, 54982)";"13567 ( -357, 27491)";"13567 ( -357, 27491)";"2713 ( -72, 5498)";"27134 ( -714, 54982)";" 56981 (22761,  91201)"
"2015-02-25";"104";"26690 ( -834, 54214)";"13345 ( -417, 27107)";"13345 ( -417, 27107)";"2669 ( -83, 5421)";"26690 ( -834, 54214)";" 56049 (22227,  89871)"
"2015-02-24";"103";"26247 ( -945, 53439)";"13124 ( -472, 26720)";"13124 ( -472, 26720)";"2625 ( -94, 5344)";"26247 ( -945, 53439)";" 55120 (21707,  88533)"
"2015-02-23";"102";"25807 (-1043, 52657)";"12904 ( -521, 26329)";"12904 ( -521, 26329)";"2581 (-104, 5266)";"25807 (-1043, 52657)";" 54196 (21202,  87190)"
"2015-02-22";"101";"25370 (-1130, 51870)";"12685 ( -565, 25935)";"12685 ( -565, 25935)";"2537 (-113, 5187)";"25370 (-1130, 51870)";" 53277 (20714,  85840)"
"2015-02-21";"100";"24936 (-1206, 51078)";"12468 ( -603, 25539)";"12468 ( -603, 25539)";"2494 (-120, 5108)";"24936 (-1206, 51078)";" 52366 (20243,  84489)"
"2015-02-20";"99";"24504 (-1272, 50280)";"12252 ( -636, 25140)";"12252 ( -636, 25140)";"2450 (-128, 5028)";"24504 (-1272, 50280)";" 51458 (19784,  83132)"
"2015-02-19";"98";"24075 (-1329, 49479)";"12038 ( -664, 24740)";"12038 ( -664, 24740)";"2408 (-132, 4948)";"24075 (-1329, 49479)";" 50559 (19342,  81776)"
"2015-02-18";"97";"23650 (-1375, 48675)";"11825 ( -687, 24337)";"11825 ( -687, 24337)";"2365 (-137, 4867)";"23650 (-1375, 48675)";" 49665 (18914,  80416)"
"2015-02-17";"96";"23228 (-1412, 47868)";"11614 ( -706, 23934)";"11614 ( -706, 23934)";"2323 (-141, 4787)";"23228 (-1412, 47868)";" 48779 (18501,  79057)"
"2015-02-16";"95";"22810 (-1440, 47060)";"11405 ( -720, 23530)";"11405 ( -720, 23530)";"2281 (-144, 4706)";"22810 (-1440, 47060)";" 47901 (18103,  77699)"
"2015-02-15";"94";"22395 (-1459, 46249)";"11198 ( -729, 23125)";"11198 ( -729, 23125)";"2240 (-145, 4625)";"22395 (-1459, 46249)";" 47031 (17719,  76343)"
"2015-02-14";"93";"21984 (-1470, 45438)";"10992 ( -735, 22719)";"10992 ( -735, 22719)";"2198 (-147, 4543)";"21984 (-1470, 45438)";" 46166 (17345,  74987)"
"2015-02-13";"92";"21577 (-1473, 44627)";"10788 ( -737, 22313)";"10788 ( -737, 22313)";"2158 (-147, 4463)";"21577 (-1473, 44627)";" 45311 (16986,  73636)"
"2015-02-12";"91";"21174 (-1469, 43817)";"10587 ( -734, 21908)";"10587 ( -734, 21908)";"2117 (-147, 4381)";"21174 (-1469, 43817)";" 44465 (16641,  72289)"
"2015-02-11";"90";"20775 (-1458, 43008)";"10388 ( -728, 21504)";"10388 ( -728, 21504)";"2078 (-145, 4301)";"20775 (-1458, 43008)";" 43629 (16309,  70949)"
"2015-02-10";"89";"20381 (-1439, 42201)";"10190 ( -720, 21100)";"10190 ( -720, 21100)";"2038 (-144, 4220)";"20381 (-1439, 42201)";" 42799 (15987,  69611)"
"2015-02-09";"88";"19991 (-1414, 41396)";" 9996 ( -706, 20698)";" 9996 ( -706, 20698)";"1999 (-141, 4139)";"19991 (-1414, 41396)";" 41982 (15680,  68284)"
"2015-02-08";"87";"19605 (-1383, 40593)";" 9802 ( -692, 20296)";" 9802 ( -692, 20296)";"1960 (-139, 4059)";"19605 (-1383, 40593)";" 41169 (15378,  66960)"
"2015-02-07";"86";"19224 (-1346, 39794)";" 9612 ( -673, 19897)";" 9612 ( -673, 19897)";"1922 (-135, 3979)";"19224 (-1346, 39794)";" 40370 (15093,  65647)"
"2015-02-06";"85";"18848 (-1304, 39000)";" 9424 ( -652, 19500)";" 9424 ( -652, 19500)";"1885 (-130, 3900)";"18848 (-1304, 39000)";" 39581 (14817,  64345)"
"2015-02-05";"84";"18477 (-1257, 38211)";" 9238 ( -629, 19105)";" 9238 ( -629, 19105)";"1848 (-125, 3821)";"18477 (-1257, 38211)";" 38801 (14552,  63050)"
"2015-02-04";"83";"18110 (-1206, 37426)";" 9055 ( -603, 18713)";" 9055 ( -603, 18713)";"1811 (-121, 3743)";"18110 (-1206, 37426)";" 38031 (14295,  61767)"
"2015-02-03";"82";"17748 (-1151, 36647)";" 8874 ( -575, 18323)";" 8874 ( -575, 18323)";"1775 (-115, 3665)";"17748 (-1151, 36647)";" 37271 (14048,  60494)"
"2015-02-02";"81";"17391 (-1091, 35873)";" 8696 ( -545, 17937)";" 8696 ( -545, 17937)";"1739 (-109, 3587)";"17391 (-1091, 35873)";" 36522 (13810,  59234)"
"2015-02-01";"80";"17039 (-1029, 35107)";" 8520 ( -514, 17554)";" 8520 ( -514, 17554)";"1704 (-103, 3511)";"17039 (-1029, 35107)";" 35783 (13581,  57985)"
"2015-01-31";"79";"16692 ( -963, 34347)";" 8346 ( -482, 17174)";" 8346 ( -482, 17174)";"1669 ( -97, 3435)";"16692 ( -963, 34347)";" 35053 (13358,  56748)"
"2015-01-30";"78";"16350 ( -895, 33595)";" 8175 ( -447, 16797)";" 8175 ( -447, 16797)";"1635 ( -89, 3359)";"16350 ( -895, 33595)";" 34335 (13144,  55526)"
"2015-01-29";"77";"16013 ( -824, 32850)";" 8006 ( -413, 16425)";" 8006 ( -413, 16425)";"1601 ( -83, 3285)";"16013 ( -824, 32850)";" 33626 (12936,  54316)"
"2015-01-28";"76";"15681 ( -752, 32114)";" 7840 ( -376, 16056)";" 7840 ( -376, 16056)";"1568 ( -75, 3211)";"15681 ( -752, 32114)";" 32929 (12736,  53122)"
"2015-01-27";"75";"15354 ( -678, 31386)";" 7677 ( -339, 15693)";" 7677 ( -339, 15693)";"1535 ( -68, 3138)";"15354 ( -678, 31386)";" 32243 (12543,  51943)"
"2015-01-26";"74";"15033 ( -602, 30668)";" 7517 ( -300, 15334)";" 7517 ( -300, 15334)";"1503 ( -60, 3066)";"15033 ( -602, 30668)";" 31570 (12358,  50782)"
"2015-01-25";"73";"14716 ( -525, 29957)";" 7358 ( -263, 14979)";" 7358 ( -263, 14979)";"1472 ( -52, 2996)";"14716 ( -525, 29957)";" 30904 (12175,  49633)"
"2015-01-24";"72";"14405 ( -447, 29257)";" 7203 ( -223, 14629)";" 7203 ( -223, 14629)";"1440 ( -45, 2925)";"14405 ( -447, 29257)";" 30251 (12000,  48502)"
"2015-01-23";"71";"14099 ( -369, 28567)";" 7050 ( -184, 14284)";" 7050 ( -184, 14284)";"1410 ( -37, 2857)";"14099 ( -369, 28567)";" 29609 (11830,  47388)"
"2015-01-22";"70";"13798 ( -290, 27886)";" 6899 ( -145, 13943)";" 6899 ( -145, 13943)";"1380 ( -29, 2789)";"13798 ( -290, 27886)";" 28976 (11664,  46288)"
"2015-01-21";"69";"13502 ( -212, 27216)";" 6751 ( -106, 13608)";" 6751 ( -106, 13608)";"1350 ( -21, 2721)";"13502 ( -212, 27216)";" 28354 (11502,  45206)"
"2015-01-20";"68";"13211 ( -134, 26556)";" 6606 (  -66, 13278)";" 6606 (  -66, 13278)";"1321 ( -13, 2655)";"13211 ( -134, 26556)";" 27744 (11346,  44142)"
"2015-01-19";"67";"12925 (  -56, 25906)";" 6462 (  -29, 12953)";" 6462 (  -29, 12953)";"1292 (  -6, 2590)";"12925 (  -56, 25906)";" 27141 (11189,  43093)"
"2015-01-18";"66";"12645 (   22, 25268)";" 6322 (   10, 12634)";" 6322 (   10, 12634)";"1264 (   2, 2526)";"12645 (   22, 25268)";" 26553 (11041,  42065)"
"2015-01-17";"65";"12369 (   98, 24640)";" 6184 (   48, 12320)";" 6184 (   48, 12320)";"1237 (  10, 2464)";"12369 (   98, 24640)";" 25974 (10895,  41053)"
"2015-01-16";"64";"12098 (  173, 24023)";" 6049 (   87, 12011)";" 6049 (   87, 12011)";"1210 (  18, 2402)";"12098 (  173, 24023)";" 25406 (10752,  40060)"
"2015-01-15";"63";"11833 (  248, 23418)";" 5916 (  124, 11708)";" 5916 (  124, 11708)";"1183 (  25, 2341)";"11833 (  248, 23418)";" 24848 (10612,  39084)"
"2015-01-14";"62";"11572 (  321, 22823)";" 5786 (  160, 11412)";" 5786 (  160, 11412)";"1157 (  32, 2282)";"11572 (  321, 22823)";" 24301 (10475,  38127)"
"2015-01-13";"61";"11317 (  393, 22241)";" 5658 (  196, 11120)";" 5658 (  196, 11120)";"1132 (  40, 2224)";"11317 (  393, 22241)";" 23765 (10342,  37188)"
"2015-01-12";"60";"11066 (  464, 21668)";" 5533 (  232, 10834)";" 5533 (  232, 10834)";"1107 (  47, 2167)";"11066 (  464, 21668)";" 23239 (10210,  36268)"
"2015-01-11";"59";"10820 (  532, 21108)";" 5410 (  266, 10554)";" 5410 (  266, 10554)";"1082 (  53, 2111)";"10820 (  532, 21108)";" 22722 (10080,  35364)"
"2015-01-10";"58";"10578 (  598, 20558)";" 5289 (  299, 10279)";" 5289 (  299, 10279)";"1058 (  60, 2056)";"10578 (  598, 20558)";" 22214 ( 9951,  34477)"
"2015-01-09";"57";"10342 (  664, 20020)";" 5171 (  332, 10010)";" 5171 (  332, 10010)";"1034 (  66, 2002)";"10342 (  664, 20020)";" 21718 ( 9825,  33611)"
"2015-01-08";"56";"10110 (  727, 19493)";" 5055 (  363,  9747)";" 5055 (  363,  9747)";"1011 (  73, 1949)";"10110 (  727, 19493)";" 21231 ( 9701,  32761)"
"2015-01-07";"55";" 9883 (  788, 18978)";" 4942 (  395,  9489)";" 4942 (  395,  9489)";" 988 (  79, 1897)";" 9883 (  788, 18978)";" 20755 ( 9579,  31931)"
"2015-01-06";"54";" 9660 (  847, 18473)";" 4830 (  423,  9237)";" 4830 (  423,  9237)";" 966 (  85, 1847)";" 9660 (  847, 18473)";" 20286 ( 9456,  31116)"
"2015-01-05";"53";" 9442 (  904, 17980)";" 4721 (  452,  8990)";" 4721 (  452,  8990)";" 944 (  90, 1798)";" 9442 (  904, 17980)";" 19828 ( 9336,  30320)"
"2015-01-04";"52";" 9228 (  958, 17498)";" 4614 (  479,  8749)";" 4614 (  479,  8749)";" 923 (  96, 1750)";" 9228 (  958, 17498)";" 19379 ( 9217,  29541)"
"2015-01-03";"51";" 9019 ( 1011, 17027)";" 4510 (  506,  8514)";" 4510 (  506,  8514)";" 902 ( 101, 1703)";" 9019 ( 1011, 17027)";" 18941 ( 9101,  28781)"
"2015-01-02";"50";" 8814 ( 1062, 16566)";" 4407 (  531,  8283)";" 4407 (  531,  8283)";" 881 ( 106, 1656)";" 8814 ( 1062, 16566)";" 18509 ( 8983,  28035)"
"2015-01-01";"49";" 8613 ( 1110, 16116)";" 4306 (  554,  8058)";" 4306 (  554,  8058)";" 861 ( 111, 1611)";" 8613 ( 1110, 16116)";" 18086 ( 8866,  27306)"
"2014-12-31";"48";" 8416 ( 1156, 15676)";" 4208 (  578,  7838)";" 4208 (  578,  7838)";" 842 ( 116, 1568)";" 8416 ( 1156, 15676)";" 17674 ( 8752,  26596)"
"2014-12-30";"47";" 8224 ( 1200, 15248)";" 4112 (  600,  7624)";" 4112 (  600,  7624)";" 822 ( 120, 1524)";" 8224 ( 1200, 15248)";" 17270 ( 8639,  25901)"
"2014-12-29";"46";" 8035 ( 1241, 14829)";" 4017 (  620,  7414)";" 4017 (  620,  7414)";" 804 ( 125, 1483)";" 8035 ( 1241, 14829)";" 16873 ( 8524,  25222)"
"2014-12-28";"45";" 7851 ( 1281, 14421)";" 3926 (  641,  7211)";" 3926 (  641,  7211)";" 785 ( 128, 1442)";" 7851 ( 1281, 14421)";" 16488 ( 8414,  24562)"
"2014-12-27";"44";" 7671 ( 1318, 14024)";" 3835 (  659,  7011)";" 3835 (  659,  7011)";" 767 ( 132, 1402)";" 7671 ( 1318, 14024)";" 16108 ( 8302,  23914)"
"2014-12-26";"43";" 7494 ( 1353, 13635)";" 3747 (  677,  6817)";" 3747 (  677,  6817)";" 749 ( 135, 1363)";" 7494 ( 1353, 13635)";" 15737 ( 8191,  23283)"
"2014-12-25";"42";" 7322 ( 1387, 13257)";" 3661 (  693,  6629)";" 3661 (  693,  6629)";" 732 ( 138, 1326)";" 7322 ( 1387, 13257)";" 15376 ( 8083,  22669)"
"2014-12-24";"41";" 7153 ( 1418, 12888)";" 3576 (  708,  6444)";" 3576 (  708,  6444)";" 715 ( 141, 1289)";" 7153 ( 1418, 12888)";" 15020 ( 7973,  22067)"
"2014-12-23";"40";" 6987 ( 1446, 12528)";" 3494 (  724,  6264)";" 3494 (  724,  6264)";" 699 ( 145, 1253)";" 6987 ( 1446, 12528)";" 14674 ( 7865,  21483)"
"2014-12-22";"39";" 6826 ( 1474, 12178)";" 3413 (  737,  6089)";" 3413 (  737,  6089)";" 683 ( 148, 1218)";" 6826 ( 1474, 12178)";" 14335 ( 7758,  20912)"
"2014-12-21";"38";" 6668 ( 1499, 11837)";" 3334 (  749,  5919)";" 3334 (  749,  5919)";" 667 ( 150, 1184)";" 6668 ( 1499, 11837)";" 14003 ( 7651,  20355)"
"2014-12-20";"37";" 6513 ( 1521, 11505)";" 3256 (  760,  5752)";" 3256 (  760,  5752)";" 651 ( 152, 1150)";" 6513 ( 1521, 11505)";" 13676 ( 7542,  19810)"
"2014-12-19";"36";" 6362 ( 1543, 11181)";" 3181 (  771,  5591)";" 3181 (  771,  5591)";" 636 ( 154, 1118)";" 6362 ( 1543, 11181)";" 13360 ( 7438,  19282)"
"2014-12-18";"35";" 6214 ( 1562, 10866)";" 3107 (  781,  5433)";" 3107 (  781,  5433)";" 621 ( 156, 1086)";" 6214 ( 1562, 10866)";" 13049 ( 7332,  18766)"
"2014-12-17";"34";" 6070 ( 1580, 10560)";" 3035 (  790,  5280)";" 3035 (  790,  5280)";" 607 ( 158, 1056)";" 6070 ( 1580, 10560)";" 12747 ( 7229,  18265)"
"2014-12-16";"33";" 5929 ( 1596, 10262)";" 2964 (  797,  5131)";" 2964 (  797,  5131)";" 593 ( 160, 1026)";" 5929 ( 1596, 10262)";" 12450 ( 7125,  17775)"
"2014-12-15";"32";" 5791 ( 1610,  9972)";" 2896 (  806,  4986)";" 2896 (  806,  4986)";" 579 ( 161,  997)";" 5791 ( 1610,  9972)";" 12162 ( 7024,  17300)"
"2014-12-14";"31";" 5656 ( 1623,  9689)";" 2828 (  811,  4845)";" 2828 (  811,  4845)";" 566 ( 163,  969)";" 5656 ( 1623,  9689)";" 11878 ( 6922,  16834)"
"2014-12-13";"30";" 5524 ( 1633,  9415)";" 2762 (  817,  4707)";" 2762 (  817,  4707)";" 552 ( 163,  941)";" 5524 ( 1633,  9415)";" 11600 ( 6819,  16381)"
"2014-12-12";"29";" 5395 ( 1643,  9147)";" 2698 (  822,  4574)";" 2698 (  822,  4574)";" 540 ( 165,  915)";" 5395 ( 1643,  9147)";" 11331 ( 6720,  15942)"
"2014-12-11";"28";" 5269 ( 1651,  8887)";" 2634 (  825,  4443)";" 2634 (  825,  4443)";" 527 ( 165,  889)";" 5269 ( 1651,  8887)";" 11064 ( 6618,  15510)"
"2014-12-10";"27";" 5146 ( 1657,  8635)";" 2573 (  829,  4317)";" 2573 (  829,  4317)";" 515 ( 166,  864)";" 5146 ( 1657,  8635)";" 10807 ( 6520,  15094)"
"2014-12-09";"26";" 5026 ( 1663,  8389)";" 2513 (  831,  4195)";" 2513 (  831,  4195)";" 503 ( 167,  839)";" 5026 ( 1663,  8389)";" 10555 ( 6422,  14688)"
