"Date";"Days from today";"PPE (m3)";"PPE (tons)";"Body bags (m3)";"Body bags (tons)";"Chlorine (m3)";"Chlorine (tons)";"Medical supplies (m3)";"Medical supplies (tons)";"Lab supplies (m3)";"Lab supplies (tons)";"Total (m3)";"Total (tons)"
"2015-04-30";"168";"77.9 (-24.0, 179.7)";"16.2 (-5.0, 37.3)";"0.2 (-0.1, 0.5)";"0.0 (0.0, 0.0)";"0.1 (0.0, 0.2)";"0.1 (0.0, 0.2)";"1.2 (-0.4, 2.8)";"0.6 (-0.2, 1.4)";"0.1 (0.0, 0.3)";"0.1 (0.0, 0.1)";"79.5 (-24.5, 183.5)";"17.0 (-5.2, 39.1)"
"2015-04-29";"167";"77.1 (-23.2, 177.3)";"16.0 (-4.8, 36.9)";"0.2 (-0.1, 0.5)";"0.0 (0.0, 0.0)";"0.1 (0.0, 0.2)";"0.1 (0.0, 0.2)";"1.2 (-0.4, 2.7)";"0.6 (-0.2, 1.4)";"0.1 (0.0, 0.3)";"0.1 (0.0, 0.1)";"78.7 (-23.7, 181.0)";"16.8 (-5.1, 38.6)"
"2015-04-28";"166";"76.3 (-22.5, 175.0)";"15.9 (-4.7, 36.4)";"0.2 (-0.1, 0.5)";"0.0 (0.0, 0.0)";"0.1 (0.0, 0.2)";"0.1 (0.0, 0.2)";"1.2 (-0.3, 2.7)";"0.6 (-0.2, 1.4)";"0.1 (0.0, 0.3)";"0.1 (0.0, 0.1)";"77.9 (-22.9, 178.7)";"16.6 (-4.9, 38.1)"
"2015-04-27";"165";"75.5 (-21.7, 172.8)";"15.7 (-4.5, 35.9)";"0.2 (-0.1, 0.5)";"0.0 (0.0, 0.0)";"0.1 (0.0, 0.2)";"0.1 (0.0, 0.2)";"1.2 (-0.3, 2.7)";"0.6 (-0.2, 1.3)";"0.1 (0.0, 0.3)";"0.1 (0.0, 0.1)";"77.1 (-22.2, 176.4)";"16.4 (-4.7, 37.6)"
"2015-04-26";"164";"74.7 (-21.0, 170.5)";"15.5 (-4.4, 35.4)";"0.2 (-0.1, 0.5)";"0.0 (0.0, 0.0)";"0.1 (0.0, 0.2)";"0.1 (0.0, 0.2)";"1.2 (-0.3, 2.6)";"0.6 (-0.2, 1.3)";"0.1 (0.0, 0.3)";"0.1 (0.0, 0.1)";"76.3 (-21.5, 174.1)";"16.3 (-4.6, 37.1)"
"2015-04-25";"163";"74.0 (-20.3, 168.3)";"15.4 (-4.2, 35.0)";"0.2 (-0.1, 0.5)";"0.0 (0.0, 0.0)";"0.1 (0.0, 0.2)";"0.1 (0.0, 0.2)";"1.1 (-0.3, 2.6)";"0.6 (-0.2, 1.3)";"0.1 (0.0, 0.3)";"0.1 (0.0, 0.1)";"75.5 (-20.8, 171.8)";"16.1 (-4.4, 36.6)"
"2015-04-24";"162";"73.2 (-19.7, 166.1)";"15.2 (-4.1, 34.5)";"0.2 (-0.1, 0.4)";"0.0 (0.0, 0.0)";"0.1 (0.0, 0.2)";"0.1 (0.0, 0.2)";"1.1 (-0.3, 2.6)";"0.6 (-0.2, 1.3)";"0.1 (0.0, 0.3)";"0.1 (0.0, 0.1)";"74.8 (-20.1, 169.6)";"15.9 (-4.3, 36.2)"
"2015-04-23";"161";"72.5 (-19.0, 164.0)";"15.1 (-3.9, 34.1)";"0.2 (-0.1, 0.4)";"0.0 (0.0, 0.0)";"0.1 (0.0, 0.2)";"0.1 (0.0, 0.2)";"1.1 (-0.3, 2.5)";"0.6 (-0.1, 1.3)";"0.1 (0.0, 0.3)";"0.1 (0.0, 0.1)";"74.0 (-19.4, 167.4)";"15.8 (-4.1, 35.7)"
"2015-04-22";"160";"71.8 (-18.3, 161.8)";"14.9 (-3.8, 33.6)";"0.2 ( 0.0, 0.4)";"0.0 (0.0, 0.0)";"0.1 (0.0, 0.2)";"0.1 (0.0, 0.2)";"1.1 (-0.3, 2.5)";"0.6 (-0.1, 1.2)";"0.1 (0.0, 0.3)";"0.1 (0.0, 0.1)";"73.3 (-18.7, 165.2)";"15.6 (-4.0, 35.2)"
"2015-04-21";"159";"71.0 (-17.7, 159.7)";"14.8 (-3.7, 33.2)";"0.2 ( 0.0, 0.4)";"0.0 (0.0, 0.0)";"0.1 (0.0, 0.2)";"0.1 (0.0, 0.2)";"1.1 (-0.3, 2.5)";"0.5 (-0.1, 1.2)";"0.1 (0.0, 0.3)";"0.1 (0.0, 0.1)";"72.5 (-18.1, 163.1)";"15.5 (-3.8, 34.8)"
"2015-04-20";"158";"70.3 (-17.0, 157.7)";"14.6 (-3.5, 32.8)";"0.2 ( 0.0, 0.4)";"0.0 (0.0, 0.0)";"0.1 (0.0, 0.2)";"0.1 (0.0, 0.2)";"1.1 (-0.3, 2.4)";"0.5 (-0.1, 1.2)";"0.1 (0.0, 0.3)";"0.1 (0.0, 0.1)";"71.8 (-17.4, 161.0)";"15.3 (-3.7, 34.3)"
"2015-04-19";"157";"69.6 (-16.4, 155.6)";"14.5 (-3.4, 32.3)";"0.2 ( 0.0, 0.4)";"0.0 (0.0, 0.0)";"0.1 (0.0, 0.2)";"0.1 (0.0, 0.2)";"1.1 (-0.3, 2.4)";"0.5 (-0.1, 1.2)";"0.1 (0.0, 0.3)";"0.1 (0.0, 0.1)";"71.1 (-16.8, 158.9)";"15.2 (-3.6, 33.9)"
"2015-04-18";"156";"68.9 (-15.8, 153.6)";"14.3 (-3.3, 31.9)";"0.2 ( 0.0, 0.4)";"0.0 (0.0, 0.0)";"0.1 (0.0, 0.2)";"0.1 (0.0, 0.2)";"1.1 (-0.2, 2.4)";"0.5 (-0.1, 1.2)";"0.1 (0.0, 0.3)";"0.1 (0.0, 0.1)";"70.3 (-16.1, 156.8)";"15.0 (-3.4, 33.4)"
"2015-04-17";"155";"68.2 (-15.2, 151.6)";"14.2 (-3.2, 31.5)";"0.2 ( 0.0, 0.4)";"0.0 (0.0, 0.0)";"0.1 (0.0, 0.2)";"0.1 (0.0, 0.2)";"1.1 (-0.2, 2.3)";"0.5 (-0.1, 1.2)";"0.1 (0.0, 0.3)";"0.1 (0.0, 0.1)";"69.6 (-15.5, 154.8)";"14.8 (-3.3, 33.0)"
"2015-04-16";"154";"67.5 (-14.6, 149.7)";"14.0 (-3.0, 31.1)";"0.2 ( 0.0, 0.4)";"0.0 (0.0, 0.0)";"0.1 (0.0, 0.2)";"0.1 (0.0, 0.2)";"1.0 (-0.2, 2.3)";"0.5 (-0.1, 1.2)";"0.1 (0.0, 0.3)";"0.1 (0.0, 0.1)";"68.9 (-14.9, 152.8)";"14.7 (-3.2, 32.6)"
"2015-04-15";"153";"66.8 (-14.0, 147.7)";"13.9 (-2.9, 30.7)";"0.2 ( 0.0, 0.4)";"0.0 (0.0, 0.0)";"0.1 (0.0, 0.2)";"0.1 (0.0, 0.2)";"1.0 (-0.2, 2.3)";"0.5 (-0.1, 1.1)";"0.1 (0.0, 0.2)";"0.1 (0.0, 0.1)";"68.2 (-14.3, 150.8)";"14.5 (-3.1, 32.2)"
"2015-04-14";"152";"66.2 (-13.5, 145.8)";"13.7 (-2.8, 30.3)";"0.2 ( 0.0, 0.4)";"0.0 (0.0, 0.0)";"0.1 (0.0, 0.2)";"0.1 (0.0, 0.2)";"1.0 (-0.2, 2.3)";"0.5 (-0.1, 1.1)";"0.1 (0.0, 0.2)";"0.1 (0.0, 0.1)";"67.5 (-13.8, 148.8)";"14.4 (-2.9, 31.7)"
"2015-04-13";"151";"65.5 (-12.9, 143.9)";"13.6 (-2.7, 29.9)";"0.2 ( 0.0, 0.4)";"0.0 (0.0, 0.0)";"0.1 (0.0, 0.2)";"0.1 (0.0, 0.2)";"1.0 (-0.2, 2.2)";"0.5 (-0.1, 1.1)";"0.1 (0.0, 0.2)";"0.1 (0.0, 0.1)";"66.9 (-13.2, 146.9)";"14.3 (-2.8, 31.3)"
"2015-04-12";"150";"64.8 (-12.4, 142.1)";"13.5 (-2.6, 29.5)";"0.2 ( 0.0, 0.4)";"0.0 (0.0, 0.0)";"0.1 (0.0, 0.2)";"0.1 (0.0, 0.2)";"1.0 (-0.2, 2.2)";"0.5 (-0.1, 1.1)";"0.1 (0.0, 0.2)";"0.1 (0.0, 0.1)";"66.2 (-12.7, 145.0)";"14.1 (-2.7, 30.9)"
"2015-04-11";"149";"64.2 (-11.8, 140.2)";"13.3 (-2.5, 29.1)";"0.2 ( 0.0, 0.4)";"0.0 (0.0, 0.0)";"0.1 (0.0, 0.2)";"0.1 (0.0, 0.2)";"1.0 (-0.2, 2.2)";"0.5 (-0.1, 1.1)";"0.1 (0.0, 0.2)";"0.1 (0.0, 0.1)";"65.5 (-12.1, 143.2)";"14.0 (-2.6, 30.5)"
"2015-04-10";"148";"63.5 (-11.3, 138.4)";"13.2 (-2.4, 28.8)";"0.2 ( 0.0, 0.4)";"0.0 (0.0, 0.0)";"0.1 (0.0, 0.1)";"0.1 (0.0, 0.1)";"1.0 (-0.2, 2.1)";"0.5 (-0.1, 1.1)";"0.1 (0.0, 0.2)";"0.1 (0.0, 0.1)";"64.9 (-11.6, 141.3)";"13.8 (-2.5, 30.1)"
"2015-04-09";"147";"62.9 (-10.8, 136.6)";"13.1 (-2.3, 28.4)";"0.2 ( 0.0, 0.4)";"0.0 (0.0, 0.0)";"0.1 (0.0, 0.1)";"0.1 (0.0, 0.1)";"1.0 (-0.2, 2.1)";"0.5 (-0.1, 1.1)";"0.1 (0.0, 0.2)";"0.1 (0.0, 0.1)";"64.2 (-11.1, 139.5)";"13.7 (-2.4, 29.7)"
"2015-04-08";"146";"62.3 (-10.3, 134.9)";"12.9 (-2.1, 28.0)";"0.2 ( 0.0, 0.4)";"0.0 (0.0, 0.0)";"0.1 (0.0, 0.1)";"0.1 (0.0, 0.1)";"1.0 (-0.2, 2.1)";"0.5 (-0.1, 1.0)";"0.1 (0.0, 0.2)";"0.1 (0.0, 0.1)";"63.6 (-10.5, 137.7)";"13.6 (-2.2, 29.4)"
"2015-04-07";"145";"61.7 ( -9.8, 133.1)";"12.8 (-2.0, 27.7)";"0.2 ( 0.0, 0.4)";"0.0 (0.0, 0.0)";"0.1 (0.0, 0.1)";"0.1 (0.0, 0.1)";"1.0 (-0.2, 2.1)";"0.5 (-0.1, 1.0)";"0.1 (0.0, 0.2)";"0.0 (0.0, 0.1)";"62.9 (-10.0, 135.9)";"13.4 (-2.1, 29.0)"
"2015-04-06";"144";"61.0 ( -9.4, 131.4)";"12.7 (-1.9, 27.3)";"0.2 ( 0.0, 0.4)";"0.0 (0.0, 0.0)";"0.1 (0.0, 0.1)";"0.1 (0.0, 0.1)";"0.9 (-0.1, 2.0)";"0.5 (-0.1, 1.0)";"0.1 (0.0, 0.2)";"0.0 (0.0, 0.1)";"62.3 ( -9.5, 134.2)";"13.3 (-2.0, 28.6)"
"2015-04-05";"143";"60.4 ( -8.9, 129.7)";"12.6 (-1.8, 27.0)";"0.2 ( 0.0, 0.3)";"0.0 (0.0, 0.0)";"0.1 (0.0, 0.1)";"0.1 (0.0, 0.1)";"0.9 (-0.1, 2.0)";"0.5 (-0.1, 1.0)";"0.1 (0.0, 0.2)";"0.0 (0.0, 0.1)";"61.7 ( -9.1, 132.4)";"13.2 (-1.9, 28.2)"
