"Date";"Days from today";"Cases (reported)";"New daily cases (reported)";"Cases (corrected for underreporting)";"New daily cases (corrected for underreporting)";"Incubation period";"Infectious and unreported";"Undergoing treatment";"Beds for CDC 25% ETU target";"Beds for CDC 45% reduced transmission target";"Reporting (treatment) quotient"
"2014-10-22";"-22";" 4116 ( 3805,   4428)";" 66 (  48,   85)";" 20911 ( 19153,  22669)";" 330 (  220,   441)";" 3793 (  2513,   5073)";" 2644 (  1899,  3388)";" 532 (  411,   653)";"  794 (  605,   983)";" 1429 ( 1090,  1769)";"40%"
"2014-10-21";"-23";" 4050 ( 3743,   4356)";" 66 (  48,   83)";" 20581 ( 18888,  22273)";" 326 (  220,   433)";" 3742 (  2506,   4978)";" 2609 (  1892,  3325)";" 525 (  409,   641)";"  784 (  602,   965)";" 1410 ( 1084,  1737)";"40%"
"2014-10-20";"-24";" 3984 ( 3681,   4287)";" 65 (  48,   82)";" 20255 ( 18621,  21888)";" 322 (  219,   425)";" 3693 (  2499,   4886)";" 2574 (  1885,  3264)";" 518 (  407,   629)";"  773 (  599,   948)";" 1392 ( 1078,  1706)";"40%"
"2014-10-19";"-25";" 3919 ( 3619,   4220)";" 64 (  47,   80)";" 19933 ( 18352,  21514)";" 317 (  218,   417)";" 3643 (  2492,   4795)";" 2540 (  1878,  3203)";" 512 (  405,   618)";"  763 (  595,   931)";" 1373 ( 1071,  1675)";"40%"
"2014-10-18";"-26";" 3855 ( 3557,   4154)";" 63 (  47,   79)";" 19615 ( 18081,  21150)";" 313 (  218,   409)";" 3595 (  2484,   4706)";" 2507 (  1870,  3143)";" 505 (  403,   606)";"  753 (  592,   914)";" 1355 ( 1065,  1645)";"40%"
"2014-10-17";"-27";" 3792 ( 3495,   4090)";" 62 (  47,   77)";" 19302 ( 17808,  20797)";" 309 (  217,   401)";" 3547 (  2476,   4618)";" 2474 (  1862,  3085)";" 498 (  401,   595)";"  743 (  588,   898)";" 1337 ( 1059,  1616)";"40%"
"2014-10-16";"-28";" 3730 ( 3433,   4027)";" 61 (  47,   76)";" 18993 ( 17533,  20453)";" 305 (  216,   394)";" 3500 (  2468,   4533)";" 2441 (  1854,  3028)";" 492 (  399,   584)";"  733 (  585,   882)";" 1320 ( 1053,  1587)";"40%"
"2014-10-15";"-29";" 3669 ( 3371,   3966)";" 61 (  47,   75)";" 18688 ( 17257,  20119)";" 301 (  215,   387)";" 3454 (  2459,   4448)";" 2409 (  1846,  2972)";" 485 (  397,   573)";"  724 (  581,   866)";" 1302 ( 1046,  1559)";"40%"
"2014-10-14";"-30";" 3608 ( 3310,   3906)";" 60 (  46,   73)";" 18387 ( 16980,  19794)";" 297 (  215,   379)";" 3408 (  2450,   4366)";" 2377 (  1838,  2916)";" 479 (  395,   563)";"  714 (  578,   850)";" 1285 ( 1040,  1531)";"40%"
"2014-10-13";"-31";" 3548 ( 3249,   3848)";" 59 (  46,   72)";" 18090 ( 16702,  19478)";" 293 (  214,   372)";" 3363 (  2441,   4284)";" 2346 (  1830,  2862)";" 473 (  393,   553)";"  705 (  574,   835)";" 1268 ( 1033,  1504)";"40%"
"2014-10-12";"-32";" 3489 ( 3188,   3790)";" 58 (  46,   70)";" 17797 ( 16423,  19171)";" 289 (  213,   365)";" 3318 (  2432,   4205)";" 2315 (  1821,  2809)";" 467 (  390,   543)";"  695 (  570,   820)";" 1252 ( 1027,  1477)";"40%"
"2014-10-11";"-33";" 3431 ( 3128,   3734)";" 57 (  46,   69)";" 17508 ( 16144,  18872)";" 285 (  212,   359)";" 3275 (  2423,   4127)";" 2285 (  1812,  2757)";" 460 (  388,   533)";"  686 (  567,   806)";" 1235 ( 1020,  1451)";"40%"
"2014-10-10";"-34";" 3374 ( 3069,   3678)";" 57 (  46,   68)";" 17223 ( 15865,  18580)";" 282 (  211,   352)";" 3231 (  2413,   4050)";" 2255 (  1803,  2707)";" 454 (  386,   523)";"  677 (  563,   792)";" 1219 ( 1013,  1425)";"40%"
"2014-10-09";"-35";" 3317 ( 3010,   3624)";" 56 (  45,   67)";" 16941 ( 15586,  18296)";" 278 (  210,   345)";" 3189 (  2403,   3975)";" 2225 (  1794,  2657)";" 449 (  383,   514)";"  668 (  559,   778)";" 1203 ( 1007,  1400)";"40%"
"2014-10-08";"-36";" 3261 ( 2952,   3570)";" 55 (  45,   65)";" 16663 ( 15308,  18018)";" 274 (  209,   339)";" 3147 (  2392,   3901)";" 2196 (  1784,  2608)";" 443 (  381,   505)";"  660 (  556,   764)";" 1187 ( 1000,  1375)";"40%"
"2014-10-07";"-37";" 3206 ( 2894,   3517)";" 55 (  45,   64)";" 16389 ( 15032,  17746)";" 271 (  208,   333)";" 3105 (  2382,   3829)";" 2167 (  1775,  2560)";" 437 (  378,   496)";"  651 (  552,   750)";" 1172 (  993,  1351)";"40%"
"2014-10-06";"-38";" 3151 ( 2837,   3465)";" 54 (  45,   63)";" 16118 ( 14757,  17480)";" 267 (  208,   327)";" 3064 (  2371,   3758)";" 2139 (  1765,  2513)";" 431 (  376,   487)";"  643 (  548,   737)";" 1157 (  986,  1327)";"40%"
"2014-10-05";"-39";" 3097 ( 2781,   3414)";" 53 (  44,   62)";" 15851 ( 14483,  17220)";" 264 (  207,   320)";" 3024 (  2360,   3688)";" 2111 (  1755,  2467)";" 426 (  373,   478)";"  634 (  544,   724)";" 1142 (  980,  1304)";"40%"
"2014-10-04";"-40";" 3044 ( 2726,   3363)";" 52 (  44,   61)";" 15588 ( 14212,  16964)";" 260 (  206,   315)";" 2984 (  2349,   3620)";" 2084 (  1745,  2422)";" 420 (  370,   470)";"  626 (  540,   712)";" 1127 (  973,  1281)";"40%"
"2014-10-03";"-41";" 2992 ( 2671,   3313)";" 52 (  44,   60)";" 15328 ( 13943,  16713)";" 257 (  205,   309)";" 2945 (  2337,   3553)";" 2056 (  1734,  2378)";" 415 (  367,   462)";"  618 (  536,   699)";" 1112 (  965,  1258)";"40%"
"2014-10-02";"-42";" 2940 ( 2617,   3263)";" 51 (  44,   59)";" 15071 ( 13676,  16466)";" 253 (  203,   303)";" 2906 (  2326,   3487)";" 2030 (  1724,  2336)";" 409 (  364,   454)";"  610 (  532,   687)";" 1097 (  958,  1237)";"40%"
"2014-10-01";"-43";" 2889 ( 2564,   3214)";" 50 (  43,   58)";" 14818 ( 13412,  16223)";" 250 (  202,   297)";" 2868 (  2314,   3423)";" 2003 (  1713,  2294)";" 404 (  361,   447)";"  602 (  528,   675)";" 1083 (  951,  1215)";"40%"
"2014-09-30";"-44";" 2839 ( 2512,   3165)";" 50 (  43,   57)";" 14568 ( 13152,  15984)";" 247 (  201,   292)";" 2831 (  2302,   3360)";" 1977 (  1702,  2253)";" 399 (  358,   440)";"  594 (  524,   664)";" 1069 (  944,  1195)";"40%"
"2014-09-29";"-45";" 2789 ( 2461,   3117)";" 49 (  43,   56)";" 14321 ( 12894,  15748)";" 243 (  200,   287)";" 2794 (  2289,   3298)";" 1951 (  1690,  2213)";" 394 (  355,   433)";"  586 (  520,   652)";" 1055 (  936,  1174)";"40%"
"2014-09-28";"-46";" 2740 ( 2410,   3070)";" 48 (  42,   55)";" 14078 ( 12640,  15516)";" 240 (  199,   281)";" 2757 (  2277,   3238)";" 1926 (  1678,  2174)";" 389 (  351,   426)";"  579 (  516,   641)";" 1042 (  929,  1154)";"40%"
"2014-09-27";"-47";" 2691 ( 2360,   3023)";" 48 (  42,   54)";" 13837 ( 12388,  15286)";" 237 (  198,   276)";" 2721 (  2264,   3179)";" 1901 (  1666,  2136)";" 384 (  348,   419)";"  571 (  512,   631)";" 1028 (  921,  1135)";"40%"
"2014-09-26";"-48";" 2644 ( 2311,   2976)";" 47 (  42,   53)";" 13600 ( 12141,  15060)";" 234 (  197,   271)";" 2686 (  2251,   3121)";" 1876 (  1654,  2099)";" 379 (  344,   413)";"  564 (  507,   620)";" 1015 (  913,  1116)";"40%"
"2014-09-25";"-49";" 2596 ( 2263,   2930)";" 47 (  41,   52)";" 13366 ( 11897,  14836)";" 231 (  196,   266)";" 2651 (  2237,   3064)";" 1852 (  1641,  2063)";" 374 (  340,   407)";"  556 (  503,   610)";" 1002 (  905,  1098)";"40%"
"2014-09-24";"-50";" 2550 ( 2216,   2884)";" 46 (  41,   51)";" 13135 ( 11656,  14615)";" 228 (  194,   262)";" 2616 (  2223,   3009)";" 1828 (  1628,  2029)";" 369 (  336,   402)";"  549 (  498,   600)";"  989 (  897,  1080)";"40%"
"2014-09-23";"-51";" 2504 ( 2169,   2838)";" 45 (  41,   50)";" 12907 ( 11419,  14396)";" 225 (  193,   257)";" 2582 (  2209,   2955)";" 1805 (  1614,  1995)";" 364 (  332,   397)";"  542 (  494,   591)";"  976 (  889,  1063)";"40%"
"2014-09-22";"-52";" 2459 ( 2124,   2793)";" 45 (  40,   49)";" 12682 ( 11186,  14179)";" 222 (  192,   252)";" 2549 (  2195,   2902)";" 1781 (  1600,  1963)";" 360 (  328,   391)";"  535 (  489,   581)";"  963 (  880,  1046)";"40%"
"2014-09-21";"-53";" 2414 ( 2079,   2749)";" 44 (  40,   49)";" 12460 ( 10956,  13964)";" 219 (  191,   248)";" 2515 (  2180,   2851)";" 1758 (  1585,  1932)";" 355 (  323,   387)";"  528 (  484,   572)";"  951 (  872,  1030)";"40%"
"2014-09-20";"-54";" 2369 ( 2035,   2704)";" 44 (  40,   48)";" 12241 ( 10730,  13752)";" 216 (  189,   244)";" 2483 (  2165,   2801)";" 1736 (  1569,  1902)";" 350 (  319,   382)";"  521 (  479,   564)";"  939 (  863,  1015)";"40%"
"2014-09-19";"-55";" 2326 ( 1991,   2660)";" 43 (  39,   47)";" 12025 ( 10508,  13542)";" 214 (  188,   239)";" 2451 (  2149,   2752)";" 1713 (  1553,  1873)";" 346 (  314,   378)";"  515 (  474,   555)";"  927 (  853,  1000)";"40%"
"2014-09-18";"-56";" 2283 ( 1949,   2617)";" 43 (  39,   46)";" 11811 ( 10289,  13333)";" 211 (  186,   235)";" 2419 (  2133,   2705)";" 1691 (  1537,  1845)";" 341 (  309,   374)";"  508 (  469,   548)";"  915 (  844,   986)";"40%"
"2014-09-17";"-57";" 2240 ( 1907,   2573)";" 42 (  38,   46)";" 11600 ( 10074,  13127)";" 208 (  185,   231)";" 2387 (  2116,   2659)";" 1669 (  1519,  1819)";" 337 (  304,   370)";"  502 (  463,   540)";"  903 (  834,   972)";"40%"
"2014-09-16";"-58";" 2198 ( 1866,   2531)";" 41 (  38,   45)";" 11392 (  9862,  12922)";" 205 (  183,   227)";" 2357 (  2099,   2614)";" 1648 (  1501,  1794)";" 333 (  299,   366)";"  495 (  458,   533)";"  891 (  824,   959)";"40%"
"2014-09-15";"-59";" 2157 ( 1826,   2488)";" 41 (  37,   45)";" 11187 (  9655,  12719)";" 203 (  182,   224)";" 2326 (  2081,   2571)";" 1627 (  1483,  1771)";" 328 (  294,   363)";"  489 (  452,   526)";"  880 (  813,   946)";"40%"
"2014-09-14";"-60";" 2116 ( 1786,   2446)";" 40 (  37,   44)";" 10984 (  9451,  12518)";" 200 (  180,   220)";" 2296 (  2063,   2529)";" 1606 (  1463,  1748)";" 324 (  289,   359)";"  483 (  446,   519)";"  869 (  803,   935)";"40%"
"2014-09-13";"-61";" 2075 ( 1747,   2404)";" 40 (  36,   43)";" 10784 (  9250,  12318)";" 198 (  178,   217)";" 2266 (  2044,   2489)";" 1585 (  1443,  1727)";" 320 (  284,   356)";"  476 (  440,   513)";"  857 (  792,   923)";"40%"
"2014-09-12";"-62";" 2036 ( 1709,   2362)";" 39 (  36,   43)";" 10586 (  9053,  12120)";" 195 (  177,   213)";" 2237 (  2024,   2450)";" 1565 (  1423,  1707)";" 316 (  279,   353)";"  470 (  434,   507)";"  846 (  780,   912)";"40%"
"2014-09-11";"-63";" 1996 ( 1672,   2321)";" 39 (  35,   43)";" 10391 (  8859,  11923)";" 192 (  175,   210)";" 2208 (  2003,   2413)";" 1545 (  1402,  1688)";" 312 (  274,   350)";"  464 (  427,   501)";"  836 (  769,   902)";"40%"
"2014-09-10";"-64";" 1957 ( 1635,   2280)";" 38 (  35,   42)";" 10199 (  8669,  11729)";" 190 (  173,   207)";" 2180 (  1982,   2378)";" 1525 (  1381,  1670)";" 308 (  269,   347)";"  458 (  421,   496)";"  825 (  758,   892)";"40%"
"2014-09-09";"-65";" 1919 ( 1599,   2239)";" 38 (  34,   42)";" 10009 (  8483,  11535)";" 188 (  171,   204)";" 2152 (  1959,   2345)";" 1506 (  1359,  1653)";" 304 (  264,   344)";"  452 (  414,   490)";"  814 (  746,   883)";"40%"
"2014-09-08";"-66";" 1881 ( 1563,   2199)";" 37 (  34,   41)";"  9821 (  8299,  11344)";" 185 (  169,   202)";" 2124 (  1936,   2312)";" 1487 (  1337,  1636)";" 300 (  260,   341)";"  447 (  408,   485)";"  804 (  734,   874)";"40%"
"2014-09-07";"-67";" 1844 ( 1529,   2159)";" 37 (  33,   41)";"  9636 (  8119,  11153)";" 183 (  167,   199)";" 2097 (  1912,   2282)";" 1468 (  1315,  1620)";" 296 (  255,   338)";"  441 (  401,   481)";"  794 (  722,   865)";"40%"
"2014-09-06";"-68";" 1807 ( 1495,   2119)";" 36 (  32,   40)";"  9454 (  7943,  10964)";" 180 (  164,   196)";" 2070 (  1887,   2253)";" 1449 (  1292,  1605)";" 293 (  250,   335)";"  435 (  395,   476)";"  784 (  711,   857)";"40%"
"2014-09-05";"-69";" 1770 ( 1461,   2079)";" 36 (  32,   40)";"  9273 (  7769,  10777)";" 178 (  162,   194)";" 2044 (  1861,   2226)";" 1430 (  1270,  1591)";" 289 (  245,   333)";"  430 (  388,   471)";"  774 (  699,   849)";"40%"
"2014-09-04";"-70";" 1734 ( 1428,   2040)";" 36 (  31,   40)";"  9095 (  7599,  10591)";" 176 (  160,   192)";" 2017 (  1835,   2200)";" 1412 (  1248,  1577)";" 285 (  240,   330)";"  424 (  382,   467)";"  764 (  687,   841)";"40%"
"2014-09-03";"-71";" 1699 ( 1396,   2001)";" 35 (  31,   39)";"  8919 (  7432,  10406)";" 174 (  157,   190)";" 1992 (  1807,   2176)";" 1394 (  1225,  1563)";" 282 (  236,   327)";"  419 (  375,   463)";"  754 (  675,   833)";"40%"
"2014-09-02";"-72";" 1664 ( 1365,   1963)";" 35 (  30,   39)";"  8746 (  7268,  10223)";" 171 (  155,   188)";" 1966 (  1780,   2152)";" 1377 (  1203,  1550)";" 278 (  231,   325)";"  414 (  369,   459)";"  745 (  664,   825)";"40%"
"2014-09-01";"-73";" 1629 ( 1334,   1924)";" 34 (  30,   39)";"  8574 (  7107,  10041)";" 169 (  152,   186)";" 1941 (  1752,   2130)";" 1359 (  1181,  1537)";" 274 (  227,   322)";"  408 (  362,   454)";"  735 (  652,   818)";"40%"
"2014-08-31";"-74";" 1595 ( 1303,   1886)";" 34 (  29,   38)";"  8405 (  6950,   9861)";" 167 (  150,   184)";" 1916 (  1723,   2109)";" 1342 (  1159,  1525)";" 271 (  222,   319)";"  403 (  356,   450)";"  726 (  641,   811)";"40%"
"2014-08-30";"-75";" 1561 ( 1274,   1849)";" 33 (  29,   38)";"  8238 (  6795,   9682)";" 165 (  147,   182)";" 1892 (  1695,   2089)";" 1325 (  1138,  1512)";" 267 (  218,   317)";"  398 (  350,   447)";"  717 (  629,   804)";"40%"
"2014-08-29";"-76";" 1528 ( 1244,   1811)";" 33 (  28,   38)";"  8073 (  6643,   9504)";" 163 (  145,   181)";" 1868 (  1666,   2070)";" 1308 (  1116,  1500)";" 264 (  214,   314)";"  393 (  343,   443)";"  707 (  618,   797)";"40%"
"2014-08-28";"-77";" 1495 ( 1216,   1774)";" 32 (  27,   38)";"  7910 (  6494,   9327)";" 161 (  142,   179)";" 1844 (  1637,   2051)";" 1292 (  1095,  1489)";" 261 (  209,   312)";"  388 (  337,   439)";"  698 (  607,   790)";"40%"
"2014-08-27";"-78";" 1462 ( 1188,   1737)";" 32 (  27,   37)";"  7750 (  6347,   9152)";" 159 (  140,   178)";" 1821 (  1608,   2033)";" 1275 (  1074,  1477)";" 257 (  205,   309)";"  383 (  331,   435)";"  690 (  596,   783)";"40%"
"2014-08-26";"-79";" 1430 ( 1160,   1700)";" 32 (  26,   37)";"  7591 (  6204,   8978)";" 157 (  137,   176)";" 1797 (  1579,   2015)";" 1259 (  1053,  1465)";" 254 (  201,   307)";"  378 (  325,   431)";"  681 (  585,   777)";"40%"
"2014-08-25";"-80";" 1399 ( 1133,   1664)";" 31 (  26,   37)";"  7434 (  6063,   8806)";" 155 (  135,   175)";" 1775 (  1551,   1998)";" 1243 (  1033,  1454)";" 250 (  197,   304)";"  373 (  319,   428)";"  672 (  574,   770)";"40%"
"2014-08-24";"-81";" 1367 ( 1107,   1628)";" 31 (  25,   36)";"  7280 (  5925,   8634)";" 153 (  132,   173)";" 1752 (  1522,   1982)";" 1228 (  1012,  1443)";" 247 (  193,   301)";"  369 (  313,   424)";"  664 (  564,   764)";"40%"
"2014-08-23";"-82";" 1336 ( 1080,   1592)";" 30 (  25,   36)";"  7127 (  5789,   8464)";" 151 (  130,   172)";" 1730 (  1494,   1966)";" 1212 (   992,  1432)";" 244 (  189,   299)";"  364 (  307,   421)";"  655 (  553,   757)";"40%"
"2014-08-22";"-83";" 1306 ( 1055,   1557)";" 30 (  24,   36)";"  6976 (  5656,   8296)";" 149 (  127,   170)";" 1708 (  1466,   1950)";" 1197 (   973,  1421)";" 241 (  185,   296)";"  359 (  302,   417)";"  647 (  543,   751)";"40%"
"2014-08-21";"-84";" 1276 ( 1030,   1522)";" 30 (  24,   36)";"  6827 (  5526,   8128)";" 147 (  125,   169)";" 1686 (  1438,   1935)";" 1182 (   953,  1410)";" 237 (  181,   294)";"  355 (  296,   414)";"  639 (  533,   745)";"40%"
"2014-08-20";"-85";" 1246 ( 1005,   1487)";" 29 (  23,   35)";"  6680 (  5398,   7962)";" 145 (  123,   168)";" 1665 (  1411,   1919)";" 1167 (   934,  1400)";" 234 (  178,   291)";"  350 (  290,   410)";"  631 (  523,   738)";"40%"
"2014-08-19";"-86";" 1217 (  981,   1452)";" 29 (  23,   35)";"  6535 (  5273,   7797)";" 143 (  120,   166)";" 1644 (  1384,   1905)";" 1152 (   916,  1389)";" 231 (  174,   288)";"  346 (  285,   407)";"  623 (  513,   732)";"40%"
"2014-08-18";"-87";" 1188 (  957,   1418)";" 29 (  22,   35)";"  6392 (  5150,   7634)";" 142 (  118,   165)";" 1623 (  1357,   1890)";" 1138 (   897,  1379)";" 228 (  170,   286)";"  341 (  280,   403)";"  615 (  503,   726)";"40%"
"2014-08-17";"-88";" 1159 (  934,   1384)";" 28 (  22,   35)";"  6250 (  5029,   7472)";" 140 (  116,   164)";" 1603 (  1331,   1876)";" 1124 (   879,  1368)";" 225 (  167,   283)";"  337 (  274,   400)";"  607 (  494,   720)";"40%"
"2014-08-16";"-89";" 1131 (  911,   1350)";" 28 (  22,   34)";"  6111 (  4911,   7311)";" 138 (  113,   163)";" 1583 (  1305,   1861)";" 1109 (   861,  1358)";" 222 (  163,   280)";"  333 (  269,   397)";"  599 (  484,   714)";"40%"
"2014-08-15";"-90";" 1103 (  889,   1317)";" 28 (  21,   34)";"  5973 (  4794,   7151)";" 136 (  111,   161)";" 1563 (  1279,   1847)";" 1096 (   844,  1347)";" 218 (  160,   277)";"  329 (  264,   393)";"  591 (  475,   708)";"40%"
"2014-08-14";"-91";" 1075 (  867,   1284)";" 27 (  21,   34)";"  5836 (  4680,   6992)";" 135 (  109,   160)";" 1544 (  1254,   1834)";" 1082 (   826,  1337)";" 215 (  157,   274)";"  324 (  259,   390)";"  584 (  466,   702)";"40%"
"2014-08-13";"-92";" 1048 (  845,   1251)";" 27 (  20,   33)";"  5702 (  4569,   6835)";" 133 (  107,   159)";" 1524 (  1229,   1820)";" 1068 (   809,  1327)";" 212 (  153,   271)";"  320 (  254,   386)";"  576 (  457,   696)";"40%"
"2014-08-12";"-93";" 1021 (  824,   1219)";" 27 (  20,   33)";"  5569 (  4459,   6679)";" 131 (  105,   158)";" 1505 (  1204,   1807)";" 1055 (   793,  1317)";" 209 (  150,   268)";"  316 (  249,   383)";"  569 (  448,   690)";"40%"
"2014-08-11";"-94";"  995 (  803,   1187)";" 26 (  19,   33)";"  5438 (  4351,   6524)";" 130 (  102,   157)";" 1487 (  1180,   1794)";" 1041 (   776,  1306)";" 206 (  147,   265)";"  312 (  244,   380)";"  561 (  439,   683)";"40%"
"2014-08-10";"-95";"  969 (  782,   1155)";" 26 (  19,   33)";"  5308 (  4246,   6371)";" 128 (  100,   156)";" 1468 (  1156,   1781)";" 1028 (   760,  1296)";" 203 (  144,   261)";"  308 (  239,   376)";"  554 (  430,   677)";"40%"
"2014-08-09";"-96";"  943 (  762,   1123)";" 26 (  19,   32)";"  5180 (  4142,   6218)";" 126 (   98,   155)";" 1450 (  1133,   1768)";" 1015 (   744,  1286)";" 199 (  141,   258)";"  304 (  234,   373)";"  547 (  422,   671)";"40%"
"2014-08-08";"-97";"  917 (  742,   1092)";" 25 (  18,   32)";"  5054 (  4040,   6067)";" 125 (   96,   153)";" 1433 (  1110,   1756)";" 1002 (   729,  1276)";" 196 (  138,   254)";"  300 (  230,   369)";"  539 (  413,   665)";"40%"
"2014-08-07";"-98";"  892 (  723,   1061)";" 25 (  18,   32)";"  4929 (  3940,   5917)";" 123 (   94,   152)";" 1415 (  1087,   1744)";"  989 (   714,  1265)";" 193 (  135,   251)";"  296 (  225,   366)";"  532 (  405,   659)";"40%"
"2014-08-06";"-99";"  867 (  703,   1031)";" 25 (  18,   32)";"  4805 (  3842,   5769)";" 122 (   92,   151)";" 1398 (  1065,   1732)";"  977 (   699,  1254)";" 189 (  132,   247)";"  291 (  221,   362)";"  525 (  397,   652)";"40%"
"2014-08-05";"-100";"  843 (  684,   1001)";" 24 (  17,   31)";"  4683 (  3745,   5621)";" 120 (   91,   150)";" 1381 (  1043,   1720)";"  964 (   684,  1244)";" 186 (  129,   243)";"  287 (  216,   359)";"  517 (  389,   646)";"40%"
"2014-08-04";"-101";"  818 (  665,    971)";" 24 (  17,   31)";"  4563 (  3650,   5475)";" 119 (   89,   149)";" 1365 (  1021,   1709)";"  951 (   669,  1233)";" 182 (  126,   238)";"  283 (  212,   355)";"  510 (  381,   639)";"40%"
"2014-08-03";"-102";"  794 (  647,    942)";" 24 (  16,   31)";"  4444 (  3557,   5331)";" 118 (   87,   149)";" 1349 (  1000,   1699)";"  938 (   655,  1221)";" 179 (  124,   234)";"  279 (  207,   351)";"  503 (  373,   632)";"40%"
"2014-08-02";"-103";"  771 (  628,    913)";" 23 (  16,   30)";"  4326 (  3466,   5187)";" 116 (   85,   148)";" 1334 (   979,   1689)";"  925 (   641,  1209)";" 175 (  121,   229)";"  275 (  203,   347)";"  495 (  365,   625)";"40%"
"2014-08-01";"-104";"  747 (  610,    885)";" 23 (  16,   30)";"  4210 (  3375,   5044)";" 115 (   83,   147)";" 1319 (   958,   1680)";"  912 (   628,  1197)";" 171 (  118,   224)";"  271 (  199,   343)";"  488 (  357,   618)";"40%"
"2014-07-31";"-105";"  725 (  592,    857)";" 23 (  15,   30)";"  4095 (  3286,   4903)";" 114 (   81,   146)";" 1305 (   938,   1671)";"  899 (   614,  1184)";" 167 (  116,   219)";"  267 (  194,   339)";"  480 (  350,   610)";"40%"
"2014-07-30";"-106";"  702 (  574,    830)";" 22 (  15,   29)";"  3981 (  3199,   4763)";" 113 (   80,   146)";" 1291 (   918,   1664)";"  886 (   601,  1170)";" 163 (  113,   213)";"  262 (  190,   335)";"  472 (  342,   602)";"40%"
"2014-07-29";"-107";"  680 (  556,    803)";" 22 (  15,   29)";"  3868 (  3112,   4624)";" 112 (   78,   145)";" 1279 (   899,   1658)";"  872 (   589,  1156)";" 159 (  111,   208)";"  258 (  186,   330)";"  464 (  335,   593)";"40%"
"2014-07-28";"-108";"  658 (  538,    777)";" 22 (  14,   29)";"  3757 (  3027,   4486)";" 111 (   76,   145)";" 1267 (   880,   1654)";"  858 (   576,  1139)";" 155 (  108,   202)";"  253 (  182,   325)";"  456 (  327,   584)";"40%"
"2014-07-27";"-109";"  636 (  521,    752)";" 21 (  14,   28)";"  3646 (  2942,   4350)";" 110 (   75,   145)";" 1256 (   861,   1651)";"  843 (   564,  1122)";" 151 (  106,   195)";"  248 (  178,   319)";"  447 (  320,   574)";"40%"
"2014-07-26";"-110";"  615 (  503,    727)";" 21 (  14,   28)";"  3536 (  2858,   4214)";" 109 (   73,   145)";" 1247 (   843,   1651)";"  827 (   552,  1102)";" 146 (  104,   189)";"  243 (  174,   313)";"  438 (  313,   563)";"40%"
"2014-07-25";"-111";"  594 (  486,    703)";" 20 (  14,   27)";"  3427 (  2775,   4079)";" 108 (   72,   145)";" 1239 (   824,   1654)";"  810 (   540,  1080)";" 142 (  101,   182)";"  238 (  170,   306)";"  428 (  305,   551)";"40%"
"2014-07-24";"-112";"  574 (  468,    680)";" 20 (  13,   26)";"  3319 (  2692,   3946)";" 108 (   70,   146)";" 1233 (   807,   1660)";"  792 (   528,  1055)";" 137 (   99,   175)";"  232 (  166,   299)";"  418 (  298,   538)";"40%"
"2014-07-23";"-113";"  554 (  451,    658)";" 19 (  13,   26)";"  3211 (  2609,   3813)";" 108 (   68,   147)";" 1230 (   789,   1670)";"  772 (   517,  1026)";" 132 (   96,   168)";"  226 (  162,   290)";"  407 (  291,   523)";"40%"
"2014-07-22";"-114";"  535 (  434,    637)";" 19 (  13,   25)";"  3103 (  2525,   3681)";" 108 (   67,   149)";" 1229 (   772,   1686)";"  750 (   506,   993)";" 128 (   94,   161)";"  219 (  158,   281)";"  395 (  284,   505)";"40%"
"2014-07-21";"-115";"  516 (  417,    616)";" 18 (  12,   24)";"  2995 (  2440,   3550)";" 106 (   66,   147)";" 1232 (   755,   1708)";"  725 (   495,   954)";" 123 (   92,   155)";"  212 (  154,   270)";"  382 (  277,   486)";"40%"
"2014-07-20";"-116";"  498 (  400,    597)";" 17 (  12,   23)";"  2889 (  2354,   3424)";" 102 (   64,   140)";" 1187 (   741,   1633)";"  699 (   484,   913)";" 119 (   90,   148)";"  204 (  150,   258)";"  368 (  270,   465)";"40%"
"2014-07-19";"-117";"  481 (  384,    578)";" 17 (  12,   22)";"  2787 (  2270,   3304)";"  99 (   63,   134)";" 1144 (   726,   1562)";"  674 (   473,   874)";" 115 (   87,   142)";"  197 (  147,   248)";"  355 (  264,   446)";"40%"
"2014-07-18";"-118";"  464 (  368,    560)";" 16 (  12,   21)";"  2688 (  2186,   3190)";"  95 (   62,   128)";" 1103 (   712,   1494)";"  649 (   462,   836)";" 111 (   85,   136)";"  190 (  143,   237)";"  342 (  257,   427)";"40%"
"2014-07-17";"-119";"  448 (  353,    543)";" 16 (  11,   20)";"  2593 (  2104,   3082)";"  92 (   61,   123)";" 1063 (   697,   1429)";"  626 (   452,   801)";" 107 (   83,   131)";"  183 (  139,   227)";"  330 (  250,   409)";"40%"
"2014-07-16";"-120";"  433 (  338,    527)";" 15 (  11,   19)";"  2502 (  2024,   2979)";"  88 (   59,   117)";" 1025 (   682,   1367)";"  604 (   441,   767)";" 103 (   80,   125)";"  177 (  136,   218)";"  318 (  244,   392)";"40%"
"2014-07-15";"-121";"  418 (  324,    511)";" 14 (  11,   18)";"  2413 (  1945,   2882)";"  85 (   58,   112)";"  988 (   668,   1308)";"  582 (   430,   734)";"  99 (   78,   120)";"  170 (  132,   209)";"  307 (  238,   376)";"40%"
"2014-07-14";"-122";"  403 (  310,    496)";" 14 (  10,   17)";"  2328 (  1867,   2789)";"  82 (   57,   107)";"  953 (   653,   1252)";"  561 (   419,   704)";"  96 (   76,   116)";"  164 (  128,   200)";"  296 (  231,   360)";"40%"
