"Date";"Days from today";"Cases (reported)";"New daily cases (reported)";"Cases (corrected for underreporting)";"New daily cases (corrected for underreporting)";"Incubation period";"Infectious and unreported";"Undergoing treatment";"Beds for CDC 25% ETU target";"Beds for CDC 45% reduced transmission target";"Reporting (treatment) quotient"
"2015-01-26";"74";"17412 ( 7914,  26911)";"249 (   2,  496)";" 87277 ( 35213, 139341)";"1247 (  -62,  2556)";"14316 (  -762,  29394)";" 9920 (    56, 19785)";"1985 (  129,  3840)";" 2976 (  467,  5486)";" 5357 (  841,  9874)";"40%"
"2015-01-25";"73";"17163 ( 7911,  26415)";"246 (   4,  488)";" 86030 ( 35272, 136788)";"1230 (  -52,  2511)";"14116 (  -647,  28879)";" 9782 (   128, 19435)";"1957 (  142,  3772)";" 2935 (  479,  5390)";" 5282 (  862,  9703)";"40%"
"2015-01-24";"72";"16917 ( 7906,  25928)";"242 (   6,  479)";" 84800 ( 35321, 134280)";"1212 (  -42,  2467)";"13918 (  -535,  28372)";" 9645 (   199, 19092)";"1930 (  154,  3705)";" 2894 (  491,  5297)";" 5209 (  883,  9534)";"40%"
"2015-01-23";"71";"16675 ( 7899,  25450)";"239 (   8,  471)";" 83588 ( 35361, 131816)";"1195 (  -33,  2423)";"13724 (  -426,  27873)";" 9510 (   267, 18754)";"1903 (  167,  3639)";" 2853 (  502,  5205)";" 5136 (  904,  9368)";"40%"
"2015-01-22";"70";"16436 ( 7891,  24980)";"236 (   9,  462)";" 82393 ( 35390, 129395)";"1179 (  -23,  2381)";"13532 (  -320,  27383)";" 9378 (   333, 18422)";"1876 (  178,  3574)";" 2813 (  513,  5114)";" 5064 (  923,  9205)";"40%"
"2015-01-21";"69";"16200 ( 7881,  24518)";"232 (  11,  454)";" 81214 ( 35411, 127017)";"1162 (  -15,  2339)";"13342 (  -216,  26901)";" 9247 (   398, 18095)";"1850 (  190,  3510)";" 2774 (  523,  5025)";" 4993 (  942,  9045)";"40%"
"2015-01-20";"68";"15967 ( 7870,  24065)";"229 (  12,  446)";" 80052 ( 35423, 124681)";"1146 (   -6,  2298)";"13156 (  -115,  26427)";" 9117 (   461, 17774)";"1824 (  201,  3448)";" 2735 (  533,  4937)";" 4924 (  960,  8887)";"40%"
"2015-01-19";"67";"15738 ( 7857,  23619)";"226 (  14,  438)";" 78906 ( 35426, 122386)";"1130 (    3,  2257)";"12972 (   -17,  25961)";" 8990 (   522, 17459)";"1799 (  212,  3386)";" 2697 (  543,  4851)";" 4855 (  978,  8732)";"40%"
"2015-01-18";"66";"15512 ( 7842,  23182)";"223 (  15,  430)";" 77776 ( 35421, 120132)";"1114 (   11,  2217)";"12791 (    79,  25502)";" 8865 (   581, 17148)";"1774 (  222,  3325)";" 2660 (  553,  4767)";" 4787 (  995,  8580)";"40%"
"2015-01-17";"65";"15289 ( 7826,  22752)";"220 (  17,  423)";" 76662 ( 35407, 117917)";"1099 (   19,  2178)";"12612 (   172,  25052)";" 8741 (   638, 16844)";"1749 (  232,  3266)";" 2623 (  562,  4683)";" 4721 ( 1011,  8430)";"40%"
"2015-01-16";"64";"15070 ( 7809,  22330)";"217 (  18,  415)";" 75563 ( 35385, 115742)";"1083 (   27,  2139)";"12435 (   262,  24609)";" 8619 (   694, 16544)";"1725 (  242,  3208)";" 2586 (  570,  4601)";" 4655 ( 1027,  8283)";"40%"
"2015-01-15";"63";"14853 ( 7790,  21916)";"214 (  20,  408)";" 74480 ( 35355, 113605)";"1068 (   34,  2102)";"12262 (   350,  24173)";" 8499 (   749, 16249)";"1701 (  251,  3150)";" 2550 (  579,  4521)";" 4590 ( 1042,  8138)";"40%"
"2015-01-14";"62";"14639 ( 7770,  21509)";"211 (  21,  400)";" 73412 ( 35318, 111506)";"1053 (   42,  2064)";"12090 (   436,  23745)";" 8380 (   801, 15959)";"1677 (  260,  3094)";" 2514 (  587,  4442)";" 4526 ( 1056,  7995)";"40%"
"2015-01-13";"61";"14428 ( 7748,  21109)";"208 (  22,  393)";" 72359 ( 35274, 109445)";"1038 (   49,  2028)";"11921 (   519,  23324)";" 8263 (   852, 15675)";"1654 (  269,  3038)";" 2479 (  594,  4364)";" 4463 ( 1070,  7855)";"40%"
"2015-01-12";"60";"14221 ( 7725,  20716)";"205 (  23,  386)";" 71321 ( 35222, 107420)";"1024 (   56,  1992)";"11755 (   600,  22910)";" 8148 (   902, 15395)";"1631 (  278,  2984)";" 2445 (  602,  4288)";" 4401 ( 1083,  7718)";"40%"
"2015-01-11";"59";"14016 ( 7701,  20330)";"202 (  25,  379)";" 70297 ( 35163, 105431)";"1010 (   63,  1956)";"11591 (   679,  22503)";" 8035 (   950, 15120)";"1608 (  286,  2930)";" 2411 (  609,  4213)";" 4339 ( 1096,  7583)";"40%"
"2015-01-10";"58";"13814 ( 7676,  19952)";"199 (  26,  373)";" 69287 ( 35097, 103477)";" 996 (   70,  1922)";"11429 (   755,  22102)";" 7923 (   996, 14849)";"1586 (  294,  2877)";" 2377 (  616,  4139)";" 4279 ( 1108,  7450)";"40%"
"2015-01-09";"57";"13615 ( 7650,  19580)";"196 (  27,  366)";" 68292 ( 35025, 101558)";" 982 (   76,  1887)";"11269 (   829,  21709)";" 7813 (  1041, 14584)";"1564 (  302,  2826)";" 2344 (  622,  4066)";" 4219 ( 1120,  7319)";"40%"
"2015-01-08";"56";"13418 ( 7622,  19215)";"194 (  28,  359)";" 67310 ( 34946,  99674)";" 968 (   82,  1854)";"11112 (   901,  21323)";" 7704 (  1085, 14323)";"1542 (  309,  2775)";" 2311 (  628,  3995)";" 4161 ( 1131,  7190)";"40%"
"2015-01-07";"55";"13225 ( 7593,  18856)";"191 (  29,  353)";" 66342 ( 34862,  97823)";" 954 (   88,  1821)";"10957 (   971,  20943)";" 7597 (  1127, 14066)";"1521 (  317,  2725)";" 2279 (  634,  3924)";" 4103 ( 1142,  7064)";"40%"
"2015-01-06";"54";"13034 ( 7564,  18504)";"188 (  30,  347)";" 65388 ( 34771,  96005)";" 941 (   94,  1788)";"10804 (  1039,  20569)";" 7491 (  1168, 13814)";"1500 (  324,  2676)";" 2248 (  640,  3855)";" 4046 ( 1152,  6940)";"40%"
"2015-01-05";"53";"12845 ( 7533,  18158)";"186 (  31,  340)";" 64447 ( 34674,  94219)";" 928 (  100,  1756)";"10653 (  1105,  20202)";" 7387 (  1208, 13566)";"1479 (  330,  2627)";" 2216 (  645,  3788)";" 3990 ( 1161,  6818)";"40%"
"2015-01-04";"52";"12660 ( 7501,  17818)";"183 (  32,  334)";" 63519 ( 34571,  92466)";" 915 (  105,  1725)";"10505 (  1169,  19841)";" 7284 (  1246, 13322)";"1458 (  337,  2580)";" 2186 (  650,  3721)";" 3934 ( 1170,  6698)";"40%"
"2015-01-03";"51";"12476 ( 7468,  17484)";"181 (  33,  328)";" 62604 ( 34463,  90744)";" 902 (  111,  1694)";"10358 (  1230,  19486)";" 7183 (  1283, 13083)";"1438 (  343,  2533)";" 2155 (  655,  3655)";" 3879 ( 1179,  6580)";"40%"
"2015-01-02";"50";"12296 ( 7435,  17157)";"178 (  34,  322)";" 61701 ( 34350,  89053)";" 890 (  116,  1664)";"10214 (  1290,  19138)";" 7083 (  1319, 12848)";"1418 (  349,  2488)";" 2125 (  660,  3591)";" 3826 ( 1187,  6464)";"40%"
"2015-01-01";"49";"12118 ( 7400,  16835)";"176 (  35,  317)";" 60812 ( 34231,  87392)";" 877 (  121,  1634)";"10072 (  1348,  18795)";" 6985 (  1353, 12617)";"1399 (  355,  2443)";" 2096 (  664,  3528)";" 3773 ( 1195,  6350)";"40%"
"2014-12-31";"48";"11942 ( 7365,  16519)";"173 (  36,  311)";" 59934 ( 34108,  85761)";" 865 (  126,  1605)";" 9932 (  1405,  18458)";" 6888 (  1386, 12389)";"1379 (  360,  2399)";" 2067 (  668,  3466)";" 3720 ( 1202,  6238)";"40%"
"2014-12-30";"47";"11769 ( 7329,  16209)";"171 (  36,  305)";" 59069 ( 33979,  84159)";" 853 (  130,  1576)";" 9793 (  1459,  18128)";" 6792 (  1418, 12166)";"1360 (  365,  2355)";" 2038 (  672,  3404)";" 3669 ( 1209,  6128)";"40%"
"2014-12-29";"46";"11598 ( 7292,  15905)";"168 (  37,  300)";" 58216 ( 33846,  82586)";" 841 (  135,  1548)";" 9657 (  1512,  17802)";" 6698 (  1449, 11947)";"1341 (  370,  2312)";" 2010 (  675,  3344)";" 3618 ( 1216,  6020)";"40%"
"2014-12-28";"45";"11430 ( 7254,  15606)";"166 (  38,  294)";" 57375 ( 33708,  81042)";" 830 (  139,  1520)";" 9523 (  1563,  17483)";" 6605 (  1479, 11731)";"1323 (  375,  2271)";" 1982 (  679,  3285)";" 3568 ( 1222,  5914)";"40%"
"2014-12-27";"44";"11264 ( 7215,  15312)";"164 (  39,  289)";" 56545 ( 33566,  79525)";" 818 (  144,  1492)";" 9390 (  1612,  17169)";" 6514 (  1508, 11520)";"1305 (  380,  2229)";" 1955 (  682,  3227)";" 3518 ( 1228,  5809)";"40%"
"2014-12-26";"43";"11100 ( 7176,  15024)";"162 (  39,  284)";" 55727 ( 33419,  78036)";" 807 (  148,  1466)";" 9260 (  1660,  16860)";" 6424 (  1536, 11312)";"1287 (  385,  2189)";" 1928 (  685,  3170)";" 3470 ( 1233,  5706)";"40%"
"2014-12-25";"42";"10938 ( 7136,  14741)";"159 (  40,  279)";" 54921 ( 33268,  76573)";" 795 (  152,  1439)";" 9131 (  1706,  16557)";" 6335 (  1562, 11107)";"1269 (  389,  2149)";" 1901 (  688,  3114)";" 3422 ( 1238,  5605)";"40%"
"2014-12-24";"41";"10779 ( 7095,  14463)";"157 (  41,  274)";" 54125 ( 33114,  75137)";" 784 (  155,  1413)";" 9004 (  1750,  16259)";" 6247 (  1588, 10906)";"1252 (  393,  2110)";" 1875 (  690,  3059)";" 3374 ( 1242,  5506)";"40%"
"2014-12-23";"40";"10622 ( 7054,  14190)";"155 (  41,  269)";" 53341 ( 32955,  73727)";" 773 (  159,  1388)";" 8879 (  1793,  15966)";" 6161 (  1613, 10709)";"1234 (  397,  2072)";" 1849 (  693,  3005)";" 3328 ( 1247,  5409)";"40%"
"2014-12-22";"39";"10467 ( 7012,  13922)";"153 (  42,  264)";" 52567 ( 32793,  72342)";" 763 (  163,  1363)";" 8756 (  1834,  15678)";" 6076 (  1636, 10515)";"1217 (  400,  2034)";" 1823 (  695,  2952)";" 3282 ( 1251,  5313)";"40%"
"2014-12-21";"38";"10314 ( 6969,  13660)";"151 (  42,  259)";" 51805 ( 32627,  70983)";" 752 (  166,  1338)";" 8635 (  1874,  15396)";" 5992 (  1659, 10325)";"1201 (  404,  1997)";" 1798 (  697,  2899)";" 3237 ( 1254,  5219)";"40%"
"2014-12-20";"37";"10164 ( 6926,  13401)";"149 (  43,  254)";" 51053 ( 32457,  69648)";" 742 (  169,  1314)";" 8515 (  1913,  15118)";" 5909 (  1681, 10137)";"1184 (  407,  1961)";" 1773 (  698,  2848)";" 3192 ( 1257,  5127)";"40%"
"2014-12-19";"36";"10015 ( 6883,  13148)";"147 (  43,  250)";" 50311 ( 32284,  68337)";" 731 (  173,  1290)";" 8397 (  1950,  14845)";" 5827 (  1701,  9954)";"1168 (  411,  1925)";" 1749 (  700,  2798)";" 3148 ( 1260,  5036)";"40%"
"2014-12-18";"35";" 9869 ( 6838,  12899)";"144 (  44,  245)";" 49579 ( 32108,  67051)";" 721 (  176,  1267)";" 8281 (  1985,  14577)";" 5747 (  1721,  9773)";"1152 (  414,  1890)";" 1725 (  701,  2748)";" 3105 ( 1263,  4946)";"40%"
"2014-12-17";"34";" 9724 ( 6794,  12655)";"143 (  44,  241)";" 48858 ( 31929,  65787)";" 711 (  179,  1244)";" 8166 (  2019,  14313)";" 5668 (  1740,  9596)";"1136 (  416,  1856)";" 1701 (  703,  2699)";" 3062 ( 1265,  4859)";"40%"
"2014-12-16";"33";" 9582 ( 6748,  12415)";"141 (  45,  236)";" 48147 ( 31746,  64547)";" 702 (  181,  1222)";" 8053 (  2052,  14054)";" 5590 (  1758,  9421)";"1120 (  419,  1822)";" 1678 (  704,  2651)";" 3020 ( 1267,  4772)";"40%"
"2014-12-15";"32";" 9441 ( 6702,  12180)";"139 (  45,  232)";" 47445 ( 31561,  63329)";" 692 (  184,  1200)";" 7942 (  2084,  13800)";" 5513 (  1776,  9250)";"1105 (  422,  1788)";" 1654 (  705,  2604)";" 2978 ( 1269,  4688)";"40%"
"2014-12-14";"31";" 9303 ( 6656,  11949)";"137 (  46,  228)";" 46753 ( 31373,  62133)";" 682 (  187,  1178)";" 7832 (  2114,  13550)";" 5437 (  1792,  9082)";"1090 (  424,  1756)";" 1632 (  705,  2558)";" 2937 ( 1270,  4604)";"40%"
"2014-12-13";"30";" 9166 ( 6610,  11722)";"135 (  46,  224)";" 46071 ( 31183,  60959)";" 673 (  189,  1156)";" 7724 (  2144,  13304)";" 5362 (  1808,  8916)";"1075 (  426,  1724)";" 1609 (  706,  2513)";" 2897 ( 1271,  4523)";"40%"
"2014-12-12";"29";" 9031 ( 6563,  11500)";"133 (  46,  220)";" 45398 ( 30989,  59807)";" 664 (  192,  1135)";" 7617 (  2171,  13063)";" 5289 (  1823,  8754)";"1060 (  428,  1692)";" 1587 (  707,  2468)";" 2857 ( 1272,  4442)";"40%"
"2014-12-11";"28";" 8898 ( 6515,  11281)";"131 (  47,  216)";" 44735 ( 30793,  58676)";" 654 (  194,  1115)";" 7512 (  2198,  12826)";" 5216 (  1837,  8595)";"1046 (  430,  1661)";" 1565 (  707,  2424)";" 2818 ( 1272,  4363)";"40%"
"2014-12-10";"27";" 8767 ( 6467,  11067)";"129 (  47,  212)";" 44080 ( 30595,  57565)";" 645 (  196,  1095)";" 7409 (  2224,  12593)";" 5144 (  1851,  8438)";"1032 (  432,  1631)";" 1544 (  707,  2381)";" 2779 ( 1273,  4286)";"40%"
"2014-12-09";"26";" 8638 ( 6419,  10856)";"128 (  47,  208)";" 43435 ( 30395,  56475)";" 636 (  198,  1075)";" 7306 (  2248,  12365)";" 5074 (  1863,  8284)";"1017 (  434,  1601)";" 1523 (  707,  2339)";" 2741 ( 1273,  4209)";"40%"
"2014-12-08";"25";" 8510 ( 6370,  10650)";"126 (  48,  204)";" 42798 ( 30192,  55405)";" 628 (  200,  1055)";" 7206 (  2272,  12140)";" 5004 (  1876,  8133)";"1004 (  436,  1572)";" 1502 (  707,  2297)";" 2704 ( 1273,  4134)";"40%"
"2014-12-07";"24";" 8384 ( 6321,  10447)";"124 (  48,  200)";" 42171 ( 29987,  54354)";" 619 (  202,  1036)";" 7107 (  2294,  11919)";" 4936 (  1887,  7984)";" 990 (  437,  1543)";" 1481 (  707,  2256)";" 2667 ( 1272,  4061)";"40%"
"2014-12-06";"23";" 8260 ( 6272,  10248)";"122 (  48,  197)";" 41551 ( 29780,  53323)";" 611 (  204,  1017)";" 7009 (  2315,  11702)";" 4868 (  1898,  7839)";" 976 (  438,  1515)";" 1461 (  706,  2216)";" 2630 ( 1272,  3988)";"40%"
"2014-12-05";"22";" 8138 ( 6223,  10053)";"121 (  48,  193)";" 40941 ( 29571,  52311)";" 602 (  206,   999)";" 6912 (  2335,  11489)";" 4801 (  1908,  7695)";" 963 (  440,  1487)";" 1441 (  706,  2176)";" 2594 ( 1271,  3917)";"40%"
"2014-12-04";"21";" 8017 ( 6173,   9861)";"119 (  49,  190)";" 40339 ( 29360,  51317)";" 594 (  207,   980)";" 6817 (  2355,  11280)";" 4736 (  1917,  7555)";" 950 (  441,  1459)";" 1421 (  705,  2138)";" 2559 ( 1270,  3848)";"40%"
"2014-12-03";"20";" 7898 ( 6123,   9673)";"117 (  49,  186)";" 39745 ( 29148,  50342)";" 586 (  209,   963)";" 6724 (  2373,  11075)";" 4671 (  1926,  7416)";" 937 (  442,  1433)";" 1402 (  705,  2099)";" 2524 ( 1268,  3779)";"40%"
"2014-12-02";"19";" 7780 ( 6072,   9489)";"116 (  49,  183)";" 39159 ( 28933,  49385)";" 578 (  210,   945)";" 6631 (  2390,  10873)";" 4607 (  1934,  7281)";" 924 (  443,  1406)";" 1383 (  704,  2062)";" 2489 ( 1267,  3712)";"40%"
"2014-12-01";"18";" 7665 ( 6022,   9308)";"114 (  49,  179)";" 38581 ( 28717,  48445)";" 570 (  212,   928)";" 6540 (  2407,  10674)";" 4544 (  1942,  7147)";" 912 (  443,  1380)";" 1364 (  703,  2025)";" 2455 ( 1265,  3645)";"40%"
"2014-11-30";"17";" 7550 ( 5971,   9130)";"113 (  49,  176)";" 38012 ( 28500,  47523)";" 562 (  213,   911)";" 6451 (  2422,  10480)";" 4482 (  1949,  7016)";" 899 (  444,  1355)";" 1345 (  702,  1989)";" 2422 ( 1263,  3580)";"40%"
"2014-11-29";"16";" 7438 ( 5920,   8956)";"111 (  50,  173)";" 37450 ( 28281,  46618)";" 554 (  214,   894)";" 6362 (  2437,  10288)";" 4421 (  1955,  6888)";" 887 (  444,  1330)";" 1327 (  701,  1954)";" 2389 ( 1261,  3516)";"40%"
"2014-11-28";"15";" 7326 ( 5868,   8785)";"110 (  50,  170)";" 36895 ( 28060,  45730)";" 547 (  216,   878)";" 6275 (  2450,  10100)";" 4361 (  1961,  6761)";" 875 (  445,  1306)";" 1309 (  699,  1919)";" 2356 ( 1259,  3454)";"40%"
"2014-11-27";"14";" 7217 ( 5817,   8617)";"108 (  50,  166)";" 36349 ( 27838,  44859)";" 539 (  217,   862)";" 6189 (  2463,   9916)";" 4302 (  1966,  6637)";" 863 (  445,  1282)";" 1291 (  698,  1884)";" 2324 ( 1257,  3392)";"40%"
"2014-11-26";"13";" 7109 ( 5765,   8453)";"107 (  50,  163)";" 35809 ( 27615,  44004)";" 532 (  218,   846)";" 6105 (  2475,   9734)";" 4243 (  1971,  6515)";" 852 (  446,  1258)";" 1274 (  697,  1851)";" 2293 ( 1254,  3331)";"40%"
"2014-11-25";"12";" 7002 ( 5713,   8291)";"105 (  50,  160)";" 35278 ( 27391,  43165)";" 525 (  219,   831)";" 6021 (  2487,   9556)";" 4185 (  1975,  6396)";" 840 (  446,  1235)";" 1256 (  695,  1818)";" 2262 ( 1251,  3272)";"40%"
"2014-11-24";"11";" 6897 ( 5660,   8133)";"104 (  50,  157)";" 34753 ( 27165,  42341)";" 517 (  219,   815)";" 5939 (  2497,   9381)";" 4129 (  1979,  6278)";" 829 (  446,  1212)";" 1239 (  694,  1785)";" 2231 ( 1248,  3213)";"40%"
"2014-11-23";"10";" 6793 ( 5608,   7978)";"102 (  50,  155)";" 34236 ( 26938,  41533)";" 510 (  220,   800)";" 5858 (  2507,   9209)";" 4073 (  1983,  6163)";" 818 (  446,  1190)";" 1223 (  692,  1753)";" 2201 ( 1245,  3156)";"40%"
"2014-11-22";"9";" 6690 ( 5555,   7825)";"101 (  50,  152)";" 33725 ( 26710,  40741)";" 503 (  221,   786)";" 5778 (  2516,   9040)";" 4017 (  1985,  6049)";" 807 (  446,  1168)";" 1206 (  690,  1722)";" 2171 ( 1242,  3099)";"40%"
"2014-11-21";"8";" 6589 ( 5503,   7676)";"100 (  50,  149)";" 33222 ( 26481,  39963)";" 497 (  222,   771)";" 5699 (  2524,   8875)";" 3963 (  1988,  5938)";" 796 (  446,  1146)";" 1190 (  688,  1691)";" 2141 ( 1239,  3044)";"40%"
"2014-11-20";"7";" 6490 ( 5450,   7530)";" 98 (  50,  146)";" 32725 ( 26251,  39200)";" 490 (  222,   757)";" 5622 (  2531,   8712)";" 3909 (  1990,  5828)";" 785 (  445,  1125)";" 1174 (  686,  1661)";" 2112 ( 1235,  2990)";"40%"
"2014-11-19";"6";" 6392 ( 5397,   7386)";" 97 (  50,  144)";" 32236 ( 26020,  38452)";" 483 (  223,   743)";" 5545 (  2538,   8552)";" 3856 (  1991,  5721)";" 775 (  445,  1104)";" 1158 (  684,  1631)";" 2084 ( 1232,  2936)";"40%"
"2014-11-18";"5";" 6295 ( 5343,   7246)";" 96 (  50,  141)";" 31753 ( 25787,  37718)";" 477 (  223,   730)";" 5470 (  2545,   8395)";" 3804 (  1993,  5616)";" 764 (  445,  1084)";" 1142 (  682,  1602)";" 2056 ( 1228,  2883)";"40%"
"2014-11-17";"4";" 6199 ( 5290,   7108)";" 94 (  50,  138)";" 31276 ( 25554,  36998)";" 470 (  224,   716)";" 5395 (  2550,   8241)";" 3753 (  1993,  5512)";" 754 (  444,  1064)";" 1127 (  680,  1573)";" 2028 ( 1224,  2832)";"40%"
"2014-11-16";"3";" 6105 ( 5236,   6973)";" 93 (  50,  136)";" 30806 ( 25320,  36291)";" 464 (  224,   703)";" 5322 (  2555,   8089)";" 3702 (  1994,  5410)";" 744 (  444,  1044)";" 1111 (  678,  1545)";" 2001 ( 1220,  2781)";"40%"
"2014-11-15";"2";" 6011 ( 5182,   6841)";" 92 (  50,  133)";" 30342 ( 25086,  35599)";" 457 (  225,   690)";" 5250 (  2559,   7940)";" 3652 (  1994,  5310)";" 734 (  443,  1025)";" 1096 (  676,  1517)";" 1974 ( 1216,  2731)";"40%"
"2014-11-14";"1";" 5920 ( 5128,   6711)";" 91 (  50,  131)";" 29885 ( 24850,  34920)";" 451 (  225,   677)";" 5179 (  2563,   7794)";" 3603 (  1993,  5212)";" 724 (  442,  1006)";" 1082 (  673,  1490)";" 1947 ( 1212,  2682)";"40%"
"2014-11-13";"0";" 5829 ( 5074,   6584)";" 89 (  50,  128)";" 29434 ( 24613,  34254)";" 445 (  225,   665)";" 5108 (  2566,   7651)";" 3554 (  1992,  5116)";" 714 (  441,   987)";" 1067 (  671,  1463)";" 1921 ( 1207,  2634)";"40%"
"2014-11-12";"-1";" 5740 ( 5019,   6460)";" 88 (  50,  126)";" 28989 ( 24376,  33601)";" 439 (  225,   653)";" 5039 (  2568,   7510)";" 3506 (  1991,  5021)";" 705 (  441,   969)";" 1053 (  668,  1437)";" 1895 ( 1203,  2587)";"40%"
"2014-11-11";"-2";" 5651 ( 4965,   6338)";" 87 (  50,  124)";" 28550 ( 24138,  32961)";" 433 (  226,   641)";" 4971 (  2570,   7371)";" 3459 (  1990,  4929)";" 695 (  440,   951)";" 1039 (  666,  1411)";" 1869 ( 1198,  2541)";"40%"
"2014-11-10";"-3";" 5564 ( 4910,   6219)";" 86 (  50,  121)";" 28117 ( 23899,  32334)";" 427 (  226,   629)";" 4904 (  2572,   7235)";" 3413 (  1988,  4837)";" 686 (  439,   933)";" 1025 (  663,  1386)";" 1844 ( 1194,  2495)";"40%"
"2014-11-09";"-4";" 5479 ( 4855,   6103)";" 85 (  50,  119)";" 27689 ( 23659,  31720)";" 421 (  226,   617)";" 4837 (  2573,   7102)";" 3367 (  1986,  4748)";" 677 (  438,   916)";" 1011 (  660,  1361)";" 1820 ( 1189,  2450)";"40%"
"2014-11-08";"-5";" 5394 ( 4799,   5989)";" 84 (  50,  117)";" 27268 ( 23418,  31117)";" 416 (  226,   606)";" 4772 (  2573,   6971)";" 3322 (  1983,  4660)";" 668 (  437,   899)";"  997 (  658,  1337)";" 1795 ( 1184,  2406)";"40%"
"2014-11-07";"-6";" 5310 ( 4744,   5877)";" 82 (  50,  115)";" 26852 ( 23177,  30527)";" 410 (  226,   595)";" 4708 (  2573,   6842)";" 3277 (  1980,  4574)";" 659 (  436,   882)";"  984 (  655,  1313)";" 1771 ( 1179,  2363)";"40%"
"2014-11-06";"-7";" 5228 ( 4688,   5768)";" 81 (  50,  113)";" 26442 ( 22934,  29950)";" 405 (  226,   584)";" 4644 (  2572,   6716)";" 3233 (  1977,  4489)";" 650 (  435,   866)";"  971 (  652,  1289)";" 1747 ( 1174,  2321)";"40%"
"2014-11-05";"-8";" 5147 ( 4632,   5662)";" 80 (  50,  111)";" 26037 ( 22691,  29384)";" 399 (  225,   573)";" 4582 (  2571,   6592)";" 3190 (  1974,  4406)";" 641 (  433,   850)";"  958 (  649,  1266)";" 1724 ( 1169,  2279)";"40%"
"2014-11-04";"-9";" 5067 ( 4575,   5558)";" 79 (  50,  108)";" 25638 ( 22446,  28830)";" 394 (  225,   562)";" 4520 (  2570,   6470)";" 3147 (  1970,  4324)";" 633 (  432,   834)";"  945 (  647,  1243)";" 1701 ( 1164,  2238)";"40%"
"2014-11-03";"-10";" 4987 ( 4518,   5457)";" 78 (  50,  106)";" 25244 ( 22201,  28287)";" 389 (  225,   552)";" 4459 (  2568,   6350)";" 3105 (  1966,  4244)";" 624 (  431,   818)";"  932 (  644,  1221)";" 1678 ( 1158,  2198)";"40%"
"2014-11-02";"-11";" 4909 ( 4461,   5358)";" 77 (  50,  104)";" 24856 ( 21955,  27757)";" 383 (  225,   542)";" 4399 (  2565,   6233)";" 3063 (  1962,  4165)";" 616 (  429,   803)";"  920 (  641,  1199)";" 1656 ( 1153,  2159)";"40%"
"2014-11-01";"-12";" 4832 ( 4403,   5261)";" 76 (  49,  103)";" 24473 ( 21707,  27238)";" 378 (  225,   532)";" 4340 (  2562,   6117)";" 3023 (  1957,  4088)";" 608 (  428,   788)";"  908 (  638,  1178)";" 1634 ( 1148,  2120)";"40%"
"2014-10-31";"-13";" 4756 ( 4345,   5167)";" 75 (  49,  101)";" 24094 ( 21459,  26730)";" 373 (  224,   522)";" 4282 (  2559,   6004)";" 2982 (  1953,  4012)";" 600 (  426,   773)";"  896 (  635,  1157)";" 1612 ( 1142,  2082)";"40%"
"2014-10-30";"-14";" 4681 ( 4287,   5076)";" 74 (  49,   99)";" 23721 ( 21209,  26234)";" 368 (  224,   512)";" 4224 (  2556,   5893)";" 2942 (  1948,  3937)";" 592 (  425,   759)";"  884 (  631,  1136)";" 1590 ( 1137,  2044)";"40%"
"2014-10-29";"-15";" 4607 ( 4228,   4986)";" 73 (  49,   97)";" 23353 ( 20957,  25749)";" 363 (  224,   503)";" 4168 (  2551,   5784)";" 2903 (  1942,  3864)";" 584 (  423,   745)";"  872 (  628,  1115)";" 1569 ( 1131,  2008)";"40%"
"2014-10-28";"-16";" 4534 ( 4169,   4900)";" 72 (  49,   95)";" 22990 ( 20705,  25276)";" 358 (  223,   493)";" 4112 (  2547,   5676)";" 2865 (  1937,  3792)";" 576 (  422,   731)";"  860 (  625,  1095)";" 1548 ( 1125,  1972)";"40%"
"2014-10-27";"-17";" 4462 ( 4109,   4815)";" 71 (  49,   93)";" 22632 ( 20450,  24813)";" 353 (  223,   484)";" 4057 (  2542,   5571)";" 2826 (  1931,  3722)";" 569 (  420,   717)";"  849 (  622,  1076)";" 1528 ( 1119,  1936)";"40%"
"2014-10-26";"-18";" 4391 ( 4049,   4733)";" 70 (  49,   92)";" 22278 ( 20195,  24362)";" 349 (  222,   475)";" 4002 (  2537,   5468)";" 2789 (  1925,  3653)";" 561 (  418,   704)";"  838 (  619,  1056)";" 1508 ( 1114,  1902)";"40%"
"2014-10-25";"-19";" 4321 ( 3988,   4654)";" 69 (  49,   90)";" 21930 ( 19937,  23922)";" 344 (  222,   466)";" 3949 (  2532,   5366)";" 2752 (  1919,  3585)";" 554 (  417,   691)";"  826 (  615,  1037)";" 1488 ( 1108,  1867)";"40%"
"2014-10-24";"-20";" 4252 ( 3927,   4576)";" 68 (  48,   88)";" 21586 ( 19678,  23494)";" 339 (  221,   458)";" 3896 (  2526,   5267)";" 2715 (  1913,  3518)";" 547 (  415,   678)";"  815 (  612,  1019)";" 1468 ( 1102,  1834)";"40%"
"2014-10-23";"-21";" 4183 ( 3866,   4501)";" 67 (  48,   87)";" 21246 ( 19416,  23076)";" 335 (  221,   449)";" 3844 (  2520,   5169)";" 2679 (  1906,  3453)";" 539 (  413,   666)";"  805 (  609,  1001)";" 1448 ( 1096,  1801)";"40%"
