"Date";"Days from today";"ETU caseload";"Nurses and paramedics";"Hygienists and nurses aids";"Doctors";"Support staff";"Total"
"2015-03-25";"132";"46645 (13841, 79449)";"23322 ( 6920, 39724)";"23322 ( 6920, 39724)";"4664 (1384, 7944)";"46645 (13841, 79449)";" 97953 (57642, 138264)"
"2015-03-24";"131";"46128 (13316, 78940)";"23064 ( 6658, 39470)";"23064 ( 6658, 39470)";"4613 (1332, 7894)";"46128 (13316, 78940)";" 96869 (56549, 137189)"
"2015-03-23";"130";"45607 (12802, 78412)";"22804 ( 6401, 39207)";"22804 ( 6401, 39207)";"4561 (1280, 7842)";"45607 (12802, 78412)";" 95776 (55464, 136088)"
"2015-03-22";"129";"45084 (12299, 77869)";"22542 ( 6149, 38935)";"22542 ( 6149, 38935)";"4508 (1229, 7787)";"45084 (12299, 77869)";" 94676 (54389, 134963)"
"2015-03-21";"128";"44559 (11808, 77310)";"22280 ( 5905, 38655)";"22280 ( 5905, 38655)";"4456 (1181, 7731)";"44559 (11808, 77310)";" 93575 (53330, 133820)"
"2015-03-20";"127";"44031 (11329, 76733)";"22016 ( 5665, 38367)";"22016 ( 5665, 38367)";"4403 (1133, 7673)";"44031 (11329, 76733)";" 92466 (52281, 132651)"
"2015-03-19";"126";"43501 (10861, 76141)";"21750 ( 5430, 38070)";"21750 ( 5430, 38070)";"4350 (1086, 7614)";"43501 (10861, 76141)";" 91351 (51242, 131460)"
"2015-03-18";"125";"42970 (10407, 75533)";"21485 ( 5203, 37767)";"21485 ( 5203, 37767)";"4297 (1041, 7553)";"42970 (10407, 75533)";" 90237 (50223, 130251)"
"2015-03-17";"124";"42437 ( 9964, 74910)";"21218 ( 4982, 37454)";"21218 ( 4982, 37454)";"4244 ( 997, 7491)";"42437 ( 9964, 74910)";" 89117 (49214, 129020)"
"2015-03-16";"123";"41903 ( 9535, 74271)";"20952 ( 4768, 37136)";"20952 ( 4768, 37136)";"4190 ( 953, 7427)";"41903 ( 9535, 74271)";" 87997 (48223, 127771)"
"2015-03-15";"122";"41368 ( 9119, 73617)";"20684 ( 4559, 36809)";"20684 ( 4559, 36809)";"4137 ( 912, 7362)";"41368 ( 9119, 73617)";" 86873 (47245, 126501)"
"2015-03-14";"121";"40833 ( 8717, 72949)";"20416 ( 4358, 36474)";"20416 ( 4358, 36474)";"4083 ( 871, 7295)";"40833 ( 8717, 72949)";" 85748 (46283, 125213)"
"2015-03-13";"120";"40296 ( 8326, 72266)";"20148 ( 4163, 36133)";"20148 ( 4163, 36133)";"4030 ( 833, 7227)";"40296 ( 8326, 72266)";" 84622 (45337, 123907)"
"2015-03-12";"119";"39760 ( 7950, 71570)";"19880 ( 3975, 35785)";"19880 ( 3975, 35785)";"3976 ( 795, 7157)";"39760 ( 7950, 71570)";" 83496 (44407, 122585)"
"2015-03-11";"118";"39223 ( 7587, 70859)";"19612 ( 3794, 35430)";"19612 ( 3794, 35430)";"3922 ( 758, 7086)";"39223 ( 7587, 70859)";" 82369 (43494, 121244)"
"2015-03-10";"117";"38687 ( 7237, 70137)";"19344 ( 3619, 35069)";"19344 ( 3619, 35069)";"3869 ( 724, 7014)";"38687 ( 7237, 70137)";" 81244 (42598, 119890)"
"2015-03-09";"116";"38151 ( 6901, 69401)";"19076 ( 3451, 34701)";"19076 ( 3451, 34701)";"3815 ( 690, 6940)";"38151 ( 6901, 69401)";" 80118 (41718, 118518)"
"2015-03-08";"115";"37615 ( 6578, 68652)";"18808 ( 3290, 34326)";"18808 ( 3290, 34326)";"3762 ( 658, 6866)";"37615 ( 6578, 68652)";" 78993 (40854, 117132)"
"2015-03-07";"114";"37081 ( 6270, 67892)";"18540 ( 3134, 33946)";"18540 ( 3134, 33946)";"3708 ( 627, 6789)";"37081 ( 6270, 67892)";" 77869 (40007, 115731)"
"2015-03-06";"113";"36547 ( 5974, 67120)";"18274 ( 2987, 33561)";"18274 ( 2987, 33561)";"3655 ( 598, 6712)";"36547 ( 5974, 67120)";" 76750 (39181, 114319)"
"2015-03-05";"112";"36015 ( 5692, 66338)";"18008 ( 2846, 33170)";"18008 ( 2846, 33170)";"3602 ( 570, 6634)";"36015 ( 5692, 66338)";" 75633 (38371, 112895)"
"2015-03-04";"111";"35484 ( 5422, 65546)";"17742 ( 2711, 32773)";"17742 ( 2711, 32773)";"3548 ( 542, 6554)";"35484 ( 5422, 65546)";" 74516 (37576, 111456)"
"2015-03-03";"110";"34955 ( 5167, 64743)";"17478 ( 2584, 32372)";"17478 ( 2584, 32372)";"3496 ( 517, 6475)";"34955 ( 5167, 64743)";" 73407 (36803, 110011)"
"2015-03-02";"109";"34428 ( 4924, 63932)";"17214 ( 2462, 31966)";"17214 ( 2462, 31966)";"3443 ( 493, 6393)";"34428 ( 4924, 63932)";" 72299 (36044, 108554)"
"2015-03-01";"108";"33903 ( 4694, 63112)";"16952 ( 2348, 31556)";"16952 ( 2348, 31556)";"3390 ( 469, 6311)";"33903 ( 4694, 63112)";" 71197 (35305, 107089)"
"2015-02-28";"107";"33381 ( 4478, 62284)";"16690 ( 2239, 31141)";"16690 ( 2239, 31141)";"3338 ( 448, 6228)";"33381 ( 4478, 62284)";" 70099 (34583, 105615)"
"2015-02-27";"106";"32861 ( 4274, 61448)";"16430 ( 2136, 30724)";"16430 ( 2136, 30724)";"3286 ( 427, 6145)";"32861 ( 4274, 61448)";" 69007 (33879, 104135)"
"2015-02-26";"105";"32344 ( 4082, 60606)";"16172 ( 2041, 30303)";"16172 ( 2041, 30303)";"3234 ( 408, 6060)";"32344 ( 4082, 60606)";" 67922 (33194, 102650)"
"2015-02-25";"104";"31830 ( 3903, 59757)";"15915 ( 1952, 29878)";"15915 ( 1952, 29878)";"3183 ( 390, 5976)";"31830 ( 3903, 59757)";" 66843 (32526, 101160)"
"2015-02-24";"103";"31318 ( 3735, 58901)";"15659 ( 1867, 29451)";"15659 ( 1867, 29451)";"3132 ( 374, 5890)";"31318 ( 3735, 58901)";" 65768 (31873,  99663)"
"2015-02-23";"102";"30811 ( 3580, 58042)";"15406 ( 1790, 29022)";"15406 ( 1790, 29022)";"3081 ( 358, 5804)";"30811 ( 3580, 58042)";" 64704 (31242,  98166)"
"2015-02-22";"101";"30306 ( 3435, 57177)";"15153 ( 1717, 28589)";"15153 ( 1717, 28589)";"3031 ( 344, 5718)";"30306 ( 3435, 57177)";" 63643 (30623,  96663)"
"2015-02-21";"100";"29806 ( 3302, 56310)";"14903 ( 1651, 28155)";"14903 ( 1651, 28155)";"2981 ( 331, 5631)";"29806 ( 3302, 56310)";" 62593 (30025,  95161)"
"2015-02-20";"99";"29309 ( 3180, 55438)";"14654 ( 1590, 27718)";"14654 ( 1590, 27718)";"2931 ( 318, 5544)";"29309 ( 3180, 55438)";" 61548 (29440,  93656)"
"2015-02-19";"98";"28816 ( 3068, 54564)";"14408 ( 1534, 27282)";"14408 ( 1534, 27282)";"2882 ( 307, 5457)";"28816 ( 3068, 54564)";" 60514 (28875,  92153)"
"2015-02-18";"97";"28327 ( 2967, 53687)";"14164 ( 1484, 26844)";"14164 ( 1484, 26844)";"2833 ( 297, 5369)";"28327 ( 2967, 53687)";" 59488 (28325,  90651)"
"2015-02-17";"96";"27842 ( 2875, 52809)";"13921 ( 1437, 26405)";"13921 ( 1437, 26405)";"2784 ( 287, 5281)";"27842 ( 2875, 52809)";" 58468 (27788,  89148)"
"2015-02-16";"95";"27362 ( 2793, 51931)";"13681 ( 1397, 25965)";"13681 ( 1397, 25965)";"2736 ( 279, 5193)";"27362 ( 2793, 51931)";" 57460 (27269,  87651)"
"2015-02-15";"94";"26886 ( 2720, 51052)";"13443 ( 1360, 25526)";"13443 ( 1360, 25526)";"2689 ( 272, 5106)";"26886 ( 2720, 51052)";" 56461 (26765,  86157)"
"2015-02-14";"93";"26415 ( 2656, 50174)";"13207 ( 1328, 25086)";"13207 ( 1328, 25086)";"2642 ( 266, 5018)";"26415 ( 2656, 50174)";" 55471 (26276,  84666)"
"2015-02-13";"92";"25949 ( 2601, 49297)";"12974 ( 1300, 24648)";"12974 ( 1300, 24648)";"2595 ( 260, 4930)";"25949 ( 2601, 49297)";" 54492 (25802,  83182)"
"2015-02-12";"91";"25487 ( 2553, 48421)";"12744 ( 1277, 24211)";"12744 ( 1277, 24211)";"2549 ( 256, 4842)";"25487 ( 2553, 48421)";" 53524 (25343,  81705)"
"2015-02-11";"90";"25031 ( 2514, 47548)";"12516 ( 1258, 23774)";"12516 ( 1258, 23774)";"2503 ( 251, 4755)";"25031 ( 2514, 47548)";" 52566 (24897,  80235)"
"2015-02-10";"89";"24579 ( 2481, 46677)";"12290 ( 1241, 23339)";"12290 ( 1241, 23339)";"2458 ( 248, 4668)";"24579 ( 2481, 46677)";" 51617 (24463,  78771)"
"2015-02-09";"88";"24133 ( 2456, 45810)";"12066 ( 1228, 22904)";"12066 ( 1228, 22904)";"2413 ( 245, 4581)";"24133 ( 2456, 45810)";" 50678 (24041,  77315)"
"2015-02-08";"87";"23692 ( 2438, 44946)";"11846 ( 1219, 22473)";"11846 ( 1219, 22473)";"2369 ( 244, 4494)";"23692 ( 2438, 44946)";" 49753 (23635,  75871)"
"2015-02-07";"86";"23257 ( 2426, 44088)";"11628 ( 1212, 22044)";"11628 ( 1212, 22044)";"2326 ( 243, 4409)";"23257 ( 2426, 44088)";" 48839 (23241,  74437)"
"2015-02-06";"85";"22826 ( 2418, 43234)";"11413 ( 1209, 21617)";"11413 ( 1209, 21617)";"2283 ( 242, 4324)";"22826 ( 2418, 43234)";" 47935 (22858,  73012)"
"2015-02-05";"84";"22401 ( 2417, 42385)";"11200 ( 1208, 21192)";"11200 ( 1208, 21192)";"2240 ( 242, 4238)";"22401 ( 2417, 42385)";" 47041 (22484,  71598)"
"2015-02-04";"83";"21982 ( 2421, 41543)";"10991 ( 1211, 20771)";"10991 ( 1211, 20771)";"2198 ( 242, 4154)";"21982 ( 2421, 41543)";" 46162 (22125,  70199)"
"2015-02-03";"82";"21568 ( 2429, 40707)";"10784 ( 1215, 20353)";"10784 ( 1215, 20353)";"2157 ( 243, 4071)";"21568 ( 2429, 40707)";" 45293 (21775,  68811)"
"2015-02-02";"81";"21160 ( 2442, 39878)";"10580 ( 1221, 19939)";"10580 ( 1221, 19939)";"2116 ( 244, 3988)";"21160 ( 2442, 39878)";" 44436 (21435,  67437)"
"2015-02-01";"80";"20758 ( 2459, 39057)";"10379 ( 1230, 19528)";"10379 ( 1230, 19528)";"2076 ( 246, 3906)";"20758 ( 2459, 39057)";" 43592 (21106,  66078)"
"2015-01-31";"79";"20361 ( 2479, 38243)";"10180 ( 1239, 19121)";"10180 ( 1239, 19121)";"2036 ( 248, 3824)";"20361 ( 2479, 38243)";" 42757 (20784,  64730)"
"2015-01-30";"78";"19970 ( 2503, 37437)";" 9985 ( 1251, 18719)";" 9985 ( 1251, 18719)";"1997 ( 250, 3744)";"19970 ( 2503, 37437)";" 41937 (20473,  63401)"
"2015-01-29";"77";"19585 ( 2529, 36641)";" 9792 ( 1264, 18320)";" 9792 ( 1264, 18320)";"1958 ( 252, 3664)";"19585 ( 2529, 36641)";" 41127 (20169,  62085)"
"2015-01-28";"76";"19205 ( 2558, 35852)";" 9602 ( 1278, 17926)";" 9602 ( 1278, 17926)";"1920 ( 255, 3585)";"19205 ( 2558, 35852)";" 40329 (19873,  60785)"
"2015-01-27";"75";"18832 ( 2590, 35074)";" 9416 ( 1295, 17537)";" 9416 ( 1295, 17537)";"1883 ( 259, 3507)";"18832 ( 2590, 35074)";" 39547 (19588,  59506)"
"2015-01-26";"74";"18464 ( 2623, 34305)";" 9232 ( 1311, 17153)";" 9232 ( 1311, 17153)";"1846 ( 262, 3430)";"18464 ( 2623, 34305)";" 38774 (19308,  58240)"
"2015-01-25";"73";"18102 ( 2657, 33547)";" 9051 ( 1329, 16773)";" 9051 ( 1329, 16773)";"1810 ( 266, 3354)";"18102 ( 2657, 33547)";" 38014 (19035,  56993)"
"2015-01-24";"72";"17745 ( 2693, 32797)";" 8872 ( 1346, 16398)";" 8872 ( 1346, 16398)";"1774 ( 269, 3279)";"17745 ( 2693, 32797)";" 37263 (18767,  55759)"
"2015-01-23";"71";"17395 ( 2731, 32059)";" 8698 ( 1366, 16030)";" 8698 ( 1366, 16030)";"1740 ( 274, 3206)";"17395 ( 2731, 32059)";" 36531 (18511,  54551)"
"2015-01-22";"70";"17050 ( 2768, 31332)";" 8525 ( 1384, 15666)";" 8525 ( 1384, 15666)";"1705 ( 277, 3133)";"17050 ( 2768, 31332)";" 35805 (18256,  53354)"
"2015-01-21";"69";"16711 ( 2807, 30615)";" 8356 ( 1404, 15308)";" 8356 ( 1404, 15308)";"1671 ( 281, 3061)";"16711 ( 2807, 30615)";" 35094 (18009,  52179)"
"2015-01-20";"68";"16377 ( 2845, 29909)";" 8189 ( 1423, 14955)";" 8189 ( 1423, 14955)";"1638 ( 285, 2991)";"16377 ( 2845, 29909)";" 34393 (17765,  51021)"
"2015-01-19";"67";"16049 ( 2884, 29214)";" 8024 ( 1441, 14607)";" 8024 ( 1441, 14607)";"1605 ( 288, 2922)";"16049 ( 2884, 29214)";" 33702 (17524,  49880)"
"2015-01-18";"66";"15727 ( 2923, 28531)";" 7864 ( 1462, 14266)";" 7864 ( 1462, 14266)";"1573 ( 293, 2853)";"15727 ( 2923, 28531)";" 33028 (17294,  48762)"
"2015-01-17";"65";"15411 ( 2962, 27860)";" 7706 ( 1481, 13931)";" 7706 ( 1481, 13931)";"1541 ( 296, 2786)";"15411 ( 2962, 27860)";" 32364 (17066,  47662)"
"2015-01-16";"64";"15100 ( 3000, 27200)";" 7550 ( 1500, 13600)";" 7550 ( 1500, 13600)";"1510 ( 300, 2720)";"15100 ( 3000, 27200)";" 31710 (16841,  46579)"
"2015-01-15";"63";"14794 ( 3036, 26552)";" 7397 ( 1518, 13276)";" 7397 ( 1518, 13276)";"1479 ( 303, 2655)";"14794 ( 3036, 26552)";" 31067 (16619,  45515)"
"2015-01-14";"62";"14495 ( 3074, 25916)";" 7247 ( 1536, 12958)";" 7247 ( 1536, 12958)";"1450 ( 308, 2592)";"14495 ( 3074, 25916)";" 30439 (16404,  44474)"
"2015-01-13";"61";"14200 ( 3109, 25291)";" 7100 ( 1554, 12646)";" 7100 ( 1554, 12646)";"1420 ( 311, 2529)";"14200 ( 3109, 25291)";" 29820 (16191,  43449)"
"2015-01-12";"60";"13911 ( 3143, 24679)";" 6956 ( 1572, 12340)";" 6956 ( 1572, 12340)";"1391 ( 314, 2468)";"13911 ( 3143, 24679)";" 29214 (15982,  42446)"
"2015-01-11";"59";"13627 ( 3176, 24078)";" 6814 ( 1589, 12039)";" 6814 ( 1589, 12039)";"1363 ( 318, 2408)";"13627 ( 3176, 24078)";" 28618 (15776,  41460)"
"2015-01-10";"58";"13349 ( 3209, 23489)";" 6674 ( 1604, 11744)";" 6674 ( 1604, 11744)";"1335 ( 321, 2349)";"13349 ( 3209, 23489)";" 28032 (15572,  40492)"
"2015-01-09";"57";"13076 ( 3240, 22912)";" 6538 ( 1620, 11456)";" 6538 ( 1620, 11456)";"1308 ( 324, 2292)";"13076 ( 3240, 22912)";" 27460 (15373,  39547)"
"2015-01-08";"56";"12808 ( 3269, 22347)";" 6404 ( 1634, 11174)";" 6404 ( 1634, 11174)";"1281 ( 327, 2235)";"12808 ( 3269, 22347)";" 26897 (15175,  38619)"
"2015-01-07";"55";"12545 ( 3296, 21794)";" 6272 ( 1648, 10896)";" 6272 ( 1648, 10896)";"1254 ( 329, 2179)";"12545 ( 3296, 21794)";" 26343 (14978,  37708)"
"2015-01-06";"54";"12287 ( 3322, 21252)";" 6144 ( 1662, 10626)";" 6144 ( 1662, 10626)";"1229 ( 333, 2125)";"12287 ( 3322, 21252)";" 25804 (14788,  36820)"
"2015-01-05";"53";"12035 ( 3347, 20723)";" 6018 ( 1674, 10362)";" 6018 ( 1674, 10362)";"1204 ( 335, 2073)";"12035 ( 3347, 20723)";" 25275 (14599,  35951)"
"2015-01-04";"52";"11787 ( 3370, 20204)";" 5894 ( 1686, 10102)";" 5894 ( 1686, 10102)";"1179 ( 337, 2021)";"11787 ( 3370, 20204)";" 24754 (14411,  35097)"
"2015-01-03";"51";"11544 ( 3391, 19697)";" 5772 ( 1696,  9848)";" 5772 ( 1696,  9848)";"1154 ( 339, 1969)";"11544 ( 3391, 19697)";" 24242 (14223,  34261)"
"2015-01-02";"50";"11305 ( 3410, 19200)";" 5652 ( 1704,  9600)";" 5652 ( 1704,  9600)";"1130 ( 340, 1920)";"11305 ( 3410, 19200)";" 23739 (14037,  33441)"
"2015-01-01";"49";"11072 ( 3427, 18717)";" 5536 ( 1714,  9358)";" 5536 ( 1714,  9358)";"1107 ( 343, 1871)";"11072 ( 3427, 18717)";" 23251 (13857,  32645)"
"2014-12-31";"48";"10843 ( 3443, 18243)";" 5422 ( 1722,  9122)";" 5422 ( 1722,  9122)";"1084 ( 344, 1824)";"10843 ( 3443, 18243)";" 22771 (13678,  31864)"
"2014-12-30";"47";"10619 ( 3457, 17781)";" 5310 ( 1729,  8891)";" 5310 ( 1729,  8891)";"1062 ( 346, 1778)";"10619 ( 3457, 17781)";" 22301 (13500,  31102)"
"2014-12-29";"46";"10399 ( 3469, 17329)";" 5200 ( 1735,  8665)";" 5200 ( 1735,  8665)";"1040 ( 347, 1733)";"10399 ( 3469, 17329)";" 21839 (13323,  30355)"
"2014-12-28";"45";"10184 ( 3480, 16888)";" 5092 ( 1740,  8444)";" 5092 ( 1740,  8444)";"1018 ( 348, 1688)";"10184 ( 3480, 16888)";" 21386 (13148,  29624)"
"2014-12-27";"44";" 9973 ( 3488, 16458)";" 4986 ( 1744,  8228)";" 4986 ( 1744,  8228)";" 997 ( 349, 1645)";" 9973 ( 3488, 16458)";" 20942 (12973,  28911)"
"2014-12-26";"43";" 9767 ( 3496, 16038)";" 4884 ( 1748,  8020)";" 4884 ( 1748,  8020)";" 977 ( 350, 1604)";" 9767 ( 3496, 16038)";" 20512 (12806,  28218)"
"2014-12-25";"42";" 9564 ( 3500, 15628)";" 4782 ( 1750,  7814)";" 4782 ( 1750,  7814)";" 956 ( 350, 1562)";" 9564 ( 3500, 15628)";" 20084 (12633,  27535)"
"2014-12-24";"41";" 9366 ( 3504, 15228)";" 4683 ( 1752,  7614)";" 4683 ( 1752,  7614)";" 937 ( 351, 1523)";" 9366 ( 3504, 15228)";" 19669 (12465,  26873)"
"2014-12-23";"40";" 9172 ( 3506, 14838)";" 4586 ( 1753,  7419)";" 4586 ( 1753,  7419)";" 917 ( 350, 1484)";" 9172 ( 3506, 14838)";" 19261 (12298,  26224)"
"2014-12-22";"39";" 8982 ( 3506, 14458)";" 4491 ( 1753,  7229)";" 4491 ( 1753,  7229)";" 898 ( 350, 1446)";" 8982 ( 3506, 14458)";" 18862 (12133,  25591)"
"2014-12-21";"38";" 8796 ( 3505, 14087)";" 4398 ( 1752,  7044)";" 4398 ( 1752,  7044)";" 880 ( 351, 1409)";" 8796 ( 3505, 14087)";" 18472 (11970,  24974)"
"2014-12-20";"37";" 8614 ( 3502, 13726)";" 4307 ( 1751,  6863)";" 4307 ( 1751,  6863)";" 861 ( 350, 1372)";" 8614 ( 3502, 13726)";" 18089 (11807,  24371)"
"2014-12-19";"36";" 8435 ( 3497, 13373)";" 4218 ( 1749,  6687)";" 4218 ( 1749,  6687)";" 844 ( 350, 1338)";" 8435 ( 3497, 13373)";" 17715 (11647,  23783)"
"2014-12-18";"35";" 8261 ( 3492, 13030)";" 4130 ( 1745,  6515)";" 4130 ( 1745,  6515)";" 826 ( 349, 1303)";" 8261 ( 3492, 13030)";" 17347 (11486,  23208)"
"2014-12-17";"34";" 8090 ( 3484, 12696)";" 4045 ( 1742,  6348)";" 4045 ( 1742,  6348)";" 809 ( 348, 1270)";" 8090 ( 3484, 12696)";" 16989 (11329,  22649)"
"2014-12-16";"33";" 7922 ( 3475, 12369)";" 3961 ( 1737,  6185)";" 3961 ( 1737,  6185)";" 792 ( 347, 1237)";" 7922 ( 3475, 12369)";" 16636 (11171,  22101)"
"2014-12-15";"32";" 7759 ( 3466, 12052)";" 3880 ( 1733,  6027)";" 3880 ( 1733,  6027)";" 776 ( 347, 1205)";" 7759 ( 3466, 12052)";" 16295 (11019,  21571)"
"2014-12-14";"31";" 7598 ( 3454, 11742)";" 3799 ( 1727,  5871)";" 3799 ( 1727,  5871)";" 760 ( 346, 1174)";" 7598 ( 3454, 11742)";" 15956 (10863,  21049)"
"2014-12-13";"30";" 7441 ( 3441, 11441)";" 3720 ( 1720,  5720)";" 3720 ( 1720,  5720)";" 744 ( 344, 1144)";" 7441 ( 3441, 11441)";" 15625 (10710,  20540)"
"2014-12-12";"29";" 7288 ( 3428, 11148)";" 3644 ( 1714,  5574)";" 3644 ( 1714,  5574)";" 729 ( 343, 1115)";" 7288 ( 3428, 11148)";" 15305 (10562,  20048)"
"2014-12-11";"28";" 7137 ( 3412, 10862)";" 3568 ( 1706,  5430)";" 3568 ( 1706,  5430)";" 714 ( 342, 1086)";" 7137 ( 3412, 10862)";" 14987 (10410,  19564)"
