"Date";"Days from today";"PPE (m3)";"PPE (tons)";"Body bags (m3)";"Body bags (tons)";"Chlorine (m3)";"Chlorine (tons)";"Medical supplies (m3)";"Medical supplies (tons)";"Lab supplies (m3)";"Lab supplies (tons)";"Total (m3)";"Total (tons)"
"2015-04-19";"157";"3976.2 (2511.8, 5440.5)";"826.3 (522.0, 1130.6)";"10.7 (6.7, 14.6)";"1.1 (0.7, 1.5)";"4.3 (2.7, 5.8)";"4.3 (2.7, 5.8)";"61.4 (38.8, 84.0)";"30.7 (19.4, 42.0)";"6.7 (4.2, 9.1)";"3.2 (2.0, 4.4)";"4059.2 (2564.3, 5554.1)";"865.6 (546.8, 1184.3)"
"2015-04-18";"156";"3950.1 (2474.2, 5425.9)";"820.9 (514.2, 1127.6)";"10.6 (6.6, 14.6)";"1.1 (0.7, 1.5)";"4.2 (2.7, 5.8)";"4.2 (2.7, 5.8)";"61.0 (38.2, 83.8)";"30.5 (19.1, 41.9)";"6.6 (4.2, 9.1)";"3.2 (2.0, 4.4)";"4032.5 (2525.9, 5539.2)";"859.9 (538.6, 1181.1)"
"2015-04-17";"155";"3923.5 (2436.2, 5410.8)";"815.4 (506.3, 1124.4)";"10.5 (6.5, 14.5)";"1.1 (0.7, 1.5)";"4.2 (2.6, 5.8)";"4.2 (2.6, 5.8)";"60.6 (37.6, 83.6)";"30.3 (18.8, 41.8)";"6.6 (4.1, 9.1)";"3.2 (2.0, 4.4)";"4005.4 (2487.0, 5523.8)";"854.1 (530.3, 1177.8)"
"2015-04-16";"154";"3896.3 (2397.7, 5395.0)";"809.7 (498.3, 1121.2)";"10.5 (6.4, 14.5)";"1.0 (0.6, 1.4)";"4.2 (2.6, 5.8)";"4.2 (2.6, 5.8)";"60.2 (37.0, 83.3)";"30.1 (18.5, 41.7)";"6.5 (4.0, 9.1)";"3.1 (1.9, 4.3)";"3977.7 (2447.7, 5507.6)";"848.2 (521.9, 1174.4)"
"2015-04-15";"153";"3868.7 (2358.9, 5378.6)";"804.0 (490.2, 1117.8)";"10.4 (6.3, 14.4)";"1.0 (0.6, 1.4)";"4.2 (2.5, 5.8)";"4.2 (2.5, 5.8)";"59.7 (36.4, 83.1)";"29.9 (18.2, 41.5)";"6.5 (4.0, 9.0)";"3.1 (1.9, 4.3)";"3949.5 (2408.1, 5490.9)";"842.2 (513.5, 1170.8)"
"2015-04-14";"152";"3840.7 (2319.8, 5361.6)";"798.2 (482.1, 1114.2)";"10.3 (6.2, 14.4)";"1.0 (0.6, 1.4)";"4.1 (2.5, 5.8)";"4.1 (2.5, 5.8)";"59.3 (35.8, 82.8)";"29.7 (17.9, 41.4)";"6.4 (3.9, 9.0)";"3.1 (1.9, 4.3)";"3920.9 (2368.2, 5473.5)";"836.1 (505.0, 1167.1)"
"2015-04-13";"151";"3812.1 (2280.4, 5343.8)";"792.2 (473.9, 1110.5)";"10.2 (6.1, 14.4)";"1.0 (0.6, 1.4)";"4.1 (2.4, 5.7)";"4.1 (2.4, 5.7)";"58.9 (35.2, 82.5)";"29.4 (17.6, 41.3)";"6.4 (3.8, 9.0)";"3.1 (1.8, 4.3)";"3891.7 (2328.0, 5455.4)";"829.8 (496.4, 1163.3)"
"2015-04-12";"150";"3783.1 (2240.9, 5325.3)";"786.2 (465.7, 1106.7)";"10.2 (6.0, 14.3)";"1.0 (0.6, 1.4)";"4.1 (2.4, 5.7)";"4.1 (2.4, 5.7)";"58.4 (34.6, 82.2)";"29.2 (17.3, 41.1)";"6.4 (3.8, 8.9)";"3.0 (1.8, 4.3)";"3862.1 (2287.7, 5436.5)";"823.5 (487.8, 1159.2)"
"2015-04-11";"149";"3753.6 (2201.2, 5306.0)";"780.1 (457.4, 1102.7)";"10.1 (5.9, 14.3)";"1.0 (0.6, 1.4)";"4.0 (2.4, 5.7)";"4.0 (2.4, 5.7)";"58.0 (34.0, 81.9)";"29.0 (17.0, 41.0)";"6.3 (3.7, 8.9)";"3.0 (1.8, 4.3)";"3832.0 (2247.2, 5416.8)";"817.1 (479.2, 1155.1)"
"2015-04-10";"148";"3723.7 (2161.4, 5286.0)";"773.8 (449.2, 1098.5)";"10.0 (5.8, 14.2)";"1.0 (0.6, 1.4)";"4.0 (2.3, 5.7)";"4.0 (2.3, 5.7)";"57.5 (33.4, 81.6)";"28.8 (16.7, 40.8)";"6.3 (3.6, 8.9)";"3.0 (1.7, 4.3)";"3801.5 (2206.6, 5396.4)";"810.6 (470.5, 1150.7)"
"2015-04-09";"147";"3693.4 (2121.6, 5265.2)";"767.5 (440.9, 1094.2)";" 9.9 (5.7, 14.1)";"1.0 (0.6, 1.4)";"4.0 (2.3, 5.7)";"4.0 (2.3, 5.7)";"57.0 (32.8, 81.3)";"28.5 (16.4, 40.7)";"6.2 (3.6, 8.8)";"3.0 (1.7, 4.2)";"3770.5 (2165.9, 5375.2)";"804.0 (461.8, 1146.2)"
"2015-04-08";"146";"3662.6 (2081.7, 5243.6)";"761.2 (432.6, 1089.7)";" 9.8 (5.6, 14.1)";"1.0 (0.6, 1.4)";"3.9 (2.2, 5.6)";"3.9 (2.2, 5.6)";"56.6 (32.1, 81.0)";"28.3 (16.1, 40.5)";"6.1 (3.5, 8.8)";"3.0 (1.7, 4.2)";"3739.1 (2125.2, 5353.1)";"797.3 (453.2, 1141.5)"
"2015-04-07";"145";"3631.5 (2041.8, 5221.1)";"754.7 (424.3, 1085.0)";" 9.8 (5.5, 14.0)";"1.0 (0.5, 1.4)";"3.9 (2.2, 5.6)";"3.9 (2.2, 5.6)";"56.1 (31.5, 80.6)";"28.0 (15.8, 40.3)";"6.1 (3.4, 8.8)";"2.9 (1.6, 4.2)";"3707.3 (2084.5, 5330.1)";"790.5 (444.5, 1136.6)"
"2015-04-06";"144";"3599.9 (2002.1, 5197.8)";"748.1 (416.1, 1080.2)";" 9.7 (5.4, 14.0)";"1.0 (0.5, 1.4)";"3.9 (2.2, 5.6)";"3.9 (2.2, 5.6)";"55.6 (30.9, 80.3)";"27.8 (15.5, 40.1)";"6.0 (3.4, 8.7)";"2.9 (1.6, 4.2)";"3675.1 (2043.9, 5306.3)";"783.7 (435.8, 1131.5)"
"2015-04-05";"143";"3568.0 (1962.4, 5173.6)";"741.5 (407.8, 1075.2)";" 9.6 (5.3, 13.9)";"1.0 (0.5, 1.4)";"3.8 (2.1, 5.6)";"3.8 (2.1, 5.6)";"55.1 (30.3, 79.9)";"27.6 (15.2, 39.9)";"6.0 (3.3, 8.7)";"2.9 (1.6, 4.2)";"3642.5 (2003.4, 5281.6)";"776.7 (427.2, 1126.2)"
"2015-04-04";"142";"3535.7 (1922.8, 5148.5)";"734.8 (399.6, 1069.9)";" 9.5 (5.2, 13.8)";"0.9 (0.5, 1.4)";"3.8 (2.1, 5.5)";"3.8 (2.1, 5.5)";"54.6 (29.7, 79.5)";"27.3 (14.8, 39.8)";"5.9 (3.2, 8.6)";"2.8 (1.5, 4.1)";"3609.5 (1963.0, 5256.0)";"769.7 (418.6, 1120.8)"
"2015-04-03";"141";"3503.0 (1883.5, 5122.5)";"728.0 (391.4, 1064.5)";" 9.4 (5.1, 13.8)";"0.9 (0.5, 1.4)";"3.8 (2.0, 5.5)";"3.8 (2.0, 5.5)";"54.1 (29.1, 79.1)";"27.0 (14.5, 39.6)";"5.9 (3.2, 8.6)";"2.8 (1.5, 4.1)";"3576.2 (1922.8, 5229.5)";"762.6 (410.0, 1115.1)"
"2015-04-02";"140";"3470.0 (1844.3, 5095.7)";"721.1 (383.3, 1059.0)";" 9.3 (5.0, 13.7)";"0.9 (0.5, 1.4)";"3.7 (2.0, 5.5)";"3.7 (2.0, 5.5)";"53.6 (28.5, 78.7)";"26.8 (14.2, 39.3)";"5.8 (3.1, 8.6)";"2.8 (1.5, 4.1)";"3542.5 (1882.8, 5202.1)";"755.4 (401.5, 1109.3)"
"2015-04-01";"139";"3436.7 (1805.4, 5067.9)";"714.2 (375.2, 1053.2)";" 9.2 (4.8, 13.6)";"0.9 (0.5, 1.4)";"3.7 (1.9, 5.4)";"3.7 (1.9, 5.4)";"53.1 (27.9, 78.3)";"26.5 (13.9, 39.1)";"5.8 (3.0, 8.5)";"2.8 (1.5, 4.1)";"3508.4 (1843.1, 5173.7)";"748.1 (393.0, 1103.2)"
"2015-03-31";"138";"3403.0 (1766.8, 5039.2)";"707.2 (367.2, 1047.2)";" 9.1 (4.7, 13.5)";"0.9 (0.5, 1.4)";"3.7 (1.9, 5.4)";"3.7 (1.9, 5.4)";"52.6 (27.3, 77.8)";"26.3 (13.6, 38.9)";"5.7 (3.0, 8.5)";"2.7 (1.4, 4.1)";"3474.1 (1803.7, 5144.4)";"740.8 (384.6, 1097.0)"
"2015-03-30";"137";"3369.1 (1728.5, 5009.6)";"700.1 (359.2, 1041.1)";" 9.0 (4.6, 13.5)";"0.9 (0.5, 1.3)";"3.6 (1.9, 5.4)";"3.6 (1.9, 5.4)";"52.0 (26.7, 77.4)";"26.0 (13.3, 38.7)";"5.7 (2.9, 8.4)";"2.7 (1.4, 4.0)";"3439.4 (1764.6, 5114.2)";"733.4 (376.3, 1090.5)"
"2015-03-29";"136";"3334.8 (1690.5, 4979.1)";"693.0 (351.3, 1034.7)";" 9.0 (4.5, 13.4)";"0.9 (0.5, 1.3)";"3.6 (1.8, 5.3)";"3.6 (1.8, 5.3)";"51.5 (26.1, 76.9)";"25.8 (13.1, 38.4)";"5.6 (2.8, 8.4)";"2.7 (1.4, 4.0)";"3404.4 (1725.8, 5083.0)";"725.9 (368.0, 1083.9)"
"2015-03-28";"135";"3300.3 (1653.0, 4947.6)";"685.9 (343.5, 1028.2)";" 8.9 (4.4, 13.3)";"0.9 (0.4, 1.3)";"3.5 (1.8, 5.3)";"3.5 (1.8, 5.3)";"51.0 (25.5, 76.4)";"25.5 (12.8, 38.2)";"5.5 (2.8, 8.3)";"2.7 (1.3, 4.0)";"3369.2 (1687.5, 5050.9)";"718.4 (359.8, 1077.0)"
"2015-03-27";"134";"3265.5 (1615.8, 4915.3)";"678.6 (335.8, 1021.5)";" 8.8 (4.3, 13.2)";"0.9 (0.4, 1.3)";"3.5 (1.7, 5.3)";"3.5 (1.7, 5.3)";"50.4 (25.0, 75.9)";"25.2 (12.5, 38.0)";"5.5 (2.7, 8.3)";"2.6 (1.3, 4.0)";"3333.7 (1649.5, 5017.9)";"710.9 (351.7, 1070.0)"
"2015-03-26";"133";"3230.5 (1579.0, 4882.0)";"671.4 (328.1, 1014.6)";" 8.7 (4.2, 13.1)";"0.9 (0.4, 1.3)";"3.5 (1.7, 5.2)";"3.5 (1.7, 5.2)";"49.9 (24.4, 75.4)";"24.9 (12.2, 37.7)";"5.4 (2.7, 8.2)";"2.6 (1.3, 3.9)";"3298.0 (1612.0, 4984.0)";"703.2 (343.7, 1062.7)"
"2015-03-25";"132";"3195.3 (1542.7, 4847.8)";"664.0 (320.6, 1007.5)";" 8.6 (4.1, 13.0)";"0.9 (0.4, 1.3)";"3.4 (1.7, 5.2)";"3.4 (1.7, 5.2)";"49.3 (23.8, 74.9)";"24.7 (11.9, 37.4)";"5.4 (2.6, 8.1)";"2.6 (1.2, 3.9)";"3262.0 (1574.9, 4949.1)";"695.6 (335.8, 1055.3)"
"2015-03-24";"131";"3159.8 (1506.9, 4812.7)";"656.7 (313.2, 1000.2)";" 8.5 (4.0, 12.9)";"0.8 (0.4, 1.3)";"3.4 (1.6, 5.2)";"3.4 (1.6, 5.2)";"48.8 (23.3, 74.3)";"24.4 (11.6, 37.2)";"5.3 (2.5, 8.1)";"2.5 (1.2, 3.9)";"3225.8 (1538.3, 4913.2)";"687.8 (328.0, 1047.7)"
"2015-03-23";"130";"3124.2 (1471.6, 4776.8)";"649.3 (305.8,  992.7)";" 8.4 (4.0, 12.8)";"0.8 (0.4, 1.3)";"3.4 (1.6, 5.1)";"3.4 (1.6, 5.1)";"48.2 (22.7, 73.8)";"24.1 (11.4, 36.9)";"5.2 (2.5, 8.0)";"2.5 (1.2, 3.8)";"3189.4 (1502.3, 4876.5)";"680.1 (320.3, 1039.8)"
"2015-03-22";"129";"3088.3 (1436.8, 4739.9)";"641.8 (298.6,  985.0)";" 8.3 (3.9, 12.7)";"0.8 (0.4, 1.3)";"3.3 (1.5, 5.1)";"3.3 (1.5, 5.1)";"47.7 (22.2, 73.2)";"23.8 (11.1, 36.6)";"5.2 (2.4, 8.0)";"2.5 (1.2, 3.8)";"3152.8 (1466.8, 4838.9)";"672.3 (312.8, 1031.8)"
"2015-03-21";"128";"3052.3 (1402.5, 4702.2)";"634.3 (291.5,  977.2)";" 8.2 (3.8, 12.6)";"0.8 (0.4, 1.3)";"3.3 (1.5, 5.1)";"3.3 (1.5, 5.1)";"47.1 (21.7, 72.6)";"23.6 (10.8, 36.3)";"5.1 (2.4, 7.9)";"2.5 (1.1, 3.8)";"3116.1 (1431.8, 4800.4)";"664.5 (305.3, 1023.6)"
"2015-03-20";"127";"3016.2 (1368.8, 4663.6)";"626.8 (284.5,  969.2)";" 8.1 (3.7, 12.5)";"0.8 (0.4, 1.3)";"3.2 (1.5, 5.0)";"3.2 (1.5, 5.0)";"46.6 (21.1, 72.0)";"23.3 (10.6, 36.0)";"5.1 (2.3, 7.8)";"2.4 (1.1, 3.8)";"3079.2 (1397.4, 4761.0)";"656.6 (298.0, 1015.2)"
"2015-03-19";"126";"2979.9 (1335.6, 4624.2)";"619.3 (277.6,  961.0)";" 8.0 (3.6, 12.4)";"0.8 (0.4, 1.2)";"3.2 (1.4, 5.0)";"3.2 (1.4, 5.0)";"46.0 (20.6, 71.4)";"23.0 (10.3, 35.7)";"5.0 (2.2, 7.8)";"2.4 (1.1, 3.7)";"3042.1 (1363.5, 4720.8)";"648.7 (290.8, 1006.6)"
"2015-03-18";"125";"2943.5 (1303.1, 4584.0)";"611.7 (270.8,  952.6)";" 7.9 (3.5, 12.3)";"0.8 (0.3, 1.2)";"3.2 (1.4, 4.9)";"3.2 (1.4, 4.9)";"45.5 (20.1, 70.8)";"22.7 (10.1, 35.4)";"4.9 (2.2, 7.7)";"2.4 (1.0, 3.7)";"3005.0 (1330.3, 4679.7)";"640.8 (283.7,  997.9)"
"2015-03-17";"124";"2907.0 (1271.2, 4542.9)";"604.1 (264.2,  944.1)";" 7.8 (3.4, 12.2)";"0.8 (0.3, 1.2)";"3.1 (1.4, 4.9)";"3.1 (1.4, 4.9)";"44.9 (19.6, 70.2)";"22.4 ( 9.8, 35.1)";"4.9 (2.1, 7.6)";"2.3 (1.0, 3.7)";"2967.7 (1297.7, 4637.8)";"632.8 (276.7,  988.9)"
"2015-03-16";"123";"2870.5 (1239.9, 4501.0)";"596.5 (257.7,  935.4)";" 7.7 (3.3, 12.1)";"0.8 (0.3, 1.2)";"3.1 (1.3, 4.8)";"3.1 (1.3, 4.8)";"44.3 (19.1, 69.5)";"22.2 ( 9.6, 34.8)";"4.8 (2.1, 7.6)";"2.3 (1.0, 3.6)";"2930.4 (1265.8, 4595.0)";"624.9 (269.9,  979.8)"
"2015-03-15";"122";"2833.8 (1209.2, 4458.4)";"588.9 (251.3,  926.5)";" 7.6 (3.2, 12.0)";"0.8 (0.3, 1.2)";"3.0 (1.3, 4.8)";"3.0 (1.3, 4.8)";"43.8 (18.7, 68.9)";"21.9 ( 9.3, 34.4)";"4.8 (2.0, 7.5)";"2.3 (1.0, 3.6)";"2893.0 (1234.5, 4551.5)";"616.9 (263.2,  970.5)"
"2015-03-14";"121";"2797.1 (1179.2, 4415.0)";"581.3 (245.1,  917.5)";" 7.5 (3.2, 11.9)";"0.8 (0.3, 1.2)";"3.0 (1.3, 4.7)";"3.0 (1.3, 4.7)";"43.2 (18.2, 68.2)";"21.6 ( 9.1, 34.1)";"4.7 (2.0, 7.4)";"2.3 (1.0, 3.6)";"2855.5 (1203.8, 4507.2)";"608.9 (256.7,  961.1)"
"2015-03-13";"120";"2760.4 (1149.8, 4370.9)";"573.6 (239.0,  908.3)";" 7.4 (3.1, 11.7)";"0.7 (0.3, 1.2)";"3.0 (1.2, 4.7)";"3.0 (1.2, 4.7)";"42.6 (17.8, 67.5)";"21.3 ( 8.9, 33.8)";"4.6 (1.9, 7.3)";"2.2 (0.9, 3.5)";"2818.0 (1173.9, 4462.2)";"600.9 (250.3,  951.5)"
"2015-03-12";"119";"2723.6 (1121.2, 4326.1)";"566.0 (233.0,  899.0)";" 7.3 (3.0, 11.6)";"0.7 (0.3, 1.2)";"2.9 (1.2, 4.6)";"2.9 (1.2, 4.6)";"42.1 (17.3, 66.8)";"21.0 ( 8.7, 33.4)";"4.6 (1.9, 7.3)";"2.2 (0.9, 3.5)";"2780.5 (1144.6, 4416.4)";"592.9 (244.1,  941.7)"
"2015-03-11";"118";"2686.9 (1093.1, 4280.6)";"558.4 (227.2,  889.6)";" 7.2 (2.9, 11.5)";"0.7 (0.3, 1.1)";"2.9 (1.2, 4.6)";"2.9 (1.2, 4.6)";"41.5 (16.9, 66.1)";"20.7 ( 8.4, 33.1)";"4.5 (1.8, 7.2)";"2.2 (0.9, 3.4)";"2743.0 (1116.0, 4370.0)";"584.9 (238.0,  931.8)"
"2015-03-10";"117";"2650.1 (1065.8, 4234.4)";"550.7 (221.5,  880.0)";" 7.1 (2.9, 11.4)";"0.7 (0.3, 1.1)";"2.8 (1.1, 4.5)";"2.8 (1.1, 4.5)";"40.9 (16.5, 65.4)";"20.5 ( 8.2, 32.7)";"4.4 (1.8, 7.1)";"2.1 (0.9, 3.4)";"2705.5 (1088.1, 4322.8)";"576.9 (232.0,  921.8)"
"2015-03-09";"116";"2613.4 (1039.1, 4187.6)";"543.1 (216.0,  870.3)";" 7.0 (2.8, 11.2)";"0.7 (0.3, 1.1)";"2.8 (1.1, 4.5)";"2.8 (1.1, 4.5)";"40.4 (16.0, 64.7)";"20.2 ( 8.0, 32.3)";"4.4 (1.7, 7.0)";"2.1 (0.8, 3.4)";"2668.0 (1060.8, 4275.1)";"568.9 (226.2,  911.6)"
"2015-03-08";"115";"2576.7 (1013.2, 4140.2)";"535.5 (210.6,  860.4)";" 6.9 (2.7, 11.1)";"0.7 (0.3, 1.1)";"2.8 (1.1, 4.4)";"2.8 (1.1, 4.4)";"39.8 (15.6, 63.9)";"19.9 ( 7.8, 32.0)";"4.3 (1.7, 6.9)";"2.1 (0.8, 3.3)";"2630.5 (1034.4, 4226.7)";"560.9 (220.6,  901.3)"
"2015-03-07";"114";"2540.1 ( 987.9, 4092.2)";"527.9 (205.3,  850.4)";" 6.8 (2.7, 11.0)";"0.7 (0.3, 1.1)";"2.7 (1.1, 4.4)";"2.7 (1.1, 4.4)";"39.2 (15.3, 63.2)";"19.6 ( 7.6, 31.6)";"4.3 (1.7, 6.9)";"2.0 (0.8, 3.3)";"2593.1 (1008.6, 4177.7)";"552.9 (215.1,  890.8)"
"2015-03-06";"113";"2503.5 ( 963.4, 4043.7)";"520.3 (200.2,  840.3)";" 6.7 (2.6, 10.9)";"0.7 (0.3, 1.1)";"2.7 (1.0, 4.3)";"2.7 (1.0, 4.3)";"38.7 (14.9, 62.4)";"19.3 ( 7.4, 31.2)";"4.2 (1.6, 6.8)";"2.0 (0.8, 3.3)";"2555.8 ( 983.5, 4128.2)";"545.0 (209.7,  880.3)"
"2015-03-05";"112";"2467.1 ( 939.5, 3994.7)";"512.7 (195.2,  830.2)";" 6.6 (2.5, 10.7)";"0.7 (0.3, 1.1)";"2.7 (1.0, 4.3)";"2.7 (1.0, 4.3)";"38.1 (14.5, 61.7)";"19.1 ( 7.3, 30.8)";"4.1 (1.6, 6.7)";"2.0 (0.8, 3.2)";"2518.6 ( 959.1, 4078.1)";"537.1 (204.5,  869.6)"
"2015-03-04";"111";"2430.7 ( 916.3, 3945.1)";"505.1 (190.4,  819.9)";" 6.5 (2.5, 10.6)";"0.7 (0.2, 1.1)";"2.6 (1.0, 4.2)";"2.6 (1.0, 4.2)";"37.5 (14.2, 60.9)";"18.8 ( 7.1, 30.5)";"4.1 (1.5, 6.6)";"2.0 (0.7, 3.2)";"2481.5 ( 935.5, 4027.5)";"529.1 (199.5,  858.8)"
"2015-03-03";"110";"2394.5 ( 893.9, 3895.1)";"497.6 (185.8,  809.5)";" 6.4 (2.4, 10.5)";"0.6 (0.2, 1.0)";"2.6 (1.0, 4.2)";"2.6 (1.0, 4.2)";"37.0 (13.8, 60.2)";"18.5 ( 6.9, 30.1)";"4.0 (1.5, 6.5)";"1.9 (0.7, 3.1)";"2444.5 ( 912.5, 3976.5)";"521.2 (194.6,  847.9)"
"2015-03-02";"109";"2358.4 ( 872.1, 3844.7)";"490.1 (181.2,  799.0)";" 6.3 (2.3, 10.3)";"0.6 (0.2, 1.0)";"2.5 (0.9, 4.1)";"2.5 (0.9, 4.1)";"36.4 (13.5, 59.4)";"18.2 ( 6.7, 29.7)";"4.0 (1.5, 6.5)";"1.9 (0.7, 3.1)";"2407.6 ( 890.3, 3925.0)";"513.4 (189.8,  836.9)"
"2015-03-01";"108";"2322.5 ( 851.0, 3793.9)";"482.6 (176.9,  788.4)";" 6.2 (2.3, 10.2)";"0.6 (0.2, 1.0)";"2.5 (0.9, 4.1)";"2.5 (0.9, 4.1)";"35.9 (13.1, 58.6)";"17.9 ( 6.6, 29.3)";"3.9 (1.4, 6.4)";"1.9 (0.7, 3.1)";"2370.9 ( 868.8, 3873.1)";"505.6 (185.3,  825.9)"
"2015-02-28";"107";"2286.7 ( 830.6, 3742.7)";"475.2 (172.6,  777.8)";" 6.1 (2.2, 10.1)";"0.6 (0.2, 1.0)";"2.5 (0.9, 4.0)";"2.5 (0.9, 4.0)";"35.3 (12.8, 57.8)";"17.7 ( 6.4, 28.9)";"3.8 (1.4, 6.3)";"1.8 (0.7, 3.0)";"2334.4 ( 848.0, 3820.8)";"497.8 (180.8,  814.7)"
"2015-02-27";"106";"2251.0 ( 810.9, 3691.1)";"467.8 (168.5,  767.1)";" 6.0 (2.2,  9.9)";"0.6 (0.2, 1.0)";"2.4 (0.9, 4.0)";"2.4 (0.9, 4.0)";"34.8 (12.5, 57.0)";"17.4 ( 6.3, 28.5)";"3.8 (1.4, 6.2)";"1.8 (0.7, 3.0)";"2298.0 ( 827.9, 3768.2)";"490.0 (176.5,  803.5)"
"2015-02-26";"105";"2215.6 ( 791.9, 3639.3)";"460.4 (164.6,  756.3)";" 6.0 (2.1,  9.8)";"0.6 (0.2, 1.0)";"2.4 (0.9, 3.9)";"2.4 (0.9, 3.9)";"34.2 (12.2, 56.2)";"17.1 ( 6.1, 28.1)";"3.7 (1.3, 6.1)";"1.8 (0.6, 2.9)";"2261.9 ( 808.4, 3715.3)";"482.3 (172.4,  792.2)"
