"Date";"Days from today";"ETU caseload";"Nurses and paramedics";"Hygienists and nurses aids";"Doctors";"Support staff";"Total"
"2015-03-24";"131";" 6596 (-1171, 14363)";"3298 ( -586,  7182)";"3298 ( -586,  7182)";" 660 (-117, 1437)";" 6596 (-1171, 14363)";"13852 (4307, 23397)"
"2015-03-23";"130";" 6507 (-1122, 14136)";"3253 ( -561,  7067)";"3253 ( -561,  7067)";" 651 (-112, 1414)";" 6507 (-1122, 14136)";"13664 (4289, 23039)"
"2015-03-22";"129";" 6418 (-1074, 13910)";"3209 ( -537,  6955)";"3209 ( -537,  6955)";" 642 (-107, 1391)";" 6418 (-1074, 13910)";"13478 (4271, 22685)"
"2015-03-21";"128";" 6331 (-1027, 13689)";"3166 ( -513,  6845)";"3166 ( -513,  6845)";" 633 (-103, 1369)";" 6331 (-1027, 13689)";"13296 (4255, 22337)"
"2015-03-20";"127";" 6245 ( -980, 13470)";"3122 ( -490,  6734)";"3122 ( -490,  6734)";" 624 ( -98, 1346)";" 6245 ( -980, 13470)";"13113 (4235, 21991)"
"2015-03-19";"126";" 6159 ( -935, 13253)";"3080 ( -467,  6627)";"3080 ( -467,  6627)";" 616 ( -93, 1325)";" 6159 ( -935, 13253)";"12935 (4218, 21652)"
"2015-03-18";"125";" 6075 ( -890, 13040)";"3038 ( -445,  6521)";"3038 ( -445,  6521)";" 608 ( -89, 1305)";" 6075 ( -890, 13040)";"12759 (4200, 21318)"
"2015-03-17";"124";" 5992 ( -846, 12830)";"2996 ( -423,  6415)";"2996 ( -423,  6415)";" 599 ( -85, 1283)";" 5992 ( -846, 12830)";"12583 (4180, 20986)"
"2015-03-16";"123";" 5910 ( -803, 12623)";"2955 ( -401,  6311)";"2955 ( -401,  6311)";" 591 ( -80, 1262)";" 5910 ( -803, 12623)";"12411 (4162, 20660)"
"2015-03-15";"122";" 5829 ( -760, 12418)";"2914 ( -381,  6209)";"2914 ( -381,  6209)";" 583 ( -76, 1242)";" 5829 ( -760, 12418)";"12240 (4143, 20337)"
"2015-03-14";"121";" 5749 ( -719, 12217)";"2874 ( -360,  6108)";"2874 ( -360,  6108)";" 575 ( -72, 1222)";" 5749 ( -719, 12217)";"12072 (4124, 20020)"
"2015-03-13";"120";" 5670 ( -678, 12018)";"2835 ( -339,  6009)";"2835 ( -339,  6009)";" 567 ( -68, 1202)";" 5670 ( -678, 12018)";"11907 (4107, 19707)"
"2015-03-12";"119";" 5592 ( -638, 11822)";"2796 ( -319,  5911)";"2796 ( -319,  5911)";" 559 ( -64, 1182)";" 5592 ( -638, 11822)";"11743 (4088, 19398)"
"2015-03-11";"118";" 5515 ( -599, 11629)";"2758 ( -299,  5815)";"2758 ( -299,  5815)";" 552 ( -59, 1163)";" 5515 ( -599, 11629)";"11583 (4071, 19095)"
"2015-03-10";"117";" 5439 ( -560, 11438)";"2720 ( -280,  5720)";"2720 ( -280,  5720)";" 544 ( -56, 1144)";" 5439 ( -560, 11438)";"11423 (4051, 18795)"
"2015-03-09";"116";" 5364 ( -522, 11250)";"2682 ( -261,  5625)";"2682 ( -261,  5625)";" 536 ( -53, 1125)";" 5364 ( -522, 11250)";"11264 (4031, 18497)"
"2015-03-08";"115";" 5290 ( -485, 11065)";"2645 ( -243,  5533)";"2645 ( -243,  5533)";" 529 ( -49, 1107)";" 5290 ( -485, 11065)";"11109 (4012, 18206)"
"2015-03-07";"114";" 5217 ( -449, 10883)";"2608 ( -225,  5441)";"2608 ( -225,  5441)";" 522 ( -45, 1089)";" 5217 ( -449, 10883)";"10955 (3992, 17918)"
"2015-03-06";"113";" 5145 ( -414, 10704)";"2572 ( -207,  5351)";"2572 ( -207,  5351)";" 514 ( -42, 1070)";" 5145 ( -414, 10704)";"10803 (3972, 17634)"
"2015-03-05";"112";" 5074 ( -379, 10527)";"2537 ( -189,  5263)";"2537 ( -189,  5263)";" 507 ( -38, 1052)";" 5074 ( -379, 10527)";"10655 (3955, 17355)"
"2015-03-04";"111";" 5004 ( -345, 10353)";"2502 ( -172,  5176)";"2502 ( -172,  5176)";" 500 ( -35, 1035)";" 5004 ( -345, 10353)";"10508 (3936, 17080)"
"2015-03-03";"110";" 4935 ( -311, 10181)";"2468 ( -155,  5091)";"2468 ( -155,  5091)";" 494 ( -31, 1019)";" 4935 ( -311, 10181)";"10365 (3919, 16811)"
"2015-03-02";"109";" 4866 ( -279, 10011)";"2433 ( -140,  5006)";"2433 ( -140,  5006)";" 487 ( -28, 1002)";" 4866 ( -279, 10011)";"10219 (3897, 16541)"
"2015-03-01";"108";" 4799 ( -247,  9845)";"2400 ( -123,  4923)";"2400 ( -123,  4923)";" 480 ( -25,  985)";" 4799 ( -247,  9845)";"10079 (3878, 16280)"
"2015-02-28";"107";" 4732 ( -216,  9680)";"2366 ( -108,  4840)";"2366 ( -108,  4840)";" 473 ( -22,  968)";" 4732 ( -216,  9680)";" 9937 (3856, 16018)"
"2015-02-27";"106";" 4666 ( -186,  9518)";"2333 (  -93,  4759)";"2333 (  -93,  4759)";" 467 ( -18,  952)";" 4666 ( -186,  9518)";" 9799 (3837, 15761)"
"2015-02-26";"105";" 4602 ( -156,  9360)";"2301 (  -78,  4680)";"2301 (  -78,  4680)";" 460 ( -16,  936)";" 4602 ( -156,  9360)";" 9664 (3818, 15510)"
"2015-02-25";"104";" 4538 ( -127,  9203)";"2269 (  -63,  4601)";"2269 (  -63,  4601)";" 454 ( -12,  920)";" 4538 ( -127,  9203)";" 9530 (3798, 15262)"
"2015-02-24";"103";" 4474 (  -99,  9047)";"2237 (  -50,  4524)";"2237 (  -50,  4524)";" 447 ( -10,  904)";" 4474 (  -99,  9047)";" 9395 (3775, 15015)"
"2015-02-23";"102";" 4412 (  -71,  8895)";"2206 (  -36,  4448)";"2206 (  -36,  4448)";" 441 (  -7,  889)";" 4412 (  -71,  8895)";" 9265 (3756, 14774)"
"2015-02-22";"101";" 4351 (  -44,  8746)";"2176 (  -22,  4374)";"2176 (  -22,  4374)";" 435 (  -5,  875)";" 4351 (  -44,  8746)";" 9138 (3737, 14539)"
"2015-02-21";"100";" 4290 (  -18,  8598)";"2145 (   -9,  4299)";"2145 (   -9,  4299)";" 429 (  -2,  860)";" 4290 (  -18,  8598)";" 9009 (3715, 14303)"
"2015-02-20";"99";" 4230 (    7,  8453)";"2115 (    4,  4226)";"2115 (    4,  4226)";" 423 (   1,  845)";" 4230 (    7,  8453)";" 8883 (3694, 14072)"
"2015-02-19";"98";" 4171 (   32,  8310)";"2086 (   17,  4155)";"2086 (   17,  4155)";" 417 (   3,  831)";" 4171 (   32,  8310)";" 8760 (3674, 13846)"
"2015-02-18";"97";" 4113 (   57,  8169)";"2056 (   28,  4084)";"2056 (   28,  4084)";" 411 (   5,  817)";" 4113 (   57,  8169)";" 8636 (3652, 13620)"
"2015-02-17";"96";" 4056 (   81,  8031)";"2028 (   41,  4015)";"2028 (   41,  4015)";" 406 (   9,  803)";" 4056 (   81,  8031)";" 8518 (3634, 13402)"
"2015-02-16";"95";" 3999 (  104,  7894)";"2000 (   52,  3948)";"2000 (   52,  3948)";" 400 (  10,  790)";" 3999 (  104,  7894)";" 8399 (3613, 13185)"
"2015-02-15";"94";" 3944 (  127,  7761)";"1972 (   64,  3880)";"1972 (   64,  3880)";" 394 (  12,  776)";" 3944 (  127,  7761)";" 8282 (3592, 12972)"
"2015-02-14";"93";" 3889 (  149,  7629)";"1944 (   74,  3814)";"1944 (   74,  3814)";" 389 (  15,  763)";" 3889 (  149,  7629)";" 8166 (3571, 12761)"
"2015-02-13";"92";" 3834 (  170,  7498)";"1917 (   85,  3749)";"1917 (   85,  3749)";" 383 (  17,  749)";" 3834 (  170,  7498)";" 8051 (3549, 12553)"
"2015-02-12";"91";" 3781 (  191,  7371)";"1890 (   95,  3685)";"1890 (   95,  3685)";" 378 (  19,  737)";" 3781 (  191,  7371)";" 7939 (3528, 12350)"
"2015-02-11";"90";" 3728 (  212,  7244)";"1864 (  106,  3622)";"1864 (  106,  3622)";" 373 (  21,  725)";" 3728 (  212,  7244)";" 7829 (3508, 12150)"
"2015-02-10";"89";" 3676 (  231,  7121)";"1838 (  116,  3560)";"1838 (  116,  3560)";" 368 (  24,  712)";" 3676 (  231,  7121)";" 7720 (3487, 11953)"
"2015-02-09";"88";" 3624 (  250,  6998)";"1812 (  125,  3499)";"1812 (  125,  3499)";" 362 (  25,  699)";" 3624 (  250,  6998)";" 7610 (3464, 11756)"
"2015-02-08";"87";" 3574 (  269,  6879)";"1787 (  135,  3439)";"1787 (  135,  3439)";" 357 (  27,  687)";" 3574 (  269,  6879)";" 7505 (3444, 11566)"
"2015-02-07";"86";" 3524 (  287,  6761)";"1762 (  144,  3380)";"1762 (  144,  3380)";" 352 (  28,  676)";" 3524 (  287,  6761)";" 7400 (3423, 11377)"
"2015-02-06";"85";" 3475 (  305,  6645)";"1738 (  153,  3323)";"1738 (  153,  3323)";" 348 (  31,  665)";" 3475 (  305,  6645)";" 7299 (3404, 11194)"
"2015-02-05";"84";" 3426 (  322,  6530)";"1713 (  161,  3265)";"1713 (  161,  3265)";" 343 (  33,  653)";" 3426 (  322,  6530)";" 7195 (3381, 11009)"
"2015-02-04";"83";" 3378 (  338,  6418)";"1689 (  169,  3209)";"1689 (  169,  3209)";" 338 (  34,  642)";" 3378 (  338,  6418)";" 7094 (3359, 10829)"
"2015-02-03";"82";" 3331 (  355,  6307)";"1666 (  178,  3154)";"1666 (  178,  3154)";" 333 (  35,  631)";" 3331 (  355,  6307)";" 6996 (3339, 10653)"
"2015-02-02";"81";" 3284 (  370,  6198)";"1642 (  185,  3099)";"1642 (  185,  3099)";" 328 (  37,  619)";" 3284 (  370,  6198)";" 6896 (3315, 10477)"
"2015-02-01";"80";" 3238 (  385,  6091)";"1619 (  192,  3046)";"1619 (  192,  3046)";" 324 (  39,  609)";" 3238 (  385,  6091)";" 6800 (3294, 10306)"
"2015-01-31";"79";" 3193 (  400,  5986)";"1596 (  199,  2993)";"1596 (  199,  2993)";" 319 (  40,  598)";" 3193 (  400,  5986)";" 6704 (3272, 10136)"
"2015-01-30";"78";" 3149 (  415,  5883)";"1574 (  207,  2941)";"1574 (  207,  2941)";" 315 (  42,  588)";" 3149 (  415,  5883)";" 6612 (3252,  9972)"
"2015-01-29";"77";" 3105 (  429,  5781)";"1552 (  214,  2890)";"1552 (  214,  2890)";" 310 (  42,  578)";" 3105 (  429,  5781)";" 6519 (3230,  9808)"
"2015-01-28";"76";" 3061 (  441,  5681)";"1530 (  220,  2840)";"1530 (  220,  2840)";" 306 (  44,  568)";" 3061 (  441,  5681)";" 6427 (3208,  9646)"
"2015-01-27";"75";" 3018 (  454,  5582)";"1509 (  227,  2791)";"1509 (  227,  2791)";" 302 (  46,  558)";" 3018 (  454,  5582)";" 6338 (3187,  9489)"
"2015-01-26";"74";" 2976 (  467,  5485)";"1488 (  233,  2743)";"1488 (  233,  2743)";" 298 (  47,  549)";" 2976 (  467,  5485)";" 6250 (3167,  9333)"
"2015-01-25";"73";" 2935 (  479,  5391)";"1468 (  240,  2696)";"1468 (  240,  2696)";" 294 (  48,  540)";" 2935 (  479,  5391)";" 6165 (3147,  9183)"
"2015-01-24";"72";" 2894 (  491,  5297)";"1447 (  246,  2648)";"1447 (  246,  2648)";" 289 (  49,  529)";" 2894 (  491,  5297)";" 6077 (3124,  9030)"
"2015-01-23";"71";" 2853 (  502,  5204)";"1426 (  250,  2602)";"1426 (  250,  2602)";" 285 (  50,  520)";" 2853 (  502,  5204)";" 5990 (3101,  8879)"
"2015-01-22";"70";" 2813 (  512,  5114)";"1406 (  256,  2556)";"1406 (  256,  2556)";" 281 (  51,  511)";" 2813 (  512,  5114)";" 5906 (3079,  8733)"
"2015-01-21";"69";" 2774 (  523,  5025)";"1387 (  262,  2512)";"1387 (  262,  2512)";" 277 (  52,  502)";" 2774 (  523,  5025)";" 5825 (3059,  8591)"
"2015-01-20";"68";" 2735 (  533,  4937)";"1368 (  267,  2469)";"1368 (  267,  2469)";" 274 (  54,  494)";" 2735 (  533,  4937)";" 5745 (3039,  8451)"
"2015-01-19";"67";" 2697 (  543,  4851)";"1348 (  271,  2425)";"1348 (  271,  2425)";" 270 (  55,  485)";" 2697 (  543,  4851)";" 5663 (3016,  8310)"
"2015-01-18";"66";" 2660 (  553,  4767)";"1330 (  277,  2383)";"1330 (  277,  2383)";" 266 (  55,  477)";" 2660 (  553,  4767)";" 5586 (2997,  8175)"
"2015-01-17";"65";" 2623 (  562,  4684)";"1312 (  282,  2342)";"1312 (  282,  2342)";" 262 (  56,  468)";" 2623 (  562,  4684)";" 5509 (2977,  8041)"
"2015-01-16";"64";" 2586 (  570,  4602)";"1293 (  285,  2301)";"1293 (  285,  2301)";" 259 (  57,  461)";" 2586 (  570,  4602)";" 5431 (2954,  7908)"
"2015-01-15";"63";" 2550 (  579,  4521)";"1275 (  289,  2261)";"1275 (  289,  2261)";" 255 (  58,  452)";" 2550 (  579,  4521)";" 5355 (2933,  7777)"
"2015-01-14";"62";" 2514 (  586,  4442)";"1257 (  293,  2221)";"1257 (  293,  2221)";" 251 (  58,  444)";" 2514 (  586,  4442)";" 5279 (2910,  7648)"
"2015-01-13";"61";" 2479 (  594,  4364)";"1240 (  298,  2182)";"1240 (  298,  2182)";" 248 (  60,  436)";" 2479 (  594,  4364)";" 5207 (2891,  7523)"
"2015-01-12";"60";" 2445 (  602,  4288)";"1222 (  301,  2143)";"1222 (  301,  2143)";" 244 (  60,  428)";" 2445 (  602,  4288)";" 5133 (2868,  7398)"
"2015-01-11";"59";" 2411 (  609,  4213)";"1206 (  305,  2107)";"1206 (  305,  2107)";" 241 (  61,  421)";" 2411 (  609,  4213)";" 5064 (2850,  7278)"
"2015-01-10";"58";" 2377 (  616,  4138)";"1188 (  307,  2069)";"1188 (  307,  2069)";" 238 (  62,  414)";" 2377 (  616,  4138)";" 4991 (2826,  7156)"
"2015-01-09";"57";" 2344 (  622,  4066)";"1172 (  311,  2033)";"1172 (  311,  2033)";" 234 (  62,  406)";" 2344 (  622,  4066)";" 4922 (2806,  7038)"
"2015-01-08";"56";" 2311 (  628,  3994)";"1156 (  314,  1998)";"1156 (  314,  1998)";" 231 (  63,  399)";" 2311 (  628,  3994)";" 4854 (2786,  6922)"
"2015-01-07";"55";" 2279 (  634,  3924)";"1140 (  317,  1963)";"1140 (  317,  1963)";" 228 (  63,  393)";" 2279 (  634,  3924)";" 4787 (2765,  6809)"
"2015-01-06";"54";" 2248 (  640,  3856)";"1124 (  320,  1928)";"1124 (  320,  1928)";" 225 (  64,  386)";" 2248 (  640,  3856)";" 4721 (2745,  6697)"
"2015-01-05";"53";" 2216 (  645,  3787)";"1108 (  322,  1894)";"1108 (  322,  1894)";" 222 (  65,  379)";" 2216 (  645,  3787)";" 4654 (2723,  6585)"
"2015-01-04";"52";" 2186 (  651,  3721)";"1093 (  325,  1861)";"1093 (  325,  1861)";" 219 (  65,  373)";" 2186 (  651,  3721)";" 4591 (2704,  6478)"
"2015-01-03";"51";" 2155 (  655,  3655)";"1078 (  328,  1828)";"1078 (  328,  1828)";" 216 (  66,  366)";" 2155 (  655,  3655)";" 4527 (2684,  6370)"
"2015-01-02";"50";" 2125 (  659,  3591)";"1062 (  329,  1795)";"1062 (  329,  1795)";" 212 (  65,  359)";" 2125 (  659,  3591)";" 4461 (2660,  6262)"
"2015-01-01";"49";" 2096 (  664,  3528)";"1048 (  332,  1764)";"1048 (  332,  1764)";" 210 (  67,  353)";" 2096 (  664,  3528)";" 4402 (2642,  6162)"
"2014-12-31";"48";" 2067 (  668,  3466)";"1034 (  335,  1733)";"1034 (  335,  1733)";" 207 (  67,  347)";" 2067 (  668,  3466)";" 4342 (2623,  6061)"
"2014-12-30";"47";" 2038 (  672,  3404)";"1019 (  336,  1702)";"1019 (  336,  1702)";" 204 (  67,  341)";" 2038 (  672,  3404)";" 4280 (2601,  5959)"
"2014-12-29";"46";" 2010 (  676,  3344)";"1005 (  338,  1672)";"1005 (  338,  1672)";" 201 (  68,  334)";" 2010 (  676,  3344)";" 4221 (2581,  5861)"
"2014-12-28";"45";" 1982 (  679,  3285)";" 991 (  339,  1643)";" 991 (  339,  1643)";" 198 (  68,  328)";" 1982 (  679,  3285)";" 4162 (2561,  5763)"
"2014-12-27";"44";" 1955 (  682,  3228)";" 978 (  342,  1614)";" 978 (  342,  1614)";" 196 (  69,  323)";" 1955 (  682,  3228)";" 4107 (2543,  5671)"
"2014-12-26";"43";" 1928 (  685,  3171)";" 964 (  343,  1585)";" 964 (  343,  1585)";" 193 (  69,  317)";" 1928 (  685,  3171)";" 4049 (2522,  5576)"
"2014-12-25";"42";" 1901 (  688,  3114)";" 951 (  344,  1558)";" 951 (  344,  1558)";" 190 (  69,  311)";" 1901 (  688,  3114)";" 3993 (2502,  5484)"
"2014-12-24";"41";" 1875 (  691,  3059)";" 938 (  346,  1530)";" 938 (  346,  1530)";" 188 (  70,  306)";" 1875 (  691,  3059)";" 3939 (2484,  5394)"
"2014-12-23";"40";" 1849 (  693,  3005)";" 924 (  346,  1502)";" 924 (  346,  1502)";" 185 (  69,  301)";" 1849 (  693,  3005)";" 3882 (2461,  5303)"
"2014-12-22";"39";" 1823 (  694,  2952)";" 912 (  348,  1476)";" 912 (  348,  1476)";" 182 (  69,  295)";" 1823 (  694,  2952)";" 3829 (2442,  5216)"
"2014-12-21";"38";" 1798 (  697,  2899)";" 899 (  348,  1450)";" 899 (  348,  1450)";" 180 (  70,  290)";" 1798 (  697,  2899)";" 3776 (2423,  5129)"
"2014-12-20";"37";" 1773 (  698,  2848)";" 886 (  349,  1423)";" 886 (  349,  1423)";" 177 (  70,  284)";" 1773 (  698,  2848)";" 3722 (2401,  5043)"
"2014-12-19";"36";" 1749 (  700,  2798)";" 874 (  350,  1398)";" 874 (  350,  1398)";" 175 (  70,  280)";" 1749 (  700,  2798)";" 3672 (2383,  4961)"
"2014-12-18";"35";" 1725 (  702,  2748)";" 862 (  350,  1374)";" 862 (  350,  1374)";" 172 (  70,  274)";" 1725 (  702,  2748)";" 3621 (2364,  4878)"
"2014-12-17";"34";" 1701 (  703,  2699)";" 851 (  352,  1350)";" 851 (  352,  1350)";" 170 (  70,  270)";" 1701 (  703,  2699)";" 3573 (2346,  4800)"
"2014-12-16";"33";" 1678 (  704,  2652)";" 839 (  352,  1326)";" 839 (  352,  1326)";" 168 (  71,  265)";" 1678 (  704,  2652)";" 3524 (2327,  4721)"
"2014-12-15";"32";" 1654 (  704,  2604)";" 827 (  352,  1302)";" 827 (  352,  1302)";" 165 (  70,  260)";" 1654 (  704,  2604)";" 3473 (2306,  4640)"
"2014-12-14";"31";" 1632 (  706,  2558)";" 816 (  353,  1279)";" 816 (  353,  1279)";" 163 (  70,  256)";" 1632 (  706,  2558)";" 3427 (2289,  4565)"
"2014-12-13";"30";" 1609 (  706,  2512)";" 804 (  352,  1256)";" 804 (  352,  1256)";" 161 (  71,  251)";" 1609 (  706,  2512)";" 3378 (2268,  4488)"
"2014-12-12";"29";" 1587 (  706,  2468)";" 794 (  354,  1234)";" 794 (  354,  1234)";" 159 (  71,  247)";" 1587 (  706,  2468)";" 3334 (2252,  4416)"
"2014-12-11";"28";" 1565 (  706,  2424)";" 782 (  353,  1211)";" 782 (  353,  1211)";" 156 (  70,  242)";" 1565 (  706,  2424)";" 3285 (2230,  4340)"
"2014-12-10";"27";" 1544 (  707,  2381)";" 772 (  354,  1190)";" 772 (  354,  1190)";" 154 (  70,  238)";" 1544 (  707,  2381)";" 3242 (2214,  4270)"
"2014-12-09";"26";" 1523 (  707,  2339)";" 762 (  354,  1170)";" 762 (  354,  1170)";" 152 (  70,  234)";" 1523 (  707,  2339)";" 3199 (2197,  4201)"
"2014-12-08";"25";" 1502 (  707,  2297)";" 751 (  354,  1148)";" 751 (  354,  1148)";" 150 (  71,  229)";" 1502 (  707,  2297)";" 3154 (2177,  4131)"
"2014-12-07";"24";" 1481 (  706,  2256)";" 740 (  353,  1127)";" 740 (  353,  1127)";" 148 (  71,  225)";" 1481 (  706,  2256)";" 3109 (2157,  4061)"
"2014-12-06";"23";" 1461 (  706,  2216)";" 730 (  353,  1107)";" 730 (  353,  1107)";" 146 (  71,  221)";" 1461 (  706,  2216)";" 3067 (2140,  3994)"
"2014-12-05";"22";" 1441 (  706,  2176)";" 720 (  352,  1088)";" 720 (  352,  1088)";" 144 (  70,  218)";" 1441 (  706,  2176)";" 3025 (2122,  3928)"
