"Date";"Days from today";"Caseload";"Administrator (coordination)";"Doctor (ETU)";"Doctor (coordination)";"Epidemiologist (contact tracing)";"Epidemiologist (coordination)";"Lab scientist (laboratories)";"Logistician (burials)";"Logistician (ETU)";"Logistician (coordination)";"Nurse (ETU)";"Public health specialist (Social mobilization)";"Public health specialist (coordination)";"Data management (coordination)";"Total personnel"
"2015-04-30";"168";"3183 (-979, 7345)";"4 (-1, 9)";"7 (-2, 16)";"2 ( 0, 4)";"4 (-1, 9)";"5 (-2, 12)";"11 (-3, 25)";"5 (-2, 12)";"14 (-5, 33)";"5 (-2, 12)";"28 (-9, 65)";"8 (-3, 19)";"4 (-1, 9)";"4 (-2, 10)";"101 (52, 150)"
"2015-04-29";"167";"3150 (-949, 7249)";"3 (-2, 8)";"7 (-2, 16)";"2 ( 0, 4)";"4 (-1, 9)";"5 (-2, 12)";"11 (-3, 25)";"5 (-2, 12)";"14 (-4, 32)";"5 (-2, 12)";"28 (-8, 64)";"8 (-2, 18)";"3 (-2, 8)";"4 (-2, 10)";" 99 (51, 147)"
"2015-04-28";"166";"3118 (-919, 7155)";"3 (-1, 7)";"7 (-2, 16)";"2 ( 0, 4)";"4 (-1, 9)";"5 (-2, 12)";"10 (-4, 24)";"5 (-2, 12)";"14 (-4, 32)";"5 (-2, 12)";"28 (-8, 64)";"8 (-2, 18)";"3 (-1, 7)";"4 (-2, 10)";" 98 (51, 145)"
"2015-04-27";"165";"3087 (-888, 7062)";"3 (-1, 7)";"7 (-2, 16)";"2 ( 0, 4)";"4 (-1, 9)";"5 (-2, 12)";"10 (-3, 23)";"5 (-2, 12)";"14 (-4, 32)";"5 (-2, 12)";"27 (-8, 62)";"8 (-2, 18)";"3 (-1, 7)";"4 (-2, 10)";" 97 (51, 143)"
"2015-04-26";"164";"3055 (-860, 6970)";"3 (-1, 7)";"7 (-2, 16)";"2 ( 0, 4)";"4 (-1, 9)";"5 (-1, 11)";"10 (-3, 23)";"5 (-1, 11)";"14 (-3, 31)";"5 (-1, 11)";"27 (-8, 62)";"8 (-2, 18)";"3 (-1, 7)";"4 (-1,  9)";" 97 (51, 143)"
"2015-04-25";"163";"3024 (-831, 6879)";"3 (-1, 7)";"7 (-2, 16)";"2 ( 0, 4)";"4 (-1, 9)";"5 (-1, 11)";"10 (-3, 23)";"5 (-1, 11)";"13 (-4, 30)";"5 (-1, 11)";"27 (-7, 61)";"8 (-2, 18)";"3 (-1, 7)";"4 (-1,  9)";" 96 (51, 141)"
"2015-04-24";"162";"2993 (-804, 6790)";"3 (-1, 7)";"7 (-2, 16)";"2 ( 0, 4)";"4 (-1, 9)";"5 (-1, 11)";"10 (-3, 23)";"5 (-1, 11)";"13 (-4, 30)";"5 (-1, 11)";"27 (-7, 61)";"8 (-2, 18)";"3 (-1, 7)";"4 (-1,  9)";" 96 (52, 140)"
"2015-04-23";"161";"2963 (-776, 6702)";"3 (-1, 7)";"7 (-1, 15)";"2 ( 0, 4)";"4 (-1, 9)";"5 (-1, 11)";"10 (-3, 23)";"5 (-1, 11)";"13 (-4, 30)";"5 (-1, 11)";"26 (-7, 59)";"8 (-2, 18)";"3 (-1, 7)";"4 (-1,  9)";" 95 (51, 139)"
"2015-04-22";"160";"2933 (-749, 6615)";"3 (-1, 7)";"7 (-1, 15)";"2 ( 0, 4)";"4 (-1, 9)";"5 (-1, 11)";"10 (-2, 22)";"5 (-1, 11)";"13 (-3, 29)";"5 (-1, 11)";"26 (-7, 59)";"7 (-2, 16)";"3 (-1, 7)";"4 (-1,  9)";" 94 (51, 137)"
"2015-04-21";"159";"2903 (-723, 6529)";"3 (-1, 7)";"7 (-1, 15)";"2 ( 0, 4)";"4 (-1, 9)";"5 (-1, 11)";"10 (-2, 22)";"5 (-1, 11)";"13 (-3, 29)";"5 (-1, 11)";"26 (-6, 58)";"7 (-2, 16)";"3 (-1, 7)";"4 (-1,  9)";" 94 (52, 136)"
