"Date";"Days from today";"Cases (reported)";"New daily cases (reported)";"Cases (corrected for underreporting)";"New daily cases (corrected for underreporting)";"Incubation period";"Infectious and unreported";"Undergoing treatment";"Beds for CDC target of 25% cases in ETC";"Beds for CDC target of 45% cases in reduced transmission";"Reporting (treatment) quotient"
"2015-05-09";"156";"14 (14, 14)";"0 (0, 0)";"40 (40, 40)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-05-08";"155";"14 (14, 14)";"0 (0, 0)";"40 (40, 40)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-05-07";"154";"14 (14, 14)";"0 (0, 0)";"40 (40, 40)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-05-06";"153";"14 (14, 14)";"0 (0, 0)";"40 (40, 40)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-05-05";"152";"14 (14, 14)";"0 (0, 0)";"40 (40, 40)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-05-04";"151";"14 (14, 14)";"0 (0, 0)";"40 (40, 40)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-05-03";"150";"14 (14, 14)";"0 (0, 0)";"40 (40, 40)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-05-02";"149";"14 (14, 14)";"0 (0, 0)";"40 (40, 40)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-05-01";"148";"14 (14, 14)";"0 (0, 0)";"40 (40, 40)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-04-30";"147";"14 (14, 14)";"0 (0, 0)";"40 (40, 40)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-04-29";"146";"14 (14, 14)";"0 (0, 0)";"40 (40, 40)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-04-28";"145";"14 (14, 14)";"0 (0, 0)";"40 (40, 40)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-04-27";"144";"14 (14, 14)";"0 (0, 0)";"40 (40, 40)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-04-26";"143";"14 (14, 14)";"0 (0, 0)";"40 (40, 40)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-04-25";"142";"14 (14, 14)";"0 (0, 0)";"40 (40, 40)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-04-24";"141";"14 (14, 14)";"0 (0, 0)";"40 (40, 40)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-04-23";"140";"14 (14, 14)";"0 (0, 0)";"40 (40, 40)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-04-22";"139";"14 (14, 14)";"0 (0, 0)";"40 (40, 40)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-04-21";"138";"14 (14, 14)";"0 (0, 0)";"40 (40, 40)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-04-20";"137";"14 (14, 14)";"0 (0, 0)";"40 (40, 40)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-04-19";"136";"14 (14, 14)";"0 (0, 0)";"40 (40, 40)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-04-18";"135";"14 (14, 14)";"0 (0, 0)";"40 (40, 40)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-04-17";"134";"14 (14, 14)";"0 (0, 0)";"40 (40, 40)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-04-16";"133";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-04-15";"132";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-04-14";"131";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-04-13";"130";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-04-12";"129";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-04-11";"128";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-04-10";"127";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-04-09";"126";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-04-08";"125";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-04-07";"124";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-04-06";"123";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-04-05";"122";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-04-04";"121";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-04-03";"120";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-04-02";"119";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-04-01";"118";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-03-31";"117";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-03-30";"116";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-03-29";"115";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-03-28";"114";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-03-27";"113";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-03-26";"112";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-03-25";"111";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-03-24";"110";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-03-23";"109";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-03-22";"108";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-03-21";"107";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-03-20";"106";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-03-19";"105";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-03-18";"104";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-03-17";"103";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-03-16";"102";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-03-15";"101";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-03-14";"100";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-03-13";"99";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-03-12";"98";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-03-11";"97";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-03-10";"96";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-03-09";"95";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-03-08";"94";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-03-07";"93";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-03-06";"92";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-03-05";"91";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-03-04";"90";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-03-03";"89";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-03-02";"88";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-03-01";"87";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-02-28";"86";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-02-27";"85";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-02-26";"84";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-02-25";"83";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-02-24";"82";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-02-23";"81";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-02-22";"80";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-02-21";"79";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-02-20";"78";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-02-19";"77";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-02-18";"76";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-02-17";"75";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-02-16";"74";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-02-15";"73";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-02-14";"72";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-02-13";"71";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-02-12";"70";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-02-11";"69";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-02-10";"68";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-02-09";"67";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-02-08";"66";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-02-07";"65";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-02-06";"64";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-02-05";"63";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-02-04";"62";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-02-03";"61";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-02-02";"60";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-02-01";"59";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-01-31";"58";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-01-30";"57";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-01-29";"56";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-01-28";"55";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-01-27";"54";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-01-26";"53";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-01-25";"52";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-01-24";"51";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-01-23";"50";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-01-22";"49";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-01-21";"48";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-01-20";"47";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-01-19";"46";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-01-18";"45";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-01-17";"44";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-01-16";"43";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-01-15";"42";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-01-14";"41";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-01-13";"40";"14 (14, 14)";"0 (0, 0)";"39 (39, 39)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
