"Date";"Days from today";"Cases (reported)";"New daily cases (reported)";"Cases (corrected for underreporting)";"New daily cases (corrected for underreporting)";"Incubation period";"Infectious and unreported";"Undergoing treatment";"Beds for CDC target of 25% cases in ETC";"Beds for CDC target of 45% cases in reduced transmission";"Reporting (treatment) quotient"
"2015-05-11";"158";"238 (238, 238)";"0 (0, 0)";"488 (488, 488)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-05-10";"157";"238 (238, 238)";"0 (0, 0)";"488 (488, 488)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-05-09";"156";"238 (238, 238)";"0 (0, 0)";"488 (488, 488)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-05-08";"155";"238 (238, 238)";"0 (0, 0)";"488 (488, 488)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-05-07";"154";"238 (238, 238)";"0 (0, 0)";"488 (488, 488)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-05-06";"153";"238 (238, 238)";"0 (0, 0)";"488 (488, 488)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-05-05";"152";"238 (238, 238)";"0 (0, 0)";"488 (488, 488)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-05-04";"151";"238 (238, 238)";"0 (0, 0)";"488 (488, 488)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-05-03";"150";"238 (238, 238)";"0 (0, 0)";"488 (488, 488)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-05-02";"149";"238 (238, 238)";"0 (0, 0)";"488 (488, 488)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-05-01";"148";"238 (238, 238)";"0 (0, 0)";"488 (488, 488)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-04-30";"147";"238 (238, 238)";"0 (0, 0)";"488 (488, 488)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-04-29";"146";"238 (238, 238)";"0 (0, 0)";"488 (488, 488)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-04-28";"145";"238 (238, 238)";"0 (0, 0)";"488 (488, 488)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-04-27";"144";"238 (238, 238)";"0 (0, 0)";"488 (488, 488)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-04-26";"143";"238 (238, 238)";"0 (0, 0)";"488 (488, 488)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-04-25";"142";"238 (238, 238)";"0 (0, 0)";"488 (488, 488)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-04-24";"141";"238 (238, 238)";"0 (0, 0)";"488 (488, 488)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-04-23";"140";"238 (238, 238)";"0 (0, 0)";"488 (488, 488)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-04-22";"139";"238 (238, 238)";"0 (0, 0)";"488 (488, 488)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-04-21";"138";"238 (238, 238)";"0 (0, 0)";"488 (488, 488)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-04-20";"137";"238 (238, 238)";"0 (0, 0)";"488 (488, 488)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-04-19";"136";"238 (238, 238)";"0 (0, 0)";"488 (488, 488)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-04-18";"135";"238 (238, 238)";"0 (0, 0)";"488 (488, 488)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-04-17";"134";"238 (238, 238)";"0 (0, 0)";"488 (488, 488)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-04-16";"133";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-04-15";"132";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-04-14";"131";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-04-13";"130";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-04-12";"129";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-04-11";"128";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-04-10";"127";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-04-09";"126";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-04-08";"125";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-04-07";"124";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-04-06";"123";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-04-05";"122";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-04-04";"121";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-04-03";"120";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-04-02";"119";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-04-01";"118";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-03-31";"117";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-03-30";"116";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-03-29";"115";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-03-28";"114";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-03-27";"113";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-03-26";"112";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-03-25";"111";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-03-24";"110";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-03-23";"109";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-03-22";"108";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-03-21";"107";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-03-20";"106";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-03-19";"105";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-03-18";"104";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-03-17";"103";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-03-16";"102";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-03-15";"101";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-03-14";"100";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-03-13";"99";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-03-12";"98";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-03-11";"97";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-03-10";"96";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-03-09";"95";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-03-08";"94";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-03-07";"93";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-03-06";"92";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-03-05";"91";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-03-04";"90";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-03-03";"89";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-03-02";"88";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-03-01";"87";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-02-28";"86";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-02-27";"85";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-02-26";"84";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-02-25";"83";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-02-24";"82";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-02-23";"81";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-02-22";"80";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-02-21";"79";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-02-20";"78";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-02-19";"77";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-02-18";"76";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-02-17";"75";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-02-16";"74";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-02-15";"73";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-02-14";"72";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-02-13";"71";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-02-12";"70";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-02-11";"69";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-02-10";"68";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-02-09";"67";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-02-08";"66";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-02-07";"65";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-02-06";"64";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-02-05";"63";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-02-04";"62";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-02-03";"61";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-02-02";"60";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-02-01";"59";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-01-31";"58";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-01-30";"57";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-01-29";"56";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-01-28";"55";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-01-27";"54";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-01-26";"53";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-01-25";"52";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-01-24";"51";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-01-23";"50";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-01-22";"49";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-01-21";"48";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-01-20";"47";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-01-19";"46";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-01-18";"45";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-01-17";"44";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-01-16";"43";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-01-15";"42";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-01-14";"41";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2015-01-13";"40";"238 (238, 238)";"0 (0, 0)";"487 (487, 487)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
