"Date";"Days from today";"Cases (reported)";"New daily cases (reported)";"Cases (corrected for underreporting)";"New daily cases (corrected for underreporting)";"Incubation period";"Infectious and unreported";"Undergoing treatment";"Beds for CDC target of 25% cases in ETC";"Beds for CDC target of 45% cases in reduced transmission";"Reporting (treatment) quotient"
"2015-05-11";"158";"31358 ( 7699, 55016)";"  227 ( -140,   594)";"147736 (28105, 267368)";"  1063 (  -744,   2870)";"12156 ( -8569, 32881)";"8993 (-5588, 23573)";"1920 (-1033, 4874)";"2728 ( -991, 6448)";"4911 (-1784, 11606)";"40%"
"2015-05-10";"157";"31131 ( 7836, 54425)";"  226 ( -137,   588)";"146673 (28837, 264510)";"  1057 (  -729,   2843)";"12082 ( -8398, 32563)";"8938 (-5466, 23343)";"1909 (-1008, 4826)";"2712 ( -962, 6386)";"4881 (-1732, 11495)";"40%"
"2015-05-09";"156";"30905 ( 7971, 53839)";"  224 ( -134,   582)";"145617 (29553, 261680)";"  1050 (  -714,   2815)";"12009 ( -8229, 32247)";"8884 (-5345, 23114)";"1897 ( -983, 4778)";"2695 ( -934, 6325)";"4852 (-1681, 11385)";"40%"
"2015-05-08";"155";"30681 ( 8102, 53259)";"  223 ( -131,   577)";"144567 (30255, 258878)";"  1044 (  -700,   2788)";"11936 ( -8061, 31934)";"8831 (-5225, 22887)";"1886 ( -959, 4731)";"2679 ( -906, 6264)";"4823 (-1631, 11276)";"40%"
"2015-05-07";"154";"30458 ( 8230, 52685)";"  222 ( -128,   571)";"143523 (30943, 256102)";"  1038 (  -685,   2760)";"11864 ( -7895, 31623)";"8777 (-5107, 22662)";"1875 ( -934, 4684)";"2663 ( -878, 6204)";"4793 (-1581, 11168)";"40%"
"2015-05-06";"153";"30236 ( 8356, 52117)";"  220 ( -125,   565)";"142485 (31616, 253354)";"  1031 (  -671,   2734)";"11792 ( -7731, 31315)";"8724 (-4990, 22439)";"1863 ( -910, 4637)";"2647 ( -851, 6145)";"4765 (-1532, 11061)";"40%"
"2015-05-05";"152";"30016 ( 8478, 51554)";"  219 ( -122,   560)";"141454 (32275, 250632)";"  1025 (  -657,   2707)";"11721 ( -7568, 31010)";"8672 (-4874, 22217)";"1852 ( -887, 4591)";"2631 ( -824, 6086)";"4736 (-1483, 10955)";"40%"
"2015-05-04";"151";"29797 ( 8598, 50997)";"  218 ( -119,   554)";"140429 (32920, 247937)";"  1019 (  -643,   2680)";"11650 ( -7407, 30707)";"8620 (-4759, 21998)";"1841 ( -863, 4545)";"2615 ( -797, 6027)";"4707 (-1435, 10849)";"40%"
"2015-05-03";"150";"29580 ( 8714, 50445)";"  216 ( -116,   549)";"139410 (33551, 245269)";"  1013 (  -629,   2654)";"11579 ( -7247, 30406)";"8568 (-4646, 21781)";"1830 ( -840, 4500)";"2599 ( -771, 5969)";"4679 (-1387, 10745)";"40%"
"2015-05-02";"149";"29363 ( 8828, 49898)";"  215 ( -113,   543)";"138397 (34168, 242626)";"  1007 (  -615,   2628)";"11509 ( -7089, 30108)";"8516 (-4533, 21565)";"1819 ( -817, 4455)";"2584 ( -744, 5912)";"4651 (-1340, 10642)";"40%"
"2015-05-01";"148";"29148 ( 8939, 49357)";"  214 ( -111,   538)";"137391 (34772, 240010)";"  1000 (  -601,   2602)";"11440 ( -6933, 29813)";"8465 (-4422, 21352)";"1808 ( -794, 4411)";"2568 ( -719, 5855)";"4623 (-1293, 10539)";"40%"
"2015-04-30";"147";"28935 ( 9048, 48822)";"  212 ( -108,   533)";"136390 (35362, 237419)";"   994 (  -588,   2577)";"11371 ( -6779, 29520)";"8414 (-4313, 21140)";"1797 ( -772, 4367)";"2553 ( -693, 5799)";"4595 (-1247, 10437)";"40%"
"2015-04-29";"146";"28722 ( 9153, 48291)";"  211 ( -105,   527)";"135396 (35939, 234853)";"   988 (  -575,   2551)";"11302 ( -6626, 29229)";"8363 (-4204, 20930)";"1787 ( -750, 4323)";"2537 ( -668, 5743)";"4567 (-1202, 10337)";"40%"
"2015-04-28";"145";"28511 ( 9256, 47766)";"  210 ( -102,   522)";"134407 (36502, 232313)";"   982 (  -561,   2526)";"11234 ( -6474, 28941)";"8313 (-4097, 20722)";"1776 ( -728, 4280)";"2522 ( -643, 5687)";"4540 (-1157, 10237)";"40%"
"2015-04-27";"144";"28301 ( 9356, 47246)";"  209 ( -100,   517)";"133425 (37053, 229798)";"   976 (  -548,   2501)";"11166 ( -6324, 28656)";"8263 (-3990, 20516)";"1765 ( -706, 4237)";"2507 ( -618, 5632)";"4513 (-1112, 10138)";"40%"
"2015-04-26";"143";"28093 ( 9454, 46732)";"  207 (  -97,   512)";"132449 (37590, 227307)";"   971 (  -535,   2477)";"11098 ( -6176, 28373)";"8213 (-3885, 20312)";"1755 ( -685, 4195)";"2492 ( -593, 5578)";"4486 (-1068, 10040)";"40%"
"2015-04-25";"142";"27886 ( 9549, 46222)";"  206 (  -94,   507)";"131478 (38115, 224841)";"   965 (  -523,   2452)";"11031 ( -6030, 28092)";"8164 (-3781, 20109)";"1744 ( -664, 4153)";"2477 ( -569, 5524)";"4459 (-1025,  9942)";"40%"
"2015-04-24";"141";"27679 ( 9641, 45718)";"  205 (  -92,   502)";"130513 (38627, 222400)";"   959 (  -510,   2428)";"10965 ( -5884, 27814)";"8115 (-3679, 19909)";"1734 ( -643, 4111)";"2462 ( -545, 5470)";"4432 ( -982,  9846)";"40%"
"2015-04-23";"140";"27475 ( 9731, 45218)";"  204 (  -89,   497)";"129554 (39126, 219982)";"   953 (  -497,   2404)";"10899 ( -5741, 27538)";"8066 (-3577, 19710)";"1724 ( -622, 4070)";"2448 ( -522, 5417)";"4406 ( -939,  9750)";"40%"
"2015-04-22";"139";"27271 ( 9818, 44724)";"  202 (  -87,   492)";"128601 (39614, 217589)";"   947 (  -485,   2380)";"10833 ( -5599, 27265)";"8018 (-3477, 19513)";"1713 ( -602, 4029)";"2433 ( -499, 5364)";"4379 ( -897,  9656)";"40%"
"2015-04-21";"138";"27069 ( 9903, 44234)";"  201 (  -84,   487)";"127654 (40089, 215219)";"   942 (  -473,   2356)";"10768 ( -5459, 26994)";"7970 (-3378, 19318)";"1703 ( -582, 3988)";"2418 ( -476, 5312)";"4353 ( -856,  9562)";"40%"
"2015-04-20";"137";"26867 ( 9985, 43749)";"  200 (  -82,   482)";"126712 (40551, 212873)";"   936 (  -461,   2333)";"10703 ( -5320, 26726)";"7922 (-3280, 19125)";"1693 ( -562, 3948)";"2404 ( -453, 5261)";"4327 ( -815,  9469)";"40%"
"2015-04-19";"136";"26667 (10065, 43270)";"  199 (  -79,   477)";"125776 (41002, 210550)";"   930 (  -449,   2309)";"10639 ( -5183, 26460)";"7875 (-3183, 18933)";"1683 ( -542, 3908)";"2390 ( -430, 5209)";"4301 ( -775,  9377)";"40%"
"2015-04-18";"135";"26469 (10143, 42795)";"  198 (  -77,   472)";"124846 (41441, 208250)";"   925 (  -437,   2286)";"10575 ( -5047, 26196)";"7828 (-3087, 18743)";"1673 ( -523, 3869)";"2375 ( -408, 5159)";"4276 ( -735,  9286)";"40%"
"2015-04-17";"134";"26271 (10218, 42324)";"  196 (  -75,   467)";"123921 (41869, 205973)";"   919 (  -425,   2264)";"10511 ( -4913, 25935)";"7781 (-2993, 18555)";"1663 ( -504, 3830)";"2361 ( -386, 5109)";"4250 ( -695,  9195)";"40%"
"2015-04-16";"133";"26075 (10291, 41859)";"  195 (  -72,   463)";"123002 (42284, 203719)";"   914 (  -414,   2241)";"10448 ( -4780, 25676)";"7735 (-2899, 18369)";"1653 ( -485, 3791)";"2347 ( -365, 5059)";"4225 ( -656,  9106)";"40%"
"2015-04-15";"132";"25879 (10361, 41398)";"  194 (  -70,   458)";"122088 (42689, 201487)";"   908 (  -402,   2219)";"10385 ( -4649, 25420)";"7689 (-2807, 18184)";"1644 ( -466, 3753)";"2333 ( -343, 5009)";"4200 ( -618,  9017)";"40%"
"2015-04-14";"131";"25685 (10429, 40941)";"  193 (  -68,   453)";"121180 (43082, 199277)";"   903 (  -391,   2196)";"10323 ( -4519, 25166)";"7643 (-2715, 18002)";"1634 ( -447, 3715)";"2319 ( -322, 4961)";"4175 ( -580,  8929)";"40%"
"2015-04-13";"130";"25492 (10495, 40490)";"  192 (  -65,   449)";"120277 (43463, 197090)";"   897 (  -380,   2174)";"10261 ( -4391, 24914)";"7598 (-2625, 17820)";"1624 ( -429, 3678)";"2305 ( -301, 4912)";"4150 ( -542,  8842)";"40%"
"2015-04-12";"129";"25301 (10559, 40043)";"  191 (  -63,   444)";"119379 (43834, 194924)";"   892 (  -369,   2153)";"10200 ( -4265, 24664)";"7552 (-2536, 17641)";"1615 ( -411, 3641)";"2292 ( -281, 4864)";"4125 ( -505,  8756)";"40%"
"2015-04-11";"128";"25110 (10620, 39600)";"  190 (  -61,   440)";"118487 (44194, 192780)";"   887 (  -358,   2131)";"10139 ( -4139, 24417)";"7508 (-2448, 17463)";"1605 ( -393, 3604)";"2278 ( -260, 4817)";"4101 ( -469,  8670)";"40%"
"2015-04-10";"127";"24920 (10679, 39162)";"  188 (  -59,   435)";"117601 (44543, 190658)";"   881 (  -347,   2110)";"10078 ( -4016, 24172)";"7463 (-2361, 17287)";"1596 ( -376, 3567)";"2265 ( -240, 4770)";"4077 ( -433,  8586)";"40%"
"2015-04-09";"126";"24732 (10736, 38728)";"  187 (  -57,   431)";"116719 (44882, 188557)";"   876 (  -336,   2089)";"10018 ( -3893, 23929)";"7419 (-2275, 17113)";"1586 ( -358, 3531)";"2251 ( -221, 4723)";"4052 ( -397,  8502)";"40%"
"2015-04-08";"125";"24545 (10791, 38298)";"  186 (  -54,   427)";"115843 (45210, 186476)";"   871 (  -326,   2068)";" 9958 ( -3773, 23689)";"7375 (-2191, 16941)";"1577 ( -341, 3496)";"2238 ( -201, 4677)";"4028 ( -362,  8419)";"40%"
"2015-04-07";"124";"24359 (10844, 37873)";"  185 (  -52,   422)";"114972 (45527, 184417)";"   866 (  -315,   2047)";" 9899 ( -3653, 23451)";"7331 (-2107, 16770)";"1568 ( -324, 3460)";"2225 ( -182, 4631)";"4005 ( -327,  8336)";"40%"
"2015-04-06";"123";"24174 (10895, 37452)";"  184 (  -50,   418)";"114106 (45834, 182378)";"   861 (  -305,   2026)";" 9840 ( -3535, 23215)";"7288 (-2024, 16600)";"1559 ( -308, 3425)";"2212 ( -163, 4586)";"3981 ( -293,  8255)";"40%"
"2015-04-05";"122";"23990 (10944, 37036)";"  183 (  -48,   414)";"113246 (46131, 180360)";"   855 (  -295,   2006)";" 9781 ( -3419, 22981)";"7245 (-1942, 16433)";"1550 ( -291, 3391)";"2199 ( -144, 4541)";"3958 ( -259,  8174)";"40%"
"2015-04-04";"121";"23807 (10990, 36623)";"  182 (  -46,   410)";"112390 (46418, 178362)";"   850 (  -285,   1986)";" 9723 ( -3304, 22750)";"7202 (-1862, 16266)";"1541 ( -275, 3356)";"2186 ( -125, 4497)";"3934 ( -225,  8094)";"40%"
"2015-04-03";"120";"23625 (11035, 36215)";"  181 (  -44,   406)";"111540 (46696, 176384)";"   845 (  -275,   1966)";" 9665 ( -3190, 22521)";"7160 (-1782, 16102)";"1532 ( -259, 3322)";"2173 ( -107, 4453)";"3911 ( -193,  8015)";"40%"
"2015-04-02";"119";"23444 (11077, 35811)";"  180 (  -42,   401)";"110695 (46963, 174426)";"   840 (  -265,   1946)";" 9608 ( -3078, 22294)";"7118 (-1703, 15939)";"1523 ( -243, 3288)";"2160 (  -89, 4409)";"3888 ( -160,  7937)";"40%"
"2015-04-01";"118";"23265 (11118, 35411)";"  179 (  -40,   397)";"109854 (47221, 172488)";"   835 (  -255,   1926)";" 9551 ( -2967, 22069)";"7076 (-1626, 15778)";"1514 ( -227, 3255)";"2147 (  -71, 4366)";"3865 ( -128,  7859)";"40%"
"2015-03-31";"117";"23086 (11157, 35015)";"  178 (  -38,   393)";"109019 (47469, 170569)";"   830 (  -246,   1907)";" 9494 ( -2857, 21846)";"7035 (-1549, 15618)";"1505 ( -212, 3222)";"2135 (  -53, 4323)";"3843 (  -96,  7782)";"40%"
"2015-03-30";"116";"22908 (11194, 34623)";"  177 (  -36,   389)";"108189 (47707, 168670)";"   825 (  -236,   1887)";" 9438 ( -2749, 21626)";"6993 (-1473, 15460)";"1496 ( -197, 3189)";"2122 (  -36, 4281)";"3820 (  -65,  7706)";"40%"
"2015-03-29";"115";"22732 (11229, 34235)";"  176 (  -34,   385)";"107363 (47937, 166790)";"   821 (  -227,   1868)";" 9382 ( -2642, 21407)";"6952 (-1399, 15303)";"1488 ( -182, 3157)";"2110 (  -19, 4239)";"3798 (  -34,  7630)";"40%"
"2015-03-28";"114";"22556 (11262, 33851)";"  174 (  -33,   382)";"106543 (48157, 164928)";"   816 (  -218,   1849)";" 9327 ( -2537, 21191)";"6912 (-1325, 15148)";"1479 ( -167, 3125)";"2098 (   -2, 4198)";"3776 (   -4,  7556)";"40%"
"2015-03-27";"113";"22382 (11293, 33470)";"  173 (  -31,   378)";"105727 (48368, 163086)";"   811 (  -209,   1831)";" 9272 ( -2432, 20977)";"6871 (-1252, 14995)";"1471 ( -152, 3093)";"2085 (   14, 4156)";"3754 (   26,  7482)";"40%"
"2015-03-26";"112";"22208 (11323, 33094)";"  172 (  -29,   374)";"104916 (48570, 161262)";"   806 (  -200,   1812)";" 9217 ( -2330, 20764)";"6831 (-1180, 14843)";"1462 ( -138, 3062)";"2073 (   31, 4116)";"3732 (   56,  7408)";"40%"
"2015-03-25";"111";"22036 (11351, 32721)";"  171 (  -27,   370)";"104110 (48764, 159456)";"   801 (  -191,   1794)";" 9163 ( -2228, 20554)";"6791 (-1109, 14692)";"1454 ( -124, 3031)";"2061 (   47, 4075)";"3710 (   85,  7336)";"40%"
"2015-03-24";"110";"21864 (11377, 32352)";"  170 (  -25,   366)";"103308 (48948, 157669)";"   797 (  -182,   1776)";" 9109 ( -2128, 20346)";"6752 (-1039, 14543)";"1445 ( -110, 3000)";"2049 (   63, 4036)";"3689 (  114,  7264)";"40%"
"2015-03-23";"109";"21694 (11401, 31987)";"  169 (  -24,   363)";"102512 (49124, 155899)";"   792 (  -174,   1758)";" 9056 ( -2029, 20140)";"6713 ( -970, 14396)";"1437 (  -96, 2970)";"2037 (   79, 3996)";"3667 (  142,  7193)";"40%"
"2015-03-22";"108";"21525 (11423, 31626)";"  168 (  -22,   359)";"101720 (49292, 154148)";"   787 (  -165,   1740)";" 9003 ( -1931, 19936)";"6674 ( -902, 14250)";"1429 (  -82, 2939)";"2026 (   94, 3957)";"3646 (  170,  7122)";"40%"
"2015-03-21";"107";"21356 (11444, 31268)";"  167 (  -20,   355)";"100932 (49451, 152414)";"   783 (  -157,   1722)";" 8950 ( -1834, 19734)";"6635 ( -835, 14105)";"1421 (  -68, 2910)";"2014 (  110, 3918)";"3625 (  197,  7053)";"40%"
"2015-03-20";"106";"21189 (11463, 30914)";"  167 (  -19,   352)";"100149 (49601, 150698)";"   778 (  -148,   1705)";" 8897 ( -1739, 19534)";"6597 ( -769, 13962)";"1412 (  -55, 2880)";"2002 (  125, 3880)";"3604 (  225,  6984)";"40%"
"2015-03-19";"105";"21022 (11481, 30563)";"  166 (  -17,   348)";" 99371 (49744, 148999)";"   774 (  -140,   1688)";" 8845 ( -1645, 19336)";"6558 ( -703, 13820)";"1404 (  -42, 2851)";"1991 (  140, 3842)";"3583 (  251,  6915)";"40%"
"2015-03-18";"104";"20856 (11497, 30216)";"  165 (  -15,   345)";" 98598 (49878, 147317)";"   769 (  -132,   1670)";" 8794 ( -1552, 19140)";"6521 ( -638, 13680)";"1396 (  -29, 2822)";"1979 (  154, 3804)";"3563 (  278,  6847)";"40%"
"2015-03-17";"103";"20692 (11511, 29873)";"  164 (  -14,   341)";" 97828 (50005, 145652)";"   765 (  -124,   1653)";" 8742 ( -1461, 18946)";"6483 ( -575, 13541)";"1388 (  -16, 2793)";"1968 (  169, 3767)";"3542 (  304,  6780)";"40%"
"2015-03-16";"102";"20528 (11524, 29533)";"  163 (  -12,   338)";" 97064 (50123, 144005)";"   760 (  -116,   1637)";" 8692 ( -1370, 18753)";"6446 ( -512, 13403)";"1380 (   -4, 2765)";"1957 (  183, 3730)";"3522 (  330,  6714)";"40%"
"2015-03-15";"101";"20365 (11535, 29196)";"  162 (  -11,   334)";" 96304 (50234, 142373)";"   756 (  -109,   1620)";" 8641 ( -1281, 18563)";"6409 ( -450, 13267)";"1373 (    9, 2737)";"1945 (  197, 3693)";"3502 (  355,  6648)";"40%"
"2015-03-14";"100";"20204 (11544, 28863)";"  161 (   -9,   331)";" 95548 (50337, 140759)";"   751 (  -101,   1604)";" 8591 ( -1193, 18375)";"6372 ( -389, 13132)";"1365 (   21, 2709)";"1934 (  211, 3657)";"3481 (  380,  6583)";"40%"
"2015-03-13";"99";"20043 (11552, 28533)";"  160 (   -8,   327)";" 94796 (50433, 139160)";"   747 (   -93,   1587)";" 8541 ( -1106, 18188)";"6335 ( -328, 12999)";"1357 (   33, 2681)";"1923 (  225, 3622)";"3462 (  404,  6519)";"40%"
"2015-03-12";"98";"19883 (11559, 28207)";"  159 (   -6,   324)";" 94049 (50521, 137578)";"   743 (   -86,   1571)";" 8491 ( -1021, 18003)";"6299 ( -269, 12867)";"1349 (   45, 2654)";"1912 (  238, 3586)";"3442 (  429,  6455)";"40%"
"2015-03-11";"97";"19724 (11564, 27884)";"  158 (   -5,   321)";" 93307 (50601, 136012)";"   738 (   -78,   1555)";" 8442 (  -936, 17821)";"6263 ( -210, 12736)";"1342 (   57, 2627)";"1901 (  251, 3551)";"3422 (  452,  6392)";"40%"
"2015-03-10";"96";"19566 (11568, 27564)";"  157 (   -3,   318)";" 92568 (50675, 134462)";"   734 (   -71,   1539)";" 8393 (  -853, 17640)";"6227 ( -152, 12606)";"1334 (   68, 2600)";"1890 (  264, 3516)";"3403 (  476,  6329)";"40%"
"2015-03-09";"95";"19409 (11570, 27247)";"  156 (   -2,   314)";" 91834 (50741, 132927)";"   730 (   -64,   1524)";" 8345 (  -770, 17460)";"6192 (  -95, 12478)";"1327 (   80, 2574)";"1880 (  277, 3482)";"3383 (  499,  6267)";"40%"
"2015-03-08";"94";"19252 (11571, 26934)";"  155 (    0,   311)";" 91104 (50800, 131408)";"   726 (   -57,   1508)";" 8297 (  -689, 17283)";"6156 (  -39, 12351)";"1319 (   91, 2548)";"1869 (  290, 3448)";"3364 (  522,  6206)";"40%"
"2015-03-07";"93";"19097 (11570, 26624)";"  155 (    1,   308)";" 90379 (50852, 129905)";"   722 (   -50,   1493)";" 8249 (  -609, 17107)";"6121 (   17, 12226)";"1312 (  102, 2522)";"1858 (  302, 3414)";"3345 (  544,  6145)";"40%"
"2015-03-06";"92";"18942 (11568, 26317)";"  154 (    2,   305)";" 89657 (50898, 128416)";"   717 (   -43,   1478)";" 8202 (  -530, 16933)";"6087 (   72, 12102)";"1304 (  113, 2496)";"1848 (  315, 3381)";"3326 (  567,  6085)";"40%"
"2015-03-05";"91";"18789 (11565, 26013)";"  153 (    4,   302)";" 88940 (50936, 126943)";"   713 (   -36,   1463)";" 8155 (  -452, 16761)";"6052 (  126, 11979)";"1297 (  124, 2471)";"1837 (  327, 3348)";"3307 (  588,  6026)";"40%"
"2015-03-04";"90";"18636 (11560, 25712)";"  152 (    5,   299)";" 88226 (50968, 125485)";"   709 (   -30,   1448)";" 8108 (  -375, 16591)";"6018 (  179, 11857)";"1290 (  134, 2446)";"1827 (  339, 3315)";"3288 (  610,  5967)";"40%"
"2015-03-03";"89";"18484 (11554, 25414)";"  151 (    7,   296)";" 87517 (50993, 124041)";"   705 (   -23,   1433)";" 8061 (  -299, 16422)";"5984 (  231, 11736)";"1283 (  145, 2421)";"1817 (  351, 3283)";"3270 (  631,  5909)";"40%"
"2015-03-02";"88";"18333 (11547, 25119)";"  150 (    8,   293)";" 86812 (51012, 122612)";"   701 (   -16,   1419)";" 8015 (  -225, 16255)";"5950 (  283, 11617)";"1276 (  155, 2396)";"1806 (  362, 3251)";"3252 (  652,  5851)";"40%"
"2015-03-01";"87";"18183 (11538, 24827)";"  149 (    9,   290)";" 86111 (51024, 121198)";"   697 (   -10,   1404)";" 7970 (  -151, 16090)";"5916 (  334, 11499)";"1269 (  165, 2372)";"1796 (  374, 3219)";"3233 (  673,  5794)";"40%"
"2015-02-28";"86";"18033 (11528, 24538)";"  149 (   10,   287)";" 85414 (51030, 119798)";"   693 (    -4,   1390)";" 7924 (   -78, 15926)";"5883 (  384, 11382)";"1261 (  175, 2348)";"1786 (  385, 3187)";"3215 (  693,  5737)";"40%"
"2015-02-27";"85";"17885 (11517, 24252)";"  148 (   12,   284)";" 84721 (51030, 118412)";"   689 (     3,   1376)";" 7879 (    -6, 15764)";"5850 (  434, 11266)";"1254 (  185, 2324)";"1776 (  396, 3156)";"3197 (  713,  5681)";"40%"
"2015-02-26";"84";"17737 (11505, 23969)";"  147 (   13,   281)";" 84032 (51023, 117040)";"   685 (     9,   1362)";" 7834 (    64, 15604)";"5817 (  483, 11152)";"1248 (  195, 2300)";"1766 (  407, 3125)";"3179 (  732,  5626)";"40%"
"2015-02-25";"83";"17590 (11491, 23689)";"  146 (   14,   278)";" 83346 (51011, 115682)";"   681 (    15,   1348)";" 7790 (   134, 15445)";"5785 (  531, 11038)";"1241 (  204, 2277)";"1756 (  418, 3095)";"3161 (  752,  5571)";"40%"
"2015-02-24";"82";"17444 (11477, 23412)";"  145 (   15,   275)";" 82665 (50992, 114338)";"   678 (    21,   1334)";" 7746 (   203, 15288)";"5752 (  579, 10926)";"1234 (  214, 2254)";"1747 (  428, 3065)";"3144 (  771,  5517)";"40%"
"2015-02-23";"81";"17299 (11461, 23137)";"  144 (   16,   272)";" 81987 (50968, 113007)";"   674 (    27,   1321)";" 7702 (   271, 15133)";"5720 (  626, 10815)";"1227 (  223, 2231)";"1737 (  439, 3035)";"3126 (  790,  5463)";"40%"
"2015-02-22";"80";"17155 (11444, 22866)";"  144 (   18,   270)";" 81314 (50938, 111690)";"   670 (    33,   1307)";" 7658 (   338, 14979)";"5688 (  672, 10705)";"1220 (  232, 2208)";"1727 (  449, 3005)";"3109 (  808,  5410)";"40%"
"2015-02-21";"79";"17011 (11425, 22597)";"  143 (   19,   267)";" 80644 (50901, 110386)";"   666 (    38,   1294)";" 7615 (   403, 14827)";"5657 (  717, 10596)";"1214 (  241, 2186)";"1718 (  459, 2976)";"3092 (  826,  5357)";"40%"
"2015-02-20";"78";"16868 (11406, 22330)";"  142 (   20,   264)";" 79978 (50860, 109096)";"   662 (    44,   1281)";" 7572 (   468, 14676)";"5625 (  762, 10488)";"1207 (  250, 2163)";"1708 (  469, 2947)";"3074 (  844,  5305)";"40%"
"2015-02-19";"77";"16726 (11385, 22067)";"  141 (   21,   262)";" 79315 (50812, 107819)";"   659 (    49,   1268)";" 7530 (   532, 14527)";"5594 (  806, 10382)";"1200 (  259, 2142)";"1699 (  479, 2918)";"3057 (  862,  5253)";"40%"
"2015-02-18";"76";"16585 (11364, 21806)";"  140 (   22,   259)";" 78657 (50760, 106554)";"   655 (    55,   1255)";" 7487 (   596, 14379)";"5563 (  850, 10276)";"1194 (  268, 2120)";"1689 (  488, 2890)";"3041 (  879,  5202)";"40%"
"2015-02-17";"75";"16444 (11341, 21548)";"  140 (   23,   256)";" 78002 (50701, 105302)";"   651 (    60,   1242)";" 7445 (   658, 14233)";"5532 (  893, 10172)";"1187 (  276, 2098)";"1680 (  498, 2862)";"3024 (  896,  5151)";"40%"
"2015-02-16";"74";"16305 (11317, 21292)";"  139 (   24,   254)";" 77351 (50638, 104064)";"   648 (    66,   1229)";" 7404 (   719, 14088)";"5502 (  935, 10068)";"1181 (  285, 2077)";"1671 (  507, 2834)";"3007 (  913,  5101)";"40%"
"2015-02-15";"73";"16166 (11293, 21039)";"  138 (   25,   251)";" 76703 (50569, 102837)";"   644 (    71,   1217)";" 7362 (   780, 13945)";"5471 (  977,  9966)";"1174 (  293, 2056)";"1661 (  516, 2807)";"2991 (  929,  5052)";"40%"
"2015-02-14";"72";"16028 (11267, 20789)";"  137 (   26,   248)";" 76059 (50495, 101623)";"   640 (    76,   1205)";" 7321 (   839, 13803)";"5441 ( 1018,  9865)";"1168 (  301, 2035)";"1652 (  525, 2779)";"2974 (  946,  5003)";"40%"
"2015-02-13";"71";"15890 (11240, 20541)";"  137 (   27,   246)";" 75419 (50415, 100422)";"   637 (    81,   1192)";" 7280 (   898, 13663)";"5411 ( 1058,  9765)";"1162 (  309, 2014)";"1643 (  534, 2752)";"2958 (  962,  4954)";"40%"
