"Date";"Days from today";"Cases (reported)";"New daily cases (reported)";"Cases (corrected for underreporting)";"New daily cases (corrected for underreporting)";"Incubation period";"Infectious and unreported";"Undergoing treatment";"Beds for CDC target of 25% cases in ETC";"Beds for CDC target of 45% cases in reduced transmission";"Reporting (treatment) quotient"
"2015-02-12";"70";"15754 (11212, 20295)";"  136 (   28,   243)";" 74782 (50331,  99232)";"   633 (    86,   1180)";" 7240 (   956, 13524)";"5382 ( 1098,  9665)";"1155 (  317, 1994)";"1634 (  543, 2726)";"2942 (  977,  4906)";"40%"
"2015-02-11";"69";"15618 (11183, 20052)";"  135 (   29,   241)";" 74148 (50242,  98055)";"   630 (    91,   1168)";" 7200 (  1013, 13386)";"5352 ( 1137,  9567)";"1149 (  325, 1974)";"1625 (  552, 2699)";"2926 (  993,  4858)";"40%"
"2015-02-10";"68";"15483 (11153, 19812)";"  134 (   30,   239)";" 73519 (50148,  96890)";"   626 (    96,   1156)";" 7160 (  1069, 13250)";"5323 ( 1176,  9470)";"1143 (  332, 1954)";"1616 (  560, 2673)";"2910 ( 1008,  4811)";"40%"
"2015-02-09";"67";"15348 (11123, 19574)";"  134 (   31,   236)";" 72892 (50049,  95736)";"   623 (   101,   1145)";" 7120 (  1124, 13116)";"5294 ( 1214,  9374)";"1137 (  340, 1934)";"1608 (  568, 2647)";"2894 ( 1023,  4764)";"40%"
"2015-02-08";"66";"15215 (11091, 19338)";"  133 (   32,   234)";" 72270 (49945,  94594)";"   619 (   106,   1133)";" 7081 (  1179, 12982)";"5265 ( 1251,  9279)";"1131 (  347, 1914)";"1599 (  577, 2621)";"2878 ( 1038,  4718)";"40%"
"2015-02-07";"65";"15082 (11058, 19105)";"  132 (   33,   231)";" 71650 (49837,  93464)";"   616 (   110,   1121)";" 7042 (  1233, 12850)";"5236 ( 1288,  9184)";"1125 (  355, 1895)";"1590 (  585, 2596)";"2862 ( 1052,  4673)";"40%"
"2015-02-06";"64";"14949 (11025, 18874)";"  131 (   34,   229)";" 71034 (49723,  92345)";"   613 (   115,   1110)";" 7003 (  1286, 12720)";"5208 ( 1325,  9091)";"1119 (  362, 1875)";"1582 (  593, 2571)";"2847 ( 1067,  4627)";"40%"
"2015-02-05";"63";"14818 (10990, 18646)";"  131 (   35,   227)";" 70422 (49606,  91237)";"   609 (   120,   1099)";" 6964 (  1338, 12591)";"5180 ( 1361,  8999)";"1113 (  369, 1856)";"1573 (  600, 2546)";"2832 ( 1081,  4582)";"40%"
"2015-02-04";"62";"14687 (10955, 18419)";"  130 (   36,   224)";" 69812 (49484,  90141)";"   606 (   124,   1088)";" 6926 (  1390, 12463)";"5152 ( 1396,  8907)";"1107 (  376, 1837)";"1565 (  608, 2521)";"2816 ( 1095,  4538)";"40%"
"2015-02-03";"61";"14557 (10919, 18196)";"  129 (   37,   222)";" 69206 (49357,  89056)";"   603 (   129,   1077)";" 6888 (  1440, 12336)";"5124 ( 1431,  8817)";"1101 (  383, 1819)";"1556 (  616, 2497)";"2801 ( 1108,  4494)";"40%"
"2015-02-02";"60";"14428 (10881, 17974)";"  129 (   38,   220)";" 68604 (49226,  87982)";"   599 (   133,   1066)";" 6850 (  1490, 12211)";"5096 ( 1465,  8727)";"1095 (  390, 1800)";"1548 (  623, 2473)";"2786 ( 1122,  4451)";"40%"
"2015-02-01";"59";"14299 (10844, 17755)";"  128 (   38,   218)";" 68005 (49091,  86918)";"   596 (   137,   1055)";" 6813 (  1539, 12087)";"5069 ( 1499,  8639)";"1089 (  396, 1782)";"1540 (  630, 2449)";"2771 ( 1135,  4408)";"40%"
"2015-01-31";"58";"14171 (10805, 17537)";"  127 (   39,   215)";" 67409 (48951,  85866)";"   593 (   141,   1044)";" 6776 (  1588, 11964)";"5042 ( 1532,  8551)";"1083 (  403, 1764)";"1531 (  638, 2425)";"2756 ( 1148,  4365)";"40%"
"2015-01-30";"57";"14044 (10765, 17323)";"  127 (   40,   213)";" 66816 (48808,  84824)";"   590 (   146,   1034)";" 6739 (  1635, 11842)";"5015 ( 1565,  8464)";"1078 (  409, 1746)";"1523 (  645, 2402)";"2742 ( 1160,  4323)";"40%"
"2015-01-29";"56";"13917 (10725, 17110)";"  126 (   41,   211)";" 66226 (48660,  83793)";"   586 (   150,   1023)";" 6702 (  1683, 11722)";"4988 ( 1597,  8378)";"1072 (  416, 1728)";"1515 (  652, 2378)";"2727 ( 1173,  4281)";"40%"
"2015-01-28";"55";"13791 (10683, 16899)";"  125 (   42,   209)";" 65640 (48508,  82772)";"   583 (   154,   1013)";" 6666 (  1729, 11603)";"4961 ( 1629,  8293)";"1066 (  422, 1711)";"1507 (  658, 2355)";"2712 ( 1185,  4240)";"40%"
"2015-01-27";"54";"13666 (10641, 16691)";"  125 (   42,   207)";" 65057 (48352,  81762)";"   580 (   158,   1002)";" 6630 (  1774, 11485)";"4935 ( 1660,  8209)";"1061 (  428, 1693)";"1499 (  665, 2333)";"2698 ( 1197,  4199)";"40%"
"2015-01-26";"53";"13541 (10598, 16484)";"  124 (   43,   205)";" 64477 (48192,  80762)";"   577 (   162,    992)";" 6594 (  1819, 11369)";"4908 ( 1691,  8126)";"1055 (  434, 1676)";"1491 (  672, 2310)";"2684 ( 1209,  4158)";"40%"
"2015-01-25";"52";"13417 (10555, 16280)";"  123 (   44,   203)";" 63900 (48029,  79771)";"   574 (   165,    982)";" 6558 (  1864, 11253)";"4882 ( 1721,  8043)";"1050 (  440, 1659)";"1483 (  678, 2288)";"2669 ( 1221,  4118)";"40%"
"2015-01-24";"51";"13294 (10510, 16078)";"  123 (   45,   201)";" 63326 (47861,  78791)";"   571 (   169,    972)";" 6523 (  1907, 11139)";"4856 ( 1751,  7962)";"1044 (  446, 1642)";"1475 (  685, 2266)";"2655 ( 1232,  4078)";"40%"
"2015-01-23";"50";"13172 (10465, 15878)";"  122 (   45,   199)";" 62756 (47690,  77821)";"   568 (   173,    962)";" 6488 (  1950, 11026)";"4831 ( 1780,  7881)";"1039 (  452, 1626)";"1467 (  691, 2244)";"2641 ( 1243,  4039)";"40%"
"2015-01-22";"49";"13050 (10419, 15680)";"  121 (   46,   196)";" 62188 (47515,  76861)";"   565 (   177,    952)";" 6453 (  1992, 10914)";"4805 ( 1809,  7801)";"1033 (  458, 1609)";"1460 (  697, 2222)";"2627 ( 1255,  4000)";"40%"
"2015-01-21";"48";"12928 (10373, 15484)";"  121 (   47,   194)";" 61623 (47336,  75911)";"   562 (   180,    943)";" 6419 (  2034, 10803)";"4780 ( 1838,  7722)";"1028 (  463, 1593)";"1452 (  703, 2201)";"2613 ( 1265,  3961)";"40%"
"2015-01-20";"47";"12808 (10326, 15289)";"  120 (   48,   193)";" 61062 (47154,  74970)";"   559 (   184,    933)";" 6384 (  2075, 10694)";"4755 ( 1866,  7643)";"1023 (  469, 1577)";"1444 (  709, 2180)";"2600 ( 1276,  3923)";"40%"
"2015-01-19";"46";"12687 (10278, 15097)";"  119 (   48,   191)";" 60503 (46968,  74039)";"   556 (   187,    924)";" 6350 (  2115, 10585)";"4730 ( 1893,  7566)";"1017 (  474, 1561)";"1437 (  715, 2159)";"2586 ( 1287,  3886)";"40%"
"2015-01-18";"45";"12568 (10229, 14907)";"  119 (   49,   189)";" 59948 (46779,  73117)";"   553 (   191,    914)";" 6316 (  2155, 10478)";"4705 ( 1921,  7489)";"1012 (  480, 1545)";"1429 (  721, 2138)";"2573 ( 1297,  3848)";"40%"
"2015-01-17";"44";"12449 (10180, 14719)";"  118 (   50,   187)";" 59395 (46586,  72204)";"   550 (   194,    905)";" 6283 (  2194, 10371)";"4680 ( 1947,  7413)";"1007 (  485, 1529)";"1422 (  726, 2117)";"2559 ( 1307,  3811)";"40%"
"2015-01-16";"43";"12331 (10130, 14533)";"  118 (   50,   185)";" 58846 (46390,  71301)";"   547 (   198,    896)";" 6249 (  2233, 10266)";"4656 ( 1974,  7338)";"1002 (  490, 1514)";"1414 (  732, 2097)";"2546 ( 1317,  3774)";"40%"
"2015-01-15";"42";"12213 (10079, 14348)";"  117 (   51,   183)";" 58299 (46191,  70407)";"   544 (   201,    887)";" 6216 (  2271, 10162)";"4631 ( 2000,  7263)";" 997 (  495, 1498)";"1407 (  737, 2077)";"2533 ( 1327,  3738)";"40%"
"2015-01-14";"41";"12097 (10027, 14166)";"  116 (   52,   181)";" 57755 (45988,  69522)";"   541 (   204,    878)";" 6183 (  2308, 10059)";"4607 ( 2025,  7189)";" 991 (  500, 1483)";"1400 (  743, 2057)";"2519 ( 1337,  3702)";"40%"
"2015-01-13";"40";"11980 ( 9976, 13985)";"  116 (   52,   179)";" 57214 (45782,  68646)";"   538 (   207,    869)";" 6151 (  2345,  9957)";"4583 ( 2050,  7116)";" 986 (  505, 1468)";"1392 (  748, 2037)";"2506 ( 1346,  3667)";"40%"
"2015-01-12";"39";"11864 ( 9923, 13806)";"  115 (   53,   177)";" 56676 (45573,  67779)";"   535 (   210,    860)";" 6118 (  2381,  9856)";"4559 ( 2075,  7044)";" 981 (  510, 1453)";"1385 (  753, 2017)";"2493 ( 1355,  3631)";"40%"
"2015-01-11";"38";"11749 ( 9870, 13629)";"  115 (   53,   176)";" 56141 (45361,  66921)";"   532 (   214,    851)";" 6086 (  2417,  9756)";"4536 ( 2099,  6973)";" 976 (  515, 1438)";"1378 (  758, 1998)";"2481 ( 1364,  3597)";"40%"
"2015-01-10";"37";"11635 ( 9816, 13454)";"  114 (   54,   174)";" 55608 (45146,  66071)";"   530 (   217,    843)";" 6054 (  2452,  9657)";"4512 ( 2123,  6902)";" 971 (  519, 1424)";"1371 (  763, 1979)";"2468 ( 1373,  3562)";"40%"
"2015-01-09";"36";"11521 ( 9761, 13280)";"  113 (   55,   172)";" 55079 (44927,  65230)";"   527 (   220,    834)";" 6022 (  2486,  9559)";"4489 ( 2147,  6832)";" 966 (  524, 1409)";"1364 (  768, 1960)";"2455 ( 1382,  3528)";"40%"
"2015-01-08";"35";"11407 ( 9706, 13109)";"  113 (   55,   170)";" 54552 (44706,  64398)";"   524 (   223,    826)";" 5991 (  2520,  9462)";"4466 ( 2170,  6762)";" 962 (  528, 1395)";"1357 (  773, 1941)";"2442 ( 1391,  3494)";"40%"
"2015-01-07";"34";"11295 ( 9651, 12939)";"  112 (   56,   169)";" 54028 (44481,  63574)";"   521 (   225,    817)";" 5960 (  2554,  9366)";"4443 ( 2193,  6694)";" 957 (  533, 1381)";"1350 (  777, 1922)";"2430 ( 1399,  3460)";"40%"
"2015-01-06";"33";"11183 ( 9594, 12771)";"  112 (   56,   167)";" 53506 (44254,  62758)";"   519 (   228,    809)";" 5928 (  2586,  9270)";"4420 ( 2215,  6626)";" 952 (  537, 1366)";"1343 (  782, 1904)";"2417 ( 1408,  3427)";"40%"
"2015-01-05";"32";"11071 ( 9538, 12604)";"  111 (   57,   165)";" 52987 (44024,  61951)";"   516 (   231,    801)";" 5898 (  2619,  9176)";"4398 ( 2237,  6558)";" 947 (  542, 1353)";"1336 (  787, 1886)";"2405 ( 1416,  3394)";"40%"
"2015-01-04";"31";"10960 ( 9480, 12439)";"  110 (   57,   164)";" 52472 (43791,  61152)";"   513 (   234,    793)";" 5867 (  2651,  9083)";"4375 ( 2259,  6492)";" 942 (  546, 1339)";"1329 (  791, 1868)";"2393 ( 1424,  3362)";"40%"
"2015-01-03";"30";"10849 ( 9422, 12276)";"  110 (   58,   162)";" 51958 (43555,  60361)";"   511 (   237,    785)";" 5837 (  2682,  8991)";"4353 ( 2280,  6426)";" 938 (  550, 1325)";"1323 (  795, 1850)";"2381 ( 1432,  3330)";"40%"
"2015-01-02";"29";"10739 ( 9364, 12115)";"  109 (   59,   160)";" 51448 (43317,  59578)";"   508 (   239,    777)";" 5806 (  2713,  8900)";"4331 ( 2301,  6360)";" 933 (  554, 1312)";"1316 (  800, 1832)";"2369 ( 1440,  3298)";"40%"
"2015-01-01";"28";"10630 ( 9305, 11955)";"  109 (   59,   159)";" 50940 (43076,  58803)";"   505 (   242,    769)";" 5776 (  2743,  8809)";"4309 ( 2322,  6296)";" 928 (  558, 1298)";"1309 (  804, 1815)";"2357 ( 1447,  3266)";"40%"
"2014-12-31";"27";"10521 ( 9246, 11797)";"  108 (   60,   157)";" 50434 (42832,  58036)";"   503 (   245,    761)";" 5747 (  2773,  8720)";"4287 ( 2342,  6232)";" 924 (  562, 1285)";"1303 (  808, 1797)";"2345 ( 1455,  3235)";"40%"
"2014-12-30";"26";"10413 ( 9185, 11641)";"  108 (   60,   155)";" 49931 (42585,  57277)";"   500 (   247,    753)";" 5717 (  2803,  8631)";"4265 ( 2362,  6168)";" 919 (  566, 1272)";"1296 (  812, 1780)";"2333 ( 1462,  3204)";"40%"
"2014-12-29";"25";"10305 ( 9125, 11486)";"  107 (   61,   154)";" 49431 (42336,  56526)";"   498 (   250,    746)";" 5688 (  2832,  8544)";"4244 ( 2382,  6105)";" 914 (  570, 1259)";"1290 (  816, 1763)";"2321 ( 1469,  3173)";"40%"
"2014-12-28";"24";"10198 ( 9064, 11332)";"  107 (   61,   152)";" 48934 (42085,  55782)";"   495 (   252,    738)";" 5659 (  2860,  8457)";"4222 ( 2401,  6043)";" 910 (  574, 1246)";"1283 (  820, 1746)";"2309 ( 1476,  3143)";"40%"
"2014-12-27";"23";"10091 ( 9002, 11181)";"  106 (   62,   151)";" 48438 (41831,  55046)";"   493 (   255,    731)";" 5630 (  2888,  8371)";"4201 ( 2420,  5982)";" 905 (  577, 1233)";"1277 (  824, 1729)";"2298 ( 1483,  3113)";"40%"
"2014-12-26";"22";" 9985 ( 8940, 11031)";"  106 (   62,   149)";" 47946 (41574,  54318)";"   490 (   257,    723)";" 5601 (  2916,  8286)";"4180 ( 2439,  5921)";" 901 (  581, 1221)";"1270 (  828, 1713)";"2286 ( 1490,  3083)";"40%"
"2014-12-25";"21";" 9880 ( 8878, 10882)";"  105 (   62,   148)";" 47456 (41315,  53597)";"   488 (   259,    716)";" 5572 (  2943,  8202)";"4159 ( 2457,  5861)";" 897 (  585, 1208)";"1264 (  831, 1696)";"2275 ( 1496,  3053)";"40%"
"2014-12-24";"20";" 9775 ( 8815, 10735)";"  105 (   63,   146)";" 46968 (41054,  52883)";"   485 (   262,    709)";" 5544 (  2969,  8119)";"4138 ( 2475,  5801)";" 892 (  588, 1196)";"1258 (  835, 1680)";"2264 ( 1503,  3024)";"40%"
"2014-12-23";"19";" 9670 ( 8751, 10589)";"  104 (   63,   145)";" 46483 (40790,  52177)";"   483 (   264,    701)";" 5516 (  2996,  8036)";"4118 ( 2493,  5742)";" 888 (  592, 1184)";"1251 (  839, 1664)";"2252 ( 1509,  2995)";"40%"
"2014-12-22";"18";" 9566 ( 8687, 10445)";"  103 (   64,   143)";" 46001 (40524,  51478)";"   480 (   266,    694)";" 5488 (  3021,  7954)";"4097 ( 2511,  5683)";" 883 (  595, 1172)";"1245 (  842, 1648)";"2241 ( 1516,  2967)";"40%"
"2014-12-21";"17";" 9463 ( 8623, 10303)";"  103 (   64,   142)";" 45520 (40255,  50786)";"   478 (   268,    687)";" 5460 (  3047,  7874)";"4077 ( 2528,  5625)";" 879 (  598, 1160)";"1239 (  845, 1632)";"2230 ( 1522,  2938)";"40%"
"2014-12-20";"16";" 9360 ( 8558, 10162)";"  102 (   65,   140)";" 45043 (39984,  50101)";"   475 (   271,    680)";" 5433 (  3072,  7793)";"4056 ( 2545,  5568)";" 875 (  602, 1148)";"1233 (  849, 1617)";"2219 ( 1528,  2910)";"40%"
"2014-12-19";"15";" 9257 ( 8493, 10022)";"  102 (   65,   139)";" 44567 (39711,  49423)";"   473 (   273,    673)";" 5405 (  3096,  7714)";"4036 ( 2561,  5511)";" 871 (  605, 1136)";"1227 (  852, 1601)";"2208 ( 1534,  2882)";"40%"
"2014-12-18";"14";" 9156 ( 8427,  9884)";"  101 (   65,   137)";" 44094 (39436,  48752)";"   471 (   275,    666)";" 5378 (  3120,  7636)";"4016 ( 2578,  5455)";" 866 (  608, 1124)";"1221 (  855, 1586)";"2197 ( 1539,  2855)";"40%"
"2014-12-17";"13";" 9054 ( 8360,  9748)";"  101 (   66,   136)";" 43624 (39159,  48089)";"   468 (   277,    660)";" 5351 (  3144,  7558)";"3997 ( 2594,  5399)";" 862 (  611, 1113)";"1215 (  858, 1571)";"2186 ( 1545,  2828)";"40%"
"2014-12-16";"12";" 8953 ( 8294,  9613)";"  100 (   66,   135)";" 43156 (38879,  47432)";"   466 (   279,    653)";" 5324 (  3168,  7481)";"3977 ( 2610,  5344)";" 858 (  614, 1101)";"1209 (  861, 1556)";"2176 ( 1551,  2801)";"40%"
"2014-12-15";"11";" 8853 ( 8227,  9479)";"  100 (   67,   133)";" 42690 (38598,  46782)";"   464 (   281,    646)";" 5298 (  3191,  7405)";"3957 ( 2625,  5290)";" 854 (  617, 1090)";"1203 (  864, 1541)";"2165 ( 1556,  2774)";"40%"
"2014-12-14";"10";" 8753 ( 8159,  9347)";"   99 (   67,   132)";" 42226 (38314,  46138)";"   461 (   283,    640)";" 5271 (  3213,  7330)";"3938 ( 2640,  5236)";" 850 (  620, 1079)";"1197 (  867, 1526)";"2154 ( 1561,  2747)";"40%"
"2014-12-13";"9";" 8653 ( 8091,  9216)";"   99 (   67,   131)";" 41765 (38028,  45502)";"   459 (   285,    633)";" 5245 (  3235,  7255)";"3919 ( 2655,  5182)";" 846 (  623, 1068)";"1191 (  870, 1512)";"2144 ( 1567,  2721)";"40%"
"2014-12-12";"8";" 8554 ( 8022,  9086)";"   98 (   68,   129)";" 41306 (37740,  44872)";"   457 (   287,    627)";" 5219 (  3257,  7181)";"3900 ( 2670,  5129)";" 841 (  626, 1057)";"1185 (  873, 1497)";"2133 ( 1572,  2695)";"40%"
"2014-12-11";"7";" 8456 ( 7953,  8958)";"   98 (   68,   128)";" 40849 (37450,  44249)";"   454 (   289,    620)";" 5193 (  3279,  7108)";"3881 ( 2685,  5077)";" 837 (  629, 1046)";"1180 (  876, 1483)";"2123 ( 1577,  2670)";"40%"
"2014-12-10";"6";" 8358 ( 7884,  8832)";"   98 (   69,   127)";" 40395 (37158,  43632)";"   452 (   290,    614)";" 5168 (  3300,  7035)";"3862 ( 2699,  5025)";" 833 (  631, 1035)";"1174 (  879, 1469)";"2113 ( 1582,  2644)";"40%"
"2014-12-09";"5";" 8260 ( 7814,  8706)";"   97 (   69,   125)";" 39943 (36863,  43022)";"   450 (   292,    608)";" 5142 (  3320,  6964)";"3843 ( 2713,  4973)";" 829 (  634, 1025)";"1168 (  881, 1455)";"2103 ( 1586,  2619)";"40%"
"2014-12-08";"4";" 8163 ( 7744,  8583)";"   97 (   69,   124)";" 39493 (36567,  42418)";"   448 (   294,    602)";" 5117 (  3341,  6893)";"3824 ( 2726,  4923)";" 825 (  637, 1014)";"1162 (  884, 1441)";"2092 ( 1591,  2594)";"40%"
"2014-12-07";"3";" 8067 ( 7673,  8460)";"   96 (   70,   123)";" 39045 (36269,  41821)";"   446 (   296,    595)";" 5092 (  3361,  6822)";"3806 ( 2740,  4872)";" 821 (  639, 1004)";"1157 (  886, 1427)";"2082 ( 1596,  2569)";"40%"
"2014-12-06";"2";" 7971 ( 7602,  8339)";"   96 (   70,   121)";" 38599 (35969,  41230)";"   443 (   297,    589)";" 5067 (  3381,  6753)";"3788 ( 2753,  4822)";" 818 (  642,  993)";"1151 (  889, 1414)";"2072 ( 1600,  2545)";"40%"
"2014-12-05";"1";" 7875 ( 7530,  8220)";"   95 (   70,   120)";" 38156 (35667,  40646)";"   441 (   299,    583)";" 5042 (  3400,  6684)";"3769 ( 2766,  4773)";" 814 (  644,  983)";"1146 (  891, 1400)";"2062 ( 1604,  2520)";"40%"
"2014-12-04";"0";" 7780 ( 7458,  8102)";"   95 (   71,   119)";" 37715 (35362,  40067)";"   439 (   301,    577)";" 5017 (  3419,  6615)";"3751 ( 2779,  4724)";" 810 (  646,  973)";"1140 (  894, 1387)";"2052 ( 1609,  2496)";"40%"
"2014-12-03";"-1";"  252 (  252,   252)";"    0 (    0,     0)";"   524 (  524,    524)";"     0 (     0,      0)";"    0 (     0,     0)";"   0 (    0,     0)";"   0 (    0,    0)";"   0 (    0,    0)";"   0 (    0,     0)";"40%"
"2014-12-03";"-1";" 7433 ( 7133,  7733)";"   94 (   71,   118)";" 36752 (34532,  38972)";"   437 (   302,    571)";" 4992 (  3437,  6547)";"3733 ( 2791,  4675)";" 806 (  649,  963)";"1135 (  896, 1373)";"2042 ( 1613,  2472)";"40%"
"2014-12-02";"-2";"  252 (  252,   252)";"    0 (    0,     0)";"   524 (  524,    524)";"     0 (     0,      0)";"    0 (     0,     0)";"   0 (    0,     0)";"   0 (    0,    0)";"   0 (    0,    0)";"   0 (    0,     0)";"40%"
"2014-12-02";"-2";" 7339 ( 7059,  7618)";"   94 (   71,   117)";" 36315 (34224,  38406)";"   435 (   304,    566)";" 4968 (  3455,  6480)";"3715 ( 2803,  4627)";" 802 (  651,  953)";"1129 (  898, 1360)";"2033 ( 1617,  2449)";"40%"
"2014-12-01";"-3";"  252 (  252,   252)";"    0 (    0,     0)";"   524 (  524,    524)";"     0 (     0,      0)";"    0 (     0,     0)";"   0 (    0,     0)";"   0 (    0,    0)";"   0 (    0,    0)";"   0 (    0,     0)";"40%"
"2014-12-01";"-3";" 7245 ( 6985,  7504)";"   93 (   71,   115)";" 35880 (33913,  37847)";"   433 (   305,    560)";" 4944 (  3473,  6414)";"3697 ( 2815,  4580)";" 798 (  653,  943)";"1124 (  900, 1347)";"2023 ( 1621,  2425)";"40%"
"2014-11-30";"-4";"  252 (  252,   252)";"    0 (    0,     0)";"   524 (  524,    524)";"     0 (     0,      0)";"    0 (     0,     0)";"   0 (    0,     0)";"   0 (    0,    0)";"   0 (    0,    0)";"   0 (    0,     0)";"40%"
"2014-11-30";"-4";" 7151 ( 6911,  7392)";"   93 (   72,   114)";" 35448 (33601,  37295)";"   431 (   307,    554)";" 4920 (  3491,  6348)";"3680 ( 2827,  4533)";" 794 (  655,  934)";"1119 (  903, 1335)";"2013 ( 1625,  2402)";"40%"
"2014-11-29";"-5";"  252 (  252,   252)";"    0 (    0,     0)";"   524 (  524,    524)";"     0 (     0,      0)";"    0 (     0,     0)";"   0 (    0,     0)";"   0 (    0,    0)";"   0 (    0,    0)";"   0 (    0,     0)";"40%"
"2014-11-29";"-5";" 7058 ( 6835,  7281)";"   92 (   72,   113)";" 35017 (33286,  36748)";"   428 (   309,    548)";" 4896 (  3509,  6283)";"3662 ( 2838,  4486)";" 791 (  657,  924)";"1113 (  905, 1322)";"2004 ( 1628,  2379)";"40%"
"2014-11-28";"-6";"  252 (  252,   252)";"    0 (    0,     0)";"   524 (  524,    524)";"     0 (     0,      0)";"    1 (     1,     1)";"   0 (    0,     0)";"   0 (    0,    0)";"   0 (    0,    0)";"   0 (    0,     0)";"40%"
"2014-11-28";"-6";" 6966 ( 6759,  7173)";"   92 (   72,   112)";" 34589 (32969,  36209)";"   426 (   310,    543)";" 4872 (  3526,  6219)";"3645 ( 2850,  4440)";" 787 (  659,  914)";"1108 (  907, 1309)";"1994 ( 1632,  2357)";"40%"
"2014-11-27";"-7";"  252 (  252,   252)";"    0 (    0,     0)";"   524 (  524,    524)";"     0 (     0,      0)";"    1 (     1,     1)";"   0 (    0,     0)";"   0 (    0,    0)";"   0 (    0,    0)";"   0 (    0,     0)";"40%"
"2014-11-27";"-7";" 6874 ( 6682,  7065)";"   92 (   73,   111)";" 34162 (32650,  35675)";"   424 (   311,    537)";" 4849 (  3542,  6155)";"3628 ( 2861,  4394)";" 783 (  661,  905)";"1103 (  909, 1297)";"1985 ( 1635,  2334)";"40%"
"2014-11-26";"-8";"  252 (  252,   252)";"    0 (    0,     0)";"   524 (  524,    524)";"     0 (     0,      0)";"    1 (     1,     1)";"   0 (    0,     0)";"   0 (    0,    0)";"   0 (    0,    0)";"   0 (    0,     0)";"40%"
"2014-11-26";"-8";" 6782 ( 6605,  6960)";"   91 (   73,   110)";" 33738 (32328,  35148)";"   422 (   313,    532)";" 4826 (  3559,  6092)";"3611 ( 2872,  4349)";" 779 (  663,  896)";"1097 (  910, 1284)";"1975 ( 1639,  2312)";"40%"
"2014-11-25";"-9";"  252 (  252,   252)";"    0 (    0,     0)";"   524 (  524,    524)";"     0 (     0,      0)";"    1 (     1,     1)";"   0 (    0,     0)";"   0 (    0,    0)";"   0 (    0,    0)";"   0 (    0,     0)";"40%"
"2014-11-25";"-9";" 6691 ( 6526,  6857)";"   91 (   73,   108)";" 33316 (32004,  34628)";"   420 (   314,    526)";" 4802 (  3575,  6030)";"3593 ( 2882,  4305)";" 776 (  665,  886)";"1092 (  912, 1272)";"1966 ( 1642,  2290)";"40%"
"2014-11-24";"-10";"  252 (  252,   252)";"    0 (    0,     0)";"   524 (  524,    524)";"     0 (     0,      0)";"    1 (     1,     1)";"   0 (    0,     0)";"   0 (    0,    0)";"   0 (    0,    0)";"   0 (    0,     0)";"40%"
"2014-11-24";"-10";" 6600 ( 6446,  6755)";"   90 (   73,   107)";" 32896 (31677,  34115)";"   418 (   316,    521)";" 4779 (  3591,  5968)";"3577 ( 2893,  4260)";" 772 (  667,  877)";"1087 (  914, 1260)";"1957 ( 1645,  2268)";"40%"
"2014-11-23";"-11";"  252 (  252,   252)";"    0 (    0,     0)";"   524 (  524,    524)";"     0 (     0,      0)";"    1 (     1,     1)";"   0 (    0,     0)";"   0 (    0,    0)";"   0 (    0,    0)";"   0 (    0,     0)";"40%"
"2014-11-23";"-11";" 6510 ( 6365,  6655)";"   90 (   74,   106)";" 32477 (31347,  33608)";"   416 (   317,    515)";" 4757 (  3606,  5907)";"3560 ( 2903,  4217)";" 768 (  668,  868)";"1082 (  916, 1248)";"1948 ( 1649,  2247)";"40%"
"2014-11-22";"-12";"  252 (  252,   252)";"    0 (    0,     0)";"   523 (  523,    523)";"     0 (     0,      0)";"    1 (     1,     1)";"   0 (    0,     0)";"   0 (    0,    0)";"   0 (    0,    0)";"   0 (    0,     0)";"40%"
"2014-11-22";"-12";" 6420 ( 6282,  6558)";"   89 (   74,   105)";" 32061 (31013,  33109)";"   414 (   318,    510)";" 4734 (  3621,  5846)";"3543 ( 2913,  4173)";" 765 (  670,  860)";"1077 (  918, 1236)";"1938 ( 1652,  2225)";"40%"
"2014-11-21";"-13";"  252 (  252,   252)";"    0 (    0,     0)";"   523 (  523,    523)";"     0 (     0,      0)";"    1 (     1,     1)";"   0 (    0,     0)";"   0 (    0,    0)";"   0 (    0,    0)";"   0 (    0,     0)";"40%"
"2014-11-21";"-13";" 6331 ( 6198,  6463)";"   89 (   74,   104)";" 31647 (30677,  32617)";"   412 (   320,    505)";" 4711 (  3636,  5786)";"3527 ( 2922,  4131)";" 761 (  671,  851)";"1072 (  919, 1225)";"1929 ( 1655,  2204)";"40%"
"2014-11-20";"-14";"  252 (  252,   252)";"    0 (    0,     0)";"   523 (  523,    523)";"     0 (     0,      0)";"    1 (     1,     1)";"   0 (    0,     0)";"   0 (    0,    0)";"   0 (    0,    0)";"   0 (    0,     0)";"40%"
"2014-11-20";"-14";" 6242 ( 6113,  6370)";"   89 (   74,   103)";" 31234 (30336,  32133)";"   410 (   321,    500)";" 4689 (  3651,  5727)";"3510 ( 2932,  4088)";" 757 (  672,  842)";"1067 (  921, 1213)";"1920 ( 1657,  2183)";"40%"
"2014-11-19";"-15";"  252 (  252,   252)";"    0 (    0,     0)";"   523 (  523,    523)";"     0 (     0,      0)";"    1 (     1,     1)";"   0 (    0,     0)";"   0 (    0,    0)";"   0 (    0,    0)";"   0 (    0,     0)";"40%"
