"Date";"Days from today";"Cases (reported)";"New daily cases (reported)";"Cases (corrected for underreporting)";"New daily cases (corrected for underreporting)";"Incubation period";"Infectious and unreported";"Undergoing treatment";"Beds for CDC target of 25% cases in ETC";"Beds for CDC target of 45% cases in reduced transmission";"Reporting (treatment) quotient"
"2015-02-13";"71";"15638 (10987, 20288)";"137 (  27, 246)";" 74893 (49889,  99896)";" 637 (  81, 1192)";" 7280 (   898, 13662)";"5411 ( 1058,  9764)";"1162 (  309, 2014)";"1643 (  534, 2752)";"2958 (  962,  4954)";"40%"
"2015-02-12";"70";"15501 (10960, 20043)";"136 (  28, 243)";" 74256 (49805,  98706)";" 633 (  86, 1180)";" 7240 (   956, 13524)";"5381 ( 1098,  9665)";"1155 (  317, 1994)";"1634 (  543, 2725)";"2942 (  977,  4906)";"40%"
"2015-02-11";"69";"15365 (10931, 19800)";"135 (  29, 241)";" 73622 (49716,  97529)";" 630 (  91, 1168)";" 7199 (  1013, 13386)";"5352 ( 1137,  9567)";"1149 (  325, 1973)";"1625 (  552, 2699)";"2925 (  993,  4858)";"40%"
"2015-02-10";"68";"15230 (10901, 19559)";"134 (  30, 239)";" 72993 (49622,  96363)";" 626 (  96, 1156)";" 7159 (  1069, 13250)";"5323 ( 1176,  9470)";"1143 (  332, 1953)";"1616 (  560, 2673)";"2910 ( 1008,  4811)";"40%"
"2015-02-09";"67";"15096 (10870, 19321)";"134 (  31, 236)";" 72366 (49523,  95210)";" 623 ( 101, 1145)";" 7120 (  1124, 13115)";"5294 ( 1214,  9374)";"1137 (  340, 1934)";"1608 (  568, 2647)";"2894 ( 1023,  4764)";"40%"
"2015-02-08";"66";"14962 (10838, 19086)";"133 (  32, 234)";" 71744 (49419,  94068)";" 619 ( 106, 1133)";" 7080 (  1179, 12982)";"5265 ( 1251,  9278)";"1131 (  347, 1914)";"1599 (  577, 2621)";"2878 ( 1038,  4718)";"40%"
"2015-02-07";"65";"14829 (10806, 18853)";"132 (  33, 231)";" 71124 (49311,  92938)";" 616 ( 110, 1121)";" 7041 (  1233, 12850)";"5236 ( 1288,  9184)";"1125 (  355, 1895)";"1590 (  585, 2596)";"2862 ( 1052,  4672)";"40%"
"2015-02-06";"64";"14697 (10772, 18622)";"131 (  34, 229)";" 70508 (49197,  91819)";" 613 ( 115, 1110)";" 7003 (  1286, 12720)";"5208 ( 1325,  9091)";"1119 (  362, 1875)";"1582 (  593, 2571)";"2847 ( 1067,  4627)";"40%"
"2015-02-05";"63";"14565 (10738, 18393)";"131 (  35, 227)";" 69896 (49080,  90711)";" 609 ( 120, 1099)";" 6964 (  1338, 12590)";"5180 ( 1361,  8999)";"1113 (  369, 1856)";"1573 (  600, 2546)";"2831 ( 1081,  4582)";"40%"
"2015-02-04";"62";"14435 (10702, 18167)";"130 (  36, 224)";" 69286 (48958,  89615)";" 606 ( 124, 1088)";" 6926 (  1389, 12462)";"5151 ( 1396,  8907)";"1107 (  376, 1837)";"1565 (  608, 2521)";"2816 ( 1094,  4538)";"40%"
"2015-02-03";"61";"14305 (10666, 17943)";"129 (  37, 222)";" 68681 (48831,  88530)";" 603 ( 129, 1077)";" 6888 (  1440, 12336)";"5124 ( 1431,  8817)";"1101 (  383, 1819)";"1556 (  616, 2497)";"2801 ( 1108,  4494)";"40%"
"2015-02-02";"60";"14175 (10629, 17722)";"129 (  38, 220)";" 68078 (48700,  87456)";" 599 ( 133, 1066)";" 6850 (  1490, 12210)";"5096 ( 1465,  8727)";"1095 (  390, 1800)";"1548 (  623, 2472)";"2786 ( 1121,  4450)";"40%"
"2015-02-01";"59";"14047 (10591, 17502)";"128 (  38, 218)";" 67479 (48565,  86393)";" 596 ( 137, 1055)";" 6813 (  1539, 12086)";"5069 ( 1499,  8639)";"1089 (  396, 1782)";"1539 (  630, 2449)";"2771 ( 1135,  4407)";"40%"
"2015-01-31";"58";"13919 (10552, 17285)";"127 (  39, 215)";" 66883 (48425,  85340)";" 593 ( 141, 1044)";" 6776 (  1588, 11964)";"5041 ( 1532,  8551)";"1083 (  403, 1764)";"1531 (  637, 2425)";"2756 ( 1147,  4365)";"40%"
"2015-01-30";"57";"13791 (10513, 17070)";"127 (  40, 213)";" 66290 (48282,  84298)";" 590 ( 146, 1033)";" 6739 (  1635, 11842)";"5014 ( 1565,  8464)";"1078 (  409, 1746)";"1523 (  645, 2401)";"2741 ( 1160,  4323)";"40%"
"2015-01-29";"56";"13665 (10472, 16857)";"126 (  41, 211)";" 65701 (48134,  83267)";" 586 ( 150, 1023)";" 6702 (  1682, 11722)";"4987 ( 1597,  8378)";"1072 (  416, 1728)";"1515 (  651, 2378)";"2727 ( 1173,  4281)";"40%"
"2015-01-28";"55";"13539 (10431, 16647)";"125 (  42, 209)";" 65114 (47982,  82246)";" 583 ( 154, 1013)";" 6666 (  1729, 11603)";"4961 ( 1629,  8293)";"1066 (  422, 1711)";"1507 (  658, 2355)";"2712 ( 1185,  4239)";"40%"
"2015-01-27";"54";"13414 (10389, 16438)";"125 (  42, 207)";" 64531 (47826,  81236)";" 580 ( 158, 1002)";" 6630 (  1774, 11485)";"4934 ( 1660,  8209)";"1061 (  428, 1693)";"1499 (  665, 2333)";"2698 ( 1197,  4199)";"40%"
"2015-01-26";"53";"13289 (10346, 16232)";"124 (  43, 205)";" 63951 (47667,  80236)";" 577 ( 162,  992)";" 6594 (  1819, 11368)";"4908 ( 1691,  8125)";"1055 (  434, 1676)";"1491 (  672, 2310)";"2683 ( 1209,  4158)";"40%"
"2015-01-25";"52";"13165 (10302, 16028)";"123 (  44, 203)";" 63374 (47503,  79246)";" 574 ( 165,  982)";" 6558 (  1863, 11253)";"4882 ( 1721,  8043)";"1050 (  440, 1659)";"1483 (  678, 2288)";"2669 ( 1221,  4118)";"40%"
"2015-01-24";"51";"13042 (10258, 15825)";"123 (  45, 201)";" 62801 (47335,  78266)";" 571 ( 169,  972)";" 6523 (  1907, 11139)";"4856 ( 1751,  7961)";"1044 (  446, 1642)";"1475 (  684, 2266)";"2655 ( 1232,  4078)";"40%"
"2015-01-23";"50";"12919 (10213, 15625)";"122 (  45, 199)";" 62230 (47164,  77296)";" 568 ( 173,  962)";" 6488 (  1950, 11026)";"4830 ( 1780,  7881)";"1039 (  452, 1626)";"1467 (  691, 2244)";"2641 ( 1243,  4039)";"40%"
"2015-01-22";"49";"12797 (10167, 15427)";"121 (  46, 196)";" 61662 (46989,  76336)";" 565 ( 177,  952)";" 6453 (  1992, 10914)";"4805 ( 1809,  7801)";"1033 (  458, 1609)";"1460 (  697, 2222)";"2627 ( 1254,  4000)";"40%"
"2015-01-21";"48";"12676 (10120, 15231)";"121 (  47, 194)";" 61098 (46811,  75385)";" 562 ( 180,  943)";" 6418 (  2034, 10803)";"4779 ( 1838,  7721)";"1028 (  463, 1593)";"1452 (  703, 2201)";"2613 ( 1265,  3961)";"40%"
"2015-01-20";"47";"12555 (10073, 15037)";"120 (  48, 193)";" 60536 (46628,  74444)";" 558 ( 184,  933)";" 6384 (  2075, 10693)";"4754 ( 1866,  7643)";"1023 (  469, 1577)";"1444 (  709, 2180)";"2600 ( 1276,  3923)";"40%"
"2015-01-19";"46";"12435 (10025, 14845)";"119 (  48, 191)";" 59978 (46443,  73513)";" 556 ( 187,  924)";" 6350 (  2115, 10585)";"4729 ( 1893,  7565)";"1017 (  474, 1561)";"1437 (  715, 2159)";"2586 ( 1287,  3885)";"40%"
"2015-01-18";"45";"12316 ( 9977, 14655)";"119 (  49, 189)";" 59422 (46254,  72591)";" 553 ( 191,  914)";" 6316 (  2155, 10477)";"4704 ( 1920,  7489)";"1012 (  479, 1545)";"1429 (  720, 2138)";"2572 ( 1297,  3848)";"40%"
"2015-01-17";"44";"12197 ( 9927, 14467)";"118 (  50, 187)";" 58870 (46061,  71679)";" 550 ( 194,  905)";" 6282 (  2194, 10371)";"4680 ( 1947,  7413)";"1007 (  485, 1529)";"1422 (  726, 2117)";"2559 ( 1307,  3811)";"40%"
"2015-01-16";"43";"12079 ( 9877, 14280)";"118 (  50, 185)";" 58320 (45865,  70776)";" 547 ( 197,  896)";" 6249 (  2232, 10266)";"4655 ( 1973,  7337)";"1002 (  490, 1513)";"1414 (  732, 2097)";"2546 ( 1317,  3774)";"40%"
"2015-01-15";"42";"11961 ( 9826, 14096)";"117 (  51, 183)";" 57773 (45665,  69882)";" 544 ( 201,  887)";" 6216 (  2270, 10161)";"4631 ( 1999,  7263)";" 997 (  495, 1498)";"1407 (  737, 2077)";"2532 ( 1327,  3738)";"40%"
"2015-01-14";"41";"11844 ( 9775, 13913)";"116 (  52, 181)";" 57230 (45463,  68997)";" 541 ( 204,  878)";" 6183 (  2308, 10058)";"4607 ( 2025,  7189)";" 991 (  500, 1483)";"1400 (  742, 2057)";"2519 ( 1336,  3702)";"40%"
"2015-01-13";"40";"11728 ( 9723, 13733)";"116 (  52, 179)";" 56689 (45257,  68121)";" 538 ( 207,  869)";" 6150 (  2344,  9956)";"4583 ( 2050,  7116)";" 986 (  505, 1468)";"1392 (  748, 2037)";"2506 ( 1346,  3666)";"40%"
"2015-01-12";"39";"11612 ( 9671, 13554)";"115 (  53, 177)";" 56151 (45048,  67254)";" 535 ( 210,  860)";" 6118 (  2381,  9855)";"4559 ( 2075,  7044)";" 981 (  510, 1453)";"1385 (  753, 2017)";"2493 ( 1355,  3631)";"40%"
"2015-01-11";"38";"11497 ( 9617, 13377)";"115 (  53, 176)";" 55615 (44836,  66395)";" 532 ( 213,  851)";" 6086 (  2416,  9755)";"4536 ( 2099,  6972)";" 976 (  515, 1438)";"1378 (  758, 1998)";"2480 ( 1364,  3596)";"40%"
"2015-01-10";"37";"11382 ( 9563, 13201)";"114 (  54, 174)";" 55083 (44620,  65546)";" 530 ( 217,  843)";" 6054 (  2451,  9656)";"4512 ( 2123,  6901)";" 971 (  519, 1423)";"1371 (  763, 1979)";"2468 ( 1373,  3562)";"40%"
"2015-01-09";"36";"11269 ( 9509, 13028)";"113 (  55, 172)";" 54553 (44402,  64705)";" 527 ( 220,  834)";" 6022 (  2486,  9558)";"4489 ( 2146,  6831)";" 966 (  524, 1409)";"1364 (  768, 1960)";"2455 ( 1382,  3528)";"40%"
"2015-01-08";"35";"11155 ( 9454, 12856)";"113 (  55, 170)";" 54026 (44181,  63872)";" 524 ( 223,  826)";" 5990 (  2520,  9461)";"4466 ( 2169,  6762)";" 962 (  528, 1395)";"1357 (  773, 1941)";"2442 ( 1391,  3494)";"40%"
"2015-01-07";"34";"11042 ( 9398, 12686)";"112 (  56, 169)";" 53502 (43956,  63049)";" 521 ( 225,  817)";" 5959 (  2553,  9365)";"4443 ( 2192,  6693)";" 957 (  533, 1380)";"1350 (  777, 1922)";"2430 ( 1399,  3460)";"40%"
"2015-01-06";"33";"10930 ( 9342, 12518)";"112 (  56, 167)";" 52981 (43729,  62233)";" 519 ( 228,  809)";" 5928 (  2586,  9270)";"4420 ( 2215,  6625)";" 952 (  537, 1366)";"1343 (  782, 1904)";"2417 ( 1408,  3427)";"40%"
"2015-01-05";"32";"10819 ( 9285, 12352)";"111 (  57, 165)";" 52462 (43499,  61426)";" 516 ( 231,  801)";" 5897 (  2618,  9176)";"4397 ( 2237,  6558)";" 947 (  542, 1352)";"1336 (  787, 1886)";"2405 ( 1416,  3394)";"40%"
"2015-01-04";"31";"10708 ( 9228, 12187)";"110 (  57, 164)";" 51946 (43266,  60627)";" 513 ( 234,  793)";" 5867 (  2650,  9083)";"4375 ( 2258,  6491)";" 942 (  546, 1339)";"1329 (  791, 1868)";"2393 ( 1424,  3362)";"40%"
"2015-01-03";"30";"10597 ( 9170, 12024)";"110 (  58, 162)";" 51433 (43030,  59836)";" 511 ( 237,  785)";" 5836 (  2682,  8991)";"4353 ( 2280,  6425)";" 938 (  550, 1325)";"1323 (  795, 1850)";"2381 ( 1432,  3329)";"40%"
"2015-01-02";"29";"10487 ( 9112, 11863)";"109 (  59, 160)";" 50922 (42792,  59053)";" 508 ( 239,  777)";" 5806 (  2713,  8899)";"4330 ( 2301,  6360)";" 933 (  554, 1312)";"1316 (  800, 1832)";"2368 ( 1439,  3298)";"40%"
"2015-01-01";"28";"10378 ( 9053, 11703)";"109 (  59, 159)";" 50415 (42551,  58278)";" 505 ( 242,  769)";" 5776 (  2743,  8809)";"4308 ( 2321,  6295)";" 928 (  558, 1298)";"1309 (  804, 1814)";"2356 ( 1447,  3266)";"40%"
"2014-12-31";"27";"10269 ( 8993, 11545)";"108 (  60, 157)";" 49909 (42307,  57511)";" 503 ( 245,  761)";" 5746 (  2773,  8720)";"4287 ( 2342,  6231)";" 924 (  562, 1285)";"1303 (  808, 1797)";"2345 ( 1454,  3235)";"40%"
"2014-12-30";"26";"10161 ( 8933, 11388)";"108 (  60, 155)";" 49406 (42060,  56752)";" 500 ( 247,  753)";" 5717 (  2802,  8631)";"4265 ( 2362,  6168)";" 919 (  566, 1272)";"1296 (  812, 1780)";"2333 ( 1462,  3204)";"40%"
"2014-12-29";"25";"10053 ( 8873, 11233)";"107 (  61, 154)";" 48906 (41811,  56001)";" 498 ( 250,  746)";" 5687 (  2831,  8543)";"4243 ( 2381,  6105)";" 914 (  570, 1259)";"1289 (  816, 1763)";"2321 ( 1469,  3173)";"40%"
"2014-12-28";"24";" 9946 ( 8812, 11080)";"107 (  61, 152)";" 48409 (41560,  55257)";" 495 ( 252,  738)";" 5658 (  2860,  8457)";"4222 ( 2401,  6043)";" 910 (  574, 1246)";"1283 (  820, 1746)";"2309 ( 1476,  3143)";"40%"
"2014-12-27";"23";" 9839 ( 8750, 10928)";"106 (  62, 151)";" 47914 (41306,  54521)";" 493 ( 255,  731)";" 5629 (  2888,  8371)";"4201 ( 2420,  5982)";" 905 (  577, 1233)";"1277 (  824, 1729)";"2298 ( 1483,  3113)";"40%"
"2014-12-26";"22";" 9733 ( 8688, 10778)";"106 (  62, 149)";" 47421 (41049,  53793)";" 490 ( 257,  723)";" 5600 (  2915,  8286)";"4180 ( 2439,  5921)";" 901 (  581, 1221)";"1270 (  828, 1713)";"2286 ( 1490,  3083)";"40%"
"2014-12-25";"21";" 9628 ( 8626, 10630)";"105 (  62, 148)";" 46931 (40790,  53072)";" 488 ( 259,  716)";" 5572 (  2942,  8202)";"4159 ( 2457,  5860)";" 896 (  585, 1208)";"1264 (  831, 1696)";"2275 ( 1496,  3053)";"40%"
"2014-12-24";"20";" 9523 ( 8563, 10483)";"104 (  63, 146)";" 46443 (40529,  52358)";" 485 ( 262,  708)";" 5544 (  2969,  8118)";"4138 ( 2475,  5801)";" 892 (  588, 1196)";"1257 (  835, 1680)";"2263 ( 1503,  3024)";"40%"
"2014-12-23";"19";" 9418 ( 8499, 10337)";"104 (  63, 145)";" 45958 (40265,  51652)";" 483 ( 264,  701)";" 5515 (  2995,  8036)";"4117 ( 2493,  5742)";" 888 (  592, 1184)";"1251 (  838, 1664)";"2252 ( 1509,  2995)";"40%"
"2014-12-22";"18";" 9314 ( 8435, 10193)";"103 (  64, 143)";" 45476 (39999,  50953)";" 480 ( 266,  694)";" 5488 (  3021,  7954)";"4097 ( 2510,  5683)";" 883 (  595, 1172)";"1245 (  842, 1648)";"2241 ( 1515,  2967)";"40%"
"2014-12-21";"17";" 9211 ( 8371, 10051)";"103 (  64, 142)";" 44996 (39730,  50261)";" 478 ( 268,  687)";" 5460 (  3046,  7873)";"4076 ( 2527,  5625)";" 879 (  598, 1160)";"1239 (  845, 1632)";"2230 ( 1522,  2938)";"40%"
"2014-12-20";"16";" 9108 ( 8306,  9910)";"102 (  65, 140)";" 44518 (39460,  49576)";" 475 ( 270,  680)";" 5432 (  3071,  7793)";"4056 ( 2544,  5568)";" 875 (  602, 1148)";"1233 (  849, 1617)";"2219 ( 1528,  2910)";"40%"
"2014-12-19";"15";" 9005 ( 8240,  9770)";"102 (  65, 139)";" 44043 (39187,  48899)";" 473 ( 273,  673)";" 5405 (  3096,  7714)";"4036 ( 2561,  5511)";" 870 (  605, 1136)";"1227 (  852, 1601)";"2208 ( 1533,  2882)";"40%"
"2014-12-18";"14";" 8903 ( 8175,  9632)";"101 (  65, 137)";" 43570 (38912,  48228)";" 471 ( 275,  666)";" 5378 (  3120,  7635)";"4016 ( 2577,  5455)";" 866 (  608, 1124)";"1221 (  855, 1586)";"2197 ( 1539,  2855)";"40%"
"2014-12-17";"13";" 8802 ( 8108,  9496)";"101 (  66, 136)";" 43099 (38634,  47564)";" 468 ( 277,  660)";" 5351 (  3144,  7558)";"3996 ( 2593,  5399)";" 862 (  611, 1113)";"1215 (  858, 1571)";"2186 ( 1545,  2827)";"40%"
"2014-12-16";"12";" 8701 ( 8042,  9360)";"100 (  66, 135)";" 42631 (38355,  46907)";" 466 ( 279,  653)";" 5324 (  3167,  7481)";"3977 ( 2609,  5344)";" 858 (  614, 1101)";"1209 (  861, 1556)";"2175 ( 1550,  2800)";"40%"
"2014-12-15";"11";" 8601 ( 7974,  9227)";"100 (  67, 133)";" 42165 (38073,  46257)";" 464 ( 281,  646)";" 5297 (  3190,  7405)";"3957 ( 2625,  5289)";" 854 (  617, 1090)";"1203 (  864, 1541)";"2165 ( 1556,  2774)";"40%"
"2014-12-14";"10";" 8501 ( 7907,  9094)";" 99 (  67, 132)";" 41702 (37789,  45614)";" 461 ( 283,  640)";" 5271 (  3213,  7329)";"3938 ( 2640,  5235)";" 850 (  620, 1079)";"1197 (  867, 1526)";"2154 ( 1561,  2747)";"40%"
"2014-12-13";"9";" 8401 ( 7839,  8964)";" 99 (  67, 131)";" 41240 (37503,  44978)";" 459 ( 285,  633)";" 5245 (  3235,  7254)";"3918 ( 2655,  5182)";" 845 (  623, 1068)";"1191 (  870, 1512)";"2144 ( 1566,  2721)";"40%"
"2014-12-12";"8";" 8302 ( 7770,  8834)";" 98 (  68, 129)";" 40782 (37215,  44348)";" 457 ( 287,  627)";" 5219 (  3257,  7181)";"3899 ( 2670,  5129)";" 841 (  626, 1057)";"1185 (  873, 1497)";"2133 ( 1572,  2695)";"40%"
"2014-12-11";"7";" 8204 ( 7701,  8706)";" 98 (  68, 128)";" 40325 (36925,  43724)";" 454 ( 288,  620)";" 5193 (  3278,  7107)";"3880 ( 2684,  5076)";" 837 (  629, 1046)";"1179 (  876, 1483)";"2123 ( 1577,  2669)";"40%"
"2014-12-10";"6";" 8106 ( 7632,  8580)";" 98 (  68, 127)";" 39871 (36633,  43108)";" 452 ( 290,  614)";" 5167 (  3299,  7035)";"3861 ( 2698,  5024)";" 833 (  631, 1035)";"1174 (  879, 1469)";"2113 ( 1581,  2644)";"40%"
"2014-12-09";"5";" 8008 ( 7562,  8454)";" 97 (  69, 125)";" 39418 (36339,  42498)";" 450 ( 292,  608)";" 5142 (  3320,  6963)";"3843 ( 2712,  4973)";" 829 (  634, 1025)";"1168 (  881, 1455)";"2102 ( 1586,  2619)";"40%"
"2014-12-08";"4";" 7911 ( 7492,  8331)";" 97 (  69, 124)";" 38969 (36043,  41894)";" 448 ( 294,  601)";" 5116 (  3340,  6892)";"3824 ( 2726,  4922)";" 825 (  637, 1014)";"1162 (  884, 1441)";"2092 ( 1591,  2594)";"40%"
"2014-12-07";"3";" 7815 ( 7421,  8208)";" 96 (  70, 123)";" 38521 (35745,  41297)";" 445 ( 296,  595)";" 5091 (  3360,  6822)";"3806 ( 2739,  4872)";" 821 (  639, 1004)";"1157 (  886, 1427)";"2082 ( 1595,  2569)";"40%"
"2014-12-06";"2";" 7718 ( 7350,  8087)";" 96 (  70, 121)";" 38075 (35445,  40706)";" 443 ( 297,  589)";" 5066 (  3380,  6752)";"3787 ( 2753,  4822)";" 817 (  642,  993)";"1151 (  889, 1414)";"2072 ( 1600,  2544)";"40%"
"2014-12-05";"1";" 7623 ( 7278,  7968)";" 95 (  70, 120)";" 37632 (35143,  40121)";" 441 ( 299,  583)";" 5041 (  3399,  6683)";"3769 ( 2766,  4772)";" 814 (  644,  983)";"1146 (  891, 1400)";"2062 ( 1604,  2520)";"40%"
"2014-12-04";"0";" 7528 ( 7206,  7850)";" 95 (  70, 119)";" 37191 (34838,  39543)";" 439 ( 301,  577)";" 5017 (  3418,  6615)";"3751 ( 2778,  4723)";" 810 (  646,  973)";"1140 (  894, 1387)";"2052 ( 1608,  2496)";"40%"
"2014-12-03";"-1";" 7433 ( 7133,  7733)";" 94 (  71, 118)";" 36752 (34532,  38972)";" 437 ( 302,  571)";" 4992 (  3437,  6547)";"3733 ( 2791,  4675)";" 806 (  649,  963)";"1135 (  896, 1373)";"2042 ( 1613,  2472)";"40%"
"2014-12-02";"-2";" 7339 ( 7059,  7618)";" 94 (  71, 117)";" 36315 (34224,  38406)";" 435 ( 304,  566)";" 4968 (  3455,  6480)";"3715 ( 2803,  4627)";" 802 (  651,  953)";"1129 (  898, 1360)";"2033 ( 1617,  2449)";"40%"
"2014-12-01";"-3";" 7245 ( 6985,  7504)";" 93 (  71, 115)";" 35880 (33913,  37847)";" 433 ( 305,  560)";" 4944 (  3473,  6414)";"3697 ( 2815,  4580)";" 798 (  653,  943)";"1124 (  900, 1347)";"2023 ( 1621,  2425)";"40%"
"2014-11-30";"-4";" 7151 ( 6911,  7392)";" 93 (  72, 114)";" 35448 (33601,  37295)";" 431 ( 307,  554)";" 4920 (  3491,  6348)";"3680 ( 2827,  4533)";" 794 (  655,  934)";"1119 (  903, 1335)";"2013 ( 1625,  2402)";"40%"
"2014-11-29";"-5";" 7058 ( 6835,  7281)";" 92 (  72, 113)";" 35017 (33286,  36748)";" 428 ( 309,  548)";" 4896 (  3509,  6283)";"3662 ( 2838,  4486)";" 791 (  657,  924)";"1113 (  905, 1322)";"2004 ( 1628,  2379)";"40%"
"2014-11-28";"-6";" 6966 ( 6759,  7173)";" 92 (  72, 112)";" 34589 (32969,  36209)";" 426 ( 310,  543)";" 4872 (  3526,  6219)";"3645 ( 2850,  4440)";" 787 (  659,  914)";"1108 (  907, 1309)";"1994 ( 1632,  2357)";"40%"
"2014-11-27";"-7";" 6874 ( 6682,  7065)";" 92 (  73, 111)";" 34162 (32650,  35675)";" 424 ( 311,  537)";" 4849 (  3542,  6155)";"3628 ( 2861,  4394)";" 783 (  661,  905)";"1103 (  909, 1297)";"1985 ( 1635,  2334)";"40%"
"2014-11-26";"-8";" 6782 ( 6605,  6960)";" 91 (  73, 110)";" 33738 (32328,  35148)";" 422 ( 313,  532)";" 4826 (  3559,  6092)";"3611 ( 2872,  4349)";" 779 (  663,  896)";"1097 (  910, 1284)";"1975 ( 1639,  2312)";"40%"
"2014-11-25";"-9";" 6691 ( 6526,  6857)";" 91 (  73, 108)";" 33316 (32004,  34628)";" 420 ( 314,  526)";" 4802 (  3575,  6030)";"3593 ( 2882,  4305)";" 776 (  665,  886)";"1092 (  912, 1272)";"1966 ( 1642,  2290)";"40%"
"2014-11-24";"-10";" 6600 ( 6446,  6755)";" 90 (  73, 107)";" 32896 (31677,  34115)";" 418 ( 316,  521)";" 4779 (  3591,  5968)";"3577 ( 2893,  4260)";" 772 (  667,  877)";"1087 (  914, 1260)";"1957 ( 1645,  2268)";"40%"
"2014-11-23";"-11";" 6510 ( 6365,  6655)";" 90 (  74, 106)";" 32477 (31347,  33608)";" 416 ( 317,  515)";" 4757 (  3606,  5907)";"3560 ( 2903,  4217)";" 768 (  668,  868)";"1082 (  916, 1248)";"1948 ( 1649,  2247)";"40%"
"2014-11-22";"-12";" 6420 ( 6282,  6558)";" 89 (  74, 105)";" 32061 (31013,  33109)";" 414 ( 318,  510)";" 4734 (  3621,  5846)";"3543 ( 2913,  4173)";" 765 (  670,  860)";"1077 (  918, 1236)";"1938 ( 1652,  2225)";"40%"
"2014-11-21";"-13";" 6331 ( 6198,  6463)";" 89 (  74, 104)";" 31647 (30677,  32617)";" 412 ( 320,  505)";" 4711 (  3636,  5786)";"3527 ( 2922,  4131)";" 761 (  671,  851)";"1072 (  919, 1225)";"1929 ( 1655,  2204)";"40%"
"2014-11-20";"-14";" 6242 ( 6113,  6370)";" 89 (  74, 103)";" 31234 (30336,  32133)";" 410 ( 321,  500)";" 4689 (  3651,  5727)";"3510 ( 2932,  4088)";" 757 (  672,  842)";"1067 (  921, 1213)";"1920 ( 1657,  2183)";"40%"
"2014-11-19";"-15";" 6153 ( 6027,  6278)";" 88 (  75, 102)";" 30824 (29992,  31656)";" 408 ( 322,  495)";" 4667 (  3665,  5668)";"3494 ( 2941,  4047)";" 754 (  674,  834)";"1062 (  922, 1201)";"1911 ( 1660,  2163)";"40%"
"2014-11-18";"-16";" 6065 ( 5940,  6189)";" 88 (  75, 101)";" 30416 (29643,  31189)";" 406 ( 323,  490)";" 4645 (  3679,  5610)";"3478 ( 2950,  4005)";" 750 (  675,  825)";"1057 (  924, 1190)";"1902 ( 1663,  2142)";"40%"
"2014-11-17";"-17";" 5977 ( 5852,  6102)";" 87 (  75, 100)";" 30009 (29288,  30730)";" 405 ( 325,  485)";" 4623 (  3693,  5553)";"3461 ( 2959,  3964)";" 746 (  676,  817)";"1052 (  925, 1179)";"1893 ( 1665,  2122)";"40%"
"2014-11-16";"-18";" 5889 ( 5763,  6016)";" 87 (  75,  99)";" 29605 (28928,  30281)";" 403 ( 326,  480)";" 4601 (  3707,  5496)";"3445 ( 2967,  3924)";" 743 (  676,  809)";"1047 (  926, 1168)";"1885 ( 1667,  2102)";"40%"
"2014-11-15";"-19";" 5802 ( 5674,  5931)";" 87 (  75,  98)";" 29202 (28563,  29841)";" 401 ( 327,  475)";" 4580 (  3720,  5439)";"3429 ( 2975,  3884)";" 739 (  677,  801)";"1042 (  927, 1157)";"1876 ( 1669,  2082)";"40%"
"2014-11-14";"-20";" 5716 ( 5584,  5847)";" 86 (  76,  97)";" 28801 (28191,  29412)";" 399 ( 328,  470)";" 4558 (  3733,  5384)";"3414 ( 2983,  3845)";" 735 (  677,  793)";"1037 (  928, 1146)";"1867 ( 1671,  2063)";"40%"
"2014-11-13";"-21";" 5629 ( 5494,  5765)";" 86 (  76,  96)";" 28402 (27812,  28992)";" 397 ( 329,  465)";" 4537 (  3745,  5328)";"3398 ( 2990,  3806)";" 731 (  678,  785)";"1032 (  929, 1135)";"1858 ( 1673,  2043)";"40%"
"2014-11-12";"-22";" 5544 ( 5404,  5683)";" 85 (  76,  95)";" 28005 (27428,  28583)";" 395 ( 330,  460)";" 4516 (  3758,  5274)";"3382 ( 2997,  3768)";" 728 (  678,  778)";"1028 (  930, 1125)";"1850 ( 1675,  2024)";"40%"
"2014-11-11";"-23";" 5458 ( 5315,  5601)";" 85 (  76,  94)";" 27610 (27038,  28182)";" 393 ( 331,  456)";" 4495 (  3769,  5220)";"3367 ( 3004,  3730)";" 724 (  677,  771)";"1023 (  931, 1114)";"1841 ( 1676,  2006)";"40%"
"2014-11-10";"-24";" 5373 ( 5226,  5521)";" 85 (  76,  93)";" 27217 (26643,  27790)";" 392 ( 332,  451)";" 4474 (  3781,  5167)";"3351 ( 3010,  3693)";" 720 (  677,  764)";"1018 (  932, 1104)";"1832 ( 1677,  1987)";"40%"
"2014-11-09";"-25";" 5288 ( 5137,  5440)";" 84 (  76,  92)";" 26825 (26245,  27406)";" 390 ( 333,  446)";" 4453 (  3792,  5114)";"3336 ( 3016,  3656)";" 716 (  676,  757)";"1013 (  932, 1094)";"1824 ( 1678,  1969)";"40%"
"2014-11-08";"-26";" 5204 ( 5049,  5360)";" 84 (  77,  91)";" 26435 (25843,  27028)";" 388 ( 334,  442)";" 4433 (  3803,  5062)";"3321 ( 3021,  3621)";" 712 (  674,  751)";"1008 (  933, 1084)";"1815 ( 1679,  1951)";"40%"
