"Date";"Days from today";"PPE (m3)";"PPE (tons)";"Body bags (m3)";"Body bags (tons)";"Chlorine (m3)";"Chlorine (tons)";"Medical supplies (m3)";"Medical supplies (tons)";"Lab supplies (m3)";"Lab supplies (tons)";"Total (m3)";"Total (tons)"
"2015-05-21";"168";"198.6 (-12.6, 409.8)";"41.3 (-2.6, 85.2)";"0.5 (0.0, 1.1)";"0.1 (0.0, 0.1)";"0.2 (0.0, 0.4)";"0.2 (0.0, 0.4)";"3.1 (-0.2, 6.3)";"1.5 (-0.1, 3.2)";"0.3 (0.0, 0.7)";"0.2 (0.0, 0.3)";"202.7 (-12.9, 418.3)";"43.2 (-2.7, 89.2)"
"2015-05-20";"167";"197.4 (-11.3, 406.1)";"41.0 (-2.4, 84.4)";"0.5 (0.0, 1.1)";"0.1 (0.0, 0.1)";"0.2 (0.0, 0.4)";"0.2 (0.0, 0.4)";"3.0 (-0.2, 6.3)";"1.5 (-0.1, 3.1)";"0.3 (0.0, 0.7)";"0.2 (0.0, 0.3)";"201.5 (-11.6, 414.6)";"43.0 (-2.5, 88.4)"
"2015-05-19";"166";"196.2 (-10.1, 402.4)";"40.8 (-2.1, 83.6)";"0.5 (0.0, 1.1)";"0.1 (0.0, 0.1)";"0.2 (0.0, 0.4)";"0.2 (0.0, 0.4)";"3.0 (-0.2, 6.2)";"1.5 (-0.1, 3.1)";"0.3 (0.0, 0.7)";"0.2 (0.0, 0.3)";"200.3 (-10.3, 410.9)";"42.7 (-2.2, 87.6)"
"2015-05-18";"165";"195.0 ( -8.8, 398.8)";"40.5 (-1.8, 82.9)";"0.5 (0.0, 1.1)";"0.1 (0.0, 0.1)";"0.2 (0.0, 0.4)";"0.2 (0.0, 0.4)";"3.0 (-0.1, 6.2)";"1.5 (-0.1, 3.1)";"0.3 (0.0, 0.7)";"0.2 (0.0, 0.3)";"199.1 ( -9.0, 407.2)";"42.5 (-1.9, 86.8)"
"2015-05-17";"164";"193.8 ( -7.6, 395.2)";"40.3 (-1.6, 82.1)";"0.5 (0.0, 1.1)";"0.1 (0.0, 0.1)";"0.2 (0.0, 0.4)";"0.2 (0.0, 0.4)";"3.0 (-0.1, 6.1)";"1.5 (-0.1, 3.1)";"0.3 (0.0, 0.7)";"0.2 (0.0, 0.3)";"197.9 ( -7.8, 403.5)";"42.2 (-1.7, 86.0)"
"2015-05-16";"163";"192.6 ( -6.4, 391.7)";"40.0 (-1.3, 81.4)";"0.5 (0.0, 1.1)";"0.1 (0.0, 0.1)";"0.2 (0.0, 0.4)";"0.2 (0.0, 0.4)";"3.0 (-0.1, 6.0)";"1.5 ( 0.0, 3.0)";"0.3 (0.0, 0.7)";"0.2 (0.0, 0.3)";"196.7 ( -6.5, 399.8)";"41.9 (-1.4, 85.3)"
"2015-05-15";"162";"191.5 ( -5.2, 388.1)";"39.8 (-1.1, 80.7)";"0.5 (0.0, 1.0)";"0.1 (0.0, 0.1)";"0.2 (0.0, 0.4)";"0.2 (0.0, 0.4)";"3.0 (-0.1, 6.0)";"1.5 ( 0.0, 3.0)";"0.3 (0.0, 0.7)";"0.2 (0.0, 0.3)";"195.5 ( -5.3, 396.2)";"41.7 (-1.1, 84.5)"
"2015-05-14";"161";"190.3 ( -4.0, 384.6)";"39.5 (-0.8, 79.9)";"0.5 (0.0, 1.0)";"0.1 (0.0, 0.1)";"0.2 (0.0, 0.4)";"0.2 (0.0, 0.4)";"2.9 (-0.1, 5.9)";"1.5 ( 0.0, 3.0)";"0.3 (0.0, 0.6)";"0.2 (0.0, 0.3)";"194.3 ( -4.1, 392.6)";"41.4 (-0.9, 83.7)"
"2015-05-13";"160";"189.2 ( -2.8, 381.1)";"39.3 (-0.6, 79.2)";"0.5 (0.0, 1.0)";"0.1 (0.0, 0.1)";"0.2 (0.0, 0.4)";"0.2 (0.0, 0.4)";"2.9 ( 0.0, 5.9)";"1.5 ( 0.0, 2.9)";"0.3 (0.0, 0.6)";"0.2 (0.0, 0.3)";"193.1 ( -2.9, 389.1)";"41.2 (-0.6, 83.0)"
"2015-05-12";"159";"188.0 ( -1.6, 377.7)";"39.1 (-0.3, 78.5)";"0.5 (0.0, 1.0)";"0.1 (0.0, 0.1)";"0.2 (0.0, 0.4)";"0.2 (0.0, 0.4)";"2.9 ( 0.0, 5.8)";"1.5 ( 0.0, 2.9)";"0.3 (0.0, 0.6)";"0.2 (0.0, 0.3)";"192.0 ( -1.6, 385.6)";"40.9 (-0.4, 82.2)"
"2015-05-11";"158";"186.9 ( -0.5, 374.2)";"38.8 (-0.1, 77.8)";"0.5 (0.0, 1.0)";"0.1 (0.0, 0.1)";"0.2 (0.0, 0.4)";"0.2 (0.0, 0.4)";"2.9 ( 0.0, 5.8)";"1.4 ( 0.0, 2.9)";"0.3 (0.0, 0.6)";"0.2 (0.0, 0.3)";"190.8 ( -0.5, 382.1)";"40.7 (-0.1, 81.5)"
"2015-05-10";"157";"185.8 (  0.7, 370.9)";"38.6 ( 0.1, 77.1)";"0.5 (0.0, 1.0)";"0.0 (0.0, 0.1)";"0.2 (0.0, 0.4)";"0.2 (0.0, 0.4)";"2.9 ( 0.0, 5.7)";"1.4 ( 0.0, 2.9)";"0.3 (0.0, 0.6)";"0.1 (0.0, 0.3)";"189.6 (  0.7, 378.6)";"40.4 ( 0.1, 80.7)"
"2015-05-09";"156";"184.6 (  1.8, 367.5)";"38.4 ( 0.4, 76.4)";"0.5 (0.0, 1.0)";"0.0 (0.0, 0.1)";"0.2 (0.0, 0.4)";"0.2 (0.0, 0.4)";"2.9 ( 0.0, 5.7)";"1.4 ( 0.0, 2.8)";"0.3 (0.0, 0.6)";"0.1 (0.0, 0.3)";"188.5 (  1.8, 375.2)";"40.2 ( 0.4, 80.0)"
"2015-05-08";"155";"183.5 (  2.9, 364.1)";"38.1 ( 0.6, 75.7)";"0.5 (0.0, 1.0)";"0.0 (0.0, 0.1)";"0.2 (0.0, 0.4)";"0.2 (0.0, 0.4)";"2.8 ( 0.0, 5.6)";"1.4 ( 0.0, 2.8)";"0.3 (0.0, 0.6)";"0.1 (0.0, 0.3)";"187.4 (  3.0, 371.8)";"40.0 ( 0.6, 79.3)"
"2015-05-07";"154";"182.4 (  4.0, 360.8)";"37.9 ( 0.8, 75.0)";"0.5 (0.0, 1.0)";"0.0 (0.0, 0.1)";"0.2 (0.0, 0.4)";"0.2 (0.0, 0.4)";"2.8 ( 0.1, 5.6)";"1.4 ( 0.0, 2.8)";"0.3 (0.0, 0.6)";"0.1 (0.0, 0.3)";"186.2 (  4.1, 368.4)";"39.7 ( 0.9, 78.5)"
"2015-05-06";"153";"181.3 (  5.1, 357.5)";"37.7 ( 1.1, 74.3)";"0.5 (0.0, 1.0)";"0.0 (0.0, 0.1)";"0.2 (0.0, 0.4)";"0.2 (0.0, 0.4)";"2.8 ( 0.1, 5.5)";"1.4 ( 0.0, 2.8)";"0.3 (0.0, 0.6)";"0.1 (0.0, 0.3)";"185.1 (  5.2, 365.0)";"39.5 ( 1.1, 77.8)"
"2015-05-05";"152";"180.2 (  6.2, 354.3)";"37.5 ( 1.3, 73.6)";"0.5 (0.0, 1.0)";"0.0 (0.0, 0.1)";"0.2 (0.0, 0.4)";"0.2 (0.0, 0.4)";"2.8 ( 0.1, 5.5)";"1.4 ( 0.0, 2.7)";"0.3 (0.0, 0.6)";"0.1 (0.0, 0.3)";"184.0 (  6.3, 361.7)";"39.2 ( 1.3, 77.1)"
"2015-05-04";"151";"179.1 (  7.2, 351.0)";"37.2 ( 1.5, 72.9)";"0.5 (0.0, 0.9)";"0.0 (0.0, 0.1)";"0.2 (0.0, 0.4)";"0.2 (0.0, 0.4)";"2.8 ( 0.1, 5.4)";"1.4 ( 0.1, 2.7)";"0.3 (0.0, 0.6)";"0.1 (0.0, 0.3)";"182.9 (  7.4, 358.4)";"39.0 ( 1.6, 76.4)"
"2015-05-03";"150";"178.1 (  8.3, 347.8)";"37.0 ( 1.7, 72.3)";"0.5 (0.0, 0.9)";"0.0 (0.0, 0.1)";"0.2 (0.0, 0.4)";"0.2 (0.0, 0.4)";"2.7 ( 0.1, 5.4)";"1.4 ( 0.1, 2.7)";"0.3 (0.0, 0.6)";"0.1 (0.0, 0.3)";"181.8 (  8.5, 355.1)";"38.8 ( 1.8, 75.7)"
"2015-05-02";"149";"177.0 (  9.3, 344.7)";"36.8 ( 1.9, 71.6)";"0.5 (0.0, 0.9)";"0.0 (0.0, 0.1)";"0.2 (0.0, 0.4)";"0.2 (0.0, 0.4)";"2.7 ( 0.1, 5.3)";"1.4 ( 0.1, 2.7)";"0.3 (0.0, 0.6)";"0.1 (0.0, 0.3)";"180.7 (  9.5, 351.9)";"38.5 ( 2.0, 75.0)"
"2015-05-01";"148";"175.9 ( 10.4, 341.5)";"36.6 ( 2.2, 71.0)";"0.5 (0.0, 0.9)";"0.0 (0.0, 0.1)";"0.2 (0.0, 0.4)";"0.2 (0.0, 0.4)";"2.7 ( 0.2, 5.3)";"1.4 ( 0.1, 2.6)";"0.3 (0.0, 0.6)";"0.1 (0.0, 0.3)";"179.6 ( 10.6, 348.6)";"38.3 ( 2.3, 74.3)"
"2015-04-30";"147";"174.9 ( 11.4, 338.4)";"36.3 ( 2.4, 70.3)";"0.5 (0.0, 0.9)";"0.0 (0.0, 0.1)";"0.2 (0.0, 0.4)";"0.2 (0.0, 0.4)";"2.7 ( 0.2, 5.2)";"1.4 ( 0.1, 2.6)";"0.3 (0.0, 0.6)";"0.1 (0.0, 0.3)";"178.5 ( 11.6, 345.5)";"38.1 ( 2.5, 73.7)"
"2015-04-29";"146";"173.8 ( 12.4, 335.3)";"36.1 ( 2.6, 69.7)";"0.5 (0.0, 0.9)";"0.0 (0.0, 0.1)";"0.2 (0.0, 0.4)";"0.2 (0.0, 0.4)";"2.7 ( 0.2, 5.2)";"1.3 ( 0.1, 2.6)";"0.3 (0.0, 0.6)";"0.1 (0.0, 0.3)";"177.5 ( 12.6, 342.3)";"37.8 ( 2.7, 73.0)"
"2015-04-28";"145";"172.8 ( 13.3, 332.2)";"35.9 ( 2.8, 69.0)";"0.5 (0.0, 0.9)";"0.0 (0.0, 0.1)";"0.2 (0.0, 0.4)";"0.2 (0.0, 0.4)";"2.7 ( 0.2, 5.1)";"1.3 ( 0.1, 2.6)";"0.3 (0.0, 0.6)";"0.1 (0.0, 0.3)";"176.4 ( 13.6, 339.1)";"37.6 ( 2.9, 72.3)"
"2015-04-27";"144";"171.7 ( 14.3, 329.2)";"35.7 ( 3.0, 68.4)";"0.5 (0.0, 0.9)";"0.0 (0.0, 0.1)";"0.2 (0.0, 0.4)";"0.2 (0.0, 0.4)";"2.7 ( 0.2, 5.1)";"1.3 ( 0.1, 2.5)";"0.3 (0.0, 0.6)";"0.1 (0.0, 0.3)";"175.3 ( 14.6, 336.0)";"37.4 ( 3.1, 71.7)"
"2015-04-26";"143";"170.7 ( 15.3, 326.2)";"35.5 ( 3.2, 67.8)";"0.5 (0.0, 0.9)";"0.0 (0.0, 0.1)";"0.2 (0.0, 0.4)";"0.2 (0.0, 0.4)";"2.6 ( 0.2, 5.0)";"1.3 ( 0.1, 2.5)";"0.3 (0.0, 0.5)";"0.1 (0.0, 0.3)";"174.3 ( 15.6, 333.0)";"37.2 ( 3.3, 71.0)"
"2015-04-25";"142";"169.7 ( 16.2, 323.2)";"35.3 ( 3.4, 67.2)";"0.5 (0.0, 0.9)";"0.0 (0.0, 0.1)";"0.2 (0.0, 0.3)";"0.2 (0.0, 0.3)";"2.6 ( 0.3, 5.0)";"1.3 ( 0.1, 2.5)";"0.3 (0.0, 0.5)";"0.1 (0.0, 0.3)";"173.2 ( 16.6, 329.9)";"36.9 ( 3.5, 70.3)"
"2015-04-24";"141";"168.7 ( 17.1, 320.2)";"35.1 ( 3.6, 66.5)";"0.5 (0.0, 0.9)";"0.0 (0.0, 0.1)";"0.2 (0.0, 0.3)";"0.2 (0.0, 0.3)";"2.6 ( 0.3, 4.9)";"1.3 ( 0.1, 2.5)";"0.3 (0.0, 0.5)";"0.1 (0.0, 0.3)";"172.2 ( 17.5, 326.9)";"36.7 ( 3.7, 69.7)"
"2015-04-23";"140";"167.7 ( 18.1, 317.2)";"34.8 ( 3.8, 65.9)";"0.5 (0.0, 0.9)";"0.0 (0.0, 0.1)";"0.2 (0.0, 0.3)";"0.2 (0.0, 0.3)";"2.6 ( 0.3, 4.9)";"1.3 ( 0.1, 2.4)";"0.3 (0.0, 0.5)";"0.1 (0.0, 0.3)";"171.2 ( 18.4, 323.9)";"36.5 ( 3.9, 69.1)"
"2015-04-22";"139";"166.7 ( 19.0, 314.3)";"34.6 ( 3.9, 65.3)";"0.4 (0.1, 0.8)";"0.0 (0.0, 0.1)";"0.2 (0.0, 0.3)";"0.2 (0.0, 0.3)";"2.6 ( 0.3, 4.9)";"1.3 ( 0.1, 2.4)";"0.3 (0.0, 0.5)";"0.1 (0.0, 0.3)";"170.1 ( 19.4, 320.9)";"36.3 ( 4.1, 68.4)"
"2015-04-21";"138";"165.7 ( 19.9, 311.4)";"34.4 ( 4.1, 64.7)";"0.4 (0.1, 0.8)";"0.0 (0.0, 0.1)";"0.2 (0.0, 0.3)";"0.2 (0.0, 0.3)";"2.6 ( 0.3, 4.8)";"1.3 ( 0.2, 2.4)";"0.3 (0.0, 0.5)";"0.1 (0.0, 0.3)";"169.1 ( 20.3, 317.9)";"36.1 ( 4.3, 67.8)"
"2015-04-20";"137";"164.7 ( 20.8, 308.6)";"34.2 ( 4.3, 64.1)";"0.4 (0.1, 0.8)";"0.0 (0.0, 0.1)";"0.2 (0.0, 0.3)";"0.2 (0.0, 0.3)";"2.5 ( 0.3, 4.8)";"1.3 ( 0.2, 2.4)";"0.3 (0.0, 0.5)";"0.1 (0.0, 0.2)";"168.1 ( 21.2, 315.0)";"35.8 ( 4.5, 67.2)"
"2015-04-19";"136";"163.7 ( 21.6, 305.8)";"34.0 ( 4.5, 63.5)";"0.4 (0.1, 0.8)";"0.0 (0.0, 0.1)";"0.2 (0.0, 0.3)";"0.2 (0.0, 0.3)";"2.5 ( 0.3, 4.7)";"1.3 ( 0.2, 2.4)";"0.3 (0.0, 0.5)";"0.1 (0.0, 0.2)";"167.1 ( 22.1, 312.1)";"35.6 ( 4.7, 66.6)"
"2015-04-18";"135";"162.7 ( 22.5, 302.9)";"33.8 ( 4.7, 63.0)";"0.4 (0.1, 0.8)";"0.0 (0.0, 0.1)";"0.2 (0.0, 0.3)";"0.2 (0.0, 0.3)";"2.5 ( 0.3, 4.7)";"1.3 ( 0.2, 2.3)";"0.3 (0.0, 0.5)";"0.1 (0.0, 0.2)";"166.1 ( 23.0, 309.3)";"35.4 ( 4.9, 65.9)"
"2015-04-17";"134";"161.7 ( 23.3, 300.1)";"33.6 ( 4.8, 62.4)";"0.4 (0.1, 0.8)";"0.0 (0.0, 0.1)";"0.2 (0.0, 0.3)";"0.2 (0.0, 0.3)";"2.5 ( 0.4, 4.6)";"1.2 ( 0.2, 2.3)";"0.3 (0.0, 0.5)";"0.1 (0.0, 0.2)";"165.1 ( 23.8, 306.4)";"35.2 ( 5.1, 65.3)"
"2015-04-16";"133";"160.8 ( 24.2, 297.4)";"33.4 ( 5.0, 61.8)";"0.4 (0.1, 0.8)";"0.0 (0.0, 0.1)";"0.2 (0.0, 0.3)";"0.2 (0.0, 0.3)";"2.5 ( 0.4, 4.6)";"1.2 ( 0.2, 2.3)";"0.3 (0.0, 0.5)";"0.1 (0.0, 0.2)";"164.1 ( 24.7, 303.6)";"35.0 ( 5.3, 64.7)"
"2015-04-15";"132";"159.8 ( 25.0, 294.7)";"33.2 ( 5.2, 61.2)";"0.4 (0.1, 0.8)";"0.0 (0.0, 0.1)";"0.2 (0.0, 0.3)";"0.2 (0.0, 0.3)";"2.5 ( 0.4, 4.6)";"1.2 ( 0.2, 2.3)";"0.3 (0.0, 0.5)";"0.1 (0.0, 0.2)";"163.2 ( 25.5, 300.8)";"34.8 ( 5.4, 64.1)"
"2015-04-14";"131";"158.9 ( 25.8, 291.9)";"33.0 ( 5.4, 60.7)";"0.4 (0.1, 0.8)";"0.0 (0.0, 0.1)";"0.2 (0.0, 0.3)";"0.2 (0.0, 0.3)";"2.5 ( 0.4, 4.5)";"1.2 ( 0.2, 2.3)";"0.3 (0.0, 0.5)";"0.1 (0.0, 0.2)";"162.2 ( 26.4, 298.0)";"34.6 ( 5.6, 63.6)"
"2015-04-13";"130";"157.9 ( 26.6, 289.2)";"32.8 ( 5.5, 60.1)";"0.4 (0.1, 0.8)";"0.0 (0.0, 0.1)";"0.2 (0.0, 0.3)";"0.2 (0.0, 0.3)";"2.4 ( 0.4, 4.5)";"1.2 ( 0.2, 2.2)";"0.3 (0.0, 0.5)";"0.1 (0.0, 0.2)";"161.2 ( 27.2, 295.3)";"34.4 ( 5.8, 63.0)"
"2015-04-12";"129";"157.0 ( 27.4, 286.6)";"32.6 ( 5.7, 59.6)";"0.4 (0.1, 0.8)";"0.0 (0.0, 0.1)";"0.2 (0.0, 0.3)";"0.2 (0.0, 0.3)";"2.4 ( 0.4, 4.4)";"1.2 ( 0.2, 2.2)";"0.3 (0.0, 0.5)";"0.1 (0.0, 0.2)";"160.3 ( 28.0, 292.6)";"34.2 ( 6.0, 62.4)"
"2015-04-11";"128";"156.1 ( 28.2, 283.9)";"32.4 ( 5.9, 59.0)";"0.4 (0.1, 0.8)";"0.0 (0.0, 0.1)";"0.2 (0.0, 0.3)";"0.2 (0.0, 0.3)";"2.4 ( 0.4, 4.4)";"1.2 ( 0.2, 2.2)";"0.3 (0.0, 0.5)";"0.1 (0.0, 0.2)";"159.3 ( 28.8, 289.9)";"34.0 ( 6.1, 61.8)"
"2015-04-10";"127";"155.1 ( 28.9, 281.3)";"32.2 ( 6.0, 58.5)";"0.4 (0.1, 0.8)";"0.0 (0.0, 0.1)";"0.2 (0.0, 0.3)";"0.2 (0.0, 0.3)";"2.4 ( 0.4, 4.3)";"1.2 ( 0.2, 2.2)";"0.3 (0.0, 0.5)";"0.1 (0.0, 0.2)";"158.4 ( 29.5, 287.2)";"33.8 ( 6.3, 61.2)"
"2015-04-09";"126";"154.2 ( 29.7, 278.7)";"32.1 ( 6.2, 57.9)";"0.4 (0.1, 0.7)";"0.0 (0.0, 0.1)";"0.2 (0.0, 0.3)";"0.2 (0.0, 0.3)";"2.4 ( 0.5, 4.3)";"1.2 ( 0.2, 2.2)";"0.3 (0.0, 0.5)";"0.1 (0.0, 0.2)";"157.4 ( 30.3, 284.6)";"33.6 ( 6.5, 60.7)"
"2015-04-08";"125";"153.3 ( 30.5, 276.2)";"31.9 ( 6.3, 57.4)";"0.4 (0.1, 0.7)";"0.0 (0.0, 0.1)";"0.2 (0.0, 0.3)";"0.2 (0.0, 0.3)";"2.4 ( 0.5, 4.3)";"1.2 ( 0.2, 2.1)";"0.3 (0.1, 0.5)";"0.1 (0.0, 0.2)";"156.5 ( 31.1, 282.0)";"33.4 ( 6.6, 60.1)"
"2015-04-07";"124";"152.4 ( 31.2, 273.6)";"31.7 ( 6.5, 56.9)";"0.4 (0.1, 0.7)";"0.0 (0.0, 0.1)";"0.2 (0.0, 0.3)";"0.2 (0.0, 0.3)";"2.4 ( 0.5, 4.2)";"1.2 ( 0.2, 2.1)";"0.3 (0.1, 0.5)";"0.1 (0.0, 0.2)";"155.6 ( 31.8, 279.4)";"33.2 ( 6.8, 59.6)"
"2015-04-06";"123";"151.5 ( 31.9, 271.1)";"31.5 ( 6.6, 56.3)";"0.4 (0.1, 0.7)";"0.0 (0.0, 0.1)";"0.2 (0.0, 0.3)";"0.2 (0.0, 0.3)";"2.3 ( 0.5, 4.2)";"1.2 ( 0.2, 2.1)";"0.3 (0.1, 0.5)";"0.1 (0.0, 0.2)";"154.7 ( 32.6, 276.8)";"33.0 ( 6.9, 59.0)"
"2015-04-05";"122";"150.6 ( 32.6, 268.6)";"31.3 ( 6.8, 55.8)";"0.4 (0.1, 0.7)";"0.0 (0.0, 0.1)";"0.2 (0.0, 0.3)";"0.2 (0.0, 0.3)";"2.3 ( 0.5, 4.1)";"1.2 ( 0.3, 2.1)";"0.3 (0.1, 0.5)";"0.1 (0.0, 0.2)";"153.8 ( 33.3, 274.2)";"32.8 ( 7.1, 58.5)"
"2015-04-04";"121";"149.7 ( 33.3, 266.1)";"31.1 ( 6.9, 55.3)";"0.4 (0.1, 0.7)";"0.0 (0.0, 0.1)";"0.2 (0.0, 0.3)";"0.2 (0.0, 0.3)";"2.3 ( 0.5, 4.1)";"1.2 ( 0.3, 2.1)";"0.3 (0.1, 0.4)";"0.1 (0.0, 0.2)";"152.9 ( 34.0, 271.7)";"32.6 ( 7.2, 57.9)"
