"Date";"Days from today";"PPE (m3)";"PPE (tons)";"Body bags (m3)";"Body bags (tons)";"Chlorine (m3)";"Chlorine (tons)";"Medical supplies (m3)";"Medical supplies (tons)";"Lab supplies (m3)";"Lab supplies (tons)";"Total (m3)";"Total (tons)"
"2015-04-13";"133";"235.1 (145.2, 325.0)";"48.9 (30.2, 67.5)";"0.6 (0.4, 0.9)";"0.1 (0.0, 0.1)";"0.3 (0.2, 0.3)";"0.3 (0.2, 0.3)";"3.6 (2.2, 5.0)";"1.8 (1.1, 2.5)";"0.4 (0.2, 0.5)";"0.2 (0.1, 0.3)";"240.0 (148.2, 331.8)";"51.2 (31.6, 70.7)"
"2015-04-12";"132";"233.3 (144.5, 322.1)";"48.5 (30.0, 66.9)";"0.6 (0.4, 0.9)";"0.1 (0.0, 0.1)";"0.3 (0.2, 0.3)";"0.3 (0.2, 0.3)";"3.6 (2.2, 5.0)";"1.8 (1.1, 2.5)";"0.4 (0.2, 0.5)";"0.2 (0.1, 0.3)";"238.2 (147.5, 328.8)";"50.8 (31.5, 70.1)"
"2015-04-11";"131";"231.5 (143.8, 319.2)";"48.1 (29.9, 66.3)";"0.6 (0.4, 0.9)";"0.1 (0.0, 0.1)";"0.2 (0.2, 0.3)";"0.2 (0.2, 0.3)";"3.6 (2.2, 4.9)";"1.8 (1.1, 2.5)";"0.4 (0.2, 0.5)";"0.2 (0.1, 0.3)";"236.3 (146.8, 325.9)";"50.4 (31.3, 69.5)"
"2015-04-10";"130";"229.7 (143.1, 316.4)";"47.7 (29.7, 65.7)";"0.6 (0.4, 0.8)";"0.1 (0.0, 0.1)";"0.2 (0.2, 0.3)";"0.2 (0.2, 0.3)";"3.5 (2.2, 4.9)";"1.8 (1.1, 2.4)";"0.4 (0.2, 0.5)";"0.2 (0.1, 0.3)";"234.5 (146.1, 323.0)";"50.0 (31.2, 68.9)"
"2015-04-09";"129";"228.0 (142.5, 313.5)";"47.4 (29.6, 65.2)";"0.6 (0.4, 0.8)";"0.1 (0.0, 0.1)";"0.2 (0.2, 0.3)";"0.2 (0.2, 0.3)";"3.5 (2.2, 4.8)";"1.8 (1.1, 2.4)";"0.4 (0.2, 0.5)";"0.2 (0.1, 0.3)";"232.7 (145.4, 320.1)";"49.6 (31.0, 68.2)"
"2015-04-08";"128";"226.3 (141.8, 310.7)";"47.0 (29.5, 64.6)";"0.6 (0.4, 0.8)";"0.1 (0.0, 0.1)";"0.2 (0.2, 0.3)";"0.2 (0.2, 0.3)";"3.5 (2.2, 4.8)";"1.7 (1.1, 2.4)";"0.4 (0.2, 0.5)";"0.2 (0.1, 0.3)";"231.0 (144.7, 317.2)";"49.3 (30.9, 67.6)"
"2015-04-07";"127";"224.5 (141.1, 307.9)";"46.7 (29.3, 64.0)";"0.6 (0.4, 0.8)";"0.1 (0.0, 0.1)";"0.2 (0.2, 0.3)";"0.2 (0.2, 0.3)";"3.5 (2.2, 4.8)";"1.7 (1.1, 2.4)";"0.4 (0.2, 0.5)";"0.2 (0.1, 0.2)";"229.2 (144.1, 314.4)";"48.9 (30.7, 67.0)"
"2015-04-06";"126";"222.8 (140.5, 305.2)";"46.3 (29.2, 63.4)";"0.6 (0.4, 0.8)";"0.1 (0.0, 0.1)";"0.2 (0.2, 0.3)";"0.2 (0.2, 0.3)";"3.4 (2.2, 4.7)";"1.7 (1.1, 2.4)";"0.4 (0.2, 0.5)";"0.2 (0.1, 0.2)";"227.5 (143.4, 311.6)";"48.5 (30.6, 66.4)"
"2015-04-05";"125";"221.1 (139.8, 302.4)";"46.0 (29.0, 62.9)";"0.6 (0.4, 0.8)";"0.1 (0.0, 0.1)";"0.2 (0.2, 0.3)";"0.2 (0.2, 0.3)";"3.4 (2.2, 4.7)";"1.7 (1.1, 2.3)";"0.4 (0.2, 0.5)";"0.2 (0.1, 0.2)";"225.7 (142.7, 308.8)";"48.1 (30.4, 65.8)"
"2015-04-04";"124";"219.4 (139.1, 299.7)";"45.6 (28.9, 62.3)";"0.6 (0.4, 0.8)";"0.1 (0.0, 0.1)";"0.2 (0.1, 0.3)";"0.2 (0.1, 0.3)";"3.4 (2.1, 4.6)";"1.7 (1.1, 2.3)";"0.4 (0.2, 0.5)";"0.2 (0.1, 0.2)";"224.0 (142.0, 306.0)";"47.8 (30.3, 65.2)"
"2015-04-03";"123";"217.7 (138.5, 297.0)";"45.2 (28.8, 61.7)";"0.6 (0.4, 0.8)";"0.1 (0.0, 0.1)";"0.2 (0.1, 0.3)";"0.2 (0.1, 0.3)";"3.4 (2.1, 4.6)";"1.7 (1.1, 2.3)";"0.4 (0.2, 0.5)";"0.2 (0.1, 0.2)";"222.3 (141.3, 303.2)";"47.4 (30.1, 64.7)"
"2015-04-02";"122";"216.1 (137.8, 294.3)";"44.9 (28.6, 61.2)";"0.6 (0.4, 0.8)";"0.1 (0.0, 0.1)";"0.2 (0.1, 0.3)";"0.2 (0.1, 0.3)";"3.3 (2.1, 4.5)";"1.7 (1.1, 2.3)";"0.4 (0.2, 0.5)";"0.2 (0.1, 0.2)";"220.6 (140.7, 300.5)";"47.0 (30.0, 64.1)"
"2015-04-01";"121";"214.4 (137.1, 291.7)";"44.6 (28.5, 60.6)";"0.6 (0.4, 0.8)";"0.1 (0.0, 0.1)";"0.2 (0.1, 0.3)";"0.2 (0.1, 0.3)";"3.3 (2.1, 4.5)";"1.7 (1.1, 2.3)";"0.4 (0.2, 0.5)";"0.2 (0.1, 0.2)";"218.9 (140.0, 297.8)";"46.7 (29.9, 63.5)"
"2015-03-31";"120";"212.8 (136.5, 289.1)";"44.2 (28.4, 60.1)";"0.6 (0.4, 0.8)";"0.1 (0.0, 0.1)";"0.2 (0.1, 0.3)";"0.2 (0.1, 0.3)";"3.3 (2.1, 4.5)";"1.6 (1.1, 2.2)";"0.4 (0.2, 0.5)";"0.2 (0.1, 0.2)";"217.2 (139.3, 295.1)";"46.3 (29.7, 62.9)"
"2015-03-30";"119";"211.1 (135.8, 286.4)";"43.9 (28.2, 59.5)";"0.6 (0.4, 0.8)";"0.1 (0.0, 0.1)";"0.2 (0.1, 0.3)";"0.2 (0.1, 0.3)";"3.3 (2.1, 4.4)";"1.6 (1.0, 2.2)";"0.4 (0.2, 0.5)";"0.2 (0.1, 0.2)";"215.5 (138.7, 292.4)";"46.0 (29.6, 62.4)"
"2015-03-29";"118";"209.5 (135.2, 283.8)";"43.5 (28.1, 59.0)";"0.6 (0.4, 0.8)";"0.1 (0.0, 0.1)";"0.2 (0.1, 0.3)";"0.2 (0.1, 0.3)";"3.2 (2.1, 4.4)";"1.6 (1.0, 2.2)";"0.4 (0.2, 0.5)";"0.2 (0.1, 0.2)";"213.9 (138.0, 289.8)";"45.6 (29.4, 61.8)"
"2015-03-28";"117";"207.9 (134.6, 281.3)";"43.2 (28.0, 58.5)";"0.6 (0.4, 0.8)";"0.1 (0.0, 0.1)";"0.2 (0.1, 0.3)";"0.2 (0.1, 0.3)";"3.2 (2.1, 4.3)";"1.6 (1.0, 2.2)";"0.3 (0.2, 0.5)";"0.2 (0.1, 0.2)";"212.3 (137.4, 287.2)";"45.3 (29.3, 61.2)"
"2015-03-27";"116";"206.3 (133.9, 278.7)";"42.9 (27.8, 57.9)";"0.6 (0.4, 0.7)";"0.1 (0.0, 0.1)";"0.2 (0.1, 0.3)";"0.2 (0.1, 0.3)";"3.2 (2.1, 4.3)";"1.6 (1.0, 2.2)";"0.3 (0.2, 0.5)";"0.2 (0.1, 0.2)";"210.6 (136.7, 284.5)";"44.9 (29.1, 60.7)"
"2015-03-26";"115";"204.7 (133.3, 276.2)";"42.5 (27.7, 57.4)";"0.5 (0.4, 0.7)";"0.1 (0.0, 0.1)";"0.2 (0.1, 0.3)";"0.2 (0.1, 0.3)";"3.2 (2.1, 4.3)";"1.6 (1.0, 2.1)";"0.3 (0.2, 0.5)";"0.2 (0.1, 0.2)";"209.0 (136.1, 282.0)";"44.6 (29.0, 60.1)"
"2015-03-25";"114";"203.2 (132.6, 273.7)";"42.2 (27.6, 56.9)";"0.5 (0.4, 0.7)";"0.1 (0.0, 0.1)";"0.2 (0.1, 0.3)";"0.2 (0.1, 0.3)";"3.1 (2.0, 4.2)";"1.6 (1.0, 2.1)";"0.3 (0.2, 0.5)";"0.2 (0.1, 0.2)";"207.4 (135.4, 279.4)";"44.2 (28.9, 59.6)"
"2015-03-24";"113";"201.6 (132.0, 271.2)";"41.9 (27.4, 56.4)";"0.5 (0.4, 0.7)";"0.1 (0.0, 0.1)";"0.2 (0.1, 0.3)";"0.2 (0.1, 0.3)";"3.1 (2.0, 4.2)";"1.6 (1.0, 2.1)";"0.3 (0.2, 0.5)";"0.2 (0.1, 0.2)";"205.8 (134.7, 276.9)";"43.9 (28.7, 59.0)"
"2015-03-23";"112";"200.0 (131.4, 268.7)";"41.6 (27.3, 55.8)";"0.5 (0.4, 0.7)";"0.1 (0.0, 0.1)";"0.2 (0.1, 0.3)";"0.2 (0.1, 0.3)";"3.1 (2.0, 4.2)";"1.5 (1.0, 2.1)";"0.3 (0.2, 0.5)";"0.2 (0.1, 0.2)";"204.2 (134.1, 274.3)";"43.5 (28.6, 58.5)"
"2015-03-22";"111";"198.5 (130.7, 266.3)";"41.3 (27.2, 55.3)";"0.5 (0.4, 0.7)";"0.1 (0.0, 0.1)";"0.2 (0.1, 0.3)";"0.2 (0.1, 0.3)";"3.1 (2.0, 4.1)";"1.5 (1.0, 2.1)";"0.3 (0.2, 0.4)";"0.2 (0.1, 0.2)";"202.7 (133.5, 271.8)";"43.2 (28.5, 58.0)"
"2015-03-21";"110";"197.0 (130.1, 263.9)";"40.9 (27.0, 54.8)";"0.5 (0.3, 0.7)";"0.1 (0.0, 0.1)";"0.2 (0.1, 0.3)";"0.2 (0.1, 0.3)";"3.0 (2.0, 4.1)";"1.5 (1.0, 2.0)";"0.3 (0.2, 0.4)";"0.2 (0.1, 0.2)";"201.1 (132.8, 269.4)";"42.9 (28.3, 57.4)"
"2015-03-20";"109";"195.5 (129.5, 261.4)";"40.6 (26.9, 54.3)";"0.5 (0.3, 0.7)";"0.1 (0.0, 0.1)";"0.2 (0.1, 0.3)";"0.2 (0.1, 0.3)";"3.0 (2.0, 4.0)";"1.5 (1.0, 2.0)";"0.3 (0.2, 0.4)";"0.2 (0.1, 0.2)";"199.6 (132.2, 266.9)";"42.6 (28.2, 56.9)"
"2015-03-19";"108";"194.0 (128.9, 259.0)";"40.3 (26.8, 53.8)";"0.5 (0.3, 0.7)";"0.1 (0.0, 0.1)";"0.2 (0.1, 0.3)";"0.2 (0.1, 0.3)";"3.0 (2.0, 4.0)";"1.5 (1.0, 2.0)";"0.3 (0.2, 0.4)";"0.2 (0.1, 0.2)";"198.0 (131.6, 264.4)";"42.2 (28.1, 56.4)"
"2015-03-18";"107";"192.5 (128.3, 256.7)";"40.0 (26.7, 53.3)";"0.5 (0.3, 0.7)";"0.1 (0.0, 0.1)";"0.2 (0.1, 0.3)";"0.2 (0.1, 0.3)";"3.0 (2.0, 4.0)";"1.5 (1.0, 2.0)";"0.3 (0.2, 0.4)";"0.2 (0.1, 0.2)";"196.5 (130.9, 262.0)";"41.9 (27.9, 55.9)"
"2015-03-17";"106";"191.0 (127.7, 254.3)";"39.7 (26.5, 52.9)";"0.5 (0.3, 0.7)";"0.1 (0.0, 0.1)";"0.2 (0.1, 0.3)";"0.2 (0.1, 0.3)";"2.9 (2.0, 3.9)";"1.5 (1.0, 2.0)";"0.3 (0.2, 0.4)";"0.2 (0.1, 0.2)";"195.0 (130.3, 259.6)";"41.6 (27.8, 55.4)"
"2015-03-16";"105";"189.5 (127.0, 252.0)";"39.4 (26.4, 52.4)";"0.5 (0.3, 0.7)";"0.1 (0.0, 0.1)";"0.2 (0.1, 0.3)";"0.2 (0.1, 0.3)";"2.9 (2.0, 3.9)";"1.5 (1.0, 1.9)";"0.3 (0.2, 0.4)";"0.2 (0.1, 0.2)";"193.5 (129.7, 257.2)";"41.3 (27.7, 54.9)"
"2015-03-15";"104";"188.1 (126.4, 249.7)";"39.1 (26.3, 51.9)";"0.5 (0.3, 0.7)";"0.1 (0.0, 0.1)";"0.2 (0.1, 0.3)";"0.2 (0.1, 0.3)";"2.9 (2.0, 3.9)";"1.5 (1.0, 1.9)";"0.3 (0.2, 0.4)";"0.2 (0.1, 0.2)";"192.0 (129.1, 254.9)";"40.9 (27.5, 54.4)"
"2015-03-14";"103";"186.6 (125.8, 247.4)";"38.8 (26.1, 51.4)";"0.5 (0.3, 0.7)";"0.1 (0.0, 0.1)";"0.2 (0.1, 0.3)";"0.2 (0.1, 0.3)";"2.9 (1.9, 3.8)";"1.4 (1.0, 1.9)";"0.3 (0.2, 0.4)";"0.2 (0.1, 0.2)";"190.5 (128.5, 252.5)";"40.6 (27.4, 53.8)"
"2015-03-13";"102";"185.2 (125.2, 245.1)";"38.5 (26.0, 50.9)";"0.5 (0.3, 0.7)";"0.0 (0.0, 0.1)";"0.2 (0.1, 0.3)";"0.2 (0.1, 0.3)";"2.9 (1.9, 3.8)";"1.4 (1.0, 1.9)";"0.3 (0.2, 0.4)";"0.1 (0.1, 0.2)";"189.0 (127.9, 250.2)";"40.3 (27.3, 53.4)"
