"Date";"Days from today";"Cases (reported)";"New daily cases (reported)";"Cases (corrected for underreporting)";"New daily cases (corrected for underreporting)";"Incubation period";"Infectious and unreported";"Undergoing treatment";"Beds for CDC target of 25% cases in ETC";"Beds for CDC target of 45% cases in reduced transmission";"Reporting (treatment) quotient"
"2014-08-13";"-110";"13 (13, 13)";"0 (0, 0)";"34 (34, 34)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2014-08-12";"-111";"13 (13, 13)";"0 (0, 0)";"33 (33, 33)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2014-08-11";"-112";"13 (13, 13)";"0 (0, 0)";"33 (33, 33)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2014-08-10";"-113";"13 (13, 13)";"0 (0, 0)";"33 (33, 33)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2014-08-09";"-114";"13 (13, 13)";"0 (0, 0)";"33 (33, 33)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2014-08-08";"-115";"13 (13, 13)";"0 (0, 0)";"33 (33, 33)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2014-08-07";"-116";"13 (13, 13)";"0 (0, 0)";"33 (33, 33)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2014-08-06";"-117";"13 (13, 13)";"0 (0, 0)";"33 (33, 33)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2014-08-05";"-118";"13 (13, 13)";"0 (0, 0)";"33 (33, 33)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2014-08-04";"-119";"13 (13, 13)";"0 (0, 0)";"33 (33, 33)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2014-08-03";"-120";"13 (13, 13)";"0 (0, 0)";"33 (33, 33)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2014-08-02";"-121";"13 (13, 13)";"0 (0, 0)";"33 (33, 33)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2014-08-01";"-122";"13 (13, 13)";"0 (0, 0)";"33 (33, 33)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2014-07-31";"-123";"13 (13, 13)";"0 (0, 0)";"33 (33, 33)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2014-07-30";"-124";"13 (13, 13)";"0 (0, 0)";"33 (33, 33)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2014-07-29";"-125";"13 (13, 13)";"0 (0, 0)";"32 (32, 32)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2014-07-28";"-126";"13 (13, 13)";"0 (0, 0)";"32 (32, 32)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2014-07-27";"-127";"13 (13, 13)";"0 (0, 0)";"32 (32, 32)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2014-07-26";"-128";"13 (13, 13)";"0 (0, 0)";"32 (32, 32)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2014-07-25";"-129";"13 (13, 13)";"0 (0, 0)";"32 (32, 32)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2014-07-24";"-130";"13 (13, 13)";"0 (0, 0)";"32 (32, 32)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2014-07-23";"-131";"13 (13, 13)";"0 (0, 0)";"32 (32, 32)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2014-07-22";"-132";"12 (12, 12)";"0 (0, 0)";"32 (32, 32)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2014-07-21";"-133";"12 (12, 12)";"0 (0, 0)";"32 (32, 32)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2014-07-20";"-134";"12 (12, 12)";"0 (0, 0)";"32 (32, 32)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2014-07-19";"-135";"12 (12, 12)";"0 (0, 0)";"32 (32, 32)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2014-07-18";"-136";"12 (12, 12)";"0 (0, 0)";"32 (32, 32)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2014-07-17";"-137";"12 (12, 12)";"0 (0, 0)";"31 (31, 31)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2014-07-16";"-138";"12 (12, 12)";"0 (0, 0)";"31 (31, 31)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2014-07-15";"-139";"12 (12, 12)";"0 (0, 0)";"31 (31, 31)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"40%"
"2014-07-14";"-140";"12 (12, 12)";"0 (0, 0)";"31 (31, 31)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-07-13";"-141";"12 (12, 12)";"0 (0, 0)";"31 (31, 31)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-07-12";"-142";"12 (12, 12)";"0 (0, 0)";"31 (31, 31)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-07-11";"-143";"12 (12, 12)";"0 (0, 0)";"31 (31, 31)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-07-10";"-144";"12 (12, 12)";"0 (0, 0)";"31 (31, 31)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-07-09";"-145";"12 (12, 12)";"0 (0, 0)";"31 (31, 31)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-07-08";"-146";"12 (12, 12)";"0 (0, 0)";"31 (31, 31)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-07-07";"-147";"12 (12, 12)";"0 (0, 0)";"31 (31, 31)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-07-06";"-148";"12 (12, 12)";"0 (0, 0)";"30 (30, 30)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-07-05";"-149";"12 (12, 12)";"0 (0, 0)";"30 (30, 30)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-07-04";"-150";"12 (12, 12)";"0 (0, 0)";"30 (30, 30)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-07-03";"-151";"12 (12, 12)";"0 (0, 0)";"30 (30, 30)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-07-02";"-152";"12 (12, 12)";"0 (0, 0)";"30 (30, 30)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-07-01";"-153";"12 (12, 12)";"0 (0, 0)";"30 (30, 30)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-06-30";"-154";"12 (12, 12)";"0 (0, 0)";"30 (30, 30)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-06-29";"-155";"12 (12, 12)";"0 (0, 0)";"30 (30, 30)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-06-28";"-156";"12 (12, 12)";"0 (0, 0)";"30 (30, 30)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-06-27";"-157";"12 (12, 12)";"0 (0, 0)";"29 (29, 29)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-06-26";"-158";"12 (12, 12)";"0 (0, 0)";"29 (29, 29)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-06-25";"-159";"12 (12, 12)";"0 (0, 0)";"29 (29, 29)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-06-24";"-160";"12 (12, 12)";"0 (0, 0)";"29 (29, 29)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-06-23";"-161";"12 (12, 12)";"0 (0, 0)";"29 (29, 29)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-06-22";"-162";"12 (12, 12)";"0 (0, 0)";"29 (29, 29)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-06-21";"-163";"12 (12, 12)";"0 (0, 0)";"29 (29, 29)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-06-20";"-164";"12 (12, 12)";"0 (0, 0)";"29 (29, 29)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-06-19";"-165";"12 (12, 12)";"0 (0, 0)";"29 (29, 29)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-06-18";"-166";"12 (12, 12)";"0 (0, 0)";"28 (28, 28)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-06-17";"-167";"12 (12, 12)";"0 (0, 0)";"28 (28, 28)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-06-16";"-168";"12 (12, 12)";"0 (0, 0)";"28 (28, 28)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-06-15";"-169";"12 (12, 12)";"0 (0, 0)";"28 (28, 28)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-06-14";"-170";"12 (12, 12)";"0 (0, 0)";"28 (28, 28)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-06-13";"-171";"11 (11, 11)";"0 (0, 0)";"28 (28, 28)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-06-12";"-172";"11 (11, 11)";"0 (0, 0)";"28 (28, 28)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-06-11";"-173";"11 (11, 11)";"0 (0, 0)";"28 (28, 28)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-06-10";"-174";"11 (11, 11)";"0 (0, 0)";"27 (27, 27)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-06-09";"-175";"11 (11, 11)";"0 (0, 0)";"27 (27, 27)";"0 (0, 0)";"2 (2, 2)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-06-08";"-176";"11 (11, 11)";"0 (0, 0)";"27 (27, 27)";"0 (0, 0)";"2 (2, 2)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-06-07";"-177";"11 (11, 11)";"0 (0, 0)";"27 (27, 27)";"0 (0, 0)";"2 (2, 2)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-06-06";"-178";"11 (11, 11)";"0 (0, 0)";"27 (27, 27)";"0 (0, 0)";"2 (2, 2)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-06-05";"-179";"11 (11, 11)";"0 (0, 0)";"27 (27, 27)";"0 (0, 0)";"2 (2, 2)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-06-04";"-180";"11 (11, 11)";"0 (0, 0)";"27 (27, 27)";"0 (0, 0)";"2 (2, 2)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-06-03";"-181";"11 (11, 11)";"0 (0, 0)";"26 (26, 26)";"0 (0, 0)";"2 (2, 2)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-06-02";"-182";"11 (11, 11)";"0 (0, 0)";"26 (26, 26)";"0 (0, 0)";"2 (2, 2)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-06-01";"-183";"11 (11, 11)";"0 (0, 0)";"26 (26, 26)";"0 (0, 0)";"2 (2, 2)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-05-31";"-184";"11 (11, 11)";"0 (0, 0)";"26 (26, 26)";"0 (0, 0)";"2 (2, 2)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-05-30";"-185";"11 (11, 11)";"0 (0, 0)";"26 (26, 26)";"0 (0, 0)";"2 (2, 2)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-05-29";"-186";"11 (11, 11)";"0 (0, 0)";"26 (26, 26)";"0 (0, 0)";"2 (2, 2)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-05-28";"-187";"11 (11, 11)";"0 (0, 0)";"26 (26, 26)";"0 (0, 0)";"2 (2, 2)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-05-27";"-188";"11 (11, 11)";"0 (0, 0)";"25 (25, 25)";"0 (0, 0)";"2 (2, 2)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-05-26";"-189";"11 (11, 11)";"0 (0, 0)";"25 (25, 25)";"0 (0, 0)";"2 (2, 2)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-05-25";"-190";"11 (11, 11)";"0 (0, 0)";"25 (25, 25)";"0 (0, 0)";"2 (2, 2)";"2 (2, 2)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-05-24";"-191";"11 (11, 11)";"0 (0, 0)";"25 (25, 25)";"0 (0, 0)";"2 (2, 2)";"2 (2, 2)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-05-23";"-192";"11 (11, 11)";"0 (0, 0)";"25 (25, 25)";"0 (0, 0)";"2 (2, 2)";"2 (2, 2)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-05-22";"-193";"11 (11, 11)";"0 (0, 0)";"25 (25, 25)";"0 (0, 0)";"2 (2, 2)";"2 (2, 2)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
