"Date";"Days from today";"ETU caseload";"Nurses and paramedics";"Hygienists and nurses aids";"Doctors";"Support staff";"Total"
"2015-05-18";"168";"4470 (1792, 7148)";"2235 (896, 3574)";"2235 (896, 3574)";"447 (179, 715)";"4470 (1792, 7148)";"9387 (6096, 12678)"
"2015-05-17";"167";"4436 (1787, 7085)";"2218 (893, 3543)";"2218 (893, 3543)";"444 (179, 709)";"4436 (1787, 7085)";"9316 (6061, 12571)"
"2015-05-16";"166";"4404 (1784, 7024)";"2202 (892, 3512)";"2202 (892, 3512)";"440 (178, 702)";"4404 (1784, 7024)";"9248 (6028, 12468)"
"2015-05-15";"165";"4371 (1780, 6962)";"2186 (890, 3482)";"2186 (890, 3482)";"437 (178, 696)";"4371 (1780, 6962)";"9180 (5996, 12364)"
"2015-05-14";"164";"4338 (1775, 6901)";"2169 (888, 3450)";"2169 (888, 3450)";"434 (178, 690)";"4338 (1775, 6901)";"9110 (5961, 12259)"
"2015-05-13";"163";"4306 (1771, 6841)";"2153 (886, 3420)";"2153 (886, 3420)";"431 (178, 684)";"4306 (1771, 6841)";"9043 (5928, 12158)"
"2015-05-12";"162";"4274 (1767, 6781)";"2137 (884, 3390)";"2137 (884, 3390)";"427 (176, 678)";"4274 (1767, 6781)";"8975 (5895, 12055)"
"2015-05-11";"161";"4242 (1763, 6721)";"2121 (882, 3360)";"2121 (882, 3360)";"424 (176, 672)";"4242 (1763, 6721)";"8908 (5862, 11954)"
"2015-05-10";"160";"4210 (1759, 6661)";"2105 (879, 3331)";"2105 (879, 3331)";"421 (176, 666)";"4210 (1759, 6661)";"8841 (5829, 11853)"
"2015-05-09";"159";"4179 (1755, 6603)";"2090 (878, 3302)";"2090 (878, 3302)";"418 (176, 660)";"4179 (1755, 6603)";"8777 (5799, 11755)"
"2015-05-08";"158";"4148 (1752, 6544)";"2074 (876, 3272)";"2074 (876, 3272)";"415 (175, 655)";"4148 (1752, 6544)";"8711 (5766, 11656)"
"2015-05-07";"157";"4117 (1748, 6486)";"2058 (873, 3243)";"2058 (873, 3243)";"412 (175, 649)";"4117 (1748, 6486)";"8645 (5733, 11557)"
"2015-05-06";"156";"4086 (1743, 6429)";"2043 (872, 3214)";"2043 (872, 3214)";"409 (175, 643)";"4086 (1743, 6429)";"8581 (5702, 11460)"
"2015-05-05";"155";"4055 (1739, 6371)";"2027 (869, 3185)";"2027 (869, 3185)";"406 (174, 638)";"4055 (1739, 6371)";"8515 (5669, 11361)"
"2015-05-04";"154";"4025 (1735, 6315)";"2012 (867, 3157)";"2012 (867, 3157)";"402 (173, 631)";"4025 (1735, 6315)";"8451 (5637, 11265)"
"2015-05-03";"153";"3995 (1731, 6259)";"1998 (866, 3130)";"1998 (866, 3130)";"400 (174, 626)";"3995 (1731, 6259)";"8391 (5609, 11173)"
"2015-05-02";"152";"3965 (1727, 6203)";"1982 (863, 3101)";"1982 (863, 3101)";"396 (172, 620)";"3965 (1727, 6203)";"8325 (5575, 11075)"
