"Date";"Days from today";"Cases (reported)";"New daily cases (reported)";"Cases (corrected for underreporting)";"New daily cases (corrected for underreporting)";"Incubation period";"Infectious and unreported";"Undergoing treatment";"Beds for CDC target of 25% cases in ETC";"Beds for CDC target of 45% cases in reduced transmission";"Reporting (treatment) quotient"
"2015-02-10";"71";"17334 (14310, 20358)";"  177 (  103,   251)";" 83435 ( 67081,  99789)";"   841 (   466,   1216)";" 9628 (5322, 13934)";" 7021 (4087,  9955)";"1478 (905, 2051)";"2125 (1377, 2872)";"3824 (2479,  5170)";"40%"
"2015-02-09";"70";"17157 (14207, 20108)";"  176 (  103,   248)";" 82594 ( 66614,  98574)";"   835 (   466,   1204)";" 9553 (5313, 13794)";" 6967 (4080,  9853)";"1466 (903, 2030)";"2108 (1373, 2843)";"3795 (2471,  5118)";"40%"
"2015-02-08";"69";"16982 (14104, 19860)";"  174 (  103,   246)";" 81759 ( 66148,  97371)";"   828 (   465,   1192)";" 9479 (5305, 13654)";" 6913 (4073,  9752)";"1455 (901, 2009)";"2092 (1369, 2815)";"3765 (2463,  5067)";"40%"
"2015-02-07";"68";"16807 (14000, 19614)";"  173 (  103,   243)";" 80931 ( 65682,  96180)";"   822 (   464,   1180)";" 9406 (5297, 13515)";" 6859 (4066,  9652)";"1444 (899, 1988)";"2076 (1364, 2787)";"3736 (2455,  5017)";"40%"
"2015-02-06";"67";"16634 (13897, 19371)";"  172 (  103,   241)";" 80109 ( 65217,  95001)";"   816 (   463,   1168)";" 9333 (5288, 13378)";" 6806 (4058,  9553)";"1432 (898, 1967)";"2060 (1360, 2759)";"3707 (2448,  4967)";"40%"
"2015-02-05";"66";"16463 (13795, 19131)";"  170 (  102,   238)";" 79294 ( 64753,  93834)";"   809 (   463,   1156)";" 9261 (5279, 13242)";" 6753 (4051,  9455)";"1421 (896, 1947)";"2044 (1355, 2732)";"3678 (2440,  4917)";"40%"
"2015-02-04";"65";"16292 (13692, 18893)";"  169 (  102,   236)";" 78484 ( 64290,  92679)";"   803 (   462,   1144)";" 9189 (5271, 13107)";" 6701 (4044,  9358)";"1410 (894, 1926)";"2028 (1351, 2704)";"3650 (2432,  4868)";"40%"
"2015-02-03";"64";"16123 (13590, 18657)";"  168 (  102,   233)";" 77681 ( 63827,  91536)";"   797 (   461,   1132)";" 9118 (5262, 12973)";" 6649 (4036,  9261)";"1399 (892, 1906)";"2012 (1347, 2677)";"3622 (2424,  4819)";"40%"
"2015-02-02";"63";"15956 (13487, 18424)";"  166 (  102,   231)";" 76885 ( 63365,  90404)";"   791 (   460,   1121)";" 9047 (5253, 12841)";" 6597 (4029,  9166)";"1389 (891, 1886)";"1996 (1342, 2650)";"3594 (2416,  4771)";"40%"
"2015-02-01";"62";"15789 (13385, 18193)";"  165 (  102,   228)";" 76094 ( 62904,  89284)";"   784 (   460,   1109)";" 8977 (5244, 12710)";" 6546 (4021,  9071)";"1378 (889, 1867)";"1981 (1338, 2624)";"3566 (2408,  4723)";"40%"
"2015-01-31";"61";"15624 (13283, 17965)";"  164 (  102,   226)";" 75310 ( 62444,  88176)";"   778 (   459,   1098)";" 8907 (5235, 12580)";" 6495 (4014,  8977)";"1367 (887, 1847)";"1966 (1334, 2597)";"3538 (2401,  4675)";"40%"
"2015-01-30";"60";"15460 (13182, 17739)";"  163 (  101,   224)";" 74532 ( 61984,  87079)";"   772 (   458,   1087)";" 8838 (5226, 12451)";" 6445 (4006,  8884)";"1356 (885, 1828)";"1950 (1329, 2571)";"3511 (2393,  4628)";"40%"
"2015-01-29";"59";"15298 (13080, 17516)";"  161 (  101,   221)";" 73759 ( 61526,  85993)";"   766 (   457,   1075)";" 8770 (5217, 12323)";" 6395 (3998,  8792)";"1346 (883, 1809)";"1935 (1325, 2545)";"3483 (2385,  4582)";"40%"
"2015-01-28";"58";"15137 (12979, 17294)";"  160 (  101,   219)";" 72993 ( 61068,  84918)";"   760 (   456,   1064)";" 8702 (5207, 12196)";" 6345 (3990,  8700)";"1336 (881, 1790)";"1920 (1321, 2520)";"3456 (2377,  4536)";"40%"
"2015-01-27";"57";"14977 (12878, 17075)";"  159 (  101,   217)";" 72233 ( 60611,  83855)";"   754 (   456,   1053)";" 8634 (5198, 12071)";" 6296 (3983,  8610)";"1325 (880, 1771)";"1905 (1316, 2494)";"3430 (2369,  4490)";"40%"
"2015-01-26";"56";"14818 (12777, 16859)";"  158 (  101,   215)";" 71478 ( 60155,  82802)";"   749 (   455,   1042)";" 8567 (5188, 11946)";" 6247 (3975,  8520)";"1315 (878, 1752)";"1891 (1312, 2469)";"3403 (2362,  4444)";"40%"
"2015-01-25";"55";"14660 (12676, 16644)";"  156 (  100,   212)";" 70730 ( 59699,  81760)";"   743 (   454,   1032)";" 8501 (5179, 11823)";" 6199 (3967,  8431)";"1305 (876, 1734)";"1876 (1308, 2444)";"3377 (2354,  4400)";"40%"
"2015-01-24";"54";"14504 (12576, 16432)";"  155 (  100,   210)";" 69987 ( 59245,  80729)";"   737 (   453,   1021)";" 8435 (5169, 11701)";" 6151 (3959,  8343)";"1295 (874, 1715)";"1861 (1303, 2419)";"3351 (2346,  4355)";"40%"
"2015-01-23";"53";"14349 (12475, 16222)";"  154 (  100,   208)";" 69250 ( 58791,  79709)";"   731 (   452,   1010)";" 8369 (5159, 11580)";" 6103 (3951,  8256)";"1285 (872, 1697)";"1847 (1299, 2395)";"3325 (2338,  4311)";"40%"
"2015-01-22";"52";"14195 (12375, 16014)";"  153 (  100,   206)";" 68518 ( 58338,  78699)";"   726 (   451,   1000)";" 8305 (5150, 11460)";" 6056 (3943,  8169)";"1275 (870, 1679)";"1833 (1295, 2371)";"3299 (2330,  4267)";"40%"
"2015-01-21";"51";"14042 (12275, 15809)";"  152 (  100,   204)";" 67793 ( 57886,  77700)";"   720 (   450,    990)";" 8240 (5140, 11341)";" 6009 (3934,  8084)";"1265 (868, 1661)";"1818 (1290, 2346)";"3273 (2323,  4224)";"40%"
"2015-01-20";"50";"13891 (12176, 15605)";"  150 (   99,   201)";" 67073 ( 57435,  76711)";"   714 (   450,    979)";" 8176 (5130, 11223)";" 5962 (3926,  7999)";"1255 (866, 1644)";"1804 (1286, 2323)";"3248 (2315,  4181)";"40%"
"2015-01-19";"49";"13740 (12076, 15404)";"  149 (   99,   199)";" 66358 ( 56984,  75732)";"   709 (   449,    969)";" 8113 (5120, 11106)";" 5916 (3918,  7915)";"1245 (864, 1626)";"1790 (1282, 2299)";"3223 (2307,  4138)";"40%"
"2015-01-18";"48";"13591 (11977, 15205)";"  148 (   99,   197)";" 65649 ( 56535,  74764)";"   703 (   448,    959)";" 8050 (5109, 10991)";" 5870 (3910,  7831)";"1236 (862, 1609)";"1777 (1278, 2276)";"3198 (2300,  4096)";"40%"
"2015-01-17";"47";"13443 (11878, 15008)";"  147 (   99,   195)";" 64946 ( 56086,  73806)";"   698 (   447,    949)";" 7988 (5099, 10876)";" 5825 (3901,  7749)";"1226 (860, 1592)";"1763 (1273, 2252)";"3173 (2292,  4054)";"40%"
"2015-01-16";"46";"13296 (11779, 14813)";"  146 (   98,   193)";" 64248 ( 55639,  72857)";"   693 (   446,    939)";" 7926 (5089, 10762)";" 5780 (3893,  7667)";"1217 (858, 1575)";"1749 (1269, 2229)";"3148 (2284,  4013)";"40%"
"2015-01-15";"45";"13150 (11680, 14620)";"  145 (   98,   191)";" 63556 ( 55192,  71919)";"   687 (   445,    929)";" 7864 (5079, 10650)";" 5735 (3884,  7586)";"1207 (856, 1558)";"1736 (1265, 2206)";"3124 (2276,  3972)";"40%"
"2015-01-14";"44";"13006 (11582, 14429)";"  144 (   98,   189)";" 62868 ( 54746,  70991)";"   682 (   444,    920)";" 7803 (5068, 10538)";" 5691 (3876,  7505)";"1198 (854, 1541)";"1722 (1260, 2184)";"3100 (2269,  3931)";"40%"
"2015-01-13";"43";"12862 (11484, 14241)";"  142 (   98,   187)";" 62187 ( 54301,  70072)";"   677 (   443,    910)";" 7743 (5058, 10428)";" 5647 (3867,  7426)";"1189 (853, 1525)";"1709 (1256, 2161)";"3076 (2261,  3891)";"40%"
"2015-01-12";"42";"12720 (11386, 14054)";"  141 (   98,   185)";" 61510 ( 53857,  69163)";"   671 (   442,    900)";" 7683 (5047, 10318)";" 5603 (3859,  7347)";"1179 (850, 1508)";"1696 (1252, 2139)";"3052 (2253,  3851)";"40%"
"2015-01-11";"41";"12578 (11288, 13869)";"  140 (   97,   183)";" 60839 ( 53414,  68263)";"   666 (   441,    891)";" 7623 (5037, 10210)";" 5560 (3850,  7269)";"1170 (848, 1492)";"1682 (1248, 2117)";"3028 (2246,  3811)";"40%"
"2015-01-10";"40";"12438 (11190, 13686)";"  139 (   97,   181)";" 60173 ( 52972,  67373)";"   661 (   440,    881)";" 7564 (5026, 10102)";" 5516 (3842,  7191)";"1161 (846, 1476)";"1669 (1243, 2096)";"3005 (2238,  3772)";"40%"
"2015-01-09";"39";"12299 (11093, 13505)";"  138 (   97,   179)";" 59512 ( 52530,  66493)";"   656 (   439,    872)";" 7506 (5015,  9996)";" 5474 (3833,  7115)";"1152 (844, 1460)";"1657 (1239, 2074)";"2982 (2230,  3733)";"40%"
"2015-01-08";"38";"12161 (10996, 13326)";"  137 (   97,   177)";" 58856 ( 52090,  65622)";"   651 (   439,    863)";" 7447 (5005,  9890)";" 5431 (3824,  7039)";"1143 (842, 1444)";"1644 (1235, 2053)";"2959 (2223,  3695)";"40%"
"2015-01-07";"37";"12024 (10899, 13149)";"  136 (   96,   175)";" 58205 ( 51650,  64760)";"   646 (   438,    854)";" 7390 (4994,  9786)";" 5389 (3815,  6964)";"1135 (840, 1429)";"1631 (1231, 2031)";"2936 (2215,  3656)";"40%"
"2015-01-06";"36";"11888 (10802, 12974)";"  135 (   96,   173)";" 57559 ( 51212,  63907)";"   641 (   437,    845)";" 7333 (4983,  9682)";" 5348 (3806,  6889)";"1126 (838, 1413)";"1618 (1226, 2010)";"2913 (2208,  3619)";"40%"
"2015-01-05";"35";"11753 (10706, 12801)";"  134 (   96,   172)";" 56919 ( 50774,  63063)";"   636 (   436,    836)";" 7276 (4972,  9579)";" 5306 (3798,  6815)";"1117 (836, 1398)";"1606 (1222, 1990)";"2891 (2200,  3581)";"40%"
"2015-01-04";"34";"11620 (10609, 12630)";"  133 (   96,   170)";" 56283 ( 50338,  62228)";"   631 (   435,    827)";" 7219 (4961,  9478)";" 5265 (3789,  6742)";"1108 (834, 1383)";"1593 (1218, 1969)";"2868 (2192,  3544)";"40%"
"2015-01-03";"33";"11487 (10513, 12460)";"  132 (   96,   168)";" 55652 ( 49902,  61402)";"   626 (   434,    818)";" 7163 (4950,  9377)";" 5225 (3780,  6670)";"1100 (832, 1368)";"1581 (1214, 1949)";"2846 (2185,  3507)";"40%"
"2015-01-02";"32";"11355 (10417, 12292)";"  131 (   95,   166)";" 55026 ( 49467,  60585)";"   621 (   433,    809)";" 7108 (4939,  9277)";" 5184 (3771,  6598)";"1091 (830, 1353)";"1569 (1210, 1928)";"2824 (2177,  3471)";"40%"
"2015-01-01";"31";"11224 (10322, 12127)";"  130 (   95,   164)";" 54405 ( 49033,  59777)";"   616 (   432,    801)";" 7053 (4928,  9178)";" 5144 (3762,  6527)";"1083 (828, 1338)";"1557 (1205, 1908)";"2802 (2170,  3435)";"40%"
"2014-12-31";"30";"11094 (10226, 11963)";"  129 (   95,   163)";" 53789 ( 48600,  58977)";"   612 (   431,    792)";" 6998 (4916,  9080)";" 5104 (3753,  6456)";"1075 (826, 1323)";"1545 (1201, 1888)";"2781 (2162,  3399)";"40%"
"2014-12-30";"29";"10966 (10131, 11800)";"  128 (   95,   161)";" 53177 ( 48168,  58186)";"   607 (   430,    784)";" 6944 (4905,  8983)";" 5065 (3744,  6386)";"1066 (824, 1309)";"1533 (1197, 1869)";"2759 (2155,  3364)";"40%"
"2014-12-29";"28";"10838 (10036, 11640)";"  127 (   94,   159)";" 52570 ( 47738,  57403)";"   602 (   429,    775)";" 6891 (4894,  8887)";" 5026 (3735,  6317)";"1058 (822, 1295)";"1521 (1193, 1849)";"2738 (2147,  3329)";"40%"
"2014-12-28";"27";"10711 ( 9941, 11481)";"  126 (   94,   157)";" 51968 ( 47308,  56629)";"   597 (   428,    767)";" 6837 (4883,  8792)";" 4987 (3725,  6249)";"1050 (820, 1280)";"1509 (1189, 1830)";"2717 (2140,  3294)";"40%"
"2014-12-27";"26";"10585 ( 9847, 11324)";"  125 (   94,   156)";" 51371 ( 46878,  55863)";"   593 (   427,    759)";" 6784 (4871,  8698)";" 4949 (3716,  6181)";"1042 (817, 1266)";"1498 (1184, 1811)";"2696 (2132,  3259)";"40%"
"2014-12-26";"25";"10461 ( 9753, 11169)";"  124 (   94,   154)";" 50778 ( 46450,  55106)";"   588 (   426,    751)";" 6732 (4860,  8604)";" 4910 (3707,  6114)";"1034 (815, 1252)";"1486 (1180, 1792)";"2675 (2125,  3225)";"40%"
"2014-12-25";"24";"10337 ( 9659, 11015)";"  123 (   94,   152)";" 50190 ( 46023,  54356)";"   584 (   425,    743)";" 6680 (4848,  8512)";" 4872 (3698,  6047)";"1026 (813, 1239)";"1475 (1176, 1773)";"2654 (2117,  3191)";"40%"
"2014-12-24";"23";"10214 ( 9565, 10863)";"  122 (   93,   151)";" 49606 ( 45597,  53615)";"   579 (   424,    735)";" 6628 (4837,  8420)";" 4835 (3689,  5981)";"1018 (811, 1225)";"1463 (1172, 1754)";"2634 (2110,  3158)";"40%"
"2014-12-23";"22";"10092 ( 9471, 10713)";"  121 (   93,   149)";" 49027 ( 45172,  52882)";"   575 (   423,    727)";" 6577 (4825,  8329)";" 4798 (3679,  5916)";"1010 (809, 1211)";"1452 (1168, 1736)";"2613 (2102,  3125)";"40%"
"2014-12-22";"21";" 9971 ( 9378, 10565)";"  120 (   93,   147)";" 48452 ( 44748,  52157)";"   570 (   422,    719)";" 6526 (4813,  8239)";" 4761 (3670,  5851)";"1002 (807, 1198)";"1441 (1164, 1718)";"2593 (2095,  3092)";"40%"
"2014-12-21";"20";" 9851 ( 9284, 10418)";"  119 (   93,   146)";" 47882 ( 44325,  51440)";"   566 (   421,    711)";" 6476 (4802,  8150)";" 4724 (3661,  5787)";" 995 (805, 1185)";"1430 (1160, 1700)";"2573 (2087,  3059)";"40%"
"2014-12-20";"19";" 9732 ( 9191, 10272)";"  118 (   92,   144)";" 47316 ( 43902,  50730)";"   561 (   420,    703)";" 6426 (4790,  8061)";" 4687 (3651,  5724)";" 987 (802, 1172)";"1419 (1155, 1682)";"2554 (2080,  3027)";"40%"
"2014-12-19";"18";" 9614 ( 9099, 10129)";"  117 (   92,   143)";" 46755 ( 43481,  50028)";"   557 (   419,    696)";" 6376 (4778,  7974)";" 4651 (3642,  5661)";" 979 (800, 1159)";"1408 (1151, 1664)";"2534 (2072,  2995)";"40%"
"2014-12-18";"17";" 9496 ( 9006,  9987)";"  116 (   92,   141)";" 46198 ( 43061,  49334)";"   553 (   418,    688)";" 6327 (4766,  7887)";" 4615 (3632,  5599)";" 972 (798, 1146)";"1397 (1147, 1646)";"2514 (2065,  2964)";"40%"
"2014-12-17";"16";" 9380 ( 8914,  9846)";"  116 (   92,   139)";" 45645 ( 42641,  48648)";"   549 (   417,    681)";" 6278 (4755,  7802)";" 4580 (3623,  5537)";" 964 (796, 1133)";"1386 (1143, 1629)";"2495 (2058,  2932)";"40%"
"2014-12-16";"15";" 9264 ( 8822,  9707)";"  115 (   91,   138)";" 45096 ( 42223,  47969)";"   544 (   415,    673)";" 6230 (4743,  7716)";" 4545 (3613,  5476)";" 957 (794, 1120)";"1375 (1139, 1612)";"2476 (2050,  2901)";"40%"
"2014-12-15";"14";" 9150 ( 8730,  9570)";"  114 (   91,   136)";" 44552 ( 41805,  47298)";"   540 (   414,    666)";" 6181 (4731,  7632)";" 4510 (3604,  5415)";" 950 (792, 1108)";"1365 (1135, 1595)";"2457 (2043,  2870)";"40%"
"2014-12-14";"13";" 9036 ( 8638,  9434)";"  113 (   91,   135)";" 44012 ( 41389,  46634)";"   536 (   413,    659)";" 6134 (4719,  7549)";" 4475 (3594,  5356)";" 942 (789, 1095)";"1354 (1131, 1578)";"2438 (2036,  2840)";"40%"
"2014-12-13";"12";" 8923 ( 8546,  9300)";"  112 (   91,   133)";" 43476 ( 40973,  45978)";"   532 (   412,    651)";" 6087 (4707,  7466)";" 4441 (3585,  5296)";" 935 (787, 1083)";"1344 (1127, 1561)";"2419 (2028,  2810)";"40%"
"2014-12-12";"11";" 8811 ( 8455,  9167)";"  111 (   90,   132)";" 42944 ( 40559,  45329)";"   528 (   411,    644)";" 6040 (4695,  7384)";" 4406 (3575,  5237)";" 928 (785, 1071)";"1334 (1123, 1544)";"2400 (2021,  2780)";"40%"
"2014-12-11";"10";" 8700 ( 8364,  9036)";"  110 (   90,   130)";" 42416 ( 40145,  44687)";"   524 (   410,    637)";" 5993 (4683,  7303)";" 4372 (3566,  5179)";" 921 (783, 1059)";"1323 (1119, 1528)";"2382 (2014,  2750)";"40%"
"2014-12-10";"9";" 8590 ( 8273,  8907)";"  109 (   90,   129)";" 41892 ( 39733,  44052)";"   520 (   409,    630)";" 5947 (4671,  7223)";" 4339 (3556,  5122)";" 914 (781, 1047)";"1313 (1115, 1512)";"2364 (2006,  2721)";"40%"
"2014-12-09";"8";" 8480 ( 8182,  8779)";"  109 (   90,   128)";" 41373 ( 39321,  43425)";"   516 (   408,    623)";" 5901 (4658,  7144)";" 4306 (3546,  5065)";" 907 (778, 1035)";"1303 (1111, 1496)";"2346 (1999,  2692)";"40%"
"2014-12-08";"7";" 8372 ( 8092,  8652)";"  108 (   89,   126)";" 40857 ( 38910,  42804)";"   512 (   407,    616)";" 5856 (4646,  7065)";" 4272 (3537,  5008)";" 900 (776, 1023)";"1293 (1107, 1480)";"2328 (1992,  2663)";"40%"
"2014-12-07";"6";" 8264 ( 8001,  8527)";"  107 (   89,   125)";" 40345 ( 38500,  42191)";"   508 (   406,    609)";" 5810 (4634,  6987)";" 4240 (3527,  4952)";" 893 (774, 1012)";"1283 (1103, 1464)";"2310 (1985,  2635)";"40%"
"2014-12-06";"5";" 8157 ( 7911,  8403)";"  106 (   89,   123)";" 39838 ( 38091,  41585)";"   504 (   405,    603)";" 5766 (4622,  6910)";" 4207 (3517,  4897)";" 886 (772, 1000)";"1273 (1098, 1448)";"2292 (1977,  2607)";"40%"
"2014-12-05";"4";" 8051 ( 7821,  8281)";"  105 (   89,   122)";" 39334 ( 37683,  40985)";"   500 (   404,    596)";" 5721 (4610,  6833)";" 4175 (3508,  4842)";" 879 (769,  989)";"1264 (1094, 1433)";"2274 (1970,  2579)";"40%"
"2014-12-04";"3";" 7946 ( 7731,  8160)";"  104 (   88,   121)";" 38834 ( 37275,  40393)";"   496 (   403,    589)";" 5677 (4597,  6757)";" 4143 (3498,  4788)";" 872 (767,  978)";"1254 (1090, 1417)";"2257 (1963,  2551)";"40%"
"2014-12-03";"2";" 7841 ( 7641,  8041)";"  104 (   88,   119)";" 38338 ( 36869,  39807)";"   492 (   402,    583)";" 5634 (4585,  6682)";" 4111 (3488,  4734)";" 866 (765,  967)";"1244 (1086, 1402)";"2240 (1956,  2523)";"40%"
"2014-12-02";"1";" 7738 ( 7552,  7924)";"  103 (   88,   118)";" 37846 ( 36463,  39228)";"   488 (   401,    576)";" 5590 (4573,  6608)";" 4079 (3478,  4681)";" 859 (763,  956)";"1235 (1082, 1387)";"2222 (1948,  2496)";"40%"
"2014-12-01";"0";" 7635 ( 7462,  7807)";"  102 (   88,   117)";" 37357 ( 36058,  38656)";"   485 (   399,    570)";" 5547 (4560,  6535)";" 4048 (3468,  4628)";" 853 (760,  945)";"1225 (1078, 1372)";"2205 (1941,  2469)";"40%"
"2014-11-30";"-1";"  252 (  252,   252)";"    0 (    0,     0)";"   524 (   524,    524)";"     0 (     0,      0)";"    0 (   0,     0)";"    0 (   0,     0)";"   0 (  0,    0)";"   0 (   0,    0)";"   0 (   0,     0)";"40%"
"2014-11-30";"-1";" 7281 ( 7120,  7441)";"  101 (   87,   115)";" 36349 ( 35130,  37567)";"   481 (   398,    564)";" 5504 (4547,  6461)";" 4017 (3458,  4575)";" 846 (758,  934)";"1216 (1074, 1357)";"2188 (1934,  2443)";"40%"
"2014-11-29";"-2";"  252 (  252,   252)";"    0 (    0,     0)";"   524 (   524,    524)";"     0 (     0,      0)";"    0 (   0,     0)";"    0 (   0,     0)";"   0 (  0,    0)";"   0 (   0,    0)";"   0 (   0,     0)";"40%"
"2014-11-29";"-2";" 7179 ( 7031,  7328)";"  101 (   87,   114)";" 35868 ( 34726,  37009)";"   477 (   397,    557)";" 5462 (4535,  6389)";" 3986 (3448,  4524)";" 839 (755,  923)";"1206 (1070, 1342)";"2171 (1927,  2416)";"40%"
"2014-11-28";"-3";"  252 (  252,   252)";"    0 (    0,     0)";"   524 (   524,    524)";"     0 (     0,      0)";"    1 (   1,     1)";"    0 (   0,     0)";"   0 (  0,    0)";"   0 (   0,    0)";"   0 (   0,     0)";"40%"
"2014-11-28";"-3";" 7079 ( 6942,  7216)";"  100 (   87,   113)";" 35390 ( 34323,  36457)";"   474 (   396,    551)";" 5420 (4522,  6318)";" 3955 (3438,  4472)";" 833 (753,  913)";"1197 (1066, 1328)";"2155 (1919,  2390)";"40%"
"2014-11-27";"-4";"  252 (  252,   252)";"    0 (    0,     0)";"   524 (   524,    524)";"     0 (     0,      0)";"    1 (   1,     1)";"    0 (   0,     0)";"   0 (  0,    0)";"   0 (   0,    0)";"   0 (   0,     0)";"40%"
"2014-11-27";"-4";" 6979 ( 6852,  7106)";"   99 (   87,   111)";" 34917 ( 33921,  35912)";"   470 (   395,    545)";" 5378 (4510,  6247)";" 3925 (3428,  4422)";" 827 (751,  902)";"1188 (1062, 1314)";"2138 (1912,  2364)";"40%"
"2014-11-26";"-5";"  252 (  252,   252)";"    0 (    0,     0)";"   524 (   524,    524)";"     0 (     0,      0)";"    1 (   1,     1)";"    0 (   0,     0)";"   0 (  0,    0)";"   0 (   0,    0)";"   0 (   0,     0)";"40%"
"2014-11-26";"-5";" 6880 ( 6762,  6998)";"   98 (   86,   110)";" 34447 ( 33519,  35374)";"   466 (   394,    539)";" 5337 (4497,  6177)";" 3895 (3419,  4372)";" 820 (748,  892)";"1179 (1058, 1299)";"2122 (1905,  2339)";"40%"
"2014-11-25";"-6";"  252 (  252,   252)";"    0 (    0,     0)";"   524 (   524,    524)";"     0 (     0,      0)";"    1 (   1,     1)";"    0 (   0,     0)";"   0 (  0,    0)";"   0 (   0,    0)";"   0 (   0,     0)";"40%"
"2014-11-25";"-6";" 6782 ( 6673,  6891)";"   97 (   86,   109)";" 33980 ( 33118,  34843)";"   463 (   393,    533)";" 5296 (4485,  6107)";" 3865 (3409,  4322)";" 814 (746,  882)";"1170 (1054, 1285)";"2106 (1898,  2313)";"40%"
"2014-11-24";"-7";"  252 (  252,   252)";"    0 (    0,     0)";"   524 (   524,    524)";"     0 (     0,      0)";"    1 (   1,     1)";"    0 (   0,     0)";"   0 (  0,    0)";"   0 (   0,    0)";"   0 (   0,     0)";"40%"
"2014-11-24";"-7";" 6684 ( 6583,  6786)";"   97 (   86,   108)";" 33518 ( 32716,  34319)";"   459 (   392,    527)";" 5256 (4472,  6039)";" 3836 (3399,  4273)";" 808 (744,  872)";"1161 (1050, 1271)";"2089 (1891,  2288)";"40%"
"2014-11-23";"-8";"  252 (  252,   252)";"    0 (    0,     0)";"   524 (   524,    524)";"     0 (     0,      0)";"    1 (   1,     1)";"    0 (   0,     0)";"   0 (  0,    0)";"   0 (   0,    0)";"   0 (   0,     0)";"40%"
"2014-11-23";"-8";" 6588 ( 6493,  6682)";"   96 (   86,   106)";" 33058 ( 32315,  33801)";"   456 (   391,    521)";" 5215 (4460,  5971)";" 3806 (3389,  4224)";" 801 (741,  862)";"1152 (1046, 1257)";"2073 (1884,  2263)";"40%"
"2014-11-22";"-9";"  252 (  252,   252)";"    0 (    0,     0)";"   523 (   523,    523)";"     0 (     0,      0)";"    1 (   1,     1)";"    0 (   0,     0)";"   0 (  0,    0)";"   0 (   0,    0)";"   0 (   0,     0)";"40%"
"2014-11-22";"-9";" 6492 ( 6403,  6581)";"   95 (   85,   105)";" 32603 ( 31914,  33291)";"   452 (   390,    515)";" 5175 (4447,  5903)";" 3777 (3378,  4176)";" 795 (739,  852)";"1143 (1042, 1244)";"2058 (1876,  2239)";"40%"
"2014-11-21";"-10";"  252 (  252,   252)";"    0 (    0,     0)";"   523 (   523,    523)";"     0 (     0,      0)";"    1 (   1,     1)";"    0 (   0,     0)";"   0 (  0,    0)";"   0 (   0,    0)";"   0 (   0,     0)";"40%"
"2014-11-21";"-10";" 6396 ( 6312,  6481)";"   95 (   85,   104)";" 32150 ( 31513,  32788)";"   449 (   388,    509)";" 5136 (4434,  5837)";" 3748 (3368,  4128)";" 789 (736,  842)";"1134 (1038, 1230)";"2042 (1869,  2215)";"40%"
"2014-11-20";"-11";"  252 (  252,   252)";"    0 (    0,     0)";"   523 (   523,    523)";"     0 (     0,      0)";"    1 (   1,     1)";"    0 (   0,     0)";"   0 (  0,    0)";"   0 (   0,    0)";"   0 (   0,     0)";"40%"
"2014-11-20";"-11";" 6302 ( 6221,  6382)";"   94 (   85,   103)";" 31702 ( 31112,  32292)";"   445 (   387,    503)";" 5096 (4422,  5771)";" 3720 (3358,  4081)";" 783 (734,  832)";"1126 (1034, 1217)";"2026 (1862,  2190)";"40%"
"2014-11-19";"-12";"  252 (  252,   252)";"    0 (    0,     0)";"   523 (   523,    523)";"     0 (     0,      0)";"    1 (   1,     1)";"    0 (   0,     0)";"   0 (  0,    0)";"   0 (   0,    0)";"   0 (   0,     0)";"40%"
"2014-11-19";"-12";" 6208 ( 6130,  6286)";"   93 (   85,   102)";" 31256 ( 30709,  31803)";"   442 (   386,    498)";" 5057 (4409,  5705)";" 3691 (3348,  4035)";" 777 (731,  823)";"1117 (1030, 1204)";"2011 (1855,  2167)";"40%"
"2014-11-18";"-13";"  252 (  252,   252)";"    0 (    0,     0)";"   523 (   523,    523)";"     0 (     0,      0)";"    1 (   1,     1)";"    0 (   0,     0)";"   0 (  0,    0)";"   0 (   0,    0)";"   0 (   0,     0)";"40%"
"2014-11-18";"-13";" 6115 ( 6039,  6191)";"   92 (   84,   100)";" 30814 ( 30306,  31322)";"   439 (   385,    492)";" 5018 (4396,  5641)";" 3663 (3338,  3989)";" 771 (728,  813)";"1109 (1026, 1191)";"1995 (1848,  2143)";"40%"
"2014-11-17";"-14";"  252 (  252,   252)";"    0 (    0,     0)";"   523 (   523,    523)";"     0 (     0,      0)";"    1 (   1,     1)";"    0 (   0,     0)";"   0 (  0,    0)";"   0 (   0,    0)";"   0 (   0,     0)";"40%"
"2014-11-17";"-14";" 6022 ( 5947,  6098)";"   92 (   84,    99)";" 30376 ( 29902,  30849)";"   435 (   384,    486)";" 4980 (4383,  5577)";" 3635 (3328,  3943)";" 765 (726,  804)";"1100 (1022, 1178)";"1980 (1840,  2120)";"40%"
"2014-11-16";"-15";"  252 (  252,   252)";"    0 (    0,     0)";"   523 (   523,    523)";"     0 (     0,      0)";"    1 (   1,     1)";"    0 (   0,     0)";"   0 (  0,    0)";"   0 (   0,    0)";"   0 (   0,     0)";"40%"
"2014-11-16";"-15";" 5931 ( 5856,  6006)";"   91 (   84,    98)";" 29941 ( 29497,  30384)";"   432 (   383,    481)";" 4942 (4371,  5513)";" 3607 (3317,  3898)";" 759 (723,  795)";"1092 (1018, 1165)";"1965 (1833,  2097)";"40%"
