"Date";"Days from today";"Cases (reported)";"New daily cases (reported)";"Cases (corrected for underreporting)";"New daily cases (corrected for underreporting)";"Incubation period";"Infectious and unreported";"Undergoing treatment";"Beds for CDC target of 25% cases in ETC";"Beds for CDC target of 45% cases in reduced transmission";"Reporting (treatment) quotient"
"2015-02-02";"63";"15703 (13235, 18172)";"166 (102, 231)";" 76359 ( 62839,  89878)";" 790 (460, 1121)";" 9047 (5253, 12841)";" 6597 (4029,  9165)";"1388 (891, 1886)";"1996 (1342, 2650)";"3593 (2416,  4771)";"40%"
"2015-02-01";"62";"15537 (13133, 17941)";"165 (102, 228)";" 75568 ( 62378,  88758)";" 784 (460, 1109)";" 8977 (5244, 12709)";" 6546 (4021,  9071)";"1378 (889, 1867)";"1981 (1338, 2624)";"3566 (2408,  4723)";"40%"
"2015-01-31";"61";"15372 (13031, 17713)";"164 (102, 226)";" 74784 ( 61918,  87650)";" 778 (459, 1098)";" 8907 (5235, 12579)";" 6495 (4013,  8977)";"1367 (887, 1847)";"1966 (1334, 2597)";"3538 (2400,  4675)";"40%"
"2015-01-30";"60";"15208 (12929, 17487)";"163 (101, 224)";" 74006 ( 61459,  86553)";" 772 (458, 1087)";" 8838 (5226, 12450)";" 6445 (4006,  8884)";"1356 (885, 1828)";"1950 (1329, 2571)";"3510 (2393,  4628)";"40%"
"2015-01-29";"59";"15045 (12828, 17263)";"161 (101, 221)";" 73233 ( 61000,  85467)";" 766 (457, 1075)";" 8769 (5216, 12323)";" 6395 (3998,  8791)";"1346 (883, 1809)";"1935 (1325, 2545)";"3483 (2385,  4582)";"40%"
"2015-01-28";"58";"14884 (12726, 17042)";"160 (101, 219)";" 72467 ( 60542,  84392)";" 760 (456, 1064)";" 8701 (5207, 12196)";" 6345 (3990,  8700)";"1335 (881, 1790)";"1920 (1321, 2520)";"3456 (2377,  4536)";"40%"
"2015-01-27";"57";"14724 (12625, 16823)";"159 (101, 217)";" 71707 ( 60085,  83329)";" 754 (456, 1053)";" 8634 (5198, 12070)";" 6296 (3982,  8610)";"1325 (880, 1771)";"1905 (1316, 2494)";"3429 (2369,  4490)";"40%"
"2015-01-26";"56";"14565 (12525, 16606)";"158 (101, 215)";" 70952 ( 59629,  82276)";" 749 (455, 1042)";" 8567 (5188, 11946)";" 6247 (3974,  8520)";"1315 (878, 1752)";"1891 (1312, 2469)";"3403 (2361,  4444)";"40%"
"2015-01-25";"55";"14408 (12424, 16392)";"156 (100, 212)";" 70204 ( 59173,  81234)";" 743 (454, 1032)";" 8501 (5178, 11823)";" 6199 (3967,  8431)";"1305 (876, 1734)";"1876 (1308, 2444)";"3377 (2354,  4399)";"40%"
"2015-01-24";"54";"14252 (12323, 16180)";"155 (100, 210)";" 69461 ( 58719,  80203)";" 737 (453, 1021)";" 8435 (5169, 11700)";" 6151 (3959,  8343)";"1295 (874, 1715)";"1861 (1303, 2419)";"3350 (2346,  4355)";"40%"
"2015-01-23";"53";"14096 (12223, 15970)";"154 (100, 208)";" 68724 ( 58265,  79183)";" 731 (452, 1010)";" 8369 (5159, 11579)";" 6103 (3950,  8256)";"1285 (872, 1697)";"1847 (1299, 2395)";"3324 (2338,  4311)";"40%"
"2015-01-22";"52";"13942 (12123, 15762)";"153 (100, 206)";" 67993 ( 57812,  78173)";" 726 (451, 1000)";" 8304 (5149, 11459)";" 6056 (3942,  8169)";"1275 (870, 1679)";"1833 (1295, 2371)";"3299 (2330,  4267)";"40%"
"2015-01-21";"51";"13790 (12023, 15556)";"152 ( 99, 204)";" 67267 ( 57360,  77174)";" 720 (450,  990)";" 8240 (5139, 11341)";" 6009 (3934,  8083)";"1265 (868, 1661)";"1818 (1290, 2346)";"3273 (2323,  4224)";"40%"
"2015-01-20";"50";"13638 (11923, 15353)";"150 ( 99, 201)";" 66547 ( 56909,  76185)";" 714 (450,  979)";" 8176 (5129, 11223)";" 5962 (3926,  7998)";"1255 (866, 1644)";"1804 (1286, 2323)";"3248 (2315,  4181)";"40%"
"2015-01-19";"49";"13488 (11824, 15152)";"149 ( 99, 199)";" 65833 ( 56459,  75207)";" 709 (449,  969)";" 8113 (5119, 11106)";" 5916 (3918,  7914)";"1245 (864, 1626)";"1790 (1282, 2299)";"3223 (2307,  4138)";"40%"
"2015-01-18";"48";"13339 (11725, 14953)";"148 ( 99, 197)";" 65124 ( 56010,  74238)";" 703 (448,  959)";" 8050 (5109, 10990)";" 5870 (3909,  7831)";"1236 (862, 1609)";"1776 (1277, 2275)";"3198 (2299,  4096)";"40%"
"2015-01-17";"47";"13191 (11626, 14756)";"147 ( 99, 195)";" 64421 ( 55561,  73280)";" 698 (447,  949)";" 7987 (5099, 10876)";" 5825 (3901,  7748)";"1226 (860, 1592)";"1763 (1273, 2252)";"3173 (2292,  4054)";"40%"
"2015-01-16";"46";"13044 (11527, 14561)";"146 ( 98, 193)";" 63723 ( 55113,  72332)";" 693 (446,  939)";" 7925 (5089, 10762)";" 5780 (3893,  7667)";"1217 (858, 1575)";"1749 (1269, 2229)";"3148 (2284,  4013)";"40%"
"2015-01-15";"45";"12898 (11428, 14368)";"145 ( 98, 191)";" 63030 ( 54667,  71394)";" 687 (445,  929)";" 7864 (5078, 10649)";" 5735 (3884,  7585)";"1207 (856, 1558)";"1735 (1265, 2206)";"3124 (2276,  3971)";"40%"
"2015-01-14";"44";"12753 (11330, 14177)";"144 ( 98, 189)";" 62343 ( 54221,  70465)";" 682 (444,  920)";" 7803 (5068, 10538)";" 5690 (3876,  7505)";"1198 (854, 1541)";"1722 (1260, 2184)";"3100 (2269,  3931)";"40%"
"2015-01-13";"43";"12610 (11231, 13988)";"142 ( 98, 187)";" 61661 ( 53776,  69547)";" 677 (443,  910)";" 7743 (5058, 10427)";" 5646 (3867,  7426)";"1189 (852, 1525)";"1709 (1256, 2161)";"3076 (2261,  3891)";"40%"
"2015-01-12";"42";"12467 (11133, 13801)";"141 ( 98, 185)";" 60985 ( 53332,  68638)";" 671 (442,  900)";" 7682 (5047, 10318)";" 5603 (3859,  7347)";"1179 (850, 1508)";"1695 (1252, 2139)";"3052 (2253,  3851)";"40%"
"2015-01-11";"41";"12326 (11036, 13617)";"140 ( 97, 183)";" 60313 ( 52889,  67738)";" 666 (441,  891)";" 7623 (5036, 10209)";" 5559 (3850,  7269)";"1170 (848, 1492)";"1682 (1248, 2117)";"3028 (2246,  3811)";"40%"
"2015-01-10";"40";"12186 (10938, 13434)";"139 ( 97, 181)";" 59647 ( 52446,  66848)";" 661 (440,  881)";" 7564 (5026, 10102)";" 5516 (3841,  7191)";"1161 (846, 1476)";"1669 (1243, 2095)";"3005 (2238,  3772)";"40%"
"2015-01-09";"39";"12047 (10841, 13253)";"138 ( 97, 179)";" 58986 ( 52005,  65968)";" 656 (439,  872)";" 7505 (5015,  9995)";" 5474 (3833,  7114)";"1152 (844, 1460)";"1656 (1239, 2074)";"2982 (2230,  3733)";"40%"
"2015-01-08";"38";"11909 (10744, 13074)";"137 ( 97, 177)";" 58331 ( 51565,  65096)";" 651 (439,  863)";" 7447 (5004,  9890)";" 5431 (3824,  7039)";"1143 (842, 1444)";"1644 (1235, 2052)";"2959 (2223,  3694)";"40%"
"2015-01-07";"37";"11772 (10647, 12897)";"136 ( 96, 175)";" 57680 ( 51125,  64234)";" 646 (438,  854)";" 7389 (4994,  9785)";" 5389 (3815,  6963)";"1134 (840, 1429)";"1631 (1231, 2031)";"2936 (2215,  3656)";"40%"
"2015-01-06";"36";"11636 (10550, 12722)";"135 ( 96, 173)";" 57034 ( 50687,  63382)";" 641 (437,  845)";" 7332 (4983,  9682)";" 5347 (3806,  6889)";"1126 (838, 1413)";"1618 (1226, 2010)";"2913 (2207,  3618)";"40%"
"2015-01-05";"35";"11501 (10453, 12549)";"134 ( 96, 172)";" 56393 ( 50249,  62538)";" 636 (436,  836)";" 7275 (4972,  9579)";" 5306 (3797,  6815)";"1117 (836, 1398)";"1606 (1222, 1989)";"2890 (2200,  3581)";"40%"
"2015-01-04";"34";"11367 (10357, 12377)";"133 ( 96, 170)";" 55758 ( 49813,  61703)";" 631 (435,  827)";" 7219 (4961,  9477)";" 5265 (3788,  6742)";"1108 (834, 1383)";"1593 (1218, 1969)";"2868 (2192,  3544)";"40%"
"2015-01-03";"33";"11234 (10261, 12208)";"132 ( 96, 168)";" 55127 ( 49377,  60877)";" 626 (434,  818)";" 7163 (4950,  9377)";" 5224 (3779,  6669)";"1100 (832, 1368)";"1581 (1214, 1948)";"2846 (2185,  3507)";"40%"
"2015-01-02";"32";"11103 (10165, 12040)";"131 ( 95, 166)";" 54501 ( 48942,  60060)";" 621 (433,  809)";" 7108 (4938,  9277)";" 5184 (3770,  6597)";"1091 (830, 1353)";"1569 (1209, 1928)";"2824 (2177,  3471)";"40%"
"2015-01-01";"31";"10972 (10070, 11874)";"130 ( 95, 164)";" 53880 ( 48508,  59252)";" 616 (432,  801)";" 7053 (4927,  9178)";" 5144 (3761,  6526)";"1083 (828, 1338)";"1557 (1205, 1908)";"2802 (2169,  3435)";"40%"
"2014-12-31";"30";"10842 ( 9974, 11710)";"129 ( 95, 163)";" 53264 ( 48075,  58452)";" 611 (431,  792)";" 6998 (4916,  9080)";" 5104 (3752,  6456)";"1075 (826, 1323)";"1545 (1201, 1888)";"2780 (2162,  3399)";"40%"
"2014-12-30";"29";"10714 ( 9879, 11548)";"128 ( 95, 161)";" 52652 ( 47644,  57661)";" 607 (430,  784)";" 6944 (4905,  8983)";" 5065 (3743,  6386)";"1066 (824, 1309)";"1533 (1197, 1869)";"2759 (2154,  3363)";"40%"
"2014-12-29";"28";"10586 ( 9784, 11388)";"127 ( 94, 159)";" 52045 ( 47213,  56878)";" 602 (429,  775)";" 6890 (4894,  8887)";" 5026 (3734,  6317)";"1058 (822, 1295)";"1521 (1193, 1849)";"2738 (2147,  3328)";"40%"
"2014-12-28";"27";"10459 ( 9689, 11229)";"126 ( 94, 157)";" 51443 ( 46783,  56104)";" 597 (428,  767)";" 6837 (4882,  8792)";" 4987 (3725,  6248)";"1050 (819, 1280)";"1509 (1189, 1830)";"2716 (2139,  3294)";"40%"
"2014-12-27";"26";"10333 ( 9595, 11072)";"125 ( 94, 156)";" 50846 ( 46354,  55338)";" 593 (427,  759)";" 6784 (4871,  8697)";" 4948 (3716,  6181)";"1042 (817, 1266)";"1498 (1184, 1811)";"2696 (2132,  3259)";"40%"
"2014-12-26";"25";"10208 ( 9500, 10917)";"124 ( 94, 154)";" 50253 ( 45926,  54581)";" 588 (426,  751)";" 6732 (4859,  8604)";" 4910 (3707,  6113)";"1034 (815, 1252)";"1486 (1180, 1792)";"2675 (2124,  3225)";"40%"
"2014-12-25";"24";"10085 ( 9406, 10763)";"123 ( 93, 152)";" 49665 ( 45499,  53832)";" 584 (425,  743)";" 6679 (4848,  8511)";" 4872 (3697,  6047)";"1026 (813, 1239)";"1474 (1176, 1773)";"2654 (2117,  3191)";"40%"
"2014-12-24";"23";" 9962 ( 9312, 10611)";"122 ( 93, 151)";" 49081 ( 45072,  53090)";" 579 (424,  735)";" 6628 (4836,  8419)";" 4835 (3688,  5981)";"1018 (811, 1225)";"1463 (1172, 1754)";"2634 (2109,  3158)";"40%"
"2014-12-23";"22";" 9840 ( 9219, 10461)";"121 ( 93, 149)";" 48502 ( 44647,  52357)";" 575 (423,  727)";" 6577 (4825,  8329)";" 4797 (3679,  5916)";"1010 (809, 1211)";"1452 (1168, 1736)";"2613 (2102,  3125)";"40%"
"2014-12-22";"21";" 9719 ( 9125, 10312)";"120 ( 93, 147)";" 47928 ( 44223,  51632)";" 570 (422,  719)";" 6526 (4813,  8239)";" 4760 (3670,  5851)";"1002 (807, 1198)";"1441 (1164, 1718)";"2593 (2095,  3092)";"40%"
"2014-12-21";"20";" 9599 ( 9032, 10165)";"119 ( 93, 146)";" 47357 ( 43800,  50915)";" 566 (421,  711)";" 6475 (4801,  8149)";" 4724 (3660,  5787)";" 995 (805, 1185)";"1430 (1159, 1700)";"2573 (2087,  3059)";"40%"
"2014-12-20";"19";" 9480 ( 8939, 10020)";"118 ( 92, 144)";" 46792 ( 43378,  50205)";" 561 (420,  703)";" 6425 (4790,  8061)";" 4687 (3651,  5723)";" 987 (802, 1172)";"1419 (1155, 1682)";"2553 (2080,  3027)";"40%"
"2014-12-19";"18";" 9361 ( 8846,  9877)";"117 ( 92, 143)";" 46230 ( 42956,  49504)";" 557 (419,  696)";" 6376 (4778,  7974)";" 4651 (3641,  5660)";" 979 (800, 1159)";"1408 (1151, 1664)";"2534 (2072,  2995)";"40%"
"2014-12-18";"17";" 9244 ( 8754,  9735)";"116 ( 92, 141)";" 45673 ( 42536,  48810)";" 553 (418,  688)";" 6326 (4766,  7887)";" 4615 (3632,  5598)";" 972 (798, 1146)";"1397 (1147, 1646)";"2514 (2065,  2963)";"40%"
"2014-12-17";"16";" 9128 ( 8662,  9594)";"115 ( 92, 139)";" 45120 ( 42117,  48124)";" 549 (417,  681)";" 6278 (4754,  7801)";" 4580 (3623,  5537)";" 964 (796, 1133)";"1386 (1143, 1629)";"2495 (2057,  2932)";"40%"
"2014-12-16";"15";" 9012 ( 8569,  9455)";"115 ( 91, 138)";" 44572 ( 41698,  47445)";" 544 (415,  673)";" 6229 (4742,  7716)";" 4544 (3613,  5476)";" 957 (794, 1120)";"1375 (1139, 1612)";"2476 (2050,  2901)";"40%"
"2014-12-15";"14";" 8898 ( 8477,  9318)";"114 ( 91, 136)";" 44027 ( 41281,  46774)";" 540 (414,  666)";" 6181 (4730,  7632)";" 4509 (3604,  5415)";" 950 (791, 1108)";"1365 (1135, 1595)";"2457 (2043,  2870)";"40%"
"2014-12-14";"13";" 8784 ( 8386,  9182)";"113 ( 91, 135)";" 43487 ( 40865,  46110)";" 536 (413,  659)";" 6133 (4718,  7548)";" 4475 (3594,  5355)";" 942 (789, 1095)";"1354 (1131, 1578)";"2438 (2035,  2840)";"40%"
"2014-12-13";"12";" 8671 ( 8294,  9048)";"112 ( 91, 133)";" 42951 ( 40449,  45454)";" 532 (412,  651)";" 6086 (4706,  7466)";" 4440 (3584,  5296)";" 935 (787, 1083)";"1344 (1127, 1561)";"2419 (2028,  2810)";"40%"
"2014-12-12";"11";" 8559 ( 8203,  8915)";"111 ( 90, 132)";" 42420 ( 40035,  44804)";" 528 (411,  644)";" 6039 (4694,  7384)";" 4406 (3575,  5237)";" 928 (785, 1071)";"1333 (1123, 1544)";"2400 (2021,  2780)";"40%"
"2014-12-11";"10";" 8448 ( 8112,  8784)";"110 ( 90, 130)";" 41892 ( 39621,  44163)";" 524 (410,  637)";" 5993 (4682,  7303)";" 4372 (3565,  5179)";" 921 (783, 1059)";"1323 (1119, 1528)";"2382 (2013,  2750)";"40%"
"2014-12-10";"9";" 8338 ( 8021,  8655)";"109 ( 90, 129)";" 41368 ( 39208,  43528)";" 520 (409,  630)";" 5946 (4670,  7223)";" 4338 (3556,  5121)";" 914 (780, 1047)";"1313 (1115, 1512)";"2363 (2006,  2721)";"40%"
"2014-12-09";"8";" 8228 ( 7930,  8527)";"109 ( 90, 127)";" 40849 ( 38797,  42901)";" 516 (408,  623)";" 5901 (4658,  7143)";" 4305 (3546,  5064)";" 907 (778, 1035)";"1303 (1110, 1495)";"2345 (1999,  2692)";"40%"
"2014-12-08";"7";" 8120 ( 7840,  8400)";"108 ( 89, 126)";" 40333 ( 38386,  42280)";" 512 (407,  616)";" 5855 (4646,  7064)";" 4272 (3536,  5008)";" 900 (776, 1023)";"1293 (1106, 1479)";"2327 (1992,  2663)";"40%"
"2014-12-07";"6";" 8012 ( 7749,  8275)";"107 ( 89, 125)";" 39821 ( 37976,  41667)";" 508 (406,  609)";" 5810 (4634,  6986)";" 4239 (3527,  4952)";" 893 (774, 1012)";"1283 (1102, 1464)";"2309 (1984,  2635)";"40%"
"2014-12-06";"5";" 7905 ( 7659,  8151)";"106 ( 89, 123)";" 39314 ( 37567,  41061)";" 504 (405,  603)";" 5765 (4621,  6909)";" 4207 (3517,  4896)";" 886 (771, 1000)";"1273 (1098, 1448)";"2292 (1977,  2606)";"40%"
"2014-12-05";"4";" 7799 ( 7569,  8029)";"105 ( 89, 122)";" 38810 ( 37159,  40461)";" 500 (404,  596)";" 5721 (4609,  6833)";" 4174 (3507,  4842)";" 879 (769,  989)";"1263 (1094, 1432)";"2274 (1970,  2578)";"40%"
"2014-12-04";"3";" 7694 ( 7479,  7908)";"104 ( 88, 121)";" 38310 ( 36751,  39869)";" 496 (403,  589)";" 5677 (4597,  6757)";" 4142 (3497,  4787)";" 872 (767,  978)";"1254 (1090, 1417)";"2257 (1963,  2551)";"40%"
"2014-12-03";"2";" 7589 ( 7389,  7789)";"104 ( 88, 119)";" 37814 ( 36345,  39283)";" 492 (402,  583)";" 5633 (4585,  6682)";" 4111 (3488,  4733)";" 866 (765,  967)";"1244 (1086, 1402)";"2239 (1955,  2523)";"40%"
"2014-12-02";"1";" 7486 ( 7300,  7672)";"103 ( 88, 118)";" 37322 ( 35939,  38704)";" 488 (401,  576)";" 5590 (4572,  6608)";" 4079 (3478,  4680)";" 859 (762,  956)";"1235 (1082, 1387)";"2222 (1948,  2496)";"40%"
"2014-12-01";"0";" 7383 ( 7210,  7555)";"102 ( 88, 117)";" 36833 ( 35534,  38132)";" 485 (399,  570)";" 5547 (4560,  6534)";" 4048 (3468,  4627)";" 852 (760,  945)";"1225 (1078, 1372)";"2205 (1941,  2469)";"40%"
"2014-11-30";"-1";" 7281 ( 7120,  7441)";"101 ( 87, 115)";" 36349 ( 35130,  37567)";" 481 (398,  564)";" 5504 (4547,  6461)";" 4017 (3458,  4575)";" 846 (758,  934)";"1216 (1074, 1357)";"2188 (1934,  2443)";"40%"
"2014-11-29";"-2";" 7179 ( 7031,  7328)";"101 ( 87, 114)";" 35868 ( 34726,  37009)";" 477 (397,  557)";" 5462 (4535,  6389)";" 3986 (3448,  4524)";" 839 (755,  923)";"1206 (1070, 1342)";"2171 (1927,  2416)";"40%"
"2014-11-28";"-3";" 7079 ( 6942,  7216)";"100 ( 87, 113)";" 35390 ( 34323,  36457)";" 474 (396,  551)";" 5420 (4522,  6318)";" 3955 (3438,  4472)";" 833 (753,  913)";"1197 (1066, 1328)";"2155 (1919,  2390)";"40%"
"2014-11-27";"-4";" 6979 ( 6852,  7106)";" 99 ( 87, 111)";" 34917 ( 33921,  35912)";" 470 (395,  545)";" 5378 (4510,  6247)";" 3925 (3428,  4422)";" 827 (751,  902)";"1188 (1062, 1314)";"2138 (1912,  2364)";"40%"
"2014-11-26";"-5";" 6880 ( 6762,  6998)";" 98 ( 86, 110)";" 34447 ( 33519,  35374)";" 466 (394,  539)";" 5337 (4497,  6177)";" 3895 (3419,  4372)";" 820 (748,  892)";"1179 (1058, 1299)";"2122 (1905,  2339)";"40%"
"2014-11-25";"-6";" 6782 ( 6673,  6891)";" 97 ( 86, 109)";" 33980 ( 33118,  34843)";" 463 (393,  533)";" 5296 (4485,  6107)";" 3865 (3409,  4322)";" 814 (746,  882)";"1170 (1054, 1285)";"2106 (1898,  2313)";"40%"
"2014-11-24";"-7";" 6684 ( 6583,  6786)";" 97 ( 86, 108)";" 33518 ( 32716,  34319)";" 459 (392,  527)";" 5256 (4472,  6039)";" 3836 (3399,  4273)";" 808 (744,  872)";"1161 (1050, 1271)";"2089 (1891,  2288)";"40%"
"2014-11-23";"-8";" 6588 ( 6493,  6682)";" 96 ( 86, 106)";" 33058 ( 32315,  33801)";" 456 (391,  521)";" 5215 (4460,  5971)";" 3806 (3389,  4224)";" 801 (741,  862)";"1152 (1046, 1257)";"2073 (1884,  2263)";"40%"
"2014-11-22";"-9";" 6492 ( 6403,  6581)";" 95 ( 85, 105)";" 32603 ( 31914,  33291)";" 452 (390,  515)";" 5175 (4447,  5903)";" 3777 (3378,  4176)";" 795 (739,  852)";"1143 (1042, 1244)";"2058 (1876,  2239)";"40%"
"2014-11-21";"-10";" 6396 ( 6312,  6481)";" 95 ( 85, 104)";" 32150 ( 31513,  32788)";" 449 (388,  509)";" 5136 (4434,  5837)";" 3748 (3368,  4128)";" 789 (736,  842)";"1134 (1038, 1230)";"2042 (1869,  2215)";"40%"
"2014-11-20";"-11";" 6302 ( 6221,  6382)";" 94 ( 85, 103)";" 31702 ( 31112,  32292)";" 445 (387,  503)";" 5096 (4422,  5771)";" 3720 (3358,  4081)";" 783 (734,  832)";"1126 (1034, 1217)";"2026 (1862,  2190)";"40%"
"2014-11-19";"-12";" 6208 ( 6130,  6286)";" 93 ( 85, 102)";" 31256 ( 30709,  31803)";" 442 (386,  498)";" 5057 (4409,  5705)";" 3691 (3348,  4035)";" 777 (731,  823)";"1117 (1030, 1204)";"2011 (1855,  2167)";"40%"
"2014-11-18";"-13";" 6115 ( 6039,  6191)";" 92 ( 84, 100)";" 30814 ( 30306,  31322)";" 439 (385,  492)";" 5018 (4396,  5641)";" 3663 (3338,  3989)";" 771 (728,  813)";"1109 (1026, 1191)";"1995 (1848,  2143)";"40%"
"2014-11-17";"-14";" 6022 ( 5947,  6098)";" 92 ( 84,  99)";" 30376 ( 29902,  30849)";" 435 (384,  486)";" 4980 (4383,  5577)";" 3635 (3328,  3943)";" 765 (726,  804)";"1100 (1022, 1178)";"1980 (1840,  2120)";"40%"
"2014-11-16";"-15";" 5931 ( 5856,  6006)";" 91 ( 84,  98)";" 29941 ( 29497,  30384)";" 432 (383,  481)";" 4942 (4371,  5513)";" 3607 (3317,  3898)";" 759 (723,  795)";"1092 (1018, 1165)";"1965 (1833,  2097)";"40%"
"2014-11-15";"-16";" 5840 ( 5764,  5915)";" 90 ( 84,  97)";" 29509 ( 29090,  29928)";" 429 (382,  475)";" 4904 (4358,  5451)";" 3580 (3307,  3853)";" 753 (720,  786)";"1083 (1014, 1152)";"1950 (1826,  2074)";"40%"
"2014-11-14";"-17";" 5750 ( 5673,  5826)";" 90 ( 83,  96)";" 29080 ( 28681,  29479)";" 425 (381,  470)";" 4867 (4345,  5389)";" 3553 (3296,  3809)";" 747 (717,  777)";"1075 (1010, 1139)";"1935 (1819,  2051)";"40%"
"2014-11-13";"-18";" 5660 ( 5582,  5737)";" 89 ( 83,  95)";" 28655 ( 28271,  29039)";" 422 (379,  465)";" 4829 (4332,  5327)";" 3526 (3286,  3766)";" 741 (714,  769)";"1067 (1006, 1127)";"1920 (1811,  2029)";"40%"
"2014-11-12";"-19";" 5571 ( 5492,  5650)";" 88 ( 83,  94)";" 28233 ( 27859,  28607)";" 419 (378,  459)";" 4793 (4319,  5266)";" 3499 (3275,  3723)";" 735 (711,  760)";"1059 (1002, 1115)";"1905 (1804,  2007)";"40%"
"2014-11-11";"-20";" 5483 ( 5402,  5563)";" 88 ( 83,  93)";" 27814 ( 27446,  28182)";" 416 (377,  454)";" 4756 (4306,  5206)";" 3472 (3264,  3680)";" 730 (707,  752)";"1050 ( 998, 1103)";"1891 (1797,  1985)";"40%"
"2014-11-10";"-21";" 5395 ( 5313,  5477)";" 87 ( 82,  92)";" 27399 ( 27033,  27764)";" 412 (376,  449)";" 4720 (4293,  5147)";" 3446 (3253,  3638)";" 724 (703,  744)";"1042 ( 994, 1091)";"1876 (1789,  1963)";"40%"
"2014-11-09";"-22";" 5308 ( 5225,  5392)";" 86 ( 82,  91)";" 26986 ( 26619,  27354)";" 409 (375,  444)";" 4684 (4280,  5088)";" 3419 (3242,  3597)";" 718 (699,  737)";"1034 ( 990, 1079)";"1862 (1781,  1942)";"40%"
"2014-11-08";"-23";" 5222 ( 5137,  5307)";" 86 ( 82,  90)";" 26577 ( 26205,  26948)";" 406 (374,  439)";" 4648 (4266,  5030)";" 3393 (3230,  3556)";" 712 (695,  729)";"1026 ( 985, 1067)";"1847 (1774,  1921)";"40%"
"2014-11-07";"-24";" 5136 ( 5050,  5223)";" 85 ( 81,  89)";" 26171 ( 25793,  26549)";" 403 (373,  434)";" 4613 (4253,  4972)";" 3368 (3219,  3516)";" 706 (690,  723)";"1018 ( 981, 1056)";"1833 (1766,  1901)";"40%"
"2014-11-06";"-25";" 5052 ( 4964,  5139)";" 84 ( 81,  88)";" 25768 ( 25382,  26154)";" 400 (371,  429)";" 4578 (4240,  4915)";" 3342 (3207,  3477)";" 701 (684,  717)";"1011 ( 977, 1045)";"1819 (1758,  1881)";"40%"
"2014-11-05";"-26";" 4967 ( 4878,  5056)";" 84 ( 81,  87)";" 25368 ( 24973,  25762)";" 397 (370,  424)";" 4543 (4226,  4859)";" 3317 (3194,  3439)";" 695 (678,  711)";"1003 ( 972, 1034)";"1805 (1749,  1861)";"40%"
"2014-11-04";"-27";" 4884 ( 4794,  4973)";" 83 ( 80,  86)";" 24971 ( 24566,  25375)";" 394 (369,  419)";" 4508 (4213,  4804)";" 3291 (3180,  3402)";" 689 (672,  706)";" 995 ( 967, 1023)";"1791 (1741,  1842)";"40%"
"2014-11-03";"-28";" 4801 ( 4710,  4891)";" 82 ( 80,  85)";" 24577 ( 24163,  24991)";" 391 (368,  414)";" 4474 (4199,  4749)";" 3266 (3166,  3366)";" 683 (665,  701)";" 987 ( 962, 1013)";"1777 (1731,  1823)";"40%"
"2014-11-02";"-29";" 4718 ( 4627,  4809)";" 82 ( 80,  84)";" 24186 ( 23762,  24609)";" 388 (367,  409)";" 4440 (4185,  4695)";" 3241 (3151,  3332)";" 677 (658,  697)";" 980 ( 956, 1003)";"1763 (1722,  1805)";"40%"
"2014-11-01";"-30";" 4636 ( 4546,  4727)";" 81 ( 79,  83)";" 23798 ( 23365,  24231)";" 385 (365,  405)";" 4406 (4171,  4641)";" 3217 (3134,  3300)";" 671 (651,  692)";" 972 ( 951,  993)";"1750 (1711,  1788)";"40%"
"2014-10-31";"-31";" 4555 ( 4465,  4646)";" 81 ( 79,  82)";" 23413 ( 22971,  23854)";" 382 (364,  400)";" 4373 (4157,  4589)";" 3192 (3115,  3270)";" 665 (643,  688)";" 964 ( 944,  985)";"1736 (1700,  1772)";"40%"
"2014-10-30";"-32";" 4475 ( 4385,  4565)";" 80 ( 78,  82)";" 23031 ( 22581,  23480)";" 379 (363,  396)";" 4340 (4142,  4538)";" 3168 (3094,  3242)";" 659 (635,  683)";" 957 ( 937,  976)";"1722 (1687,  1757)";"40%"
"2014-10-29";"-33";" 4395 ( 4305,  4484)";" 79 ( 77,  81)";" 22651 ( 22195,  23107)";" 376 (361,  391)";" 4307 (4127,  4487)";" 3144 (3070,  3217)";" 653 (628,  679)";" 949 ( 930,  969)";"1709 (1673,  1744)";"40%"
"2014-10-28";"-34";" 4316 ( 4227,  4404)";" 79 ( 77,  81)";" 22275 ( 21813,  22737)";" 374 (360,  387)";" 4275 (4112,  4438)";" 3119 (3044,  3195)";" 647 (620,  675)";" 942 ( 922,  962)";"1695 (1659,  1731)";"40%"
"2014-10-27";"-35";" 4237 ( 4150,  4324)";" 78 ( 76,  80)";" 21901 ( 21434,  22368)";" 371 (359,  383)";" 4243 (4096,  4390)";" 3095 (3015,  3176)";" 641 (612,  670)";" 934 ( 913,  955)";"1681 (1643,  1720)";"40%"
"2014-10-26";"-36";" 4159 ( 4073,  4245)";" 77 ( 75,  80)";" 21530 ( 21060,  22001)";" 368 (357,  379)";" 4211 (4079,  4344)";" 3072 (2985,  3158)";" 635 (604,  665)";" 927 ( 904,  950)";"1668 (1627,  1709)";"40%"
"2014-10-25";"-37";" 4081 ( 3998,  4165)";" 77 ( 74,  79)";" 21162 ( 20690,  21635)";" 365 (355,  375)";" 4180 (4060,  4300)";" 3048 (2954,  3142)";" 628 (597,  660)";" 919 ( 894,  944)";"1654 (1610,  1699)";"40%"
