"Date";"Days from today";"ETU caseload";"Nurses and paramedics";"Hygienists and nurses aids";"Doctors";"Support staff";"Total"
"2015-05-18";"168";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)"
"2015-05-17";"167";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)"
"2015-05-16";"166";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)"
"2015-05-15";"165";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)"
"2015-05-14";"164";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)"
"2015-05-13";"163";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)"
"2015-05-12";"162";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)"
"2015-05-11";"161";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)"
"2015-05-10";"160";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)"
"2015-05-09";"159";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)"
"2015-05-08";"158";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)"
"2015-05-07";"157";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)"
"2015-05-06";"156";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)"
"2015-05-05";"155";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)"
"2015-05-04";"154";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)"
"2015-05-03";"153";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)"
"2015-05-02";"152";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)"
"2015-05-01";"151";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)"
"2015-04-30";"150";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)"
"2015-04-29";"149";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)"
"2015-04-28";"148";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)"
"2015-04-27";"147";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)"
"2015-04-26";"146";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)"
"2015-04-25";"145";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)"
"2015-04-24";"144";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)"
"2015-04-23";"143";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)"
"2015-04-22";"142";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)"
"2015-04-21";"141";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)"
"2015-04-20";"140";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)"
"2015-04-19";"139";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)";"0 (0, 0)"
