"Date";"Days from today";"Cases (reported)";"New daily cases (reported)";"Cases (corrected for underreporting)";"New daily cases (corrected for underreporting)";"Incubation period";"Infectious and unreported";"Undergoing treatment";"Beds for CDC target of 25% cases in ETC";"Beds for CDC target of 45% cases in reduced transmission";"Reporting (treatment) quotient"
"2014-07-12";"-142";"236 (236, 236)";"0 (0, 0)";"479 (479, 479)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-07-11";"-143";"236 (236, 236)";"0 (0, 0)";"479 (479, 479)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-07-10";"-144";"236 (236, 236)";"0 (0, 0)";"479 (479, 479)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-07-09";"-145";"236 (236, 236)";"0 (0, 0)";"479 (479, 479)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-07-08";"-146";"236 (236, 236)";"0 (0, 0)";"479 (479, 479)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-07-07";"-147";"236 (236, 236)";"0 (0, 0)";"479 (479, 479)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-07-06";"-148";"236 (236, 236)";"0 (0, 0)";"478 (478, 478)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-07-05";"-149";"236 (236, 236)";"0 (0, 0)";"478 (478, 478)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-07-04";"-150";"236 (236, 236)";"0 (0, 0)";"478 (478, 478)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-07-03";"-151";"236 (236, 236)";"0 (0, 0)";"478 (478, 478)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-07-02";"-152";"236 (236, 236)";"0 (0, 0)";"478 (478, 478)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-07-01";"-153";"236 (236, 236)";"0 (0, 0)";"478 (478, 478)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-06-30";"-154";"236 (236, 236)";"0 (0, 0)";"478 (478, 478)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-06-29";"-155";"236 (236, 236)";"0 (0, 0)";"478 (478, 478)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-06-28";"-156";"236 (236, 236)";"0 (0, 0)";"478 (478, 478)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-06-27";"-157";"236 (236, 236)";"0 (0, 0)";"477 (477, 477)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-06-26";"-158";"236 (236, 236)";"0 (0, 0)";"477 (477, 477)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-06-25";"-159";"236 (236, 236)";"0 (0, 0)";"477 (477, 477)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-06-24";"-160";"236 (236, 236)";"0 (0, 0)";"477 (477, 477)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-06-23";"-161";"236 (236, 236)";"0 (0, 0)";"477 (477, 477)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-06-22";"-162";"236 (236, 236)";"0 (0, 0)";"477 (477, 477)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-06-21";"-163";"236 (236, 236)";"0 (0, 0)";"477 (477, 477)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-06-20";"-164";"236 (236, 236)";"0 (0, 0)";"477 (477, 477)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-06-19";"-165";"236 (236, 236)";"0 (0, 0)";"477 (477, 477)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-06-18";"-166";"236 (236, 236)";"0 (0, 0)";"476 (476, 476)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-06-17";"-167";"236 (236, 236)";"0 (0, 0)";"476 (476, 476)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-06-16";"-168";"236 (236, 236)";"0 (0, 0)";"476 (476, 476)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-06-15";"-169";"236 (236, 236)";"0 (0, 0)";"476 (476, 476)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-06-14";"-170";"236 (236, 236)";"0 (0, 0)";"476 (476, 476)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-06-13";"-171";"235 (235, 235)";"0 (0, 0)";"476 (476, 476)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-06-12";"-172";"235 (235, 235)";"0 (0, 0)";"476 (476, 476)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-06-11";"-173";"235 (235, 235)";"0 (0, 0)";"476 (476, 476)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-06-10";"-174";"235 (235, 235)";"0 (0, 0)";"475 (475, 475)";"0 (0, 0)";"1 (1, 1)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-06-09";"-175";"235 (235, 235)";"0 (0, 0)";"475 (475, 475)";"0 (0, 0)";"2 (2, 2)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-06-08";"-176";"235 (235, 235)";"0 (0, 0)";"475 (475, 475)";"0 (0, 0)";"2 (2, 2)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-06-07";"-177";"235 (235, 235)";"0 (0, 0)";"475 (475, 475)";"0 (0, 0)";"2 (2, 2)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-06-06";"-178";"235 (235, 235)";"0 (0, 0)";"475 (475, 475)";"0 (0, 0)";"2 (2, 2)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-06-05";"-179";"235 (235, 235)";"0 (0, 0)";"475 (475, 475)";"0 (0, 0)";"2 (2, 2)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-06-04";"-180";"235 (235, 235)";"0 (0, 0)";"475 (475, 475)";"0 (0, 0)";"2 (2, 2)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-06-03";"-181";"235 (235, 235)";"0 (0, 0)";"474 (474, 474)";"0 (0, 0)";"2 (2, 2)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-06-02";"-182";"235 (235, 235)";"0 (0, 0)";"474 (474, 474)";"0 (0, 0)";"2 (2, 2)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-06-01";"-183";"235 (235, 235)";"0 (0, 0)";"474 (474, 474)";"0 (0, 0)";"2 (2, 2)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-05-31";"-184";"235 (235, 235)";"0 (0, 0)";"474 (474, 474)";"0 (0, 0)";"2 (2, 2)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-05-30";"-185";"235 (235, 235)";"0 (0, 0)";"474 (474, 474)";"0 (0, 0)";"2 (2, 2)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-05-29";"-186";"235 (235, 235)";"0 (0, 0)";"474 (474, 474)";"0 (0, 0)";"2 (2, 2)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-05-28";"-187";"235 (235, 235)";"0 (0, 0)";"474 (474, 474)";"0 (0, 0)";"2 (2, 2)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-05-27";"-188";"235 (235, 235)";"0 (0, 0)";"473 (473, 473)";"0 (0, 0)";"2 (2, 2)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-05-26";"-189";"235 (235, 235)";"0 (0, 0)";"473 (473, 473)";"0 (0, 0)";"2 (2, 2)";"1 (1, 1)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-05-25";"-190";"235 (235, 235)";"0 (0, 0)";"473 (473, 473)";"0 (0, 0)";"2 (2, 2)";"2 (2, 2)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-05-24";"-191";"235 (235, 235)";"0 (0, 0)";"473 (473, 473)";"0 (0, 0)";"2 (2, 2)";"2 (2, 2)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-05-23";"-192";"235 (235, 235)";"0 (0, 0)";"473 (473, 473)";"0 (0, 0)";"2 (2, 2)";"2 (2, 2)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-05-22";"-193";"235 (235, 235)";"0 (0, 0)";"473 (473, 473)";"0 (0, 0)";"2 (2, 2)";"2 (2, 2)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-05-21";"-194";"235 (235, 235)";"0 (0, 0)";"473 (473, 473)";"0 (0, 0)";"2 (2, 2)";"2 (2, 2)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-05-20";"-195";"235 (235, 235)";"0 (0, 0)";"472 (472, 472)";"0 (0, 0)";"2 (2, 2)";"2 (2, 2)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-05-19";"-196";"235 (235, 235)";"0 (0, 0)";"472 (472, 472)";"0 (0, 0)";"2 (2, 2)";"2 (2, 2)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-05-18";"-197";"235 (235, 235)";"0 (0, 0)";"472 (472, 472)";"0 (0, 0)";"2 (2, 2)";"2 (2, 2)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-05-17";"-198";"235 (235, 235)";"0 (0, 0)";"472 (472, 472)";"0 (0, 0)";"2 (2, 2)";"2 (2, 2)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
"2014-05-16";"-199";"234 (234, 234)";"0 (0, 0)";"472 (472, 472)";"0 (0, 0)";"2 (2, 2)";"2 (2, 2)";"0 (0, 0)";"0 (0, 0)";"1 (1, 1)";"40%"
