"Date";"Days from today";"Cases (reported/treated)";"New cases/day (reported/treated)";"Cases (total)";"New cases/day (total)";"Incubation period";"Infectious and unreported";"Undergoing treatment";"CDC 25% ETU target";"CDC 45% reduced transmission target";"Reporting quotient"
"2014-12-29";"66";"  9622 (   -603,  19848)";"269";"  97889 (  -28744,   224522)";"3470";"  40306 (  -29849,  110461)";"  25809 (  -16142,   67761)";" 2097 ( -1062,   5255)";"  6977 (  -3541,   17494)";" 12558 (  -6374,   31489)";"22%"
"2014-12-28";"65";"  9353 (   -439,  19145)";"261";"  94418 (  -26225,   215062)";"3343";"  38825 (  -28135,  105786)";"  24852 (  -15154,   64857)";" 2032 (  -998,   5062)";"  6721 (  -3309,   16751)";" 12098 (  -5956,   30152)";"22%"
"2014-12-27";"64";"  9092 (   -283,  18468)";"253";"  91076 (  -23851,   206002)";"3220";"  37400 (  -26509,  101309)";"  23930 (  -14218,   62078)";" 1970 (  -937,   4877)";"  6475 (  -3090,   16040)";" 11655 (  -5561,   28871)";"22%"
"2014-12-26";"63";"  8839 (   -137,  17815)";"245";"  87856 (  -21614,   197326)";"3102";"  36028 (  -24966,   97021)";"  23043 (  -13331,   59417)";" 1910 (  -879,   4698)";"  6238 (  -2882,   15358)";" 11229 (  -5188,   27645)";"22%"
"2014-12-25";"62";"  8594 (      1,  17186)";"238";"  84754 (  -19509,   189016)";"2988";"  34707 (  -23501,   92914)";"  22190 (  -12491,   56871)";" 1851 (  -823,   4526)";"  6010 (  -2686,   14706)";" 10818 (  -4835,   26471)";"22%"
"2014-12-24";"61";"  8356 (    132,  16580)";"231";"  81765 (  -17529,   181059)";"2879";"  33435 (  -22112,   88982)";"  21368 (  -11697,   54433)";" 1794 (  -771,   4360)";"  5791 (  -2500,   14082)";" 10423 (  -4501,   25347)";"22%"
"2014-12-23";"60";"  8125 (    254,  15995)";"224";"  78886 (  -15666,   173439)";"2773";"  32211 (  -20795,   85216)";"  20578 (  -10944,   52100)";" 1740 (  -721,   4200)";"  5579 (  -2325,   13484)";" 10043 (  -4185,   24271)";"22%"
"2014-12-22";"59";"  7901 (    370,  15432)";"217";"  76113 (  -13915,   166140)";"2672";"  31032 (  -19545,   81609)";"  19817 (  -10233,   49867)";" 1686 (  -673,   4045)";"  5376 (  -2160,   12911)";"  9677 (  -3887,   23241)";"22%"
"2014-12-21";"58";"  7684 (    479,  14889)";"211";"  73441 (  -12269,   159151)";"2574";"  29897 (  -18361,   78155)";"  19085 (   -9559,   47729)";" 1635 (  -627,   3897)";"  5180 (  -2003,   12363)";"  9324 (  -3606,   22254)";"23%"
"2014-12-20";"57";"  7473 (    581,  14365)";"204";"  70867 (  -10725,   152458)";"2480";"  28805 (  -17238,   74847)";"  18381 (   -8922,   45683)";" 1585 (  -584,   3754)";"  4991 (  -1856,   11839)";"  8984 (  -3340,   21309)";"23%"
"2014-12-19";"56";"  7269 (    677,  13861)";"198";"  68386 (   -9275,   146048)";"2390";"  27753 (  -16174,   71679)";"  17702 (   -8320,   43725)";" 1537 (  -543,   3616)";"  4810 (  -1717,   11336)";"  8658 (  -3090,   20405)";"23%"
"2014-12-18";"55";"  7071 (    768,  13374)";"192";"  65997 (   -7916,   139909)";"2303";"  26740 (  -15165,   68646)";"  17050 (   -7751,   41850)";" 1490 (  -504,   3483)";"  4635 (  -1585,   10855)";"  8343 (  -2853,   19539)";"23%"
"2014-12-17";"54";"  6879 (    852,  12905)";"186";"  63694 (   -6642,   134030)";"2219";"  25765 (  -14210,   65740)";"  16422 (   -7213,   40056)";" 1444 (  -467,   3355)";"  4466 (  -1461,   10394)";"  8040 (  -2630,   18710)";"23%"
"2014-12-16";"53";"  6692 (    931,  12453)";"181";"  61475 (   -5449,   128400)";"2138";"  24826 (  -13306,   62958)";"  15817 (   -6704,   38338)";" 1400 (  -431,   3232)";"  4304 (  -1345,    9953)";"  7748 (  -2420,   17916)";"23%"
"2014-12-15";"52";"  6511 (   1005,  12018)";"175";"  59337 (   -4333,   123008)";"2060";"  23922 (  -12449,   60294)";"  15235 (   -6224,   36694)";" 1358 (  -398,   3113)";"  4148 (  -1234,    9531)";"  7467 (  -2222,   17156)";"23%"
"2014-12-14";"51";"  6336 (   1074,  11598)";"170";"  57277 (   -3290,   117844)";"1985";"  23052 (  -11638,   57742)";"  14675 (   -5771,   35121)";" 1317 (  -366,   2999)";"  3998 (  -1131,    9127)";"  7196 (  -2035,   16428)";"23%"
"2014-12-13";"50";"  6166 (   1139,  11193)";"165";"  55292 (   -2315,   112899)";"1913";"  22214 (  -10871,   55299)";"  14136 (   -5343,   33614)";" 1277 (  -335,   2888)";"  3853 (  -1033,    8739)";"  6936 (  -1860,   15731)";"24%"
"2014-12-12";"49";"  6001 (   1199,  10803)";"160";"  53379 (   -1405,   108163)";"1844";"  21407 (  -10144,   52959)";"  13617 (   -4939,   32173)";" 1238 (  -307,   2782)";"  3714 (   -941,    8369)";"  6685 (  -1694,   15064)";"24%"
"2014-12-11";"48";"  5841 (   1254,  10427)";"155";"  51536 (    -556,   103628)";"1777";"  20630 (   -9458,   50718)";"  13117 (   -4558,   30793)";" 1200 (  -279,   2680)";"  3579 (   -855,    8014)";"  6443 (  -1539,   14425)";"24%"
"2014-12-10";"47";"  5685 (   1306,  10065)";"151";"  49759 (     234,    99284)";"1712";"  19882 (   -8808,   48572)";"  12636 (   -4199,   29472)";" 1164 (  -253,   2581)";"  3450 (   -774,    7674)";"  6210 (  -1393,   13813)";"24%"
"2014-12-09";"46";"  5535 (   1354,   9716)";"146";"  48047 (     970,    95124)";"1650";"  19161 (   -8194,   46516)";"  12174 (   -3860,   28208)";" 1129 (  -229,   2486)";"  3326 (   -697,    7348)";"  5986 (  -1255,   13227)";"24%"
"2014-12-08";"45";"  5389 (   1398,   9379)";"142";"  46397 (    1653,    91140)";"1590";"  18467 (   -7613,   44548)";"  11728 (   -3541,   26997)";" 1095 (  -206,   2395)";"  3206 (   -626,    7037)";"  5770 (  -1126,   12666)";"24%"
"2014-12-07";"44";"  5247 (   1439,   9055)";"138";"  44806 (    2287,    87325)";"1533";"  17799 (   -7064,   42663)";"  11299 (   -3241,   25839)";" 1061 (  -184,   2306)";"  3090 (   -558,    6738)";"  5562 (  -1005,   12129)";"24%"
"2014-12-06";"43";"  5109 (   1476,   8742)";"134";"  43273 (    2875,    83672)";"1478";"  17156 (   -6546,   40858)";"  10886 (   -2958,   24730)";" 1029 (  -163,   2221)";"  2979 (   -495,    6453)";"  5362 (   -891,   11615)";"24%"
"2014-12-05";"42";"  4976 (   1511,   8441)";"130";"  41796 (    3419,    80172)";"1424";"  16536 (   -6057,   39129)";"  10489 (   -2692,   23669)";"  998 (  -143,   2140)";"  2872 (   -436,    6179)";"  5169 (   -784,   11123)";"25%"
"2014-12-04";"41";"  4846 (   1542,   8150)";"126";"  40372 (    3922,    76821)";"1373";"  15939 (   -5595,   37473)";"  10106 (   -2442,   22653)";"  968 (  -124,   2061)";"  2769 (   -380,    5917)";"  4983 (   -684,   10651)";"25%"
"2014-12-03";"40";"  4720 (   1571,   7870)";"122";"  38999 (    4385,    73612)";"1323";"  15364 (   -5159,   35888)";"   9737 (   -2206,   21681)";"  939 (  -107,   1985)";"  2669 (   -328,    5666)";"  4804 (   -591,   10199)";"25%"
"2014-12-02";"39";"  4598 (   1597,   7600)";"118";"  37675 (    4812,    70539)";"1276";"  14811 (   -4748,   34369)";"   9383 (   -1985,   20750)";"  911 (   -90,   1911)";"  2573 (   -280,    5426)";"  4632 (   -503,    9767)";"25%"
"2014-12-01";"38";"  4480 (   1620,   7340)";"115";"  36400 (    5204,    67595)";"1230";"  14278 (   -4360,   32915)";"   9041 (   -1777,   19859)";"  883 (   -74,   1841)";"  2481 (   -234,    5196)";"  4466 (   -421,    9353)";"25%"
"2014-11-30";"37";"  4365 (   1641,   7090)";"111";"  35170 (    5563,    64777)";"1186";"  13764 (   -3994,   31522)";"   8712 (   -1582,   19006)";"  857 (   -59,   1773)";"  2392 (   -191,    4976)";"  4306 (   -345,    8957)";"25%"
"2014-11-29";"36";"  4254 (   1659,   6848)";"108";"  33984 (    5892,    62077)";"1143";"  13269 (   -3649,   30188)";"   8395 (   -1399,   18190)";"  831 (   -45,   1707)";"  2307 (   -152,    4765)";"  4152 (   -273,    8577)";"25%"
"2014-11-28";"35";"  4146 (   1676,   6615)";"105";"  32842 (    6191,    59492)";"1102";"  12793 (   -3325,   28911)";"   8091 (   -1228,   17409)";"  806 (   -32,   1644)";"  2224 (   -115,    4563)";"  4004 (   -207,    8214)";"25%"
"2014-11-27";"34";"  4041 (   1690,   6391)";"102";"  31740 (    6463,    57016)";"1062";"  12334 (   -3019,   27687)";"   7797 (   -1067,   16661)";"  782 (   -19,   1584)";"  2145 (    -80,    4370)";"  3861 (   -144,    7866)";"26%"
"2014-11-26";"33";"  3939 (   1703,   6175)";"99";"  30677 (    6709,    54645)";"1024";"  11892 (   -2732,   26515)";"   7514 (    -916,   15945)";"  759 (    -8,   1525)";"  2068 (    -48,    4185)";"  3723 (    -87,    7532)";"26%"
"2014-11-25";"32";"  3840 (   1713,   5966)";"96";"  29653 (    6931,    52375)";"988";"  11466 (   -2461,   25393)";"   7242 (    -775,   15259)";"  736 (     3,   1469)";"  1994 (    -18,    4007)";"  3590 (    -33,    7213)";"26%"
"2014-11-24";"31";"  3744 (   1722,   5766)";"93";"  28665 (    7130,    50200)";"952";"  11055 (   -2207,   24318)";"   6980 (    -644,   14603)";"  714 (    14,   1414)";"  1923 (     10,    3837)";"  3462 (     17,    6907)";"26%"
"2014-11-23";"30";"  3651 (   1729,   5572)";"90";"  27713 (    7308,    48118)";"918";"  10660 (   -1968,   23289)";"   6727 (    -521,   13976)";"  693 (    23,   1362)";"  1855 (     35,    3675)";"  3339 (     63,    6615)";"26%"
"2014-11-22";"29";"  3560 (   1735,   5386)";"88";"  26795 (    7465,    46124)";"886";"  10279 (   -1744,   22303)";"   6484 (    -406,   13375)";"  672 (    33,   1311)";"  1789 (     59,    3519)";"  3220 (    106,    6334)";"26%"
"2014-11-21";"28";"  3473 (   1739,   5206)";"85";"  25909 (    7604,    44214)";"854";"   9913 (   -1533,   21359)";"   6250 (    -299,   12799)";"  652 (    41,   1263)";"  1726 (     81,    3370)";"  3106 (    146,    6066)";"26%"
"2014-11-20";"27";"  3387 (   1742,   5033)";"83";"  25055 (    7725,    42386)";"824";"   9559 (   -1336,   20454)";"   6025 (    -199,   12248)";"  633 (    49,   1216)";"  1664 (    102,    3227)";"  2996 (    183,    5809)";"27%"
"2014-11-19";"26";"  3305 (   1743,   4866)";"80";"  24232 (    7829,    40634)";"794";"   9219 (   -1151,   19588)";"   5808 (    -106,   11721)";"  614 (    57,   1171)";"  1605 (    120,    3090)";"  2890 (    217,    5563)";"27%"
"2014-11-18";"25";"  3224 (   1744,   4705)";"78";"  23437 (    7918,    38957)";"766";"   8891 (    -977,   18758)";"   5598 (     -20,   11217)";"  595 (    64,   1127)";"  1548 (    138,    2959)";"  2787 (    248,    5327)";"27%"
"2014-11-17";"24";"  3147 (   1743,   4550)";"76";"  22672 (    7992,    37351)";"739";"   8575 (    -815,   17964)";"   5397 (      60,   10734)";"  578 (    70,   1085)";"  1494 (    153,    2834)";"  2689 (    276,    5101)";"27%"
"2014-11-16";"23";"  3071 (   1741,   4401)";"73";"  21933 (    8052,    35814)";"712";"   8270 (    -663,   17203)";"   5203 (     135,   10271)";"  561 (    76,   1045)";"  1441 (    168,    2714)";"  2594 (    302,    4885)";"27%"
"2014-11-15";"22";"  2997 (   1737,   4257)";"71";"  21220 (    8100,    34341)";"687";"   7977 (    -521,   16474)";"   5016 (     203,    9829)";"  544 (    82,   1006)";"  1390 (    181,    2599)";"  2502 (    326,    4678)";"27%"
"2014-11-14";"21";"  2926 (   1733,   4119)";"69";"  20533 (    8135,    32931)";"663";"   7694 (    -388,   15776)";"   4836 (     267,    9405)";"  528 (    87,    969)";"  1341 (    193,    2489)";"  2414 (    348,    4479)";"27%"
"2014-11-13";"20";"  2857 (   1728,   3985)";"67";"  19870 (    8160,    31581)";"639";"   7421 (    -265,   15107)";"   4663 (     326,    9000)";"  512 (    92,    933)";"  1294 (    204,    2383)";"  2329 (    368,    4289)";"28%"
"2014-11-12";"19";"  2790 (   1723,   3857)";"65";"  19231 (    8174,    30288)";"617";"   7159 (    -149,   14467)";"   4496 (     380,    8611)";"  497 (    96,    898)";"  1248 (    214,    2282)";"  2247 (    386,    4108)";"28%"
"2014-11-11";"18";"  2724 (   1716,   3733)";"63";"  18614 (    8178,    29050)";"595";"   6906 (     -42,   13853)";"   4335 (     430,    8240)";"  482 (   101,    864)";"  1204 (    223,    2185)";"  2168 (    402,    3933)";"28%"
"2014-11-10";"17";"  2661 (   1708,   3614)";"62";"  18019 (    8174,    27864)";"574";"   6662 (      58,   13266)";"   4180 (     476,    7884)";"  468 (   104,    832)";"  1162 (    231,    2093)";"  2092 (    417,    3767)";"28%"
"2014-11-09";"16";"  2600 (   1700,   3499)";"60";"  17445 (    8161,    26729)";"554";"   6427 (     150,   12703)";"   4030 (     517,    7544)";"  454 (   108,    801)";"  1121 (    239,    2004)";"  2018 (    430,    3607)";"28%"
"2014-11-08";"15";"  2540 (   1691,   3388)";"58";"  16891 (    8140,    25642)";"534";"   6200 (     236,   12164)";"   3887 (     556,    7218)";"  441 (   111,    771)";"  1082 (    245,    1919)";"  1947 (    441,    3454)";"28%"
"2014-11-07";"14";"  2482 (   1682,   3282)";"56";"  16357 (    8112,    24602)";"515";"   5982 (     316,   11648)";"   3748 (     590,    6906)";"  428 (   114,    742)";"  1044 (    251,    1837)";"  1879 (    451,    3307)";"28%"
"2014-11-06";"13";"  2425 (   1672,   3179)";"55";"  15842 (    8077,    23606)";"497";"   5772 (     390,   11153)";"   3615 (     622,    6607)";"  415 (   117,    714)";"  1008 (    256,    1759)";"  1814 (    460,    3167)";"29%"
"2014-11-05";"12";"  2371 (   1661,   3080)";"53";"  15344 (    8037,    22652)";"480";"   5569 (     458,   10680)";"   3486 (     651,    6321)";"  403 (   119,    688)";"   972 (    260,    1685)";"  1750 (    468,    3032)";"29%"
"2014-11-04";"11";"  2318 (   1650,   2985)";"52";"  14864 (    7990,    21739)";"463";"   5373 (     521,   10226)";"   3362 (     676,    6048)";"  391 (   121,    662)";"   938 (    264,    1613)";"  1689 (    474,    2904)";"29%"
"2014-11-03";"10";"  2266 (   1639,   2893)";"50";"  14401 (    7938,    20865)";"447";"   5185 (     578,    9791)";"   3243 (     699,    5786)";"  380 (   123,    637)";"   906 (    267,    1545)";"  1630 (    480,    2780)";"29%"
"2014-11-02";"9";"  2216 (   1627,   2805)";"49";"  13955 (    7881,    20028)";"431";"   5003 (     631,    9375)";"   3127 (     720,    5535)";"  369 (   125,    613)";"   874 (    269,    1479)";"  1573 (    484,    2662)";"29%"
"2014-11-01";"8";"  2167 (   1614,   2720)";"47";"  13523 (    7820,    19227)";"416";"   4828 (     680,    8976)";"   3017 (     738,    5295)";"  358 (   126,    590)";"   844 (    271,    1416)";"  1519 (    488,    2549)";"29%"
"2014-10-31";"7";"  2120 (   1602,   2638)";"46";"  13107 (    7755,    18460)";"402";"   4659 (     724,    8595)";"   2910 (     754,    5065)";"  348 (   128,    568)";"   814 (    273,    1356)";"  1466 (    491,    2441)";"29%"
"2014-10-30";"6";"  2074 (   1588,   2560)";"45";"  12706 (    7686,    17726)";"388";"   4497 (     765,    8229)";"   2807 (     768,    4845)";"  337 (   129,    546)";"   786 (    274,    1298)";"  1415 (    493,    2337)";"30%"
"2014-10-29";"5";"  2029 (   1575,   2484)";"43";"  12318 (    7613,    17023)";"374";"   4340 (     801,    7878)";"   2708 (     780,    4635)";"  328 (   130,    526)";"   759 (    274,    1243)";"  1366 (    494,    2238)";"30%"
"2014-10-28";"4";"  1986 (   1561,   2411)";"42";"  11944 (    7538,    16351)";"361";"   4189 (     834,    7543)";"   2612 (     790,    4434)";"  318 (   130,    506)";"   733 (    275,    1190)";"  1319 (    495,    2143)";"30%"
"2014-10-27";"3";"  1944 (   1547,   2341)";"41";"  11583 (    7459,    15707)";"348";"   4043 (     864,    7221)";"   2520 (     799,    4241)";"  309 (   131,    487)";"   707 (    275,    1140)";"  1273 (    494,    2051)";"30%"
"2014-10-26";"2";"  1903 (   1533,   2274)";"40";"  11235 (    7378,    15091)";"336";"   3902 (     891,    6914)";"   2431 (     806,    4056)";"  300 (   132,    468)";"   683 (    274,    1091)";"  1229 (    494,    1964)";"30%"
"2014-10-25";"1";"  1863 (   1518,   2209)";"39";"  10899 (    7295,    14502)";"325";"   3767 (     915,    6619)";"   2345 (     811,    3880)";"  291 (   132,    450)";"   659 (    274,    1045)";"  1187 (    492,    1881)";"30%"
"2014-10-24";"0";"  1825 (   1503,   2146)";"38";"  10574 (    7210,    13938)";"313";"   3636 (     936,    6336)";"   2263 (     816,    3710)";"  283 (   132,    433)";"   636 (    273,    1000)";"  1146 (    491,    1800)";"30%"
"2014-10-23";"-1";"  1787 (   1488,   2087)";"36";"  10261 (    7123,    13399)";"303";"   3510 (     954,    6066)";"   2183 (     818,    3549)";"  275 (   132,    417)";"   615 (    271,     958)";"  1106 (    488,    1724)";"31%"
"2014-10-22";"-2";"  1751 (   1472,   2029)";"35";"   9958 (    7034,    12883)";"292";"   3388 (     970,    5806)";"   2107 (     820,    3394)";"  267 (   132,    401)";"   593 (    270,     917)";"  1068 (    486,    1650)";"31%"
"2014-10-21";"-3";"  1715 (   1457,   1974)";"34";"   9666 (    6943,    12389)";"282";"   3271 (     984,    5558)";"   2033 (     820,    3246)";"  259 (   132,    386)";"   573 (    268,     878)";"  1031 (    483,    1580)";"31%"
"2014-10-20";"-4";"  1681 (   1441,   1921)";"33";"   9384 (    6851,    11917)";"272";"   3158 (     996,    5321)";"   1962 (     820,    3104)";"  251 (   132,    371)";"   553 (    266,     840)";"   996 (    479,    1513)";"31%"
"2014-10-19";"-5";"  1648 (   1425,   1870)";"32";"   9112 (    6759,    11465)";"263";"   3049 (    1006,    5093)";"   1893 (     818,    2968)";"  244 (   132,    357)";"   534 (    264,     804)";"   962 (    476,    1448)";"31%"
"2014-10-18";"-6";"  1615 (   1409,   1821)";"32";"   8849 (    6665,    11033)";"254";"   2944 (    1014,    4875)";"   1827 (     816,    2838)";"  237 (   131,    343)";"   516 (    262,     770)";"   929 (    471,    1386)";"31%"
"2014-10-17";"-7";"  1584 (   1392,   1775)";"31";"   8595 (    6570,    10620)";"245";"   2843 (    1020,    4666)";"   1763 (     813,    2714)";"  230 (   131,    330)";"   498 (    259,     737)";"   897 (    467,    1327)";"31%"
"2014-10-16";"-8";"  1553 (   1376,   1730)";"30";"   8350 (    6474,    10226)";"237";"   2745 (    1025,    4466)";"   1702 (     809,    2595)";"  224 (   130,    318)";"   481 (    257,     706)";"   866 (    462,    1270)";"32%"
"2014-10-15";"-9";"  1523 (   1359,   1687)";"29";"   8113 (    6378,     9849)";"229";"   2651 (    1028,    4274)";"   1642 (     804,    2481)";"  217 (   129,    305)";"   465 (    254,     676)";"   837 (    458,    1216)";"32%"
"2014-10-14";"-10";"  1494 (   1342,   1646)";"28";"   7885 (    6281,     9489)";"221";"   2560 (    1029,    4091)";"   1585 (     799,    2372)";"  211 (   129,    294)";"   449 (    251,     647)";"   808 (    453,    1164)";"32%"
"2014-10-13";"-11";"  1466 (   1324,   1607)";"27";"   7664 (    6184,     9145)";"213";"   2472 (    1030,    3915)";"   1530 (     793,    2268)";"  205 (   128,    282)";"   434 (    248,     619)";"   781 (    447,    1114)";"32%"
"2014-10-12";"-12";"  1439 (   1307,   1570)";"27";"   7451 (    6086,     8816)";"206";"   2388 (    1029,    3746)";"   1477 (     786,    2168)";"  199 (   127,    272)";"   419 (    245,     593)";"   754 (    442,    1067)";"32%"
"2014-10-11";"-13";"  1412 (   1289,   1535)";"26";"   7245 (    5987,     8503)";"199";"   2306 (    1027,    3585)";"   1426 (     779,    2072)";"  194 (   126,    261)";"   405 (    242,     567)";"   729 (    436,    1021)";"32%"
"2014-10-10";"-14";"  1386 (   1271,   1501)";"25";"   7046 (    5889,     8204)";"192";"   2227 (    1024,    3431)";"   1376 (     772,    1981)";"  188 (   125,    251)";"   391 (    239,     543)";"   704 (    430,     978)";"33%"
"2014-10-09";"-15";"  1361 (   1253,   1469)";"24";"   6854 (    5790,     7919)";"185";"   2151 (    1020,    3283)";"   1329 (     764,    1894)";"  183 (   124,    241)";"   378 (    236,     520)";"   680 (    425,     936)";"33%"
"2014-10-08";"-16";"  1337 (   1234,   1439)";"24";"   6669 (    5690,     7648)";"179";"   2078 (    1015,    3141)";"   1283 (     756,    1810)";"  177 (   123,    232)";"   365 (    233,     498)";"   657 (    419,     896)";"33%"
"2014-10-07";"-17";"  1313 (   1215,   1410)";"23";"   6490 (    5590,     7390)";"173";"   2007 (    1009,    3006)";"   1239 (     747,    1730)";"  172 (   122,    223)";"   353 (    229,     476)";"   635 (    413,     857)";"33%"
"2014-10-06";"-18";"  1290 (   1196,   1383)";"22";"   6317 (    5490,     7144)";"167";"   1939 (    1002,    2876)";"   1196 (     738,    1654)";"  168 (   120,    215)";"   341 (    226,     456)";"   614 (    406,     821)";"33%"
"2014-10-05";"-19";"  1267 (   1177,   1358)";"22";"   6150 (    5389,     6911)";"162";"   1873 (     995,    2751)";"   1155 (     729,    1581)";"  163 (   119,    207)";"   329 (    222,     436)";"   593 (    400,     786)";"33%"
"2014-10-04";"-20";"  1245 (   1157,   1333)";"21";"   5988 (    5287,     6689)";"156";"   1810 (     987,    2632)";"   1115 (     719,    1511)";"  158 (   118,    199)";"   318 (    219,     418)";"   573 (    394,     752)";"33%"
"2014-10-03";"-21";"  1224 (   1138,   1310)";"21";"   5832 (    5185,     6479)";"151";"   1749 (     979,    2518)";"   1077 (     709,    1444)";"  154 (   116,    191)";"   308 (    215,     400)";"   554 (    388,     720)";"34%"
"2014-10-02";"-22";"  1204 (   1119,   1288)";"20";"   5681 (    5082,     6281)";"146";"   1689 (     969,    2409)";"   1040 (     699,    1380)";"  149 (   115,    184)";"   297 (    212,     383)";"   535 (    381,     689)";"34%"
"2014-10-01";"-23";"  1184 (   1100,   1267)";"20";"   5536 (    4978,     6093)";"141";"   1632 (     960,    2305)";"   1004 (     689,    1319)";"  145 (   113,    177)";"   287 (    208,     366)";"   517 (    375,     660)";"34%"
"2014-09-30";"-24";"  1164 (   1081,   1247)";"19";"   5395 (    4874,     5916)";"136";"   1577 (     950,    2205)";"    970 (     679,    1261)";"  141 (   112,    170)";"   278 (    205,     351)";"   500 (    368,     632)";"34%"
"2014-09-29";"-25";"  1145 (   1062,   1228)";"18";"   5259 (    4769,     5749)";"131";"   1524 (     939,    2109)";"    936 (     668,    1205)";"  137 (   110,    164)";"   268 (    201,     336)";"   483 (    362,     605)";"34%"
"2014-09-28";"-26";"  1127 (   1043,   1210)";"18";"   5127 (    4663,     5591)";"127";"   1473 (     928,    2018)";"    904 (     657,    1152)";"  133 (   109,    158)";"   259 (    197,     322)";"   467 (    355,     579)";"34%"
"2014-09-27";"-27";"  1109 (   1025,   1192)";"17";"   5000 (    4557,     5443)";"123";"   1423 (     917,    1930)";"    874 (     646,    1101)";"  130 (   107,    152)";"   251 (    194,     308)";"   451 (    349,     554)";"35%"
"2014-09-26";"-28";"  1091 (   1007,   1175)";"17";"   4878 (    4451,     5304)";"119";"   1376 (     905,    1846)";"    844 (     635,    1053)";"  126 (   105,    147)";"   242 (    190,     295)";"   436 (    342,     531)";"35%"
"2014-09-25";"-29";"  1074 (    990,   1158)";"17";"   4759 (    4345,     5172)";"115";"   1330 (     893,    1766)";"    815 (     623,    1007)";"  123 (   103,    142)";"   234 (    186,     283)";"   422 (    335,     509)";"35%"
"2014-09-24";"-30";"  1058 (    973,   1142)";"16";"   4644 (    4240,     5048)";"111";"   1285 (     881,    1689)";"    787 (     612,     963)";"  119 (   101,    137)";"   227 (    183,     271)";"   408 (    329,     487)";"35%"
"2014-09-23";"-31";"  1042 (    957,   1127)";"16";"   4533 (    4136,     4931)";"107";"   1242 (     868,    1616)";"    761 (     600,     921)";"  116 (    99,    133)";"   219 (    179,     260)";"   394 (    322,     467)";"35%"
"2014-09-22";"-32";"  1026 (    941,   1111)";"15";"   4426 (    4033,     4820)";"104";"   1201 (     855,    1546)";"    735 (     588,     882)";"  113 (    97,    129)";"   212 (    175,     249)";"   381 (    315,     448)";"35%"
"2014-09-21";"-33";"  1011 (    925,   1096)";"15";"   4323 (    3932,     4714)";"100";"   1161 (     842,    1479)";"    710 (     576,     844)";"  110 (    95,    125)";"   205 (    171,     239)";"   369 (    308,     430)";"36%"
"2014-09-20";"-34";"   996 (    910,   1082)";"14";"   4223 (    3832,     4613)";"97";"   1122 (     829,    1415)";"    686 (     564,     809)";"  107 (    92,    121)";"   198 (    167,     229)";"   357 (    301,     412)";"36%"
"2014-09-19";"-35";"   982 (    896,   1067)";"14";"   4126 (    3736,     4516)";"94";"   1085 (     815,    1354)";"    663 (     551,     775)";"  104 (    90,    118)";"   192 (    163,     220)";"   345 (    294,     396)";"36%"
"2014-09-18";"-36";"   968 (    882,   1053)";"14";"   4032 (    3641,     4423)";"90";"   1049 (     801,    1296)";"    640 (     538,     743)";"  101 (    87,    115)";"   185 (    159,     211)";"   334 (    287,     380)";"36%"
"2014-09-17";"-37";"   954 (    869,   1040)";"13";"   3942 (    3550,     4334)";"87";"   1014 (     787,    1241)";"    619 (     524,     714)";"   98 (    84,    112)";"   179 (    155,     203)";"   323 (    280,     366)";"36%"
"2014-09-16";"-38";"   941 (    856,   1026)";"13";"   3854 (    3461,     4247)";"85";"    980 (     773,    1188)";"    598 (     510,     686)";"   96 (    82,    110)";"   173 (    151,     196)";"   312 (    272,     352)";"36%"
"2014-09-15";"-39";"   928 (    843,   1013)";"13";"   3770 (    3376,     4164)";"82";"    948 (     758,    1138)";"    578 (     496,     660)";"   93 (    79,    107)";"   168 (    147,     189)";"   302 (    264,     340)";"37%"
"2014-09-14";"-40";"   916 (    831,   1000)";"12";"   3688 (    3293,     4083)";"79";"    917 (     743,    1090)";"    559 (     481,     636)";"   91 (    76,    105)";"   162 (    143,     182)";"   292 (    257,     328)";"37%"
"2014-09-13";"-41";"   903 (    819,    987)";"12";"   3609 (    3214,     4004)";"76";"    886 (     728,    1045)";"    540 (     466,     614)";"   88 (    74,    103)";"   157 (    138,     176)";"   283 (    249,     317)";"37%"
"2014-09-12";"-42";"   891 (    808,    975)";"12";"   3533 (    3137,     3928)";"74";"    857 (     712,    1002)";"    522 (     450,     594)";"   86 (    71,    101)";"   152 (    134,     170)";"   274 (    240,     307)";"37%"
"2014-09-11";"-43";"   880 (    798,    962)";"11";"   3459 (    3064,     3853)";"72";"    829 (     695,     962)";"    504 (     434,     575)";"   84 (    68,     99)";"   147 (    129,     165)";"   265 (    232,     297)";"37%"
"2014-09-10";"-44";"   869 (    787,    950)";"11";"   3387 (    2994,     3781)";"69";"    802 (     678,     925)";"    488 (     417,     558)";"   82 (    66,     98)";"   142 (    124,     160)";"   256 (    224,     289)";"37%"
"2014-09-09";"-45";"   858 (    777,    938)";"11";"   3318 (    2926,     3710)";"67";"    775 (     661,     890)";"    472 (     401,     542)";"   80 (    64,     96)";"   138 (    120,     156)";"   248 (    215,     281)";"37%"
"2014-09-08";"-46";"   847 (    768,    926)";"10";"   3251 (    2861,     3641)";"65";"    750 (     643,     857)";"    456 (     384,     527)";"   78 (    61,     94)";"   133 (    115,     152)";"   240 (    207,     273)";"38%"
"2014-09-07";"-47";"   837 (    759,    915)";"10";"   3186 (    2799,     3573)";"63";"    725 (     624,     827)";"    441 (     368,     514)";"   76 (    59,     93)";"   129 (    111,     148)";"   233 (    199,     266)";"38%"
