"Date";"Days from today";"Cases (reported)";"New daily cases (reported)";"Cases (total)";"New daily cases (total)";"Incubation period";"Infectious and unreported";"Undergoing treatment";"CDC 25% ETU target";"CDC 45% reduced transmission target";"Reporting quotient"
"2015-04-03";"158";"465351 (  7042,  923659)";"11491";" 8528840 ( -874472, 17932152)";"263507";"3047984 (-832499, 6928466)";"2152108 (-556905, 4861122)";" 98173 (-22021, 218368)";"562570 (-115349, 1240490)";"1012627 (-207629, 2232882)";"12%"
"2015-04-02";"157";"453860 (  9972,  897748)";"11222";" 8265333 ( -803070, 17333736)";"255905";"2960315 (-810987, 6731618)";"2087075 (-536189, 4710339)";" 95763 (-21080, 212605)";"545709 (-110757, 1202176)";" 982277 (-199362, 2163916)";"12%"
"2015-04-01";"156";"442638 ( 12810,  872466)";"10958";" 8009428 ( -733527, 16752383)";"248478";"2874652 (-788785, 6538088)";"2023722 (-515448, 4562892)";" 93401 (-20143, 206946)";"529281 (-106146, 1164708)";" 952706 (-191063, 2096474)";"12%"
"2015-03-31";"155";"431679 ( 15554,  847805)";"10699";" 7760950 ( -665911, 16187810)";"241225";"2790979 (-765991, 6347949)";"1962026 (-494739, 4418791)";" 91089 (-19213, 201391)";"513279 (-101531, 1128089)";" 923902 (-182757, 2030560)";"13%"
"2015-03-30";"154";"420980 ( 18203,  823757)";"10445";" 7519725 ( -600276, 15639726)";"234145";"2709283 (-742698, 6161265)";"1901961 (-474118, 4278041)";" 88825 (-18292, 195942)";"497697 ( -96927, 1092320)";" 895854 (-174468, 1966176)";"13%"
"2015-03-29";"153";"410535 ( 20757,  800314)";"10195";" 7285580 ( -536672, 15107831)";"227236";"2629548 (-718997, 5978093)";"1843503 (-453636, 4140641)";" 86609 (-17380, 190599)";"482528 ( -92345, 1057401)";" 868550 (-166220, 1903321)";"13%"
"2015-03-28";"152";"400340 ( 23214,  777466)";"9951";" 7058344 ( -475135, 14591822)";"220496";"2551755 (-694976, 5798486)";"1786624 (-433339, 4006587)";" 84441 (-16480, 185363)";"467766 ( -87797, 1023330)";" 841979 (-158035, 1841994)";"13%"
"2015-03-27";"151";"390389 ( 25575,  755204)";"9711";" 6837847 ( -415697, 14091391)";"213925";"2475883 (-670721, 5622487)";"1731298 (-413271, 3875867)";" 82321 (-15594, 180235)";"453405 ( -83296,  990106)";" 816128 (-149933, 1782190)";"13%"
"2015-03-26";"150";"380679 ( 27838,  733520)";"9475";" 6623923 ( -358379, 13606224)";"207518";"2401912 (-646310, 5450134)";"1677497 (-393474, 3748469)";" 80247 (-14722, 175215)";"439436 ( -78851,  957723)";" 790985 (-141932, 1723901)";"13%"
"2015-03-25";"149";"371204 ( 30005,  712402)";"9245";" 6416404 ( -303196, 13136004)";"201276";"2329818 (-621823, 5281458)";"1625193 (-373985, 3624371)";" 78219 (-13865, 170303)";"425853 ( -74471,  926177)";" 766535 (-134049, 1667119)";"13%"
"2015-03-24";"148";"361959 ( 32075,  691843)";"9019";" 6215128 ( -250154, 12680411)";"195195";"2259577 (-597331, 5116484)";"1574357 (-354838, 3503552)";" 76237 (-13026, 165499)";"412649 ( -70166,  895463)";" 742767 (-126299, 1611834)";"13%"
"2015-03-23";"147";"352940 ( 34050,  671830)";"8798";" 6019934 ( -199253, 12239121)";"189273";"2191163 (-572903, 4955229)";"1524961 (-336062, 3385984)";" 74300 (-12204, 160803)";"399815 ( -65943,  865573)";" 719667 (-118697, 1558032)";"13%"
"2015-03-22";"146";"344142 ( 35929,  652355)";"8581";" 5830661 ( -150489, 11811811)";"183507";"2124550 (-548605, 4797705)";"1476975 (-317686, 3271636)";" 72407 (-11400, 156214)";"387345 ( -61809,  836500)";" 697222 (-111256, 1505699)";"13%"
"2015-03-21";"145";"335561 ( 37715,  633407)";"8369";" 5647154 ( -103847, 11398155)";"177896";"2059710 (-524496, 4643916)";"1430370 (-299733, 3160473)";" 70558 (-10616, 151732)";"375232 ( -57770,  808234)";" 675418 (-103985, 1454820)";"13%"
"2015-03-20";"144";"327192 ( 39408,  614975)";"8162";" 5469258 (  -59311, 10997826)";"172437";"1996614 (-500632, 4493861)";"1385117 (-282224, 3052458)";" 68752 ( -9852, 147356)";"363467 ( -53831,  780765)";" 654241 ( -96896, 1405377)";"13%"
"2015-03-19";"143";"319030 ( 41010,  597050)";"7959";" 5296821 (  -16857, 10610498)";"167127";"1935233 (-477066, 4347532)";"1341185 (-265179, 2947548)";" 66988 ( -9109, 143086)";"352043 ( -49998,  754084)";" 633678 ( -89996, 1357352)";"14%"
"2015-03-18";"142";"311071 ( 42521,  579620)";"7761";" 5129694 (   23542, 10235846)";"161963";"1875537 (-453844, 4204918)";"1298545 (-248610, 2845700)";" 65266 ( -8387, 138920)";"340953 ( -46274,  728180)";" 613715 ( -83293, 1310724)";"14%"
"2015-03-17";"141";"303310 ( 43945,  562676)";"7566";" 4967731 (   61917,  9873544)";"156943";"1817495 (-431010, 4066000)";"1257168 (-232533, 2746868)";" 63586 ( -7686, 134857)";"330188 ( -42663,  703039)";" 594339 ( -76793, 1265471)";"14%"
"2015-03-16";"140";"295744 ( 45282,  546206)";"7377";" 4810788 (   98305,  9523270)";"152064";"1761075 (-408603, 3930753)";"1217023 (-216955, 2651002)";" 61945 ( -7007, 130898)";"319742 ( -39167,  678651)";" 575536 ( -70500, 1221572)";"14%"
"2015-03-15";"139";"288367 ( 46534,  530200)";"7191";" 4658724 (  132745,  9184703)";"147323";"1706246 (-386657, 3799149)";"1178082 (-201886, 2558051)";" 60345 ( -6349, 127039)";"309607 ( -35788,  655002)";" 557292 ( -64418, 1179003)";"14%"
"2015-03-14";"138";"281176 ( 47703,  514648)";"7010";" 4511401 (  165278,  8857524)";"142717";"1652977 (-365202, 3671156)";"1140316 (-187330, 2467961)";" 58783 ( -5714, 123280)";"299775 ( -32528,  632078)";" 539594 ( -58551, 1137740)";"14%"
"2015-03-13";"137";"274166 ( 48792,  499539)";"6833";" 4368683 (  195949,  8541417)";"138244";"1601234 (-344267, 3546735)";"1103694 (-173291, 2380679)";" 57259 ( -5101, 119619)";"290238 ( -29388,  609865)";" 522429 ( -52899, 1097757)";"14%"
"2015-03-12";"136";"267333 ( 49802,  484863)";"6660";" 4230439 (  224806,  8236071)";"133901";"1550985 (-323874, 3425844)";"1068189 (-159769, 2296147)";" 55773 ( -4509, 116056)";"280991 ( -26369,  588350)";" 505783 ( -47463, 1059029)";"14%"
"2015-03-11";"135";"260672 ( 50736,  470608)";"6491";" 4096538 (  251897,  7941178)";"129684";"1502197 (-304042, 3308437)";"1033772 (-146764, 2214308)";" 54324 ( -3940, 112588)";"272024 ( -23469,  567517)";" 489643 ( -42245, 1021531)";"14%"
"2015-03-10";"134";"254181 ( 51596,  456766)";"6327";" 3966854 (  277274,  7656433)";"125591";"1454839 (-284789, 3194466)";"1000414 (-134274, 2135102)";" 52911 ( -3392, 109214)";"263331 ( -20690,  547352)";" 473996 ( -37242,  985234)";"14%"
"2015-03-09";"133";"247854 ( 52383,  443326)";"6166";" 3841262 (  300987,  7381537)";"121620";"1408876 (-266127, 3083878)";" 968088 (-122296, 2058471)";" 51533 ( -2866, 105932)";"254905 ( -18030,  527840)";" 458829 ( -32454,  950112)";"14%"
"2015-03-08";"132";"241689 ( 53101,  430277)";"6008";" 3719642 (  323091,  7116194)";"117766";"1364277 (-248065, 2976618)";" 936766 (-110823, 1984354)";" 50189 ( -2362, 102740)";"246739 ( -15488,  508965)";" 444130 ( -27878,  916137)";"14%"
"2015-03-07";"131";"235680 ( 53751,  417610)";"5855";" 3601876 (  343638,  6860115)";"114028";"1321008 (-230612, 2872628)";" 906421 ( -99849, 1912691)";" 48880 ( -1878,  99638)";"238825 ( -13062,  490713)";" 429885 ( -23512,  883283)";"15%"
"2015-03-06";"130";"229825 ( 54336,  405314)";"5705";" 3487849 (  362684,  6613014)";"110402";"1279038 (-213771, 2771848)";" 877027 ( -89367, 1843420)";" 47603 ( -1415,  96622)";"231157 ( -10751,  473066)";" 416083 ( -19353,  851520)";"15%"
"2015-03-05";"129";"224120 ( 54858,  393381)";"5559";" 3377447 (  380281,  6374612)";"106886";"1238335 (-197545, 2674215)";" 848556 ( -79368, 1776480)";" 46359 (  -973,  93692)";"223729 (  -8554,  456012)";" 402712 ( -15397,  820821)";"15%"
"2015-03-04";"128";"218560 ( 55320,  381801)";"5417";" 3270561 (  396486,  6144635)";"103477";"1198866 (-181933, 2579665)";" 820984 ( -69842, 1711811)";" 45147 (  -551,  90845)";"216533 (  -6467,  439532)";" 389759 ( -11640,  791158)";"15%"
"2015-03-03";"127";"213143 ( 55723,  370564)";"5278";" 3167084 (  411353,  5922815)";"100172";"1160601 (-166933, 2488134)";" 794285 ( -60780, 1649350)";" 43966 (  -148,  88080)";"209563 (  -4488,  423613)";" 377213 (  -8078,  762504)";"15%"
"2015-03-02";"126";"207865 ( 56070,  359660)";"5143";" 3066912 (  424935,  5708889)";"96968";"1123507 (-152541, 2399554)";" 768434 ( -52170, 1589037)";" 42815 (   236,  85395)";"202812 (  -2615,  408239)";" 365062 (  -4706,  734831)";"15%"
"2015-03-01";"125";"202723 ( 56364,  349082)";"5010";" 2969944 (  437287,  5502602)";"93863";"1087554 (-138750, 2313858)";" 743406 ( -44001, 1530813)";" 41694 (   600,  82789)";"196275 (   -845,  393395)";" 353295 (  -1520,  708110)";"15%"
"2015-02-28";"124";"197712 ( 56606,  338819)";"4882";" 2876081 (  448460,  5303702)";"90855";"1052712 (-125554, 2230978)";" 719178 ( -36260, 1474616)";" 40602 (   947,  80258)";"189945 (    825,  379065)";" 341901 (   1486,  682316)";"15%"
"2015-02-27";"123";"192831 ( 56798,  328864)";"4756";" 2785226 (  458508,  5111945)";"87939";"1018951 (-112943, 2150844)";" 695726 ( -28936, 1420389)";" 39539 (  1275,  77802)";"183816 (   2398,  365234)";" 330869 (   4317,  657422)";"15%"
"2015-02-26";"122";"188075 ( 56943,  319207)";"4634";" 2697287 (  467482,  4927092)";"85115";" 986240 (-100907, 2073388)";" 673028 ( -22016, 1368072)";" 38502 (  1587,  75418)";"177883 (   3877,  351888)";" 320189 (   6978,  633399)";"15%"
"2015-02-25";"121";"183441 ( 57043,  309840)";"4514";" 2612172 (  475431,  4748912)";"82379";" 954552 ( -89435, 1998540)";" 651061 ( -15486, 1317608)";" 37493 (  1881,  73106)";"172138 (   5264,  339013)";" 309849 (   9475,  610223)";"15%"
"2015-02-24";"120";"178927 ( 57099,  300755)";"4398";" 2529793 (  482406,  4577179)";"79729";" 923858 ( -78515, 1926231)";" 629802 (  -9335, 1268939)";" 36511 (  2160,  70862)";"166578 (   6563,  326593)";" 299841 (  11814,  587868)";"16%"
"2015-02-23";"119";"174529 ( 57115,  291944)";"4284";" 2450063 (  488454,  4411672)";"77163";" 894129 ( -68133, 1856391)";" 609232 (  -3548, 1222011)";" 35554 (  2422,  68686)";"161196 (   7778,  314615)";" 290153 (  14000,  566307)";"16%"
"2015-02-22";"118";"170245 ( 57091,  283398)";"4174";" 2372900 (  493623,  4252178)";"74677";" 865338 ( -58277, 1788953)";" 589328 (   1887, 1176769)";" 34622 (  2669,  66575)";"155987 (   8910,  303065)";" 280777 (  16038,  545517)";"16%"
"2015-02-21";"117";"166071 ( 57030,  275111)";"4066";" 2298223 (  497957,  4098488)";"72271";" 837458 ( -48931, 1723848)";" 570071 (   6984, 1133157)";" 33715 (  2901,  64528)";"150946 (   9964,  291929)";" 271703 (  17935,  525472)";"16%"
"2015-02-20";"116";"162004 ( 56934,  267075)";"3961";" 2225952 (  501502,  3950402)";"69941";" 810463 ( -40082, 1661009)";" 551440 (  11755, 1091125)";" 32831 (  3119,  62543)";"146068 (  10942,  281193)";" 262922 (  19696,  506148)";"16%"
"2015-02-19";"115";"158043 ( 56804,  259282)";"3859";" 2156011 (  504300,  3807722)";"67685";" 784327 ( -31713, 1600368)";" 533417 (  16214, 1050620)";" 31971 (  3324,  60619)";"141347 (  11848,  270846)";" 254425 (  21327,  487523)";"16%"
"2015-02-18";"114";"154184 ( 56642,  251726)";"3760";" 2088326 (  506393,  3670260)";"65501";" 759025 ( -23811, 1541860)";" 515982 (  20373, 1011591)";" 31134 (  3515,  58753)";"136779 (  12684,  260873)";" 246202 (  22832,  469572)";"16%"
"2015-02-17";"113";"150424 ( 56450,  244398)";"3663";" 2022825 (  507821,  3537830)";"63387";" 734531 ( -16358, 1485421)";" 499117 (  24245,  973990)";" 30319 (  3693,  56945)";"132359 (  13454,  251264)";" 238246 (  24218,  452275)";"16%"
"2015-02-16";"112";"146762 ( 56230,  237293)";"3568";" 1959438 (  508622,  3410254)";"61341";" 710823 (  -9341, 1430986)";" 482805 (  27842,  937768)";" 29525 (  3859,  55192)";"128083 (  14161,  242004)";" 230549 (  25490,  435608)";"16%"
"2015-02-15";"111";"143194 ( 55983,  230404)";"3476";" 1898097 (  508836,  3287359)";"59360";" 687875 (  -2742, 1378492)";" 467027 (  31176,  902879)";" 28753 (  4013,  53493)";"123945 (  14807,  233083)";" 223101 (  26652,  419550)";"16%"
"2015-02-14";"110";"139718 ( 55711,  223724)";"3386";" 1838737 (  508496,  3168978)";"57444";" 665665 (   3453, 1327878)";" 451768 (  34259,  869276)";" 28001 (  4155,  51847)";"119942 (  15395,  224489)";" 215896 (  27711,  404081)";"16%"
"2015-02-13";"109";"136331 ( 55415,  217247)";"3299";" 1781293 (  507639,  3054947)";"55589";" 644172 (   9260, 1279084)";" 437010 (  37104,  836916)";" 27269 (  4287,  50251)";"116070 (  15928,  216211)";" 208926 (  28671,  389180)";"17%"
"2015-02-12";"108";"133032 ( 55097,  210967)";"3214";" 1725704 (  506297,  2945111)";"53794";" 623372 (  14694, 1232050)";" 422737 (  39720,  805755)";" 26557 (  4409,  48705)";"112324 (  16409,  208238)";" 202182 (  29537,  374828)";"17%"
"2015-02-11";"107";"129818 ( 54758,  204878)";"3131";" 1671910 (  504503,  2839317)";"52057";" 603244 (  19770, 1186718)";" 408935 (  42119,  775751)";" 25864 (  4520,  47207)";"108700 (  16841,  200559)";" 195659 (  30313,  361006)";"17%"
"2015-02-10";"106";"126687 ( 54399,  198974)";"3051";" 1619853 (  502286,  2737419)";"50377";" 583768 (  24504, 1143032)";" 395588 (  44312,  746863)";" 25189 (  4622,  45756)";"105194 (  17225,  193163)";" 189349 (  31005,  347694)";"17%"
"2015-02-09";"105";"123636 ( 54022,  193250)";"2972";" 1569476 (  499677,  2639275)";"48751";" 564924 (  28910, 1100938)";" 382681 (  46309,  719053)";" 24532 (  4715,  44350)";"101803 (  17564,  186042)";" 183246 (  31616,  334876)";"17%"
"2015-02-08";"104";"120664 ( 53628,  187700)";"2896";" 1520725 (  496703,  2544748)";"47177";" 546691 (  33002, 1060380)";" 370200 (  48120,  692280)";" 23893 (  4799,  42988)";" 98523 (  17862,  179185)";" 177342 (  32151,  322533)";"17%"
"2015-02-07";"103";"117768 ( 53219,  182318)";"2821";" 1473548 (  493391,  2453705)";"45655";" 529051 (  36795, 1021308)";" 358132 (  49755,  666509)";" 23271 (  4874,  41668)";" 95351 (  18119,  172582)";" 171631 (  32615,  310648)";"17%"
"2015-02-06";"102";"114947 ( 52794,  177100)";"2749";" 1427893 (  489766,  2366019)";"44183";" 511985 (  40302,  983669)";" 346463 (  51223,  641703)";" 22666 (  4942,  40390)";" 92282 (  18339,  166225)";" 166108 (  33011,  299205)";"17%"
"2015-02-05";"101";"112199 ( 52356,  172041)";"2678";" 1383710 (  485853,  2281566)";"42758";" 495475 (  43536,  947415)";" 335180 (  52533,  617827)";" 22077 (  5002,  39151)";" 89314 (  18524,  160105)";" 160765 (  33342,  288188)";"17%"
"2015-02-04";"100";"109520 ( 51906,  167135)";"2609";" 1340951 (  481676,  2200227)";"41380";" 479504 (  46512,  912496)";" 324270 (  53693,  594847)";" 21503 (  5055,  37952)";" 86443 (  18674,  154212)";" 155598 (  33614,  277582)";"17%"
"2015-02-03";"99";"106911 ( 51444,  162378)";"2542";" 1299571 (  477255,  2121887)";"40047";" 464053 (  49240,  878867)";" 313722 (  54713,  572730)";" 20946 (  5101,  36790)";" 83667 (  18794,  148540)";" 150600 (  33828,  267372)";"18%"
"2015-02-02";"98";"104369 ( 50971,  157766)";"2477";" 1259524 (  472613,  2046435)";"38758";" 449107 (  51734,  846481)";" 303523 (  55600,  551446)";" 20403 (  5140,  35665)";" 80981 (  18883,  143079)";" 145766 (  33990,  257543)";"18%"
"2015-02-01";"97";"101891 ( 50489,  153293)";"2414";" 1220766 (  467768,  1973764)";"37510";" 434650 (  54005,  815295)";" 293662 (  56362,  530962)";" 19874 (  5174,  34575)";" 78384 (  18945,  137823)";" 141091 (  34101,  248081)";"18%"
"2015-01-31";"96";" 99477 ( 49999,  148956)";"2352";" 1183256 (  462740,  1903771)";"36304";" 420665 (  56065,  785266)";" 284128 (  57005,  511250)";" 19360 (  5201,  33519)";" 75872 (  18981,  132763)";" 136570 (  34166,  238973)";"18%"
"2015-01-30";"95";" 97125 ( 49500,  144751)";"2292";" 1146952 (  457546,  1836357)";"35137";" 407138 (  57924,  756352)";" 274910 (  57539,  492282)";" 18860 (  5223,  32497)";" 73443 (  18993,  127892)";" 132197 (  34187,  230206)";"18%"
"2015-01-29";"94";" 94833 ( 48994,  140672)";"2234";" 1111815 (  452204,  1771426)";"34008";" 394054 (  59595,  728513)";" 265998 (  57968,  474029)";" 18373 (  5240,  31507)";" 71093 (  18982,  123204)";" 127967 (  34167,  221767)";"18%"
"2015-01-28";"93";" 92600 ( 48482,  136717)";"2177";" 1077807 (  446729,  1708885)";"32916";" 381398 (  61086,  701711)";" 257382 (  58299,  456464)";" 17899 (  5251,  30548)";" 68820 (  18949,  118691)";" 123877 (  34109,  213644)";"18%"
"2015-01-27";"92";" 90423 ( 47965,  132882)";"2121";" 1044891 (  441137,  1648645)";"31860";" 369157 (  62407,  675907)";" 249051 (  58539,  439563)";" 17439 (  5258,  29619)";" 66622 (  18897,  114348)";" 119920 (  34015,  205826)";"18%"
"2015-01-26";"91";" 88302 ( 47442,  129162)";"2067";" 1013031 (  435441,  1590620)";"30839";" 357318 (  63569,  651066)";" 240997 (  58694,  423300)";" 16990 (  5260,  28719)";" 64497 (  18827,  110167)";" 116094 (  33888,  198300)";"18%"
"2015-01-25";"90";" 86235 ( 46915,  125555)";"2015";"  982192 (  429656,  1534728)";"29851";" 345866 (  64580,  627152)";" 233210 (  58769,  407652)";" 16553 (  5259,  27848)";" 62441 (  18739,  106143)";" 112394 (  33731,  191057)";"18%"
"2015-01-24";"89";" 84220 ( 46385,  122056)";"1963";"  952341 (  423794,  1480889)";"28895";" 334791 (  65450,  604132)";" 225682 (  58770,  392594)";" 16129 (  5253,  27005)";" 60453 (  18636,  102269)";" 108815 (  33545,  184085)";"19%"
"2015-01-23";"88";" 82257 ( 45852,  118662)";"1914";"  923446 (  417866,  1429026)";"27971";" 324078 (  66185,  581971)";" 218403 (  58701,  378106)";" 15715 (  5244,  26187)";" 58530 (  18518,   98541)";" 105353 (  33333,  177374)";"19%"
"2015-01-22";"87";" 80343 ( 45316,  115371)";"1865";"  895475 (  411885,  1379066)";"27077";" 313717 (  66795,  560639)";" 211366 (  58567,  364165)";" 15313 (  5231,  25396)";" 56670 (  18387,   94953)";" 102006 (  33097,  170915)";"19%"
"2015-01-21";"86";" 78478 ( 44779,  112178)";"1818";"  868398 (  405860,  1330937)";"26213";" 303696 (  67287,  540105)";" 204562 (  58374,  350751)";" 14922 (  5214,  24630)";" 54871 (  18243,   91499)";"  98768 (  32838,  164698)";"19%"
"2015-01-20";"85";" 76660 ( 44240,  109081)";"1772";"  842186 (  399801,  1284570)";"25376";" 294004 (  67669,  520339)";" 197984 (  58125,  337844)";" 14541 (  5195,  23887)";" 53131 (  18089,   88174)";"  95637 (  32559,  158714)";"19%"
"2015-01-19";"84";" 74888 ( 43700,  106077)";"1727";"  816809 (  393718,  1239901)";"24568";" 284630 (  67947,  501313)";" 191625 (  57824,  325425)";" 14171 (  5173,  23168)";" 51449 (  17923,   84974)";"  92608 (  32262,  152954)";"19%"
"2015-01-18";"83";" 73161 ( 43159,  103163)";"1684";"  792242 (  387619,  1196864)";"23785";" 275563 (  68127,  482999)";" 185476 (  57477,  313475)";" 13810 (  5148,  22472)";" 49821 (  17748,   81894)";"  89679 (  31947,  147410)";"19%"
"2015-01-17";"82";" 71477 ( 42619,  100336)";"1641";"  768456 (  381512,  1155400)";"23029";" 266794 (  68218,  465371)";" 179531 (  57085,  301976)";" 13459 (  5120,  21798)";" 48247 (  17565,   78930)";"  86845 (  31617,  142073)";"19%"
"2015-01-16";"81";" 69836 ( 42079,   97593)";"1600";"  745427 (  375405,  1115449)";"22297";" 258313 (  68224,  448403)";" 173782 (  56653,  290912)";" 13118 (  5090,  21145)";" 46725 (  17374,   76076)";"  84105 (  31273,  136937)";"19%"
"2015-01-15";"80";" 68236 ( 41539,   94932)";"1560";"  723130 (  369305,  1076955)";"21590";" 250110 (  68150,  432070)";" 168225 (  56185,  280265)";" 12785 (  5058,  20512)";" 45253 (  17176,   73329)";"  81455 (  30917,  131992)";"20%"
"2015-01-14";"79";" 66676 ( 41001,   92351)";"1521";"  701540 (  363218,  1039862)";"20905";" 242176 (  68004,  416348)";" 162851 (  55683,  270020)";" 12462 (  5024,  19900)";" 43828 (  16972,   70685)";"  78891 (  30549,  127233)";"20%"
"2015-01-13";"78";" 65155 ( 40464,   89846)";"1483";"  680635 (  357151,  1004119)";"20243";" 234502 (  67790,  401215)";" 157656 (  55150,  260162)";" 12147 (  4988,  19306)";" 42451 (  16762,   68140)";"  76411 (  30171,  122651)";"20%"
"2015-01-12";"77";" 63672 ( 39929,   87415)";"1446";"  660392 (  351109,   969675)";"19603";" 227080 (  67512,  386648)";" 152632 (  54589,  250675)";" 11841 (  4951,  18732)";" 41118 (  16547,   65690)";"  74013 (  29785,  118241)";"20%"
"2015-01-11";"76";" 62226 ( 39396,   85056)";"1410";"  640789 (  345097,   936482)";"18983";" 219901 (  67176,  372627)";" 147774 (  54003,  241546)";" 11543 (  4912,  18175)";" 39829 (  16328,   63331)";"  71693 (  29390,  113996)";"20%"
"2015-01-10";"75";" 60816 ( 38865,   82768)";"1375";"  621806 (  339120,   904492)";"18384";" 212958 (  66786,  359130)";" 143078 (  53394,  232761)";" 11253 (  4871,  17636)";" 38583 (  16105,   61060)";"  69449 (  28989,  109909)";"20%"
"2015-01-09";"74";" 59442 ( 38337,   80546)";"1340";"  603422 (  333182,   873661)";"17805";" 206242 (  66346,  346137)";" 138536 (  52765,  224307)";" 10971 (  4829,  17114)";" 37377 (  15879,   58874)";"  67278 (  28582,  105974)";"20%"
"2015-01-08";"73";" 58101 ( 37812,   78391)";"1307";"  585617 (  327289,   843945)";"17244";" 199745 (  65860,  333630)";" 134144 (  52118,  216171)";" 10696 (  4785,  16608)";" 36210 (  15650,   56770)";"  65178 (  28171,  102186)";"20%"
"2015-01-07";"72";" 56794 ( 37290,   76299)";"1275";"  568373 (  321442,   815303)";"16702";" 193462 (  65333,  321591)";" 129898 (  51454,  208341)";" 10429 (  4741,  16118)";" 35082 (  15419,   54744)";"  63147 (  27755,   98540)";"20%"
"2015-01-06";"71";" 55519 ( 36771,   74268)";"1243";"  551670 (  315646,   787695)";"16178";" 187384 (  64766,  310001)";" 125792 (  50777,  200806)";" 10169 (  4695,  15643)";" 33990 (  15187,   52794)";"  61182 (  27336,   95029)";"21%"
"2015-01-05";"70";" 54276 ( 36255,   72297)";"1213";"  535492 (  309904,   761081)";"15671";" 181505 (  64165,  298844)";" 121821 (  50088,  193554)";"  9916 (  4649,  15183)";" 32934 (  14953,   50916)";"  59282 (  26915,   91648)";"21%"
"2015-01-04";"69";" 53063 ( 35743,   70383)";"1183";"  519822 (  304218,   735425)";"15180";" 175818 (  63532,  288104)";" 117981 (  49388,  186574)";"  9670 (  4601,  14738)";" 31913 (  14718,   49108)";"  57443 (  26492,   88394)";"21%"
"2015-01-03";"68";" 51880 ( 35235,   68526)";"1154";"  504642 (  298592,   710691)";"14705";" 170317 (  62870,  277764)";" 114267 (  48679,  179856)";"  9430 (  4553,  14306)";" 30924 (  14482,   47367)";"  55664 (  26067,   85260)";"21%"
"2015-01-02";"67";" 50727 ( 34731,   66723)";"1125";"  489936 (  293028,   686845)";"14246";" 164995 (  62181,  267809)";" 110676 (  47963,  173390)";"  9197 (  4505,  13888)";" 29968 (  14246,   45690)";"  53943 (  25643,   82243)";"21%"
"2015-01-01";"66";" 49601 ( 34230,   64972)";"1098";"  475690 (  287527,   663853)";"13802";" 159847 (  61470,  258225)";" 107203 (  47240,  167166)";"  8969 (  4455,  13484)";" 29043 (  14010,   44076)";"  52278 (  25218,   79337)";"21%"
