"Date";"Days from today";"Cases (reported)";"New daily cases (reported)";"Cases (total)";"New daily cases (total)";"Incubation period";"Infectious and unreported";"Undergoing treatment";"CDC 25% ETU target";"CDC 45% reduced transmission target";"Reporting quotient"
"2015-04-13";"168";"343017 (81171, 604863)";"8031";"6633889 (1225926, 12041852)";"193075";"2230595 (242323, 4218866)";"1612692 (188648, 3036735)";"70239 (9260, 131217)";"420733 (64396, 777070)";"757319 (115912, 1398725)";"12%"
"2015-04-12";"167";"334986 (80226, 589747)";"7863";"6440814 (1204917, 11676712)";"187962";"2171707 (236423, 4106992)";"1567860 (185069, 2950651)";"68683 (9175, 128191)";"409136 (63118, 755153)";"736444 (113613, 1359276)";"12%"
"2015-04-11";"166";"327124 (79292, 574956)";"7697";"6252852 (1184408, 11321296)";"182956";"2114034 (230892, 3997177)";"1524074 (181674, 2866473)";"67155 (9095, 125215)";"397807 (61894, 733721)";"716053 (111408, 1320697)";"12%"
"2015-04-10";"165";"319427 (78368, 560486)";"7534";"6069896 (1164370, 10975421)";"178056";"2057571 (225704, 3889438)";"1481319 (178448, 2784191)";"65654 (9017, 122290)";"386743 (60718, 712769)";"696138 (109292, 1282984)";"12%"
"2015-04-09";"164";"311893 (77454, 546332)";"7373";"5891840 (1144772, 10638907)";"173261";"2002309 (220832, 3783787)";"1439584 (175377, 2703791)";"64179 (8943, 119416)";"375941 (59588, 692294)";"676694 (107258, 1246130)";"12%"
"2015-04-08";"163";"304520 (76549, 532491)";"7215";"5718578 (1125589, 10311568)";"168571";"1948243 (216252, 3680233)";"1398854 (172448, 2625261)";"62732 (8871, 116593)";"365397 (58499, 672294)";"657714 (105299, 1210129)";"12%"
"2015-04-07";"162";"297305 (75653, 518957)";"7060";"5550008 (1106794,  9993221)";"163984";"1895362 (211943, 3578781)";"1359115 (169648, 2548583)";"61311 (8802, 113821)";"355107 (57450, 652763)";"639192 (103410, 1174974)";"12%"
"2015-04-06";"161";"290245 (74764, 505726)";"6907";"5386024 (1088367,  9683682)";"159499";"1843657 (207881, 3479433)";"1320353 (166967, 2473739)";"59917 (8734, 111099)";"345067 (56437, 633698)";"621121 (101587, 1140656)";"12%"
"2015-04-05";"160";"283338 (73883, 492793)";"6757";"5226525 (1070284,  9382766)";"155116";"1793117 (204048, 3382187)";"1282552 (164393, 2400711)";"58549 (8669, 108429)";"335275 (55458, 615093)";"603495 ( 99824, 1107167)";"12%"
"2015-04-04";"159";"276581 (73009, 480154)";"6609";"5071409 (1052529,  9090289)";"150834";"1743730 (200423, 3287037)";"1245697 (161917, 2329476)";"57207 (8605, 105810)";"325726 (54509, 596943)";"586307 ( 98116, 1074498)";"12%"
