"Date";"Days from today";"PPE (m3)";"PPE (tons)";"Body bags (m3)";"Body bags (tons)";"Chlorine (m3)";"Chlorine (tons)";"Medical supplies (m3)";"Medical supplies (tons)";"Lab supplies (m3)";"Lab supplies (tons)";"Total (m3)";"Total (tons)"
"2015-04-19";"158";"522.5 (283.7, 761.4)";"108.6 (58.9, 158.2)";"1.4 (0.8, 2.0)";"0.1 (0.1, 0.2)";"0.6 (0.3, 0.8)";"0.6 (0.3, 0.8)";"8.1 (4.4, 11.8)";"4.0 (2.2, 5.9)";"0.9 (0.5, 1.3)";"0.4 (0.2, 0.6)";"533.5 (289.6, 777.3)";"113.8 (61.7, 165.8)"
"2015-04-18";"157";"518.5 (282.2, 754.8)";"107.7 (58.6, 156.9)";"1.4 (0.8, 2.0)";"0.1 (0.1, 0.2)";"0.6 (0.3, 0.8)";"0.6 (0.3, 0.8)";"8.0 (4.4, 11.7)";"4.0 (2.2, 5.8)";"0.9 (0.5, 1.3)";"0.4 (0.2, 0.6)";"529.3 (288.1, 770.6)";"112.9 (61.4, 164.3)"
"2015-04-17";"156";"514.5 (280.7, 748.2)";"106.9 (58.3, 155.5)";"1.4 (0.8, 2.0)";"0.1 (0.1, 0.2)";"0.6 (0.3, 0.8)";"0.6 (0.3, 0.8)";"7.9 (4.3, 11.6)";"4.0 (2.2, 5.8)";"0.9 (0.5, 1.3)";"0.4 (0.2, 0.6)";"525.2 (286.6, 763.8)";"112.0 (61.1, 162.9)"
"2015-04-16";"155";"510.5 (279.3, 741.6)";"106.1 (58.0, 154.1)";"1.4 (0.8, 2.0)";"0.1 (0.1, 0.2)";"0.5 (0.3, 0.8)";"0.5 (0.3, 0.8)";"7.9 (4.3, 11.5)";"3.9 (2.2, 5.7)";"0.9 (0.5, 1.2)";"0.4 (0.2, 0.6)";"521.1 (285.1, 757.1)";"111.1 (60.8, 161.4)"
"2015-04-15";"154";"506.4 (277.9, 735.0)";"105.2 (57.7, 152.8)";"1.4 (0.7, 2.0)";"0.1 (0.1, 0.2)";"0.5 (0.3, 0.8)";"0.5 (0.3, 0.8)";"7.8 (4.3, 11.4)";"3.9 (2.1, 5.7)";"0.9 (0.5, 1.2)";"0.4 (0.2, 0.6)";"517.0 (283.7, 750.4)";"110.2 (60.5, 160.0)"
"2015-04-14";"153";"502.5 (276.5, 728.5)";"104.4 (57.5, 151.4)";"1.3 (0.7, 2.0)";"0.1 (0.1, 0.2)";"0.5 (0.3, 0.8)";"0.5 (0.3, 0.8)";"7.8 (4.3, 11.3)";"3.9 (2.1, 5.6)";"0.8 (0.5, 1.2)";"0.4 (0.2, 0.6)";"513.0 (282.2, 743.7)";"109.4 (60.2, 158.6)"
"2015-04-13";"152";"498.5 (275.1, 722.0)";"103.6 (57.2, 150.0)";"1.3 (0.7, 1.9)";"0.1 (0.1, 0.2)";"0.5 (0.3, 0.8)";"0.5 (0.3, 0.8)";"7.7 (4.2, 11.1)";"3.8 (2.1, 5.6)";"0.8 (0.5, 1.2)";"0.4 (0.2, 0.6)";"508.9 (280.8, 737.1)";"108.5 (59.9, 157.2)"
"2015-04-12";"151";"494.6 (273.7, 715.5)";"102.8 (56.9, 148.7)";"1.3 (0.7, 1.9)";"0.1 (0.1, 0.2)";"0.5 (0.3, 0.8)";"0.5 (0.3, 0.8)";"7.6 (4.2, 11.0)";"3.8 (2.1, 5.5)";"0.8 (0.5, 1.2)";"0.4 (0.2, 0.6)";"504.9 (279.4, 730.4)";"107.7 (59.6, 155.8)"
"2015-04-11";"150";"490.7 (272.3, 709.0)";"102.0 (56.6, 147.4)";"1.3 (0.7, 1.9)";"0.1 (0.1, 0.2)";"0.5 (0.3, 0.8)";"0.5 (0.3, 0.8)";"7.6 (4.2, 11.0)";"3.8 (2.1, 5.5)";"0.8 (0.5, 1.2)";"0.4 (0.2, 0.6)";"500.9 (278.0, 723.9)";"106.8 (59.3, 154.3)"
"2015-04-10";"149";"486.8 (270.9, 702.6)";"101.2 (56.3, 146.0)";"1.3 (0.7, 1.9)";"0.1 (0.1, 0.2)";"0.5 (0.3, 0.8)";"0.5 (0.3, 0.8)";"7.5 (4.2, 10.9)";"3.8 (2.1, 5.4)";"0.8 (0.5, 1.2)";"0.4 (0.2, 0.6)";"496.9 (276.6, 717.3)";"106.0 (59.0, 153.0)"
"2015-04-09";"148";"482.9 (269.6, 696.2)";"100.4 (56.0, 144.7)";"1.3 (0.7, 1.9)";"0.1 (0.1, 0.2)";"0.5 (0.3, 0.7)";"0.5 (0.3, 0.7)";"7.5 (4.2, 10.8)";"3.7 (2.1, 5.4)";"0.8 (0.5, 1.2)";"0.4 (0.2, 0.6)";"493.0 (275.2, 710.8)";"105.1 (58.7, 151.6)"
"2015-04-08";"147";"479.0 (268.2, 689.8)";" 99.5 (55.7, 143.4)";"1.3 (0.7, 1.9)";"0.1 (0.1, 0.2)";"0.5 (0.3, 0.7)";"0.5 (0.3, 0.7)";"7.4 (4.1, 10.7)";"3.7 (2.1, 5.3)";"0.8 (0.5, 1.2)";"0.4 (0.2, 0.6)";"489.0 (273.8, 704.2)";"104.3 (58.4, 150.2)"
"2015-04-07";"146";"475.2 (266.9, 683.5)";" 98.8 (55.5, 142.0)";"1.3 (0.7, 1.8)";"0.1 (0.1, 0.2)";"0.5 (0.3, 0.7)";"0.5 (0.3, 0.7)";"7.3 (4.1, 10.6)";"3.7 (2.1, 5.3)";"0.8 (0.4, 1.1)";"0.4 (0.2, 0.6)";"485.1 (272.4, 697.8)";"103.4 (58.1, 148.8)"
"2015-04-06";"145";"471.4 (265.5, 677.2)";" 98.0 (55.2, 140.7)";"1.3 (0.7, 1.8)";"0.1 (0.1, 0.2)";"0.5 (0.3, 0.7)";"0.5 (0.3, 0.7)";"7.3 (4.1, 10.5)";"3.6 (2.1, 5.2)";"0.8 (0.4, 1.1)";"0.4 (0.2, 0.5)";"481.2 (271.1, 691.3)";"102.6 (57.8, 147.4)"
"2015-04-05";"144";"467.6 (264.2, 670.9)";" 97.2 (54.9, 139.4)";"1.3 (0.7, 1.8)";"0.1 (0.1, 0.2)";"0.5 (0.3, 0.7)";"0.5 (0.3, 0.7)";"7.2 (4.1, 10.4)";"3.6 (2.0, 5.2)";"0.8 (0.4, 1.1)";"0.4 (0.2, 0.5)";"477.3 (269.7, 684.9)";"101.8 (57.5, 146.0)"
"2015-04-04";"143";"463.8 (262.9, 664.7)";" 96.4 (54.6, 138.1)";"1.2 (0.7, 1.8)";"0.1 (0.1, 0.2)";"0.5 (0.3, 0.7)";"0.5 (0.3, 0.7)";"7.2 (4.1, 10.3)";"3.6 (2.0, 5.1)";"0.8 (0.4, 1.1)";"0.4 (0.2, 0.5)";"473.5 (268.4, 678.5)";"101.0 (57.2, 144.7)"
"2015-04-03";"142";"460.0 (261.6, 658.5)";" 95.6 (54.4, 136.8)";"1.2 (0.7, 1.8)";"0.1 (0.1, 0.2)";"0.5 (0.3, 0.7)";"0.5 (0.3, 0.7)";"7.1 (4.0, 10.2)";"3.6 (2.0, 5.1)";"0.8 (0.4, 1.1)";"0.4 (0.2, 0.5)";"469.6 (267.1, 672.2)";"100.1 (56.9, 143.3)"
"2015-04-02";"141";"456.3 (260.3, 652.3)";" 94.8 (54.1, 135.6)";"1.2 (0.7, 1.8)";"0.1 (0.1, 0.2)";"0.5 (0.3, 0.7)";"0.5 (0.3, 0.7)";"7.0 (4.0, 10.1)";"3.5 (2.0, 5.0)";"0.8 (0.4, 1.1)";"0.4 (0.2, 0.5)";"465.8 (265.7, 665.9)";" 99.3 (56.7, 142.0)"
"2015-04-01";"140";"452.6 (259.0, 646.1)";" 94.1 (53.8, 134.3)";"1.2 (0.7, 1.7)";"0.1 (0.1, 0.2)";"0.5 (0.3, 0.7)";"0.5 (0.3, 0.7)";"7.0 (4.0, 10.0)";"3.5 (2.0, 5.0)";"0.8 (0.4, 1.1)";"0.4 (0.2, 0.5)";"462.0 (264.4, 659.6)";" 98.5 (56.4, 140.7)"
"2015-03-31";"139";"448.9 (257.7, 640.0)";" 93.3 (53.6, 133.0)";"1.2 (0.7, 1.7)";"0.1 (0.1, 0.2)";"0.5 (0.3, 0.7)";"0.5 (0.3, 0.7)";"6.9 (4.0,  9.9)";"3.5 (2.0, 4.9)";"0.8 (0.4, 1.1)";"0.4 (0.2, 0.5)";"458.3 (263.1, 653.4)";" 97.7 (56.1, 139.3)"
"2015-03-30";"138";"445.2 (256.5, 633.9)";" 92.5 (53.3, 131.7)";"1.2 (0.7, 1.7)";"0.1 (0.1, 0.2)";"0.5 (0.3, 0.7)";"0.5 (0.3, 0.7)";"6.9 (4.0,  9.8)";"3.4 (2.0, 4.9)";"0.7 (0.4, 1.1)";"0.4 (0.2, 0.5)";"454.5 (261.8, 647.2)";" 96.9 (55.8, 138.0)"
"2015-03-29";"137";"441.5 (255.2, 627.9)";" 91.8 (53.0, 130.5)";"1.2 (0.7, 1.7)";"0.1 (0.1, 0.2)";"0.5 (0.3, 0.7)";"0.5 (0.3, 0.7)";"6.8 (3.9,  9.7)";"3.4 (2.0, 4.8)";"0.7 (0.4, 1.1)";"0.4 (0.2, 0.5)";"450.8 (260.5, 641.0)";" 96.1 (55.6, 136.7)"
"2015-03-28";"136";"437.9 (253.9, 621.9)";" 91.0 (52.8, 129.2)";"1.2 (0.7, 1.7)";"0.1 (0.1, 0.2)";"0.5 (0.3, 0.7)";"0.5 (0.3, 0.7)";"6.8 (3.9,  9.6)";"3.4 (2.0, 4.8)";"0.7 (0.4, 1.0)";"0.4 (0.2, 0.5)";"447.0 (259.2, 634.8)";" 95.3 (55.3, 135.4)"
"2015-03-27";"135";"434.3 (252.7, 615.9)";" 90.3 (52.5, 128.0)";"1.2 (0.7, 1.7)";"0.1 (0.1, 0.2)";"0.5 (0.3, 0.7)";"0.5 (0.3, 0.7)";"6.7 (3.9,  9.5)";"3.4 (2.0, 4.8)";"0.7 (0.4, 1.0)";"0.3 (0.2, 0.5)";"443.4 (258.0, 628.8)";" 94.5 (55.0, 134.1)"
"2015-03-26";"134";"430.7 (251.4, 610.0)";" 89.5 (52.3, 126.8)";"1.2 (0.7, 1.6)";"0.1 (0.1, 0.2)";"0.5 (0.3, 0.7)";"0.5 (0.3, 0.7)";"6.7 (3.9,  9.4)";"3.3 (1.9, 4.7)";"0.7 (0.4, 1.0)";"0.3 (0.2, 0.5)";"439.7 (256.7, 622.7)";" 93.8 (54.7, 132.8)"
"2015-03-25";"133";"427.1 (250.2, 604.1)";" 88.8 (52.0, 125.5)";"1.1 (0.7, 1.6)";"0.1 (0.1, 0.2)";"0.5 (0.3, 0.6)";"0.5 (0.3, 0.6)";"6.6 (3.9,  9.3)";"3.3 (1.9, 4.7)";"0.7 (0.4, 1.0)";"0.3 (0.2, 0.5)";"436.1 (255.4, 616.7)";" 93.0 (54.5, 131.5)"
"2015-03-24";"132";"423.6 (249.0, 598.2)";" 88.0 (51.7, 124.3)";"1.1 (0.7, 1.6)";"0.1 (0.1, 0.2)";"0.5 (0.3, 0.6)";"0.5 (0.3, 0.6)";"6.5 (3.8,  9.2)";"3.3 (1.9, 4.6)";"0.7 (0.4, 1.0)";"0.3 (0.2, 0.5)";"432.4 (254.2, 610.7)";" 92.2 (54.2, 130.2)"
"2015-03-23";"131";"420.0 (247.7, 592.3)";" 87.3 (51.5, 123.1)";"1.1 (0.7, 1.6)";"0.1 (0.1, 0.2)";"0.5 (0.3, 0.6)";"0.5 (0.3, 0.6)";"6.5 (3.8,  9.1)";"3.2 (1.9, 4.6)";"0.7 (0.4, 1.0)";"0.3 (0.2, 0.5)";"428.8 (252.9, 604.7)";" 91.4 (53.9, 128.9)"
"2015-03-22";"130";"416.5 (246.5, 586.6)";" 86.6 (51.2, 121.9)";"1.1 (0.7, 1.6)";"0.1 (0.1, 0.2)";"0.4 (0.3, 0.6)";"0.4 (0.3, 0.6)";"6.4 (3.8,  9.1)";"3.2 (1.9, 4.5)";"0.7 (0.4, 1.0)";"0.3 (0.2, 0.5)";"425.2 (251.7, 598.8)";" 90.7 (53.7, 127.7)"
"2015-03-21";"129";"413.0 (245.3, 580.8)";" 85.8 (51.0, 120.7)";"1.1 (0.7, 1.6)";"0.1 (0.1, 0.2)";"0.4 (0.3, 0.6)";"0.4 (0.3, 0.6)";"6.4 (3.8,  9.0)";"3.2 (1.9, 4.5)";"0.7 (0.4, 1.0)";"0.3 (0.2, 0.5)";"421.7 (250.4, 592.9)";" 89.9 (53.4, 126.4)"
"2015-03-20";"128";"409.6 (244.1, 575.1)";" 85.1 (50.7, 119.5)";"1.1 (0.7, 1.5)";"0.1 (0.1, 0.2)";"0.4 (0.3, 0.6)";"0.4 (0.3, 0.6)";"6.3 (3.8,  8.9)";"3.2 (1.9, 4.4)";"0.7 (0.4, 1.0)";"0.3 (0.2, 0.5)";"418.1 (249.2, 587.1)";" 89.2 (53.1, 125.2)"
"2015-03-19";"127";"406.1 (242.9, 569.4)";" 84.4 (50.5, 118.3)";"1.1 (0.7, 1.5)";"0.1 (0.1, 0.2)";"0.4 (0.3, 0.6)";"0.4 (0.3, 0.6)";"6.3 (3.8,  8.8)";"3.1 (1.9, 4.4)";"0.7 (0.4, 1.0)";"0.3 (0.2, 0.5)";"414.6 (247.9, 581.3)";" 88.4 (52.9, 123.9)"
"2015-03-18";"126";"402.7 (241.7, 563.8)";" 83.7 (50.2, 117.2)";"1.1 (0.6, 1.5)";"0.1 (0.1, 0.2)";"0.4 (0.3, 0.6)";"0.4 (0.3, 0.6)";"6.2 (3.7,  8.7)";"3.1 (1.9, 4.4)";"0.7 (0.4, 0.9)";"0.3 (0.2, 0.5)";"411.1 (246.7, 575.5)";" 87.7 (52.6, 122.7)"
"2015-03-17";"125";"399.3 (240.4, 558.1)";" 83.0 (50.0, 116.0)";"1.1 (0.6, 1.5)";"0.1 (0.1, 0.1)";"0.4 (0.3, 0.6)";"0.4 (0.3, 0.6)";"6.2 (3.7,  8.6)";"3.1 (1.9, 4.3)";"0.7 (0.4, 0.9)";"0.3 (0.2, 0.4)";"407.6 (245.5, 569.8)";" 86.9 (52.3, 121.5)"
"2015-03-16";"124";"395.9 (239.3, 552.6)";" 82.3 (49.7, 114.8)";"1.1 (0.6, 1.5)";"0.1 (0.1, 0.1)";"0.4 (0.3, 0.6)";"0.4 (0.3, 0.6)";"6.1 (3.7,  8.5)";"3.1 (1.8, 4.3)";"0.7 (0.4, 0.9)";"0.3 (0.2, 0.4)";"404.2 (244.3, 564.1)";" 86.2 (52.1, 120.3)"
"2015-03-15";"123";"392.6 (238.1, 547.1)";" 81.6 (49.5, 113.7)";"1.1 (0.6, 1.5)";"0.1 (0.1, 0.1)";"0.4 (0.3, 0.6)";"0.4 (0.3, 0.6)";"6.1 (3.7,  8.4)";"3.0 (1.8, 4.2)";"0.7 (0.4, 0.9)";"0.3 (0.2, 0.4)";"400.8 (243.0, 558.5)";" 85.5 (51.8, 119.1)"
"2015-03-14";"122";"389.2 (236.9, 541.6)";" 80.9 (49.2, 112.5)";"1.0 (0.6, 1.5)";"0.1 (0.1, 0.1)";"0.4 (0.3, 0.6)";"0.4 (0.3, 0.6)";"6.0 (3.7,  8.4)";"3.0 (1.8, 4.2)";"0.7 (0.4, 0.9)";"0.3 (0.2, 0.4)";"397.4 (241.8, 552.9)";" 84.7 (51.6, 117.9)"
"2015-03-13";"121";"385.9 (235.7, 536.1)";" 80.2 (49.0, 111.4)";"1.0 (0.6, 1.4)";"0.1 (0.1, 0.1)";"0.4 (0.3, 0.6)";"0.4 (0.3, 0.6)";"6.0 (3.6,  8.3)";"3.0 (1.8, 4.1)";"0.6 (0.4, 0.9)";"0.3 (0.2, 0.4)";"394.0 (240.6, 547.3)";" 84.0 (51.3, 116.7)"
"2015-03-12";"120";"382.6 (234.5, 530.7)";" 79.5 (48.7, 110.3)";"1.0 (0.6, 1.4)";"0.1 (0.1, 0.1)";"0.4 (0.3, 0.6)";"0.4 (0.3, 0.6)";"5.9 (3.6,  8.2)";"3.0 (1.8, 4.1)";"0.6 (0.4, 0.9)";"0.3 (0.2, 0.4)";"390.6 (239.4, 541.8)";" 83.3 (51.0, 115.5)"
"2015-03-11";"119";"379.4 (233.4, 525.4)";" 78.8 (48.5, 109.2)";"1.0 (0.6, 1.4)";"0.1 (0.1, 0.1)";"0.4 (0.3, 0.6)";"0.4 (0.3, 0.6)";"5.9 (3.6,  8.1)";"2.9 (1.8, 4.1)";"0.6 (0.4, 0.9)";"0.3 (0.2, 0.4)";"387.3 (238.2, 536.3)";" 82.6 (50.8, 114.4)"
"2015-03-10";"118";"376.1 (232.2, 520.0)";" 78.2 (48.2, 108.1)";"1.0 (0.6, 1.4)";"0.1 (0.1, 0.1)";"0.4 (0.2, 0.6)";"0.4 (0.2, 0.6)";"5.8 (3.6,  8.0)";"2.9 (1.8, 4.0)";"0.6 (0.4, 0.9)";"0.3 (0.2, 0.4)";"384.0 (237.0, 530.9)";" 81.9 (50.5, 113.2)"
"2015-03-09";"117";"372.9 (231.0, 514.7)";" 77.5 (48.0, 107.0)";"1.0 (0.6, 1.4)";"0.1 (0.1, 0.1)";"0.4 (0.2, 0.6)";"0.4 (0.2, 0.6)";"5.8 (3.6,  7.9)";"2.9 (1.8, 4.0)";"0.6 (0.4, 0.9)";"0.3 (0.2, 0.4)";"380.7 (235.8, 525.5)";" 81.2 (50.3, 112.1)"
"2015-03-08";"116";"369.7 (229.8, 509.5)";" 76.8 (47.8, 105.9)";"1.0 (0.6, 1.4)";"0.1 (0.1, 0.1)";"0.4 (0.2, 0.5)";"0.4 (0.2, 0.5)";"5.7 (3.5,  7.9)";"2.9 (1.8, 3.9)";"0.6 (0.4, 0.9)";"0.3 (0.2, 0.4)";"377.4 (234.6, 520.1)";" 80.5 (50.0, 110.9)"
"2015-03-07";"115";"366.5 (228.7, 504.3)";" 76.2 (47.5, 104.8)";"1.0 (0.6, 1.4)";"0.1 (0.1, 0.1)";"0.4 (0.2, 0.5)";"0.4 (0.2, 0.5)";"5.7 (3.5,  7.8)";"2.8 (1.8, 3.9)";"0.6 (0.4, 0.8)";"0.3 (0.2, 0.4)";"374.1 (233.4, 514.8)";" 79.8 (49.8, 109.8)"
"2015-03-06";"114";"363.3 (227.5, 499.1)";" 75.5 (47.3, 103.7)";"1.0 (0.6, 1.3)";"0.1 (0.1, 0.1)";"0.4 (0.2, 0.5)";"0.4 (0.2, 0.5)";"5.6 (3.5,  7.7)";"2.8 (1.8, 3.9)";"0.6 (0.4, 0.8)";"0.3 (0.2, 0.4)";"370.9 (232.3, 509.5)";" 79.1 (49.5, 108.6)"
"2015-03-05";"113";"360.2 (226.4, 494.0)";" 74.8 (47.0, 102.7)";"1.0 (0.6, 1.3)";"0.1 (0.1, 0.1)";"0.4 (0.2, 0.5)";"0.4 (0.2, 0.5)";"5.6 (3.5,  7.6)";"2.8 (1.7, 3.8)";"0.6 (0.4, 0.8)";"0.3 (0.2, 0.4)";"367.7 (231.1, 504.3)";" 78.4 (49.3, 107.5)"
"2015-03-04";"112";"357.0 (225.2, 488.9)";" 74.2 (46.8, 101.6)";"1.0 (0.6, 1.3)";"0.1 (0.1, 0.1)";"0.4 (0.2, 0.5)";"0.4 (0.2, 0.5)";"5.5 (3.5,  7.6)";"2.8 (1.7, 3.8)";"0.6 (0.4, 0.8)";"0.3 (0.2, 0.4)";"364.5 (229.9, 499.1)";" 77.7 (49.0, 106.4)"
"2015-03-03";"111";"353.9 (224.0, 483.8)";" 73.6 (46.6, 100.5)";"1.0 (0.6, 1.3)";"0.1 (0.1, 0.1)";"0.4 (0.2, 0.5)";"0.4 (0.2, 0.5)";"5.5 (3.5,  7.5)";"2.7 (1.7, 3.7)";"0.6 (0.4, 0.8)";"0.3 (0.2, 0.4)";"361.3 (228.7, 493.9)";" 77.0 (48.8, 105.3)"
"2015-03-02";"110";"350.9 (222.9, 478.8)";" 72.9 (46.3,  99.5)";"0.9 (0.6, 1.3)";"0.1 (0.1, 0.1)";"0.4 (0.2, 0.5)";"0.4 (0.2, 0.5)";"5.4 (3.4,  7.4)";"2.7 (1.7, 3.7)";"0.6 (0.4, 0.8)";"0.3 (0.2, 0.4)";"358.2 (227.5, 488.8)";" 76.4 (48.5, 104.2)"
"2015-03-01";"109";"347.8 (221.7, 473.8)";" 72.3 (46.1,  98.5)";"0.9 (0.6, 1.3)";"0.1 (0.1, 0.1)";"0.4 (0.2, 0.5)";"0.4 (0.2, 0.5)";"5.4 (3.4,  7.3)";"2.7 (1.7, 3.7)";"0.6 (0.4, 0.8)";"0.3 (0.2, 0.4)";"355.1 (226.4, 483.7)";" 75.7 (48.3, 103.1)"
"2015-02-28";"108";"344.8 (220.6, 468.9)";" 71.6 (45.8,  97.4)";"0.9 (0.6, 1.3)";"0.1 (0.1, 0.1)";"0.4 (0.2, 0.5)";"0.4 (0.2, 0.5)";"5.3 (3.4,  7.2)";"2.7 (1.7, 3.6)";"0.6 (0.4, 0.8)";"0.3 (0.2, 0.4)";"352.0 (225.2, 478.7)";" 75.0 (48.0, 102.1)"
"2015-02-27";"107";"341.8 (219.5, 464.0)";" 71.0 (45.6,  96.4)";"0.9 (0.6, 1.2)";"0.1 (0.1, 0.1)";"0.4 (0.2, 0.5)";"0.4 (0.2, 0.5)";"5.3 (3.4,  7.2)";"2.6 (1.7, 3.6)";"0.6 (0.4, 0.8)";"0.3 (0.2, 0.4)";"348.9 (224.0, 473.7)";" 74.4 (47.8, 101.0)"
"2015-02-26";"106";"338.8 (218.3, 459.2)";" 70.4 (45.4,  95.4)";"0.9 (0.6, 1.2)";"0.1 (0.1, 0.1)";"0.4 (0.2, 0.5)";"0.4 (0.2, 0.5)";"5.2 (3.4,  7.1)";"2.6 (1.7, 3.5)";"0.6 (0.4, 0.8)";"0.3 (0.2, 0.4)";"345.8 (222.9, 468.8)";" 73.7 (47.5, 100.0)"
"2015-02-25";"105";"335.8 (217.2, 454.4)";" 69.8 (45.1,  94.4)";"0.9 (0.6, 1.2)";"0.1 (0.1, 0.1)";"0.4 (0.2, 0.5)";"0.4 (0.2, 0.5)";"5.2 (3.4,  7.0)";"2.6 (1.7, 3.5)";"0.6 (0.4, 0.8)";"0.3 (0.2, 0.4)";"342.8 (221.7, 463.9)";" 73.1 (47.3,  98.9)"
"2015-02-24";"104";"332.8 (216.1, 449.6)";" 69.2 (44.9,  93.4)";"0.9 (0.6, 1.2)";"0.1 (0.1, 0.1)";"0.4 (0.2, 0.5)";"0.4 (0.2, 0.5)";"5.1 (3.3,  6.9)";"2.6 (1.7, 3.5)";"0.6 (0.4, 0.8)";"0.3 (0.2, 0.4)";"339.8 (220.6, 459.0)";" 72.5 (47.0,  97.9)"
"2015-02-23";"103";"329.9 (214.9, 444.9)";" 68.6 (44.7,  92.5)";"0.9 (0.6, 1.2)";"0.1 (0.1, 0.1)";"0.4 (0.2, 0.5)";"0.4 (0.2, 0.5)";"5.1 (3.3,  6.9)";"2.5 (1.7, 3.4)";"0.6 (0.4, 0.7)";"0.3 (0.2, 0.4)";"336.8 (219.4, 454.2)";" 71.8 (46.8,  96.8)"
