"Date";"Days from today";"Cases (reported)";"New daily cases (reported)";"Cases (total)";"New daily cases (total)";"Incubation period";"Infectious and unreported";"Undergoing treatment";"CDC 25% ETU target";"CDC 45% reduced transmission target";"Reporting quotient"
"2015-03-30";"138";"249607 (26903, 472310)";" 4628 ( -587,  9843)";"1293202 ( 96927, 2489477)";" 23355 ( -2646,  49357)";"268085 (-29909, 566080)";"184191 (-23173, 391555)";"36161 (-4616,  76938)";"55088 ( 2254, 107922)";" 99158 ( 4057, 194259)";"40%"
"2015-03-29";"137";"244979 (27467, 462491)";" 4557 ( -586,  9701)";"1269847 ( 99370, 2440323)";" 23033 ( -2688,  48755)";"264418 (-30421, 559256)";"181403 (-23167, 385972)";"35568 (-4549,  75685)";"54243 ( 2126, 106359)";" 97637 ( 3827, 191446)";"40%"
"2015-03-28";"136";"240421 (28031, 452811)";" 4487 ( -584,  9558)";"1246813 (101873, 2391754)";" 22711 ( -2723,  48146)";"260745 (-30858, 552348)";"178623 (-23114, 380359)";"34979 (-4475,  74432)";"53400 ( 2011, 104790)";" 96121 ( 3619, 188622)";"40%"
"2015-03-27";"135";"235934 (28596, 443272)";" 4417 ( -581,  9415)";"1224102 (104426, 2343778)";" 22389 ( -2752,  47530)";"257070 (-31222, 545362)";"175852 (-23015, 374720)";"34394 (-4393,  73181)";"52562 ( 1908, 103215)";" 94611 ( 3434, 185788)";"40%"
"2015-03-26";"134";"231517 (29159, 433874)";" 4348 ( -577,  9272)";"1201713 (107023, 2296404)";" 22066 ( -2774,  46907)";"253395 (-31513, 538303)";"173094 (-22872, 369059)";"33814 (-4304,  71932)";"51727 ( 1817, 101636)";" 93108 ( 3271, 182946)";"40%"
"2015-03-25";"133";"227169 (29720, 424619)";" 4278 ( -572,  9128)";"1179647 (109656, 2249638)";" 21744 ( -2791,  46279)";"249721 (-31733, 531175)";"170348 (-22685, 363380)";"33239 (-4209,  70686)";"50897 ( 1739, 100054)";" 91614 ( 3130, 180098)";"40%"
"2015-03-24";"132";"222891 (30276, 415506)";" 4209 ( -565,  8984)";"1157903 (112317, 2203488)";" 21423 ( -2801,  45646)";"246051 (-31882, 523984)";"167615 (-22457, 357687)";"32668 (-4108,  69444)";"50071 ( 1672,  98470)";" 90128 ( 3009, 177246)";"40%"
"2015-03-23";"131";"218682 (30828, 406536)";" 4141 ( -558,  8839)";"1136480 (114999, 2157961)";" 21102 ( -2805,  45008)";"242387 (-31962, 516735)";"164898 (-22188, 351985)";"32102 (-4002,  68206)";"49250 ( 1616,  96885)";" 88650 ( 2908, 174393)";"40%"
"2015-03-22";"130";"214541 (31373, 397710)";" 4072 ( -550,  8695)";"1115378 (117696, 2113061)";" 20781 ( -2803,  44365)";"238730 (-31975, 509434)";"162198 (-21882, 346278)";"31542 (-3890,  66974)";"48435 ( 1570,  95300)";" 87183 ( 2826, 171539)";"40%"
"2015-03-21";"129";"210469 (31911, 389027)";" 4005 ( -541,  8550)";"1094597 (120400, 2068794)";" 20462 ( -2795,  43719)";"235083 (-31922, 502087)";"159514 (-21540, 340569)";"30987 (-3773,  65748)";"47625 ( 1535,  93716)";" 85726 ( 2763, 168688)";"40%"
"2015-03-20";"128";"206464 (32440, 380488)";" 3938 ( -531,  8406)";"1074135 (123105, 2025166)";" 20143 ( -2782,  43069)";"231447 (-31805, 494699)";"156850 (-21163, 334863)";"30438 (-3652,  64528)";"46822 ( 1510,  92134)";" 84280 ( 2718, 165841)";"40%"
"2015-03-19";"127";"202527 (32961, 372093)";" 3871 ( -520,  8262)";"1053992 (125805, 1982179)";" 19826 ( -2764,  42417)";"227825 (-31626, 487275)";"154205 (-20753, 329163)";"29894 (-3527,  63315)";"46025 ( 1494,  90555)";" 82845 ( 2690, 162999)";"40%"
"2015-03-18";"126";"198656 (33471, 363841)";" 3805 ( -508,  8118)";"1034166 (128493, 1939839)";" 19511 ( -2741,  41762)";"224217 (-31388, 479823)";"151580 (-20313, 323474)";"29357 (-3398,  62111)";"45234 ( 1488,  88981)";" 81422 ( 2678, 160166)";"40%"
"2015-03-17";"125";"194851 (33970, 355732)";" 3739 ( -496,  7974)";"1014655 (131164, 1898146)";" 19196 ( -2712,  41105)";"220627 (-31092, 472346)";"148978 (-19843, 317799)";"28825 (-3265,  60916)";"44451 ( 1490,  87412)";" 80011 ( 2681, 157341)";"40%"
"2015-03-16";"124";"191112 (34457, 347767)";" 3674 ( -483,  7831)";" 995459 (133812, 1857106)";" 18884 ( -2679,  40447)";"217056 (-30741, 464852)";"146398 (-19347, 312142)";"28300 (-3130,  59729)";"43674 ( 1500,  85849)";" 78614 ( 2699, 154528)";"40%"
"2015-03-15";"123";"187438 (34932, 339944)";" 3610 ( -470,  7689)";" 976575 (136431, 1816718)";" 18573 ( -2642,  39788)";"213504 (-30337, 457345)";"143841 (-18825, 306507)";"27780 (-2993,  58553)";"42905 ( 1517,  84293)";" 77230 ( 2731, 151728)";"40%"
"2015-03-14";"122";"183828 (35394, 332263)";" 3546 ( -456,  7547)";" 958001 (139018, 1776984)";" 18265 ( -2600,  39129)";"209975 (-29882, 449831)";"141308 (-18281, 300897)";"27267 (-2853,  57387)";"42144 ( 1542,  82746)";" 75859 ( 2776, 148942)";"40%"
"2015-03-13";"121";"180283 (35842, 324723)";" 3483 ( -441,  7406)";" 939736 (141566, 1737906)";" 17958 ( -2553,  38470)";"206468 (-29380, 442317)";"138801 (-17714, 295316)";"26761 (-2711,  56232)";"41390 ( 1574,  81207)";" 74503 ( 2833, 146173)";"40%"
"2015-03-12";"120";"176800 (36276, 317324)";" 3420 ( -426,  7266)";" 921778 (144072, 1699484)";" 17654 ( -2504,  37812)";"202987 (-28832, 434807)";"136320 (-17128, 289767)";"26261 (-2567,  55089)";"40645 ( 1612,  79678)";" 73161 ( 2902, 143421)";"40%"
"2015-03-11";"119";"173380 (36695, 310065)";" 3358 ( -411,  7127)";" 904124 (146530, 1661717)";" 17352 ( -2450,  37155)";"199532 (-28242, 427306)";"133864 (-16525, 284254)";"25768 (-2423,  53958)";"39908 ( 1656,  78160)";" 71834 ( 2981, 140688)";"40%"
"2015-03-10";"118";"170022 (37098, 302945)";" 3297 ( -395,  6989)";" 886771 (148938, 1624605)";" 17053 ( -2393,  36499)";"196105 (-27611, 419821)";"131437 (-15905, 278779)";"25281 (-2277,  52839)";"39179 ( 1705,  76654)";" 70523 ( 3069, 137977)";"40%"
"2015-03-09";"117";"166724 (37486, 295963)";" 3237 ( -378,  6852)";" 869718 (151291, 1588146)";" 16756 ( -2333,  35845)";"192707 (-26943, 412357)";"129036 (-15272, 273345)";"24801 (-2131,  51733)";"38459 ( 1759,  75159)";" 69227 ( 3167, 135287)";"40%"
"2015-03-08";"116";"163488 (37857, 289118)";" 3177 ( -362,  6716)";" 852962 (153585, 1552340)";" 16462 ( -2270,  35194)";"189339 (-26240, 404918)";"126665 (-14626, 267955)";"24328 (-1984,  50641)";"37748 ( 1818,  73678)";" 67947 ( 3273, 132621)";"40%"
"2015-03-07";"115";"160310 (38213, 282408)";" 3118 ( -345,  6582)";" 836500 (155818, 1517182)";" 16171 ( -2204,  34546)";"186002 (-25505, 397509)";"124322 (-13969, 262613)";"23862 (-1838,  49562)";"37046 ( 1881,  72211)";" 66683 ( 3386, 129979)";"40%"
"2015-03-06";"114";"157192 (38551, 275833)";" 3060 ( -328,  6448)";" 820329 (157987, 1482672)";" 15882 ( -2136,  33901)";"182698 (-24740, 390136)";"122008 (-13303, 257319)";"23403 (-1692,  48497)";"36353 ( 1948,  70757)";" 65435 ( 3506, 127363)";"40%"
"2015-03-05";"113";"154132 (38873, 269392)";" 3003 ( -311,  6316)";" 804447 (160088, 1448806)";" 15597 ( -2065,  33259)";"179427 (-23948, 382803)";"119724 (-12630, 252078)";"22950 (-1546,  47446)";"35669 ( 2018,  69319)";" 64203 ( 3632, 124774)";"40%"
"2015-03-04";"112";"151130 (39177, 263082)";" 2946 ( -294,  6186)";" 788850 (162120, 1415580)";" 15315 ( -1992,  32622)";"176191 (-23132, 375514)";"117470 (-11951, 246892)";"22505 (-1401,  46410)";"34994 ( 2091,  67896)";" 62989 ( 3764, 122214)";"40%"
"2015-03-03";"111";"148184 (39465, 256903)";" 2890 ( -277,  6056)";" 773535 (164080, 1382991)";" 15036 ( -1918,  31989)";"172991 (-22293, 368274)";"115247 (-11268, 241762)";"22066 (-1257,  45389)";"34328 ( 2167,  66490)";" 61791 ( 3900, 119682)";"40%"
"2015-03-02";"110";"145294 (39735, 250853)";" 2835 ( -259,  5929)";" 758500 (165966, 1351033)";" 14760 ( -1842,  31361)";"169826 (-21435, 361088)";"113054 (-10582, 236690)";"21634 (-1114,  44382)";"33672 ( 2244,  65100)";" 60610 ( 4040, 117180)";"40%"
"2015-03-01";"109";"142459 (39987, 244931)";" 2780 ( -242,  5803)";" 743740 (167776, 1319704)";" 14487 ( -1765,  30738)";"166699 (-20560, 353958)";"110893 ( -9894, 231679)";"21210 ( -972,  43392)";"33026 ( 2324,  63727)";" 59446 ( 4183, 114709)";"40%"
"2015-02-28";"108";"139679 (40222, 239135)";" 2727 ( -224,  5678)";" 729253 (169510, 1288997)";" 14218 ( -1686,  30121)";"163609 (-19670, 346889)";"108762 ( -9206, 226730)";"20792 ( -832,  42416)";"32389 ( 2405,  62372)";" 58299 ( 4329, 112270)";"40%"
"2015-02-27";"107";"136952 (40440, 233463)";" 2674 ( -207,  5555)";" 715036 (171165, 1258906)";" 13952 ( -1606,  29510)";"160558 (-18768, 339884)";"106663 ( -8519, 221845)";"20381 ( -694,  41456)";"31761 ( 2488,  61035)";" 57170 ( 4478, 109862)";"40%"
"2015-02-26";"106";"134277 (40640, 227915)";" 2622 ( -190,  5434)";" 701084 (172740, 1229428)";" 13689 ( -1526,  28904)";"157546 (-17856, 332947)";"104596 ( -7834, 217026)";"19977 ( -557,  40512)";"31143 ( 2571,  59716)";" 56058 ( 4628, 107488)";"40%"
"2015-02-25";"105";"131655 (40823, 222487)";" 2571 ( -173,  5315)";" 687395 (174235, 1200554)";" 13430 ( -1445,  28305)";"154573 (-16935, 326081)";"102560 ( -7153, 212273)";"19580 ( -423,  39584)";"30535 ( 2655,  58415)";" 54963 ( 4779, 105148)";"40%"
"2015-02-24";"104";"129084 (40989, 217179)";" 2521 ( -155,  5197)";" 673965 (175649, 1172280)";" 13175 ( -1363,  27713)";"151641 (-16008, 319290)";"100556 ( -6476, 207588)";"19190 ( -291,  38671)";"29937 ( 2739,  57134)";" 53886 ( 4930, 102842)";"40%"
"2015-02-23";"103";"126563 (41138, 211989)";" 2471 ( -139,  5081)";" 660790 (176982, 1144598)";" 12923 ( -1282,  27127)";"148749 (-15078, 312575)";" 98584 ( -5804, 202972)";"18807 ( -161,  37775)";"29348 ( 2823,  55872)";" 52826 ( 5082, 100570)";"40%"
"2015-02-22";"102";"124092 (41269, 206915)";" 2423 ( -122,  4967)";" 647867 (178233, 1117502)";" 12674 ( -1200,  26549)";"145897 (-14145, 305940)";" 96644 ( -5140, 198427)";"18430 (  -33,  36894)";"28768 ( 2907,  54630)";" 51783 ( 5233,  98333)";"40%"
"2015-02-21";"101";"121669 (41384, 201955)";" 2375 ( -105,  4854)";" 635193 (179401, 1090984)";" 12430 ( -1118,  25978)";"143087 (-13212, 299386)";" 94735 ( -4482, 193952)";"18061 (   92,  36030)";"28199 ( 2991,  53407)";" 50758 ( 5384,  96132)";"40%"
"2015-02-20";"100";"119295 (41483, 197107)";" 2328 (  -89,  4744)";" 622763 (180488, 1065038)";" 12189 ( -1036,  25414)";"140319 (-12280, 292918)";" 92858 ( -3833, 189549)";"17698 (  214,  35181)";"27639 ( 3074,  52204)";" 49750 ( 5534,  93966)";"40%"
"2015-02-19";"99";"116967 (41565, 192370)";" 2281 (  -73,  4635)";" 610574 (181493, 1039655)";" 11951 (  -955,  24858)";"137592 (-11352, 286535)";" 91013 ( -3192, 185218)";"17341 (  333,  34349)";"27088 ( 3156,  51020)";" 48759 ( 5682,  91837)";"40%"
"2015-02-18";"98";"114686 (41630, 187742)";" 2236 (  -57,  4528)";" 598623 (182417, 1014829)";" 11718 (  -874,  24310)";"134907 (-10428, 280241)";" 89199 ( -2562, 180960)";"16991 (  450,  33532)";"26548 ( 3238,  49857)";" 47786 ( 5828,  89743)";"40%"
"2015-02-17";"97";"112450 (41680, 183220)";" 2191 (  -41,  4423)";" 586905 (183260,  990551)";" 11488 (  -794,  23770)";"132263 ( -9510, 274037)";" 87417 ( -1942, 176775)";"16648 (  564,  32732)";"26016 ( 3318,  48715)";" 46829 ( 5972,  87686)";"40%"
"2015-02-16";"96";"110259 (41715, 178804)";" 2147 (  -26,  4320)";" 575418 (184022,  966813)";" 11261 (  -715,  23237)";"129662 ( -8600, 267924)";" 85666 ( -1332, 172663)";"16311 (  675,  31947)";"25494 ( 3396,  47592)";" 45889 ( 6113,  85666)";"40%"
"2015-02-15";"95";"108112 (41734, 174491)";" 2104 (  -11,  4219)";" 564156 (184705,  943607)";" 11039 (  -636,  22714)";"127103 ( -7699, 261905)";" 83946 (  -735, 168626)";"15980 (  783,  31178)";"24981 ( 3473,  46490)";" 44967 ( 6252,  83682)";"40%"
"2015-02-14";"94";"106009 (41738, 170279)";" 2061 (    4,  4119)";" 553118 (185309,  920926)";" 10820 (  -559,  22198)";"124585 ( -6809, 255979)";" 82256 (  -149, 164662)";"15656 (  888,  30425)";"24478 ( 3549,  45408)";" 44061 ( 6387,  81734)";"40%"
"2015-02-13";"93";"103947 (41728, 166167)";" 2020 (   18,  4022)";" 542298 (185835,  898761)";" 10604 (  -482,  21691)";"122110 ( -5929, 250149)";" 80598 (   424, 160772)";"15338 (  990,  29687)";"23984 ( 3622,  44346)";" 43171 ( 6520,  79823)";"40%"
"2015-02-12";"92";"101927 (41703, 162152)";" 1979 (   32,  3926)";" 531694 (186285,  877102)";" 10393 (  -406,  21192)";"119676 ( -5061, 244414)";" 78970 (   985, 156955)";"15027 ( 1088,  28965)";"23499 ( 3694,  43304)";" 42298 ( 6649,  77948)";"40%"
"2015-02-11";"91";" 99948 (41664, 158233)";" 1939 (   46,  3832)";" 521301 (186659,  855943)";" 10185 (  -332,  20702)";"117284 ( -4207, 238776)";" 77372 (  1532, 153212)";"14721 ( 1184,  28258)";"23023 ( 3764,  42283)";" 41442 ( 6774,  76109)";"40%"
"2015-02-10";"90";" 98009 (41611, 154407)";" 1900 (   59,  3740)";" 511116 (186958,  835274)";"  9980 (  -259,  20220)";"114934 ( -3368, 233236)";" 75804 (  2065, 149542)";"14421 ( 1277,  27566)";"22556 ( 3831,  41282)";" 40601 ( 6896,  74307)";"40%"
"2015-02-09";"89";" 96110 (41545, 150674)";" 1861 (   72,  3650)";" 501136 (187185,  815087)";"  9780 (  -187,  19747)";"112625 ( -2543, 227793)";" 74266 (  2585, 145946)";"14128 ( 1366,  26889)";"22098 ( 3897,  40300)";" 39777 ( 7014,  72540)";"40%"
"2015-02-08";"88";" 94249 (41467, 147031)";" 1823 (   85,  3562)";" 491356 (187339,  795373)";"  9582 (  -117,  19282)";"110357 ( -1734, 222448)";" 72756 (  3091, 142422)";"13840 ( 1453,  26227)";"21649 ( 3960,  39339)";" 38968 ( 7127,  70809)";"40%"
"2015-02-07";"87";" 92425 (41375, 143476)";" 1786 (   97,  3475)";" 481774 (187424,  776124)";"  9389 (   -48,  18826)";"108130 (  -941, 217201)";" 71276 (  3583, 138970)";"13558 ( 1536,  25580)";"21209 ( 4021,  38397)";" 38176 ( 7237,  69114)";"40%"
"2015-02-06";"86";" 90639 (41271, 140007)";" 1750 (  109,  3391)";" 472385 (187439,  757330)";"  9199 (    19,  18379)";"105944 (  -165, 212052)";" 69825 (  4061, 135589)";"13282 ( 1617,  24947)";"20777 ( 4079,  37474)";" 37398 ( 7342,  67454)";"40%"
"2015-02-05";"85";" 88890 (41156, 136623)";" 1714 (  120,  3308)";" 463186 (187388,  738984)";"  9012 (    85,  17940)";"103797 (   593, 207002)";" 68402 (  4524, 132280)";"13011 ( 1694,  24328)";"20353 ( 4135,  36571)";" 36636 ( 7443,  65829)";"40%"
"2015-02-04";"84";" 87176 (41029, 133322)";" 1679 (  131,  3227)";" 454174 (187270,  721077)";"  8829 (   149,  17510)";"101691 (  1333, 202049)";" 67007 (  4973, 129041)";"12746 ( 1768,  23724)";"19938 ( 4189,  35688)";" 35889 ( 7540,  64238)";"40%"
"2015-02-03";"83";" 85496 (40890, 130102)";" 1645 (  142,  3147)";" 445344 (187089,  703600)";"  8650 (   211,  17088)";" 99624 (  2055, 197193)";" 65639 (  5407, 125872)";"12486 ( 1840,  23133)";"19531 ( 4240,  34823)";" 35157 ( 7632,  62681)";"40%"
"2015-02-02";"82";" 83852 (40741, 126962)";" 1611 (  153,  3070)";" 436694 (186845,  686544)";"  8474 (   272,  16675)";" 97596 (  2758, 192434)";" 64299 (  5827, 122771)";"12232 ( 1908,  22556)";"19133 ( 4289,  33977)";" 34439 ( 7720,  61159)";"40%"
"2015-02-01";"81";" 82240 (40582, 123899)";" 1578 (  163,  2994)";" 428221 (186540,  669902)";"  8301 (   331,  16270)";" 95607 (  3442, 187772)";" 62986 (  6232, 119739)";"11983 ( 1974,  21993)";"18742 ( 4335,  33150)";" 33736 ( 7803,  59669)";"40%"
"2015-01-31";"80";" 80662 (40413, 120912)";" 1546 (  172,  2920)";" 419920 (186177,  653664)";"  8131 (   389,  15874)";" 93657 (  4107, 183206)";" 61699 (  6623, 116775)";"11739 ( 2036,  21442)";"18360 ( 4379,  32341)";" 33047 ( 7881,  58213)";"40%"
"2015-01-30";"79";" 79116 (40233, 117999)";" 1514 (  182,  2847)";" 411789 (185756,  637822)";"  7965 (   445,  15486)";" 91744 (  4753, 178735)";" 60438 (  7000, 113877)";"11501 ( 2096,  20905)";"17985 ( 4420,  31550)";" 32372 ( 7956,  56789)";"40%"
"2015-01-29";"78";" 77602 (40045, 115158)";" 1484 (  191,  2776)";" 403824 (185279,  622368)";"  7802 (   499,  15106)";" 89869 (  5379, 174359)";" 59203 (  7362, 111044)";"11267 ( 2153,  20381)";"17618 ( 4458,  30777)";" 31712 ( 8025,  55398)";"40%"
"2015-01-28";"77";" 76118 (39848, 112388)";" 1453 (  199,  2707)";" 396021 (184748,  607294)";"  7643 (   551,  14734)";" 88031 (  5986, 170076)";" 57994 (  7710, 108277)";"11038 ( 2207,  19869)";"17258 ( 4495,  30021)";" 31064 ( 8091,  54038)";"40%"
"2015-01-27";"76";" 74665 (39642, 109688)";" 1424 (  208,  2639)";" 388378 (184166,  592591)";"  7486 (   602,  14371)";" 86229 (  6573, 165886)";" 56809 (  8045, 105573)";"10814 ( 2259,  19370)";"16906 ( 4529,  29283)";" 30430 ( 8151,  52709)";"40%"
