"Date";"Days from today";"PPE (m3)";"PPE (tons)";"Body bags (m3)";"Body bags (tons)";"Chlorine (m3)";"Chlorine (tons)";"Medical supplies (m3)";"Medical supplies (tons)";"Lab supplies (m3)";"Lab supplies (tons)";"Total (m3)";"Total (tons)"
"2015-04-17";"156";"3734.7 ( 773.4, 6696.0)";"776.1 (160.7, 1391.5)";"10.0 (2.1, 18.0)";"1.0 (0.2, 1.8)";"4.0 (0.8, 7.2)";"4.0 (0.8, 7.2)";"57.7 (11.9, 103.4)";"28.8 (6.0, 51.7)";"6.3 (1.3, 11.2)";"3.0 (0.6, 5.4)";"3812.7 ( 789.5, 6835.8)";"813.0 (168.3, 1457.6)"
"2015-04-16";"155";"3693.7 ( 746.0, 6641.4)";"767.6 (155.0, 1380.2)";" 9.9 (2.0, 17.8)";"1.0 (0.2, 1.8)";"4.0 (0.8, 7.1)";"4.0 (0.8, 7.1)";"57.0 (11.5, 102.6)";"28.5 (5.8, 51.3)";"6.2 (1.3, 11.1)";"3.0 (0.6, 5.4)";"3770.8 ( 761.6, 6780.1)";"804.1 (162.4, 1445.7)"
"2015-04-15";"154";"3652.1 ( 719.4, 6584.9)";"759.0 (149.5, 1368.4)";" 9.8 (1.9, 17.7)";"1.0 (0.2, 1.8)";"3.9 (0.8, 7.1)";"3.9 (0.8, 7.1)";"56.4 (11.1, 101.7)";"28.2 (5.6, 50.8)";"6.1 (1.2, 11.1)";"2.9 (0.6, 5.3)";"3728.4 ( 734.4, 6722.4)";"795.0 (156.6, 1433.4)"
"2015-04-14";"153";"3610.0 ( 693.4, 6526.7)";"750.2 (144.1, 1356.3)";" 9.7 (1.9, 17.5)";"1.0 (0.2, 1.8)";"3.9 (0.7, 7.0)";"3.9 (0.7, 7.0)";"55.8 (10.7, 100.8)";"27.9 (5.4, 50.4)";"6.1 (1.2, 11.0)";"2.9 (0.6, 5.3)";"3685.4 ( 707.9, 6662.9)";"785.9 (150.9, 1420.8)"
"2015-04-13";"152";"3567.4 ( 668.2, 6466.7)";"741.4 (138.9, 1343.9)";" 9.6 (1.8, 17.4)";"1.0 (0.2, 1.7)";"3.8 (0.7, 6.9)";"3.8 (0.7, 6.9)";"55.1 (10.3,  99.9)";"27.5 (5.2, 49.9)";"6.0 (1.1, 10.9)";"2.9 (0.5, 5.2)";"3641.9 ( 682.1, 6601.8)";"776.6 (145.4, 1407.7)"
"2015-04-12";"151";"3524.4 ( 643.6, 6405.2)";"732.4 (133.8, 1331.1)";" 9.5 (1.7, 17.2)";"0.9 (0.2, 1.7)";"3.8 (0.7, 6.9)";"3.8 (0.7, 6.9)";"54.4 ( 9.9,  98.9)";"27.2 (5.0, 49.5)";"5.9 (1.1, 10.8)";"2.8 (0.5, 5.2)";"3598.0 ( 657.1, 6538.9)";"767.2 (140.1, 1394.3)"
"2015-04-11";"150";"3480.9 ( 619.8, 6342.0)";"723.4 (128.8, 1318.0)";" 9.3 (1.7, 17.0)";"0.9 (0.2, 1.7)";"3.7 (0.7, 6.8)";"3.7 (0.7, 6.8)";"53.8 ( 9.6,  97.9)";"26.9 (4.8, 49.0)";"5.8 (1.0, 10.6)";"2.8 (0.5, 5.1)";"3553.6 ( 632.7, 6474.4)";"757.7 (134.9, 1380.6)"
"2015-04-10";"149";"3437.0 ( 596.7, 6277.3)";"714.3 (124.0, 1304.5)";" 9.2 (1.6, 16.9)";"0.9 (0.2, 1.7)";"3.7 (0.6, 6.7)";"3.7 (0.6, 6.7)";"53.1 ( 9.2,  96.9)";"26.5 (4.6, 48.5)";"5.8 (1.0, 10.5)";"2.8 (0.5, 5.1)";"3508.8 ( 609.2, 6408.4)";"748.2 (129.9, 1366.5)"
"2015-04-09";"148";"3392.7 ( 574.3, 6211.1)";"705.1 (119.4, 1290.8)";" 9.1 (1.5, 16.7)";"0.9 (0.2, 1.7)";"3.6 (0.6, 6.7)";"3.6 (0.6, 6.7)";"52.4 ( 8.9,  95.9)";"26.2 (4.4, 48.0)";"5.7 (1.0, 10.4)";"2.7 (0.5, 5.0)";"3463.6 ( 586.3, 6340.8)";"738.6 (125.0, 1352.1)"
"2015-04-08";"147";"3348.1 ( 552.7, 6143.6)";"695.8 (114.9, 1276.7)";" 9.0 (1.5, 16.5)";"0.9 (0.1, 1.7)";"3.6 (0.6, 6.6)";"3.6 (0.6, 6.6)";"51.7 ( 8.5,  94.9)";"25.9 (4.3, 47.4)";"5.6 (0.9, 10.3)";"2.7 (0.4, 5.0)";"3418.1 ( 564.3, 6271.9)";"728.8 (120.3, 1337.4)"
"2015-04-07";"146";"3303.2 ( 531.9, 6074.6)";"686.5 (110.5, 1262.4)";" 8.9 (1.4, 16.3)";"0.9 (0.1, 1.6)";"3.5 (0.6, 6.5)";"3.5 (0.6, 6.5)";"51.0 ( 8.2,  93.8)";"25.5 (4.1, 46.9)";"5.5 (0.9, 10.2)";"2.7 (0.4, 4.9)";"3372.2 ( 543.0, 6201.5)";"719.1 (115.8, 1322.4)"
"2015-04-06";"145";"3258.1 ( 511.7, 6004.4)";"677.1 (106.3, 1247.8)";" 8.8 (1.4, 16.1)";"0.9 (0.1, 1.6)";"3.5 (0.5, 6.5)";"3.5 (0.5, 6.5)";"50.3 ( 7.9,  92.7)";"25.2 (4.0, 46.4)";"5.5 (0.9, 10.1)";"2.6 (0.4, 4.8)";"3326.1 ( 522.4, 6129.8)";"709.2 (111.4, 1307.1)"
"2015-04-05";"144";"3212.7 ( 492.4, 5933.0)";"667.7 (102.3, 1233.0)";" 8.6 (1.3, 15.9)";"0.9 (0.1, 1.6)";"3.5 (0.5, 6.4)";"3.5 (0.5, 6.4)";"49.6 ( 7.6,  91.6)";"24.8 (3.8, 45.8)";"5.4 (0.8, 10.0)";"2.6 (0.4, 4.8)";"3279.8 ( 502.6, 6056.9)";"699.4 (107.2, 1291.5)"
"2015-04-04";"143";"3167.1 ( 473.7, 5860.5)";"658.2 ( 98.5, 1217.9)";" 8.5 (1.3, 15.7)";"0.9 (0.1, 1.6)";"3.4 (0.5, 6.3)";"3.4 (0.5, 6.3)";"48.9 ( 7.3,  90.5)";"24.5 (3.7, 45.3)";"5.3 (0.8,  9.8)";"2.6 (0.4, 4.7)";"3233.3 ( 483.6, 5982.9)";"689.4 (103.1, 1275.8)"
"2015-04-03";"142";"3121.4 ( 455.9, 5786.9)";"648.7 ( 94.7, 1202.6)";" 8.4 (1.2, 15.5)";"0.8 (0.1, 1.6)";"3.4 (0.5, 6.2)";"3.4 (0.5, 6.2)";"48.2 ( 7.0,  89.4)";"24.1 (3.5, 44.7)";"5.2 (0.8,  9.7)";"2.5 (0.4, 4.7)";"3186.6 ( 465.4, 5907.7)";"679.5 ( 99.2, 1259.7)"
"2015-04-02";"141";"3075.5 ( 438.7, 5712.3)";"639.1 ( 91.2, 1187.1)";" 8.3 (1.2, 15.3)";"0.8 (0.1, 1.5)";"3.3 (0.5, 6.1)";"3.3 (0.5, 6.1)";"47.5 ( 6.8,  88.2)";"23.7 (3.4, 44.1)";"5.2 (0.7,  9.6)";"2.5 (0.4, 4.6)";"3139.7 ( 447.9, 5831.6)";"669.5 ( 95.5, 1243.5)"
"2015-04-01";"140";"3029.5 ( 422.3, 5636.8)";"629.6 ( 87.8, 1171.4)";" 8.1 (1.1, 15.1)";"0.8 (0.1, 1.5)";"3.3 (0.5, 6.1)";"3.3 (0.5, 6.1)";"46.8 ( 6.5,  87.1)";"23.4 (3.3, 43.5)";"5.1 (0.7,  9.5)";"2.4 (0.3, 4.5)";"3092.8 ( 431.1, 5754.5)";"659.5 ( 91.9, 1227.0)"
"2015-03-31";"139";"2983.5 ( 406.6, 5560.4)";"620.0 ( 84.5, 1155.5)";" 8.0 (1.1, 14.9)";"0.8 (0.1, 1.5)";"3.2 (0.4, 6.0)";"3.2 (0.4, 6.0)";"46.1 ( 6.3,  85.9)";"23.0 (3.1, 42.9)";"5.0 (0.7,  9.3)";"2.4 (0.3, 4.5)";"3045.8 ( 415.1, 5676.5)";"649.5 ( 88.5, 1210.4)"
"2015-03-30";"138";"2937.5 ( 391.7, 5483.2)";"610.4 ( 81.4, 1139.5)";" 7.9 (1.1, 14.7)";"0.8 (0.1, 1.5)";"3.2 (0.4, 5.9)";"3.2 (0.4, 5.9)";"45.4 ( 6.0,  84.7)";"22.7 (3.0, 42.3)";"4.9 (0.7,  9.2)";"2.4 (0.3, 4.4)";"2998.8 ( 399.9, 5597.7)";"639.4 ( 85.3, 1193.6)"
"2015-03-29";"137";"2891.4 ( 377.4, 5405.3)";"600.9 ( 78.4, 1123.3)";" 7.8 (1.0, 14.5)";"0.8 (0.1, 1.5)";"3.1 (0.4, 5.8)";"3.1 (0.4, 5.8)";"44.7 ( 5.8,  83.5)";"22.3 (2.9, 41.7)";"4.9 (0.6,  9.1)";"2.3 (0.3, 4.4)";"2951.8 ( 385.3, 5518.2)";"629.4 ( 82.2, 1176.7)"
"2015-03-28";"136";"2845.3 ( 363.9, 5326.8)";"591.3 ( 75.6, 1107.0)";" 7.6 (1.0, 14.3)";"0.8 (0.1, 1.4)";"3.1 (0.4, 5.7)";"3.1 (0.4, 5.7)";"43.9 ( 5.6,  82.3)";"22.0 (2.8, 41.1)";"4.8 (0.6,  8.9)";"2.3 (0.3, 4.3)";"2904.8 ( 371.5, 5438.1)";"619.4 ( 79.2, 1159.6)"
"2015-03-27";"135";"2799.4 ( 351.0, 5247.8)";"581.8 ( 72.9, 1090.6)";" 7.5 (0.9, 14.1)";"0.8 (0.1, 1.4)";"3.0 (0.4, 5.6)";"3.0 (0.4, 5.6)";"43.2 ( 5.4,  81.0)";"21.6 (2.7, 40.5)";"4.7 (0.6,  8.8)";"2.3 (0.3, 4.2)";"2857.8 ( 358.3, 5357.3)";"609.4 ( 76.4, 1142.4)"
"2015-03-26";"134";"2753.5 ( 338.8, 5168.2)";"572.2 ( 70.4, 1074.0)";" 7.4 (0.9, 13.9)";"0.7 (0.1, 1.4)";"3.0 (0.4, 5.6)";"3.0 (0.4, 5.6)";"42.5 ( 5.2,  79.8)";"21.3 (2.6, 39.9)";"4.6 (0.6,  8.7)";"2.2 (0.3, 4.2)";"2811.0 ( 345.8, 5276.1)";"599.4 ( 73.7, 1125.0)"
"2015-03-25";"133";"2707.7 ( 327.2, 5088.2)";"562.7 ( 68.0, 1057.4)";" 7.3 (0.9, 13.7)";"0.7 (0.1, 1.4)";"2.9 (0.4, 5.5)";"2.9 (0.4, 5.5)";"41.8 ( 5.1,  78.6)";"20.9 (2.5, 39.3)";"4.5 (0.5,  8.5)";"2.2 (0.3, 4.1)";"2764.2 ( 334.0, 5194.4)";"589.4 ( 71.2, 1107.6)"
"2015-03-24";"132";"2662.1 ( 316.3, 5007.8)";"553.2 ( 65.7, 1040.7)";" 7.1 (0.8, 13.5)";"0.7 (0.1, 1.3)";"2.9 (0.3, 5.4)";"2.9 (0.3, 5.4)";"41.1 ( 4.9,  77.3)";"20.6 (2.4, 38.7)";"4.5 (0.5,  8.4)";"2.1 (0.3, 4.0)";"2717.7 ( 322.9, 5112.4)";"579.5 ( 68.9, 1090.1)"
"2015-03-23";"131";"2616.6 ( 306.0, 4927.2)";"543.8 ( 63.6, 1024.0)";" 7.0 (0.8, 13.2)";"0.7 (0.1, 1.3)";"2.8 (0.3, 5.3)";"2.8 (0.3, 5.3)";"40.4 ( 4.7,  76.1)";"20.2 (2.4, 38.0)";"4.4 (0.5,  8.3)";"2.1 (0.2, 4.0)";"2671.3 ( 312.4, 5030.1)";"569.6 ( 66.6, 1072.6)"
"2015-03-22";"130";"2571.4 ( 296.3, 4846.4)";"534.4 ( 61.6, 1007.2)";" 6.9 (0.8, 13.0)";"0.7 (0.1, 1.3)";"2.8 (0.3, 5.2)";"2.8 (0.3, 5.2)";"39.7 ( 4.6,  74.8)";"19.9 (2.3, 37.4)";"4.3 (0.5,  8.1)";"2.1 (0.2, 3.9)";"2625.1 ( 302.5, 4947.6)";"559.7 ( 64.5, 1055.0)"
"2015-03-21";"129";"2526.3 ( 287.2, 4765.5)";"525.0 ( 59.7,  990.3)";" 6.8 (0.8, 12.8)";"0.7 (0.1, 1.3)";"2.7 (0.3, 5.1)";"2.7 (0.3, 5.1)";"39.0 ( 4.4,  73.6)";"19.5 (2.2, 36.8)";"4.2 (0.5,  8.0)";"2.0 (0.2, 3.8)";"2579.1 ( 293.2, 4865.0)";"549.9 ( 62.5, 1037.4)"
"2015-03-20";"128";"2481.5 ( 278.7, 4684.4)";"515.7 ( 57.9,  973.5)";" 6.7 (0.7, 12.6)";"0.7 (0.1, 1.3)";"2.7 (0.3, 5.0)";"2.7 (0.3, 5.0)";"38.3 ( 4.3,  72.3)";"19.2 (2.2, 36.2)";"4.2 (0.5,  7.9)";"2.0 (0.2, 3.8)";"2533.4 ( 284.5, 4782.2)";"540.2 ( 60.7, 1019.7)"
"2015-03-19";"127";"2437.0 ( 270.7, 4603.3)";"506.5 ( 56.3,  956.6)";" 6.5 (0.7, 12.4)";"0.7 (0.1, 1.2)";"2.6 (0.3, 4.9)";"2.6 (0.3, 4.9)";"37.6 ( 4.2,  71.1)";"18.8 (2.1, 35.5)";"4.1 (0.5,  7.7)";"2.0 (0.2, 3.7)";"2487.9 ( 276.3, 4699.5)";"530.5 ( 58.9, 1002.1)"
"2015-03-18";"126";"2392.8 ( 263.3, 4522.4)";"497.3 ( 54.7,  939.8)";" 6.4 (0.7, 12.1)";"0.6 (0.1, 1.2)";"2.6 (0.3, 4.9)";"2.6 (0.3, 4.9)";"37.0 ( 4.1,  69.8)";"18.5 (2.0, 34.9)";"4.0 (0.4,  7.6)";"1.9 (0.2, 3.6)";"2442.8 ( 268.7, 4616.8)";"520.9 ( 57.3,  984.5)"
"2015-03-17";"125";"2348.9 ( 256.3, 4441.5)";"488.1 ( 53.3,  923.0)";" 6.3 (0.7, 11.9)";"0.6 (0.1, 1.2)";"2.5 (0.3, 4.8)";"2.5 (0.3, 4.8)";"36.3 ( 4.0,  68.6)";"18.1 (2.0, 34.3)";"3.9 (0.4,  7.5)";"1.9 (0.2, 3.6)";"2397.9 ( 261.7, 4534.2)";"511.3 ( 55.8,  966.9)"
"2015-03-16";"124";"2305.3 ( 249.8, 4360.8)";"479.1 ( 51.9,  906.2)";" 6.2 (0.7, 11.7)";"0.6 (0.1, 1.2)";"2.5 (0.3, 4.7)";"2.5 (0.3, 4.7)";"35.6 ( 3.9,  67.3)";"17.8 (1.9, 33.7)";"3.9 (0.4,  7.3)";"1.9 (0.2, 3.5)";"2353.5 ( 255.1, 4451.9)";"501.8 ( 54.4,  949.3)"
"2015-03-15";"123";"2262.1 ( 243.9, 4280.3)";"470.1 ( 50.7,  889.5)";" 6.1 (0.7, 11.5)";"0.6 (0.1, 1.1)";"2.4 (0.3, 4.6)";"2.4 (0.3, 4.6)";"34.9 ( 3.8,  66.1)";"17.5 (1.9, 33.1)";"3.8 (0.4,  7.2)";"1.8 (0.2, 3.4)";"2309.3 ( 248.9, 4369.7)";"492.4 ( 53.1,  931.8)"
"2015-03-14";"122";"2219.3 ( 238.3, 4200.2)";"461.2 ( 49.5,  872.9)";" 6.0 (0.6, 11.3)";"0.6 (0.1, 1.1)";"2.4 (0.3, 4.5)";"2.4 (0.3, 4.5)";"34.3 ( 3.7,  64.9)";"17.1 (1.8, 32.4)";"3.7 (0.4,  7.1)";"1.8 (0.2, 3.4)";"2265.6 ( 243.3, 4287.9)";"483.1 ( 51.9,  914.3)"
"2015-03-13";"121";"2176.8 ( 233.2, 4120.4)";"452.4 ( 48.5,  856.3)";" 5.8 (0.6, 11.1)";"0.6 (0.1, 1.1)";"2.3 (0.3, 4.4)";"2.3 (0.3, 4.4)";"33.6 ( 3.6,  63.6)";"16.8 (1.8, 31.8)";"3.7 (0.4,  6.9)";"1.8 (0.2, 3.3)";"2222.3 ( 238.1, 4206.4)";"473.9 ( 50.8,  897.0)"
"2015-03-12";"120";"2134.8 ( 228.5, 4041.0)";"443.6 ( 47.5,  839.8)";" 5.7 (0.6, 10.9)";"0.6 (0.1, 1.1)";"2.3 (0.2, 4.3)";"2.3 (0.2, 4.3)";"33.0 ( 3.5,  62.4)";"16.5 (1.8, 31.2)";"3.6 (0.4,  6.8)";"1.7 (0.2, 3.3)";"2179.3 ( 233.3, 4125.4)";"464.7 ( 49.7,  879.7)"
"2015-03-11";"119";"2093.1 ( 224.2, 3962.1)";"435.0 ( 46.6,  823.4)";" 5.6 (0.6, 10.6)";"0.6 (0.1, 1.1)";"2.2 (0.2, 4.3)";"2.2 (0.2, 4.3)";"32.3 ( 3.5,  61.2)";"16.2 (1.7, 30.6)";"3.5 (0.4,  6.7)";"1.7 (0.2, 3.2)";"2136.9 ( 228.9, 4044.8)";"455.6 ( 48.8,  862.5)"
"2015-03-10";"118";"2051.9 ( 220.2, 3883.6)";"426.4 ( 45.8,  807.1)";" 5.5 (0.6, 10.4)";"0.6 (0.1, 1.0)";"2.2 (0.2, 4.2)";"2.2 (0.2, 4.2)";"31.7 ( 3.4,  60.0)";"15.8 (1.7, 30.0)";"3.4 (0.4,  6.5)";"1.7 (0.2, 3.1)";"2094.8 ( 224.8, 3964.7)";"446.7 ( 47.9,  845.4)"
"2015-03-09";"117";"2011.2 ( 216.6, 3805.8)";"418.0 ( 45.0,  790.9)";" 5.4 (0.6, 10.2)";"0.5 (0.1, 1.0)";"2.2 (0.2, 4.1)";"2.2 (0.2, 4.1)";"31.1 ( 3.3,  58.8)";"15.5 (1.7, 29.4)";"3.4 (0.4,  6.4)";"1.6 (0.2, 3.1)";"2053.2 ( 221.2, 3885.2)";"437.8 ( 47.2,  828.5)"
"2015-03-08";"116";"1970.9 ( 213.4, 3728.5)";"409.6 ( 44.3,  774.8)";" 5.3 (0.6, 10.0)";"0.5 (0.1, 1.0)";"2.1 (0.2, 4.0)";"2.1 (0.2, 4.0)";"30.4 ( 3.3,  57.6)";"15.2 (1.6, 28.8)";"3.3 (0.4,  6.3)";"1.6 (0.2, 3.0)";"2012.1 ( 217.8, 3806.4)";"429.0 ( 46.4,  811.6)"
"2015-03-07";"115";"1931.2 ( 210.4, 3651.9)";"401.3 ( 43.7,  758.9)";" 5.2 (0.6,  9.8)";"0.5 (0.1, 1.0)";"2.1 (0.2, 3.9)";"2.1 (0.2, 3.9)";"29.8 ( 3.2,  56.4)";"14.9 (1.6, 28.2)";"3.2 (0.4,  6.1)";"1.6 (0.2, 2.9)";"1971.5 ( 214.8, 3728.2)";"420.4 ( 45.8,  795.0)"
"2015-03-06";"114";"1891.8 ( 207.7, 3575.9)";"393.2 ( 43.2,  743.1)";" 5.1 (0.6,  9.6)";"0.5 (0.1, 1.0)";"2.0 (0.2, 3.8)";"2.0 (0.2, 3.8)";"29.2 ( 3.2,  55.2)";"14.6 (1.6, 27.6)";"3.2 (0.3,  6.0)";"1.5 (0.2, 2.9)";"1931.4 ( 212.1, 3650.6)";"411.8 ( 45.2,  778.4)"
"2015-03-05";"113";"1853.0 ( 205.3, 3500.7)";"385.1 ( 42.7,  727.5)";" 5.0 (0.6,  9.4)";"0.5 (0.1, 0.9)";"2.0 (0.2, 3.8)";"2.0 (0.2, 3.8)";"28.6 ( 3.2,  54.1)";"14.3 (1.6, 27.0)";"3.1 (0.3,  5.9)";"1.5 (0.2, 2.8)";"1891.7 ( 209.6, 3573.8)";"403.4 ( 44.7,  762.1)"
"2015-03-04";"112";"1814.7 ( 203.2, 3426.3)";"377.1 ( 42.2,  712.0)";" 4.9 (0.5,  9.2)";"0.5 (0.1, 0.9)";"1.9 (0.2, 3.7)";"1.9 (0.2, 3.7)";"28.0 ( 3.1,  52.9)";"14.0 (1.6, 26.5)";"3.0 (0.3,  5.8)";"1.5 (0.2, 2.8)";"1852.6 ( 207.4, 3497.8)";"395.0 ( 44.2,  745.9)"
"2015-03-03";"111";"1777.0 ( 201.3, 3352.6)";"369.3 ( 41.8,  696.7)";" 4.8 (0.5,  9.0)";"0.5 (0.1, 0.9)";"1.9 (0.2, 3.6)";"1.9 (0.2, 3.6)";"27.4 ( 3.1,  51.8)";"13.7 (1.6, 25.9)";"3.0 (0.3,  5.6)";"1.4 (0.2, 2.7)";"1814.1 ( 205.5, 3422.6)";"386.8 ( 43.8,  729.8)"
"2015-03-02";"110";"1739.7 ( 199.6, 3279.8)";"361.5 ( 41.5,  681.6)";" 4.7 (0.5,  8.8)";"0.5 (0.1, 0.9)";"1.9 (0.2, 3.5)";"1.9 (0.2, 3.5)";"26.9 ( 3.1,  50.7)";"13.4 (1.5, 25.3)";"2.9 (0.3,  5.5)";"1.4 (0.2, 2.6)";"1776.0 ( 203.7, 3348.3)";"378.7 ( 43.4,  714.0)"
"2015-03-01";"109";"1703.0 ( 198.1, 3207.8)";"353.9 ( 41.2,  666.6)";" 4.6 (0.5,  8.6)";"0.5 (0.1, 0.9)";"1.8 (0.2, 3.4)";"1.8 (0.2, 3.4)";"26.3 ( 3.1,  49.5)";"13.1 (1.5, 24.8)";"2.9 (0.3,  5.4)";"1.4 (0.2, 2.6)";"1738.5 ( 202.2, 3274.8)";"370.7 ( 43.1,  698.3)"
"2015-02-28";"108";"1666.7 ( 196.7, 3136.7)";"346.4 ( 40.9,  651.9)";" 4.5 (0.5,  8.4)";"0.4 (0.1, 0.8)";"1.8 (0.2, 3.4)";"1.8 (0.2, 3.4)";"25.7 ( 3.0,  48.4)";"12.9 (1.5, 24.2)";"2.8 (0.3,  5.3)";"1.3 (0.2, 2.5)";"1701.5 ( 200.9, 3202.2)";"362.8 ( 42.8,  682.8)"
"2015-02-27";"107";"1631.1 ( 195.6, 3066.6)";"339.0 ( 40.7,  637.3)";" 4.4 (0.5,  8.2)";"0.4 (0.1, 0.8)";"1.8 (0.2, 3.3)";"1.8 (0.2, 3.3)";"25.2 ( 3.0,  47.4)";"12.6 (1.5, 23.7)";"2.7 (0.3,  5.1)";"1.3 (0.2, 2.5)";"1665.2 ( 199.7, 3130.6)";"355.1 ( 42.6,  667.6)"
"2015-02-26";"106";"1596.0 ( 194.6, 2997.3)";"331.7 ( 40.4,  622.9)";" 4.3 (0.5,  8.1)";"0.4 (0.1, 0.8)";"1.7 (0.2, 3.2)";"1.7 (0.2, 3.2)";"24.6 ( 3.0,  46.3)";"12.3 (1.5, 23.1)";"2.7 (0.3,  5.0)";"1.3 (0.2, 2.4)";"1629.3 ( 198.7, 3059.9)";"347.4 ( 42.4,  652.5)"
