"Date";"Days from today";"PPE (m3)";"PPE (tons)";"Body bags (m3)";"Body bags (tons)";"Chlorine (m3)";"Chlorine (tons)";"Medical supplies (m3)";"Medical supplies (tons)";"Lab supplies (m3)";"Lab supplies (tons)";"Total (m3)";"Total (tons)"
"2015-04-10";"149";"492.9 (-503.9, 1489.6)";"102.4 (-104.7, 309.6)";"1.3 (-1.4, 4.0)";"0.1 (-0.1, 0.4)";"0.5 (-0.5, 1.6)";"0.5 (-0.5, 1.6)";" 7.6 ( -7.8, 23.0)";"3.8 (-3.9, 11.5)";"0.8 (-0.8, 2.5)";"0.4 (-0.4, 1.2)";"503.2 (-514.4, 1520.7)";"107.3 (-109.7, 324.3)"
"2015-04-09";"148";"482.7 (-489.8, 1455.2)";"100.3 (-101.8, 302.4)";"1.3 (-1.3, 3.9)";"0.1 (-0.1, 0.4)";"0.5 (-0.5, 1.6)";"0.5 (-0.5, 1.6)";" 7.5 ( -7.6, 22.5)";"3.7 (-3.8, 11.2)";"0.8 (-0.8, 2.4)";"0.4 (-0.4, 1.2)";"492.7 (-500.1, 1485.6)";"105.1 (-106.6, 316.8)"
"2015-04-08";"147";"472.7 (-476.0, 1421.4)";" 98.2 ( -98.9, 295.4)";"1.3 (-1.3, 3.8)";"0.1 (-0.1, 0.4)";"0.5 (-0.5, 1.5)";"0.5 (-0.5, 1.5)";" 7.3 ( -7.4, 22.0)";"3.6 (-3.7, 11.0)";"0.8 (-0.8, 2.4)";"0.4 (-0.4, 1.1)";"482.5 (-486.0, 1451.0)";"102.9 (-103.6, 309.4)"
"2015-04-07";"146";"462.8 (-462.5, 1388.1)";" 96.2 ( -96.1, 288.5)";"1.2 (-1.2, 3.7)";"0.1 (-0.1, 0.4)";"0.5 (-0.5, 1.5)";"0.5 (-0.5, 1.5)";" 7.1 ( -7.1, 21.4)";"3.6 (-3.6, 10.7)";"0.8 (-0.8, 2.3)";"0.4 (-0.4, 1.1)";"472.5 (-472.1, 1417.1)";"100.8 (-100.7, 302.2)"
"2015-04-06";"145";"453.2 (-449.1, 1355.5)";" 94.2 ( -93.3, 281.7)";"1.2 (-1.2, 3.6)";"0.1 (-0.1, 0.4)";"0.5 (-0.5, 1.5)";"0.5 (-0.5, 1.5)";" 7.0 ( -6.9, 20.9)";"3.5 (-3.5, 10.5)";"0.8 (-0.8, 2.3)";"0.4 (-0.4, 1.1)";"462.7 (-458.5, 1383.8)";" 98.7 ( -97.8, 295.1)"
"2015-04-05";"144";"443.8 (-436.0, 1323.5)";" 92.2 ( -90.6, 275.1)";"1.2 (-1.2, 3.6)";"0.1 (-0.1, 0.4)";"0.5 (-0.5, 1.4)";"0.5 (-0.5, 1.4)";" 6.9 ( -6.7, 20.4)";"3.4 (-3.4, 10.2)";"0.7 (-0.7, 2.2)";"0.4 (-0.4, 1.1)";"453.0 (-445.1, 1351.2)";" 96.6 ( -94.9, 288.1)"
"2015-04-04";"143";"434.5 (-423.1, 1292.2)";" 90.3 ( -87.9, 268.5)";"1.2 (-1.1, 3.5)";"0.1 (-0.1, 0.3)";"0.5 (-0.5, 1.4)";"0.5 (-0.5, 1.4)";" 6.7 ( -6.5, 20.0)";"3.4 (-3.3, 10.0)";"0.7 (-0.7, 2.2)";"0.4 (-0.3, 1.0)";"443.6 (-431.9, 1319.1)";" 94.6 ( -92.1, 281.3)"
"2015-04-03";"142";"425.5 (-410.5, 1261.4)";" 88.4 ( -85.3, 262.1)";"1.1 (-1.1, 3.4)";"0.1 (-0.1, 0.3)";"0.5 (-0.4, 1.4)";"0.5 (-0.4, 1.4)";" 6.6 ( -6.3, 19.5)";"3.3 (-3.2,  9.7)";"0.7 (-0.7, 2.1)";"0.3 (-0.3, 1.0)";"434.4 (-419.0, 1287.7)";" 92.6 ( -89.4, 274.6)"
"2015-04-02";"141";"416.6 (-398.0, 1231.2)";" 86.6 ( -82.7, 255.9)";"1.1 (-1.1, 3.3)";"0.1 (-0.1, 0.3)";"0.4 (-0.4, 1.3)";"0.4 (-0.4, 1.3)";" 6.4 ( -6.1, 19.0)";"3.2 (-3.1,  9.5)";"0.7 (-0.7, 2.1)";"0.3 (-0.3, 1.0)";"425.3 (-406.4, 1256.9)";" 90.7 ( -86.6, 268.0)"
"2015-04-01";"140";"407.9 (-385.9, 1201.6)";" 84.8 ( -80.2, 249.7)";"1.1 (-1.0, 3.2)";"0.1 (-0.1, 0.3)";"0.4 (-0.4, 1.3)";"0.4 (-0.4, 1.3)";" 6.3 ( -6.0, 18.6)";"3.1 (-3.0,  9.3)";"0.7 (-0.6, 2.0)";"0.3 (-0.3, 1.0)";"416.4 (-393.9, 1226.7)";" 88.8 ( -84.0, 261.6)"
"2015-03-31";"139";"399.3 (-374.0, 1172.7)";" 83.0 ( -77.7, 243.7)";"1.1 (-1.0, 3.1)";"0.1 (-0.1, 0.3)";"0.4 (-0.4, 1.3)";"0.4 (-0.4, 1.3)";" 6.2 ( -5.8, 18.1)";"3.1 (-2.9,  9.1)";"0.7 (-0.6, 2.0)";"0.3 (-0.3, 0.9)";"407.7 (-381.8, 1197.1)";" 86.9 ( -81.4, 255.3)"
"2015-03-30";"138";"391.0 (-362.3, 1144.2)";" 81.3 ( -75.3, 237.8)";"1.1 (-1.0, 3.1)";"0.1 (-0.1, 0.3)";"0.4 (-0.4, 1.2)";"0.4 (-0.4, 1.2)";" 6.0 ( -5.6, 17.7)";"3.0 (-2.8,  8.8)";"0.7 (-0.6, 1.9)";"0.3 (-0.3, 0.9)";"399.1 (-369.9, 1168.1)";" 85.1 ( -78.9, 249.1)"
"2015-03-29";"137";"382.8 (-350.9, 1116.4)";" 79.5 ( -72.9, 232.0)";"1.0 (-0.9, 3.0)";"0.1 (-0.1, 0.3)";"0.4 (-0.4, 1.2)";"0.4 (-0.4, 1.2)";" 5.9 ( -5.4, 17.2)";"3.0 (-2.7,  8.6)";"0.6 (-0.6, 1.9)";"0.3 (-0.3, 0.9)";"390.8 (-358.2, 1139.7)";" 83.3 ( -76.4, 243.0)"
"2015-03-28";"136";"374.8 (-339.6, 1089.2)";" 77.9 ( -70.6, 226.4)";"1.0 (-0.9, 2.9)";"0.1 (-0.1, 0.3)";"0.4 (-0.4, 1.2)";"0.4 (-0.4, 1.2)";" 5.8 ( -5.2, 16.8)";"2.9 (-2.6,  8.4)";"0.6 (-0.6, 1.8)";"0.3 (-0.3, 0.9)";"382.6 (-346.7, 1111.9)";" 81.6 ( -73.9, 237.1)"
"2015-03-27";"135";"366.9 (-328.7, 1062.5)";" 76.2 ( -68.3, 220.8)";"1.0 (-0.9, 2.9)";"0.1 (-0.1, 0.3)";"0.4 (-0.4, 1.1)";"0.4 (-0.4, 1.1)";" 5.7 ( -5.1, 16.4)";"2.8 (-2.5,  8.2)";"0.6 (-0.6, 1.8)";"0.3 (-0.3, 0.9)";"374.6 (-335.6, 1084.7)";" 79.9 ( -71.6, 231.3)"
"2015-03-26";"134";"359.2 (-318.0, 1036.4)";" 74.7 ( -66.1, 215.4)";"1.0 (-0.9, 2.8)";"0.1 (-0.1, 0.3)";"0.4 (-0.3, 1.1)";"0.4 (-0.3, 1.1)";" 5.5 ( -4.9, 16.0)";"2.8 (-2.5,  8.0)";"0.6 (-0.5, 1.7)";"0.3 (-0.3, 0.8)";"366.7 (-324.6, 1058.0)";" 78.2 ( -69.2, 225.6)"
"2015-03-25";"133";"351.7 (-307.5, 1010.8)";" 73.1 ( -63.9, 210.1)";"0.9 (-0.8, 2.7)";"0.1 (-0.1, 0.3)";"0.4 (-0.3, 1.1)";"0.4 (-0.3, 1.1)";" 5.4 ( -4.7, 15.6)";"2.7 (-2.4,  7.8)";"0.6 (-0.5, 1.7)";"0.3 (-0.2, 0.8)";"359.0 (-313.9, 1031.9)";" 76.6 ( -66.9, 220.0)"
"2015-03-24";"132";"344.3 (-297.2,  985.8)";" 71.5 ( -61.8, 204.9)";"0.9 (-0.8, 2.6)";"0.1 (-0.1, 0.3)";"0.4 (-0.3, 1.1)";"0.4 (-0.3, 1.1)";" 5.3 ( -4.6, 15.2)";"2.7 (-2.3,  7.6)";"0.6 (-0.5, 1.7)";"0.3 (-0.2, 0.8)";"351.5 (-303.4, 1006.4)";" 74.9 ( -64.7, 214.6)"
"2015-03-23";"131";"337.1 (-287.2,  961.3)";" 70.0 ( -59.7, 199.8)";"0.9 (-0.8, 2.6)";"0.1 (-0.1, 0.3)";"0.4 (-0.3, 1.0)";"0.4 (-0.3, 1.0)";" 5.2 ( -4.4, 14.8)";"2.6 (-2.2,  7.4)";"0.6 (-0.5, 1.6)";"0.3 (-0.2, 0.8)";"344.1 (-293.2,  981.4)";" 73.4 ( -62.5, 209.3)"
"2015-03-22";"130";"330.0 (-277.5,  937.4)";" 68.6 ( -57.7, 194.8)";"0.9 (-0.7, 2.5)";"0.1 (-0.1, 0.3)";"0.4 (-0.3, 1.0)";"0.4 (-0.3, 1.0)";" 5.1 ( -4.3, 14.5)";"2.5 (-2.1,  7.2)";"0.6 (-0.5, 1.6)";"0.3 (-0.2, 0.8)";"336.9 (-283.2,  957.0)";" 71.8 ( -60.4, 204.1)"
"2015-03-21";"129";"323.1 (-267.9,  914.0)";" 67.1 ( -55.7, 189.9)";"0.9 (-0.7, 2.5)";"0.1 (-0.1, 0.2)";"0.3 (-0.3, 1.0)";"0.3 (-0.3, 1.0)";" 5.0 ( -4.1, 14.1)";"2.5 (-2.1,  7.1)";"0.5 (-0.4, 1.5)";"0.3 (-0.2, 0.7)";"329.8 (-273.5,  933.1)";" 70.3 ( -58.3, 199.0)"
"2015-03-20";"128";"316.3 (-258.6,  891.1)";" 65.7 ( -53.7, 185.2)";"0.8 (-0.7, 2.4)";"0.1 (-0.1, 0.2)";"0.3 (-0.3, 1.0)";"0.3 (-0.3, 1.0)";" 4.9 ( -4.0, 13.8)";"2.4 (-2.0,  6.9)";"0.5 (-0.4, 1.5)";"0.3 (-0.2, 0.7)";"322.9 (-264.0,  909.7)";" 68.8 ( -56.3, 194.0)"
"2015-03-19";"127";"309.6 (-249.5,  868.8)";" 64.3 ( -51.9, 180.5)";"0.8 (-0.7, 2.3)";"0.1 (-0.1, 0.2)";"0.3 (-0.3, 0.9)";"0.3 (-0.3, 0.9)";" 4.8 ( -3.9, 13.4)";"2.4 (-1.9,  6.7)";"0.5 (-0.4, 1.5)";"0.2 (-0.2, 0.7)";"316.1 (-254.7,  886.9)";" 67.4 ( -54.3, 189.1)"
"2015-03-18";"126";"303.1 (-240.7,  846.9)";" 63.0 ( -50.0, 176.0)";"0.8 (-0.6, 2.3)";"0.1 (-0.1, 0.2)";"0.3 (-0.3, 0.9)";"0.3 (-0.3, 0.9)";" 4.7 ( -3.7, 13.1)";"2.3 (-1.9,  6.5)";"0.5 (-0.4, 1.4)";"0.2 (-0.2, 0.7)";"309.4 (-245.7,  864.6)";" 66.0 ( -52.4, 184.4)"
"2015-03-17";"125";"296.8 (-232.1,  825.6)";" 61.7 ( -48.2, 171.6)";"0.8 (-0.6, 2.2)";"0.1 (-0.1, 0.2)";"0.3 (-0.2, 0.9)";"0.3 (-0.2, 0.9)";" 4.6 ( -3.6, 12.7)";"2.3 (-1.8,  6.4)";"0.5 (-0.4, 1.4)";"0.2 (-0.2, 0.7)";"303.0 (-236.9,  842.8)";" 64.6 ( -50.5, 179.7)"
"2015-03-16";"124";"290.5 (-223.7,  804.7)";" 60.4 ( -46.5, 167.2)";"0.8 (-0.6, 2.2)";"0.1 (-0.1, 0.2)";"0.3 (-0.2, 0.9)";"0.3 (-0.2, 0.9)";" 4.5 ( -3.5, 12.4)";"2.2 (-1.7,  6.2)";"0.5 (-0.4, 1.4)";"0.2 (-0.2, 0.6)";"296.6 (-228.3,  821.5)";" 63.2 ( -48.7, 175.2)"
"2015-03-15";"123";"284.4 (-215.5,  784.3)";" 59.1 ( -44.8, 163.0)";"0.8 (-0.6, 2.1)";"0.1 (-0.1, 0.2)";"0.3 (-0.2, 0.8)";"0.3 (-0.2, 0.8)";" 4.4 ( -3.3, 12.1)";"2.2 (-1.7,  6.1)";"0.5 (-0.4, 1.3)";"0.2 (-0.2, 0.6)";"290.4 (-220.0,  800.7)";" 61.9 ( -46.9, 170.7)"
"2015-03-14";"122";"278.5 (-207.5,  764.4)";" 57.9 ( -43.1, 158.9)";"0.7 (-0.6, 2.1)";"0.1 (-0.1, 0.2)";"0.3 (-0.2, 0.8)";"0.3 (-0.2, 0.8)";" 4.3 ( -3.2, 11.8)";"2.2 (-1.6,  5.9)";"0.5 (-0.3, 1.3)";"0.2 (-0.2, 0.6)";"284.3 (-211.8,  780.4)";" 60.6 ( -45.2, 166.4)"
"2015-03-13";"121";"272.6 (-199.8,  745.0)";" 56.7 ( -41.5, 154.8)";"0.7 (-0.5, 2.0)";"0.1 (-0.1, 0.2)";"0.3 (-0.2, 0.8)";"0.3 (-0.2, 0.8)";" 4.2 ( -3.1, 11.5)";"2.1 (-1.5,  5.8)";"0.5 (-0.3, 1.3)";"0.2 (-0.2, 0.6)";"278.3 (-203.9,  760.6)";" 59.3 ( -43.5, 162.2)"
"2015-03-12";"120";"266.9 (-192.2,  726.0)";" 55.5 ( -40.0, 150.9)";"0.7 (-0.5, 1.9)";"0.1 (-0.1, 0.2)";"0.3 (-0.2, 0.8)";"0.3 (-0.2, 0.8)";" 4.1 ( -3.0, 11.2)";"2.1 (-1.5,  5.6)";"0.4 (-0.3, 1.2)";"0.2 (-0.2, 0.6)";"272.5 (-196.3,  741.2)";" 58.1 ( -41.8, 158.0)"
"2015-03-11";"119";"261.3 (-184.9,  707.5)";" 54.3 ( -38.4, 147.0)";"0.7 (-0.5, 1.9)";"0.1 ( 0.0, 0.2)";"0.3 (-0.2, 0.8)";"0.3 (-0.2, 0.8)";" 4.0 ( -2.9, 10.9)";"2.0 (-1.4,  5.5)";"0.4 (-0.3, 1.2)";"0.2 (-0.1, 0.6)";"266.7 (-188.8,  722.3)";" 56.9 ( -40.3, 154.0)"
"2015-03-10";"118";"255.8 (-177.8,  689.4)";" 53.2 ( -37.0, 143.3)";"0.7 (-0.5, 1.9)";"0.1 ( 0.0, 0.2)";"0.3 (-0.2, 0.7)";"0.3 (-0.2, 0.7)";" 4.0 ( -2.7, 10.6)";"2.0 (-1.4,  5.3)";"0.4 (-0.3, 1.2)";"0.2 (-0.1, 0.6)";"261.1 (-181.5,  703.8)";" 55.7 ( -38.7, 150.1)"
"2015-03-09";"117";"250.5 (-170.9,  671.8)";" 52.1 ( -35.5, 139.6)";"0.7 (-0.5, 1.8)";"0.1 ( 0.0, 0.2)";"0.3 (-0.2, 0.7)";"0.3 (-0.2, 0.7)";" 3.9 ( -2.6, 10.4)";"1.9 (-1.3,  5.2)";"0.4 (-0.3, 1.1)";"0.2 (-0.1, 0.5)";"255.7 (-174.4,  685.8)";" 54.5 ( -37.2, 146.2)"
"2015-03-08";"116";"245.2 (-164.2,  654.6)";" 51.0 ( -34.1, 136.0)";"0.7 (-0.4, 1.8)";"0.1 ( 0.0, 0.2)";"0.3 (-0.2, 0.7)";"0.3 (-0.2, 0.7)";" 3.8 ( -2.5, 10.1)";"1.9 (-1.3,  5.1)";"0.4 (-0.3, 1.1)";"0.2 (-0.1, 0.5)";"250.3 (-167.6,  668.3)";" 53.4 ( -35.7, 142.5)"
"2015-03-07";"115";"240.1 (-157.6,  637.8)";" 49.9 ( -32.8, 132.5)";"0.6 (-0.4, 1.7)";"0.1 ( 0.0, 0.2)";"0.3 (-0.2, 0.7)";"0.3 (-0.2, 0.7)";" 3.7 ( -2.4,  9.9)";"1.9 (-1.2,  4.9)";"0.4 (-0.3, 1.1)";"0.2 (-0.1, 0.5)";"245.1 (-160.9,  651.1)";" 52.3 ( -34.3, 138.8)"
"2015-03-06";"114";"235.1 (-151.3,  621.4)";" 48.8 ( -31.4, 129.1)";"0.6 (-0.4, 1.7)";"0.1 ( 0.0, 0.2)";"0.3 (-0.2, 0.7)";"0.3 (-0.2, 0.7)";" 3.6 ( -2.3,  9.6)";"1.8 (-1.2,  4.8)";"0.4 (-0.3, 1.0)";"0.2 (-0.1, 0.5)";"240.0 (-154.5,  634.4)";" 51.2 ( -32.9, 135.3)"
"2015-03-05";"113";"230.2 (-145.1,  605.5)";" 47.8 ( -30.2, 125.8)";"0.6 (-0.4, 1.6)";"0.1 ( 0.0, 0.2)";"0.2 (-0.2, 0.7)";"0.2 (-0.2, 0.7)";" 3.6 ( -2.2,  9.4)";"1.8 (-1.1,  4.7)";"0.4 (-0.2, 1.0)";"0.2 (-0.1, 0.5)";"235.0 (-148.2,  618.1)";" 50.1 ( -31.6, 131.8)"
"2015-03-04";"112";"225.3 (-139.2,  589.9)";" 46.8 ( -28.9, 122.6)";"0.6 (-0.4, 1.6)";"0.1 ( 0.0, 0.2)";"0.2 (-0.1, 0.6)";"0.2 (-0.1, 0.6)";" 3.5 ( -2.1,  9.1)";"1.7 (-1.1,  4.6)";"0.4 (-0.2, 1.0)";"0.2 (-0.1, 0.5)";"230.1 (-142.1,  602.2)";" 49.1 ( -30.3, 128.4)"
"2015-03-03";"111";"220.6 (-133.4,  574.7)";" 45.9 ( -27.7, 119.4)";"0.6 (-0.4, 1.5)";"0.1 ( 0.0, 0.2)";"0.2 (-0.1, 0.6)";"0.2 (-0.1, 0.6)";" 3.4 ( -2.1,  8.9)";"1.7 (-1.0,  4.4)";"0.4 (-0.2, 1.0)";"0.2 (-0.1, 0.5)";"225.3 (-136.2,  586.7)";" 48.0 ( -29.0, 125.1)"
"2015-03-02";"110";"216.0 (-127.8,  559.9)";" 44.9 ( -26.6, 116.4)";"0.6 (-0.3, 1.5)";"0.1 ( 0.0, 0.2)";"0.2 (-0.1, 0.6)";"0.2 (-0.1, 0.6)";" 3.3 ( -2.0,  8.6)";"1.7 (-1.0,  4.3)";"0.4 (-0.2, 0.9)";"0.2 (-0.1, 0.5)";"220.6 (-130.5,  571.6)";" 47.0 ( -27.8, 121.9)"
"2015-03-01";"109";"211.5 (-122.4,  545.5)";" 44.0 ( -25.4, 113.4)";"0.6 (-0.3, 1.5)";"0.1 ( 0.0, 0.1)";"0.2 (-0.1, 0.6)";"0.2 (-0.1, 0.6)";" 3.3 ( -1.9,  8.4)";"1.6 (-0.9,  4.2)";"0.4 (-0.2, 0.9)";"0.2 (-0.1, 0.4)";"216.0 (-124.9,  556.9)";" 46.1 ( -26.6, 118.7)"
"2015-02-28";"108";"207.1 (-117.1,  531.4)";" 43.0 ( -24.3, 110.4)";"0.6 (-0.3, 1.4)";"0.1 ( 0.0, 0.1)";"0.2 (-0.1, 0.6)";"0.2 (-0.1, 0.6)";" 3.2 ( -1.8,  8.2)";"1.6 (-0.9,  4.1)";"0.3 (-0.2, 0.9)";"0.2 (-0.1, 0.4)";"211.5 (-119.6,  542.5)";" 45.1 ( -25.5, 115.7)"
