"Date";"Days from today";"Caseload";"Administrator (coordination)";"Doctor (ETU)";"Doctor (coordination)";"Epidemiologist (contact tracing)";"Epidemiologist (coordination)";"Lab scientist (laboratories)";"Logistician (burials)";"Logistician (ETU)";"Logistician (coordination)";"Nurse (ETU)";"Public health specialist (Social mobilization)";"Public health specialist (coordination)";"Data management (coordination)";"Total personnel"
"2015-04-29";"168";"29736 (-33101, 92573)";"33 (-36, 102)";"67 (-74, 208)";"16 (-19, 51)";"37 (-42, 116)";"49 (-55, 153)";"100 (-111, 311)";"49 (-55, 153)";"132 (-148, 412)";"49 (-55, 153)";"265 (-294, 824)";"76 (-84, 236)";"33 (-36, 102)";"42 (-46, 130)";"948 (215, 1681)"
"2015-04-28";"167";"29148 (-32377, 90673)";"32 (-36, 100)";"66 (-72, 204)";"16 (-18, 50)";"36 (-41, 113)";"48 (-54, 150)";" 98 (-108, 304)";"48 (-54, 150)";"130 (-144, 404)";"48 (-54, 150)";"259 (-289, 807)";"74 (-83, 231)";"32 (-36, 100)";"41 (-45, 127)";"928 (210, 1646)"
"2015-04-27";"166";"28569 (-31660, 88798)";"31 (-35,  97)";"64 (-72, 200)";"16 (-17, 49)";"36 (-39, 111)";"47 (-52, 146)";" 96 (-106, 298)";"47 (-52, 146)";"127 (-141, 395)";"47 (-52, 146)";"254 (-282, 790)";"73 (-81, 227)";"31 (-35,  97)";"40 (-44, 124)";"909 (206, 1612)"
"2015-04-26";"165";"28000 (-30949, 86949)";"31 (-34,  96)";"63 (-70, 196)";"15 (-17, 47)";"35 (-39, 109)";"46 (-51, 143)";" 94 (-103, 291)";"46 (-51, 143)";"125 (-137, 387)";"46 (-51, 143)";"249 (-276, 774)";"71 (-79, 221)";"31 (-34,  96)";"39 (-44, 122)";"891 (203, 1579)"
"2015-04-25";"164";"27440 (-30245, 85125)";"30 (-33,  93)";"62 (-68, 192)";"15 (-17, 47)";"34 (-38, 106)";"45 (-50, 140)";" 92 (-101, 285)";"45 (-50, 140)";"122 (-135, 379)";"45 (-50, 140)";"244 (-269, 757)";"70 (-77, 217)";"30 (-33,  93)";"38 (-43, 119)";"872 (199, 1545)"
"2015-04-24";"163";"26890 (-29547, 83327)";"30 (-32,  92)";"61 (-66, 188)";"15 (-16, 46)";"34 (-37, 105)";"44 (-49, 137)";" 90 ( -99, 279)";"44 (-49, 137)";"120 (-131, 371)";"44 (-49, 137)";"239 (-263, 741)";"69 (-75, 213)";"30 (-32,  92)";"38 (-41, 117)";"858 (199, 1517)"
"2015-04-23";"162";"26350 (-28856, 81556)";"29 (-32,  90)";"59 (-65, 183)";"14 (-16, 44)";"33 (-36, 102)";"43 (-48, 134)";" 88 ( -97, 273)";"43 (-48, 134)";"117 (-129, 363)";"43 (-48, 134)";"235 (-256, 726)";"67 (-74, 208)";"29 (-32,  90)";"37 (-40, 114)";"837 (193, 1481)"
"2015-04-22";"161";"25818 (-28173, 79809)";"28 (-31,  87)";"58 (-63, 179)";"14 (-16, 44)";"32 (-35,  99)";"43 (-46, 132)";" 86 ( -95, 267)";"43 (-46, 132)";"115 (-125, 355)";"43 (-46, 132)";"230 (-251, 711)";"66 (-72, 204)";"28 (-31,  87)";"36 (-40, 112)";"822 (192, 1452)"
"2015-04-21";"160";"25297 (-27496, 78090)";"28 (-30,  86)";"57 (-62, 176)";"14 (-15, 43)";"32 (-34,  98)";"42 (-45, 129)";" 85 ( -92, 262)";"42 (-45, 129)";"113 (-122, 348)";"42 (-45, 129)";"225 (-245, 695)";"65 (-70, 200)";"28 (-30,  86)";"35 (-39, 109)";"808 (192, 1424)"
"2015-04-20";"159";"24784 (-26827, 76395)";"27 (-30,  84)";"56 (-60, 172)";"14 (-14, 42)";"31 (-34,  96)";"41 (-44, 126)";" 83 ( -90, 256)";"41 (-44, 126)";"110 (-120, 340)";"41 (-44, 126)";"221 (-238, 680)";"63 (-69, 195)";"27 (-30,  84)";"35 (-37, 107)";"790 (188, 1392)"
"2015-04-19";"158";"24281 (-26166, 74728)";"27 (-28,  82)";"55 (-59, 169)";"13 (-15, 41)";"30 (-33,  93)";"40 (-43, 123)";" 81 ( -88, 250)";"40 (-43, 123)";"108 (-116, 332)";"40 (-43, 123)";"216 (-233, 665)";"62 (-67, 191)";"27 (-28,  82)";"34 (-37, 105)";"773 (184, 1362)"
"2015-04-18";"157";"23786 (-25514, 73086)";"26 (-28,  80)";"54 (-57, 165)";"13 (-14, 40)";"30 (-32,  92)";"39 (-42, 120)";" 80 ( -85, 245)";"39 (-42, 120)";"106 (-113, 325)";"39 (-42, 120)";"212 (-227, 651)";"61 (-65, 187)";"26 (-28,  80)";"33 (-36, 102)";"758 (183, 1333)"
"2015-04-17";"156";"23301 (-24869, 71471)";"26 (-27,  79)";"52 (-56, 160)";"13 (-13, 39)";"29 (-31,  89)";"38 (-41, 117)";" 78 ( -83, 239)";"38 (-41, 117)";"104 (-110, 318)";"38 (-41, 117)";"207 (-222, 636)";"59 (-64, 182)";"26 (-27,  79)";"33 (-34, 100)";"741 (179, 1303)"
"2015-04-16";"155";"22824 (-24233, 69881)";"25 (-27,  77)";"51 (-55, 157)";"13 (-13, 39)";"29 (-30,  88)";"38 (-40, 116)";" 76 ( -82, 234)";"38 (-40, 116)";"102 (-107, 311)";"38 (-40, 116)";"203 (-216, 622)";"58 (-62, 178)";"25 (-27,  77)";"32 (-34,  98)";"728 (179, 1277)"
"2015-04-15";"154";"22357 (-23604, 68318)";"25 (-26,  76)";"50 (-53, 153)";"12 (-13, 37)";"28 (-29,  85)";"37 (-39, 113)";" 75 ( -79, 229)";"37 (-39, 113)";" 99 (-106, 304)";"37 (-39, 113)";"199 (-210, 608)";"57 (-60, 174)";"25 (-26,  76)";"31 (-33,  95)";"712 (176, 1248)"
"2015-04-14";"153";"21898 (-22984, 66780)";"24 (-25,  73)";"49 (-52, 150)";"12 (-13, 37)";"27 (-29,  83)";"36 (-38, 110)";" 73 ( -77, 223)";"36 (-38, 110)";" 97 (-103, 297)";"36 (-38, 110)";"195 (-204, 594)";"56 (-58, 170)";"24 (-25,  73)";"31 (-32,  94)";"696 (172, 1220)"
"2015-04-13";"152";"21447 (-22374, 65268)";"24 (-24,  72)";"48 (-51, 147)";"12 (-12, 36)";"27 (-28,  82)";"35 (-37, 107)";" 72 ( -75, 219)";"35 (-37, 107)";" 95 (-100, 290)";"35 (-37, 107)";"191 (-199, 581)";"55 (-57, 167)";"24 (-24,  72)";"30 (-31,  91)";"683 (172, 1194)"
"2015-04-12";"151";"21005 (-21773, 63783)";"23 (-24,  70)";"47 (-49, 143)";"12 (-12, 36)";"26 (-27,  79)";"35 (-36, 106)";" 70 ( -73, 213)";"35 (-36, 106)";" 93 ( -97, 283)";"35 (-36, 106)";"187 (-194, 568)";"54 (-55, 163)";"23 (-24,  70)";"29 (-31,  89)";"669 (170, 1168)"
"2015-04-11";"150";"20571 (-21181, 62323)";"23 (-23,  69)";"46 (-48, 140)";"11 (-12, 34)";"26 (-26,  78)";"34 (-35, 103)";" 69 ( -71, 209)";"34 (-35, 103)";" 92 ( -94, 278)";"34 (-35, 103)";"183 (-189, 555)";"52 (-54, 158)";"23 (-23,  69)";"29 (-29,  87)";"656 (169, 1143)"
"2015-04-10";"149";"20146 (-20597, 60889)";"22 (-23,  67)";"45 (-47, 137)";"11 (-11, 33)";"25 (-26,  76)";"33 (-34, 100)";" 67 ( -69, 203)";"33 (-34, 100)";" 90 ( -91, 271)";"33 (-34, 100)";"179 (-184, 542)";"51 (-53, 155)";"22 (-23,  67)";"28 (-29,  85)";"639 (163, 1115)"
"2015-04-09";"148";"19729 (-20023, 59481)";"22 (-22,  66)";"44 (-45, 133)";"11 (-11, 33)";"25 (-25,  75)";"33 (-33,  99)";" 66 ( -67, 199)";"33 (-33,  99)";" 88 ( -89, 265)";"33 (-33,  99)";"176 (-178, 530)";"50 (-51, 151)";"22 (-22,  66)";"28 (-28,  84)";"631 (167, 1095)"
"2015-04-08";"147";"19320 (-19458, 58098)";"21 (-22,  64)";"43 (-44, 130)";"11 (-10, 32)";"24 (-24,  72)";"32 (-32,  96)";" 65 ( -65, 195)";"32 (-32,  96)";" 86 ( -87, 259)";"32 (-32,  96)";"172 (-173, 517)";"49 (-50, 148)";"21 (-22,  64)";"27 (-27,  81)";"615 (162, 1068)"
"2015-04-07";"146";"18918 (-18903, 56739)";"21 (-21,  63)";"43 (-42, 128)";"10 (-11, 31)";"24 (-23,  71)";"31 (-31,  93)";" 63 ( -64, 190)";"31 (-31,  93)";" 84 ( -84, 252)";"31 (-31,  93)";"168 (-169, 505)";"48 (-48, 144)";"21 (-21,  63)";"26 (-27,  79)";"601 (160, 1042)"
"2015-04-06";"145";"18525 (-18357, 55407)";"20 (-21,  61)";"42 (-41, 125)";"10 (-10, 30)";"23 (-23,  69)";"31 (-30,  92)";" 62 ( -62, 186)";"31 (-30,  92)";" 82 ( -82, 246)";"31 (-30,  92)";"165 (-163, 493)";"47 (-47, 141)";"20 (-21,  61)";"26 (-26,  78)";"590 (160, 1020)"
