"Date";"Days from today";"PPE (m3)";"PPE (tons)";"Body bags (m3)";"Body bags (tons)";"Chlorine (m3)";"Chlorine (tons)";"Medical supplies (m3)";"Medical supplies (tons)";"Lab supplies (m3)";"Lab supplies (tons)";"Total (m3)";"Total (tons)"
"2015-04-14";"168";"906.8";"188.5";"2.4";"0.2";"1";"1";"14";"7";"1.5";"0.7";"925.8";"197.4"
"2015-04-13";"167";"895.1";"186";"2.4";"0.2";"1";"1";"13.8";"6.9";"1.5";"0.7";"913.8";"194.9"
"2015-04-12";"166";"883.5";"183.6";"2.4";"0.2";"0.9";"0.9";"13.6";"6.8";"1.5";"0.7";"902";"192.3"
"2015-04-11";"165";"872.1";"181.2";"2.3";"0.2";"0.9";"0.9";"13.5";"6.7";"1.5";"0.7";"890.3";"189.8"
"2015-04-10";"164";"860.8";"178.9";"2.3";"0.2";"0.9";"0.9";"13.3";"6.6";"1.4";"0.7";"878.8";"187.4"
"2015-04-09";"163";"849.7";"176.6";"2.3";"0.2";"0.9";"0.9";"13.1";"6.6";"1.4";"0.7";"867.5";"185"
"2015-04-08";"162";"838.8";"174.3";"2.3";"0.2";"0.9";"0.9";"13";"6.5";"1.4";"0.7";"856.3";"182.6"
"2015-04-07";"161";"827.9";"172.1";"2.2";"0.2";"0.9";"0.9";"12.8";"6.4";"1.4";"0.7";"845.2";"180.2"
"2015-04-06";"160";"817.2";"169.8";"2.2";"0.2";"0.9";"0.9";"12.6";"6.3";"1.4";"0.7";"834.3";"177.9"
"2015-04-05";"159";"806.7";"167.6";"2.2";"0.2";"0.9";"0.9";"12.5";"6.2";"1.4";"0.6";"823.5";"175.6"
"2015-04-04";"158";"796.3";"165.5";"2.1";"0.2";"0.9";"0.9";"12.3";"6.1";"1.3";"0.6";"812.9";"173.3"
"2015-04-03";"157";"786";"163.3";"2.1";"0.2";"0.8";"0.8";"12.1";"6.1";"1.3";"0.6";"802.4";"171.1"
"2015-04-02";"156";"775.9";"161.2";"2.1";"0.2";"0.8";"0.8";"12";"6";"1.3";"0.6";"792.1";"168.9"
"2015-04-01";"155";"765.8";"159.2";"2.1";"0.2";"0.8";"0.8";"11.8";"5.9";"1.3";"0.6";"781.8";"166.7"
"2015-03-31";"154";"756";"157.1";"2";"0.2";"0.8";"0.8";"11.7";"5.8";"1.3";"0.6";"771.8";"164.6"
"2015-03-30";"153";"746.2";"155.1";"2";"0.2";"0.8";"0.8";"11.5";"5.8";"1.3";"0.6";"761.8";"162.4"
"2015-03-29";"152";"736.6";"153.1";"2";"0.2";"0.8";"0.8";"11.4";"5.7";"1.2";"0.6";"752";"160.4"
"2015-03-28";"151";"727.1";"151.1";"2";"0.2";"0.8";"0.8";"11.2";"5.6";"1.2";"0.6";"742.3";"158.3"
"2015-03-27";"150";"717.8";"149.2";"1.9";"0.2";"0.8";"0.8";"11.1";"5.5";"1.2";"0.6";"732.7";"156.2"
"2015-03-26";"149";"708.5";"147.2";"1.9";"0.2";"0.8";"0.8";"10.9";"5.5";"1.2";"0.6";"723.3";"154.2"
"2015-03-25";"148";"699.4";"145.3";"1.9";"0.2";"0.8";"0.8";"10.8";"5.4";"1.2";"0.6";"714";"152.2"
"2015-03-24";"147";"690.4";"143.5";"1.9";"0.2";"0.7";"0.7";"10.7";"5.3";"1.2";"0.6";"704.8";"150.3"
"2015-03-23";"146";"681.5";"141.6";"1.8";"0.2";"0.7";"0.7";"10.5";"5.3";"1.1";"0.5";"695.7";"148.4"
"2015-03-22";"145";"672.7";"139.8";"1.8";"0.2";"0.7";"0.7";"10.4";"5.2";"1.1";"0.5";"686.8";"146.4"
"2015-03-21";"144";"664.1";"138";"1.8";"0.2";"0.7";"0.7";"10.3";"5.1";"1.1";"0.5";"677.9";"144.6"
"2015-03-20";"143";"655.5";"136.2";"1.8";"0.2";"0.7";"0.7";"10.1";"5.1";"1.1";"0.5";"669.2";"142.7"
"2015-03-19";"142";"647.1";"134.5";"1.7";"0.2";"0.7";"0.7";"10";"5";"1.1";"0.5";"660.6";"140.9"
"2015-03-18";"141";"638.8";"132.7";"1.7";"0.2";"0.7";"0.7";"9.9";"4.9";"1.1";"0.5";"652.1";"139"
"2015-03-17";"140";"630.6";"131";"1.7";"0.2";"0.7";"0.7";"9.7";"4.9";"1.1";"0.5";"643.7";"137.3"
"2015-03-16";"139";"622.5";"129.4";"1.7";"0.2";"0.7";"0.7";"9.6";"4.8";"1";"0.5";"635.5";"135.5"
"2015-03-15";"138";"614.5";"127.7";"1.7";"0.2";"0.7";"0.7";"9.5";"4.7";"1";"0.5";"627.3";"133.8"
"2015-03-14";"137";"606.6";"126.1";"1.6";"0.2";"0.7";"0.7";"9.4";"4.7";"1";"0.5";"619.2";"132"
"2015-03-13";"136";"598.8";"124.4";"1.6";"0.2";"0.6";"0.6";"9.2";"4.6";"1";"0.5";"611.3";"130.3"
"2015-03-12";"135";"591.1";"122.8";"1.6";"0.2";"0.6";"0.6";"9.1";"4.6";"1";"0.5";"603.4";"128.7"
"2015-03-11";"134";"583.5";"121.3";"1.6";"0.2";"0.6";"0.6";"9";"4.5";"1";"0.5";"595.7";"127"
"2015-03-10";"133";"576";"119.7";"1.5";"0.2";"0.6";"0.6";"8.9";"4.4";"1";"0.5";"588";"125.4"
"2015-03-09";"132";"568.6";"118.2";"1.5";"0.2";"0.6";"0.6";"8.8";"4.4";"1";"0.5";"580.5";"123.8"
"2015-03-08";"131";"561.3";"116.7";"1.5";"0.2";"0.6";"0.6";"8.7";"4.3";"0.9";"0.5";"573";"122.2"
"2015-03-07";"130";"554.1";"115.2";"1.5";"0.1";"0.6";"0.6";"8.6";"4.3";"0.9";"0.4";"565.7";"120.6"
"2015-03-06";"129";"547";"113.7";"1.5";"0.1";"0.6";"0.6";"8.4";"4.2";"0.9";"0.4";"558.5";"119.1"
"2015-03-05";"128";"540";"112.2";"1.5";"0.1";"0.6";"0.6";"8.3";"4.2";"0.9";"0.4";"551.3";"117.6"
"2015-03-04";"127";"533.1";"110.8";"1.4";"0.1";"0.6";"0.6";"8.2";"4.1";"0.9";"0.4";"544.2";"116.1"
"2015-03-03";"126";"526.3";"109.4";"1.4";"0.1";"0.6";"0.6";"8.1";"4.1";"0.9";"0.4";"537.3";"114.6"
"2015-03-02";"125";"519.5";"108";"1.4";"0.1";"0.6";"0.6";"8";"4";"0.9";"0.4";"530.4";"113.1"
"2015-03-01";"124";"512.9";"106.6";"1.4";"0.1";"0.6";"0.6";"7.9";"4";"0.9";"0.4";"523.6";"111.6"
"2015-02-28";"123";"506.3";"105.2";"1.4";"0.1";"0.5";"0.5";"7.8";"3.9";"0.8";"0.4";"516.9";"110.2"
"2015-02-27";"122";"499.8";"103.9";"1.3";"0.1";"0.5";"0.5";"7.7";"3.9";"0.8";"0.4";"510.3";"108.8"
"2015-02-26";"121";"493.5";"102.5";"1.3";"0.1";"0.5";"0.5";"7.6";"3.8";"0.8";"0.4";"503.8";"107.4"
"2015-02-25";"120";"487.1";"101.2";"1.3";"0.1";"0.5";"0.5";"7.5";"3.8";"0.8";"0.4";"497.3";"106"
"2015-02-24";"119";"480.9";"99.9";"1.3";"0.1";"0.5";"0.5";"7.4";"3.7";"0.8";"0.4";"491";"104.7"
"2015-02-23";"118";"474.8";"98.7";"1.3";"0.1";"0.5";"0.5";"7.3";"3.7";"0.8";"0.4";"484.7";"103.3"
"2015-02-22";"117";"468.7";"97.4";"1.3";"0.1";"0.5";"0.5";"7.2";"3.6";"0.8";"0.4";"478.5";"102"
"2015-02-21";"116";"462.7";"96.2";"1.2";"0.1";"0.5";"0.5";"7.1";"3.6";"0.8";"0.4";"472.4";"100.7"
"2015-02-20";"115";"456.8";"94.9";"1.2";"0.1";"0.5";"0.5";"7.1";"3.5";"0.8";"0.4";"466.3";"99.4"
"2015-02-19";"114";"451";"93.7";"1.2";"0.1";"0.5";"0.5";"7";"3.5";"0.8";"0.4";"460.4";"98.2"
"2015-02-18";"113";"445.2";"92.5";"1.2";"0.1";"0.5";"0.5";"6.9";"3.4";"0.7";"0.4";"454.5";"96.9"
"2015-02-17";"112";"439.6";"91.3";"1.2";"0.1";"0.5";"0.5";"6.8";"3.4";"0.7";"0.4";"448.7";"95.7"
"2015-02-16";"111";"433.9";"90.2";"1.2";"0.1";"0.5";"0.5";"6.7";"3.4";"0.7";"0.3";"443";"94.5"
"2015-02-15";"110";"428.4";"89";"1.2";"0.1";"0.5";"0.5";"6.6";"3.3";"0.7";"0.3";"437.4";"93.3"
"2015-02-14";"109";"422.9";"87.9";"1.1";"0.1";"0.5";"0.5";"6.5";"3.3";"0.7";"0.3";"431.8";"92.1"
"2015-02-13";"108";"417.6";"86.8";"1.1";"0.1";"0.4";"0.4";"6.4";"3.2";"0.7";"0.3";"426.3";"90.9"
"2015-02-12";"107";"412.2";"85.7";"1.1";"0.1";"0.4";"0.4";"6.4";"3.2";"0.7";"0.3";"420.8";"89.7"
"2015-02-11";"106";"407";"84.6";"1.1";"0.1";"0.4";"0.4";"6.3";"3.1";"0.7";"0.3";"415.5";"88.6"
"2015-02-10";"105";"401.8";"83.5";"1.1";"0.1";"0.4";"0.4";"6.2";"3.1";"0.7";"0.3";"410.2";"87.5"
"2015-02-09";"104";"396.7";"82.4";"1.1";"0.1";"0.4";"0.4";"6.1";"3.1";"0.7";"0.3";"405";"86.4"
"2015-02-08";"103";"391.7";"81.4";"1.1";"0.1";"0.4";"0.4";"6";"3";"0.7";"0.3";"399.8";"85.3"
"2015-02-07";"102";"386.7";"80.4";"1";"0.1";"0.4";"0.4";"6";"3";"0.6";"0.3";"394.7";"84.2"
