"Date";"Days from today";"Caseload";"Administrator (coordination)";"Doctor (ETU)";"Doctor (coordination)";"Epidemiologist (contact tracing)";"Epidemiologist (coordination)";"Lab scientist (laboratories)";"Logistician (burials)";"Logistician (ETU)";"Logistician (coordination)";"Nurse (ETU)";"Public health specialist (Social mobilization)";"Public health specialist (coordination)";"Data management (coordination)";"Total personnel"
"2015-04-14";"168";"930068";"1023";"2093";"512";"1163";"1535";"3116";"1535";"4139";"1535";"8278";"2372";"1023";"1302";"29626"
"2015-04-13";"167";"902385";"993";"2030";"496";"1128";"1489";"3023";"1489";"4016";"1489";"8031";"2301";"993";"1263";"28741"
"2015-04-12";"166";"875271";"963";"1969";"481";"1094";"1444";"2932";"1444";"3895";"1444";"7790";"2232";"963";"1225";"27876"
"2015-04-11";"165";"848730";"934";"1910";"467";"1061";"1400";"2843";"1400";"3777";"1400";"7554";"2164";"934";"1188";"27032"
"2015-04-10";"164";"822763";"905";"1851";"453";"1028";"1358";"2756";"1358";"3661";"1358";"7323";"2098";"905";"1152";"26206"
"2015-04-09";"163";"797373";"877";"1794";"439";"997";"1316";"2671";"1316";"3548";"1316";"7097";"2033";"877";"1116";"25397"
"2015-04-08";"162";"772559";"850";"1738";"425";"966";"1275";"2588";"1275";"3438";"1275";"6876";"1970";"850";"1082";"24608"
"2015-04-07";"161";"748322";"823";"1684";"412";"935";"1235";"2507";"1235";"3330";"1235";"6660";"1908";"823";"1048";"23835"
"2015-04-06";"160";"724660";"797";"1630";"399";"906";"1196";"2428";"1196";"3225";"1196";"6449";"1848";"797";"1015";"23082"
"2015-04-05";"159";"701572";"772";"1579";"386";"877";"1158";"2350";"1158";"3122";"1158";"6244";"1789";"772";"982";"22347"
"2015-04-04";"158";"679055";"747";"1528";"373";"849";"1120";"2275";"1120";"3022";"1120";"6044";"1732";"747";"951";"21628"
"2015-04-03";"157";"657105";"723";"1478";"361";"821";"1084";"2201";"1084";"2924";"1084";"5848";"1676";"723";"920";"20927"
"2015-04-02";"156";"635720";"699";"1430";"350";"795";"1049";"2130";"1049";"2829";"1049";"5658";"1621";"699";"890";"20248"
"2015-04-01";"155";"614892";"676";"1384";"338";"769";"1015";"2060";"1015";"2736";"1015";"5473";"1568";"676";"861";"19586"
"2015-03-31";"154";"594619";"654";"1338";"327";"743";"981";"1992";"981";"2646";"981";"5292";"1516";"654";"832";"18937"
"2015-03-30";"153";"574893";"632";"1294";"316";"719";"949";"1926";"949";"2558";"949";"5117";"1466";"632";"805";"18312"
"2015-03-29";"152";"555708";"611";"1250";"306";"695";"917";"1862";"917";"2473";"917";"4946";"1417";"611";"778";"17700"
"2015-03-28";"151";"537057";"591";"1208";"295";"671";"886";"1799";"886";"2390";"886";"4780";"1369";"591";"752";"17104"
"2015-03-27";"150";"518933";"571";"1168";"285";"649";"856";"1738";"856";"2309";"856";"4619";"1323";"571";"727";"16528"
"2015-03-26";"149";"501328";"551";"1128";"276";"627";"827";"1679";"827";"2231";"827";"4462";"1278";"551";"702";"15966"
"2015-03-25";"148";"484234";"533";"1090";"266";"605";"799";"1622";"799";"2155";"799";"4310";"1235";"533";"678";"15424"
"2015-03-24";"147";"467643";"514";"1052";"257";"585";"772";"1567";"772";"2081";"772";"4162";"1192";"514";"655";"14895"
"2015-03-23";"146";"451545";"497";"1016";"248";"564";"745";"1513";"745";"2009";"745";"4019";"1151";"497";"632";"14381"
"2015-03-22";"145";"435931";"480";"981";"240";"545";"719";"1460";"719";"1940";"719";"3880";"1112";"480";"610";"13885"
"2015-03-21";"144";"420792";"463";"947";"231";"526";"694";"1410";"694";"1873";"694";"3745";"1073";"463";"589";"13402"
"2015-03-20";"143";"406119";"447";"914";"223";"508";"670";"1360";"670";"1807";"670";"3614";"1036";"447";"569";"12935"
"2015-03-19";"142";"391902";"431";"882";"216";"490";"647";"1313";"647";"1744";"647";"3488";"999";"431";"549";"12484"
"2015-03-18";"141";"378131";"416";"851";"208";"473";"624";"1267";"624";"1683";"624";"3365";"964";"416";"529";"12044"
"2015-03-17";"140";"364796";"401";"821";"201";"456";"602";"1222";"602";"1623";"602";"3247";"930";"401";"511";"11619"
"2015-03-16";"139";"351887";"387";"792";"194";"440";"581";"1179";"581";"1566";"581";"3132";"897";"387";"493";"11210"
"2015-03-15";"138";"339394";"373";"764";"187";"424";"560";"1137";"560";"1510";"560";"3021";"865";"373";"475";"10809"
"2015-03-14";"137";"327307";"360";"736";"180";"409";"540";"1096";"540";"1457";"540";"2913";"835";"360";"458";"10424"
"2015-03-13";"136";"315616";"347";"710";"174";"395";"521";"1057";"521";"1404";"521";"2809";"805";"347";"442";"10053"
"2015-03-12";"135";"304311";"335";"685";"167";"380";"502";"1019";"502";"1354";"502";"2708";"776";"335";"426";"9691"
"2015-03-11";"134";"293381";"323";"660";"161";"367";"484";"983";"484";"1306";"484";"2611";"748";"323";"411";"9345"
"2015-03-10";"133";"282817";"311";"636";"156";"354";"467";"947";"467";"1259";"467";"2517";"721";"311";"396";"9009"
"2015-03-09";"132";"272608";"300";"613";"150";"341";"450";"913";"450";"1213";"450";"2426";"695";"300";"382";"8683"
"2015-03-08";"131";"262746";"289";"591";"145";"328";"434";"880";"434";"1169";"434";"2338";"670";"289";"368";"8369"
"2015-03-07";"130";"253219";"279";"570";"139";"317";"418";"848";"418";"1127";"418";"2254";"646";"279";"355";"8068"
"2015-03-06";"129";"244019";"268";"549";"134";"305";"403";"817";"403";"1086";"403";"2172";"622";"268";"342";"7772"
"2015-03-05";"128";"235136";"259";"529";"129";"294";"388";"788";"388";"1046";"388";"2093";"600";"259";"329";"7490"
"2015-03-04";"127";"226561";"249";"510";"125";"283";"374";"759";"374";"1008";"374";"2016";"578";"249";"317";"7216"
"2015-03-03";"126";"218284";"240";"491";"120";"273";"360";"731";"360";"971";"360";"1943";"557";"240";"306";"6952"
"2015-03-02";"125";"210297";"231";"473";"116";"263";"347";"704";"347";"936";"347";"1872";"536";"231";"294";"6697"
"2015-03-01";"124";"202590";"223";"456";"111";"253";"334";"679";"334";"902";"334";"1803";"517";"223";"284";"6453"
"2015-02-28";"123";"195154";"215";"439";"107";"244";"322";"654";"322";"868";"322";"1737";"498";"215";"273";"6216"
"2015-02-27";"122";"187982";"207";"423";"103";"235";"310";"630";"310";"837";"310";"1673";"479";"207";"263";"5987"
"2015-02-26";"121";"181065";"199";"407";"100";"226";"299";"607";"299";"806";"299";"1611";"462";"199";"253";"5767"
"2015-02-25";"120";"174395";"192";"392";"96";"218";"288";"584";"288";"776";"288";"1552";"445";"192";"244";"5555"
"2015-02-24";"119";"167963";"185";"378";"92";"210";"277";"563";"277";"747";"277";"1495";"428";"185";"235";"5349"
"2015-02-23";"118";"161762";"178";"364";"89";"202";"267";"542";"267";"720";"267";"1440";"412";"178";"226";"5152"
"2015-02-22";"117";"155785";"171";"351";"86";"195";"257";"522";"257";"693";"257";"1386";"397";"171";"218";"4961"
"2015-02-21";"116";"150023";"165";"338";"83";"188";"248";"503";"248";"668";"248";"1335";"383";"165";"210";"4782"
"2015-02-20";"115";"144470";"159";"325";"79";"181";"238";"484";"238";"643";"238";"1286";"368";"159";"202";"4600"
"2015-02-19";"114";"139118";"153";"313";"77";"174";"230";"466";"230";"619";"230";"1238";"355";"153";"195";"4433"
"2015-02-18";"113";"133961";"147";"301";"74";"167";"221";"449";"221";"596";"221";"1192";"342";"147";"188";"4266"
"2015-02-17";"112";"128993";"142";"290";"71";"161";"213";"432";"213";"574";"213";"1148";"329";"142";"181";"4109"
"2015-02-16";"111";"124206";"137";"279";"68";"155";"205";"416";"205";"553";"205";"1105";"317";"137";"174";"3956"
