"Date";"Days from today";"PPE (m3)";"PPE (tons)";"Body bags (m3)";"Body bags (tons)";"Chlorine (m3)";"Chlorine (tons)";"Medical supplies (m3)";"Medical supplies (tons)";"Lab supplies (m3)";"Lab supplies (tons)";"Total (m3)";"Total (tons)"
"2015-04-14";"168";"29633.9";"6158.4";"79.6";"8";"31.8";"31.8";"457.7";"228.8";"49.7";"23.9";"30252.7";"6450.9"
"2015-04-13";"167";"28820.9";"5989.4";"77.4";"7.7";"31";"31";"445.1";"222.5";"48.4";"23.2";"29422.7";"6273.9"
"2015-04-12";"166";"28026.5";"5824.3";"75.3";"7.5";"30.1";"30.1";"432.8";"216.4";"47";"22.6";"28611.7";"6101"
"2015-04-11";"165";"27250.5";"5663.1";"73.2";"7.3";"29.3";"29.3";"420.8";"210.4";"45.7";"22";"27819.5";"5932"
"2015-04-10";"164";"26492.6";"5505.6";"71.2";"7.1";"28.5";"28.5";"409.1";"204.6";"44.5";"21.3";"27045.8";"5767.1"
"2015-04-09";"163";"25752.6";"5351.8";"69.2";"6.9";"27.7";"27.7";"397.7";"198.9";"43.2";"20.8";"26290.3";"5606"
"2015-04-08";"162";"25030.3";"5201.7";"67.2";"6.7";"26.9";"26.9";"386.6";"193.3";"42";"20.2";"25553";"5448.7"
"2015-04-07";"161";"24325.4";"5055.2";"65.3";"6.5";"26.1";"26.1";"375.7";"187.8";"40.8";"19.6";"24833.4";"5295.3"
"2015-04-06";"160";"23637.7";"4912.3";"63.5";"6.3";"25.4";"25.4";"365";"182.5";"39.7";"19";"24131.3";"5145.6"
"2015-04-05";"159";"22966.9";"4772.9";"61.7";"6.2";"24.7";"24.7";"354.7";"177.3";"38.6";"18.5";"23446.5";"4999.6"
"2015-04-04";"158";"22312.8";"4636.9";"59.9";"6";"24";"24";"344.6";"172.3";"37.5";"18";"22778.7";"4857.2"
"2015-04-03";"157";"21675";"4504.4";"58.2";"5.8";"23.3";"23.3";"334.7";"167.4";"36.4";"17.5";"22127.6";"4718.3"
"2015-04-02";"156";"21053.4";"4375.2";"56.5";"5.7";"22.6";"22.6";"325.1";"162.6";"35.3";"17";"21493";"4583"
"2015-04-01";"155";"20447.5";"4249.3";"54.9";"5.5";"22";"22";"315.8";"157.9";"34.3";"16.5";"20874.5";"4451.1"
"2015-03-31";"154";"19857.2";"4126.6";"53.3";"5.3";"21.3";"21.3";"306.7";"153.3";"33.3";"16";"20271.9";"4322.6"
"2015-03-30";"153";"19282.1";"4007.1";"51.8";"5.2";"20.7";"20.7";"297.8";"148.9";"32.4";"15.5";"19684.8";"4197.5"
"2015-03-29";"152";"18722";"3890.7";"50.3";"5";"20.1";"20.1";"289.1";"144.6";"31.4";"15.1";"19113";"4075.5"
"2015-03-28";"151";"18176.6";"3777.4";"48.8";"4.9";"19.5";"19.5";"280.7";"140.4";"30.5";"14.6";"18556.2";"3956.8"
"2015-03-27";"150";"17645.6";"3667";"47.4";"4.7";"19";"19";"272.5";"136.3";"29.6";"14.2";"18014.1";"3841.2"
"2015-03-26";"149";"17128.7";"3559.6";"46";"4.6";"18.4";"18.4";"264.5";"132.3";"28.8";"13.8";"17486.4";"3728.7"
"2015-03-25";"148";"16625.5";"3455";"44.7";"4.5";"17.9";"17.9";"256.8";"128.4";"27.9";"13.4";"16972.7";"3619.1"
"2015-03-24";"147";"16135.9";"3353.3";"43.3";"4.3";"17.3";"17.3";"249.2";"124.6";"27.1";"13";"16472.9";"3512.6"
"2015-03-23";"146";"15659.5";"3254.3";"42.1";"4.2";"16.8";"16.8";"241.8";"120.9";"26.3";"12.6";"15986.5";"3408.9"
"2015-03-22";"145";"15196.1";"3158";"40.8";"4.1";"16.3";"16.3";"234.7";"117.3";"25.5";"12.2";"15513.4";"3308"
"2015-03-21";"144";"14745.3";"3064.3";"39.6";"4";"15.8";"15.8";"227.7";"113.9";"24.8";"11.9";"15053.2";"3209.9"
"2015-03-20";"143";"14306.9";"2973.2";"38.4";"3.8";"15.4";"15.4";"220.9";"110.5";"24";"11.5";"14605.7";"3114.4"
"2015-03-19";"142";"13880.6";"2884.6";"37.3";"3.7";"14.9";"14.9";"214.4";"107.2";"23.3";"11.2";"14170.5";"3021.6"
"2015-03-18";"141";"13466.2";"2798.5";"36.2";"3.6";"14.5";"14.5";"208";"104";"22.6";"10.9";"13747.4";"2931.4"
"2015-03-17";"140";"13063.2";"2714.7";"35.1";"3.5";"14";"14";"201.7";"100.9";"21.9";"10.5";"13336";"2843.7"
"2015-03-16";"139";"12671.5";"2633.3";"34";"3.4";"13.6";"13.6";"195.7";"97.8";"21.3";"10.2";"12936.2";"2758.4"
"2015-03-15";"138";"12290.9";"2554.2";"33";"3.3";"13.2";"13.2";"189.8";"94.9";"20.6";"9.9";"12547.6";"2675.6"
"2015-03-14";"137";"11921";"2477.4";"32";"3.2";"12.8";"12.8";"184.1";"92.1";"20";"9.6";"12169.9";"2595"
"2015-03-13";"136";"11561.5";"2402.7";"31.1";"3.1";"12.4";"12.4";"178.6";"89.3";"19.4";"9.3";"11802.9";"2516.8"
"2015-03-12";"135";"11212.3";"2330.1";"30.1";"3";"12";"12";"173.2";"86.6";"18.8";"9";"11446.4";"2440.8"
"2015-03-11";"134";"10873.1";"2259.6";"29.2";"2.9";"11.7";"11.7";"167.9";"84";"18.3";"8.8";"11100.1";"2366.9"
"2015-03-10";"133";"10543.5";"2191.1";"28.3";"2.8";"11.3";"11.3";"162.8";"81.4";"17.7";"8.5";"10763.7";"2295.2"
"2015-03-09";"132";"10223.5";"2124.6";"27.5";"2.7";"11";"11";"157.9";"78.9";"17.2";"8.2";"10437";"2225.5"
"2015-03-08";"131";"9912.6";"2060";"26.6";"2.7";"10.6";"10.6";"153.1";"76.5";"16.6";"8";"10119.6";"2157.8"
"2015-03-07";"130";"9610.8";"1997.3";"25.8";"2.6";"10.3";"10.3";"148.4";"74.2";"16.1";"7.7";"9811.5";"2092.1"
"2015-03-06";"129";"9317.7";"1936.4";"25";"2.5";"10";"10";"143.9";"71.9";"15.6";"7.5";"9512.3";"2028.3"
"2015-03-05";"128";"9033.2";"1877.2";"24.3";"2.4";"9.7";"9.7";"139.5";"69.8";"15.2";"7.3";"9221.8";"1966.4"
"2015-03-04";"127";"8757";"1819.8";"23.5";"2.4";"9.4";"9.4";"135.2";"67.6";"14.7";"7.1";"8939.8";"1906.3"
"2015-03-03";"126";"8488.8";"1764.1";"22.8";"2.3";"9.1";"9.1";"131.1";"65.5";"14.2";"6.8";"8666.1";"1847.9"
"2015-03-02";"125";"8228.6";"1710";"22.1";"2.2";"8.8";"8.8";"127.1";"63.5";"13.8";"6.6";"8400.4";"1791.2"
"2015-03-01";"124";"7975.9";"1657.5";"21.4";"2.1";"8.6";"8.6";"123.2";"61.6";"13.4";"6.4";"8142.5";"1736.3"
"2015-02-28";"123";"7730.8";"1606.6";"20.8";"2.1";"8.3";"8.3";"119.4";"59.7";"13";"6.2";"7892.2";"1682.9"
"2015-02-27";"122";"7492.9";"1557.1";"20.1";"2";"8";"8";"115.7";"57.9";"12.6";"6";"7649.4";"1631.1"
"2015-02-26";"121";"7262.1";"1509.2";"19.5";"2";"7.8";"7.8";"112.2";"56.1";"12.2";"5.9";"7413.7";"1580.8"
"2015-02-25";"120";"7038.1";"1462.6";"18.9";"1.9";"7.6";"7.6";"108.7";"54.3";"11.8";"5.7";"7185.1";"1532.1"
"2015-02-24";"119";"6820.8";"1417.5";"18.3";"1.8";"7.3";"7.3";"105.3";"52.7";"11.4";"5.5";"6963.2";"1484.8"
"2015-02-23";"118";"6609.9";"1373.7";"17.8";"1.8";"7.1";"7.1";"102.1";"51";"11.1";"5.3";"6748";"1438.9"
"2015-02-22";"117";"6405.4";"1331.2";"17.2";"1.7";"6.9";"6.9";"98.9";"49.5";"10.8";"5.2";"6539.2";"1394.4"
