"Date";"Days from today";"Cases (reported)";"New daily cases (reported)";"Cases (total)";"New daily cases (total)";"Incubation period";"Infectious and unreported";"Undergoing treatment";"CDC 25% ETU target";"CDC 45% reduced transmission target";"Reporting quotient"
"2015-02-26";"121";"21919 ( 9999, 33840)";"188";"217119 (65433, 368805)";"2912";"33409 ( -3323,  70140)";"26972 ( -1085,  55028)";"1842 (  41, 3644)";" 7204 (  175, 14232)";"12966 (  315, 25618)";"15%"
"2015-02-25";"120";"21732 (10005, 33459)";"186";"214207 (65705, 362709)";"2875";"32984 ( -3067,  69034)";"26616 (  -899,  54131)";"1830 (  52, 3608)";" 7111 (  218, 14005)";"12801 (  393, 25208)";"15%"
"2015-02-24";"119";"21545 (10010, 33081)";"185";"211332 (65955, 356709)";"2838";"32564 ( -2816,  67945)";"26264 (  -719,  53248)";"1818 (  63, 3572)";" 7021 (  260, 13781)";"12637 (  469, 24805)";"16%"
"2015-02-23";"118";"21360 (10013, 32707)";"184";"208494 (66183, 350804)";"2802";"32150 ( -2572,  66872)";"25918 (  -543,  52379)";"1805 (  74, 3537)";" 6931 (  302, 13560)";"12475 (  543, 24408)";"16%"
"2015-02-22";"117";"21176 (10015, 32337)";"183";"205692 (66391, 344993)";"2767";"31742 ( -2334,  65817)";"25576 (  -372,  51523)";"1793 (  85, 3502)";" 6842 (  341, 13343)";"12316 (  614, 24018)";"16%"
"2015-02-21";"116";"20993 (10016, 31970)";"182";"202925 (66577, 339273)";"2731";"31338 ( -2101,  64778)";"25238 (  -205,  50682)";"1781 (  96, 3467)";" 6755 (  380, 13130)";"12159 (  684, 23633)";"16%"
"2015-02-20";"115";"20811 (10016, 31607)";"181";"200194 (66744, 333643)";"2697";"30940 ( -1874,  63754)";"24905 (   -43,  49853)";"1769 ( 106, 3432)";" 6669 (  418, 12920)";"12004 (  752, 23255)";"16%"
"2015-02-19";"114";"20631 (10015, 31246)";"180";"197497 (66891, 328103)";"2663";"30547 ( -1653,  62747)";"24577 (   115,  49038)";"1757 ( 117, 3398)";" 6584 (  454, 12713)";"11850 (  818, 22883)";"16%"
"2015-02-18";"113";"20451 (10012, 30890)";"178";"194834 (67019, 322650)";"2629";"30160 ( -1437,  61756)";"24253 (   269,  48236)";"1745 ( 127, 3364)";" 6500 (  490, 12509)";"11699 (  882, 22516)";"16%"
"2015-02-17";"112";"20273 (10009, 30536)";"177";"192205 (67128, 317283)";"2595";"29777 ( -1226,  60780)";"23933 (   418,  47447)";"1734 ( 137, 3330)";" 6417 (  524, 12309)";"11550 (  944, 22156)";"16%"
"2015-02-16";"111";"20095 (10004, 30186)";"176";"189610 (67219, 312001)";"2562";"29399 ( -1020,  59819)";"23617 (   564,  46671)";"1722 ( 147, 3297)";" 6335 (  558, 12112)";"11403 ( 1004, 21801)";"16%"
"2015-02-15";"110";"19919 ( 9998, 29840)";"175";"187048 (67293, 306802)";"2530";"29026 (  -820,  58873)";"23306 (   705,  45906)";"1710 ( 157, 3264)";" 6254 (  591, 11918)";"11257 ( 1063, 21452)";"16%"
"2015-02-14";"109";"19744 ( 9991, 29496)";"174";"184518 (67349, 301686)";"2498";"28659 (  -625,  57942)";"22998 (   842,  45154)";"1699 ( 166, 3231)";" 6174 (  622, 11727)";"11114 ( 1120, 21108)";"16%"
"2015-02-13";"108";"19570 ( 9983, 29156)";"173";"182020 (67388, 296651)";"2466";"28295 (  -434,  57025)";"22695 (   976,  44414)";"1687 ( 176, 3199)";" 6096 (  653, 11539)";"10972 ( 1175, 20769)";"17%"
"2015-02-12";"107";"19397 ( 9974, 28819)";"172";"179553 (67411, 291696)";"2435";"27937 (  -249,  56123)";"22396 (  1106,  43686)";"1676 ( 185, 3167)";" 6018 (  682, 11354)";"10832 ( 1228, 20436)";"17%"
"2015-02-11";"106";"19225 ( 9964, 28485)";"171";"177118 (67417, 286819)";"2404";"27583 (   -68,  55234)";"22101 (  1232,  42970)";"1665 ( 194, 3135)";" 5941 (  711, 11171)";"10694 ( 1280, 20109)";"17%"
"2015-02-10";"105";"19054 ( 9953, 28154)";"170";"174714 (67409, 282020)";"2374";"27234 (   108,  54360)";"21809 (  1355,  42264)";"1653 ( 204, 3103)";" 5866 (  739, 10992)";"10558 ( 1331, 19786)";"17%"
"2015-02-09";"104";"18884 ( 9941, 27827)";"169";"172340 (67384, 277296)";"2344";"26889 (   279,  53499)";"21522 (  1474,  41571)";"1642 ( 212, 3072)";" 5791 (  766, 10816)";"10424 ( 1379, 19469)";"17%"
"2015-02-08";"103";"18715 ( 9928, 27502)";"168";"169996 (67346, 272647)";"2314";"26549 (   447,  52652)";"21238 (  1589,  40888)";"1631 ( 221, 3041)";" 5717 (  792, 10642)";"10291 ( 1426, 19156)";"17%"
"2015-02-07";"102";"18547 ( 9914, 27181)";"167";"167682 (67292, 268072)";"2285";"26213 (   609,  51817)";"20959 (  1701,  40216)";"1620 ( 230, 3010)";" 5645 (  818, 10472)";"10160 ( 1472, 18849)";"17%"
"2015-02-06";"101";"18381 ( 9899, 26862)";"166";"165397 (67225, 263570)";"2256";"25882 (   768,  50996)";"20682 (  1810,  39555)";"1609 ( 238, 2980)";" 5573 (  842, 10303)";"10031 ( 1516, 18546)";"17%"
"2015-02-05";"100";"18215 ( 9883, 26547)";"165";"163142 (67144, 259139)";"2227";"25555 (   922,  50188)";"20410 (  1915,  38904)";"1598 ( 247, 2950)";" 5502 (  866, 10138)";" 9904 ( 1559, 18248)";"17%"
"2015-02-04";"99";"18050 ( 9865, 26235)";"164";"160914 (67050, 254778)";"2199";"25232 (  1072,  49392)";"20141 (  2018,  38264)";"1587 ( 255, 2920)";" 5432 (  889,  9975)";" 9778 ( 1600, 17955)";"17%"
"2015-02-03";"98";"17886 ( 9847, 25925)";"163";"158715 (66942, 250487)";"2172";"24913 (  1218,  48609)";"19876 (  2117,  37635)";"1577 ( 263, 2890)";" 5363 (  911,  9815)";" 9654 ( 1640, 17667)";"18%"
"2015-02-02";"97";"17724 ( 9829, 25619)";"162";"156543 (66822, 246264)";"2144";"24599 (  1360,  47837)";"19614 (  2213,  37015)";"1566 ( 271, 2861)";" 5295 (  933,  9657)";" 9531 ( 1679, 17383)";"18%"
"2015-02-01";"96";"17562 ( 9809, 25315)";"161";"154399 (66690, 242108)";"2117";"24288 (  1498,  47078)";"19356 (  2306,  36405)";"1555 ( 279, 2832)";" 5228 (  954,  9502)";" 9410 ( 1716, 17104)";"18%"
"2015-01-31";"95";"17401 ( 9788, 25015)";"160";"152282 (66546, 238018)";"2090";"23982 (  1633,  46331)";"19101 (  2397,  35805)";"1545 ( 287, 2803)";" 5161 (  974,  9349)";" 9291 ( 1752, 16829)";"18%"
"2015-01-30";"94";"17242 ( 9766, 24717)";"159";"150192 (66391, 233993)";"2064";"23679 (  1763,  45595)";"18849 (  2484,  35215)";"1534 ( 294, 2775)";" 5096 (  993,  9199)";" 9173 ( 1787, 16558)";"18%"
"2015-01-29";"93";"17083 ( 9744, 24422)";"158";"148128 (66224, 230032)";"2038";"23381 (  1890,  44871)";"18601 (  2569,  34634)";"1524 ( 302, 2746)";" 5031 ( 1012,  9051)";" 9056 ( 1821, 16292)";"18%"
"2015-01-28";"92";"16925 ( 9720, 24130)";"157";"146090 (66046, 226134)";"2012";"23086 (  2014,  44159)";"18356 (  2650,  34062)";"1514 ( 309, 2718)";" 4968 ( 1030,  8906)";" 8942 ( 1853, 16030)";"18%"
"2015-01-27";"91";"16768 ( 9696, 23841)";"156";"144077 (65857, 222298)";"1987";"22795 (  2134,  43457)";"18115 (  2730,  33500)";"1503 ( 316, 2690)";" 4905 ( 1047,  8762)";" 8828 ( 1884, 15772)";"18%"
"2015-01-26";"90";"16613 ( 9671, 23554)";"155";"142090 (65658, 218523)";"1962";"22508 (  2250,  42766)";"17876 (  2806,  32947)";"1493 ( 323, 2663)";" 4842 ( 1064,  8621)";" 8716 ( 1914, 15518)";"18%"
"2015-01-25";"89";"16458 ( 9645, 23271)";"154";"140128 (65449, 214808)";"1937";"22225 (  2363,  42086)";"17641 (  2880,  32402)";"1483 ( 330, 2636)";" 4781 ( 1080,  8483)";" 8606 ( 1943, 15269)";"18%"
"2015-01-24";"88";"16304 ( 9618, 22990)";"153";"138191 (65230, 211152)";"1913";"21945 (  2473,  41417)";"17409 (  2952,  31866)";"1473 ( 337, 2609)";" 4720 ( 1095,  8346)";" 8497 ( 1971, 15023)";"19%"
"2015-01-23";"87";"16151 ( 9591, 22711)";"152";"136278 (65002, 207555)";"1889";"21669 (  2579,  40758)";"17180 (  3021,  31339)";"1463 ( 344, 2582)";" 4661 ( 1110,  8212)";" 8389 ( 1998, 14781)";"19%"
"2015-01-22";"86";"15999 ( 9562, 22436)";"151";"134390 (64765, 204015)";"1865";"21396 (  2683,  40110)";"16954 (  3087,  30821)";"1453 ( 351, 2555)";" 4602 ( 1124,  8079)";" 8283 ( 2023, 14543)";"19%"
"2015-01-21";"85";"15848 ( 9533, 22163)";"150";"132524 (64518, 200531)";"1842";"21127 (  2783,  39471)";"16731 (  3151,  30310)";"1443 ( 357, 2529)";" 4543 ( 1138,  7949)";" 8178 ( 2048, 14309)";"19%"
"2015-01-20";"84";"15698 ( 9503, 21893)";"149";"130683 (64263, 197103)";"1818";"20862 (  2880,  38843)";"16511 (  3213,  29808)";"1433 ( 364, 2503)";" 4486 ( 1151,  7821)";" 8075 ( 2072, 14078)";"19%"
"2015-01-19";"83";"15549 ( 9472, 21625)";"148";"128864 (63999, 193729)";"1796";"20600 (  2975,  38224)";"16294 (  3273,  29314)";"1423 ( 370, 2477)";" 4429 ( 1163,  7695)";" 7973 ( 2094, 13851)";"19%"
"2015-01-18";"82";"15400 ( 9441, 21360)";"147";"127069 (63728, 190410)";"1773";"20341 (  3066,  37615)";"16079 (  3330,  28828)";"1414 ( 376, 2451)";" 4373 ( 1175,  7571)";" 7872 ( 2116, 13628)";"19%"
"2015-01-17";"81";"15253 ( 9409, 21097)";"146";"125296 (63448, 187143)";"1751";"20085 (  3155,  37016)";"15868 (  3386,  28350)";"1404 ( 382, 2426)";" 4318 ( 1187,  7449)";" 7772 ( 2137, 13408)";"19%"
"2015-01-16";"80";"15106 ( 9376, 20837)";"146";"123545 (63161, 183929)";"1729";"19833 (  3241,  36426)";"15659 (  3439,  27880)";"1395 ( 388, 2401)";" 4263 ( 1198,  7329)";" 7674 ( 2156, 13192)";"19%"
"2015-01-15";"79";"14961 ( 9342, 20580)";"145";"121816 (62866, 180766)";"1707";"19584 (  3324,  35845)";"15453 (  3490,  27417)";"1385 ( 394, 2376)";" 4210 ( 1209,  7211)";" 7577 ( 2175, 12979)";"20%"
"2015-01-14";"78";"14816 ( 9308, 20325)";"144";"120109 (62564, 177654)";"1686";"19339 (  3404,  35273)";"15250 (  3539,  26961)";"1376 ( 400, 2351)";" 4156 ( 1219,  7094)";" 7482 ( 2193, 12770)";"20%"
"2015-01-13";"77";"14672 ( 9273, 20072)";"143";"118423 (62256, 174591)";"1665";"19096 (  3482,  34711)";"15050 (  3586,  26513)";"1366 ( 405, 2327)";" 4104 ( 1228,  6980)";" 7387 ( 2211, 12564)";"20%"
"2015-01-12";"76";"14529 ( 9237, 19822)";"142";"116759 (61940, 171577)";"1644";"18857 (  3557,  34157)";"14852 (  3631,  26072)";"1357 ( 411, 2303)";" 4052 ( 1237,  6867)";" 7294 ( 2227, 12361)";"20%"
"2015-01-11";"75";"14387 ( 9200, 19575)";"141";"115115 (61618, 168612)";"1623";"18621 (  3630,  33612)";"14657 (  3675,  25639)";"1348 ( 416, 2279)";" 4001 ( 1246,  6756)";" 7202 ( 2242, 12162)";"20%"
"2015-01-10";"74";"14246 ( 9163, 19330)";"140";"113492 (61290, 165694)";"1603";"18387 (  3700,  33075)";"14464 (  3716,  25212)";"1338 ( 422, 2255)";" 3951 ( 1254,  6647)";" 7111 ( 2257, 11965)";"20%"
"2015-01-09";"73";"14106 ( 9125, 19087)";"139";"111889 (60955, 162823)";"1583";"18157 (  3768,  32547)";"14274 (  3756,  24792)";"1329 ( 427, 2231)";" 3901 ( 1262,  6540)";" 7021 ( 2271, 11772)";"20%"
"2015-01-08";"72";"13967 ( 9087, 18846)";"139";"110306 (60615, 159998)";"1563";"17930 (  3833,  32027)";"14087 (  3794,  24379)";"1320 ( 432, 2208)";" 3852 ( 1269,  6434)";" 6933 ( 2284, 11582)";"20%"
"2015-01-07";"71";"13828 ( 9048, 18608)";"138";"108743 (60269, 157218)";"1543";"17705 (  3896,  31515)";"13901 (  3830,  23973)";"1311 ( 437, 2185)";" 3803 ( 1276,  6330)";" 6846 ( 2297, 11395)";"20%"
"2015-01-06";"70";"13690 ( 9008, 18373)";"137";"107200 (59917, 154483)";"1524";"17484 (  3957,  31011)";"13719 (  3865,  23573)";"1302 ( 442, 2162)";" 3755 ( 1282,  6228)";" 6759 ( 2308, 11211)";"21%"
"2015-01-05";"69";"13553 ( 8967, 18139)";"136";"105676 (59561, 151791)";"1505";"17265 (  4016,  30515)";"13539 (  3898,  23180)";"1293 ( 447, 2139)";" 3708 ( 1288,  6127)";" 6674 ( 2319, 11029)";"21%"
"2015-01-04";"68";"13417 ( 8926, 17908)";"135";"104171 (59199, 149143)";"1486";"17050 (  4072,  30027)";"13361 (  3929,  22793)";"1284 ( 452, 2117)";" 3661 ( 1294,  6028)";" 6590 ( 2329, 10851)";"21%"
"2015-01-03";"67";"13282 ( 8885, 17680)";"134";"102685 (58832, 146538)";"1468";"16837 (  4127,  29546)";"13185 (  3959,  22412)";"1275 ( 456, 2095)";" 3615 ( 1299,  5931)";" 6507 ( 2339, 10676)";"21%"
"2015-01-02";"66";"13148 ( 8843, 17453)";"134";"101217 (58460, 143974)";"1449";"16626 (  4179,  29073)";"13012 (  3987,  22037)";"1267 ( 461, 2072)";" 3570 ( 1304,  5835)";" 6425 ( 2348, 10503)";"21%"
"2015-01-01";"65";"13014 ( 8800, 17229)";"133";" 99768 (58084, 141451)";"1431";"16419 (  4229,  28608)";"12841 (  4014,  21669)";"1258 ( 465, 2051)";" 3525 ( 1309,  5741)";" 6345 ( 2356, 10333)";"21%"
"2014-12-31";"64";"12881 ( 8756, 17007)";"132";" 98337 (57704, 138969)";"1413";"16214 (  4278,  28150)";"12673 (  4039,  21306)";"1249 ( 470, 2029)";" 3480 ( 1313,  5648)";" 6265 ( 2364, 10166)";"21%"
"2014-12-30";"63";"12750 ( 8712, 16787)";"131";" 96923 (57319, 136527)";"1396";"16011 (  4324,  27699)";"12506 (  4063,  20950)";"1241 ( 474, 2007)";" 3437 ( 1317,  5556)";" 6186 ( 2371, 10001)";"21%"
"2014-12-29";"62";"12618 ( 8668, 16569)";"130";" 95527 (56930, 134124)";"1378";"15812 (  4369,  27255)";"12342 (  4085,  20599)";"1232 ( 478, 1986)";" 3394 ( 1321,  5466)";" 6108 ( 2377,  9839)";"22%"
"2014-12-28";"61";"12488 ( 8623, 16354)";"129";" 94149 (56538, 131760)";"1361";"15615 (  4411,  26818)";"12180 (  4106,  20254)";"1224 ( 482, 1965)";" 3351 ( 1324,  5378)";" 6032 ( 2383,  9680)";"22%"
"2014-12-27";"60";"12359 ( 8577, 16140)";"129";" 92788 (56141, 129435)";"1344";"15420 (  4452,  26387)";"12020 (  4126,  19914)";"1215 ( 486, 1944)";" 3309 ( 1327,  5291)";" 5956 ( 2388,  9523)";"22%"
"2014-12-26";"59";"12230 ( 8531, 15929)";"128";" 91444 (55742, 127146)";"1327";"15228 (  4491,  25964)";"11862 (  4144,  19580)";"1207 ( 490, 1924)";" 3267 ( 1330,  5205)";" 5881 ( 2393,  9369)";"22%"
"2014-12-25";"58";"12102 ( 8484, 15720)";"127";" 90116 (55338, 124895)";"1311";"15038 (  4529,  25547)";"11707 (  4162,  19252)";"1199 ( 494, 1903)";" 3226 ( 1332,  5121)";" 5807 ( 2397,  9217)";"22%"
"2014-12-24";"57";"11975 ( 8437, 15513)";"126";" 88805 (54931, 122680)";"1295";"14851 (  4564,  25137)";"11553 (  4178,  18928)";"1190 ( 498, 1883)";" 3186 ( 1334,  5038)";" 5734 ( 2401,  9068)";"22%"
