"Date";"Days from today";"Caseload";"Administrator (coordination)";"Doctor (ETU)";"Doctor (coordination)";"Epidemiologist (contact tracing)";"Epidemiologist (coordination)";"Lab scientist (laboratories)";"Logistician (burials)";"Logistician (ETU)";"Logistician (coordination)";"Nurse (ETU)";"Public health specialist (Social mobilization)";"Public health specialist (coordination)";"Data management (coordination)";"Total personnel"
"2015-04-14";"168";"2178415";"2396";"4901";"1198";"2723";"3594";"7298";"3594";"9694";"3594";"19388";"5555";"2396";"3050";"69381"
"2015-04-13";"167";"2117024";"2329";"4763";"1164";"2646";"3493";"7092";"3493";"9421";"3493";"18842";"5398";"2329";"2964";"67427"
"2015-04-12";"166";"2056966";"2263";"4628";"1131";"2571";"3394";"6891";"3394";"9153";"3394";"18307";"5245";"2263";"2880";"65514"
"2015-04-11";"165";"1998238";"2198";"4496";"1099";"2498";"3297";"6694";"3297";"8892";"3297";"17784";"5096";"2198";"2798";"63644"
"2015-04-10";"164";"1940832";"2135";"4367";"1067";"2426";"3202";"6502";"3202";"8637";"3202";"17273";"4949";"2135";"2717";"61814"
"2015-04-09";"163";"1884740";"2073";"4241";"1037";"2356";"3110";"6314";"3110";"8387";"3110";"16774";"4806";"2073";"2639";"60030"
"2015-04-08";"162";"1829953";"2013";"4117";"1006";"2287";"3019";"6130";"3019";"8143";"3019";"16287";"4666";"2013";"2562";"58281"
"2015-04-07";"161";"1776462";"1954";"3997";"977";"2221";"2931";"5951";"2931";"7905";"2931";"15811";"4530";"1954";"2487";"56580"
"2015-04-06";"160";"1724253";"1897";"3880";"948";"2155";"2845";"5776";"2845";"7673";"2845";"15346";"4397";"1897";"2414";"54918"
"2015-04-05";"159";"1673316";"1841";"3765";"920";"2092";"2761";"5606";"2761";"7446";"2761";"14893";"4267";"1841";"2343";"53297"
"2015-04-04";"158";"1623635";"1786";"3653";"893";"2030";"2679";"5439";"2679";"7225";"2679";"14450";"4140";"1786";"2273";"51712"
"2015-04-03";"157";"1575197";"1733";"3544";"866";"1969";"2599";"5277";"2599";"7010";"2599";"14019";"4017";"1733";"2205";"50170"
"2015-04-02";"156";"1527986";"1681";"3438";"840";"1910";"2521";"5119";"2521";"6800";"2521";"13599";"3896";"1681";"2139";"48666"
"2015-04-01";"155";"1481986";"1630";"3334";"815";"1852";"2445";"4965";"2445";"6595";"2445";"13190";"3779";"1630";"2075";"47200"
"2015-03-31";"154";"1437180";"1581";"3234";"790";"1796";"2371";"4815";"2371";"6395";"2371";"12791";"3665";"1581";"2012";"45773"
"2015-03-30";"153";"1393550";"1533";"3135";"766";"1742";"2299";"4668";"2299";"6201";"2299";"12403";"3554";"1533";"1951";"44383"
"2015-03-29";"152";"1351079";"1486";"3040";"743";"1689";"2229";"4526";"2229";"6012";"2229";"12025";"3445";"1486";"1892";"43031"
"2015-03-28";"151";"1309746";"1441";"2947";"720";"1637";"2161";"4388";"2161";"5828";"2161";"11657";"3340";"1441";"1834";"41716"
"2015-03-27";"150";"1269533";"1396";"2856";"698";"1587";"2095";"4253";"2095";"5649";"2095";"11299";"3237";"1396";"1777";"40433"
"2015-03-26";"149";"1230421";"1353";"2768";"677";"1538";"2030";"4122";"2030";"5475";"2030";"10951";"3138";"1353";"1723";"39188"
"2015-03-25";"148";"1192388";"1312";"2683";"656";"1490";"1967";"3994";"1967";"5306";"1967";"10612";"3041";"1312";"1669";"37976"
"2015-03-24";"147";"1155416";"1271";"2600";"635";"1444";"1906";"3871";"1906";"5142";"1906";"10283";"2946";"1271";"1618";"36799"
"2015-03-23";"146";"1119482";"1231";"2519";"616";"1399";"1847";"3750";"1847";"4982";"1847";"9963";"2855";"1231";"1567";"35654"
"2015-03-22";"145";"1084567";"1193";"2440";"597";"1356";"1790";"3633";"1790";"4826";"1790";"9653";"2766";"1193";"1518";"34545"
"2015-03-21";"144";"1050650";"1156";"2364";"578";"1313";"1734";"3520";"1734";"4675";"1734";"9351";"2679";"1156";"1471";"33465"
"2015-03-20";"143";"1017708";"1119";"2290";"560";"1272";"1679";"3409";"1679";"4529";"1679";"9058";"2595";"1119";"1425";"32413"
"2015-03-19";"142";"985721";"1084";"2218";"542";"1232";"1626";"3302";"1626";"4386";"1626";"8773";"2514";"1084";"1380";"31393"
"2015-03-18";"141";"954668";"1050";"2148";"525";"1193";"1575";"3198";"1575";"4248";"1575";"8497";"2434";"1050";"1337";"30405"
"2015-03-17";"140";"924527";"1017";"2080";"508";"1156";"1525";"3097";"1525";"4114";"1525";"8228";"2358";"1017";"1294";"29444"
"2015-03-16";"139";"895278";"985";"2014";"492";"1119";"1477";"2999";"1477";"3984";"1477";"7968";"2283";"985";"1253";"28513"
"2015-03-15";"138";"866899";"954";"1951";"477";"1084";"1430";"2904";"1430";"3858";"1430";"7715";"2211";"954";"1214";"27612"
"2015-03-14";"137";"839369";"923";"1889";"462";"1049";"1385";"2812";"1385";"3735";"1385";"7470";"2140";"923";"1175";"26733"
"2015-03-13";"136";"812667";"894";"1829";"447";"1016";"1341";"2722";"1341";"3616";"1341";"7233";"2072";"894";"1138";"25884"
"2015-03-12";"135";"786774";"865";"1770";"433";"983";"1298";"2636";"1298";"3501";"1298";"7002";"2006";"865";"1101";"25056"
"2015-03-11";"134";"761667";"838";"1714";"419";"952";"1257";"2552";"1257";"3389";"1257";"6779";"1942";"838";"1066";"24260"
"2015-03-10";"133";"737327";"811";"1659";"406";"922";"1217";"2470";"1217";"3281";"1217";"6562";"1880";"811";"1032";"23485"
"2015-03-09";"132";"713734";"785";"1606";"393";"892";"1178";"2391";"1178";"3176";"1178";"6352";"1820";"785";"999";"22733"
"2015-03-08";"131";"690869";"760";"1554";"380";"864";"1140";"2314";"1140";"3074";"1140";"6149";"1762";"760";"967";"22004"
"2015-03-07";"130";"668711";"736";"1505";"368";"836";"1103";"2240";"1103";"2976";"1103";"5952";"1705";"736";"936";"21299"
"2015-03-06";"129";"647241";"712";"1456";"356";"809";"1068";"2168";"1068";"2880";"1068";"5760";"1650";"712";"906";"20613"
"2015-03-05";"128";"626441";"689";"1409";"345";"783";"1034";"2099";"1034";"2788";"1034";"5575";"1597";"689";"877";"19953"
"2015-03-04";"127";"606292";"667";"1364";"333";"758";"1000";"2031";"1000";"2698";"1000";"5396";"1546";"667";"849";"19309"
"2015-03-03";"126";"586776";"645";"1320";"323";"733";"968";"1966";"968";"2611";"968";"5222";"1496";"645";"821";"18686"
"2015-03-02";"125";"567874";"625";"1278";"312";"710";"937";"1902";"937";"2527";"937";"5054";"1448";"625";"795";"18087"
"2015-03-01";"124";"549570";"605";"1237";"302";"687";"907";"1841";"907";"2446";"907";"4891";"1401";"605";"769";"17505"
"2015-02-28";"123";"531846";"585";"1197";"293";"665";"878";"1782";"878";"2367";"878";"4733";"1356";"585";"745";"16942"
"2015-02-27";"122";"514685";"566";"1158";"283";"643";"849";"1724";"849";"2290";"849";"4581";"1312";"566";"721";"16391"
"2015-02-26";"121";"498071";"548";"1121";"274";"623";"822";"1669";"822";"2216";"822";"4433";"1270";"548";"697";"15865"
"2015-02-25";"120";"481988";"530";"1084";"265";"602";"795";"1615";"795";"2145";"795";"4290";"1229";"530";"675";"15350"
"2015-02-24";"119";"466419";"513";"1049";"257";"583";"770";"1563";"770";"2076";"770";"4151";"1189";"513";"653";"14857"
"2015-02-23";"118";"451350";"496";"1016";"248";"564";"745";"1512";"745";"2009";"745";"4017";"1151";"496";"632";"14376"
"2015-02-22";"117";"436765";"480";"983";"240";"546";"721";"1463";"721";"1944";"721";"3887";"1114";"480";"611";"13911"
"2015-02-21";"116";"422650";"465";"951";"232";"528";"697";"1416";"697";"1881";"697";"3762";"1078";"465";"592";"13461"
"2015-02-20";"115";"408990";"450";"920";"225";"511";"675";"1370";"675";"1820";"675";"3640";"1043";"450";"573";"13027"
"2015-02-19";"114";"395772";"435";"890";"218";"495";"653";"1326";"653";"1761";"653";"3522";"1009";"435";"554";"12604"
"2015-02-18";"113";"382981";"421";"862";"211";"479";"632";"1283";"632";"1704";"632";"3409";"977";"421";"536";"12199"
"2015-02-17";"112";"370605";"408";"834";"204";"463";"611";"1242";"611";"1649";"611";"3298";"945";"408";"519";"11803"
"2015-02-16";"111";"358631";"394";"807";"197";"448";"592";"1201";"592";"1596";"592";"3192";"915";"394";"502";"11422"
"2015-02-15";"110";"347046";"382";"781";"191";"434";"573";"1163";"573";"1544";"573";"3089";"885";"382";"486";"11056"
"2015-02-14";"109";"335838";"369";"756";"185";"420";"554";"1125";"554";"1494";"554";"2989";"856";"369";"470";"10695"
"2015-02-13";"108";"324995";"357";"731";"179";"406";"536";"1089";"536";"1446";"536";"2892";"829";"357";"455";"10349"
"2015-02-12";"107";"314506";"346";"708";"173";"393";"519";"1054";"519";"1400";"519";"2799";"802";"346";"440";"10018"
"2015-02-11";"106";"304359";"335";"685";"167";"380";"502";"1020";"502";"1354";"502";"2709";"776";"335";"426";"9693"
"2015-02-10";"105";"294544";"324";"663";"162";"368";"486";"987";"486";"1311";"486";"2621";"751";"324";"412";"9381"
"2015-02-09";"104";"285049";"314";"641";"157";"356";"470";"955";"470";"1268";"470";"2537";"727";"314";"399";"9078"
"2015-02-08";"103";"275865";"303";"621";"152";"345";"455";"924";"455";"1228";"455";"2455";"703";"303";"386";"8785"
"2015-02-07";"102";"266982";"294";"601";"147";"334";"441";"894";"441";"1188";"441";"2376";"681";"294";"374";"8506"
"2015-02-06";"101";"258390";"284";"581";"142";"323";"426";"866";"426";"1150";"426";"2300";"659";"284";"362";"8229"
"2015-02-05";"100";"250079";"275";"563";"138";"313";"413";"838";"413";"1113";"413";"2226";"638";"275";"350";"7968"
"2015-02-04";"99";"242041";"266";"545";"133";"303";"399";"811";"399";"1077";"399";"2154";"617";"266";"339";"7708"
"2015-02-03";"98";"234267";"258";"527";"129";"293";"387";"785";"387";"1042";"387";"2085";"597";"258";"328";"7463"
"2015-02-02";"97";"226748";"249";"510";"125";"283";"374";"760";"374";"1009";"374";"2018";"578";"249";"317";"7220"
"2015-02-01";"96";"219475";"241";"494";"121";"274";"362";"735";"362";"977";"362";"1953";"560";"241";"307";"6989"
"2015-01-31";"95";"212442";"234";"478";"117";"266";"351";"712";"351";"945";"351";"1891";"542";"234";"297";"6769"
"2015-01-30";"94";"205639";"226";"463";"113";"257";"339";"689";"339";"915";"339";"1830";"524";"226";"288";"6548"
"2015-01-29";"93";"199060";"219";"448";"109";"249";"328";"667";"328";"886";"328";"1772";"508";"219";"279";"6340"
"2015-01-28";"92";"192697";"212";"434";"106";"241";"318";"646";"318";"858";"318";"1715";"491";"212";"270";"6139"
"2015-01-27";"91";"186543";"205";"420";"103";"233";"308";"625";"308";"830";"308";"1660";"476";"205";"261";"5942"
"2015-01-26";"90";"180591";"199";"406";"99";"226";"298";"605";"298";"804";"298";"1607";"461";"199";"253";"5753"
"2015-01-25";"89";"174835";"192";"393";"96";"219";"288";"586";"288";"778";"288";"1556";"446";"192";"245";"5567"
"2015-01-24";"88";"169267";"186";"381";"93";"212";"279";"567";"279";"753";"279";"1506";"432";"186";"237";"5390"
"2015-01-23";"87";"163883";"180";"369";"90";"205";"270";"549";"270";"729";"270";"1459";"418";"180";"229";"5218"
