"Date";"Days from today";"PPE (m3)";"PPE (tons)";"Body bags (m3)";"Body bags (tons)";"Chlorine (m3)";"Chlorine (tons)";"Medical supplies (m3)";"Medical supplies (tons)";"Lab supplies (m3)";"Lab supplies (tons)";"Total (m3)";"Total (tons)"
"2015-04-14";"168";"22754";"4728.6";"61.1";"6.1";"24.4";"24.4";"351.4";"175.7";"38.2";"18.3";"23229.2";"4953.2"
"2015-04-13";"167";"22076.7";"4587.9";"59.3";"5.9";"23.7";"23.7";"340.9";"170.5";"37.1";"17.8";"22537.8";"4805.8"
"2015-04-12";"166";"21413.4";"4450";"57.5";"5.8";"23";"23";"330.7";"165.3";"35.9";"17.3";"21860.6";"4661.4"
"2015-04-11";"165";"20764.1";"4315.1";"55.8";"5.6";"22.3";"22.3";"320.7";"160.3";"34.9";"16.7";"21197.7";"4520.1"
"2015-04-10";"164";"20128.8";"4183.1";"54.1";"5.4";"21.6";"21.6";"310.9";"155.4";"33.8";"16.2";"20549.1";"4381.8"
"2015-04-09";"163";"19507.6";"4054";"52.4";"5.2";"21";"21";"301.3";"150.6";"32.7";"15.7";"19915";"4246.5"
"2015-04-08";"162";"18900.6";"3927.8";"50.8";"5.1";"20.3";"20.3";"291.9";"145.9";"31.7";"15.2";"19295.3";"4114.4"
"2015-04-07";"161";"18307.6";"3804.6";"49.2";"4.9";"19.7";"19.7";"282.7";"141.4";"30.7";"14.8";"18689.9";"3985.3"
"2015-04-06";"160";"17728.7";"3684.3";"47.6";"4.8";"19";"19";"273.8";"136.9";"29.8";"14.3";"18098.9";"3859.3"
"2015-04-05";"159";"17163.9";"3566.9";"46.1";"4.6";"18.4";"18.4";"265.1";"132.5";"28.8";"13.8";"17522.3";"3736.3"
"2015-04-04";"158";"16613";"3452.4";"44.6";"4.5";"17.8";"17.8";"256.6";"128.3";"27.9";"13.4";"16959.9";"3616.4"
"2015-04-03";"157";"16076";"3340.8";"43.2";"4.3";"17.3";"17.3";"248.3";"124.1";"27";"13";"16411.7";"3499.5"
"2015-04-02";"156";"15552.8";"3232.1";"41.8";"4.2";"16.7";"16.7";"240.2";"120.1";"26.1";"12.5";"15877.6";"3385.6"
"2015-04-01";"155";"15043.3";"3126.2";"40.4";"4";"16.2";"16.2";"232.3";"116.2";"25.3";"12.1";"15357.4";"3274.7"
"2015-03-31";"154";"14547.3";"3023.2";"39.1";"3.9";"15.6";"15.6";"224.7";"112.3";"24.4";"11.7";"14851.1";"3166.7"
"2015-03-30";"153";"14064.7";"2922.9";"37.8";"3.8";"15.1";"15.1";"217.2";"108.6";"23.6";"11.3";"14358.4";"3061.7"
"2015-03-29";"152";"13595.3";"2825.3";"36.5";"3.7";"14.6";"14.6";"210";"105";"22.8";"11";"13879.2";"2959.5"
"2015-03-28";"151";"13139";"2730.5";"35.3";"3.5";"14.1";"14.1";"202.9";"101.5";"22.1";"10.6";"13413.4";"2860.2"
"2015-03-27";"150";"12695.6";"2638.4";"34.1";"3.4";"13.6";"13.6";"196.1";"98";"21.3";"10.2";"12960.8";"2763.7"
"2015-03-26";"149";"12264.9";"2548.8";"32.9";"3.3";"13.2";"13.2";"189.4";"94.7";"20.6";"9.9";"12521.1";"2669.9"
"2015-03-25";"148";"11846.7";"2461.9";"31.8";"3.2";"12.7";"12.7";"183";"91.5";"19.9";"9.5";"12094.1";"2578.9"
"2015-03-24";"147";"11440.8";"2377.6";"30.7";"3.1";"12.3";"12.3";"176.7";"88.3";"19.2";"9.2";"11679.7";"2490.5"
"2015-03-23";"146";"11047";"2295.7";"29.7";"3";"11.9";"11.9";"170.6";"85.3";"18.5";"8.9";"11277.7";"2404.8"
"2015-03-22";"145";"10665";"2216.4";"28.6";"2.9";"11.5";"11.5";"164.7";"82.4";"17.9";"8.6";"10887.7";"2321.6"
"2015-03-21";"144";"10294.6";"2139.4";"27.6";"2.8";"11.1";"11.1";"159";"79.5";"17.3";"8.3";"10509.6";"2241"
"2015-03-20";"143";"9935.7";"2064.8";"26.7";"2.7";"10.7";"10.7";"153.4";"76.7";"16.7";"8";"10143.1";"2162.9"
"2015-03-19";"142";"9587.8";"1992.5";"25.8";"2.6";"10.3";"10.3";"148.1";"74";"16.1";"7.7";"9788.1";"2087.1"
"2015-03-18";"141";"9250.9";"1922.5";"24.8";"2.5";"9.9";"9.9";"142.9";"71.4";"15.5";"7.5";"9444.1";"2013.8"
"2015-03-17";"140";"8924.7";"1854.7";"24";"2.4";"9.6";"9.6";"137.8";"68.9";"15";"7.2";"9111.1";"1942.8"
"2015-03-16";"139";"8608.9";"1789.1";"23.1";"2.3";"9.2";"9.2";"133";"66.5";"14.5";"6.9";"8788.6";"1874"
"2015-03-15";"138";"8303.2";"1725.5";"22.3";"2.2";"8.9";"8.9";"128.2";"64.1";"13.9";"6.7";"8476.6";"1807.5"
"2015-03-14";"137";"8007.5";"1664.1";"21.5";"2.2";"8.6";"8.6";"123.7";"61.8";"13.4";"6.5";"8174.7";"1743.1"
"2015-03-13";"136";"7721.5";"1604.7";"20.7";"2.1";"8.3";"8.3";"119.2";"59.6";"13";"6.2";"7882.8";"1680.9"
"2015-03-12";"135";"7444.9";"1547.2";"20";"2";"8";"8";"115";"57.5";"12.5";"6";"7600.4";"1620.7"
"2015-03-11";"134";"7177.5";"1491.6";"19.3";"1.9";"7.7";"7.7";"110.8";"55.4";"12";"5.8";"7327.4";"1562.4"
"2015-03-10";"133";"6919.1";"1437.9";"18.6";"1.9";"7.4";"7.4";"106.9";"53.4";"11.6";"5.6";"7063.6";"1506.2"
"2015-03-09";"132";"6669.3";"1386";"17.9";"1.8";"7.2";"7.2";"103";"51.5";"11.2";"5.4";"6808.6";"1451.8"
"2015-03-08";"131";"6428.1";"1335.9";"17.3";"1.7";"6.9";"6.9";"99.3";"49.6";"10.8";"5.2";"6562.3";"1399.3"
"2015-03-07";"130";"6195";"1287.4";"16.6";"1.7";"6.7";"6.7";"95.7";"47.8";"10.4";"5";"6324.3";"1348.6"
"2015-03-06";"129";"5969.9";"1240.6";"16";"1.6";"6.4";"6.4";"92.2";"46.1";"10";"4.8";"6094.6";"1299.6"
"2015-03-05";"128";"5752.6";"1195.5";"15.5";"1.5";"6.2";"6.2";"88.8";"44.4";"9.7";"4.6";"5872.7";"1252.3"
"2015-03-04";"127";"5542.8";"1151.9";"14.9";"1.5";"6";"6";"85.6";"42.8";"9.3";"4.5";"5658.5";"1206.6"
"2015-03-03";"126";"5340.3";"1109.8";"14.3";"1.4";"5.7";"5.7";"82.5";"41.2";"9";"4.3";"5451.8";"1162.5"
"2015-03-02";"125";"5144.9";"1069.2";"13.8";"1.4";"5.5";"5.5";"79.5";"39.7";"8.6";"4.1";"5252.3";"1120"
"2015-03-01";"124";"4956.3";"1030";"13.3";"1.3";"5.3";"5.3";"76.5";"38.3";"8.3";"4";"5059.8";"1078.9"
"2015-02-28";"123";"4774.4";"992.2";"12.8";"1.3";"5.1";"5.1";"73.7";"36.9";"8";"3.8";"4874.1";"1039.3"
"2015-02-27";"122";"4599";"955.7";"12.4";"1.2";"4.9";"4.9";"71";"35.5";"7.7";"3.7";"4695";"1001.1"
"2015-02-26";"121";"4429.7";"920.6";"11.9";"1.2";"4.8";"4.8";"68.4";"34.2";"7.4";"3.6";"4522.2";"964.3"
"2015-02-25";"120";"4266.6";"886.7";"11.5";"1.1";"4.6";"4.6";"65.9";"32.9";"7.2";"3.4";"4355.6";"928.8"
"2015-02-24";"119";"4109.2";"854";"11";"1.1";"4.4";"4.4";"63.5";"31.7";"6.9";"3.3";"4195";"894.5"
"2015-02-23";"118";"3957.5";"822.4";"10.6";"1.1";"4.3";"4.3";"61.1";"30.6";"6.6";"3.2";"4040.1";"861.5"
"2015-02-22";"117";"3811.3";"792";"10.2";"1";"4.1";"4.1";"58.9";"29.4";"6.4";"3.1";"3890.9";"829.7"
"2015-02-21";"116";"3670.3";"762.7";"9.9";"1";"3.9";"3.9";"56.7";"28.3";"6.2";"3";"3746.9";"799"
"2015-02-20";"115";"3534.4";"734.5";"9.5";"0.9";"3.8";"3.8";"54.6";"27.3";"5.9";"2.8";"3608.2";"769.4"
"2015-02-19";"114";"3403.5";"707.3";"9.1";"0.9";"3.7";"3.7";"52.6";"26.3";"5.7";"2.7";"3474.6";"740.9"
"2015-02-18";"113";"3277.3";"681.1";"8.8";"0.9";"3.5";"3.5";"50.6";"25.3";"5.5";"2.6";"3345.8";"713.4"
"2015-02-17";"112";"3155.8";"655.8";"8.5";"0.8";"3.4";"3.4";"48.7";"24.4";"5.3";"2.5";"3221.7";"687"
"2015-02-16";"111";"3038.7";"631.5";"8.2";"0.8";"3.3";"3.3";"46.9";"23.5";"5.1";"2.4";"3102.1";"661.5"
"2015-02-15";"110";"2925.9";"608";"7.9";"0.8";"3.1";"3.1";"45.2";"22.6";"4.9";"2.4";"2987";"636.9"
"2015-02-14";"109";"2817.2";"585.5";"7.6";"0.8";"3";"3";"43.5";"21.8";"4.7";"2.3";"2876";"613.3"
"2015-02-13";"108";"2712.5";"563.7";"7.3";"0.7";"2.9";"2.9";"41.9";"20.9";"4.6";"2.2";"2769.1";"590.5"
"2015-02-12";"107";"2611.7";"542.7";"7";"0.7";"2.8";"2.8";"40.3";"20.2";"4.4";"2.1";"2666.2";"568.5"
"2015-02-11";"106";"2514.6";"522.6";"6.8";"0.7";"2.7";"2.7";"38.8";"19.4";"4.2";"2";"2567.1";"547.4"
"2015-02-10";"105";"2421";"503.1";"6.5";"0.7";"2.6";"2.6";"37.4";"18.7";"4.1";"2";"2471.6";"527"
"2015-02-09";"104";"2330.9";"484.4";"6.3";"0.6";"2.5";"2.5";"36";"18";"3.9";"1.9";"2379.6";"507.4"
"2015-02-08";"103";"2244.2";"466.4";"6";"0.6";"2.4";"2.4";"34.7";"17.3";"3.8";"1.8";"2291.1";"488.5"
"2015-02-07";"102";"2160.7";"449";"5.8";"0.6";"2.3";"2.3";"33.4";"16.7";"3.6";"1.7";"2205.8";"470.4"
"2015-02-06";"101";"2080.3";"432.3";"5.6";"0.6";"2.2";"2.2";"32.1";"16.1";"3.5";"1.7";"2123.7";"452.9"
"2015-02-05";"100";"2002.9";"416.2";"5.4";"0.5";"2.2";"2.2";"30.9";"15.5";"3.4";"1.6";"2044.7";"436"
"2015-02-04";"99";"1928.3";"400.7";"5.2";"0.5";"2.1";"2.1";"29.8";"14.9";"3.2";"1.6";"1968.6";"419.8"
"2015-02-03";"98";"1856.6";"385.8";"5";"0.5";"2";"2";"28.7";"14.3";"3.1";"1.5";"1895.3";"404.1"
"2015-02-02";"97";"1787.5";"371.5";"4.8";"0.5";"1.9";"1.9";"27.6";"13.8";"3";"1.4";"1824.8";"389.1"
"2015-02-01";"96";"1721";"357.6";"4.6";"0.5";"1.8";"1.8";"26.6";"13.3";"2.9";"1.4";"1756.9";"374.6"
"2015-01-31";"95";"1656.9";"344.3";"4.5";"0.4";"1.8";"1.8";"25.6";"12.8";"2.8";"1.3";"1691.5";"360.7"
"2015-01-30";"94";"1595.3";"331.5";"4.3";"0.4";"1.7";"1.7";"24.6";"12.3";"2.7";"1.3";"1628.6";"347.3"
"2015-01-29";"93";"1535.9";"319.2";"4.1";"0.4";"1.7";"1.7";"23.7";"11.9";"2.6";"1.2";"1568";"334.4"
"2015-01-28";"92";"1478.8";"307.3";"4";"0.4";"1.6";"1.6";"22.8";"11.4";"2.5";"1.2";"1509.7";"321.9"
"2015-01-27";"91";"1423.8";"295.9";"3.8";"0.4";"1.5";"1.5";"22";"11";"2.4";"1.1";"1453.6";"309.9"
