"Date";"Days from today";"Caseload";"Administrator (coordination)";"Doctor (ETU)";"Doctor (coordination)";"Epidemiologist (contact tracing)";"Epidemiologist (coordination)";"Lab scientist (laboratories)";"Logistician (burials)";"Logistician (ETU)";"Logistician (coordination)";"Nurse (ETU)";"Public health specialist (Social mobilization)";"Public health specialist (coordination)";"Data management (coordination)";"Total personnel"
"2015-04-14";"168";"37067";"41";"83";"20";"46";"61";"124";"61";"165";"61";"330";"95";"41";"52";"1180"
"2015-04-13";"167";"36588";"40";"82";"20";"46";"60";"123";"60";"163";"60";"326";"93";"40";"51";"1164"
"2015-04-12";"166";"36115";"40";"81";"20";"45";"60";"121";"60";"161";"60";"321";"92";"40";"51";"1152"
"2015-04-11";"165";"35648";"39";"80";"20";"45";"59";"119";"59";"159";"59";"317";"91";"39";"50";"1136"
"2015-04-10";"164";"35187";"39";"79";"19";"44";"58";"118";"58";"157";"58";"313";"90";"39";"49";"1121"
"2015-04-09";"163";"34733";"38";"78";"19";"43";"57";"116";"57";"155";"57";"309";"89";"38";"49";"1105"
"2015-04-08";"162";"34284";"38";"77";"19";"43";"57";"115";"57";"153";"57";"305";"87";"38";"48";"1094"
"2015-04-07";"161";"33841";"37";"76";"19";"42";"56";"113";"56";"151";"56";"301";"86";"37";"47";"1077"
"2015-04-06";"160";"33404";"37";"75";"18";"42";"55";"112";"55";"149";"55";"297";"85";"37";"47";"1064"
"2015-04-05";"159";"32973";"36";"74";"18";"41";"54";"110";"54";"147";"54";"293";"84";"36";"46";"1047"
"2015-04-04";"158";"32548";"36";"73";"18";"41";"54";"109";"54";"145";"54";"290";"83";"36";"46";"1039"
"2015-04-03";"157";"32128";"35";"72";"18";"40";"53";"108";"53";"143";"53";"286";"82";"35";"45";"1023"
"2015-04-02";"156";"31713";"35";"71";"17";"40";"52";"106";"52";"141";"52";"282";"81";"35";"44";"1008"
"2015-04-01";"155";"31304";"34";"70";"17";"39";"52";"105";"52";"139";"52";"279";"80";"34";"44";"997"
"2015-03-31";"154";"30900";"34";"70";"17";"39";"51";"104";"51";"138";"51";"275";"79";"34";"43";"986"
"2015-03-30";"153";"30502";"34";"69";"17";"38";"50";"102";"50";"136";"50";"271";"78";"34";"43";"972"
"2015-03-29";"152";"30109";"33";"68";"17";"38";"50";"101";"50";"134";"50";"268";"77";"33";"42";"961"
"2015-03-28";"151";"29721";"33";"67";"16";"37";"49";"100";"49";"132";"49";"265";"76";"33";"42";"948"
"2015-03-27";"150";"29338";"32";"66";"16";"37";"48";"98";"48";"131";"48";"261";"75";"32";"41";"933"
"2015-03-26";"149";"28960";"32";"65";"16";"36";"48";"97";"48";"129";"48";"258";"74";"32";"41";"924"
