"Date";"Days from today";"Caseload";"Administrator (coordination)";"Doctor (ETU)";"Doctor (coordination)";"Epidemiologist (contact tracing)";"Epidemiologist (coordination)";"Lab scientist (laboratories)";"Logistician (burials)";"Logistician (ETU)";"Logistician (coordination)";"Nurse (ETU)";"Public health specialist (Social mobilization)";"Public health specialist (coordination)";"Data management (coordination)";"Total personnel"
"2015-04-14";"168";"1211281";"1332";"2725";"666";"1514";"1999";"4058";"1999";"5390";"1999";"10780";"3089";"1332";"1696";"38579"
"2015-04-13";"167";"1178051";"1296";"2651";"648";"1473";"1944";"3946";"1944";"5242";"1944";"10485";"3004";"1296";"1649";"37522"
"2015-04-12";"166";"1145580";"1260";"2578";"630";"1432";"1890";"3838";"1890";"5098";"1890";"10196";"2921";"1260";"1604";"36487"
"2015-04-11";"165";"1113860";"1225";"2506";"613";"1392";"1838";"3731";"1838";"4957";"1838";"9913";"2840";"1225";"1559";"35475"
"2015-04-10";"164";"1082881";"1191";"2436";"596";"1354";"1787";"3628";"1787";"4819";"1787";"9638";"2761";"1191";"1516";"34491"
"2015-04-09";"163";"1052634";"1158";"2368";"579";"1316";"1737";"3526";"1737";"4684";"1737";"9368";"2684";"1158";"1474";"33526"
"2015-04-08";"162";"1023110";"1125";"2302";"563";"1279";"1688";"3427";"1688";"4553";"1688";"9106";"2609";"1125";"1432";"32585"
"2015-04-07";"161";"994299";"1094";"2237";"547";"1243";"1641";"3331";"1641";"4425";"1641";"8849";"2535";"1094";"1392";"31670"
"2015-04-06";"160";"966189";"1063";"2174";"531";"1208";"1594";"3237";"1594";"4300";"1594";"8599";"2464";"1063";"1353";"30774"
"2015-04-05";"159";"938771";"1033";"2112";"516";"1173";"1549";"3145";"1549";"4178";"1549";"8355";"2394";"1033";"1314";"29900"
"2015-04-04";"158";"912033";"1003";"2052";"502";"1140";"1505";"3055";"1505";"4059";"1505";"8117";"2326";"1003";"1277";"29049"
"2015-04-03";"157";"885964";"975";"1993";"487";"1107";"1462";"2968";"1462";"3943";"1462";"7885";"2259";"975";"1240";"28218"
"2015-04-02";"156";"860554";"947";"1936";"473";"1076";"1420";"2883";"1420";"3829";"1420";"7659";"2194";"947";"1205";"27409"
"2015-04-01";"155";"835790";"919";"1881";"460";"1045";"1379";"2800";"1379";"3719";"1379";"7439";"2131";"919";"1170";"26620"
"2015-03-31";"154";"811661";"893";"1826";"446";"1015";"1339";"2719";"1339";"3612";"1339";"7224";"2070";"893";"1136";"25851"
"2015-03-30";"153";"788156";"867";"1773";"433";"985";"1300";"2640";"1300";"3507";"1300";"7015";"2010";"867";"1103";"25100"
"2015-03-29";"152";"765262";"842";"1722";"421";"957";"1263";"2564";"1263";"3405";"1263";"6811";"1951";"842";"1071";"24375"
"2015-03-28";"151";"742968";"817";"1672";"409";"929";"1226";"2489";"1226";"3306";"1226";"6612";"1895";"817";"1040";"23664"
"2015-03-27";"150";"721262";"793";"1623";"397";"902";"1190";"2416";"1190";"3210";"1190";"6419";"1839";"793";"1010";"22972"
"2015-03-26";"149";"700133";"770";"1575";"385";"875";"1155";"2345";"1155";"3116";"1155";"6231";"1785";"770";"980";"22297"
"2015-03-25";"148";"679567";"748";"1529";"374";"849";"1121";"2277";"1121";"3024";"1121";"6048";"1733";"748";"951";"21644"
"2015-03-24";"147";"659554";"726";"1484";"363";"824";"1088";"2210";"1088";"2935";"1088";"5870";"1682";"726";"923";"21007"
"2015-03-23";"146";"640082";"704";"1440";"352";"800";"1056";"2144";"1056";"2848";"1056";"5697";"1632";"704";"896";"20385"
"2015-03-22";"145";"621139";"683";"1398";"342";"776";"1025";"2081";"1025";"2764";"1025";"5528";"1584";"683";"870";"19784"
"2015-03-21";"144";"602714";"663";"1356";"331";"753";"994";"2019";"994";"2682";"994";"5364";"1537";"663";"844";"19194"
"2015-03-20";"143";"584795";"643";"1316";"322";"731";"965";"1959";"965";"2602";"965";"5205";"1491";"643";"819";"18626"
"2015-03-19";"142";"567369";"624";"1277";"312";"709";"936";"1901";"936";"2525";"936";"5050";"1447";"624";"794";"18071"
"2015-03-18";"141";"550428";"605";"1238";"303";"688";"908";"1844";"908";"2449";"908";"4899";"1404";"605";"771";"17530"
"2015-03-17";"140";"533957";"587";"1201";"294";"667";"881";"1789";"881";"2376";"881";"4752";"1362";"587";"748";"17006"
"2015-03-16";"139";"517948";"570";"1165";"285";"647";"855";"1735";"855";"2305";"855";"4610";"1321";"570";"725";"16498"
"2015-03-15";"138";"502389";"553";"1130";"276";"628";"829";"1683";"829";"2236";"829";"4471";"1281";"553";"703";"16001"
"2015-03-14";"137";"487269";"536";"1096";"268";"609";"804";"1632";"804";"2168";"804";"4337";"1243";"536";"682";"15519"
"2015-03-13";"136";"472576";"520";"1063";"260";"591";"780";"1583";"780";"2103";"780";"4206";"1205";"520";"662";"15053"
"2015-03-12";"135";"458302";"504";"1031";"252";"573";"756";"1535";"756";"2039";"756";"4079";"1169";"504";"642";"14596"
"2015-03-11";"134";"444435";"489";"1000";"244";"556";"733";"1489";"733";"1978";"733";"3955";"1133";"489";"622";"14154"
"2015-03-10";"133";"430966";"474";"970";"237";"539";"711";"1444";"711";"1918";"711";"3836";"1099";"474";"603";"13727"
"2015-03-09";"132";"417884";"460";"940";"230";"522";"690";"1400";"690";"1860";"690";"3719";"1066";"460";"585";"13312"
"2015-03-08";"131";"405178";"446";"912";"223";"506";"669";"1357";"669";"1803";"669";"3606";"1033";"446";"567";"12906"
"2015-03-07";"130";"392841";"432";"884";"216";"491";"648";"1316";"648";"1748";"648";"3496";"1002";"432";"550";"12511"
"2015-03-06";"129";"380862";"419";"857";"209";"476";"628";"1276";"628";"1695";"628";"3390";"971";"419";"533";"12129"
"2015-03-05";"128";"369231";"406";"831";"203";"462";"609";"1237";"609";"1643";"609";"3286";"942";"406";"517";"11760"
"2015-03-04";"127";"357940";"394";"805";"197";"447";"591";"1199";"591";"1593";"591";"3186";"913";"394";"501";"11402"
"2015-03-03";"126";"346980";"382";"781";"191";"434";"573";"1162";"573";"1544";"573";"3088";"885";"382";"486";"11054"
"2015-03-02";"125";"336342";"370";"757";"185";"420";"555";"1127";"555";"1497";"555";"2993";"858";"370";"471";"10713"
"2015-03-01";"124";"326016";"359";"734";"179";"408";"538";"1092";"538";"1451";"538";"2902";"831";"359";"456";"10385"
"2015-02-28";"123";"315996";"348";"711";"174";"395";"521";"1059";"521";"1406";"521";"2812";"806";"348";"442";"10064"
"2015-02-27";"122";"306272";"337";"689";"168";"383";"505";"1026";"505";"1363";"505";"2726";"781";"337";"429";"9754"
"2015-02-26";"121";"296836";"327";"668";"163";"371";"490";"994";"490";"1321";"490";"2642";"757";"327";"416";"9456"
"2015-02-25";"120";"287681";"316";"647";"158";"360";"475";"964";"475";"1280";"475";"2560";"734";"316";"403";"9163"
"2015-02-24";"119";"278799";"307";"627";"153";"348";"460";"934";"460";"1241";"460";"2481";"711";"307";"390";"8879"
"2015-02-23";"118";"270181";"297";"608";"149";"338";"446";"905";"446";"1202";"446";"2405";"689";"297";"378";"8606"
"2015-02-22";"117";"261822";"288";"589";"144";"327";"432";"877";"432";"1165";"432";"2330";"668";"288";"367";"8339"
"2015-02-21";"116";"253713";"279";"571";"140";"317";"419";"850";"419";"1129";"419";"2258";"647";"279";"355";"8082"
"2015-02-20";"115";"245848";"270";"553";"135";"307";"406";"824";"406";"1094";"406";"2188";"627";"270";"344";"7830"
"2015-02-19";"114";"238219";"262";"536";"131";"298";"393";"798";"393";"1060";"393";"2120";"607";"262";"334";"7587"
"2015-02-18";"113";"230821";"254";"519";"127";"289";"381";"773";"381";"1027";"381";"2054";"589";"254";"323";"7352"
"2015-02-17";"112";"223646";"246";"503";"123";"280";"369";"749";"369";"995";"369";"1990";"570";"246";"313";"7122"
"2015-02-16";"111";"216688";"238";"488";"119";"271";"358";"726";"358";"964";"358";"1929";"553";"238";"303";"6903"
"2015-02-15";"110";"209941";"231";"472";"115";"262";"346";"703";"346";"934";"346";"1868";"535";"231";"294";"6683"
"2015-02-14";"109";"203398";"224";"458";"112";"254";"336";"681";"336";"905";"336";"1810";"519";"224";"285";"6480"
"2015-02-13";"108";"197055";"217";"443";"108";"246";"325";"660";"325";"877";"325";"1754";"502";"217";"276";"6275"
"2015-02-12";"107";"190904";"210";"430";"105";"239";"315";"640";"315";"850";"315";"1699";"487";"210";"267";"6082"
"2015-02-11";"106";"184942";"203";"416";"102";"231";"305";"620";"305";"823";"305";"1646";"472";"203";"259";"5890"
"2015-02-10";"105";"179161";"197";"403";"99";"224";"296";"600";"296";"797";"296";"1595";"457";"197";"251";"5708"
"2015-02-09";"104";"173557";"191";"391";"95";"217";"286";"581";"286";"772";"286";"1545";"443";"191";"243";"5527"
"2015-02-08";"103";"168124";"185";"378";"92";"210";"277";"563";"277";"748";"277";"1496";"429";"185";"235";"5352"
"2015-02-07";"102";"162858";"179";"366";"90";"204";"269";"546";"269";"725";"269";"1449";"415";"179";"228";"5188"
"2015-02-06";"101";"157754";"174";"355";"87";"197";"260";"528";"260";"702";"260";"1404";"402";"174";"221";"5024"
"2015-02-05";"100";"152806";"168";"344";"84";"191";"252";"512";"252";"680";"252";"1360";"390";"168";"214";"4867"
"2015-02-04";"99";"148011";"163";"333";"81";"185";"244";"496";"244";"659";"244";"1317";"377";"163";"207";"4713"
"2015-02-03";"98";"143363";"158";"323";"79";"179";"237";"480";"237";"638";"237";"1276";"366";"158";"201";"4569"
"2015-02-02";"97";"138859";"153";"312";"76";"174";"229";"465";"229";"618";"229";"1236";"354";"153";"194";"4422"
"2015-02-01";"96";"134494";"148";"303";"74";"168";"222";"451";"222";"598";"222";"1197";"343";"148";"188";"4284"
"2015-01-31";"95";"130263";"143";"293";"72";"163";"215";"436";"215";"580";"215";"1159";"332";"143";"182";"4148"
"2015-01-30";"94";"126164";"139";"284";"69";"158";"208";"423";"208";"561";"208";"1123";"322";"139";"177";"4019"
"2015-01-29";"93";"122191";"134";"275";"67";"153";"202";"409";"202";"544";"202";"1087";"312";"134";"171";"3892"
"2015-01-28";"92";"118341";"130";"266";"65";"148";"195";"396";"195";"527";"195";"1053";"302";"130";"166";"3768"
"2015-01-27";"91";"114611";"126";"258";"63";"143";"189";"384";"189";"510";"189";"1020";"292";"126";"160";"3649"
"2015-01-26";"90";"110996";"122";"250";"61";"139";"183";"372";"183";"494";"183";"988";"283";"122";"155";"3535"
"2015-01-25";"89";"107494";"118";"242";"59";"134";"177";"360";"177";"478";"177";"957";"274";"118";"150";"3421"
"2015-01-24";"88";"104101";"115";"234";"57";"130";"172";"349";"172";"463";"172";"926";"265";"115";"146";"3316"
"2015-01-23";"87";"100813";"111";"227";"55";"126";"166";"338";"166";"449";"166";"897";"257";"111";"141";"3210"
"2015-01-22";"86";"97628";"107";"220";"54";"122";"161";"327";"161";"434";"161";"869";"249";"107";"137";"3109"
"2015-01-21";"85";"94542";"104";"213";"52";"118";"156";"317";"156";"421";"156";"841";"241";"104";"132";"3011"
"2015-01-20";"84";"91552";"101";"206";"50";"114";"151";"307";"151";"407";"151";"815";"233";"101";"128";"2915"
"2015-01-19";"83";"88656";"98";"199";"49";"111";"146";"297";"146";"395";"146";"789";"226";"98";"124";"2824"
"2015-01-18";"82";"85850";"94";"193";"47";"107";"142";"288";"142";"382";"142";"764";"219";"94";"120";"2734"
"2015-01-17";"81";"83132";"91";"187";"46";"104";"137";"278";"137";"370";"137";"740";"212";"91";"116";"2646"
"2015-01-16";"80";"80498";"89";"181";"44";"101";"133";"270";"133";"358";"133";"716";"205";"89";"113";"2565"
"2015-01-15";"79";"77947";"86";"175";"43";"97";"129";"261";"129";"347";"129";"694";"199";"86";"109";"2484"
"2015-01-14";"78";"75476";"83";"170";"42";"94";"125";"253";"125";"336";"125";"672";"192";"83";"106";"2406"
"2015-01-13";"77";"73083";"80";"164";"40";"91";"121";"245";"121";"325";"121";"650";"186";"80";"102";"2326"
"2015-01-12";"76";"70764";"78";"159";"39";"88";"117";"237";"117";"315";"117";"630";"180";"78";"99";"2254"
"2015-01-11";"75";"68519";"75";"154";"38";"86";"113";"230";"113";"305";"113";"610";"175";"75";"96";"2183"
"2015-01-10";"74";"66343";"73";"149";"36";"83";"109";"222";"109";"295";"109";"590";"169";"73";"93";"2110"
"2015-01-09";"73";"64236";"71";"145";"35";"80";"106";"215";"106";"286";"106";"572";"164";"71";"90";"2047"
"2015-01-08";"72";"62196";"68";"140";"34";"78";"103";"208";"103";"277";"103";"554";"159";"68";"87";"1982"
"2015-01-07";"71";"60219";"66";"135";"33";"75";"99";"202";"99";"268";"99";"536";"154";"66";"84";"1916"
"2015-01-06";"70";"58305";"64";"131";"32";"73";"96";"195";"96";"259";"96";"519";"149";"64";"82";"1856"
"2015-01-05";"69";"56451";"62";"127";"31";"71";"93";"189";"93";"251";"93";"502";"144";"62";"79";"1797"
"2015-01-04";"68";"54655";"60";"123";"30";"68";"90";"183";"90";"243";"90";"486";"139";"60";"77";"1739"
"2015-01-03";"67";"52916";"58";"119";"29";"66";"87";"177";"87";"235";"87";"471";"135";"58";"74";"1683"
"2015-01-02";"66";"51231";"56";"115";"28";"64";"85";"172";"85";"228";"85";"456";"131";"56";"72";"1633"
"2015-01-01";"65";"49600";"55";"112";"27";"62";"82";"166";"82";"221";"82";"441";"126";"55";"69";"1580"
"2014-12-31";"64";"48020";"53";"108";"26";"60";"79";"161";"79";"214";"79";"427";"122";"53";"67";"1528"
"2014-12-30";"63";"46490";"51";"105";"26";"58";"77";"156";"77";"207";"77";"414";"119";"51";"65";"1483"
"2014-12-29";"62";"45008";"50";"101";"25";"56";"74";"151";"74";"200";"74";"401";"115";"50";"63";"1434"
"2014-12-28";"61";"43574";"48";"98";"24";"54";"72";"146";"72";"194";"72";"388";"111";"48";"61";"1388"
"2014-12-27";"60";"42184";"46";"95";"23";"53";"70";"141";"70";"188";"70";"375";"108";"46";"59";"1344"
"2014-12-26";"59";"40838";"45";"92";"22";"51";"67";"137";"67";"182";"67";"363";"104";"45";"57";"1299"
"2014-12-25";"58";"39535";"43";"89";"22";"49";"65";"132";"65";"176";"65";"352";"101";"43";"55";"1257"
"2014-12-24";"57";"38274";"42";"86";"21";"48";"63";"128";"63";"170";"63";"341";"98";"42";"54";"1219"
"2014-12-23";"56";"37052";"41";"83";"20";"46";"61";"124";"61";"165";"61";"330";"94";"41";"52";"1179"
"2014-12-22";"55";"35869";"39";"81";"20";"45";"59";"120";"59";"160";"59";"319";"91";"39";"50";"1141"
"2014-12-21";"54";"34723";"38";"78";"19";"43";"57";"116";"57";"155";"57";"309";"89";"38";"49";"1105"
"2014-12-20";"53";"33613";"37";"76";"18";"42";"55";"113";"55";"150";"55";"299";"86";"37";"47";"1070"
"2014-12-19";"52";"32539";"36";"73";"18";"41";"54";"109";"54";"145";"54";"290";"83";"36";"46";"1039"
"2014-12-18";"51";"31499";"35";"71";"17";"39";"52";"106";"52";"140";"52";"280";"80";"35";"44";"1003"
"2014-12-17";"50";"30492";"34";"69";"17";"38";"50";"102";"50";"136";"50";"271";"78";"34";"43";"972"
"2014-12-16";"49";"29516";"32";"66";"16";"37";"49";"99";"49";"131";"49";"263";"75";"32";"41";"939"
"2014-12-15";"48";"28572";"31";"64";"16";"36";"47";"96";"47";"127";"47";"254";"73";"31";"40";"909"
"2014-12-14";"47";"27658";"30";"62";"15";"35";"46";"93";"46";"123";"46";"246";"71";"30";"39";"882"
"2014-12-13";"46";"26772";"29";"60";"15";"33";"44";"90";"44";"119";"44";"238";"68";"29";"37";"850"
"2014-12-12";"45";"25915";"29";"58";"14";"32";"43";"87";"43";"115";"43";"231";"66";"29";"36";"826"
"2014-12-11";"44";"25085";"28";"56";"14";"31";"41";"84";"41";"112";"41";"223";"64";"28";"35";"798"
"2014-12-10";"43";"24282";"27";"55";"13";"30";"40";"81";"40";"108";"40";"216";"62";"27";"34";"773"
"2014-12-09";"42";"23504";"26";"53";"13";"29";"39";"79";"39";"105";"39";"209";"60";"26";"33";"750"
"2014-12-08";"41";"22750";"25";"51";"13";"28";"38";"76";"38";"101";"38";"202";"58";"25";"32";"725"
"2014-12-07";"40";"22021";"24";"50";"12";"28";"36";"74";"36";"98";"36";"196";"56";"24";"31";"701"
"2014-12-06";"39";"21315";"23";"48";"12";"27";"35";"71";"35";"95";"35";"190";"54";"23";"30";"678"
"2014-12-05";"38";"20631";"23";"46";"11";"26";"34";"69";"34";"92";"34";"184";"53";"23";"29";"658"
"2014-12-04";"37";"19969";"22";"45";"11";"25";"33";"67";"33";"89";"33";"178";"51";"22";"28";"637"
"2014-12-03";"36";"19329";"21";"43";"11";"24";"32";"65";"32";"86";"32";"172";"49";"21";"27";"615"
"2014-12-02";"35";"18708";"21";"42";"10";"23";"31";"63";"31";"83";"31";"167";"48";"21";"26";"597"
"2014-12-01";"34";"18108";"20";"41";"10";"23";"30";"61";"30";"81";"30";"161";"46";"20";"25";"578"
"2014-11-30";"33";"17526";"19";"39";"10";"22";"29";"59";"29";"78";"29";"156";"45";"19";"25";"559"
"2014-11-29";"32";"16963";"19";"38";"9";"21";"28";"57";"28";"75";"28";"151";"43";"19";"24";"540"
"2014-11-28";"31";"16418";"18";"37";"9";"21";"27";"55";"27";"73";"27";"146";"42";"18";"23";"523"
"2014-11-27";"30";"15891";"17";"36";"9";"20";"26";"53";"26";"71";"26";"141";"41";"17";"22";"505"
"2014-11-26";"29";"15380";"17";"35";"8";"19";"25";"52";"25";"68";"25";"137";"39";"17";"22";"489"
"2014-11-25";"28";"14885";"16";"33";"8";"19";"25";"50";"25";"66";"25";"132";"38";"16";"21";"474"
"2014-11-24";"27";"14407";"16";"32";"8";"18";"24";"48";"24";"64";"24";"128";"37";"16";"20";"459"
"2014-11-23";"26";"13943";"15";"31";"8";"17";"23";"47";"23";"62";"23";"124";"36";"15";"20";"444"
"2014-11-22";"25";"13495";"15";"30";"7";"17";"22";"45";"22";"60";"22";"120";"34";"15";"19";"428"
"2014-11-21";"24";"13060";"14";"29";"7";"16";"22";"44";"22";"58";"22";"116";"33";"14";"18";"415"
"2014-11-20";"23";"12640";"14";"28";"7";"16";"21";"42";"21";"56";"21";"112";"32";"14";"18";"402"
"2014-11-19";"22";"12233";"13";"28";"7";"15";"20";"41";"20";"54";"20";"109";"31";"13";"17";"388"
"2014-11-18";"21";"11839";"13";"27";"7";"15";"20";"40";"20";"53";"20";"105";"30";"13";"17";"380"
"2014-11-17";"20";"11458";"13";"26";"6";"14";"19";"38";"19";"51";"19";"102";"29";"13";"16";"365"
"2014-11-16";"19";"11089";"12";"25";"6";"14";"18";"37";"18";"49";"18";"99";"28";"12";"16";"352"
"2014-11-15";"18";"10731";"12";"24";"6";"13";"18";"36";"18";"48";"18";"96";"27";"12";"15";"343"
"2014-11-14";"17";"10385";"11";"23";"6";"13";"17";"35";"17";"46";"17";"92";"26";"11";"15";"329"
"2014-11-13";"16";"10050";"11";"23";"6";"13";"17";"34";"17";"45";"17";"89";"26";"11";"14";"323"
"2014-11-12";"15";"9726";"11";"22";"5";"12";"16";"33";"16";"43";"16";"87";"25";"11";"14";"311"
"2014-11-11";"14";"9413";"10";"21";"5";"12";"16";"32";"16";"42";"16";"84";"24";"10";"13";"301"
"2014-11-10";"13";"9109";"10";"20";"5";"11";"15";"31";"15";"41";"15";"81";"23";"10";"13";"290"
"2014-11-09";"12";"8815";"10";"20";"5";"11";"15";"30";"15";"39";"15";"78";"22";"10";"12";"282"
"2014-11-08";"11";"8530";"9";"19";"5";"11";"14";"29";"14";"38";"14";"76";"22";"9";"12";"272"
"2014-11-07";"10";"8255";"9";"19";"5";"10";"14";"28";"14";"37";"14";"73";"21";"9";"12";"265"
"2014-11-06";"9";"7988";"9";"18";"4";"10";"13";"27";"13";"36";"13";"71";"20";"9";"11";"254"
"2014-11-05";"8";"7730";"9";"17";"4";"10";"13";"26";"13";"34";"13";"69";"20";"9";"11";"248"
"2014-11-04";"7";"7481";"8";"17";"4";"9";"12";"25";"12";"33";"12";"67";"19";"8";"10";"236"
"2014-11-03";"6";"7239";"8";"16";"4";"9";"12";"24";"12";"32";"12";"64";"18";"8";"10";"229"
"2014-11-02";"5";"7005";"8";"16";"4";"9";"12";"23";"12";"31";"12";"62";"18";"8";"10";"225"
"2014-11-01";"4";"6778";"7";"15";"4";"8";"11";"23";"11";"30";"11";"60";"17";"7";"9";"213"
"2014-10-31";"3";"6559";"7";"15";"4";"8";"11";"22";"11";"29";"11";"58";"17";"7";"9";"209"
"2014-10-30";"2";"6347";"7";"14";"3";"8";"10";"21";"10";"28";"10";"56";"16";"7";"9";"199"
"2014-10-29";"1";"6142";"7";"14";"3";"8";"10";"21";"10";"27";"10";"55";"16";"7";"9";"197"
"2014-10-28";"0";"5943";"7";"13";"3";"7";"10";"20";"10";"26";"10";"53";"15";"7";"8";"189"
"2014-10-27";"-1";"5751";"6";"13";"3";"7";"9";"19";"9";"26";"9";"51";"15";"6";"8";"181"
"2014-10-26";"-2";"5564";"6";"13";"3";"7";"9";"19";"9";"25";"9";"50";"14";"6";"8";"178"
"2014-10-25";"-3";"5384";"6";"12";"3";"7";"9";"18";"9";"24";"9";"48";"14";"6";"8";"173"
"2014-10-24";"-4";"5210";"6";"12";"3";"7";"9";"17";"9";"23";"9";"46";"13";"6";"7";"167"
"2014-10-23";"-5";"5041";"6";"11";"3";"6";"8";"17";"8";"22";"8";"45";"13";"6";"7";"160"
"2014-10-22";"-6";"4878";"5";"11";"3";"6";"8";"16";"8";"22";"8";"43";"12";"5";"7";"154"
"2014-10-21";"-7";"4719";"5";"11";"3";"6";"8";"16";"8";"21";"8";"42";"12";"5";"7";"152"
"2014-10-20";"-8";"4566";"5";"10";"3";"6";"8";"15";"8";"20";"8";"41";"12";"5";"6";"147"
"2014-10-19";"-9";"4418";"5";"10";"2";"6";"7";"15";"7";"20";"7";"39";"11";"5";"6";"140"
