"Date";"Days from today";"PPE (m3)";"PPE (tons)";"Body bags (m3)";"Body bags (tons)";"Chlorine (m3)";"Chlorine (tons)";"Medical supplies (m3)";"Medical supplies (tons)";"Lab supplies (m3)";"Lab supplies (tons)";"Total (m3)";"Total (tons)"
"2015-05-08";"168";"84.6 (-30.5, 199.6)";"17.6 (-6.3, 41.5)";"0.2 (-0.1, 0.5)";"0.0 (0.0, 0.1)";"0.1 (0.0, 0.2)";"0.1 (0.0, 0.2)";"1.3 (-0.5, 3.1)";"0.7 (-0.2, 1.5)";"0.1 (-0.1, 0.3)";"0.1 (0.0, 0.2)";"86.3 (-31.1, 203.8)";"18.4 (-6.6, 43.5)"
"2015-05-07";"167";"83.7 (-29.6, 197.0)";"17.4 (-6.2, 40.9)";"0.2 (-0.1, 0.5)";"0.0 (0.0, 0.1)";"0.1 (0.0, 0.2)";"0.1 (0.0, 0.2)";"1.3 (-0.5, 3.0)";"0.6 (-0.2, 1.5)";"0.1 ( 0.0, 0.3)";"0.1 (0.0, 0.2)";"85.4 (-30.2, 201.1)";"18.2 (-6.4, 42.9)"
"2015-05-06";"166";"82.8 (-28.8, 194.4)";"17.2 (-6.0, 40.4)";"0.2 (-0.1, 0.5)";"0.0 (0.0, 0.1)";"0.1 (0.0, 0.2)";"0.1 (0.0, 0.2)";"1.3 (-0.4, 3.0)";"0.6 (-0.2, 1.5)";"0.1 ( 0.0, 0.3)";"0.1 (0.0, 0.2)";"84.6 (-29.4, 198.5)";"18.0 (-6.3, 42.3)"
"2015-05-05";"165";"82.0 (-27.9, 191.9)";"17.0 (-5.8, 39.9)";"0.2 (-0.1, 0.5)";"0.0 (0.0, 0.1)";"0.1 (0.0, 0.2)";"0.1 (0.0, 0.2)";"1.3 (-0.4, 3.0)";"0.6 (-0.2, 1.5)";"0.1 ( 0.0, 0.3)";"0.1 (0.0, 0.2)";"83.7 (-28.5, 195.9)";"17.8 (-6.1, 41.8)"
"2015-05-04";"164";"81.2 (-27.1, 189.4)";"16.9 (-5.6, 39.4)";"0.2 (-0.1, 0.5)";"0.0 (0.0, 0.1)";"0.1 (0.0, 0.2)";"0.1 (0.0, 0.2)";"1.3 (-0.4, 2.9)";"0.6 (-0.2, 1.5)";"0.1 ( 0.0, 0.3)";"0.1 (0.0, 0.2)";"82.8 (-27.7, 193.4)";"17.7 (-5.9, 41.2)"
"2015-05-03";"163";"80.3 (-26.3, 186.9)";"16.7 (-5.5, 38.8)";"0.2 (-0.1, 0.5)";"0.0 (0.0, 0.1)";"0.1 (0.0, 0.2)";"0.1 (0.0, 0.2)";"1.2 (-0.4, 2.9)";"0.6 (-0.2, 1.4)";"0.1 ( 0.0, 0.3)";"0.1 (0.0, 0.2)";"82.0 (-26.8, 190.8)";"17.5 (-5.7, 40.7)"
"2015-05-02";"162";"79.5 (-25.5, 184.5)";"16.5 (-5.3, 38.3)";"0.2 (-0.1, 0.5)";"0.0 (0.0, 0.0)";"0.1 (0.0, 0.2)";"0.1 (0.0, 0.2)";"1.2 (-0.4, 2.8)";"0.6 (-0.2, 1.4)";"0.1 ( 0.0, 0.3)";"0.1 (0.0, 0.1)";"81.1 (-26.0, 188.3)";"17.3 (-5.6, 40.2)"
"2015-05-01";"161";"78.7 (-24.7, 182.1)";"16.4 (-5.1, 37.8)";"0.2 (-0.1, 0.5)";"0.0 (0.0, 0.0)";"0.1 (0.0, 0.2)";"0.1 (0.0, 0.2)";"1.2 (-0.4, 2.8)";"0.6 (-0.2, 1.4)";"0.1 ( 0.0, 0.3)";"0.1 (0.0, 0.1)";"80.3 (-25.2, 185.9)";"17.1 (-5.4, 39.6)"
"2015-04-30";"160";"77.9 (-24.0, 179.7)";"16.2 (-5.0, 37.3)";"0.2 (-0.1, 0.5)";"0.0 (0.0, 0.0)";"0.1 (0.0, 0.2)";"0.1 (0.0, 0.2)";"1.2 (-0.4, 2.8)";"0.6 (-0.2, 1.4)";"0.1 ( 0.0, 0.3)";"0.1 (0.0, 0.1)";"79.5 (-24.5, 183.5)";"17.0 (-5.2, 39.1)"
"2015-04-29";"159";"77.1 (-23.2, 177.3)";"16.0 (-4.8, 36.9)";"0.2 (-0.1, 0.5)";"0.0 (0.0, 0.0)";"0.1 (0.0, 0.2)";"0.1 (0.0, 0.2)";"1.2 (-0.4, 2.7)";"0.6 (-0.2, 1.4)";"0.1 ( 0.0, 0.3)";"0.1 (0.0, 0.1)";"78.7 (-23.7, 181.0)";"16.8 (-5.1, 38.6)"
"2015-04-28";"158";"76.3 (-22.5, 175.0)";"15.9 (-4.7, 36.4)";"0.2 (-0.1, 0.5)";"0.0 (0.0, 0.0)";"0.1 (0.0, 0.2)";"0.1 (0.0, 0.2)";"1.2 (-0.3, 2.7)";"0.6 (-0.2, 1.4)";"0.1 ( 0.0, 0.3)";"0.1 (0.0, 0.1)";"77.9 (-22.9, 178.7)";"16.6 (-4.9, 38.1)"
"2015-04-27";"157";"75.5 (-21.7, 172.8)";"15.7 (-4.5, 35.9)";"0.2 (-0.1, 0.5)";"0.0 (0.0, 0.0)";"0.1 (0.0, 0.2)";"0.1 (0.0, 0.2)";"1.2 (-0.3, 2.7)";"0.6 (-0.2, 1.3)";"0.1 ( 0.0, 0.3)";"0.1 (0.0, 0.1)";"77.1 (-22.2, 176.4)";"16.4 (-4.7, 37.6)"
"2015-04-26";"156";"74.7 (-21.0, 170.5)";"15.5 (-4.4, 35.4)";"0.2 (-0.1, 0.5)";"0.0 (0.0, 0.0)";"0.1 (0.0, 0.2)";"0.1 (0.0, 0.2)";"1.2 (-0.3, 2.6)";"0.6 (-0.2, 1.3)";"0.1 ( 0.0, 0.3)";"0.1 (0.0, 0.1)";"76.3 (-21.5, 174.1)";"16.3 (-4.6, 37.1)"
"2015-04-25";"155";"74.0 (-20.3, 168.3)";"15.4 (-4.2, 35.0)";"0.2 (-0.1, 0.5)";"0.0 (0.0, 0.0)";"0.1 (0.0, 0.2)";"0.1 (0.0, 0.2)";"1.1 (-0.3, 2.6)";"0.6 (-0.2, 1.3)";"0.1 ( 0.0, 0.3)";"0.1 (0.0, 0.1)";"75.5 (-20.8, 171.8)";"16.1 (-4.4, 36.6)"
"2015-04-24";"154";"73.2 (-19.7, 166.1)";"15.2 (-4.1, 34.5)";"0.2 (-0.1, 0.4)";"0.0 (0.0, 0.0)";"0.1 (0.0, 0.2)";"0.1 (0.0, 0.2)";"1.1 (-0.3, 2.6)";"0.6 (-0.2, 1.3)";"0.1 ( 0.0, 0.3)";"0.1 (0.0, 0.1)";"74.8 (-20.1, 169.6)";"15.9 (-4.3, 36.2)"
"2015-04-23";"153";"72.5 (-19.0, 164.0)";"15.1 (-3.9, 34.1)";"0.2 (-0.1, 0.4)";"0.0 (0.0, 0.0)";"0.1 (0.0, 0.2)";"0.1 (0.0, 0.2)";"1.1 (-0.3, 2.5)";"0.6 (-0.1, 1.3)";"0.1 ( 0.0, 0.3)";"0.1 (0.0, 0.1)";"74.0 (-19.4, 167.4)";"15.8 (-4.1, 35.7)"
"2015-04-22";"152";"71.8 (-18.3, 161.8)";"14.9 (-3.8, 33.6)";"0.2 ( 0.0, 0.4)";"0.0 (0.0, 0.0)";"0.1 (0.0, 0.2)";"0.1 (0.0, 0.2)";"1.1 (-0.3, 2.5)";"0.6 (-0.1, 1.2)";"0.1 ( 0.0, 0.3)";"0.1 (0.0, 0.1)";"73.3 (-18.7, 165.2)";"15.6 (-4.0, 35.2)"
