"Date";"Days from today";"Caseload";"Administrator (coordination)";"Doctor (ETU)";"Doctor (coordination)";"Epidemiologist (contact tracing)";"Epidemiologist (coordination)";"Lab scientist (laboratories)";"Logistician (burials)";"Logistician (ETU)";"Logistician (coordination)";"Nurse (ETU)";"Public health specialist (Social mobilization)";"Public health specialist (coordination)";"Data management (coordination)";"Total personnel"
"2015-05-08";"168";"72847 (52202, 93492)";"80 (57, 103)";"164 (118, 210)";"40 (29, 51)";"91 (65, 117)";"120 (86, 154)";"244 (175, 313)";"120 (86, 154)";"324 (232, 416)";"120 (86, 154)";"648 (464, 832)";"186 (133, 239)";"80 (57, 103)";"102 (73, 131)";"2319 (2078, 2560)"
"2015-05-07";"167";"71853 (51465, 92241)";"79 (57, 101)";"162 (116, 208)";"40 (29, 51)";"90 (65, 115)";"119 (85, 153)";"241 (173, 309)";"119 (85, 153)";"320 (229, 411)";"119 (85, 153)";"639 (458, 820)";"183 (131, 235)";"79 (57, 101)";"101 (72, 130)";"2291 (2053, 2529)"
"2015-05-06";"166";"70866 (50736, 90996)";"78 (56, 100)";"159 (114, 204)";"39 (28, 50)";"89 (64, 114)";"117 (84, 150)";"237 (170, 304)";"117 (84, 150)";"315 (225, 405)";"117 (84, 150)";"631 (452, 810)";"181 (130, 232)";"78 (56, 100)";" 99 (71, 127)";"2257 (2022, 2492)"
"2015-05-05";"165";"69888 (50018, 89758)";"77 (55,  99)";"157 (112, 202)";"38 (27, 49)";"87 (62, 112)";"115 (82, 148)";"234 (167, 301)";"115 (82, 148)";"311 (223, 399)";"115 (82, 148)";"622 (445, 799)";"178 (127, 229)";"77 (55,  99)";" 98 (70, 126)";"2224 (1992, 2456)"
"2015-05-04";"164";"68917 (49309, 88525)";"76 (54,  98)";"155 (111, 199)";"38 (27, 49)";"86 (61, 111)";"114 (82, 146)";"231 (165, 297)";"114 (82, 146)";"307 (220, 394)";"114 (82, 146)";"613 (438, 788)";"176 (126, 226)";"76 (54,  98)";" 96 (69, 123)";"2196 (1967, 2425)"
"2015-05-03";"163";"67955 (48609, 87301)";"75 (54,  96)";"153 (109, 197)";"37 (26, 48)";"85 (61, 109)";"112 (80, 144)";"228 (163, 293)";"112 (80, 144)";"302 (216, 388)";"112 (80, 144)";"605 (433, 777)";"173 (124, 222)";"75 (54,  96)";" 95 (68, 122)";"2164 (1938, 2390)"
"2015-05-02";"162";"67002 (47920, 86084)";"74 (53,  95)";"151 (108, 194)";"37 (27, 47)";"84 (60, 108)";"111 (80, 142)";"224 (160, 288)";"111 (80, 142)";"298 (213, 383)";"111 (80, 142)";"596 (426, 766)";"171 (122, 220)";"74 (53,  95)";" 94 (67, 121)";"2136 (1913, 2359)"
"2015-05-01";"161";"66057 (47239, 84875)";"73 (52,  94)";"149 (107, 191)";"36 (26, 46)";"83 (59, 107)";"109 (78, 140)";"221 (158, 284)";"109 (78, 140)";"294 (210, 378)";"109 (78, 140)";"588 (421, 755)";"168 (120, 216)";"73 (52,  94)";" 92 (66, 118)";"2104 (1884, 2324)"
"2015-04-30";"160";"65121 (46568, 83674)";"72 (52,  92)";"147 (105, 189)";"36 (26, 46)";"81 (58, 104)";"107 (76, 138)";"218 (156, 280)";"107 (76, 138)";"290 (207, 373)";"107 (76, 138)";"580 (415, 745)";"166 (119, 213)";"72 (52,  92)";" 91 (65, 117)";"2074 (1857, 2291)"
"2015-04-29";"159";"64193 (45905, 82481)";"71 (51,  91)";"144 (103, 185)";"35 (25, 45)";"80 (57, 103)";"106 (76, 136)";"215 (154, 276)";"106 (76, 136)";"286 (205, 367)";"106 (76, 136)";"571 (408, 734)";"164 (117, 211)";"71 (51,  91)";" 90 (64, 116)";"2045 (1832, 2258)"
