"Date";"Days from today";"ETU caseload";"Nurses and paramedics";"Hygienists and nurses aids";"Doctors";"Support staff";"Total"
"2015-04-18";"148";"1006 ( -675, 2687)";"503 (-338, 1344)";"503 (-338, 1344)";"101 ( -67, 269)";"1006 ( -675, 2687)";"2113 (  47, 4179)"
"2015-04-17";"147";" 996 ( -660, 2652)";"498 (-330, 1326)";"498 (-330, 1326)";"100 ( -66, 266)";" 996 ( -660, 2652)";"2092 (  57, 4127)"
"2015-04-16";"146";" 986 ( -645, 2617)";"493 (-322, 1308)";"493 (-322, 1308)";" 99 ( -64, 262)";" 986 ( -645, 2617)";"2071 (  67, 4075)"
"2015-04-15";"145";" 976 ( -630, 2582)";"488 (-315, 1291)";"488 (-315, 1291)";" 98 ( -63, 259)";" 976 ( -630, 2582)";"2050 (  77, 4023)"
"2015-04-14";"144";" 966 ( -615, 2547)";"483 (-308, 1274)";"483 (-308, 1274)";" 97 ( -61, 255)";" 966 ( -615, 2547)";"2029 (  86, 3972)"
"2015-04-13";"143";" 956 ( -601, 2513)";"478 (-300, 1256)";"478 (-300, 1256)";" 96 ( -60, 252)";" 956 ( -601, 2513)";"2008 (  95, 3921)"
"2015-04-12";"142";" 946 ( -587, 2479)";"473 (-294, 1240)";"473 (-294, 1240)";" 95 ( -58, 248)";" 946 ( -587, 2479)";"1987 ( 103, 3871)"
"2015-04-11";"141";" 937 ( -573, 2447)";"468 (-287, 1223)";"468 (-287, 1223)";" 94 ( -57, 245)";" 937 ( -573, 2447)";"1967 ( 112, 3822)"
"2015-04-10";"140";" 928 ( -558, 2414)";"464 (-279, 1207)";"464 (-279, 1207)";" 93 ( -56, 242)";" 928 ( -558, 2414)";"1949 ( 122, 3776)"
"2015-04-09";"139";" 918 ( -546, 2382)";"459 (-273, 1191)";"459 (-273, 1191)";" 92 ( -54, 238)";" 918 ( -546, 2382)";"1928 ( 129, 3727)"
"2015-04-08";"138";" 909 ( -532, 2350)";"454 (-267, 1175)";"454 (-267, 1175)";" 91 ( -53, 235)";" 909 ( -532, 2350)";"1908 ( 137, 3679)"
"2015-04-07";"137";" 900 ( -519, 2319)";"450 (-260, 1160)";"450 (-260, 1160)";" 90 ( -52, 232)";" 900 ( -519, 2319)";"1890 ( 146, 3634)"
"2015-04-06";"136";" 891 ( -506, 2288)";"446 (-253, 1145)";"446 (-253, 1145)";" 89 ( -51, 229)";" 891 ( -506, 2288)";"1872 ( 155, 3589)"
"2015-04-05";"135";" 882 ( -494, 2258)";"441 (-247, 1129)";"441 (-247, 1129)";" 88 ( -50, 226)";" 882 ( -494, 2258)";"1852 ( 161, 3543)"
"2015-04-04";"134";" 873 ( -482, 2228)";"436 (-241, 1113)";"436 (-241, 1113)";" 87 ( -48, 222)";" 873 ( -482, 2228)";"1832 ( 167, 3497)"
"2015-04-03";"133";" 865 ( -469, 2199)";"432 (-235, 1099)";"432 (-235, 1099)";" 86 ( -47, 219)";" 865 ( -469, 2199)";"1815 ( 176, 3454)"
"2015-04-02";"132";" 856 ( -457, 2169)";"428 (-229, 1085)";"428 (-229, 1085)";" 86 ( -45, 217)";" 856 ( -457, 2169)";"1798 ( 184, 3412)"
"2015-04-01";"131";" 848 ( -445, 2141)";"424 (-223, 1071)";"424 (-223, 1071)";" 85 ( -44, 214)";" 848 ( -445, 2141)";"1781 ( 192, 3370)"
"2015-03-31";"130";" 839 ( -434, 2112)";"420 (-217, 1057)";"420 (-217, 1057)";" 84 ( -43, 211)";" 839 ( -434, 2112)";"1763 ( 198, 3328)"
"2015-03-30";"129";" 831 ( -423, 2085)";"416 (-211, 1043)";"416 (-211, 1043)";" 83 ( -42, 208)";" 831 ( -423, 2085)";"1746 ( 205, 3287)"
"2015-03-29";"128";" 823 ( -411, 2057)";"412 (-205, 1029)";"412 (-205, 1029)";" 82 ( -41, 205)";" 823 ( -411, 2057)";"1729 ( 212, 3246)"
"2015-03-28";"127";" 815 ( -400, 2030)";"408 (-200, 1016)";"408 (-200, 1016)";" 82 ( -40, 204)";" 815 ( -400, 2030)";"1713 ( 219, 3207)"
"2015-03-27";"126";" 807 ( -390, 2004)";"404 (-194, 1002)";"404 (-194, 1002)";" 81 ( -39, 201)";" 807 ( -390, 2004)";"1696 ( 225, 3167)"
"2015-03-26";"125";" 799 ( -379, 1977)";"400 (-189,  989)";"400 (-189,  989)";" 80 ( -38, 198)";" 799 ( -379, 1977)";"1679 ( 231, 3127)"
"2015-03-25";"124";" 791 ( -369, 1951)";"396 (-184,  976)";"396 (-184,  976)";" 79 ( -37, 195)";" 791 ( -369, 1951)";"1662 ( 237, 3087)"
"2015-03-24";"123";" 783 ( -359, 1925)";"392 (-179,  963)";"392 (-179,  963)";" 78 ( -36, 192)";" 783 ( -359, 1925)";"1645 ( 242, 3048)"
"2015-03-23";"122";" 775 ( -350, 1900)";"388 (-174,  950)";"388 (-174,  950)";" 78 ( -34, 190)";" 775 ( -350, 1900)";"1629 ( 247, 3011)"
"2015-03-22";"121";" 768 ( -339, 1875)";"384 (-170,  938)";"384 (-170,  938)";" 77 ( -34, 188)";" 768 ( -339, 1875)";"1613 ( 253, 2973)"
"2015-03-21";"120";" 760 ( -330, 1850)";"380 (-165,  925)";"380 (-165,  925)";" 76 ( -33, 185)";" 760 ( -330, 1850)";"1596 ( 257, 2935)"
"2015-03-20";"119";" 753 ( -320, 1826)";"376 (-161,  913)";"376 (-161,  913)";" 75 ( -32, 182)";" 753 ( -320, 1826)";"1580 ( 261, 2899)"
"2015-03-19";"118";" 745 ( -312, 1802)";"372 (-156,  900)";"372 (-156,  900)";" 74 ( -32, 180)";" 745 ( -312, 1802)";"1563 ( 265, 2861)"
"2015-03-18";"117";" 738 ( -302, 1778)";"369 (-151,  889)";"369 (-151,  889)";" 74 ( -30, 178)";" 738 ( -302, 1778)";"1550 ( 272, 2828)"
"2015-03-17";"116";" 731 ( -293, 1755)";"366 (-146,  878)";"366 (-146,  878)";" 73 ( -29, 175)";" 731 ( -293, 1755)";"1536 ( 278, 2794)"
"2015-03-16";"115";" 724 ( -284, 1732)";"362 (-142,  866)";"362 (-142,  866)";" 72 ( -29, 173)";" 724 ( -284, 1732)";"1520 ( 281, 2759)"
"2015-03-15";"114";" 717 ( -276, 1710)";"358 (-138,  854)";"358 (-138,  854)";" 72 ( -27, 171)";" 717 ( -276, 1710)";"1505 ( 285, 2725)"
"2015-03-14";"113";" 710 ( -267, 1687)";"355 (-134,  844)";"355 (-134,  844)";" 71 ( -27, 169)";" 710 ( -267, 1687)";"1491 ( 290, 2692)"
"2015-03-13";"112";" 703 ( -259, 1665)";"352 (-129,  833)";"352 (-129,  833)";" 70 ( -26, 166)";" 703 ( -259, 1665)";"1477 ( 295, 2659)"
"2015-03-12";"111";" 696 ( -251, 1643)";"348 (-126,  822)";"348 (-126,  822)";" 70 ( -25, 165)";" 696 ( -251, 1643)";"1462 ( 298, 2626)"
"2015-03-11";"110";" 689 ( -243, 1621)";"344 (-122,  810)";"344 (-122,  810)";" 69 ( -24, 162)";" 689 ( -243, 1621)";"1446 ( 300, 2592)"
"2015-03-10";"109";" 683 ( -235, 1601)";"342 (-117,  801)";"342 (-117,  801)";" 68 ( -24, 160)";" 683 ( -235, 1601)";"1435 ( 307, 2563)"
"2015-03-09";"108";" 676 ( -228, 1580)";"338 (-114,  790)";"338 (-114,  790)";" 68 ( -22, 158)";" 676 ( -228, 1580)";"1420 ( 310, 2530)"
"2015-03-08";"107";" 670 ( -219, 1559)";"335 (-110,  780)";"335 (-110,  780)";" 67 ( -22, 156)";" 670 ( -219, 1559)";"1407 ( 314, 2500)"
"2015-03-07";"106";" 663 ( -213, 1539)";"332 (-106,  770)";"332 (-106,  770)";" 66 ( -22, 154)";" 663 ( -213, 1539)";"1393 ( 317, 2469)"
"2015-03-06";"105";" 657 ( -205, 1519)";"328 (-103,  759)";"328 (-103,  759)";" 66 ( -20, 152)";" 657 ( -205, 1519)";"1379 ( 320, 2438)"
"2015-03-05";"104";" 650 ( -198, 1498)";"325 ( -99,  749)";"325 ( -99,  749)";" 65 ( -20, 150)";" 650 ( -198, 1498)";"1365 ( 322, 2408)"
"2015-03-04";"103";" 644 ( -191, 1479)";"322 ( -96,  740)";"322 ( -96,  740)";" 64 ( -20, 148)";" 644 ( -191, 1479)";"1352 ( 326, 2378)"
"2015-03-03";"102";" 638 ( -184, 1460)";"319 ( -92,  730)";"319 ( -92,  730)";" 64 ( -18, 146)";" 638 ( -184, 1460)";"1340 ( 330, 2350)"
"2015-03-02";"101";" 632 ( -177, 1441)";"316 ( -89,  721)";"316 ( -89,  721)";" 63 ( -18, 144)";" 632 ( -177, 1441)";"1327 ( 333, 2321)"
"2015-03-01";"100";" 626 ( -171, 1423)";"313 ( -85,  711)";"313 ( -85,  711)";" 63 ( -17, 143)";" 626 ( -171, 1423)";"1315 ( 336, 2294)"
"2015-02-28";"99";" 620 ( -164, 1404)";"310 ( -82,  702)";"310 ( -82,  702)";" 62 ( -16, 140)";" 620 ( -164, 1404)";"1302 ( 338, 2266)"
"2015-02-27";"98";" 614 ( -158, 1386)";"307 ( -79,  693)";"307 ( -79,  693)";" 61 ( -16, 138)";" 614 ( -158, 1386)";"1289 ( 341, 2237)"
"2015-02-26";"97";" 608 ( -152, 1368)";"304 ( -76,  684)";"304 ( -76,  684)";" 61 ( -15, 137)";" 608 ( -152, 1368)";"1277 ( 343, 2211)"
"2015-02-25";"96";" 602 ( -146, 1350)";"301 ( -73,  675)";"301 ( -73,  675)";" 60 ( -15, 135)";" 602 ( -146, 1350)";"1264 ( 345, 2183)"
"2015-02-24";"95";" 597 ( -139, 1333)";"298 ( -70,  666)";"298 ( -70,  666)";" 60 ( -14, 134)";" 597 ( -139, 1333)";"1253 ( 348, 2158)"
"2015-02-23";"94";" 591 ( -134, 1316)";"296 ( -66,  658)";"296 ( -66,  658)";" 59 ( -13, 131)";" 591 ( -134, 1316)";"1242 ( 352, 2132)"
"2015-02-22";"93";" 585 ( -128, 1298)";"292 ( -65,  649)";"292 ( -65,  649)";" 58 ( -13, 129)";" 585 ( -128, 1298)";"1227 ( 351, 2103)"
"2015-02-21";"92";" 580 ( -122, 1282)";"290 ( -61,  641)";"290 ( -61,  641)";" 58 ( -12, 128)";" 580 ( -122, 1282)";"1218 ( 356, 2080)"
"2015-02-20";"91";" 574 ( -117, 1265)";"287 ( -58,  632)";"287 ( -58,  632)";" 57 ( -12, 126)";" 574 ( -117, 1265)";"1205 ( 356, 2054)"
"2015-02-19";"90";" 569 ( -111, 1249)";"284 ( -56,  624)";"284 ( -56,  624)";" 57 ( -11, 125)";" 569 ( -111, 1249)";"1194 ( 358, 2030)"
"2015-02-18";"89";" 564 ( -105, 1233)";"282 ( -53,  617)";"282 ( -53,  617)";" 56 ( -11, 123)";" 564 ( -105, 1233)";"1184 ( 362, 2006)"
"2015-02-17";"88";" 558 ( -101, 1217)";"279 ( -50,  608)";"279 ( -50,  608)";" 56 ( -10, 122)";" 558 ( -101, 1217)";"1172 ( 363, 1981)"
"2015-02-16";"87";" 553 (  -95, 1201)";"276 ( -48,  600)";"276 ( -48,  600)";" 55 ( -10, 120)";" 553 (  -95, 1201)";"1160 ( 363, 1957)"
"2015-02-15";"86";" 548 (  -90, 1186)";"274 ( -45,  593)";"274 ( -45,  593)";" 55 (  -9, 119)";" 548 (  -90, 1186)";"1151 ( 367, 1935)"
"2015-02-14";"85";" 543 (  -85, 1171)";"272 ( -42,  586)";"272 ( -42,  586)";" 54 (  -9, 117)";" 543 (  -85, 1171)";"1141 ( 370, 1912)"
"2015-02-13";"84";" 538 (  -80, 1156)";"269 ( -40,  578)";"269 ( -40,  578)";" 54 (  -8, 116)";" 538 (  -80, 1156)";"1130 ( 371, 1889)"
"2015-02-12";"83";" 533 (  -75, 1141)";"266 ( -38,  570)";"266 ( -38,  570)";" 53 (  -8, 114)";" 533 (  -75, 1141)";"1118 ( 371, 1865)"
"2015-02-11";"82";" 528 (  -70, 1126)";"264 ( -35,  563)";"264 ( -35,  563)";" 53 (  -7, 113)";" 528 (  -70, 1126)";"1109 ( 374, 1844)"
"2015-02-10";"81";" 523 (  -66, 1112)";"262 ( -32,  556)";"262 ( -32,  556)";" 52 (  -7, 111)";" 523 (  -66, 1112)";"1099 ( 375, 1823)"
"2015-02-09";"80";" 518 (  -62, 1098)";"259 ( -31,  549)";"259 ( -31,  549)";" 52 (  -6, 110)";" 518 (  -62, 1098)";"1088 ( 376, 1800)"
"2015-02-08";"79";" 513 (  -57, 1083)";"256 ( -29,  541)";"256 ( -29,  541)";" 51 (  -6, 108)";" 513 (  -57, 1083)";"1076 ( 375, 1777)"
"2015-02-07";"78";" 508 (  -53, 1069)";"254 ( -27,  535)";"254 ( -27,  535)";" 51 (  -5, 107)";" 508 (  -53, 1069)";"1067 ( 377, 1757)"
"2015-02-06";"77";" 504 (  -48, 1056)";"252 ( -24,  528)";"252 ( -24,  528)";" 50 (  -5, 105)";" 504 (  -48, 1056)";"1058 ( 379, 1737)"
"2015-02-05";"76";" 499 (  -44, 1042)";"250 ( -22,  522)";"250 ( -22,  522)";" 50 (  -4, 104)";" 499 (  -44, 1042)";"1049 ( 381, 1717)"
"2015-02-04";"75";" 494 (  -41, 1029)";"247 ( -20,  514)";"247 ( -20,  514)";" 49 (  -4, 102)";" 494 (  -41, 1029)";"1037 ( 380, 1694)"
"2015-02-03";"74";" 490 (  -36, 1016)";"245 ( -18,  508)";"245 ( -18,  508)";" 49 (  -4, 102)";" 490 (  -36, 1016)";"1029 ( 383, 1675)"
"2015-02-02";"73";" 485 (  -33, 1003)";"242 ( -17,  501)";"242 ( -17,  501)";" 48 (  -4, 100)";" 485 (  -33, 1003)";"1017 ( 381, 1653)"
"2015-02-01";"72";" 481 (  -28,  990)";"240 ( -15,  495)";"240 ( -15,  495)";" 48 (  -3,  99)";" 481 (  -28,  990)";"1009 ( 383, 1635)"
"2015-01-31";"71";" 476 (  -25,  977)";"238 ( -13,  489)";"238 ( -13,  489)";" 48 (  -2,  98)";" 476 (  -25,  977)";"1000 ( 384, 1616)"
"2015-01-30";"70";" 472 (  -21,  965)";"236 ( -11,  483)";"236 ( -11,  483)";" 47 (  -2,  96)";" 472 (  -21,  965)";" 991 ( 385, 1597)"
"2015-01-29";"69";" 468 (  -17,  953)";"234 (  -9,  477)";"234 (  -9,  477)";" 47 (  -2,  96)";" 468 (  -17,  953)";" 983 ( 387, 1579)"
"2015-01-28";"68";" 463 (  -14,  940)";"232 (  -7,  471)";"232 (  -7,  471)";" 46 (  -2,  94)";" 463 (  -14,  940)";" 973 ( 387, 1559)"
"2015-01-27";"67";" 459 (  -11,  929)";"230 (  -5,  465)";"230 (  -5,  465)";" 46 (  -1,  93)";" 459 (  -11,  929)";" 965 ( 388, 1542)"
"2015-01-26";"66";" 455 (   -7,  917)";"228 (  -3,  459)";"228 (  -3,  459)";" 46 (   0,  92)";" 455 (   -7,  917)";" 957 ( 389, 1525)"
"2015-01-25";"65";" 451 (   -3,  905)";"226 (  -1,  453)";"226 (  -1,  453)";" 45 (   0,  90)";" 451 (   -3,  905)";" 948 ( 390, 1506)"
"2015-01-24";"64";" 447 (    0,  894)";"224 (   0,  448)";"224 (   0,  448)";" 45 (   0,  90)";" 447 (    0,  894)";" 940 ( 391, 1489)"
"2015-01-23";"63";" 443 (    3,  883)";"222 (   2,  442)";"222 (   2,  442)";" 44 (   0,  88)";" 443 (    3,  883)";" 931 ( 391, 1471)"
"2015-01-22";"62";" 439 (    6,  872)";"219 (   3,  435)";"219 (   3,  435)";" 44 (   1,  87)";" 439 (    6,  872)";" 921 ( 389, 1453)"
"2015-01-21";"61";" 435 (    9,  861)";"217 (   4,  430)";"217 (   4,  430)";" 44 (   1,  87)";" 435 (    9,  861)";" 913 ( 390, 1436)"
"2015-01-20";"60";" 431 (   12,  850)";"215 (   6,  424)";"215 (   6,  424)";" 43 (   1,  85)";" 431 (   12,  850)";" 904 ( 390, 1418)"
"2015-01-19";"59";" 427 (   15,  839)";"213 (   7,  419)";"213 (   7,  419)";" 43 (   2,  84)";" 427 (   15,  839)";" 896 ( 390, 1402)"
"2015-01-18";"58";" 423 (   18,  828)";"212 (  10,  414)";"212 (  10,  414)";" 42 (   2,  82)";" 423 (   18,  828)";" 889 ( 391, 1387)"
"2015-01-17";"57";" 419 (   21,  817)";"210 (  11,  409)";"210 (  11,  409)";" 42 (   2,  82)";" 419 (   21,  817)";" 881 ( 392, 1370)"
"2015-01-16";"56";" 415 (   23,  807)";"208 (  12,  404)";"208 (  12,  404)";" 42 (   3,  81)";" 415 (   23,  807)";" 873 ( 392, 1354)"
"2015-01-15";"55";" 412 (   27,  797)";"206 (  13,  399)";"206 (  13,  399)";" 41 (   2,  80)";" 412 (   27,  797)";" 865 ( 392, 1338)"
"2015-01-14";"54";" 408 (   29,  787)";"204 (  15,  393)";"204 (  15,  393)";" 41 (   3,  79)";" 408 (   29,  787)";" 857 ( 391, 1323)"
"2015-01-13";"53";" 404 (   31,  777)";"202 (  16,  388)";"202 (  16,  388)";" 40 (   3,  77)";" 404 (   31,  777)";" 848 ( 390, 1306)"
"2015-01-12";"52";" 401 (   35,  767)";"200 (  17,  383)";"200 (  17,  383)";" 40 (   3,  77)";" 401 (   35,  767)";" 841 ( 391, 1291)"
"2015-01-11";"51";" 397 (   37,  757)";"198 (  18,  378)";"198 (  18,  378)";" 40 (   4,  76)";" 397 (   37,  757)";" 833 ( 390, 1276)"
"2015-01-10";"50";" 394 (   40,  748)";"197 (  20,  374)";"197 (  20,  374)";" 39 (   4,  74)";" 394 (   40,  748)";" 827 ( 391, 1263)"
"2015-01-09";"49";" 390 (   41,  739)";"195 (  21,  369)";"195 (  21,  369)";" 39 (   4,  74)";" 390 (   41,  739)";" 819 ( 391, 1247)"
"2015-01-08";"48";" 387 (   44,  730)";"194 (  23,  365)";"194 (  23,  365)";" 39 (   5,  73)";" 387 (   44,  730)";" 814 ( 393, 1235)"
"2015-01-07";"47";" 383 (   46,  720)";"192 (  24,  360)";"192 (  24,  360)";" 38 (   4,  72)";" 383 (   46,  720)";" 805 ( 391, 1219)"
"2015-01-06";"46";" 380 (   49,  711)";"190 (  24,  356)";"190 (  24,  356)";" 38 (   5,  71)";" 380 (   49,  711)";" 798 ( 391, 1205)"
"2015-01-05";"45";" 376 (   50,  702)";"188 (  25,  351)";"188 (  25,  351)";" 38 (   5,  71)";" 376 (   50,  702)";" 790 ( 390, 1190)"
"2015-01-04";"44";" 373 (   53,  693)";"186 (  26,  346)";"186 (  26,  346)";" 37 (   5,  69)";" 373 (   53,  693)";" 782 ( 388, 1176)"
"2015-01-03";"43";" 370 (   55,  685)";"185 (  28,  342)";"185 (  28,  342)";" 37 (   6,  68)";" 370 (   55,  685)";" 777 ( 390, 1164)"
"2015-01-02";"42";" 367 (   57,  677)";"184 (  29,  339)";"184 (  29,  339)";" 37 (   6,  68)";" 367 (   57,  677)";" 772 ( 392, 1152)"
"2015-01-01";"41";" 363 (   59,  667)";"182 (  30,  334)";"182 (  30,  334)";" 36 (   6,  66)";" 363 (   59,  667)";" 763 ( 389, 1137)"
"2014-12-31";"40";" 360 (   61,  659)";"180 (  30,  330)";"180 (  30,  330)";" 36 (   6,  66)";" 360 (   61,  659)";" 756 ( 388, 1124)"
"2014-12-30";"39";" 357 (   63,  651)";"178 (  31,  325)";"178 (  31,  325)";" 36 (   7,  65)";" 357 (   63,  651)";" 749 ( 388, 1110)"
"2014-12-29";"38";" 354 (   65,  643)";"177 (  33,  321)";"177 (  33,  321)";" 35 (   6,  64)";" 354 (   65,  643)";" 743 ( 388, 1098)"
"2014-12-28";"37";" 351 (   67,  635)";"176 (  34,  318)";"176 (  34,  318)";" 35 (   7,  63)";" 351 (   67,  635)";" 738 ( 389, 1087)"
"2014-12-27";"36";" 348 (   69,  627)";"174 (  34,  314)";"174 (  34,  314)";" 35 (   7,  63)";" 348 (   69,  627)";" 731 ( 388, 1074)"
"2014-12-26";"35";" 345 (   71,  619)";"172 (  35,  309)";"172 (  35,  309)";" 34 (   7,  61)";" 345 (   71,  619)";" 723 ( 386, 1060)"
"2014-12-25";"34";" 342 (   72,  612)";"171 (  36,  306)";"171 (  36,  306)";" 34 (   7,  61)";" 342 (   72,  612)";" 718 ( 387, 1049)"
"2014-12-24";"33";" 339 (   74,  604)";"170 (  38,  302)";"170 (  38,  302)";" 34 (   8,  60)";" 339 (   74,  604)";" 713 ( 387, 1039)"
"2014-12-23";"32";" 336 (   76,  596)";"168 (  38,  298)";"168 (  38,  298)";" 34 (   8,  60)";" 336 (   76,  596)";" 706 ( 386, 1026)"
"2014-12-22";"31";" 333 (   77,  589)";"166 (  38,  294)";"166 (  38,  294)";" 33 (   7,  59)";" 333 (   77,  589)";" 698 ( 384, 1012)"
"2014-12-21";"30";" 330 (   79,  581)";"165 (  39,  291)";"165 (  39,  291)";" 33 (   8,  58)";" 330 (   79,  581)";" 693 ( 384, 1002)"
"2014-12-20";"29";" 327 (   80,  574)";"164 (  41,  287)";"164 (  41,  287)";" 33 (   8,  58)";" 327 (   80,  574)";" 688 ( 385,  991)"
"2014-12-19";"28";" 324 (   81,  567)";"162 (  41,  283)";"162 (  41,  283)";" 32 (   8,  56)";" 324 (   81,  567)";" 680 ( 382,  978)"
"2014-12-18";"27";" 322 (   84,  560)";"161 (  42,  280)";"161 (  42,  280)";" 32 (   8,  56)";" 322 (   84,  560)";" 676 ( 383,  969)"
"2014-12-17";"26";" 319 (   85,  553)";"160 (  43,  277)";"160 (  43,  277)";" 32 (   9,  55)";" 319 (   85,  553)";" 671 ( 383,  959)"
"2014-12-16";"25";" 316 (   86,  546)";"158 (  43,  273)";"158 (  43,  273)";" 32 (   9,  55)";" 316 (   86,  546)";" 664 ( 381,  947)"
"2014-12-15";"24";" 313 (   87,  539)";"156 (  43,  269)";"156 (  43,  269)";" 31 (   8,  54)";" 313 (   87,  539)";" 656 ( 378,  934)"
"2014-12-14";"23";" 311 (   89,  533)";"156 (  45,  267)";"156 (  45,  267)";" 31 (   9,  53)";" 311 (   89,  533)";" 654 ( 381,  927)"
"2014-12-13";"22";" 308 (   90,  526)";"154 (  45,  263)";"154 (  45,  263)";" 31 (   9,  53)";" 308 (   90,  526)";" 647 ( 379,  915)"
"2014-12-12";"21";" 306 (   92,  520)";"153 (  46,  260)";"153 (  46,  260)";" 31 (  10,  52)";" 306 (   92,  520)";" 643 ( 380,  906)"
"2014-12-11";"20";" 303 (   93,  513)";"152 (  47,  257)";"152 (  47,  257)";" 30 (   9,  51)";" 303 (   93,  513)";" 637 ( 379,  895)"
"2014-12-10";"19";" 300 (   94,  506)";"150 (  47,  253)";"150 (  47,  253)";" 30 (   9,  51)";" 300 (   94,  506)";" 630 ( 376,  884)"
"2014-12-09";"18";" 298 (   95,  501)";"149 (  48,  250)";"149 (  48,  250)";" 30 (  10,  50)";" 298 (   95,  501)";" 626 ( 377,  875)"
"2014-12-08";"17";" 295 (   96,  494)";"148 (  49,  247)";"148 (  49,  247)";" 30 (  10,  50)";" 295 (   96,  494)";" 621 ( 377,  865)"
"2014-12-07";"16";" 293 (   98,  488)";"146 (  48,  244)";"146 (  48,  244)";" 29 (   9,  49)";" 293 (   98,  488)";" 614 ( 374,  854)"
"2014-12-06";"15";" 290 (   98,  482)";"145 (  49,  241)";"145 (  49,  241)";" 29 (  10,  48)";" 290 (   98,  482)";" 609 ( 373,  845)"
"2014-12-05";"14";" 288 (  100,  476)";"144 (  50,  238)";"144 (  50,  238)";" 29 (  10,  48)";" 288 (  100,  476)";" 605 ( 374,  836)"
"2014-12-04";"13";" 286 (  101,  471)";"143 (  51,  235)";"143 (  51,  235)";" 29 (  11,  47)";" 286 (  101,  471)";" 601 ( 374,  828)"
"2014-12-03";"12";" 283 (  102,  464)";"142 (  51,  233)";"142 (  51,  233)";" 28 (  10,  46)";" 283 (  102,  464)";" 595 ( 372,  818)"
"2014-12-02";"11";" 281 (  103,  459)";"140 (  51,  229)";"140 (  51,  229)";" 28 (  10,  46)";" 281 (  103,  459)";" 589 ( 370,  808)"
