"Date";"Days from today";"Cases (reported)";"New daily cases (reported)";"Cases (corrected for underreporting)";"New daily cases (corrected for underreporting)";"Incubation period";"Infectious and unreported";"Undergoing treatment";"Beds for CDC target of 25% cases in ETC";"Beds for CDC target of 45% cases in reduced transmission";"Reporting (treatment) quotient"
"2015-01-30";"70";" 24753 (20575,  28931)";" 447 ( 317,  577)";"127784 (104030, 151538)";" 2298 (1586,  3010)";" 26428 (18204,  34652)";"17816 (12628,  23004)";" 3464 (2524,  4403)";" 5320 ( 4002,  6638)";" 9576 ( 7203, 11948)";"40%"
"2015-01-29";"69";" 24306 (20257,  28355)";" 439 ( 313,  565)";"125486 (102443, 148528)";" 2258 (1564,  2952)";" 25969 (17955,  33983)";"17504 (12453,  22556)";" 3403 (2489,  4317)";" 5227 ( 3943,  6510)";" 9408 ( 7098, 11719)";"40%"
"2015-01-28";"68";" 23867 (19944,  27789)";" 432 ( 309,  554)";"123228 (100879, 145576)";" 2219 (1543,  2895)";" 25518 (17710,  33326)";"17199 (12280,  22117)";" 3343 (2454,  4233)";" 5135 ( 3886,  6385)";" 9244 ( 6994, 11493)";"40%"
"2015-01-27";"67";" 23435 (19635,  27235)";" 424 ( 304,  544)";"121009 ( 99336, 142682)";" 2180 (1522,  2839)";" 25074 (17467,  32682)";"16898 (12109,  21686)";" 3284 (2419,  4150)";" 5046 ( 3829,  6262)";" 9082 ( 6892, 11272)";"40%"
"2015-01-26";"66";" 23011 (19331,  26691)";" 417 ( 300,  533)";"118828 ( 97814, 139843)";" 2142 (1501,  2784)";" 24638 (17227,  32049)";"16602 (11940,  21264)";" 3227 (2385,  4068)";" 4957 ( 3773,  6141)";" 8923 ( 6791, 11054)";"40%"
"2015-01-25";"65";" 22594 (19031,  26158)";" 409 ( 296,  523)";"116686 ( 96313, 137059)";" 2105 (1480,  2730)";" 24209 (16990,  31428)";"16311 (11773,  20849)";" 3170 (2351,  3988)";" 4870 ( 3717,  6023)";" 8766 ( 6691, 10841)";"40%"
"2015-01-24";"64";" 22185 (18734,  25636)";" 402 ( 292,  512)";"114581 ( 94832, 134330)";" 2068 (1460,  2677)";" 23787 (16756,  30818)";"16025 (11609,  20441)";" 3114 (2318,  3910)";" 4785 ( 3663,  5907)";" 8613 ( 6593, 10632)";"40%"
"2015-01-23";"63";" 21783 (18443,  25123)";" 395 ( 288,  502)";"112513 ( 93372, 131653)";" 2032 (1439,  2625)";" 23372 (16524,  30219)";"15744 (11446,  20042)";" 3059 (2285,  3833)";" 4701 ( 3609,  5792)";" 8461 ( 6496, 10426)";"40%"
"2015-01-22";"62";" 21388 (18155,  24621)";" 388 ( 284,  493)";"110481 ( 91933, 129028)";" 1997 (1420,  2574)";" 22964 (16296,  29631)";"15467 (11285,  19650)";" 3005 (2252,  3758)";" 4618 ( 3556,  5680)";" 8313 ( 6400, 10225)";"40%"
"2015-01-21";"61";" 21000 (17871,  24128)";" 381 ( 280,  483)";"108484 ( 90513, 126455)";" 1962 (1400,  2524)";" 22562 (16070,  29055)";"15196 (11127,  19265)";" 2952 (2220,  3684)";" 4537 ( 3503,  5571)";" 8166 ( 6306, 10027)";"40%"
"2015-01-20";"60";" 20618 (17591,  23645)";" 375 ( 276,  473)";"106522 ( 89113, 123932)";" 1927 (1380,  2475)";" 22168 (15847,  28489)";"14929 (10970,  18887)";" 2900 (2188,  3611)";" 4457 ( 3452,  5463)";" 8023 ( 6213,  9833)";"40%"
"2015-01-19";"59";" 20244 (17315,  23172)";" 368 ( 272,  464)";"104595 ( 87732, 121457)";" 1894 (1361,  2426)";" 21780 (15626,  27933)";"14666 (10815,  18517)";" 2849 (2157,  3540)";" 4379 ( 3400,  5357)";" 7882 ( 6121,  9642)";"40%"
"2015-01-18";"58";" 19876 (17043,  22708)";" 362 ( 268,  455)";"102701 ( 86370, 119031)";" 1861 (1342,  2379)";" 21398 (15408,  27388)";"14408 (10662,  18153)";" 2798 (2126,  3470)";" 4301 ( 3350,  5253)";" 7743 ( 6030,  9455)";"40%"
"2015-01-17";"57";" 19514 (16775,  22253)";" 355 ( 264,  446)";"100840 ( 85028, 116653)";" 1828 (1323,  2332)";" 21023 (15193,  26853)";"14154 (10511,  17797)";" 2749 (2096,  3402)";" 4226 ( 3300,  5151)";" 7606 ( 5941,  9272)";"40%"
"2015-01-16";"56";" 19159 (16511,  21807)";" 349 ( 260,  437)";" 99013 ( 83704, 114321)";" 1796 (1305,  2287)";" 20654 (14980,  26328)";"13904 (10362,  17447)";" 2700 (2065,  3335)";" 4151 ( 3251,  5051)";" 7472 ( 5852,  9092)";"40%"
"2015-01-15";"55";" 18810 (16250,  21370)";" 343 ( 257,  429)";" 97217 ( 82399, 112034)";" 1764 (1287,  2242)";" 20291 (14770,  25813)";"13659 (10214,  17104)";" 2652 (2036,  3269)";" 4078 ( 3203,  4953)";" 7340 ( 5765,  8915)";"40%"
"2015-01-14";"54";" 18467 (15994,  20941)";" 337 ( 253,  420)";" 95452 ( 81112, 109793)";" 1733 (1268,  2198)";" 19935 (14563,  25307)";"13418 (10069,  16767)";" 2605 (2006,  3204)";" 4006 ( 3155,  4856)";" 7210 ( 5679,  8742)";"40%"
"2015-01-13";"53";" 18131 (15740,  20521)";" 331 ( 249,  412)";" 93719 ( 79843, 107595)";" 1703 (1251,  2155)";" 19584 (14358,  24811)";"13181 ( 9925,  16437)";" 2559 (1977,  3141)";" 3935 ( 3108,  4762)";" 7083 ( 5595,  8571)";"40%"
"2015-01-12";"52";" 17800 (15491,  20109)";" 325 ( 246,  404)";" 92016 ( 78592, 105440)";" 1673 (1233,  2113)";" 19240 (14156,  24324)";"12948 ( 9783,  16113)";" 2514 (1949,  3079)";" 3865 ( 3062,  4669)";" 6958 ( 5511,  8405)";"40%"
"2015-01-11";"51";" 17475 (15245,  19705)";" 319 ( 242,  396)";" 90344 ( 77359, 103328)";" 1643 (1215,  2071)";" 18901 (13956,  23847)";"12719 ( 9643,  15795)";" 2469 (1920,  3018)";" 3797 ( 3016,  4578)";" 6835 ( 5429,  8241)";"40%"
"2015-01-10";"50";" 17156 (15002,  19309)";" 314 ( 239,  388)";" 88700 ( 76143, 101257)";" 1614 (1198,  2031)";" 18568 (13758,  23378)";"12494 ( 9505,  15484)";" 2425 (1892,  2958)";" 3730 ( 2971,  4489)";" 6714 ( 5347,  8080)";"40%"
"2015-01-09";"49";" 16842 (14763,  18921)";" 308 ( 235,  380)";" 87086 ( 74945,  99227)";" 1586 (1181,  1991)";" 18241 (13563,  22919)";"12273 ( 9368,  15178)";" 2382 (1865,  2900)";" 3664 ( 2926,  4401)";" 6595 ( 5267,  7923)";"40%"
"2015-01-08";"48";" 16534 (14528,  18541)";" 303 ( 232,  373)";" 85500 ( 73763,  97237)";" 1558 (1164,  1951)";" 17919 (13371,  22468)";"12056 ( 9233,  14878)";" 2340 (1838,  2842)";" 3599 ( 2882,  4316)";" 6478 ( 5188,  7768)";"40%"
"2015-01-07";"47";" 16232 (14296,  18168)";" 297 ( 229,  366)";" 83942 ( 72598,  95286)";" 1530 (1148,  1913)";" 17603 (13180,  22026)";"11842 ( 9100,  14584)";" 2298 (1811,  2786)";" 3535 ( 2839,  4231)";" 6363 ( 5110,  7616)";"40%"
"2015-01-06";"46";" 15935 (14067,  17802)";" 292 ( 225,  358)";" 82411 ( 71450,  93373)";" 1503 (1132,  1875)";" 17292 (12992,  21592)";"11632 ( 8969,  14296)";" 2257 (1784,  2730)";" 3472 ( 2796,  4149)";" 6250 ( 5033,  7468)";"40%"
"2015-01-05";"45";" 15643 (13841,  17444)";" 287 ( 222,  351)";" 80908 ( 70318,  91498)";" 1477 (1115,  1838)";" 16987 (12807,  21166)";"11426 ( 8839,  14013)";" 2217 (1758,  2676)";" 3411 ( 2754,  4068)";" 6139 ( 4957,  7322)";"40%"
"2015-01-04";"44";" 15356 (13619,  17093)";" 282 ( 219,  344)";" 79431 ( 69202,  89660)";" 1451 (1099,  1802)";" 16686 (12624,  20749)";"11223 ( 8711,  13736)";" 2178 (1732,  2623)";" 3350 ( 2712,  3988)";" 6030 ( 4882,  7179)";"40%"
"2015-01-03";"43";" 15074 (13400,  16749)";" 277 ( 216,  337)";" 77980 ( 68102,  87859)";" 1425 (1084,  1766)";" 16391 (12443,  20340)";"11024 ( 8584,  13463)";" 2139 (1707,  2571)";" 3291 ( 2671,  3910)";" 5923 ( 4808,  7038)";"40%"
"2015-01-02";"42";" 14798 (13184,  16411)";" 272 ( 213,  331)";" 76555 ( 67018,  86092)";" 1400 (1068,  1732)";" 16101 (12264,  19938)";"10828 ( 8460,  13197)";" 2101 (1682,  2520)";" 3232 ( 2631,  3834)";" 5818 ( 4736,  6900)";"40%"
"2015-01-01";"41";" 14526 (12971,  16081)";" 267 ( 210,  324)";" 75156 ( 65950,  84361)";" 1375 (1053,  1697)";" 15816 (12088,  19544)";"10636 ( 8336,  12935)";" 2063 (1657,  2470)";" 3175 ( 2591,  3759)";" 5715 ( 4664,  6765)";"40%"
"2014-12-31";"40";" 14259 (12762,  15757)";" 262 ( 206,  318)";" 73780 ( 64897,  82664)";" 1351 (1038,  1664)";" 15536 (11914,  19158)";"10447 ( 8215,  12679)";" 2027 (1632,  2421)";" 3118 ( 2552,  3685)";" 5613 ( 4593,  6633)";"40%"
"2014-12-30";"39";" 13997 (12555,  15439)";" 257 ( 203,  311)";" 72430 ( 63859,  81001)";" 1327 (1023,  1631)";" 15260 (11742,  18779)";"10261 ( 8095,  12427)";" 1990 (1608,  2373)";" 3063 ( 2513,  3613)";" 5513 ( 4523,  6503)";"40%"
"2014-12-29";"38";" 13740 (12352,  15127)";" 253 ( 200,  305)";" 71103 ( 62836,  79370)";" 1303 (1008,  1599)";" 14990 (11572,  18407)";"10078 ( 7976,  12180)";" 1955 (1585,  2325)";" 3008 ( 2475,  3542)";" 5415 ( 4454,  6376)";"40%"
"2014-12-28";"37";" 13487 (12151,  14822)";" 248 ( 198,  299)";" 69800 ( 61828,  77772)";" 1280 ( 993,  1567)";" 14724 (11405,  18043)";" 9899 ( 7859,  11939)";" 1920 (1561,  2279)";" 2955 ( 2437,  3473)";" 5319 ( 4387,  6251)";"40%"
"2014-12-27";"36";" 13238 (11954,  14523)";" 244 ( 195,  293)";" 68520 ( 60834,  76205)";" 1257 ( 979,  1536)";" 14462 (11239,  17686)";" 9723 ( 7744,  11701)";" 1886 (1538,  2234)";" 2902 ( 2400,  3404)";" 5224 ( 4320,  6128)";"40%"
"2014-12-26";"35";" 12994 (11759,  14230)";" 240 ( 192,  287)";" 67262 ( 59855,  74670)";" 1235 ( 965,  1506)";" 14206 (11076,  17335)";" 9549 ( 7630,  11469)";" 1852 (1515,  2189)";" 2850 ( 2363,  3338)";" 5131 ( 4254,  6008)";"40%"
"2014-12-25";"34";" 12755 (11567,  13943)";" 235 ( 189,  282)";" 66027 ( 58890,  73165)";" 1213 ( 950,  1476)";" 13953 (10915,  16991)";" 9379 ( 7518,  11241)";" 1819 (1492,  2146)";" 2800 ( 2327,  3272)";" 5039 ( 4189,  5890)";"40%"
"2014-12-24";"33";" 12519 (11378,  13661)";" 231 ( 186,  276)";" 64814 ( 57939,  71690)";" 1191 ( 937,  1446)";" 13705 (10756,  16654)";" 9212 ( 7407,  11017)";" 1787 (1470,  2103)";" 2750 ( 2291,  3208)";" 4949 ( 4125,  5774)";"40%"
"2014-12-23";"32";" 12288 (11192,  13385)";" 227 ( 183,  271)";" 63623 ( 57002,  70244)";" 1170 ( 923,  1418)";" 13461 (10599,  16324)";" 9048 ( 7297,  10798)";" 1755 (1448,  2061)";" 2701 ( 2256,  3145)";" 4861 ( 4061,  5661)";"40%"
"2014-12-22";"31";" 12061 (11008,  13114)";" 223 ( 181,  265)";" 62453 ( 56079,  68827)";" 1149 ( 909,  1390)";" 13222 (10444,  16000)";" 8886 ( 7189,  10583)";" 1723 (1426,  2020)";" 2652 ( 2222,  3083)";" 4774 ( 3999,  5550)";"40%"
"2014-12-21";"30";" 11838 (10827,  12849)";" 219 ( 178,  260)";" 61303 ( 55169,  67437)";" 1129 ( 896,  1362)";" 12987 (10291,  15682)";" 8728 ( 7083,  10373)";" 1692 (1405,  1980)";" 2605 ( 2188,  3023)";" 4689 ( 3938,  5441)";"40%"
"2014-12-20";"29";" 11619 (10649,  12589)";" 215 ( 175,  255)";" 60174 ( 54272,  66076)";" 1109 ( 883,  1335)";" 12755 (10140,  15371)";" 8572 ( 6978,  10166)";" 1662 (1384,  1940)";" 2559 ( 2154,  2963)";" 4605 ( 3877,  5334)";"40%"
"2014-12-19";"28";" 11404 (10474,  12335)";" 211 ( 173,  250)";" 59065 ( 53389,  64742)";" 1089 ( 870,  1308)";" 12528 ( 9991,  15065)";" 8419 ( 6874,   9964)";" 1632 (1363,  1902)";" 2513 ( 2121,  2905)";" 4523 ( 3817,  5229)";"40%"
"2014-12-18";"27";" 11193 (10301,  12085)";" 207 ( 170,  245)";" 57976 ( 52518,  63434)";" 1070 ( 857,  1282)";" 12305 ( 9844,  14766)";" 8268 ( 6772,   9765)";" 1603 (1343,  1864)";" 2468 ( 2088,  2848)";" 4442 ( 3758,  5126)";"40%"
"2014-12-17";"26";" 10986 (10131,  11840)";" 204 ( 168,  240)";" 56906 ( 51661,  62152)";" 1051 ( 844,  1257)";" 12086 ( 9699,  14472)";" 8121 ( 6671,   9571)";" 1574 (1322,  1826)";" 2424 ( 2056,  2792)";" 4363 ( 3700,  5025)";"40%"
"2014-12-16";"25";" 10782 ( 9963,  11601)";" 200 ( 165,  235)";" 55856 ( 50816,  60896)";" 1032 ( 832,  1232)";" 11870 ( 9556,  14184)";" 7975 ( 6571,   9380)";" 1546 (1302,  1790)";" 2380 ( 2024,  2737)";" 4285 ( 3643,  4926)";"40%"
"2014-12-15";"24";" 10582 ( 9798,  11366)";" 197 ( 163,  230)";" 54824 ( 49983,  59664)";" 1013 ( 820,  1207)";" 11658 ( 9414,  13902)";" 7833 ( 6473,   9193)";" 1518 (1283,  1754)";" 2338 ( 1993,  2683)";" 4208 ( 3587,  4829)";"40%"
"2014-12-14";"23";" 10385 ( 9635,  11135)";" 193 ( 160,  226)";" 53810 ( 49163,  58458)";"  995 ( 808,  1183)";" 11450 ( 9275,  13625)";" 7693 ( 6376,   9010)";" 1491 (1263,  1719)";" 2296 ( 1962,  2630)";" 4133 ( 3531,  4734)";"40%"
"2014-12-13";"22";" 10192 ( 9475,  10910)";" 190 ( 158,  221)";" 52815 ( 48355,  57275)";"  978 ( 796,  1160)";" 11246 ( 9137,  13354)";" 7555 ( 6280,   8830)";" 1465 (1244,  1685)";" 2255 ( 1931,  2578)";" 4059 ( 3477,  4641)";"40%"
"2014-12-12";"21";" 10003 ( 9317,  10689)";" 186 ( 155,  217)";" 51837 ( 47559,  56116)";"  960 ( 784,  1137)";" 11045 ( 9002,  13088)";" 7420 ( 6186,   8654)";" 1438 (1225,  1651)";" 2215 ( 1901,  2528)";" 3986 ( 3423,  4550)";"40%"
"2014-12-11";"20";"  9816 ( 9161,  10472)";" 183 ( 153,  213)";" 50877 ( 46775,  54980)";"  943 ( 772,  1114)";" 10848 ( 8868,  12827)";" 7287 ( 6093,   8481)";" 1412 (1207,  1618)";" 2175 ( 1872,  2478)";" 3915 ( 3369,  4460)";"40%"
"2014-12-10";"19";"  9634 ( 9008,  10259)";" 180 ( 151,  208)";" 49934 ( 46002,  53866)";"  926 ( 761,  1092)";" 10654 ( 8736,  12572)";" 7156 ( 6001,   8312)";" 1387 (1188,  1586)";" 2136 ( 1843,  2429)";" 3845 ( 3317,  4372)";"40%"
"2014-12-09";"18";"  9454 ( 8857,  10051)";" 176 ( 149,  204)";" 49008 ( 45241,  52775)";"  910 ( 749,  1070)";" 10463 ( 8605,  12321)";" 7028 ( 5911,   8146)";" 1362 (1170,  1554)";" 2098 ( 1814,  2381)";" 3776 ( 3265,  4286)";"40%"
"2014-12-08";"17";"  9278 ( 8708,   9847)";" 173 ( 146,  200)";" 48098 ( 44491,  51706)";"  893 ( 738,  1049)";" 10276 ( 8477,  12075)";" 6902 ( 5821,   7983)";" 1338 (1152,  1523)";" 2060 ( 1786,  2334)";" 3708 ( 3215,  4202)";"40%"
"2014-12-07";"16";"  9105 ( 8562,   9647)";" 170 ( 144,  196)";" 47205 ( 43752,  50658)";"  877 ( 727,  1028)";" 10092 ( 8350,  11835)";" 6779 ( 5733,   7824)";" 1314 (1135,  1493)";" 2023 ( 1758,  2288)";" 3642 ( 3164,  4119)";"40%"
"2014-12-06";"15";"  8934 ( 8417,   9451)";" 167 ( 142,  192)";" 46328 ( 43025,  49631)";"  862 ( 716,  1007)";"  9912 ( 8225,  11598)";" 6657 ( 5647,   7668)";" 1290 (1118,  1463)";" 1987 ( 1731,  2243)";" 3576 ( 3115,  4038)";"40%"
"2014-12-05";"14";"  8767 ( 8275,   9259)";" 164 ( 140,  188)";" 45466 ( 42308,  48624)";"  846 ( 705,   987)";"  9734 ( 8102,  11367)";" 6538 ( 5561,   7514)";" 1267 (1100,  1434)";" 1951 ( 1703,  2199)";" 3512 ( 3066,  3958)";"40%"
"2014-12-04";"13";"  8603 ( 8135,   9071)";" 161 ( 138,  185)";" 44620 ( 41602,  47638)";"  831 ( 695,   967)";"  9560 ( 7980,  11140)";" 6420 ( 5477,   7364)";" 1244 (1084,  1405)";" 1916 ( 1677,  2156)";" 3449 ( 3018,  3880)";"40%"
"2014-12-03";"12";"  8442 ( 7998,   8887)";" 158 ( 136,  181)";" 43789 ( 40906,  46671)";"  816 ( 684,   948)";"  9389 ( 7860,  10918)";" 6305 ( 5393,   7217)";" 1222 (1067,  1377)";" 1882 ( 1651,  2113)";" 3387 ( 2971,  3803)";"40%"
"2014-12-02";"11";"  8284 ( 7862,   8706)";" 155 ( 133,  177)";" 42973 ( 40221,  45724)";"  802 ( 674,   929)";"  9221 ( 7741,  10700)";" 6192 ( 5311,   7073)";" 1200 (1051,  1349)";" 1848 ( 1625,  2071)";" 3326 ( 2924,  3728)";"40%"
"2014-12-01";"10";"  8129 ( 7728,   8529)";" 153 ( 131,  174)";" 42171 ( 39547,  44795)";"  787 ( 664,   911)";"  9055 ( 7625,  10486)";" 6081 ( 5230,   6932)";" 1178 (1034,  1322)";" 1815 ( 1599,  2031)";" 3267 ( 2878,  3655)";"40%"
"2014-11-30";"9";"  7976 ( 7597,   8356)";" 150 ( 129,  170)";" 41384 ( 38882,  43886)";"  773 ( 654,   892)";"  8893 ( 7509,  10277)";" 5972 ( 5151,   6793)";" 1157 (1018,  1296)";" 1782 ( 1574,  1990)";" 3208 ( 2833,  3583)";"40%"
"2014-11-29";"8";"  7826 ( 7467,   8186)";" 147 ( 127,  167)";" 40611 ( 38227,  42994)";"  759 ( 644,   875)";"  8734 ( 7396,  10071)";" 5865 ( 5072,   6657)";" 1136 (1003,  1270)";" 1750 ( 1549,  1951)";" 3150 ( 2789,  3512)";"40%"
"2014-11-28";"7";"  7679 ( 7339,   8019)";" 144 ( 125,  164)";" 39852 ( 37583,  42120)";"  746 ( 634,   857)";"  8577 ( 7284,   9870)";" 5759 ( 4994,   6524)";" 1116 ( 987,  1245)";" 1719 ( 1525,  1913)";" 3094 ( 2745,  3443)";"40%"
"2014-11-27";"6";"  7535 ( 7213,   7856)";" 142 ( 124,  160)";" 39106 ( 36948,  41264)";"  732 ( 624,   840)";"  8423 ( 7173,   9673)";" 5656 ( 4918,   6394)";" 1096 ( 972,  1220)";" 1688 ( 1501,  1875)";" 3038 ( 2701,  3375)";"40%"
"2014-11-26";"5";"  7393 ( 7090,   7696)";" 139 ( 122,  157)";" 38374 ( 36322,  40425)";"  719 ( 615,   823)";"  8272 ( 7064,   9480)";" 5554 ( 4842,   6266)";" 1076 ( 957,  1195)";" 1658 ( 1477,  1838)";" 2984 ( 2659,  3308)";"40%"
"2014-11-25";"4";"  7253 ( 6968,   7539)";" 137 ( 120,  154)";" 37655 ( 35706,  39603)";"  706 ( 606,   807)";"  8124 ( 6957,   9290)";" 5454 ( 4768,   6141)";" 1057 ( 942,  1171)";" 1628 ( 1454,  1802)";" 2930 ( 2617,  3243)";"40%"
"2014-11-24";"3";"  7117 ( 6848,   7386)";" 134 ( 118,  151)";" 36948 ( 35100,  38797)";"  694 ( 596,   791)";"  7978 ( 6851,   9105)";" 5356 ( 4695,   6018)";" 1038 ( 928,  1148)";" 1598 ( 1431,  1766)";" 2877 ( 2576,  3179)";"40%"
"2014-11-23";"2";"  6982 ( 6729,   7235)";" 132 ( 116,  148)";" 36255 ( 34502,  38008)";"  681 ( 587,   775)";"  7835 ( 6747,   8923)";" 5260 ( 4622,   5897)";" 1019 ( 913,  1125)";" 1570 ( 1408,  1731)";" 2826 ( 2535,  3116)";"40%"
"2014-11-22";"1";"  6850 ( 6613,   7088)";" 130 ( 114,  145)";" 35574 ( 33914,  37234)";"  669 ( 578,   759)";"  7694 ( 6644,   8744)";" 5165 ( 4551,   5779)";" 1001 ( 899,  1102)";" 1542 ( 1386,  1697)";" 2775 ( 2495,  3055)";"40%"
"2014-11-21";"0";"  6721 ( 6498,   6943)";" 127 ( 113,  142)";" 34905 ( 33334,  36476)";"  657 ( 569,   744)";"  7556 ( 6542,   8569)";" 5072 ( 4481,   5664)";"  983 ( 885,  1080)";" 1514 ( 1364,  1664)";" 2725 ( 2455,  2995)";"40%"
"2014-11-20";"-1";"  6593 ( 6385,   6802)";" 125 ( 111,  139)";" 34248 ( 32764,  35733)";"  645 ( 561,   729)";"  7420 ( 6442,   8398)";" 4981 ( 4412,   5551)";"  965 ( 871,  1059)";" 1487 ( 1342,  1631)";" 2676 ( 2416,  2935)";"40%"
"2014-11-19";"-2";"  6468 ( 6274,   6663)";" 123 ( 109,  136)";" 33603 ( 32201,  35005)";"  633 ( 552,   715)";"  7287 ( 6343,   8230)";" 4892 ( 4344,   5439)";"  948 ( 858,  1038)";" 1460 ( 1321,  1599)";" 2628 ( 2378,  2877)";"40%"
"2014-11-18";"-3";"  6346 ( 6164,   6528)";" 121 ( 107,  134)";" 32970 ( 31648,  34292)";"  622 ( 544,   700)";"  7156 ( 6246,   8065)";" 4804 ( 4276,   5331)";"  931 ( 844,  1017)";" 1434 ( 1300,  1567)";" 2580 ( 2340,  2821)";"40%"
"2014-11-17";"-4";"  6225 ( 6056,   6395)";" 118 ( 106,  131)";" 32348 ( 31103,  33593)";"  611 ( 535,   686)";"  7027 ( 6150,   7904)";" 4717 ( 4210,   5224)";"  914 ( 831,   997)";" 1408 ( 1279,  1536)";" 2534 ( 2303,  2765)";"40%"
"2014-11-16";"-5";"  6107 ( 5949,   6264)";" 116 ( 104,  128)";" 31737 ( 30566,  32908)";"  600 ( 527,   673)";"  6901 ( 6055,   7746)";" 4632 ( 4145,   5120)";"  897 ( 818,   977)";" 1382 ( 1259,  1506)";" 2488 ( 2266,  2710)";"40%"
"2014-11-15";"-6";"  5991 ( 5845,   6137)";" 114 ( 103,  126)";" 31137 ( 30037,  32237)";"  589 ( 519,   659)";"  6777 ( 5962,   7591)";" 4549 ( 4080,   5017)";"  881 ( 805,   957)";" 1357 ( 1239,  1476)";" 2443 ( 2230,  2657)";"40%"
"2014-11-14";"-7";"  5877 ( 5741,   6012)";" 112 ( 101,  123)";" 30548 ( 29516,  31580)";"  579 ( 511,   646)";"  6655 ( 5870,   7439)";" 4467 ( 4017,   4917)";"  865 ( 793,   938)";" 1333 ( 1219,  1447)";" 2399 ( 2194,  2605)";"40%"
"2014-11-13";"-8";"  5764 ( 5639,   5889)";" 110 (  99,  121)";" 29969 ( 29003,  30936)";"  568 ( 503,   633)";"  6535 ( 5780,   7290)";" 4386 ( 3954,   4818)";"  850 ( 780,   919)";" 1309 ( 1200,  1418)";" 2356 ( 2159,  2553)";"40%"
"2014-11-12";"-9";"  5654 ( 5539,   5770)";" 108 (  98,  118)";" 29401 ( 28498,  30305)";"  558 ( 495,   620)";"  6417 ( 5690,   7144)";" 4307 ( 3893,   4722)";"  834 ( 768,   901)";" 1285 ( 1180,  1390)";" 2314 ( 2125,  2503)";"40%"
"2014-11-11";"-10";"  5546 ( 5440,   5652)";" 106 (  96,  116)";" 28844 ( 28000,  29687)";"  548 ( 488,   608)";"  6302 ( 5602,   7002)";" 4230 ( 3832,   4627)";"  819 ( 756,   883)";" 1262 ( 1162,  1363)";" 2272 ( 2091,  2453)";"40%"
"2014-11-10";"-11";"  5440 ( 5343,   5538)";" 104 (  95,  114)";" 28296 ( 27510,  29082)";"  538 ( 480,   596)";"  6188 ( 5516,   6861)";" 4154 ( 3772,   4535)";"  805 ( 744,   865)";" 1240 ( 1143,  1336)";" 2231 ( 2057,  2405)";"40%"
"2014-11-09";"-12";"  5336 ( 5247,   5425)";" 102 (  93,  111)";" 27758 ( 27027,  28489)";"  528 ( 473,   584)";"  6077 ( 5430,   6724)";" 4079 ( 3713,   4444)";"  790 ( 732,   848)";" 1217 ( 1125,  1310)";" 2191 ( 2024,  2357)";"40%"
"2014-11-08";"-13";"  5234 ( 5152,   5316)";" 100 (  92,  109)";" 27230 ( 26551,  27908)";"  519 ( 465,   572)";"  5968 ( 5346,   6590)";" 4005 ( 3655,   4355)";"  776 ( 721,   831)";" 1195 ( 1107,  1284)";" 2151 ( 1992,  2311)";"40%"
"2014-11-07";"-14";"  5133 ( 5058,   5208)";"  99 (  90,  107)";" 26711 ( 26082,  27339)";"  509 ( 458,   561)";"  5860 ( 5263,   6458)";" 3933 ( 3598,   4268)";"  762 ( 709,   814)";" 1174 ( 1089,  1259)";" 2113 ( 1960,  2265)";"40%"
"2014-11-06";"-15";"  5034 ( 4965,   5104)";"  97 (  89,  105)";" 26201 ( 25620,  26782)";"  500 ( 451,   550)";"  5755 ( 5181,   6329)";" 3862 ( 3541,   4183)";"  748 ( 698,   798)";" 1153 ( 1071,  1234)";" 2075 ( 1929,  2221)";"40%"
"2014-11-05";"-16";"  4938 ( 4874,   5001)";"  95 (  88,  103)";" 25701 ( 25165,  26237)";"  491 ( 444,   539)";"  5651 ( 5100,   6202)";" 3793 ( 3486,   4099)";"  735 ( 687,   782)";" 1132 ( 1054,  1209)";" 2037 ( 1898,  2177)";"40%"
"2014-11-04";"-17";"  4842 ( 4783,   4901)";"  93 (  86,  101)";" 25210 ( 24716,  25703)";"  482 ( 437,   528)";"  5549 ( 5021,   6078)";" 3724 ( 3431,   4017)";"  721 ( 676,   766)";" 1111 ( 1037,  1185)";" 2000 ( 1867,  2134)";"40%"
"2014-11-03";"-18";"  4749 ( 4694,   4804)";"  92 (  85,   99)";" 24728 ( 24274,  25181)";"  474 ( 430,   517)";"  5449 ( 4942,   5956)";" 3657 ( 3377,   3937)";"  708 ( 665,   751)";" 1091 ( 1021,  1162)";" 1964 ( 1837,  2092)";"40%"
"2014-11-02";"-19";"  4657 ( 4605,   4709)";"  90 (  83,   97)";" 24254 ( 23838,  24670)";"  465 ( 423,   507)";"  5351 ( 4865,   5837)";" 3591 ( 3324,   3858)";"  695 ( 655,   736)";" 1072 ( 1004,  1139)";" 1929 ( 1807,  2051)";"40%"
"2014-11-01";"-20";"  4567 ( 4517,   4617)";"  88 (  82,   95)";" 23789 ( 23407,  24170)";"  457 ( 417,   497)";"  5255 ( 4789,   5720)";" 3526 ( 3271,   3781)";"  683 ( 644,   721)";" 1052 (  988,  1117)";" 1894 ( 1778,  2010)";"40%"
"2014-10-31";"-21";"  4479 ( 4430,   4527)";"  87 (  81,   93)";" 23332 ( 22982,  23682)";"  449 ( 410,   487)";"  5160 ( 4714,   5606)";" 3463 ( 3220,   3705)";"  671 ( 634,   707)";" 1033 (  972,  1095)";" 1860 ( 1749,  1970)";"40%"
