"Date";"Days from today";"PPE (m3)";"PPE (tons)";"Body bags (m3)";"Body bags (tons)";"Chlorine (m3)";"Chlorine (tons)";"Medical supplies (m3)";"Medical supplies (tons)";"Lab supplies (m3)";"Lab supplies (tons)";"Total (m3)";"Total (tons)"
"2015-04-28";"158";"3393.9 (2224.5, 4563.4)";"705.3 (462.3, 948.3)";"9.1 (6.0, 12.3)";"0.9 (0.6, 1.2)";"3.6 (2.4, 4.9)";"3.6 (2.4, 4.9)";"52.4 (34.4, 70.5)";"26.2 (17.2, 35.2)";"5.7 (3.7, 7.7)";"2.7 (1.8, 3.7)";"3464.8 (2270.9, 4658.7)";"738.8 (484.2,  993.4)"
"2015-04-27";"157";"3382.5 (2195.0, 4569.9)";"702.9 (456.2, 949.7)";"9.1 (5.9, 12.3)";"0.9 (0.6, 1.2)";"3.6 (2.4, 4.9)";"3.6 (2.4, 4.9)";"52.2 (33.9, 70.6)";"26.1 (16.9, 35.3)";"5.7 (3.7, 7.7)";"2.7 (1.8, 3.7)";"3453.1 (2240.8, 4665.4)";"736.3 (477.8,  994.8)"
"2015-04-26";"156";"3370.4 (2164.8, 4575.9)";"700.4 (449.9, 950.9)";"9.1 (5.8, 12.3)";"0.9 (0.6, 1.2)";"3.6 (2.3, 4.9)";"3.6 (2.3, 4.9)";"52.1 (33.4, 70.7)";"26.0 (16.7, 35.3)";"5.7 (3.6, 7.7)";"2.7 (1.7, 3.7)";"3440.7 (2210.1, 4671.4)";"733.7 (471.3,  996.1)"
"2015-04-25";"155";"3357.6 (2134.0, 4581.2)";"697.8 (443.5, 952.0)";"9.0 (5.7, 12.3)";"0.9 (0.6, 1.2)";"3.6 (2.3, 4.9)";"3.6 (2.3, 4.9)";"51.9 (33.0, 70.7)";"25.9 (16.5, 35.4)";"5.6 (3.6, 7.7)";"2.7 (1.7, 3.7)";"3427.7 (2178.6, 4676.8)";"730.9 (464.5,  997.3)"
"2015-04-24";"154";"3344.2 (2102.6, 4585.7)";"695.0 (436.9, 953.0)";"9.0 (5.6, 12.3)";"0.9 (0.6, 1.2)";"3.6 (2.3, 4.9)";"3.6 (2.3, 4.9)";"51.6 (32.5, 70.8)";"25.8 (16.2, 35.4)";"5.6 (3.5, 7.7)";"2.7 (1.7, 3.7)";"3414.0 (2146.5, 4681.5)";"728.0 (457.7,  998.3)"
"2015-04-23";"153";"3330.1 (2070.6, 4589.7)";"692.0 (430.3, 953.8)";"8.9 (5.6, 12.3)";"0.9 (0.6, 1.2)";"3.6 (2.2, 4.9)";"3.6 (2.2, 4.9)";"51.4 (32.0, 70.9)";"25.7 (16.0, 35.4)";"5.6 (3.5, 7.7)";"2.7 (1.7, 3.7)";"3399.7 (2113.8, 4685.5)";"724.9 (450.7,  999.1)"
"2015-04-22";"152";"3315.4 (2038.0, 4592.8)";"689.0 (423.5, 954.5)";"8.9 (5.5, 12.3)";"0.9 (0.5, 1.2)";"3.6 (2.2, 4.9)";"3.6 (2.2, 4.9)";"51.2 (31.5, 70.9)";"25.6 (15.7, 35.5)";"5.6 (3.4, 7.7)";"2.7 (1.6, 3.7)";"3384.6 (2080.6, 4688.7)";"721.7 (443.6,  999.8)"
"2015-04-21";"151";"3300.1 (2005.0, 4595.2)";"685.8 (416.7, 954.9)";"8.9 (5.4, 12.3)";"0.9 (0.5, 1.2)";"3.5 (2.2, 4.9)";"3.5 (2.2, 4.9)";"51.0 (31.0, 71.0)";"25.5 (15.5, 35.5)";"5.5 (3.4, 7.7)";"2.7 (1.6, 3.7)";"3369.0 (2046.9, 4691.1)";"718.4 (436.5, 1000.3)"
"2015-04-20";"150";"3284.1 (1971.5, 4596.7)";"682.5 (409.7, 955.3)";"8.8 (5.3, 12.3)";"0.9 (0.5, 1.2)";"3.5 (2.1, 4.9)";"3.5 (2.1, 4.9)";"50.7 (30.4, 71.0)";"25.4 (15.2, 35.5)";"5.5 (3.3, 7.7)";"2.6 (1.6, 3.7)";"3352.7 (2012.7, 4692.7)";"714.9 (429.2, 1000.6)"
"2015-04-19";"149";"3267.6 (1937.7, 4597.4)";"679.0 (402.7, 955.4)";"8.8 (5.2, 12.3)";"0.9 (0.5, 1.2)";"3.5 (2.1, 4.9)";"3.5 (2.1, 4.9)";"50.5 (29.9, 71.0)";"25.2 (15.0, 35.5)";"5.5 (3.3, 7.7)";"2.6 (1.6, 3.7)";"3335.8 (1978.1, 4693.4)";"711.3 (421.8, 1000.8)"
"2015-04-18";"148";"3250.4 (1903.5, 4597.3)";"675.5 (395.6, 955.4)";"8.7 (5.1, 12.3)";"0.9 (0.5, 1.2)";"3.5 (2.0, 4.9)";"3.5 (2.0, 4.9)";"50.2 (29.4, 71.0)";"25.1 (14.7, 35.5)";"5.5 (3.2, 7.7)";"2.6 (1.5, 3.7)";"3318.3 (1943.2, 4693.3)";"707.6 (414.4, 1000.8)"
"2015-04-17";"147";"3232.6 (1869.0, 4596.2)";"671.8 (388.4, 955.2)";"8.7 (5.0, 12.3)";"0.9 (0.5, 1.2)";"3.5 (2.0, 4.9)";"3.5 (2.0, 4.9)";"49.9 (28.9, 71.0)";"25.0 (14.4, 35.5)";"5.4 (3.1, 7.7)";"2.6 (1.5, 3.7)";"3300.1 (1908.0, 4692.2)";"703.7 (406.9, 1000.5)"
"2015-04-16";"146";"3214.2 (1834.2, 4594.2)";"668.0 (381.2, 954.8)";"8.6 (4.9, 12.3)";"0.9 (0.5, 1.2)";"3.5 (2.0, 4.9)";"3.5 (2.0, 4.9)";"49.6 (28.3, 71.0)";"24.8 (14.2, 35.5)";"5.4 (3.1, 7.7)";"2.6 (1.5, 3.7)";"3281.4 (1872.5, 4690.2)";"699.7 (399.3, 1000.1)"
"2015-04-15";"145";"3195.3 (1799.3, 4591.3)";"664.0 (373.9, 954.1)";"8.6 (4.8, 12.3)";"0.9 (0.5, 1.2)";"3.4 (1.9, 4.9)";"3.4 (1.9, 4.9)";"49.3 (27.8, 70.9)";"24.7 (13.9, 35.5)";"5.4 (3.0, 7.7)";"2.6 (1.4, 3.7)";"3262.0 (1836.8, 4687.2)";"695.6 (391.7,  999.5)"
"2015-04-14";"144";"3175.8 (1764.1, 4587.4)";"660.0 (366.6, 953.3)";"8.5 (4.7, 12.3)";"0.9 (0.5, 1.2)";"3.4 (1.9, 4.9)";"3.4 (1.9, 4.9)";"49.0 (27.2, 70.8)";"24.5 (13.6, 35.4)";"5.3 (3.0, 7.7)";"2.6 (1.4, 3.7)";"3242.1 (1800.9, 4683.2)";"691.3 (384.0,  998.6)"
"2015-04-13";"143";"3155.7 (1728.8, 4582.5)";"655.8 (359.3, 952.3)";"8.5 (4.6, 12.3)";"0.8 (0.5, 1.2)";"3.4 (1.9, 4.9)";"3.4 (1.9, 4.9)";"48.7 (26.7, 70.8)";"24.4 (13.3, 35.4)";"5.3 (2.9, 7.7)";"2.5 (1.4, 3.7)";"3221.6 (1764.9, 4678.2)";"686.9 (376.3,  997.6)"
"2015-04-12";"142";"3135.1 (1693.4, 4576.7)";"651.5 (351.9, 951.1)";"8.4 (4.5, 12.3)";"0.8 (0.5, 1.2)";"3.4 (1.8, 4.9)";"3.4 (1.8, 4.9)";"48.4 (26.2, 70.7)";"24.2 (13.1, 35.3)";"5.3 (2.8, 7.7)";"2.5 (1.4, 3.7)";"3200.5 (1728.8, 4672.2)";"682.5 (368.6,  996.3)"
"2015-04-11";"141";"3113.9 (1658.0, 4569.7)";"647.1 (344.6, 949.7)";"8.4 (4.5, 12.3)";"0.8 (0.4, 1.2)";"3.3 (1.8, 4.9)";"3.3 (1.8, 4.9)";"48.1 (25.6, 70.6)";"24.0 (12.8, 35.3)";"5.2 (2.8, 7.7)";"2.5 (1.3, 3.7)";"3178.9 (1692.6, 4665.2)";"677.8 (360.9,  994.8)"
"2015-04-10";"140";"3092.2 (1622.6, 4561.8)";"642.6 (337.2, 948.0)";"8.3 (4.4, 12.3)";"0.8 (0.4, 1.2)";"3.3 (1.7, 4.9)";"3.3 (1.7, 4.9)";"47.8 (25.1, 70.4)";"23.9 (12.5, 35.2)";"5.2 (2.7, 7.7)";"2.5 (1.3, 3.7)";"3156.7 (1656.4, 4657.0)";"673.1 (353.2,  993.0)"
"2015-04-09";"139";"3070.0 (1587.1, 4552.8)";"638.0 (329.8, 946.1)";"8.2 (4.3, 12.2)";"0.8 (0.4, 1.2)";"3.3 (1.7, 4.9)";"3.3 (1.7, 4.9)";"47.4 (24.5, 70.3)";"23.7 (12.3, 35.2)";"5.2 (2.7, 7.6)";"2.5 (1.3, 3.7)";"3134.1 (1620.3, 4647.8)";"668.3 (345.5,  991.1)"
"2015-04-08";"138";"3047.2 (1551.8, 4542.7)";"633.3 (322.5, 944.0)";"8.2 (4.2, 12.2)";"0.8 (0.4, 1.2)";"3.3 (1.7, 4.9)";"3.3 (1.7, 4.9)";"47.1 (24.0, 70.2)";"23.5 (12.0, 35.1)";"5.1 (2.6, 7.6)";"2.5 (1.3, 3.7)";"3110.9 (1584.2, 4637.5)";"663.3 (337.8,  988.9)"
"2015-04-07";"137";"3024.0 (1516.5, 4531.5)";"628.4 (315.1, 941.7)";"8.1 (4.1, 12.2)";"0.8 (0.4, 1.2)";"3.2 (1.6, 4.9)";"3.2 (1.6, 4.9)";"46.7 (23.4, 70.0)";"23.4 (11.7, 35.0)";"5.1 (2.5, 7.6)";"2.4 (1.2, 3.7)";"3087.1 (1548.1, 4626.1)";"658.3 (330.1,  986.4)"
"2015-04-06";"136";"3000.3 (1481.3, 4519.2)";"623.5 (307.8, 939.2)";"8.1 (4.0, 12.1)";"0.8 (0.4, 1.2)";"3.2 (1.6, 4.9)";"3.2 (1.6, 4.9)";"46.3 (22.9, 69.8)";"23.2 (11.4, 34.9)";"5.0 (2.5, 7.6)";"2.4 (1.2, 3.6)";"3062.9 (1512.2, 4613.6)";"653.1 (322.5,  983.8)"
"2015-04-05";"135";"2976.1 (1446.3, 4505.9)";"618.5 (300.6, 936.4)";"8.0 (3.9, 12.1)";"0.8 (0.4, 1.2)";"3.2 (1.6, 4.8)";"3.2 (1.6, 4.8)";"46.0 (22.3, 69.6)";"23.0 (11.2, 34.8)";"5.0 (2.4, 7.6)";"2.4 (1.2, 3.6)";"3038.2 (1476.5, 4600.0)";"647.9 (314.8,  980.9)"
"2015-04-04";"134";"2951.4 (1411.5, 4491.4)";"613.4 (293.3, 933.4)";"7.9 (3.8, 12.1)";"0.8 (0.4, 1.2)";"3.2 (1.5, 4.8)";"3.2 (1.5, 4.8)";"45.6 (21.8, 69.4)";"22.8 (10.9, 34.7)";"5.0 (2.4, 7.5)";"2.4 (1.1, 3.6)";"3013.1 (1441.0, 4585.2)";"642.5 (307.3,  977.7)"
"2015-04-03";"133";"2926.4 (1376.9, 4475.8)";"608.1 (286.1, 930.1)";"7.9 (3.7, 12.0)";"0.8 (0.4, 1.2)";"3.1 (1.5, 4.8)";"3.1 (1.5, 4.8)";"45.2 (21.3, 69.1)";"22.6 (10.6, 34.6)";"4.9 (2.3, 7.5)";"2.4 (1.1, 3.6)";"2987.5 (1405.7, 4569.3)";"637.0 (299.7,  974.3)"
"2015-04-02";"132";"2900.9 (1342.6, 4459.1)";"602.8 (279.0, 926.7)";"7.8 (3.6, 12.0)";"0.8 (0.4, 1.2)";"3.1 (1.4, 4.8)";"3.1 (1.4, 4.8)";"44.8 (20.7, 68.9)";"22.4 (10.4, 34.4)";"4.9 (2.3, 7.5)";"2.3 (1.1, 3.6)";"2961.4 (1370.6, 4552.3)";"631.5 (292.3,  970.7)"
"2015-04-01";"131";"2874.9 (1308.5, 4441.4)";"597.5 (271.9, 923.0)";"7.7 (3.5, 11.9)";"0.8 (0.4, 1.2)";"3.1 (1.4, 4.8)";"3.1 (1.4, 4.8)";"44.4 (20.2, 68.6)";"22.2 (10.1, 34.3)";"4.8 (2.2, 7.5)";"2.3 (1.1, 3.6)";"2935.0 (1335.9, 4534.1)";"625.8 (284.8,  966.8)"
"2015-03-31";"130";"2848.6 (1274.8, 4422.4)";"592.0 (264.9, 919.1)";"7.7 (3.4, 11.9)";"0.8 (0.3, 1.2)";"3.1 (1.4, 4.8)";"3.1 (1.4, 4.8)";"44.0 (19.7, 68.3)";"22.0 ( 9.8, 34.1)";"4.8 (2.1, 7.4)";"2.3 (1.0, 3.6)";"2908.1 (1301.4, 4514.8)";"620.1 (277.5,  962.7)"
"2015-03-30";"129";"2821.9 (1241.4, 4402.4)";"586.4 (258.0, 914.9)";"7.6 (3.3, 11.8)";"0.8 (0.3, 1.2)";"3.0 (1.3, 4.7)";"3.0 (1.3, 4.7)";"43.6 (19.2, 68.0)";"21.8 ( 9.6, 34.0)";"4.7 (2.1, 7.4)";"2.3 (1.0, 3.5)";"2880.8 (1267.3, 4494.3)";"614.3 (270.2,  958.3)"
"2015-03-29";"128";"2794.8 (1208.3, 4381.3)";"580.8 (251.1, 910.5)";"7.5 (3.2, 11.8)";"0.8 (0.3, 1.2)";"3.0 (1.3, 4.7)";"3.0 (1.3, 4.7)";"43.2 (18.7, 67.7)";"21.6 ( 9.3, 33.8)";"4.7 (2.0, 7.4)";"2.3 (1.0, 3.5)";"2853.2 (1233.6, 4472.8)";"608.4 (263.0,  953.7)"
"2015-03-28";"127";"2767.4 (1175.7, 4359.0)";"575.1 (244.3, 905.9)";"7.4 (3.2, 11.7)";"0.7 (0.3, 1.2)";"3.0 (1.3, 4.7)";"3.0 (1.3, 4.7)";"42.7 (18.2, 67.3)";"21.4 ( 9.1, 33.7)";"4.6 (2.0, 7.3)";"2.2 (0.9, 3.5)";"2825.2 (1200.2, 4450.1)";"602.4 (255.9,  948.9)"
"2015-03-27";"126";"2739.6 (1143.4, 4335.7)";"569.3 (237.6, 901.0)";"7.4 (3.1, 11.6)";"0.7 (0.3, 1.2)";"2.9 (1.2, 4.7)";"2.9 (1.2, 4.7)";"42.3 (17.7, 67.0)";"21.2 ( 8.8, 33.5)";"4.6 (1.9, 7.3)";"2.2 (0.9, 3.5)";"2796.8 (1167.3, 4426.3)";"596.4 (248.9,  943.8)"
"2015-03-26";"125";"2711.5 (1111.6, 4311.3)";"563.5 (231.0, 896.0)";"7.3 (3.0, 11.6)";"0.7 (0.3, 1.2)";"2.9 (1.2, 4.6)";"2.9 (1.2, 4.6)";"41.9 (17.2, 66.6)";"20.9 ( 8.6, 33.3)";"4.6 (1.9, 7.2)";"2.2 (0.9, 3.5)";"2768.1 (1134.9, 4401.3)";"590.2 (242.0,  938.5)"
"2015-03-25";"124";"2683.0 (1080.3, 4285.8)";"557.6 (224.5, 890.7)";"7.2 (2.9, 11.5)";"0.7 (0.3, 1.2)";"2.9 (1.2, 4.6)";"2.9 (1.2, 4.6)";"41.4 (16.7, 66.2)";"20.7 ( 8.3, 33.1)";"4.5 (1.8, 7.2)";"2.2 (0.9, 3.5)";"2739.1 (1102.8, 4375.3)";"584.1 (235.2,  933.0)"
"2015-03-24";"123";"2654.3 (1049.4, 4259.3)";"551.6 (218.1, 885.1)";"7.1 (2.8, 11.4)";"0.7 (0.3, 1.1)";"2.9 (1.1, 4.6)";"2.9 (1.1, 4.6)";"41.0 (16.2, 65.8)";"20.5 ( 8.1, 32.9)";"4.5 (1.8, 7.1)";"2.1 (0.8, 3.4)";"2709.8 (1071.3, 4348.2)";"577.8 (228.4,  927.2)"
"2015-03-23";"122";"2625.4 (1019.0, 4231.7)";"545.6 (211.8, 879.4)";"7.1 (2.7, 11.4)";"0.7 (0.3, 1.1)";"2.8 (1.1, 4.5)";"2.8 (1.1, 4.5)";"40.5 (15.7, 65.4)";"20.3 ( 7.9, 32.7)";"4.4 (1.7, 7.1)";"2.1 (0.8, 3.4)";"2680.2 (1040.3, 4320.0)";"571.5 (221.8,  921.2)"
"2015-03-22";"121";"2596.1 ( 989.2, 4203.0)";"539.5 (205.6, 873.5)";"7.0 (2.7, 11.3)";"0.7 (0.3, 1.1)";"2.8 (1.1, 4.5)";"2.8 (1.1, 4.5)";"40.1 (15.3, 64.9)";"20.0 ( 7.6, 32.5)";"4.4 (1.7, 7.1)";"2.1 (0.8, 3.4)";"2650.3 (1009.8, 4290.8)";"565.1 (215.3,  914.9)"
"2015-03-21";"120";"2566.6 ( 959.8, 4173.3)";"533.4 (199.5, 867.3)";"6.9 (2.6, 11.2)";"0.7 (0.3, 1.1)";"2.8 (1.0, 4.5)";"2.8 (1.0, 4.5)";"39.6 (14.8, 64.5)";"19.8 ( 7.4, 32.2)";"4.3 (1.6, 7.0)";"2.1 (0.8, 3.4)";"2620.2 ( 979.9, 4260.5)";"558.7 (208.9,  908.5)"
"2015-03-20";"119";"2536.9 ( 931.1, 4142.7)";"527.2 (193.5, 860.9)";"6.8 (2.5, 11.1)";"0.7 (0.3, 1.1)";"2.7 (1.0, 4.5)";"2.7 (1.0, 4.5)";"39.2 (14.4, 64.0)";"19.6 ( 7.2, 32.0)";"4.3 (1.6, 7.0)";"2.0 (0.8, 3.3)";"2589.8 ( 950.5, 4229.2)";"552.2 (202.7,  901.8)"
"2015-03-19";"118";"2506.9 ( 902.9, 4111.0)";"521.0 (187.6, 854.3)";"6.7 (2.4, 11.0)";"0.7 (0.2, 1.1)";"2.7 (1.0, 4.4)";"2.7 (1.0, 4.4)";"38.7 (13.9, 63.5)";"19.4 ( 7.0, 31.7)";"4.2 (1.5, 6.9)";"2.0 (0.7, 3.3)";"2559.3 ( 921.7, 4196.9)";"545.7 (196.5,  894.9)"
"2015-03-18";"117";"2476.8 ( 875.2, 4078.4)";"514.7 (181.9, 847.6)";"6.7 (2.4, 11.0)";"0.7 (0.2, 1.1)";"2.7 (0.9, 4.4)";"2.7 (0.9, 4.4)";"38.3 (13.5, 63.0)";"19.1 ( 6.8, 31.5)";"4.2 (1.5, 6.8)";"2.0 (0.7, 3.3)";"2528.5 ( 893.5, 4163.6)";"539.2 (190.5,  887.8)"
"2015-03-17";"116";"2446.5 ( 848.2, 4044.8)";"508.4 (176.3, 840.6)";"6.6 (2.3, 10.9)";"0.7 (0.2, 1.1)";"2.6 (0.9, 4.3)";"2.6 (0.9, 4.3)";"37.8 (13.1, 62.5)";"18.9 ( 6.5, 31.2)";"4.1 (1.4, 6.8)";"2.0 (0.7, 3.3)";"2497.6 ( 865.9, 4129.3)";"532.6 (184.6,  880.5)"
"2015-03-16";"115";"2416.0 ( 821.7, 4010.3)";"502.1 (170.8, 833.4)";"6.5 (2.2, 10.8)";"0.6 (0.2, 1.1)";"2.6 (0.9, 4.3)";"2.6 (0.9, 4.3)";"37.3 (12.7, 61.9)";"18.7 ( 6.3, 31.0)";"4.1 (1.4, 6.7)";"1.9 (0.7, 3.2)";"2466.5 ( 838.9, 4094.1)";"525.9 (178.9,  873.0)"
"2015-03-15";"114";"2385.4 ( 795.9, 3974.9)";"495.7 (165.4, 826.1)";"6.4 (2.1, 10.7)";"0.6 (0.2, 1.1)";"2.6 (0.9, 4.3)";"2.6 (0.9, 4.3)";"36.8 (12.3, 61.4)";"18.4 ( 6.1, 30.7)";"4.0 (1.3, 6.7)";"1.9 (0.6, 3.2)";"2435.2 ( 812.5, 4057.9)";"519.3 (173.3,  865.3)"
"2015-03-14";"113";"2354.6 ( 770.7, 3938.6)";"489.3 (160.2, 818.5)";"6.3 (2.1, 10.6)";"0.6 (0.2, 1.1)";"2.5 (0.8, 4.2)";"2.5 (0.8, 4.2)";"36.4 (11.9, 60.8)";"18.2 ( 6.0, 30.4)";"4.0 (1.3, 6.6)";"1.9 (0.6, 3.2)";"2403.8 ( 786.7, 4020.9)";"512.6 (167.8,  857.4)"
"2015-03-13";"112";"2323.8 ( 746.1, 3901.5)";"482.9 (155.0, 810.8)";"6.2 (2.0, 10.5)";"0.6 (0.2, 1.0)";"2.5 (0.8, 4.2)";"2.5 (0.8, 4.2)";"35.9 (11.5, 60.3)";"17.9 ( 5.8, 30.1)";"3.9 (1.3, 6.5)";"1.9 (0.6, 3.1)";"2372.3 ( 761.7, 3983.0)";"505.9 (162.4,  849.3)"
"2015-03-12";"111";"2292.8 ( 722.1, 3863.6)";"476.5 (150.1, 802.9)";"6.2 (1.9, 10.4)";"0.6 (0.2, 1.0)";"2.5 (0.8, 4.2)";"2.5 (0.8, 4.2)";"35.4 (11.2, 59.7)";"17.7 ( 5.6, 29.8)";"3.8 (1.2, 6.5)";"1.8 (0.6, 3.1)";"2340.7 ( 737.2, 3944.2)";"499.1 (157.2,  841.0)"
"2015-03-11";"110";"2261.8 ( 698.8, 3824.8)";"470.0 (145.2, 794.9)";"6.1 (1.9, 10.3)";"0.6 (0.2, 1.0)";"2.4 (0.8, 4.1)";"2.4 (0.8, 4.1)";"34.9 (10.8, 59.1)";"17.5 ( 5.4, 29.5)";"3.8 (1.2, 6.4)";"1.8 (0.6, 3.1)";"2309.1 ( 713.4, 3904.7)";"492.4 (152.1,  832.6)"
"2015-03-10";"109";"2230.7 ( 676.2, 3785.3)";"463.6 (140.5, 786.6)";"6.0 (1.8, 10.2)";"0.6 (0.2, 1.0)";"2.4 (0.7, 4.1)";"2.4 (0.7, 4.1)";"34.5 (10.4, 58.5)";"17.2 ( 5.2, 29.2)";"3.7 (1.1, 6.4)";"1.8 (0.5, 3.0)";"2277.3 ( 690.3, 3864.3)";"485.6 (147.2,  824.0)"
"2015-03-09";"108";"2199.6 ( 654.2, 3745.0)";"457.1 (136.0, 778.3)";"5.9 (1.8, 10.1)";"0.6 (0.2, 1.0)";"2.4 (0.7, 4.0)";"2.4 (0.7, 4.0)";"34.0 (10.1, 57.8)";"17.0 ( 5.1, 28.9)";"3.7 (1.1, 6.3)";"1.8 (0.5, 3.0)";"2245.5 ( 667.9, 3823.2)";"478.8 (142.4,  815.2)"
"2015-03-08";"107";"2168.4 ( 632.9, 3704.0)";"450.6 (131.5, 769.7)";"5.8 (1.7,  9.9)";"0.6 (0.2, 1.0)";"2.3 (0.7, 4.0)";"2.3 (0.7, 4.0)";"33.5 ( 9.8, 57.2)";"16.7 ( 4.9, 28.6)";"3.6 (1.1, 6.2)";"1.7 (0.5, 3.0)";"2213.7 ( 646.1, 3781.3)";"472.0 (137.8,  806.3)"
"2015-03-07";"106";"2137.3 ( 612.2, 3662.3)";"444.2 (127.2, 761.1)";"5.7 (1.6,  9.8)";"0.6 (0.2, 1.0)";"2.3 (0.7, 3.9)";"2.3 (0.7, 3.9)";"33.0 ( 9.5, 56.6)";"16.5 ( 4.7, 28.3)";"3.6 (1.0, 6.1)";"1.7 (0.5, 3.0)";"2181.9 ( 625.0, 3738.8)";"465.3 (133.3,  797.2)"
"2015-03-06";"105";"2106.1 ( 592.2, 3620.0)";"437.7 (123.1, 752.3)";"5.7 (1.6,  9.7)";"0.6 (0.2, 1.0)";"2.3 (0.6, 3.9)";"2.3 (0.6, 3.9)";"32.5 ( 9.1, 55.9)";"16.3 ( 4.6, 28.0)";"3.5 (1.0, 6.1)";"1.7 (0.5, 2.9)";"2150.1 ( 604.6, 3695.6)";"458.5 (128.9,  788.0)"
