"Date";"Days from today";"ETU caseload";"Nurses and paramedics";"Hygienists and nurses aids";"Doctors";"Support staff";"Total"
"2015-02-15";"109";"31534";"15767";"15767";"3153";"31534";"66221"
"2015-02-14";"108";"30707";"15354";"15354";"3071";"30707";"64486"
"2015-02-13";"107";"29891";"14946";"14946";"2989";"29891";"62772"
"2015-02-12";"106";"29087";"14544";"14544";"2909";"29087";"61084"
"2015-02-11";"105";"28295";"14148";"14148";"2830";"28295";"59421"
"2015-02-10";"104";"27515";"13757";"13757";"2752";"27515";"57781"
"2015-02-09";"103";"26748";"13374";"13374";"2675";"26748";"56171"
"2015-02-08";"102";"25994";"12997";"12997";"2599";"25994";"54587"
"2015-02-07";"101";"25254";"12627";"12627";"2525";"25254";"53033"
"2015-02-06";"100";"24528";"12264";"12264";"2453";"24528";"51509"
"2015-02-05";"99";"23815";"11908";"11908";"2382";"23815";"50013"
"2015-02-04";"98";"23117";"11558";"11558";"2312";"23117";"48545"
"2015-02-03";"97";"22433";"11216";"11216";"2243";"22433";"47108"
"2015-02-02";"96";"21763";"10882";"10882";"2176";"21763";"45703"
"2015-02-01";"95";"21107";"10554";"10554";"2111";"21107";"44326"
"2015-01-31";"94";"20466";"10233";"10233";"2047";"20466";"42979"
"2015-01-30";"93";"19840";"9920";"9920";"1984";"19840";"41664"
"2015-01-29";"92";"19228";"9614";"9614";"1923";"19228";"40379"
"2015-01-28";"91";"18631";"9316";"9316";"1863";"18631";"39126"
"2015-01-27";"90";"18048";"9024";"9024";"1805";"18048";"37901"
"2015-01-26";"89";"17480";"8740";"8740";"1748";"17480";"36708"
"2015-01-25";"88";"16926";"8463";"8463";"1693";"16926";"35545"
"2015-01-24";"87";"16386";"8193";"8193";"1639";"16386";"34411"
"2015-01-23";"86";"15861";"7931";"7931";"1586";"15861";"33309"
"2015-01-22";"85";"15349";"7674";"7674";"1535";"15349";"32232"
"2015-01-21";"84";"14851";"7426";"7426";"1485";"14851";"31188"
"2015-01-20";"83";"14367";"7183";"7183";"1437";"14367";"30170"
"2015-01-19";"82";"13896";"6948";"6948";"1390";"13896";"29182"
"2015-01-18";"81";"13439";"6719";"6719";"1344";"13439";"28221"
"2015-01-17";"80";"12994";"6497";"6497";"1299";"12994";"27287"
"2015-01-16";"79";"12563";"6282";"6282";"1256";"12563";"26383"
"2015-01-15";"78";"12144";"6072";"6072";"1214";"12144";"25502"
"2015-01-14";"77";"11737";"5868";"5868";"1174";"11737";"24647"
"2015-01-13";"76";"11343";"5672";"5672";"1134";"11343";"23821"
"2015-01-12";"75";"10961";"5480";"5480";"1096";"10961";"23017"
"2015-01-11";"74";"10590";"5295";"5295";"1059";"10590";"22239"
"2015-01-10";"73";"10230";"5115";"5115";"1023";"10230";"21483"
"2015-01-09";"72";"9882";"4941";"4941";"988";"9882";"20752"
"2015-01-08";"71";"9544";"4772";"4772";"954";"9544";"20042"
"2015-01-07";"70";"9218";"4609";"4609";"922";"9218";"19358"
"2015-01-06";"69";"8901";"4450";"4450";"890";"8901";"18691"
"2015-01-05";"68";"8595";"4298";"4298";"860";"8595";"18051"
"2015-01-04";"67";"8299";"4150";"4150";"830";"8299";"17429"
"2015-01-03";"66";"8012";"4006";"4006";"801";"8012";"16825"
"2015-01-02";"65";"7734";"3867";"3867";"773";"7734";"16241"
"2015-01-01";"64";"7466";"3733";"3733";"747";"7466";"15679"
"2014-12-31";"63";"7206";"3603";"3603";"721";"7206";"15133"
"2014-12-30";"62";"6955";"3478";"3478";"696";"6955";"14607"
"2014-12-29";"61";"6713";"3356";"3356";"671";"6713";"14096"
"2014-12-28";"60";"6478";"3239";"3239";"648";"6478";"13604"
"2014-12-27";"59";"6252";"3126";"3126";"625";"6252";"13129"
"2014-12-26";"58";"6033";"3016";"3016";"603";"6033";"12668"
"2014-12-25";"57";"5821";"2910";"2910";"582";"5821";"12223"
"2014-12-24";"56";"5617";"2808";"2808";"562";"5617";"11795"
"2014-12-23";"55";"5420";"2710";"2710";"542";"5420";"11382"
"2014-12-22";"54";"5229";"2614";"2614";"523";"5229";"10980"
"2014-12-21";"53";"5045";"2522";"2522";"504";"5045";"10593"
"2014-12-20";"52";"4867";"2434";"2434";"487";"4867";"10222"
"2014-12-19";"51";"4696";"2348";"2348";"470";"4696";"9862"
"2014-12-18";"50";"4530";"2265";"2265";"453";"4530";"9513"
"2014-12-17";"49";"4370";"2185";"2185";"437";"4370";"9177"
"2014-12-16";"48";"4216";"2108";"2108";"422";"4216";"8854"
"2014-12-15";"47";"4067";"2034";"2034";"407";"4067";"8542"
"2014-12-14";"46";"3923";"1961";"1961";"392";"3923";"8237"
"2014-12-13";"45";"3785";"1892";"1892";"378";"3785";"7947"
"2014-12-12";"44";"3651";"1826";"1826";"365";"3651";"7668"
"2014-12-11";"43";"3522";"1761";"1761";"352";"3522";"7396"
"2014-12-10";"42";"3397";"1698";"1698";"340";"3397";"7133"
"2014-12-09";"41";"3277";"1639";"1639";"328";"3277";"6883"
"2014-12-08";"40";"3161";"1580";"1580";"316";"3161";"6637"
"2014-12-07";"39";"3049";"1524";"1524";"305";"3049";"6402"
"2014-12-06";"38";"2942";"1471";"1471";"294";"2942";"6178"
"2014-12-05";"37";"2838";"1419";"1419";"284";"2838";"5960"
"2014-12-04";"36";"2737";"1368";"1368";"274";"2737";"5747"
"2014-12-03";"35";"2640";"1320";"1320";"264";"2640";"5544"
"2014-12-02";"34";"2547";"1274";"1274";"255";"2547";"5350"
"2014-12-01";"33";"2457";"1228";"1228";"246";"2457";"5159"
"2014-11-30";"32";"2370";"1185";"1185";"237";"2370";"4977"
"2014-11-29";"31";"2287";"1144";"1144";"229";"2287";"4804"
"2014-11-28";"30";"2206";"1103";"1103";"221";"2206";"4633"
"2014-11-27";"29";"2128";"1064";"1064";"213";"2128";"4469"
"2014-11-26";"28";"2053";"1026";"1026";"205";"2053";"4310"
"2014-11-25";"27";"1980";"990";"990";"198";"1980";"4158"
"2014-11-24";"26";"1911";"956";"956";"191";"1911";"4014"
"2014-11-23";"25";"1843";"922";"922";"184";"1843";"3871"
"2014-11-22";"24";"1778";"889";"889";"178";"1778";"3734"
"2014-11-21";"23";"1716";"858";"858";"172";"1716";"3604"
"2014-11-20";"22";"1655";"828";"828";"166";"1655";"3477"
"2014-11-19";"21";"1597";"798";"798";"160";"1597";"3353"
"2014-11-18";"20";"1541";"770";"770";"154";"1541";"3235"
"2014-11-17";"19";"1487";"744";"744";"149";"1487";"3124"
"2014-11-16";"18";"1435";"718";"718";"144";"1435";"3015"
"2014-11-15";"17";"1385";"692";"692";"138";"1385";"2907"
"2014-11-14";"16";"1336";"668";"668";"134";"1336";"2806"
"2014-11-13";"15";"1289";"644";"644";"129";"1289";"2706"
"2014-11-12";"14";"1244";"622";"622";"124";"1244";"2612"
"2014-11-11";"13";"1201";"600";"600";"120";"1201";"2521"
"2014-11-10";"12";"1159";"580";"580";"116";"1159";"2435"
"2014-11-09";"11";"1118";"559";"559";"112";"1118";"2348"
"2014-11-08";"10";"1079";"540";"540";"108";"1079";"2267"
"2014-11-07";"9";"1042";"521";"521";"104";"1042";"2188"
"2014-11-06";"8";"1005";"503";"503";"100";"1005";"2111"
"2014-11-05";"7";"970";"485";"485";"97";"970";"2037"
"2014-11-04";"6";"937";"468";"468";"94";"937";"1967"
"2014-11-03";"5";"904";"452";"452";"90";"904";"1898"
"2014-11-02";"4";"873";"436";"436";"87";"873";"1832"
"2014-11-01";"3";"842";"421";"421";"84";"842";"1768"
"2014-10-31";"2";"813";"407";"407";"81";"813";"1708"
"2014-10-30";"1";"785";"392";"392";"78";"785";"1647"
"2014-10-29";"0";"758";"379";"379";"76";"758";"1592"
"2014-10-28";"-1";"732";"366";"366";"73";"732";"1537"
"2014-10-27";"-2";"706";"353";"353";"71";"706";"1483"
"2014-10-26";"-3";"682";"341";"341";"68";"682";"1432"
"2014-10-25";"-4";"659";"330";"330";"66";"659";"1385"
"2014-10-24";"-5";"636";"318";"318";"64";"636";"1336"
"2014-10-23";"-6";"614";"307";"307";"61";"614";"1289"
"2014-10-22";"-7";"593";"296";"296";"59";"593";"1244"
"2014-10-21";"-8";"573";"286";"286";"57";"573";"1202"
"2014-10-20";"-9";"553";"276";"276";"55";"553";"1160"
"2014-10-19";"-10";"534";"267";"267";"53";"534";"1121"
"2014-10-18";"-11";"516";"258";"258";"52";"516";"1084"
"2014-10-17";"-12";"498";"249";"249";"50";"498";"1046"
"2014-10-16";"-13";"481";"240";"240";"48";"481";"1009"
"2014-10-15";"-14";"465";"233";"233";"46";"465";"977"
"2014-10-14";"-15";"449";"224";"224";"45";"449";"942"
"2014-10-13";"-16";"434";"217";"217";"43";"434";"911"
"2014-10-12";"-17";"419";"210";"210";"42";"419";"881"
"2014-10-11";"-18";"405";"202";"202";"40";"405";"849"
"2014-10-10";"-19";"391";"196";"196";"39";"391";"822"
"2014-10-09";"-20";"378";"189";"189";"38";"378";"794"
"2014-10-08";"-21";"365";"182";"182";"36";"365";"765"
"2014-10-07";"-22";"353";"176";"176";"35";"353";"740"
"2014-10-06";"-23";"341";"170";"170";"34";"341";"715"
"2014-10-05";"-24";"329";"164";"164";"33";"329";"690"
"2014-10-04";"-25";"318";"159";"159";"32";"318";"668"
"2014-10-03";"-26";"308";"154";"154";"31";"308";"647"
"2014-10-02";"-27";"297";"148";"148";"30";"297";"623"
"2014-10-01";"-28";"287";"144";"144";"29";"287";"604"
"2014-09-30";"-29";"278";"139";"139";"28";"278";"584"
"2014-09-29";"-30";"268";"134";"134";"27";"268";"563"
"2014-09-28";"-31";"260";"130";"130";"26";"260";"546"
"2014-09-27";"-32";"251";"125";"125";"25";"251";"526"
"2014-09-26";"-33";"243";"122";"122";"24";"243";"511"
"2014-09-25";"-34";"234";"117";"117";"23";"234";"491"
"2014-09-24";"-35";"227";"114";"114";"23";"227";"478"
"2014-09-23";"-36";"219";"110";"110";"22";"219";"461"
"2014-09-22";"-37";"212";"106";"106";"21";"212";"445"
"2014-09-21";"-38";"205";"102";"102";"20";"205";"429"
"2014-09-20";"-39";"198";"99";"99";"20";"198";"416"
"2014-09-19";"-40";"192";"96";"96";"19";"192";"403"
"2014-09-18";"-41";"185";"92";"92";"18";"185";"387"
"2014-09-17";"-42";"179";"90";"90";"18";"179";"377"
"2014-09-16";"-43";"173";"86";"86";"17";"173";"362"
"2014-09-15";"-44";"168";"84";"84";"17";"168";"353"
"2014-09-14";"-45";"162";"81";"81";"16";"162";"340"
"2014-09-13";"-46";"157";"78";"78";"16";"157";"329"
"2014-09-12";"-47";"152";"76";"76";"15";"152";"319"
"2014-09-11";"-48";"147";"74";"74";"15";"147";"310"
"2014-09-10";"-49";"142";"71";"71";"14";"142";"298"
"2014-09-09";"-50";"138";"69";"69";"14";"138";"290"
"2014-09-08";"-51";"133";"66";"66";"13";"133";"278"
"2014-09-07";"-52";"129";"64";"64";"13";"129";"270"
"2014-09-06";"-53";"125";"62";"62";"12";"125";"261"
"2014-09-05";"-54";"121";"60";"60";"12";"121";"253"
"2014-09-04";"-55";"117";"58";"58";"12";"117";"245"
"2014-09-03";"-56";"114";"57";"57";"11";"114";"239"
"2014-09-02";"-57";"110";"55";"55";"11";"110";"231"
"2014-09-01";"-58";"107";"54";"54";"11";"107";"226"
"2014-08-31";"-59";"104";"52";"52";"10";"104";"218"
"2014-08-30";"-60";"101";"50";"50";"10";"101";"211"
"2014-08-29";"-61";"98";"49";"49";"10";"98";"206"
"2014-08-28";"-62";"95";"48";"48";"10";"95";"201"
"2014-08-27";"-63";"93";"46";"46";"9";"93";"194"
"2014-08-26";"-64";"90";"45";"45";"9";"90";"189"
"2014-08-25";"-65";"88";"44";"44";"9";"88";"185"
"2014-08-24";"-66";"86";"43";"43";"9";"86";"181"
"2014-08-23";"-67";"85";"42";"42";"8";"85";"177"
"2014-08-22";"-68";"83";"42";"42";"8";"83";"175"
"2014-08-21";"-69";"82";"41";"41";"8";"82";"172"
"2014-08-20";"-70";"81";"40";"40";"8";"81";"169"
"2014-08-19";"-71";"80";"40";"40";"8";"80";"168"
"2014-08-18";"-72";"79";"40";"40";"8";"79";"167"
"2014-08-17";"-73";"77";"38";"38";"8";"77";"161"
"2014-08-16";"-74";"76";"38";"38";"8";"76";"160"
"2014-08-15";"-75";"75";"38";"38";"8";"75";"159"
"2014-08-14";"-76";"74";"37";"37";"7";"74";"155"
"2014-08-13";"-77";"73";"36";"36";"7";"73";"152"
"2014-08-12";"-78";"72";"36";"36";"7";"72";"151"
"2014-08-11";"-79";"71";"36";"36";"7";"71";"150"
"2014-08-10";"-80";"70";"35";"35";"7";"70";"147"
"2014-08-09";"-81";"69";"34";"34";"7";"69";"144"
"2014-08-08";"-82";"68";"34";"34";"7";"68";"143"
"2014-08-07";"-83";"67";"34";"34";"7";"67";"142"
"2014-08-06";"-84";"66";"33";"33";"7";"66";"139"
"2014-08-05";"-85";"65";"32";"32";"6";"65";"135"
"2014-08-04";"-86";"64";"32";"32";"6";"64";"134"
"2014-08-03";"-87";"63";"32";"32";"6";"63";"133"
"2014-08-02";"-88";"62";"31";"31";"6";"62";"130"
"2014-08-01";"-89";"61";"30";"30";"6";"61";"127"
"2014-07-31";"-90";"60";"30";"30";"6";"60";"126"
"2014-07-30";"-91";"59";"30";"30";"6";"59";"125"
"2014-07-29";"-92";"59";"30";"30";"6";"59";"125"
"2014-07-28";"-93";"58";"29";"29";"6";"58";"122"
"2014-07-27";"-94";"57";"28";"28";"6";"57";"119"
"2014-07-26";"-95";"56";"28";"28";"6";"56";"118"
"2014-07-25";"-96";"55";"28";"28";"6";"55";"117"
"2014-07-24";"-97";"54";"27";"27";"5";"54";"113"
"2014-07-23";"-98";"54";"27";"27";"5";"54";"113"
"2014-07-22";"-99";"53";"26";"26";"5";"53";"110"
"2014-07-21";"-100";"52";"26";"26";"5";"52";"109"
"2014-07-20";"-101";"51";"26";"26";"5";"51";"108"
"2014-07-19";"-102";"51";"26";"26";"5";"51";"108"
"2014-07-18";"-103";"50";"25";"25";"5";"50";"105"
"2014-07-17";"-104";"49";"24";"24";"5";"49";"102"
"2014-07-16";"-105";"48";"24";"24";"5";"48";"101"
"2014-07-15";"-106";"48";"24";"24";"5";"48";"101"
"2014-07-14";"-107";"47";"24";"24";"5";"47";"100"
"2014-07-13";"-108";"46";"23";"23";"5";"46";"97"
"2014-07-12";"-109";"46";"23";"23";"5";"46";"97"
"2014-07-11";"-110";"45";"22";"22";"4";"45";"93"
"2014-07-10";"-111";"44";"22";"22";"4";"44";"92"
"2014-07-09";"-112";"44";"22";"22";"4";"44";"92"
"2014-07-08";"-113";"43";"22";"22";"4";"43";"91"
"2014-07-07";"-114";"42";"21";"21";"4";"42";"88"
"2014-07-06";"-115";"42";"21";"21";"4";"42";"88"
"2014-07-05";"-116";"41";"20";"20";"4";"41";"85"
"2014-07-04";"-117";"40";"20";"20";"4";"40";"84"
"2014-07-03";"-118";"40";"20";"20";"4";"40";"84"
"2014-07-02";"-119";"39";"20";"20";"4";"39";"83"
"2014-07-01";"-120";"38";"19";"19";"4";"38";"80"
"2014-06-30";"-121";"38";"19";"19";"4";"38";"80"
"2014-06-29";"-122";"37";"18";"18";"4";"37";"77"
"2014-06-28";"-123";"36";"18";"18";"4";"36";"76"
"2014-06-27";"-124";"36";"18";"18";"4";"36";"76"
"2014-06-26";"-125";"35";"18";"18";"4";"35";"75"
"2014-06-25";"-126";"34";"17";"17";"3";"34";"71"
"2014-06-24";"-127";"34";"17";"17";"3";"34";"71"
"2014-06-23";"-128";"33";"16";"16";"3";"33";"68"
"2014-06-22";"-129";"32";"16";"16";"3";"32";"67"
"2014-06-21";"-130";"32";"16";"16";"3";"32";"67"
"2014-06-20";"-131";"31";"16";"16";"3";"31";"66"
"2014-06-19";"-132";"30";"15";"15";"3";"30";"63"
"2014-06-18";"-133";"30";"15";"15";"3";"30";"63"
"2014-06-17";"-134";"29";"14";"14";"3";"29";"60"
"2014-06-16";"-135";"29";"14";"14";"3";"29";"60"
"2014-06-15";"-136";"28";"14";"14";"3";"28";"59"
"2014-06-14";"-137";"28";"14";"14";"3";"28";"59"
"2014-06-13";"-138";"27";"14";"14";"3";"27";"58"
"2014-06-12";"-139";"27";"14";"14";"3";"27";"58"
"2014-06-11";"-140";"26";"13";"13";"3";"26";"55"
"2014-06-10";"-141";"25";"12";"12";"2";"25";"51"
"2014-06-09";"-142";"25";"12";"12";"2";"25";"51"
"2014-06-08";"-143";"24";"12";"12";"2";"24";"50"
"2014-06-07";"-144";"24";"12";"12";"2";"24";"50"
"2014-06-06";"-145";"24";"12";"12";"2";"24";"50"
"2014-06-05";"-146";"23";"12";"12";"2";"23";"49"
"2014-06-04";"-147";"23";"12";"12";"2";"23";"49"
"2014-06-03";"-148";"22";"11";"11";"2";"22";"46"
"2014-06-02";"-149";"22";"11";"11";"2";"22";"46"
"2014-06-01";"-150";"21";"10";"10";"2";"21";"43"
"2014-05-31";"-151";"21";"10";"10";"2";"21";"43"
"2014-05-30";"-152";"21";"10";"10";"2";"21";"43"
"2014-05-29";"-153";"20";"10";"10";"2";"20";"42"
"2014-05-28";"-154";"20";"10";"10";"2";"20";"42"
"2014-05-27";"-155";"19";"10";"10";"2";"19";"41"
"2014-05-26";"-156";"19";"10";"10";"2";"19";"41"
"2014-05-25";"-157";"19";"10";"10";"2";"19";"41"
"2014-05-24";"-158";"18";"9";"9";"2";"18";"38"
"2014-05-23";"-159";"18";"9";"9";"2";"18";"38"
"2014-05-22";"-160";"18";"9";"9";"2";"18";"38"
"2014-05-21";"-161";"17";"8";"8";"2";"17";"35"
"2014-05-20";"-162";"17";"8";"8";"2";"17";"35"
"2014-05-19";"-163";"17";"8";"8";"2";"17";"35"
"2014-05-18";"-164";"17";"8";"8";"2";"17";"35"
"2014-05-17";"-165";"16";"8";"8";"2";"16";"34"
"2014-05-16";"-166";"16";"8";"8";"2";"16";"34"
"2014-05-15";"-167";"16";"8";"8";"2";"16";"34"
"2014-05-14";"-168";"16";"8";"8";"2";"16";"34"
