"Date";"Days from today";"Cases (reported)";"New daily cases (reported)";"Cases (total)";"New daily cases (total)";"Incubation period";"Infectious and unreported";"Undergoing treatment";"CDC 25% ETU target";"CDC 45% reduced transmission target";"Reporting quotient"
"2015-04-03";"156";" 92944 (-47483, 233371)";"1416";"1493565 (-665795, 3652924)";"26331";"300593 ( -28665, 629850)";"262165 ( -55002, 579331)";"14457 (-4871, 33785)";"69155 (-10283, 148594)";"124480 (-18510, 267469)";"12%"
"2015-04-02";"155";" 91528 (-47347, 230403)";"1416";"1467234 (-667717, 3602184)";"26251";"299735 ( -32406, 631877)";"260297 ( -58330, 578924)";"14391 (-5055, 33838)";"68672 (-11133, 148477)";"123610 (-20039, 267259)";"12%"
"2015-04-01";"154";" 90112 (-47184, 227407)";"1415";"1440983 (-669104, 3551070)";"26162";"298771 ( -36193, 633735)";"258342 ( -61615, 578298)";"14320 (-5235, 33876)";"68165 (-11973, 148304)";"122698 (-21551, 266947)";"12%"
"2015-03-31";"153";" 88696 (-46992, 224385)";"1414";"1414821 (-669959, 3499601)";"26063";"297698 ( -40018, 635415)";"256300 ( -64851, 577450)";"14244 (-5411, 33899)";"67636 (-12802, 148074)";"121745 (-23044, 266533)";"13%"
"2015-03-30";"152";" 87283 (-46773, 221339)";"1412";"1388758 (-670284, 3447800)";"25955";"296518 ( -43871, 636907)";"254172 ( -68030, 576374)";"14162 (-5583, 33907)";"67084 (-13618, 147785)";"120751 (-24513, 266014)";"13%"
"2015-03-29";"151";" 85871 (-46527, 218269)";"1409";"1362804 (-670083, 3395690)";"25837";"295229 ( -47743, 638201)";"251961 ( -71146, 575067)";"14075 (-5749, 33900)";"66509 (-14419, 147438)";"119716 (-25955, 265388)";"13%"
"2015-03-28";"150";" 84462 (-46253, 215178)";"1406";"1336967 (-669361, 3343294)";"25709";"293832 ( -51626, 639289)";"249667 ( -74191, 573525)";"13983 (-5910, 33877)";"65913 (-15204, 147030)";"118643 (-27368, 264653)";"13%"
"2015-03-27";"149";" 83056 (-45953, 212066)";"1402";"1311257 (-668122, 3290637)";"25573";"292326 ( -55509, 640161)";"247293 ( -77158, 571744)";"13886 (-6066, 33838)";"65295 (-15971, 146561)";"117531 (-28748, 263809)";"13%"
"2015-03-26";"148";" 81654 (-45627, 208936)";"1398";"1285685 (-666373, 3237742)";"25426";"290712 ( -59383, 640807)";"244840 ( -80042, 569722)";"13784 (-6215, 33783)";"64656 (-16718, 146030)";"116381 (-30093, 262854)";"13%"
"2015-03-25";"147";" 80257 (-45275, 205788)";"1393";"1260258 (-664119, 3184636)";"25271";"288990 ( -63239, 641220)";"242310 ( -82836, 567457)";"13677 (-6359, 33712)";"63997 (-17444, 145438)";"115194 (-31399, 261788)";"13%"
"2015-03-24";"146";" 78864 (-44898, 202625)";"1387";"1234988 (-661370, 3131345)";"25106";"287162 ( -67068, 641392)";"239706 ( -85534, 564946)";"13565 (-6495, 33625)";"63318 (-18147, 144782)";"113972 (-32664, 260608)";"13%"
"2015-03-23";"145";" 77476 (-44496, 199448)";"1381";"1209882 (-658132, 3077896)";"24931";"285227 ( -70860, 641314)";"237029 ( -88131, 562189)";"13448 (-6625, 33522)";"62619 (-18825, 144064)";"112715 (-33886, 259315)";"13%"
"2015-03-22";"144";" 76095 (-44069, 196259)";"1375";"1184951 (-654414, 3024316)";"24748";"283187 ( -74606, 640979)";"234283 ( -90620, 559185)";"13327 (-6748, 33403)";"61902 (-19478, 143283)";"111424 (-35060, 257909)";"13%"
"2015-03-21";"143";" 74720 (-43619, 193059)";"1368";"1160203 (-650227, 2970634)";"24555";"281043 ( -78296, 640381)";"231469 ( -92996, 555934)";"13202 (-6864, 33267)";"61168 (-20104, 142439)";"110102 (-36186, 256390)";"13%"
"2015-03-20";"142";" 73352 (-43146, 189851)";"1360";"1135648 (-645580, 2916877)";"24353";"278796 ( -81922, 639513)";"228590 ( -95256, 552436)";"13072 (-6972, 33116)";"60416 (-20701, 141532)";"108748 (-37262, 254757)";"13%"
"2015-03-19";"141";" 71992 (-42651, 186635)";"1352";"1111295 (-640486, 2863075)";"24143";"276447 ( -85474, 638369)";"225650 ( -97393, 548693)";"12938 (-7072, 32948)";"59647 (-21269, 140562)";"107364 (-38284, 253012)";"14%"
"2015-03-18";"140";" 70640 (-42134, 183415)";"1343";"1087152 (-634954, 2809258)";"23924";"274000 ( -88945, 636945)";"222650 ( -99405, 544705)";"12800 (-7164, 32765)";"58863 (-21806, 139531)";"105953 (-39251, 251156)";"14%"
"2015-03-17";"139";" 69297 (-41596, 180191)";"1334";"1063227 (-628999, 2755454)";"23697";"271455 ( -92325, 635234)";"219594 (-101288, 540476)";"12658 (-7249, 32566)";"58063 (-22312, 138438)";"104514 (-40161, 249188)";"14%"
"2015-03-16";"138";" 67964 (-41038, 176965)";"1324";"1039531 (-622633, 2701695)";"23461";"268815 ( -95606, 633235)";"216486 (-103037, 536008)";"12513 (-7325, 32351)";"57250 (-22785, 137284)";"103049 (-41013, 247111)";"14%"
"2015-03-15";"137";" 66640 (-40461, 173740)";"1314";"1016070 (-615870, 2648009)";"23217";"266081 ( -98780, 630942)";"213327 (-104650, 531304)";"12364 (-7393, 32121)";"56423 (-23225, 136070)";"101561 (-41805, 244927)";"14%"
"2015-03-14";"136";" 65326 (-39866, 170518)";"1303";" 992852 (-608724, 2594429)";"22966";"263257 (-101840, 628354)";"210122 (-106125, 526369)";"12212 (-7452, 31877)";"55584 (-23631, 134798)";"100050 (-42536, 242636)";"14%"
"2015-03-13";"135";" 64023 (-39253, 167299)";"1292";" 969887 (-601211, 2540984)";"22707";"260346 (-104777, 625469)";"206874 (-107459, 521206)";"12057 (-7503, 31617)";"54733 (-24002, 133468)";" 98519 (-43204, 240242)";"14%"
"2015-03-12";"134";" 62732 (-38624, 164087)";"1280";" 947180 (-593345, 2487705)";"22440";"257349 (-107587, 622285)";"203586 (-108650, 515821)";"11899 (-7546, 31343)";"53871 (-24339, 132081)";" 96968 (-43810, 237746)";"14%"
"2015-03-11";"133";" 61452 (-37979, 160882)";"1268";" 924740 (-585143, 2434623)";"22167";"254271 (-110261, 618802)";"200261 (-109697, 510219)";"11738 (-7580, 31055)";"53000 (-24640, 130640)";" 95399 (-44352, 235151)";"14%"
"2015-03-10";"132";" 60184 (-37319, 157688)";"1255";" 902574 (-576621, 2381768)";"21886";"251113 (-112793, 615020)";"196904 (-110599, 504407)";"11574 (-7605, 30754)";"52119 (-24906, 129145)";" 93815 (-44830, 232460)";"14%"
"2015-03-09";"131";" 58929 (-36646, 154505)";"1242";" 880687 (-567796, 2329171)";"21600";"247881 (-115179, 610940)";"193517 (-111355, 498390)";"11408 (-7622, 30439)";"51231 (-25135, 127598)";" 92216 (-45243, 229676)";"14%"
"2015-03-08";"130";" 57688 (-35960, 151335)";"1228";" 859088 (-558686, 2276862)";"21307";"244576 (-117412, 606565)";"190105 (-111967, 492176)";"11240 (-7631, 30111)";"50336 (-25329, 126001)";" 90605 (-45592, 226802)";"14%"
"2015-03-07";"129";" 56459 (-35262, 148181)";"1214";" 837781 (-549308, 2224870)";"21008";"241204 (-119488, 601896)";"186670 (-112432, 485772)";"11070 (-7631, 29771)";"49435 (-25487, 124357)";" 88983 (-45876, 223842)";"15%"
"2015-03-06";"128";" 55245 (-34554, 145044)";"1200";" 816773 (-539679, 2173226)";"20704";"237767 (-121403, 596936)";"183217 (-112754, 479187)";"10898 (-7623, 29419)";"48529 (-25609, 122666)";" 87352 (-46095, 220799)";"15%"
"2015-03-05";"127";" 54045 (-33837, 141926)";"1186";" 796070 (-529820, 2121959)";"20394";"234269 (-123153, 591691)";"179748 (-112932, 472428)";"10725 (-7607, 29056)";"47618 (-25695, 120932)";" 85713 (-46251, 217677)";"15%"
"2015-03-04";"126";" 52859 (-33110, 138828)";"1171";" 775675 (-519746, 2071097)";"20080";"230715 (-124735, 586164)";"176268 (-112968, 465505)";"10550 (-7582, 28682)";"46705 (-25746, 119156)";" 84068 (-46344, 214480)";"15%"
"2015-03-03";"125";" 51688 (-32377, 135753)";"1155";" 755595 (-509478, 2020668)";"19762";"227108 (-126146, 580362)";"172781 (-112864, 458426)";"10374 (-7550, 28298)";"45789 (-25763, 117340)";" 82420 (-46373, 211213)";"15%"
"2015-03-02";"124";" 50533 (-31637, 132702)";"1140";" 735833 (-499034, 1970700)";"19439";"223453 (-127384, 574290)";"169289 (-112623, 451201)";"10197 (-7510, 27904)";"44871 (-25745, 115488)";" 80768 (-46342, 207879)";"15%"
"2015-03-01";"123";" 49393 (-30891, 129677)";"1124";" 716394 (-488432, 1921220)";"19113";"219754 (-128448, 567956)";"165796 (-112247, 443839)";"10019 (-7463, 27501)";"43954 (-25694, 113602)";" 79117 (-46250, 204483)";"15%"
"2015-02-28";"122";" 48269 (-30142, 126679)";"1108";" 697281 (-477692, 1872254)";"18783";"216015 (-129336, 561366)";"162306 (-111740, 436351)";" 9840 (-7408, 27089)";"43037 (-25611, 111684)";" 77466 (-46099, 201030)";"15%"
"2015-02-27";"121";" 47161 (-29389, 123710)";"1092";" 678498 (-466832, 1823827)";"18451";"212241 (-130049, 554531)";"158821 (-111105, 428747)";" 9661 (-7347, 26670)";"42121 (-25495, 109736)";" 75817 (-45890, 197525)";"15%"
"2015-02-26";"120";" 46069 (-28633, 120772)";"1075";" 660047 (-455870, 1775964)";"18116";"208436 (-130585, 547457)";"155346 (-110345, 421038)";" 9482 (-7278, 26243)";"41207 (-25348, 107762)";" 74173 (-45626, 193972)";"15%"
"2015-02-25";"119";" 44994 (-27877, 117865)";"1059";" 641931 (-444826, 1728687)";"17779";"204604 (-130948, 540156)";"151884 (-109465, 413233)";" 9303 (-7204, 25810)";"40297 (-25171, 105764)";" 72534 (-45307, 190375)";"15%"
"2015-02-24";"118";" 43935 (-27120, 114991)";"1042";" 624152 (-433717, 1682021)";"17440";"200751 (-131136, 532637)";"148437 (-108469, 405343)";" 9124 (-7123, 25370)";"39390 (-24965, 103745)";" 70902 (-44936, 186741)";"16%"
"2015-02-23";"117";" 42894 (-26364, 112152)";"1025";" 606712 (-422562, 1635985)";"17100";"196879 (-131153, 524911)";"145009 (-107362, 397380)";" 8945 (-7036, 24926)";"38489 (-24731, 101708)";" 69279 (-44515, 183074)";"16%"
"2015-02-22";"116";" 41869 (-25610, 109348)";"1007";" 589612 (-411377, 1590602)";"16759";"192994 (-131000, 516988)";"141603 (-106149, 389354)";" 8767 (-6943, 24476)";"37592 (-24470,  99655)";" 67666 (-44046, 179378)";"16%"
"2015-02-21";"115";" 40862 (-24859, 106582)";"990";" 572853 (-400182, 1545889)";"16417";"189100 (-130681, 508881)";"138221 (-104834, 381276)";" 8589 (-6845, 24023)";"36702 (-24184,  97589)";" 66064 (-43531, 175659)";"16%"
"2015-02-20";"114";" 39871 (-24111, 103853)";"973";" 556437 (-388991, 1501865)";"16075";"185201 (-130199, 500602)";"134866 (-103424, 373157)";" 8412 (-6742, 23566)";"35820 (-23873,  95512)";" 64475 (-42972, 171922)";"16%"
"2015-02-19";"113";" 38898 (-23367, 101164)";"955";" 540362 (-377823, 1458547)";"15733";"181302 (-129557, 492162)";"131542 (-101923, 365007)";" 8236 (-6634, 23106)";"34944 (-23540,  93429)";" 62900 (-42372, 168172)";"16%"
"2015-02-18";"112";" 37943 (-22628,  98514)";"938";" 524629 (-366693, 1415951)";"15391";"177407 (-128761, 483575)";"128250 (-100337, 356837)";" 8061 (-6522, 22644)";"34078 (-23185,  91341)";" 61340 (-41733, 164413)";"16%"
"2015-02-17";"111";" 37005 (-21896,  95906)";"921";" 509238 (-355617, 1374092)";"15051";"173519 (-127815, 474854)";"124993 ( -98672, 348659)";" 7887 (-6406, 22180)";"33220 (-22810,  89250)";" 59796 (-41059, 160651)";"16%"
"2015-02-16";"110";" 36084 (-21171,  93340)";"903";" 494187 (-344609, 1332983)";"14712";"169644 (-126724, 466011)";"121773 ( -96934, 340481)";" 7714 (-6287, 21715)";"32372 (-22417,  87161)";" 58269 (-40350, 156889)";"16%"
"2015-02-15";"109";" 35181 (-20453,  90816)";"886";" 479475 (-333684, 1292635)";"14374";"165783 (-125493, 457060)";"118593 ( -95129, 332315)";" 7543 (-6164, 21250)";"31534 (-22006,  85074)";" 56761 (-39611, 153134)";"16%"
"2015-02-14";"108";" 34296 (-19743,  88335)";"868";" 465101 (-322857, 1253059)";"14038";"161943 (-124130, 448015)";"115454 ( -93263, 324170)";" 7374 (-6038, 20785)";"30707 (-21580,  82994)";" 55272 (-38844, 149388)";"16%"
"2015-02-13";"107";" 33428 (-19043,  85899)";"851";" 451064 (-312139, 1214266)";"13704";"158125 (-122639, 438889)";"112358 ( -91341, 316056)";" 7206 (-5909, 20321)";"29891 (-21139,  80921)";" 53804 (-38050, 145658)";"17%"
"2015-02-12";"106";" 32577 (-18352,  83506)";"833";" 437359 (-301543, 1176262)";"13373";"154334 (-121028, 429695)";"109307 ( -89370, 307983)";" 7040 (-5779, 19858)";"29087 (-20686,  78859)";" 52356 (-37234, 141946)";"17%"
"2015-02-11";"105";" 31744 (-17671,  81159)";"816";" 423987 (-291082, 1139055)";"13044";"150573 (-119303, 420448)";"106302 ( -87355, 299959)";" 6876 (-5646, 19397)";"28295 (-20221,  76810)";" 50930 (-36397, 138258)";"17%"
"2015-02-10";"104";" 30928 (-17001,  78857)";"799";" 410942 (-280766, 1102651)";"12719";"146845 (-117471, 411160)";"103346 ( -85302, 291994)";" 6714 (-5511, 18939)";"27515 (-19746,  74776)";" 49527 (-35543, 134597)";"17%"
"2015-02-09";"103";" 30129 (-16342,  76600)";"782";" 398223 (-270606, 1067053)";"12397";"143153 (-115540, 401845)";"100439 ( -83218, 284095)";" 6554 (-5375, 18483)";"26748 (-19263,  72759)";" 48147 (-34673, 130966)";"17%"
"2015-02-08";"102";" 29347 (-15695,  74390)";"765";" 385827 (-260611, 1032264)";"12078";"139500 (-113517, 392517)";" 97582 ( -81108, 276272)";" 6396 (-5238, 18030)";"25994 (-18773,  70761)";" 46790 (-33791, 127371)";"17%"
"2015-02-07";"101";" 28583 (-15060,  72225)";"748";" 373748 (-250790,  998287)";"11763";"135889 (-111409, 383187)";" 94777 ( -78976, 268530)";" 6240 (-5101, 17581)";"25254 (-18276,  68785)";" 45458 (-32898, 123813)";"17%"
"2015-02-06";"100";" 27835 (-14437,  70107)";"731";" 361985 (-241151,  965121)";"11453";"132323 (-109223, 373869)";" 92024 ( -76830, 260878)";" 6087 (-4963, 17137)";"24528 (-17776,  66832)";" 44150 (-31997, 120297)";"17%"
"2015-02-05";"99";" 27103 (-13828,  68034)";"715";" 350533 (-231701,  932766)";"11146";"128803 (-106968, 364575)";" 89325 ( -74673, 253323)";" 5936 (-4825, 16697)";"23815 (-17272,  64903)";" 42867 (-31090, 116825)";"17%"
"2015-02-04";"98";" 26388 (-13231,  66008)";"698";" 339387 (-222448,  901221)";"10844";"125333 (-104651, 355317)";" 86680 ( -72511, 245871)";" 5787 (-4686, 16261)";"23117 (-16767,  63001)";" 41610 (-30181, 113401)";"17%"
"2015-02-03";"97";" 25690 (-12648,  64028)";"682";" 328543 (-213396,  870482)";"10546";"121913 (-102280, 346107)";" 84089 ( -70349, 238527)";" 5641 (-4549, 15831)";"22433 (-16261,  61126)";" 40379 (-29270, 110027)";"18%"
"2015-02-02";"96";" 25008 (-12079,  62094)";"666";" 317997 (-204551,  840545)";"10253";"118547 ( -99860, 336955)";" 81553 ( -68191, 231298)";" 5498 (-4412, 15407)";"21763 (-15755,  59281)";" 39173 (-28359, 106705)";"18%"
"2015-02-01";"95";" 24341 (-11523,  60206)";"651";" 307743 (-195918,  811405)";"9965";"115236 ( -97401, 327872)";" 79073 ( -66042, 224187)";" 5357 (-4275, 14988)";"21107 (-15251,  57466)";" 37993 (-27452, 103438)";"18%"
"2015-01-31";"94";" 23691 (-10982,  58363)";"635";" 297778 (-187500,  783057)";"9682";"111980 ( -94909, 318870)";" 76648 ( -63905, 217201)";" 5218 (-4140, 14576)";"20466 (-14750,  55683)";" 36840 (-26549, 100229)";"18%"
"2015-01-30";"93";" 23056 (-10454,  56565)";"620";" 288096 (-179300,  755492)";"9404";"108783 ( -92391, 309956)";" 74278 ( -61785, 210342)";" 5082 (-4006, 14170)";"19840 (-14252,  53932)";" 35712 (-25653,  97077)";"18%"
"2015-01-29";"92";" 22436 ( -9940,  54813)";"605";" 278692 (-171321,  728704)";"9132";"105644 ( -89854, 301142)";" 71965 ( -59686, 203615)";" 4949 (-3873, 13771)";"19228 (-13758,  52215)";" 34611 (-24765,  93987)";"18%"
"2015-01-28";"91";" 21831 ( -9441,  53104)";"590";" 269560 (-163563,  702684)";"8864";"102565 ( -87304, 292434)";" 69706 ( -57610, 197023)";" 4818 (-3742, 13378)";"18631 (-13270,  50532)";" 33536 (-23886,  90958)";"18%"
"2015-01-27";"90";" 21242 ( -8956,  51440)";"575";" 260696 (-156030,  677422)";"8602";" 99547 ( -84748, 283842)";" 67504 ( -55561, 190569)";" 4690 (-3613, 12993)";"18048 (-12788,  48885)";" 32487 (-23018,  87992)";"18%"
"2015-01-26";"89";" 20667 ( -8485,  49819)";"561";" 252094 (-148720,  652908)";"8345";" 96591 ( -82191, 275372)";" 65356 ( -53542, 184254)";" 4564 (-3486, 12614)";"17480 (-12313,  47273)";" 31464 (-22163,  85091)";"18%"
"2015-01-25";"88";" 20106 ( -8029,  48241)";"547";" 243749 (-141633,  629131)";"8094";" 93696 ( -79640, 267032)";" 63263 ( -51556, 178082)";" 4441 (-3360, 12243)";"16926 (-11845,  45697)";" 30467 (-21321,  82255)";"18%"
"2015-01-24";"87";" 19559 ( -7586,  46705)";"533";" 235654 (-134771,  606079)";"7849";" 90865 ( -77099, 258828)";" 61224 ( -49604, 172053)";" 4321 (-3237, 11880)";"16386 (-11385,  44158)";" 29495 (-20493,  79484)";"19%"
"2015-01-23";"86";" 19027 ( -7158,  45211)";"519";" 227806 (-128130,  583741)";"7609";" 88096 ( -74575, 250766)";" 59239 ( -47689, 166168)";" 4204 (-3117, 11524)";"15861 (-10934,  42655)";" 28549 (-19681,  76780)";"19%"
"2015-01-22";"85";" 18508 ( -6743,  43759)";"506";" 220197 (-121710,  562104)";"7374";" 85390 ( -72071, 242851)";" 57308 ( -45814, 160429)";" 4089 (-2998, 11175)";"15349 (-10492,  41190)";" 27628 (-18886,  74142)";"19%"
"2015-01-21";"84";" 18002 ( -6342,  42346)";"492";" 212823 (-115509,  541155)";"7145";" 82748 ( -69592, 235087)";" 55429 ( -43978, 154836)";" 3976 (-2882, 10834)";"14851 (-10060,  39762)";" 26732 (-18107,  71572)";"19%"
"2015-01-20";"83";" 17510 ( -5954,  40974)";"480";" 205678 (-109525,  520881)";"6922";" 80169 ( -67142, 227479)";" 53602 ( -42185, 149389)";" 3866 (-2769, 10501)";"14367 ( -9637,  38371)";" 25861 (-17347,  69068)";"19%"
"2015-01-19";"82";" 17030 ( -5580,  39641)";"467";" 198757 (-103754,  501267)";"6704";" 77652 ( -64726, 220030)";" 51827 ( -40435, 144088)";" 3759 (-2658, 10176)";"13896 ( -9225,  37018)";" 25013 (-16605,  66632)";"19%"
"2015-01-18";"81";" 16564 ( -5219,  38346)";"455";" 192053 ( -98194,  482300)";"6491";" 75199 ( -62346, 212743)";" 50102 ( -38730, 138933)";" 3654 (-2550,  9858)";"13439 ( -8823,  35701)";" 24190 (-15881,  64261)";"19%"
"2015-01-17";"80";" 16109 ( -4872,  37090)";"442";" 185562 ( -92842,  463966)";"6284";" 72808 ( -60005, 205621)";" 48426 ( -37069, 133922)";" 3552 (-2444,  9548)";"12994 ( -8432,  34421)";" 23390 (-15177,  61957)";"19%"
"2015-01-16";"79";" 15667 ( -4536,  35870)";"431";" 179278 ( -87693,  446249)";"6082";" 70478 ( -57708, 198665)";" 46800 ( -35454, 129054)";" 3452 (-2341,  9245)";"12563 ( -8052,  33177)";" 22613 (-14493,  59719)";"19%"
"2015-01-15";"78";" 15236 ( -4214,  34686)";"419";" 173196 ( -82744,  429135)";"5886";" 68211 ( -55455, 191877)";" 45221 ( -33886, 124329)";" 3355 (-2241,  8951)";"12144 ( -7682,  31970)";" 21859 (-13828,  57546)";"20%"
"2015-01-14";"77";" 14817 ( -3903,  33538)";"408";" 167309 ( -77991,  412610)";"5695";" 66003 ( -53250, 185257)";" 43690 ( -32364, 119744)";" 3260 (-2144,  8663)";"11737 ( -7324,  30799)";" 21127 (-13183,  55438)";"20%"
"2015-01-13";"76";" 14410 ( -3605,  32424)";"397";" 161614 ( -73430,  396658)";"5509";" 63856 ( -51095, 178807)";" 42205 ( -30889, 115299)";" 3167 (-2050,  8384)";"11343 ( -6977,  29663)";" 20417 (-12558,  53393)";"20%"
"2015-01-12";"75";" 14013 ( -3319,  31345)";"386";" 156105 ( -69056,  381265)";"5329";" 61768 ( -48990, 172526)";" 40765 ( -29460, 110991)";" 3077 (-1958,  8111)";"10961 ( -6641,  28562)";" 19729 (-11954,  51412)";"20%"
"2015-01-11";"74";" 13627 ( -3043,  30298)";"375";" 150776 ( -64864,  366416)";"5153";" 59739 ( -46937, 166415)";" 39370 ( -28078, 106818)";" 2989 (-1869,  7847)";"10590 ( -6316,  27495)";" 19061 (-11369,  49492)";"20%"
"2015-01-10";"73";" 13252 ( -2780,  29284)";"365";" 145623 ( -60850,  352096)";"4983";" 57767 ( -44938, 160472)";" 38018 ( -26743, 102778)";" 2903 (-1783,  7589)";"10230 ( -6002,  26463)";" 18414 (-10804,  47633)";"20%"
"2015-01-09";"72";" 12887 ( -2527,  28302)";"355";" 140640 ( -57010,  338289)";"4817";" 55852 ( -42993, 154698)";" 36708 ( -25453,  98869)";" 2820 (-1699,  7339)";" 9882 ( -5699,  25463)";" 17787 (-10259,  45834)";"20%"
"2015-01-08";"71";" 12533 ( -2284,  27350)";"345";" 135822 ( -53337,  324982)";"4657";" 53993 ( -41104, 149089)";" 35440 ( -24208,  95087)";" 2738 (-1618,  7095)";" 9544 ( -5407,  24496)";" 17180 ( -9733,  44093)";"20%"
"2015-01-07";"70";" 12188 ( -2052,  26428)";"335";" 131166 ( -49828,  312160)";"4501";" 52188 ( -39269, 143646)";" 34212 ( -23009,  91432)";" 2659 (-1540,  6859)";" 9218 ( -5126,  23561)";" 16592 ( -9226,  42410)";"20%"
"2015-01-06";"69";" 11853 ( -1831,  25536)";"326";" 126665 ( -46478,  299808)";"4349";" 50437 ( -37491, 138365)";" 33023 ( -21853,  87899)";" 2582 (-1465,  6629)";" 8901 ( -4855,  22658)";" 16022 ( -8739,  40784)";"21%"
"2015-01-05";"68";" 11527 ( -1618,  24672)";"317";" 122316 ( -43281,  287912)";"4203";" 48739 ( -35768, 133246)";" 31873 ( -20741,  84487)";" 2507 (-1392,  6406)";" 8595 ( -4595,  21785)";" 15471 ( -8270,  39212)";"21%"
"2015-01-04";"67";" 11210 ( -1416,  23836)";"308";" 118113 ( -40233,  276458)";"4061";" 47092 ( -34101, 128286)";" 30760 ( -19672,  81192)";" 2434 (-1321,  6190)";" 8299 ( -4344,  20941)";" 14937 ( -7820,  37695)";"21%"
"2015-01-03";"66";" 10902 ( -1222,  23027)";"299";" 114052 ( -37328,  265433)";"3923";" 45496 ( -32489, 123481)";" 29684 ( -18644,  78012)";" 2364 (-1254,  5981)";" 8012 ( -4104,  20128)";" 14421 ( -7387,  36230)";"21%"
"2015-01-02";"65";" 10603 ( -1038,  22244)";"291";" 110130 ( -34563,  254822)";"3789";" 43950 ( -30932, 118831)";" 28643 ( -17658,  74943)";" 2295 (-1188,  5777)";" 7734 ( -3874,  19342)";" 13922 ( -6972,  34816)";"21%"
"2015-01-01";"64";" 10313 (  -862,  21487)";"282";" 106340 ( -31931,  244612)";"3660";" 42451 ( -29430, 114332)";" 27636 ( -16711,  71984)";" 2227 (-1125,  5580)";" 7466 ( -3653,  18584)";" 13439 ( -6575,  33452)";"21%"
"2014-12-31";"63";" 10030 (  -695,  20755)";"274";" 102681 ( -29429,  234790)";"3534";" 41000 ( -27981, 109980)";" 26663 ( -15803,  69130)";" 2162 (-1064,  5389)";" 7206 ( -3441,  17854)";" 12972 ( -6194,  32137)";"21%"
"2014-12-30";"62";"  9756 (  -535,  20047)";"267";"  99146 ( -27051,  225343)";"3413";" 39594 ( -26585, 105774)";" 25723 ( -14934,  66380)";" 2099 (-1006,  5204)";" 6955 ( -3238,  17149)";" 12520 ( -5829,  30869)";"21%"
