"Date";"Days from today";"PPE (m3)";"PPE (tons)";"Body bags (m3)";"Body bags (tons)";"Chlorine (m3)";"Chlorine (tons)";"Medical supplies (m3)";"Medical supplies (tons)";"Lab supplies (m3)";"Lab supplies (tons)";"Total (m3)";"Total (tons)"
"2015-04-15";"168";"5005.9";"1040.3";"13.4";"1.3";"5.4";"5.4";"77.3";"38.7";"8.4";"4";"5110.5";"1089.7"
"2015-04-14";"167";"4992.7";"1037.6";"13.4";"1.3";"5.4";"5.4";"77.1";"38.6";"8.4";"4";"5096.9";"1086.8"
"2015-04-13";"166";"4977.8";"1034.5";"13.4";"1.3";"5.3";"5.3";"76.9";"38.4";"8.4";"4";"5081.7";"1083.6"
"2015-04-12";"165";"4961.2";"1031";"13.3";"1.3";"5.3";"5.3";"76.6";"38.3";"8.3";"4";"5064.8";"1080"
"2015-04-11";"164";"4943";"1027.2";"13.3";"1.3";"5.3";"5.3";"76.3";"38.2";"8.3";"4";"5046.2";"1076"
"2015-04-10";"163";"4923.1";"1023.1";"13.2";"1.3";"5.3";"5.3";"76";"38";"8.3";"4";"5025.9";"1071.7"
"2015-04-09";"162";"4901.5";"1018.6";"13.2";"1.3";"5.3";"5.3";"75.7";"37.8";"8.2";"3.9";"5003.9";"1067"
"2015-04-08";"161";"4878.3";"1013.8";"13.1";"1.3";"5.2";"5.2";"75.3";"37.7";"8.2";"3.9";"4980.2";"1061.9"
"2015-04-07";"160";"4853.4";"1008.6";"13";"1.3";"5.2";"5.2";"75";"37.5";"8.1";"3.9";"4954.7";"1056.5"
"2015-04-06";"159";"4826.8";"1003.1";"13";"1.3";"5.2";"5.2";"74.5";"37.3";"8.1";"3.9";"4927.6";"1050.7"
"2015-04-05";"158";"4798.6";"997.2";"12.9";"1.3";"5.2";"5.2";"74.1";"37.1";"8.1";"3.9";"4898.8";"1044.6"
"2015-04-04";"157";"4768.7";"991";"12.8";"1.3";"5.1";"5.1";"73.6";"36.8";"8";"3.8";"4868.3";"1038.1"
"2015-04-03";"156";"4737.3";"984.5";"12.7";"1.3";"5.1";"5.1";"73.2";"36.6";"8";"3.8";"4836.2";"1031.2"
"2015-04-02";"155";"4704.2";"977.6";"12.6";"1.3";"5.1";"5.1";"72.6";"36.3";"7.9";"3.8";"4802.4";"1024"
"2015-04-01";"154";"4669.4";"970.4";"12.5";"1.3";"5";"5";"72.1";"36.1";"7.8";"3.8";"4767";"1016.5"
"2015-03-31";"153";"4633.2";"962.8";"12.4";"1.2";"5";"5";"71.6";"35.8";"7.8";"3.7";"4729.9";"1008.6"
"2015-03-30";"152";"4595.3";"955";"12.3";"1.2";"4.9";"4.9";"71";"35.5";"7.7";"3.7";"4691.3";"1000.3"
"2015-03-29";"151";"4556";"946.8";"12.2";"1.2";"4.9";"4.9";"70.4";"35.2";"7.6";"3.7";"4651.1";"991.8"
"2015-03-28";"150";"4515.1";"938.3";"12.1";"1.2";"4.9";"4.9";"69.7";"34.9";"7.6";"3.6";"4609.4";"982.9"
"2015-03-27";"149";"4472.8";"929.5";"12";"1.2";"4.8";"4.8";"69.1";"34.5";"7.5";"3.6";"4566.2";"973.7"
"2015-03-26";"148";"4429";"920.4";"11.9";"1.2";"4.8";"4.8";"68.4";"34.2";"7.4";"3.6";"4521.5";"964.1"
"2015-03-25";"147";"4383.9";"911";"11.8";"1.2";"4.7";"4.7";"67.7";"33.9";"7.4";"3.5";"4475.4";"954.3"
"2015-03-24";"146";"4337.4";"901.4";"11.6";"1.2";"4.7";"4.7";"67";"33.5";"7.3";"3.5";"4427.9";"944.2"
"2015-03-23";"145";"4289.5";"891.4";"11.5";"1.2";"4.6";"4.6";"66.2";"33.1";"7.2";"3.5";"4379.1";"933.8"
"2015-03-22";"144";"4240.4";"881.2";"11.4";"1.1";"4.6";"4.6";"65.5";"32.7";"7.1";"3.4";"4329";"923.1"
"2015-03-21";"143";"4190.1";"870.8";"11.3";"1.1";"4.5";"4.5";"64.7";"32.4";"7";"3.4";"4277.6";"912.1"
"2015-03-20";"142";"4138.6";"860.1";"11.1";"1.1";"4.4";"4.4";"63.9";"32";"6.9";"3.3";"4225";"900.9"
"2015-03-19";"141";"4085.9";"849.1";"11";"1.1";"4.4";"4.4";"63.1";"31.6";"6.9";"3.3";"4171.2";"889.4"
"2015-03-18";"140";"4032.2";"838";"10.8";"1.1";"4.3";"4.3";"62.3";"31.1";"6.8";"3.2";"4116.4";"877.7"
"2015-03-17";"139";"3977.4";"826.6";"10.7";"1.1";"4.3";"4.3";"61.4";"30.7";"6.7";"3.2";"4060.5";"865.8"
"2015-03-16";"138";"3921.7";"815";"10.5";"1.1";"4.2";"4.2";"60.6";"30.3";"6.6";"3.2";"4003.6";"853.7"
"2015-03-15";"137";"3865.1";"803.2";"10.4";"1";"4.2";"4.2";"59.7";"29.8";"6.5";"3.1";"3945.8";"841.4"
"2015-03-14";"136";"3807.6";"791.3";"10.2";"1";"4.1";"4.1";"58.8";"29.4";"6.4";"3.1";"3887.1";"828.9"
"2015-03-13";"135";"3749.3";"779.2";"10.1";"1";"4";"4";"57.9";"29";"6.3";"3";"3827.6";"816.2"
"2015-03-12";"134";"3690.3";"766.9";"9.9";"1";"4";"4";"57";"28.5";"6.2";"3";"3767.3";"803.3"
"2015-03-11";"133";"3630.6";"754.5";"9.8";"1";"3.9";"3.9";"56.1";"28";"6.1";"2.9";"3706.4";"790.3"
"2015-03-10";"132";"3570.3";"742";"9.6";"1";"3.8";"3.8";"55.1";"27.6";"6";"2.9";"3644.8";"777.2"
"2015-03-09";"131";"3509.4";"729.3";"9.4";"0.9";"3.8";"3.8";"54.2";"27.1";"5.9";"2.8";"3582.7";"764"
"2015-03-08";"130";"3448.1";"716.6";"9.3";"0.9";"3.7";"3.7";"53.3";"26.6";"5.8";"2.8";"3520.1";"750.6"
"2015-03-07";"129";"3386.4";"703.7";"9.1";"0.9";"3.6";"3.6";"52.3";"26.1";"5.7";"2.7";"3457.1";"737.2"
"2015-03-06";"128";"3324.3";"690.8";"8.9";"0.9";"3.6";"3.6";"51.3";"25.7";"5.6";"2.7";"3393.7";"723.7"
"2015-03-05";"127";"3261.9";"677.9";"8.8";"0.9";"3.5";"3.5";"50.4";"25.2";"5.5";"2.6";"3330";"710.1"
"2015-03-04";"126";"3199.3";"664.9";"8.6";"0.9";"3.4";"3.4";"49.4";"24.7";"5.4";"2.6";"3266.2";"696.5"
"2015-03-03";"125";"3136.6";"651.8";"8.4";"0.8";"3.4";"3.4";"48.4";"24.2";"5.3";"2.5";"3202.1";"682.8"
"2015-03-02";"124";"3073.8";"638.8";"8.3";"0.8";"3.3";"3.3";"47.5";"23.7";"5.2";"2.5";"3138";"669.1"
"2015-03-01";"123";"3010.9";"625.7";"8.1";"0.8";"3.2";"3.2";"46.5";"23.2";"5.1";"2.4";"3073.8";"655.4"
"2015-02-28";"122";"2948.1";"612.7";"7.9";"0.8";"3.2";"3.2";"45.5";"22.8";"4.9";"2.4";"3009.6";"641.8"
"2015-02-27";"121";"2885.3";"599.6";"7.7";"0.8";"3.1";"3.1";"44.6";"22.3";"4.8";"2.3";"2945.6";"628.1"
"2015-02-26";"120";"2822.8";"586.6";"7.6";"0.8";"3";"3";"43.6";"21.8";"4.7";"2.3";"2881.7";"614.5"
"2015-02-25";"119";"2760.4";"573.7";"7.4";"0.7";"3";"3";"42.6";"21.3";"4.6";"2.2";"2818";"600.9"
"2015-02-24";"118";"2698.3";"560.8";"7.2";"0.7";"2.9";"2.9";"41.7";"20.8";"4.5";"2.2";"2754.7";"587.4"
"2015-02-23";"117";"2636.5";"547.9";"7.1";"0.7";"2.8";"2.8";"40.7";"20.4";"4.4";"2.1";"2691.6";"573.9"
"2015-02-22";"116";"2575.1";"535.2";"6.9";"0.7";"2.8";"2.8";"39.8";"19.9";"4.3";"2.1";"2628.9";"560.6"
"2015-02-21";"115";"2514.2";"522.5";"6.8";"0.7";"2.7";"2.7";"38.8";"19.4";"4.2";"2";"2566.7";"547.3"
"2015-02-20";"114";"2453.7";"509.9";"6.6";"0.7";"2.6";"2.6";"37.9";"18.9";"4.1";"2";"2504.9";"534.1"
"2015-02-19";"113";"2393.7";"497.5";"6.4";"0.6";"2.6";"2.6";"37";"18.5";"4";"1.9";"2443.7";"521.1"
"2015-02-18";"112";"2334.4";"485.1";"6.3";"0.6";"2.5";"2.5";"36.1";"18";"3.9";"1.9";"2383.1";"508.2"
"2015-02-17";"111";"2275.6";"472.9";"6.1";"0.6";"2.4";"2.4";"35.1";"17.6";"3.8";"1.8";"2323.1";"495.4"
"2015-02-16";"110";"2217.5";"460.8";"6";"0.6";"2.4";"2.4";"34.2";"17.1";"3.7";"1.8";"2263.8";"482.7"
"2015-02-15";"109";"2160.1";"448.9";"5.8";"0.6";"2.3";"2.3";"33.4";"16.7";"3.6";"1.7";"2205.2";"470.2"
