"Date";"Days from today";"Caseload";"Administrator (coordination)";"Doctor (ETU)";"Doctor (coordination)";"Epidemiologist (contact tracing)";"Epidemiologist (coordination)";"Lab scientist (laboratories)";"Logistician (burials)";"Logistician (ETU)";"Logistician (coordination)";"Nurse (ETU)";"Public health specialist (Social mobilization)";"Public health specialist (coordination)";"Data management (coordination)";"Total personnel"
"2015-04-15";"168";"500985";"551";"1127";"276";"626";"827";"1678";"827";"2229";"827";"4459";"1278";"551";"701";"15957"
"2015-04-14";"167";"501048";"551";"1127";"276";"626";"827";"1679";"827";"2230";"827";"4459";"1278";"551";"701";"15959"
"2015-04-13";"166";"500929";"551";"1127";"276";"626";"827";"1678";"827";"2229";"827";"4458";"1277";"551";"701";"15955"
"2015-04-12";"165";"500626";"551";"1126";"275";"626";"826";"1677";"826";"2228";"826";"4456";"1277";"551";"701";"15946"
"2015-04-11";"164";"500138";"550";"1125";"275";"625";"825";"1675";"825";"2226";"825";"4451";"1275";"550";"700";"15927"
"2015-04-10";"163";"499463";"549";"1124";"275";"624";"824";"1673";"824";"2223";"824";"4445";"1274";"549";"699";"15907"
"2015-04-09";"162";"498600";"548";"1122";"274";"623";"823";"1670";"823";"2219";"823";"4438";"1271";"548";"698";"15880"
"2015-04-08";"161";"497548";"547";"1119";"274";"622";"821";"1667";"821";"2214";"821";"4428";"1269";"547";"697";"15847"
"2015-04-07";"160";"496306";"546";"1117";"273";"620";"819";"1663";"819";"2209";"819";"4417";"1266";"546";"695";"15809"
"2015-04-06";"159";"494875";"544";"1113";"272";"619";"817";"1658";"817";"2202";"817";"4404";"1262";"544";"693";"15762"
"2015-04-05";"158";"493253";"543";"1110";"271";"617";"814";"1652";"814";"2195";"814";"4390";"1258";"543";"691";"15712"
"2015-04-04";"157";"491443";"541";"1106";"270";"614";"811";"1646";"811";"2187";"811";"4374";"1253";"541";"688";"15653"
"2015-04-03";"156";"489443";"538";"1101";"269";"612";"808";"1640";"808";"2178";"808";"4356";"1248";"538";"685";"15589"
"2015-04-02";"155";"487256";"536";"1096";"268";"609";"804";"1632";"804";"2168";"804";"4337";"1243";"536";"682";"15519"
"2015-04-01";"154";"484883";"533";"1091";"267";"606";"800";"1624";"800";"2158";"800";"4315";"1236";"533";"679";"15442"
"2015-03-31";"153";"482325";"531";"1085";"265";"603";"796";"1616";"796";"2146";"796";"4293";"1230";"531";"675";"15363"
"2015-03-30";"152";"479584";"528";"1079";"264";"599";"791";"1607";"791";"2134";"791";"4268";"1223";"528";"671";"15274"
"2015-03-29";"151";"476663";"524";"1072";"262";"596";"786";"1597";"786";"2121";"786";"4242";"1215";"524";"667";"15178"
"2015-03-28";"150";"473565";"521";"1066";"260";"592";"781";"1586";"781";"2107";"781";"4215";"1208";"521";"663";"15082"
"2015-03-27";"149";"470291";"517";"1058";"259";"588";"776";"1575";"776";"2093";"776";"4186";"1199";"517";"658";"14978"
"2015-03-26";"148";"466846";"514";"1050";"257";"584";"770";"1564";"770";"2077";"770";"4155";"1190";"514";"654";"14869"
"2015-03-25";"147";"463233";"510";"1042";"255";"579";"764";"1552";"764";"2061";"764";"4123";"1181";"510";"649";"14754"
"2015-03-24";"146";"459456";"505";"1034";"253";"574";"758";"1539";"758";"2045";"758";"4089";"1172";"505";"643";"14633"
"2015-03-23";"145";"455519";"501";"1025";"251";"569";"752";"1526";"752";"2027";"752";"4054";"1162";"501";"638";"14510"
"2015-03-22";"144";"451427";"497";"1016";"248";"564";"745";"1512";"745";"2009";"745";"4018";"1151";"497";"632";"14379"
"2015-03-21";"143";"447184";"492";"1006";"246";"559";"738";"1498";"738";"1990";"738";"3980";"1140";"492";"626";"14243"
"2015-03-20";"142";"442795";"487";"996";"244";"553";"731";"1483";"731";"1970";"731";"3941";"1129";"487";"620";"14103"
"2015-03-19";"141";"438266";"482";"986";"241";"548";"723";"1468";"723";"1950";"723";"3901";"1118";"482";"614";"13959"
