"Date";"Days from today";"ETU caseload";"Nurses and paramedics";"Hygienists and nurses aids";"Doctors";"Support staff";"Total"
"2015-04-15";"168";"178923";"89462";"89462";"17892";"178923";"375739"
"2015-04-14";"167";"178946";"89473";"89473";"17895";"178946";"375787"
"2015-04-13";"166";"178903";"89452";"89452";"17890";"178903";"375697"
"2015-04-12";"165";"178795";"89398";"89398";"17880";"178795";"375471"
"2015-04-11";"164";"178621";"89310";"89310";"17862";"178621";"375103"
"2015-04-10";"163";"178380";"89190";"89190";"17838";"178380";"374598"
"2015-04-09";"162";"178071";"89036";"89036";"17807";"178071";"373950"
"2015-04-08";"161";"177696";"88848";"88848";"17770";"177696";"373162"
"2015-04-07";"160";"177252";"88626";"88626";"17725";"177252";"372229"
"2015-04-06";"159";"176741";"88370";"88370";"17674";"176741";"371155"
"2015-04-05";"158";"176162";"88081";"88081";"17616";"176162";"369940"
"2015-04-04";"157";"175515";"87758";"87758";"17552";"175515";"368583"
"2015-04-03";"156";"174801";"87400";"87400";"17480";"174801";"367081"
"2015-04-02";"155";"174020";"87010";"87010";"17402";"174020";"365442"
"2015-04-01";"154";"173173";"86586";"86586";"17317";"173173";"363662"
"2015-03-31";"153";"172259";"86130";"86130";"17226";"172259";"361745"
"2015-03-30";"152";"171280";"85640";"85640";"17128";"171280";"359688"
"2015-03-29";"151";"170237";"85118";"85118";"17024";"170237";"357497"
"2015-03-28";"150";"169130";"84565";"84565";"16913";"169130";"355173"
"2015-03-27";"149";"167961";"83980";"83980";"16796";"167961";"352717"
"2015-03-26";"148";"166731";"83366";"83366";"16673";"166731";"350136"
"2015-03-25";"147";"165440";"82720";"82720";"16544";"165440";"347424"
"2015-03-24";"146";"164091";"82046";"82046";"16409";"164091";"344592"
"2015-03-23";"145";"162685";"81342";"81342";"16268";"162685";"341637"
"2015-03-22";"144";"161224";"80612";"80612";"16122";"161224";"338570"
"2015-03-21";"143";"159709";"79854";"79854";"15971";"159709";"335388"
"2015-03-20";"142";"158141";"79070";"79070";"15814";"158141";"332095"
"2015-03-19";"141";"156524";"78262";"78262";"15652";"156524";"328700"
"2015-03-18";"140";"154858";"77429";"77429";"15486";"154858";"325202"
"2015-03-17";"139";"153145";"76572";"76572";"15314";"153145";"321603"
"2015-03-16";"138";"151389";"75694";"75694";"15139";"151389";"317916"
"2015-03-15";"137";"149590";"74795";"74795";"14959";"149590";"314139"
"2015-03-14";"136";"147752";"73876";"73876";"14775";"147752";"310279"
"2015-03-13";"135";"145876";"72938";"72938";"14588";"145876";"306340"
"2015-03-12";"134";"143965";"71982";"71982";"14396";"143965";"302325"
"2015-03-11";"133";"142020";"71010";"71010";"14202";"142020";"298242"
"2015-03-10";"132";"140045";"70022";"70022";"14004";"140045";"294093"
"2015-03-09";"131";"138042";"69021";"69021";"13804";"138042";"289888"
"2015-03-08";"130";"136012";"68006";"68006";"13601";"136012";"285625"
"2015-03-07";"129";"133960";"66980";"66980";"13396";"133960";"281316"
"2015-03-06";"128";"131886";"65943";"65943";"13189";"131886";"276961"
"2015-03-05";"127";"129793";"64896";"64896";"12979";"129793";"272564"
"2015-03-04";"126";"127684";"63842";"63842";"12768";"127684";"268136"
"2015-03-03";"125";"125561";"62780";"62780";"12556";"125561";"263677"
"2015-03-02";"124";"123427";"61714";"61714";"12343";"123427";"259198"
"2015-03-01";"123";"121283";"60642";"60642";"12128";"121283";"254695"
"2015-02-28";"122";"119133";"59566";"59566";"11913";"119133";"250178"
"2015-02-27";"121";"116978";"58489";"58489";"11698";"116978";"245654"
"2015-02-26";"120";"114820";"57410";"57410";"11482";"114820";"241122"
"2015-02-25";"119";"112662";"56331";"56331";"11266";"112662";"236590"
"2015-02-24";"118";"110506";"55253";"55253";"11051";"110506";"232063"
"2015-02-23";"117";"108353";"54176";"54176";"10835";"108353";"227540"
"2015-02-22";"116";"106207";"53104";"53104";"10621";"106207";"223036"
"2015-02-21";"115";"104068";"52034";"52034";"10407";"104068";"218543"
"2015-02-20";"114";"101939";"50970";"50970";"10194";"101939";"214073"
"2015-02-19";"113";"99821";"49910";"49910";"9982";"99821";"209623"
"2015-02-18";"112";"97716";"48858";"48858";"9772";"97716";"205204"
"2015-02-17";"111";"95626";"47813";"47813";"9563";"95626";"200815"
"2015-02-16";"110";"93553";"46776";"46776";"9355";"93553";"196460"
"2015-02-15";"109";"91497";"45748";"45748";"9150";"91497";"192143"
"2015-02-14";"108";"89460";"44730";"44730";"8946";"89460";"187866"
"2015-02-13";"107";"87444";"43722";"43722";"8744";"87444";"183632"
"2015-02-12";"106";"85449";"42724";"42724";"8545";"85449";"179442"
"2015-02-11";"105";"83478";"41739";"41739";"8348";"83478";"175304"
"2015-02-10";"104";"81530";"40765";"40765";"8153";"81530";"171213"
"2015-02-09";"103";"79608";"39804";"39804";"7961";"79608";"167177"
"2015-02-08";"102";"77711";"38856";"38856";"7771";"77711";"163194"
"2015-02-07";"101";"75841";"37920";"37920";"7584";"75841";"159265"
"2015-02-06";"100";"73999";"37000";"37000";"7400";"73999";"155399"
"2015-02-05";"99";"72184";"36092";"36092";"7218";"72184";"151586"
"2015-02-04";"98";"70399";"35200";"35200";"7040";"70399";"147839"
"2015-02-03";"97";"68642";"34321";"34321";"6864";"68642";"144148"
"2015-02-02";"96";"66916";"33458";"33458";"6692";"66916";"140524"
"2015-02-01";"95";"65220";"32610";"32610";"6522";"65220";"136962"
"2015-01-31";"94";"63554";"31777";"31777";"6355";"63554";"133463"
"2015-01-30";"93";"61919";"30960";"30960";"6192";"61919";"130031"
"2015-01-29";"92";"60315";"30158";"30158";"6032";"60315";"126663"
"2015-01-28";"91";"58743";"29371";"29371";"5874";"58743";"123359"
"2015-01-27";"90";"57201";"28600";"28600";"5720";"57201";"120121"
"2015-01-26";"89";"55691";"27846";"27846";"5569";"55691";"116952"
"2015-01-25";"88";"54212";"27106";"27106";"5421";"54212";"113845"
"2015-01-24";"87";"52765";"26382";"26382";"5276";"52765";"110805"
"2015-01-23";"86";"51349";"25674";"25674";"5135";"51349";"107832"
"2015-01-22";"85";"49964";"24982";"24982";"4996";"49964";"104924"
"2015-01-21";"84";"48610";"24305";"24305";"4861";"48610";"102081"
"2015-01-20";"83";"47286";"23643";"23643";"4729";"47286";"99301"
"2015-01-19";"82";"45993";"22996";"22996";"4599";"45993";"96584"
"2015-01-18";"81";"44730";"22365";"22365";"4473";"44730";"93933"
"2015-01-17";"80";"43497";"21748";"21748";"4350";"43497";"91343"
"2015-01-16";"79";"42294";"21147";"21147";"4229";"42294";"88817"
"2015-01-15";"78";"41120";"20560";"20560";"4112";"41120";"86352"
"2015-01-14";"77";"39974";"19987";"19987";"3997";"39974";"83945"
"2015-01-13";"76";"38857";"19428";"19428";"3886";"38857";"81599"
"2015-01-12";"75";"37769";"18884";"18884";"3777";"37769";"79314"
"2015-01-11";"74";"36707";"18354";"18354";"3671";"36707";"77086"
"2015-01-10";"73";"35673";"17836";"17836";"3567";"35673";"74912"
"2015-01-09";"72";"34666";"17333";"17333";"3467";"34666";"72799"
"2015-01-08";"71";"33685";"16842";"16842";"3368";"33685";"70737"
"2015-01-07";"70";"32730";"16365";"16365";"3273";"32730";"68733"
"2015-01-06";"69";"31800";"15900";"15900";"3180";"31800";"66780"
"2015-01-05";"68";"30894";"15447";"15447";"3089";"30894";"64877"
"2015-01-04";"67";"30014";"15007";"15007";"3001";"30014";"63029"
"2015-01-03";"66";"29157";"14578";"14578";"2916";"29157";"61229"
"2015-01-02";"65";"28323";"14162";"14162";"2832";"28323";"59479"
"2015-01-01";"64";"27512";"13756";"13756";"2751";"27512";"57775"
"2014-12-31";"63";"26724";"13362";"13362";"2672";"26724";"56120"
"2014-12-30";"62";"25958";"12979";"12979";"2596";"25958";"54512"
"2014-12-29";"61";"25212";"12606";"12606";"2521";"25212";"52945"
"2014-12-28";"60";"24488";"12244";"12244";"2449";"24488";"51425"
"2014-12-27";"59";"23784";"11892";"11892";"2378";"23784";"49946"
"2014-12-26";"58";"23100";"11550";"11550";"2310";"23100";"48510"
"2014-12-25";"57";"22436";"11218";"11218";"2244";"22436";"47116"
"2014-12-24";"56";"21790";"10895";"10895";"2179";"21790";"45759"
"2014-12-23";"55";"21163";"10582";"10582";"2116";"21163";"44443"
"2014-12-22";"54";"20554";"10277";"10277";"2055";"20554";"43163"
"2014-12-21";"53";"19963";"9982";"9982";"1996";"19963";"41923"
"2014-12-20";"52";"19388";"9694";"9694";"1939";"19388";"40715"
"2014-12-19";"51";"18831";"9416";"9416";"1883";"18831";"39546"
"2014-12-18";"50";"18289";"9144";"9144";"1829";"18289";"38406"
"2014-12-17";"49";"17764";"8882";"8882";"1776";"17764";"37304"
"2014-12-16";"48";"17253";"8626";"8626";"1725";"17253";"36230"
"2014-12-15";"47";"16758";"8379";"8379";"1676";"16758";"35192"
"2014-12-14";"46";"16277";"8139";"8139";"1628";"16277";"34183"
"2014-12-13";"45";"15811";"7906";"7906";"1581";"15811";"33204"
"2014-12-12";"44";"15358";"7679";"7679";"1536";"15358";"32252"
"2014-12-11";"43";"14919";"7460";"7460";"1492";"14919";"31331"
"2014-12-10";"42";"14492";"7246";"7246";"1449";"14492";"30433"
"2014-12-09";"41";"14079";"7040";"7040";"1408";"14079";"29567"
"2014-12-08";"40";"13677";"6839";"6839";"1368";"13677";"28723"
"2014-12-07";"39";"13288";"6644";"6644";"1329";"13288";"27905"
"2014-12-06";"38";"12910";"6455";"6455";"1291";"12910";"27111"
"2014-12-05";"37";"12543";"6272";"6272";"1254";"12543";"26341"
"2014-12-04";"36";"12188";"6094";"6094";"1219";"12188";"25595"
"2014-12-03";"35";"11843";"5922";"5922";"1184";"11843";"24871"
"2014-12-02";"34";"11508";"5754";"5754";"1151";"11508";"24167"
"2014-12-01";"33";"11184";"5592";"5592";"1118";"11184";"23486"
"2014-11-30";"32";"10869";"5434";"5434";"1087";"10869";"22824"
"2014-11-29";"31";"10563";"5282";"5282";"1056";"10563";"22183"
"2014-11-28";"30";"10267";"5134";"5134";"1027";"10267";"21562"
