"Date";"Days from today";"Cases (reported)";"New daily cases (reported)";"Cases (total)";"New daily cases (total)";"Incubation period";"Infectious and unreported";"Undergoing treatment";"CDC 25% ETU target";"CDC 45% reduced transmission target";"Reporting quotient"
"2015-04-02";"155";"159222 ( 86275, 232168)";"1974";"2382495 (1345697, 3419292)";"34833";"396558 (308159, 484957)";"362048 (252526, 471570)";"20942 (13050, 28833)";"95748 (68296, 123199)";"172346 (122933, 221758)";"12%"
"2015-04-01";"154";"157247 ( 84877, 229617)";"1983";"2347661 (1317590, 3377733)";"34917";"397609 (305609, 489608)";"361091 (248759, 473423)";"20929 (12890, 28967)";"95505 (67350, 123660)";"171909 (121230, 222587)";"12%"
"2015-03-31";"153";"155265 ( 83493, 227036)";"1990";"2312744 (1289824, 3335664)";"34984";"398468 (302816, 494119)";"359968 (244915, 475021)";"20907 (12727, 29086)";"95219 (66383, 124055)";"171394 (119489, 223298)";"13%"
"2015-03-30";"152";"153274 ( 82122, 224427)";"1997";"2277760 (1262410, 3293111)";"35034";"399133 (299801, 498466)";"358681 (241004, 476359)";"20876 (12561, 29190)";"94889 (65397, 124382)";"170801 (117714, 223888)";"13%"
"2015-03-29";"151";"151278 ( 80766, 221789)";"2002";"2242727 (1235356, 3250097)";"35066";"399604 (296581, 502627)";"357232 (237034, 477431)";"20836 (12394, 29278)";"94517 (64393, 124641)";"170131 (115908, 224353)";"13%"
"2015-03-28";"150";"149275 ( 79424, 219126)";"2007";"2207660 (1208673, 3206648)";"35082";"399878 (293176, 506580)";"355623 (233014, 478231)";"20787 (12224, 29350)";"94102 (63376, 124829)";"169384 (114076, 224693)";"13%"
"2015-03-27";"149";"147268 ( 78098, 216439)";"2011";"2172578 (1182368, 3162789)";"35080";"399954 (289600, 510309)";"353856 (228953, 478758)";"20729 (12053, 29406)";"93646 (62345, 124947)";"168563 (112222, 224905)";"13%"
"2015-03-26";"148";"145258 ( 76787, 213728)";"2014";"2137499 (1156450, 3118547)";"35060";"399833 (285870, 513795)";"351933 (224859, 479007)";"20663 (11880, 29446)";"93149 (61305, 124993)";"167668 (110349, 224988)";"13%"
"2015-03-25";"147";"143244 ( 75492, 210996)";"2016";"2102438 (1130925, 3073951)";"35024";"399512 (282000, 517024)";"349858 (220739, 478976)";"20588 (11706, 29470)";"92612 (60256, 124967)";"166701 (108460, 224941)";"13%"
"2015-03-24";"146";"141228 ( 74213, 208244)";"2017";"2067415 (1105800, 3029029)";"34969";"398994 (278006, 519982)";"347633 (216602, 478665)";"20505 (11532, 29479)";"92035 (59200, 124869)";"165662 (106560, 224765)";"13%"
"2015-03-23";"145";"139212 ( 72950, 205473)";"2017";"2032445 (1081080, 2983810)";"34898";"398277 (273899, 522656)";"345263 (212453, 478073)";"20414 (11357, 29471)";"91419 (58140, 124699)";"164554 (104651, 224458)";"13%"
"2015-03-22";"144";"137195 ( 71704, 202686)";"2016";"1997547 (1056771, 2938323)";"34809";"397364 (269692, 525035)";"342750 (208300, 477199)";"20314 (11182, 29447)";"90766 (57076, 124456)";"163379 (102737, 224021)";"13%"
"2015-03-21";"143";"135179 ( 70475, 199884)";"2014";"1962738 (1032876, 2892600)";"34703";"396255 (265399, 527110)";"340098 (204150, 476047)";"20207 (11007, 29407)";"90076 (56011, 124141)";"162137 (100821, 223454)";"13%"
"2015-03-20";"142";"133165 ( 69263, 197068)";"2011";"1928034 (1009399, 2846669)";"34581";"394952 (261031, 528873)";"337313 (200009, 474617)";"20092 (10832, 29352)";"89351 (54947, 123755)";"160832 ( 98905, 222759)";"13%"
"2015-03-19";"141";"131154 ( 68067, 194241)";"2008";"1893454 ( 986344, 2800564)";"34441";"393458 (256599, 530316)";"334397 (195882, 472911)";"19969 (10657, 29281)";"88591 (53885, 123298)";"159465 ( 96992, 221937)";"14%"
"2015-03-18";"140";"129147 ( 66890, 191404)";"2003";"1859012 ( 963711, 2754314)";"34285";"391774 (252113, 531434)";"331355 (191775, 470935)";"19839 (10483, 29195)";"87799 (52825, 122772)";"158037 ( 95086, 220989)";"14%"
"2015-03-17";"139";"127144 ( 65729, 188559)";"1998";"1824727 ( 941503, 2707951)";"34113";"389904 (247585, 532222)";"328192 (187694, 468690)";"19702 (10310, 29094)";"86974 (51771, 122176)";"156552 ( 93187, 219918)";"14%"
"2015-03-16";"138";"125146 ( 64586, 185707)";"1991";"1790614 ( 919720, 2661507)";"33925";"387850 (243024, 532676)";"324914 (183644, 466183)";"19558 (10138, 28978)";"86118 (50722, 121514)";"155012 ( 91300, 218725)";"14%"
"2015-03-15";"137";"123155 ( 63460, 182850)";"1984";"1756688 ( 898363, 2615013)";"33722";"385617 (238439, 532794)";"321524 (179628, 463419)";"19407 ( 9967, 28847)";"85233 (49680, 120785)";"153419 ( 89425, 217413)";"14%"
"2015-03-14";"136";"121171 ( 62352, 179990)";"1976";"1722967 ( 877432, 2568502)";"33503";"383208 (233840, 532575)";"318027 (175652, 460403)";"19250 ( 9798, 28703)";"84319 (48647, 119992)";"151775 ( 87565, 215985)";"14%"
"2015-03-13";"135";"119195 ( 61261, 177129)";"1967";"1689464 ( 856924, 2522004)";"33269";"380627 (229234, 532019)";"314430 (171719, 457141)";"19087 ( 9630, 28544)";"83379 (47623, 119135)";"150083 ( 85722, 214444)";"14%"
"2015-03-12";"134";"117228 ( 60187, 174268)";"1957";"1656195 ( 836839, 2475550)";"33021";"377879 (224631, 531127)";"310738 (167833, 453642)";"18918 ( 9463, 28372)";"82414 (46610, 118218)";"148345 ( 83897, 212792)";"14%"
"2015-03-11";"133";"115270 ( 59131, 171410)";"1947";"1623174 ( 817175, 2429173)";"32759";"374968 (220037, 529899)";"306955 (163998, 449912)";"18743 ( 9299, 28187)";"81424 (45607, 117242)";"146564 ( 82093, 211035)";"14%"
"2015-03-10";"132";"113323 ( 58092, 168555)";"1936";"1590416 ( 797928, 2382903)";"32483";"371901 (215461, 528341)";"303087 (160216, 445959)";"18563 ( 9136, 27989)";"80412 (44617, 116208)";"144742 ( 80311, 209174)";"14%"
"2015-03-09";"131";"111388 ( 57070, 165705)";"1924";"1557933 ( 779096, 2336769)";"32194";"368681 (210908, 526454)";"299140 (156490, 441791)";"18377 ( 8976, 27779)";"79379 (43639, 115119)";"142883 ( 78551, 207215)";"14%"
"2015-03-08";"130";"109464 ( 56066, 162862)";"1911";"1525739 ( 760675, 2290802)";"31892";"365314 (206385, 524244)";"295120 (152822, 437418)";"18187 ( 8817, 27557)";"78327 (42675, 113978)";"140988 ( 76816, 205161)";"14%"
"2015-03-07";"129";"107553 ( 55078, 160028)";"1898";"1493847 ( 742662, 2245032)";"31579";"361807 (201898, 521717)";"291031 (149216, 432847)";"17992 ( 8661, 27324)";"77256 (41725, 112787)";"139061 ( 75106, 203016)";"15%"
"2015-03-06";"128";"105655 ( 54107, 157204)";"1883";"1462268 ( 725050, 2199486)";"31254";"358165 (197452, 518878)";"286880 (145672, 428089)";"17793 ( 8506, 27080)";"76168 (40790, 111547)";"137103 ( 73422, 200784)";"15%"
"2015-03-05";"127";"103772 ( 53153, 154391)";"1869";"1431014 ( 707837, 2154192)";"30917";"354394 (193053, 515735)";"282672 (142192, 423153)";"17590 ( 8355, 26826)";"75066 (39870, 110261)";"135118 ( 71765, 198471)";"15%"
"2015-03-04";"126";"101904 ( 52215, 151592)";"1853";"1400097 ( 691016, 2109179)";"30571";"350501 (188705, 512296)";"278413 (138778, 418048)";"17383 ( 8205, 26561)";"73949 (38965, 108933)";"133108 ( 70137, 196080)";"15%"
"2015-03-03";"125";"100050 ( 51293, 148808)";"1837";"1369526 ( 674582, 2064471)";"30214";"346491 (184413, 508569)";"274108 (135431, 412785)";"17173 ( 8058, 26287)";"72820 (38076, 107564)";"131076 ( 68537, 193615)";"15%"
"2015-03-02";"124";" 98213 ( 50388, 146039)";"1821";"1339312 ( 658529, 2020096)";"29848";"342372 (180180, 504564)";"269762 (132151, 407373)";"16959 ( 7913, 26004)";"71680 (37203, 106157)";"129024 ( 66966, 191083)";"15%"
"2015-03-01";"123";" 96393 ( 49498, 143288)";"1803";"1309464 ( 642851, 1976077)";"29473";"338150 (176010, 500289)";"265381 (128939, 401822)";"16742 ( 7771, 25713)";"70531 (36347, 104715)";"126955 ( 65424, 188486)";"15%"
"2015-02-28";"122";" 94589 ( 48624, 140555)";"1786";"1279991 ( 627542, 1932439)";"29091";"333831 (171905, 495756)";"260970 (125796, 396143)";"16523 ( 7631, 25414)";"69373 (35507, 103240)";"124872 ( 63912, 185831)";"15%"
"2015-02-27";"121";" 92804 ( 47765, 137843)";"1767";"1250900 ( 612596, 1889204)";"28700";"329422 (167869, 490975)";"256534 (122723, 390346)";"16301 ( 7494, 25108)";"68209 (34684, 101734)";"122776 ( 62430, 183121)";"15%"
"2015-02-26";"120";" 91036 ( 46921, 135151)";"1749";"1222200 ( 598006, 1846394)";"28303";"324930 (163904, 485956)";"252079 (119718, 384441)";"16077 ( 7360, 24794)";"67039 (33877, 100201)";"120670 ( 60979, 180362)";"15%"
"2015-02-25";"119";" 89287 ( 46093, 132482)";"1730";"1193897 ( 583765, 1804030)";"27899";"320361 (160011, 480711)";"247610 (116782, 378438)";"15851 ( 7227, 24475)";"65865 (33087,  98643)";"118557 ( 59557, 177558)";"15%"
"2015-02-24";"118";" 87558 ( 45279, 129837)";"1710";"1165998 ( 569865, 1762131)";"27489";"315723 (156193, 475253)";"243130 (113914, 372346)";"15623 ( 7098, 24149)";"64688 (32314,  97063)";"116439 ( 58166, 174713)";"16%"
"2015-02-23";"117";" 85848 ( 44479, 127216)";"1690";"1138509 ( 556301, 1720717)";"27074";"311022 (152451, 469592)";"238646 (111115, 366177)";"15394 ( 6970, 23818)";"63510 (31558,  95462)";"114318 ( 56804, 171832)";"16%"
"2015-02-22";"116";" 84157 ( 43694, 124621)";"1670";"1111435 ( 543065, 1679804)";"26655";"306263 (148786, 463741)";"234161 (108383, 359939)";"15164 ( 6846, 23482)";"62331 (30818,  93845)";"112196 ( 55473, 168920)";"16%"
"2015-02-21";"115";" 82487 ( 42922, 122052)";"1649";"1084780 ( 530150, 1639410)";"26231";"301455 (145199, 457712)";"229681 (105719, 353643)";"14933 ( 6723, 23142)";"61153 (30095,  92212)";"110076 ( 54171, 165981)";"16%"
"2015-02-20";"114";" 80838 ( 42164, 119511)";"1629";"1058549 ( 517549, 1599549)";"25804";"296603 (141689, 451517)";"225209 (103120, 347297)";"14701 ( 6603, 22798)";"59977 (29388,  90567)";"107959 ( 52899, 163020)";"16%"
"2015-02-19";"113";" 79209 ( 41420, 116998)";"1607";"1032745 ( 505255, 1560236)";"25373";"291714 (138258, 445169)";"220749 (100587, 340911)";"14468 ( 6486, 22451)";"58804 (28698,  88911)";"105848 ( 51656, 160040)";"16%"
"2015-02-18";"112";" 77602 ( 40689, 114515)";"1586";"1007372 ( 493260, 1521485)";"24940";"286793 (134906, 438680)";"216305 ( 98117, 334493)";"14235 ( 6371, 22100)";"57635 (28023,  87248)";"103743 ( 50441, 157046)";"16%"
"2015-02-17";"111";" 76016 ( 39971, 112061)";"1564";" 982432 ( 481557, 1483306)";"24506";"281847 (131632, 432062)";"211882 ( 95711, 328053)";"14003 ( 6258, 21748)";"56471 (27364,  85578)";"101648 ( 49255, 154041)";"16%"
"2015-02-16";"110";" 74451 ( 39265, 109638)";"1543";" 957926 ( 470140, 1445712)";"24070";"276881 (128435, 425328)";"207483 ( 93367, 321599)";"13770 ( 6147, 21393)";"55313 (26721,  83906)";" 99564 ( 48097, 151031)";"16%"
"2015-02-15";"109";" 72909 ( 38572, 107246)";"1521";" 933856 ( 459001, 1408712)";"23632";"271903 (125316, 418489)";"203111 ( 91084, 315139)";"13537 ( 6038, 21036)";"54162 (26093,  82232)";" 97492 ( 46967, 148017)";"16%"
"2015-02-14";"108";" 71388 ( 37891, 104886)";"1498";" 910224 ( 448134, 1372314)";"23195";"266916 (122274, 411557)";"198770 ( 88860, 308681)";"13305 ( 5932, 20678)";"53019 (25480,  80558)";" 95434 ( 45863, 145005)";"16%"
"2015-02-13";"107";" 69890 ( 37221, 102558)";"1476";" 887029 ( 437531, 1336527)";"22757";"261926 (119308, 404545)";"194463 ( 86694, 302232)";"13074 ( 5828, 20320)";"51884 (24881,  78887)";" 93392 ( 44786, 141997)";"17%"
"2015-02-12";"106";" 68414 ( 36564, 100264)";"1454";" 864272 ( 427186, 1301358)";"22320";"256940 (116416, 397463)";"190193 ( 84585, 295800)";"12843 ( 5726, 19960)";"50759 (24297,  77221)";" 91366 ( 43735, 138997)";"17%"
"2015-02-11";"105";" 66960 ( 35918,  98002)";"1431";" 841952 ( 417092, 1266811)";"21884";"251960 (113598, 390323)";"185962 ( 82532, 289391)";"12614 ( 5626, 19601)";"49644 (23728,  75560)";" 89359 ( 42710, 136008)";"17%"
"2015-02-10";"104";" 65529 ( 35283,  95774)";"1409";" 820068 ( 407243, 1232892)";"21449";"246994 (110853, 383135)";"181773 ( 80533, 283012)";"12385 ( 5528, 19243)";"48539 (23172,  73907)";" 87371 ( 41709, 133033)";"17%"
"2015-02-09";"103";" 64120 ( 34659,  93581)";"1386";" 798619 ( 397633, 1199605)";"21016";"242045 (108178, 375911)";"177628 ( 78587, 276670)";"12158 ( 5432, 18884)";"47447 (22629,  72264)";" 85404 ( 40733, 130075)";"17%"
"2015-02-08";"102";" 62733 ( 34046,  91421)";"1364";" 777603 ( 388254, 1166952)";"20585";"237117 (105574, 368660)";"173531 ( 76692, 270370)";"11932 ( 5338, 18527)";"46366 (22100,  70632)";" 83459 ( 39780, 127137)";"17%"
"2015-02-07";"101";" 61370 ( 33443,  89296)";"1341";" 757019 ( 379102, 1134936)";"20156";"232215 (103038, 361392)";"169483 ( 74847, 264118)";"11708 ( 5245, 18171)";"45298 (21584,  69012)";" 81536 ( 38851, 124221)";"17%"
"2015-02-06";"100";" 60028 ( 32851,  87206)";"1319";" 736863 ( 370169, 1103557)";"19730";"227343 (100568, 354118)";"165485 ( 73051, 257919)";"11486 ( 5155, 17817)";"44243 (21080,  67405)";" 79637 ( 37944, 121330)";"17%"
"2015-02-05";"99";" 58709 ( 32268,  85151)";"1296";" 717133 ( 361450, 1072816)";"19307";"222505 ( 98164, 346846)";"161540 ( 71302, 251779)";"11265 ( 5066, 17464)";"43201 (20589,  65814)";" 77762 ( 37059, 118466)";"17%"
"2015-02-04";"98";" 57413 ( 31696,  83130)";"1274";" 697826 ( 352940, 1042712)";"18888";"217704 ( 95823, 339584)";"157650 ( 69598, 245701)";"11047 ( 4979, 17114)";"42174 (20109,  64239)";" 75913 ( 36196, 115630)";"17%"
"2015-02-03";"97";" 56139 ( 31133,  81145)";"1252";" 678938 ( 344633, 1013244)";"18472";"212943 ( 93545, 332342)";"153815 ( 67940, 239690)";"10830 ( 4894, 16766)";"41161 (19641,  62681)";" 74090 ( 35354, 112826)";"18%"
"2015-02-02";"96";" 54887 ( 30580,  79195)";"1229";" 660466 ( 336523,  984410)";"18060";"208227 ( 91326, 325128)";"150037 ( 66324, 233751)";"10615 ( 4810, 16421)";"40163 (19185,  61142)";" 72294 ( 34532, 110055)";"18%"
"2015-02-01";"95";" 53658 ( 30036,  77280)";"1207";" 642406 ( 328605,  956207)";"17653";"203558 ( 89167, 317948)";"146318 ( 64750, 227886)";"10403 ( 4728, 16079)";"39180 (18739,  59621)";" 70524 ( 33730, 107319)";"18%"
"2015-01-31";"94";" 52451 ( 29501,  75400)";"1185";" 624753 ( 320874,  928632)";"17250";"198938 ( 87065, 310811)";"142658 ( 63217, 222099)";"10193 ( 4647, 15739)";"38213 (18304,  58121)";" 68783 ( 32948, 104618)";"18%"
"2015-01-30";"93";" 51265 ( 28975,  73555)";"1164";" 607503 ( 313325,  901681)";"16852";"194371 ( 85018, 303723)";"139058 ( 61724, 216393)";" 9985 ( 4568, 15403)";"37261 (17880,  56642)";" 67070 ( 32184, 101955)";"18%"
"2015-01-29";"92";" 50102 ( 28458,  71745)";"1142";" 590651 ( 305953,  875349)";"16458";"189858 ( 83025, 296690)";"135520 ( 60269, 210771)";" 9780 ( 4490, 15071)";"36325 (17466,  55184)";" 65385 ( 31438,  99332)";"18%"
"2015-01-28";"91";" 48960 ( 27949,  69970)";"1120";" 574193 ( 298754,  849631)";"16070";"185402 ( 81085, 289719)";"132043 ( 58850, 205236)";" 9577 ( 4413, 14742)";"35405 (17061,  53749)";" 63729 ( 30711,  96748)";"18%"
"2015-01-27";"90";" 47839 ( 27449,  68229)";"1099";" 558123 ( 291723,  824522)";"15687";"181005 ( 79195, 282815)";"128628 ( 57468, 199789)";" 9377 ( 4338, 14416)";"34501 (16667,  52336)";" 62102 ( 30000,  94205)";"18%"
"2015-01-26";"89";" 46740 ( 26958,  66523)";"1078";" 542436 ( 284856,  800016)";"15309";"176669 ( 77354, 275983)";"125276 ( 56120, 194433)";" 9180 ( 4265, 14095)";"33614 (16281,  50947)";" 60505 ( 29306,  91704)";"18%"
"2015-01-25";"88";" 45662 ( 26474,  64851)";"1057";" 527126 ( 278148,  776105)";"14937";"172395 ( 75561, 269229)";"121987 ( 54806, 189169)";" 8985 ( 4192, 13778)";"32743 (15905,  49581)";" 58937 ( 28629,  89246)";"18%"
"2015-01-24";"87";" 44606 ( 25998,  63213)";"1036";" 512189 ( 271595,  752783)";"14571";"168185 ( 73814, 262556)";"118761 ( 53524, 183999)";" 8793 ( 4121, 13465)";"31889 (15537,  48240)";" 57399 ( 27967,  86831)";"19%"
"2015-01-23";"86";" 43569 ( 25530,  61609)";"1016";" 497618 ( 265194,  730043)";"14210";"164040 ( 72112, 255969)";"115599 ( 52274, 178924)";" 8604 ( 4051, 13156)";"31051 (15179,  46923)";" 55891 ( 27321,  84461)";"19%"
"2015-01-22";"85";" 42554 ( 25070,  60038)";"995";" 483408 ( 258940,  707877)";"13855";"159962 ( 70453, 249471)";"112500 ( 51055, 173945)";" 8417 ( 3982, 12852)";"30229 (14828,  45630)";" 54413 ( 26690,  82135)";"19%"
"2015-01-21";"84";" 41558 ( 24617,  58500)";"975";" 469553 ( 252829,  686277)";"13506";"155951 ( 68837, 243066)";"109464 ( 49865, 169063)";" 8233 ( 3915, 12552)";"29424 (14485,  44363)";" 52964 ( 26074,  79854)";"19%"
"2015-01-20";"83";" 40583 ( 24172,  56994)";"955";" 456046 ( 246859,  665234)";"13164";"152008 ( 67260, 236757)";"106491 ( 48704, 164279)";" 8052 ( 3848, 12256)";"28636 (14151,  43121)";" 51545 ( 25472,  77618)";"19%"
"2015-01-19";"82";" 39627 ( 23733,  55521)";"936";" 442883 ( 241025,  644741)";"12827";"148135 ( 65723, 230546)";"103582 ( 47571, 159593)";" 7874 ( 3783, 11966)";"27864 (13824,  41904)";" 50155 ( 24883,  75427)";"19%"
"2015-01-18";"81";" 38691 ( 23302,  54081)";"917";" 430056 ( 235324,  624787)";"12496";"144330 ( 64224, 224437)";"100735 ( 46465, 155005)";" 7699 ( 3718, 11680)";"27108 (13504,  40712)";" 48795 ( 24308,  73282)";"19%"
"2015-01-17";"80";" 37775 ( 22879,  52671)";"897";" 417560 ( 229753,  605366)";"12172";"140596 ( 62762, 218431)";" 97950 ( 45385, 150515)";" 7527 ( 3655, 11398)";"26369 (13192,  39546)";" 47464 ( 23746,  71183)";"19%"
"2015-01-16";"79";" 36877 ( 22462,  51293)";"879";" 405388 ( 224309,  586467)";"11853";"136932 ( 61335, 212529)";" 95227 ( 44331, 146123)";" 7357 ( 3593, 11122)";"25646 (12887,  38405)";" 46163 ( 23197,  69129)";"19%"
"2015-01-15";"78";" 35999 ( 22051,  49946)";"860";" 393534 ( 218989,  568080)";"11541";"133339 ( 59943, 206735)";" 92565 ( 43301, 141830)";" 7191 ( 3531, 10850)";"24939 (12589,  37289)";" 44890 ( 22660,  67120)";"20%"
"2015-01-14";"77";" 35139 ( 21648,  48630)";"842";" 381993 ( 213789,  550197)";"11235";"129816 ( 58584, 201048)";" 89965 ( 42295, 137634)";" 7027 ( 3471, 10583)";"24248 (12297,  36198)";" 43646 ( 22135,  65157)";"20%"
"2015-01-13";"76";" 34297 ( 21251,  47343)";"824";" 370758 ( 208706,  532809)";"10936";"126364 ( 57257, 195470)";" 87424 ( 41313, 133535)";" 6866 ( 3411, 10321)";"23573 (12012,  35133)";" 42431 ( 21622,  63239)";"20%"
"2015-01-12";"75";" 33473 ( 20860,  46086)";"806";" 359822 ( 203739,  515905)";"10642";"122982 ( 55962, 190003)";" 84943 ( 40353, 129533)";" 6708 ( 3353, 10063)";"22913 (11734,  34092)";" 41243 ( 21121,  61365)";"20%"
"2015-01-11";"74";" 32667 ( 20476,  44858)";"789";" 349180 ( 198884,  499475)";"10355";"119671 ( 54697, 184645)";" 82521 ( 39415, 125627)";" 6553 ( 3295,  9811)";"22269 (11461,  33076)";" 40083 ( 20630,  59536)";"20%"
"2015-01-10";"73";" 31879 ( 20098,  43659)";"771";" 338825 ( 194139,  483511)";"10074";"116430 ( 53462, 179398)";" 80157 ( 38499, 121815)";" 6401 ( 3239,  9563)";"21639 (11195,  32084)";" 38951 ( 20151,  57751)";"20%"
"2015-01-09";"72";" 31107 ( 19726,  42488)";"754";" 328751 ( 189500,  468002)";"9798";"113259 ( 52255, 174262)";" 77851 ( 37603, 118098)";" 6252 ( 3183,  9320)";"21026 (10934,  31117)";" 37846 ( 19682,  56010)";"20%"
"2015-01-08";"71";" 30353 ( 19361,  41345)";"738";" 318953 ( 184967,  452939)";"9529";"110157 ( 51076, 169237)";" 75601 ( 36728, 114474)";" 6105 ( 3128,  9082)";"20426 (10680,  30173)";" 36768 ( 19223,  54312)";"20%"
"2015-01-07";"70";" 29615 ( 19001,  40229)";"721";" 309424 ( 180535,  438312)";"9266";"107123 ( 49924, 164323)";" 73407 ( 35872, 110942)";" 5961 ( 3074,  8849)";"19842 (10431,  29253)";" 35716 ( 18775,  52656)";"20%"
"2015-01-06";"69";" 28894 ( 18647,  39140)";"705";" 300157 ( 176204,  424111)";"9009";"104158 ( 48798, 159519)";" 71268 ( 35035, 107500)";" 5820 ( 3020,  8620)";"19272 (10187,  28357)";" 34690 ( 18336,  51043)";"21%"
"2015-01-05";"68";" 28189 ( 18299,  38078)";"689";" 291148 ( 171970,  410326)";"8758";"101261 ( 47697, 154825)";" 69183 ( 34218, 104148)";" 5682 ( 2968,  8397)";"18716 ( 9949,  27484)";" 33689 ( 17908,  49471)";"21%"
"2015-01-04";"67";" 27499 ( 17957,  37041)";"674";" 282390 ( 167832,  396949)";"8513";" 98430 ( 46621, 150240)";" 67151 ( 33418, 100885)";" 5547 ( 2916,  8177)";"18174 ( 9716,  26633)";" 32714 ( 17488,  47940)";"21%"
"2015-01-03";"66";" 26825 ( 17621,  36030)";"659";" 273878 ( 163787,  383968)";"8273";" 95666 ( 45568, 145764)";" 65172 ( 32636,  97708)";" 5414 ( 2865,  7963)";"17646 ( 9488,  25805)";" 31764 ( 17078,  46450)";"21%"
"2015-01-02";"65";" 26167 ( 17289,  35044)";"644";" 265605 ( 159833,  371376)";"8039";" 92967 ( 44539, 141395)";" 63244 ( 31871,  94617)";" 5284 ( 2815,  7753)";"17132 ( 9265,  24999)";" 30838 ( 16676,  44999)";"21%"
"2015-01-01";"64";" 25523 ( 16964,  34082)";"629";" 257566 ( 155969,  359163)";"7811";" 90333 ( 43533, 137133)";" 61367 ( 31124,  91610)";" 5157 ( 2765,  7548)";"16631 ( 9046,  24215)";" 29935 ( 16284,  43587)";"21%"
"2014-12-31";"63";" 24894 ( 16644,  33144)";"614";" 249755 ( 152192,  347318)";"7588";" 87763 ( 42548, 132977)";" 59539 ( 30392,  88685)";" 5032 ( 2716,  7347)";"16143 ( 8833,  23452)";" 29057 ( 15900,  42214)";"21%"
"2014-12-30";"62";" 24280 ( 16329,  32230)";"600";" 242167 ( 148500,  335834)";"7371";" 85255 ( 41585, 128924)";" 57760 ( 29677,  85842)";" 4910 ( 2668,  7151)";"15667 ( 8624,  22710)";" 28201 ( 15524,  40878)";"21%"
"2014-12-29";"61";" 23679 ( 16019,  31339)";"586";" 234796 ( 144892,  324700)";"7159";" 82809 ( 40643, 124975)";" 56028 ( 28978,  83079)";" 4790 ( 2621,  6959)";"15205 ( 8420,  21989)";" 27368 ( 15156,  39580)";"22%"
