"Date";"Days from today";"Cases (reported)";"New daily cases (reported)";"Cases (total)";"New daily cases (total)";"Incubation period";"Infectious and unreported";"Undergoing treatment";"CDC 25% ETU target";"CDC 45% reduced transmission target";"Reporting quotient"
"2015-04-15";"168";"323928 (147457, 500398)";"3378";"5004762 (2338731, 7670792)";"63200";"718918 (414255, 1023582)";"678458 (374237, 982679)";"37235 (18884, 55587)";"178923 (102730, 255117)";"322062 (184914, 459210)";"11%"
"2015-04-14";"167";"320550 (145279, 495820)";"3402";"4941561 (2293143, 7589980)";"63461";"722009 (414551, 1029467)";"678453 (371278, 985628)";"37330 (18731, 55928)";"178946 (102011, 255880)";"322102 (183620, 460584)";"12%"
"2015-04-13";"166";"317148 (143115, 491181)";"3424";"4878100 (2247929, 7508271)";"63702";"724873 (414507, 1035240)";"678202 (368073, 988331)";"37410 (18569, 56252)";"178903 (101228, 256578)";"322026 (182210, 461841)";"12%"
"2015-04-12";"165";"313724 (140968, 486480)";"3445";"4814398 (2203109, 7425686)";"63923";"727504 (414122, 1040886)";"677703 (364631, 990774)";"37477 (18397, 56557)";"178795 (100382, 257208)";"321831 (180687, 462975)";"12%"
"2015-04-11";"164";"310279 (138839, 481719)";"3465";"4750475 (2158705, 7342245)";"64122";"729894 (413396, 1046391)";"676953 (360960, 992945)";"37530 (18216, 56844)";"178621 ( 99475, 257766)";"321517 (179055, 463979)";"12%"
"2015-04-10";"163";"306814 (136727, 476900)";"3484";"4686353 (2114735, 7257971)";"64298";"732036 (412332, 1051740)";"675950 (357069, 994830)";"37568 (18026, 57111)";"178380 ( 98510, 258249)";"321083 (177318, 464849)";"12%"
"2015-04-09";"162";"303330 (134635, 472024)";"3502";"4622055 (2071220, 7172889)";"64453";"733924 (410931, 1056918)";"674693 (352968, 996417)";"37593 (17828, 57357)";"178071 ( 97489, 258654)";"320528 (175479, 465577)";"12%"
"2015-04-08";"161";"299828 (132564, 467092)";"3518";"4557602 (2028180, 7087025)";"64584";"735552 (409197, 1061908)";"673180 (348667, 997694)";"37602 (17622, 57583)";"177696 ( 96414, 258978)";"319852 (173544, 466160)";"12%"
"2015-04-07";"160";"296310 (130513, 462107)";"3533";"4493018 (1985632, 7000405)";"64691";"736914 (407135, 1066693)";"671411 (344176, 998647)";"37597 (17408, 57786)";"177252 ( 95288, 259217)";"319054 (171518, 466590)";"12%"
"2015-04-06";"159";"292777 (128484, 457069)";"3547";"4428327 (1943595, 6913059)";"64775";"738004 (404750, 1071258)";"669386 (339506, 999266)";"37578 (17188, 57967)";"176741 ( 94113, 259368)";"318134 (169404, 466863)";"12%"
"2015-04-05";"158";"289230 (126479, 451982)";"3559";"4363552 (1902088, 6825017)";"64834";"738817 (402050, 1075584)";"667104 (334668, 999540)";"37544 (16962, 58126)";"176162 ( 92894, 259430)";"317091 (167209, 466974)";"12%"
"2015-04-04";"157";"285671 (124496, 446845)";"3570";"4298718 (1861126, 6736311)";"64868";"739348 (399041, 1079654)";"664566 (329674, 999459)";"37495 (16729, 58260)";"175515 ( 91631, 259399)";"315927 (164936, 466919)";"12%"
"2015-04-03";"156";"282101 (122539, 441663)";"3580";"4233850 (1820726, 6646974)";"64877";"739593 (395734, 1083452)";"661774 (324535, 999013)";"37431 (16491, 58371)";"174801 ( 90329, 259273)";"314642 (162592, 466692)";"12%"
"2015-04-02";"155";"278521 (120606, 436436)";"3588";"4168974 (1780905, 6557042)";"64860";"739548 (392136, 1086959)";"658728 (319263, 998192)";"37353 (16249, 58457)";"174020 ( 88990, 259050)";"313236 (160182, 466290)";"12%"
"2015-04-01";"154";"274933 (118699, 431167)";"3595";"4104114 (1741677, 6466551)";"64817";"739209 (388259, 1090159)";"655430 (313870, 996990)";"37260 (16002, 58519)";"173173 ( 87617, 258728)";"311711 (157711, 465710)";"12%"
"2015-03-31";"153";"271338 (116819, 425858)";"3600";"4039297 (1703056, 6375538)";"64748";"738574 (384114, 1093034)";"651883 (308368, 995397)";"37153 (15751, 58555)";"172259 ( 86214, 258304)";"310066 (155185, 464948)";"13%"
"2015-03-30";"152";"267738 (114966, 420511)";"3604";"3974548 (1665055, 6284042)";"64653";"737639 (379712, 1095567)";"648089 (302769, 993409)";"37032 (15498, 58566)";"171280 ( 84782, 257778)";"308304 (152608, 464000)";"13%"
"2015-03-29";"151";"264135 (113140, 415129)";"3606";"3909895 (1627687, 6192103)";"64532";"736404 (375066, 1097742)";"644052 (297085, 991019)";"36896 (15241, 58551)";"170237 ( 83326, 257147)";"306426 (149988, 462865)";"13%"
"2015-03-28";"150";"260528 (111342, 409714)";"3607";"3845363 (1590963, 6099764)";"64383";"734866 (370188, 1099544)";"639775 (291328, 988221)";"36746 (14983, 58510)";"169130 ( 81849, 256412)";"304434 (147328, 461541)";"13%"
"2015-03-27";"149";"256922 (109573, 404270)";"3606";"3780980 (1554894, 6007066)";"64209";"733025 (365093, 1100957)";"635262 (285510, 985014)";"36582 (14722, 58442)";"167961 ( 80353, 255570)";"302330 (144635, 460025)";"13%"
"2015-03-26";"148";"253315 (107833, 398797)";"3604";"3716771 (1519490, 5914053)";"64007";"730880 (359793, 1101967)";"630518 (279643, 981392)";"36405 (14461, 58349)";"166731 ( 78841, 254621)";"300115 (141913, 458317)";"13%"
"2015-03-25";"147";"249711 (106123, 393300)";"3600";"3652764 (1484758, 5820770)";"63779";"728432 (354304, 1102559)";"625547 (273739, 977355)";"36214 (14199, 58229)";"165440 ( 77316, 253564)";"297793 (139170, 456416)";"13%"
"2015-03-24";"146";"246111 (104442, 387780)";"3595";"3588985 (1450707, 5727264)";"63525";"725681 (348640, 1102721)";"620356 (267810, 972902)";"36010 (13937, 58083)";"164091 ( 75782, 252401)";"295365 (136408, 454321)";"13%"
"2015-03-23";"145";"242516 (102791, 382241)";"3588";"3525461 (1417342, 5633579)";"63244";"722628 (342815, 1102441)";"614949 (261866, 968032)";"35793 (13676, 57911)";"162685 ( 74242, 251129)";"292834 (133635, 452033)";"13%"
"2015-03-22";"144";"238927 (101170, 376685)";"3580";"3462217 (1384670, 5539764)";"62937";"719276 (336845, 1101707)";"609332 (255918, 962746)";"35564 (13415, 57712)";"161224 ( 72697, 249751)";"290203 (130855, 449551)";"13%"
"2015-03-21";"143";"235347 ( 99579, 371116)";"3571";"3399280 (1352694, 5445867)";"62604";"715627 (330744, 1100510)";"603513 (249978, 957047)";"35322 (13156, 57487)";"159709 ( 71151, 248266)";"287476 (128073, 446878)";"13%"
"2015-03-20";"142";"231777 ( 98018, 365535)";"3559";"3336677 (1321418, 5351936)";"62245";"711684 (324529, 1098840)";"597497 (244057, 950938)";"35068 (12898, 57237)";"158141 ( 69607, 246675)";"284654 (125293, 444015)";"13%"
"2015-03-19";"141";"228217 ( 96488, 359947)";"3547";"3274432 (1290843, 5258021)";"61861";"707452 (318213, 1096690)";"591292 (238163, 944422)";"34802 (12643, 56961)";"156524 ( 68068, 244980)";"281742 (122522, 440963)";"14%"
"2015-03-18";"140";"224671 ( 94988, 354353)";"3533";"3212571 (1260971, 5164171)";"61452";"702933 (311813, 1094053)";"584905 (232307, 937504)";"34525 (12390, 56660)";"154858 ( 66534, 243181)";"278744 (119762, 437725)";"14%"
"2015-03-17";"139";"221138 ( 93519, 348757)";"3517";"3151119 (1231802, 5070436)";"61019";"698133 (305342, 1090923)";"578344 (226499, 930190)";"34237 (12140, 56334)";"153145 ( 65011, 241280)";"275662 (117019, 434304)";"14%"
"2015-03-16";"138";"217621 ( 92079, 343162)";"3500";"3090100 (1203334, 4976865)";"60562";"693057 (298817, 1087297)";"571617 (220747, 922488)";"33939 (11893, 55984)";"151389 ( 63498, 239280)";"272500 (114297, 430703)";"14%"
"2015-03-15";"137";"214120 ( 90670, 337571)";"3482";"3029538 (1175565, 4883510)";"60081";"687711 (292252, 1083171)";"564732 (215059, 914404)";"33630 (11650, 55609)";"149590 ( 62000, 237181)";"269263 (111600, 426926)";"14%"
"2015-03-14";"136";"210638 ( 89290, 331987)";"3462";"2969456 (1148493, 4790420)";"59578";"682102 (285661, 1078544)";"557696 (209445, 905948)";"33312 (11411, 55212)";"147752 ( 60517, 234987)";"265954 (108931, 422976)";"14%"
"2015-03-13";"135";"207176 ( 87940, 326412)";"3441";"2909878 (1122111, 4697645)";"59053";"676236 (279058, 1073415)";"550520 (203911, 897129)";"32984 (11177, 54791)";"145876 ( 59052, 232699)";"262577 (106294, 418859)";"14%"
