"Date";"Days from today";"Cases (reported/treated)";"New cases/day (reported/treated)";"Cases (total)";"New cases/day (total)";"Incubation period";"Infectious and unreported";"Undergoing treatment";"CDC 25% ETU target";"CDC 45% reduced transmission target";"Reporting quotient"
"2014-08-20";"-63";"  983 ( 882,  1083)";"46";" 5624 ( 4924,   6323)";"288";" 3374 (2764,  3984)";"1783 (1494,  2072)";" 291 (249,  332)";" 518 ( 445,  591)";" 933 ( 802, 1065)";"41%"
"2014-08-19";"-64";"  937 ( 844,  1030)";"44";" 5335 ( 4687,   5983)";"274";" 3204 (2634,  3774)";"1691 (1422,  1960)";" 277 (239,  316)";" 492 ( 424,  560)";" 886 ( 763, 1008)";"41%"
"2014-08-18";"-65";"  893 ( 807,   980)";"42";" 5061 ( 4462,   5661)";"260";" 3043 (2511,  3574)";"1604 (1354,  1854)";" 264 (228,  300)";" 467 ( 404,  530)";" 841 ( 727,  955)";"41%"
"2014-08-17";"-66";"  852 ( 772,   932)";"40";" 4801 ( 4247,   5356)";"247";" 2889 (2393,  3385)";"1521 (1289,  1754)";" 252 (218,  286)";" 443 ( 385,  502)";" 798 ( 692,  904)";"41%"
"2014-08-16";"-67";"  812 ( 738,   886)";"38";" 4554 ( 4042,   5067)";"235";" 2743 (2281,  3206)";"1443 (1227,  1659)";" 240 (209,  272)";" 421 ( 366,  475)";" 758 ( 659,  856)";"42%"
"2014-08-15";"-68";"  774 ( 706,   843)";"36";" 4320 ( 3846,   4793)";"223";" 2605 (2174,  3035)";"1368 (1168,  1569)";" 229 (200,  258)";" 399 ( 349,  450)";" 719 ( 628,  810)";"42%"
"2014-08-14";"-69";"  738 ( 675,   801)";"35";" 4097 ( 3660,   4534)";"211";" 2473 (2072,  2874)";"1298 (1112,  1484)";" 219 (191,  246)";" 379 ( 332,  426)";" 682 ( 598,  767)";"42%"
"2014-08-13";"-70";"  703 ( 645,   762)";"33";" 3886 ( 3483,   4289)";"201";" 2348 (1974,  2721)";"1231 (1058,  1403)";" 208 (183,  234)";" 360 ( 316,  403)";" 648 ( 569,  726)";"42%"
"2014-08-12";"-71";"  670 ( 617,   724)";"31";" 3685 ( 3314,   4056)";"191";" 2229 (1881,  2576)";"1167 (1007,  1327)";" 199 (175,  222)";" 341 ( 301,  382)";" 615 ( 542,  687)";"42%"
"2014-08-11";"-72";"  639 ( 589,   688)";"30";" 3495 ( 3153,   3836)";"181";" 2116 (1792,  2439)";"1106 ( 958,  1255)";" 189 (168,  211)";" 324 ( 287,  361)";" 583 ( 516,  651)";"42%"
"2014-08-10";"-73";"  609 ( 563,   654)";"29";" 3314 ( 2999,   3628)";"172";" 2008 (1708,  2309)";"1049 ( 912,  1186)";" 181 (160,  201)";" 307 ( 273,  342)";" 553 ( 491,  616)";"43%"
"2014-08-09";"-74";"  580 ( 538,   622)";"27";" 3142 ( 2853,   3431)";"163";" 1906 (1627,  2185)";" 995 ( 868,  1122)";" 172 (153,  191)";" 292 ( 260,  324)";" 525 ( 467,  583)";"43%"
"2014-08-08";"-75";"  553 ( 515,   591)";"26";" 2979 ( 2714,   3245)";"155";" 1809 (1550,  2068)";" 943 ( 826,  1060)";" 164 (147,  181)";" 277 ( 247,  306)";" 498 ( 445,  552)";"43%"
"2014-08-07";"-76";"  527 ( 492,   562)";"25";" 2824 ( 2581,   3068)";"147";" 1717 (1476,  1958)";" 894 ( 785,  1002)";" 156 (140,  172)";" 263 ( 235,  290)";" 473 ( 423,  522)";"43%"
"2014-08-06";"-77";"  502 ( 470,   534)";"24";" 2678 ( 2454,   2901)";"139";" 1630 (1406,  1853)";" 847 ( 747,   948)";" 149 (134,  164)";" 249 ( 224,  274)";" 448 ( 403,  494)";"43%"
"2014-08-05";"-78";"  478 ( 449,   508)";"23";" 2538 ( 2334,   2743)";"132";" 1547 (1340,  1753)";" 803 ( 711,   896)";" 142 (128,  156)";" 236 ( 213,  260)";" 425 ( 383,  467)";"43%"
"2014-08-04";"-79";"  455 ( 429,   482)";"22";" 2406 ( 2219,   2593)";"125";" 1468 (1276,  1659)";" 761 ( 676,   847)";" 135 (123,  148)";" 224 ( 203,  246)";" 404 ( 365,  442)";"44%"
"2014-08-03";"-80";"  434 ( 409,   458)";"21";" 2281 ( 2110,   2452)";"119";" 1393 (1215,  1570)";" 722 ( 643,   800)";" 129 (117,  141)";" 213 ( 193,  232)";" 383 ( 347,  418)";"44%"
"2014-08-02";"-81";"  413 ( 391,   435)";"20";" 2162 ( 2006,   2318)";"113";" 1321 (1157,  1486)";" 684 ( 612,   756)";" 123 (112,  134)";" 202 ( 184,  220)";" 363 ( 330,  396)";"44%"
"2014-08-01";"-82";"  393 ( 373,   414)";"19";" 2049 ( 1907,   2191)";"107";" 1254 (1102,  1406)";" 648 ( 582,   715)";" 117 (107,  127)";" 191 ( 175,  208)";" 344 ( 314,  375)";"44%"
"2014-07-31";"-83";"  375 ( 356,   393)";"18";" 1942 ( 1813,   2071)";"102";" 1190 (1050,  1330)";" 615 ( 554,   675)";" 112 (103,  120)";" 182 ( 166,  197)";" 327 ( 299,  354)";"44%"
"2014-07-30";"-84";"  357 ( 340,   373)";"17";" 1840 ( 1723,   1957)";"96";" 1129 ( 999,  1258)";" 582 ( 527,   638)";" 106 ( 98,  114)";" 172 ( 158,  186)";" 310 ( 285,  335)";"44%"
"2014-07-29";"-85";"  340 ( 325,   355)";"16";" 1744 ( 1637,   1850)";"92";" 1071 ( 952,  1190)";" 552 ( 501,   603)";" 101 ( 94,  109)";" 163 ( 150,  176)";" 294 ( 271,  317)";"45%"
"2014-07-28";"-86";"  323 ( 310,   337)";"16";" 1652 ( 1556,   1748)";"87";" 1016 ( 906,  1126)";" 523 ( 476,   570)";"  96 ( 90,  103)";" 155 ( 143,  167)";" 279 ( 257,  300)";"45%"
"2014-07-27";"-87";"  308 ( 296,   320)";"15";" 1565 ( 1478,   1652)";"82";"  964 ( 863,  1065)";" 496 ( 453,   538)";"  92 ( 86,   98)";" 147 ( 136,  158)";" 264 ( 245,  284)";"45%"
"2014-07-26";"-88";"  293 ( 282,   304)";"14";" 1483 ( 1404,   1562)";"78";"  914 ( 821,  1007)";" 470 ( 431,   509)";"  88 ( 82,   93)";" 139 ( 129,  149)";" 251 ( 233,  268)";"45%"
"2014-07-25";"-89";"  279 ( 269,   288)";"13";" 1405 ( 1334,   1476)";"74";"  867 ( 782,   953)";" 445 ( 409,   481)";"  83 ( 78,   88)";" 132 ( 123,  141)";" 238 ( 222,  254)";"45%"
"2014-07-24";"-90";"  265 ( 257,   274)";"13";" 1331 ( 1267,   1394)";"70";"  823 ( 744,   901)";" 422 ( 389,   454)";"  79 ( 75,   84)";" 125 ( 117,  133)";" 225 ( 211,  240)";"46%"
"2014-07-23";"-91";"  252 ( 245,   260)";"12";" 1260 ( 1203,   1317)";"67";"  780 ( 708,   852)";" 399 ( 370,   429)";"  76 ( 72,   80)";" 119 ( 111,  126)";" 214 ( 200,  227)";"46%"
"2014-07-22";"-92";"  240 ( 233,   247)";"12";" 1194 ( 1143,   1245)";"63";"  740 ( 674,   806)";" 378 ( 352,   405)";"  72 ( 68,   76)";" 113 ( 106,  119)";" 203 ( 191,  215)";"46%"
"2014-07-21";"-93";"  228 ( 222,   234)";"11";" 1131 ( 1085,   1176)";"60";"  702 ( 642,   762)";" 359 ( 335,   383)";"  69 ( 65,   72)";" 107 ( 101,  113)";" 192 ( 181,  203)";"46%"
"2014-07-20";"-94";"  217 ( 212,   222)";"11";" 1071 ( 1030,   1111)";"57";"  666 ( 611,   721)";" 340 ( 318,   361)";"  65 ( 62,   68)";" 101 (  96,  107)";" 182 ( 172,  192)";"46%"
"2014-07-19";"-95";"  207 ( 202,   211)";"10";" 1014 (  978,   1049)";"54";"  631 ( 581,   682)";" 322 ( 302,   341)";"  62 ( 60,   65)";"  96 (  91,  101)";" 173 ( 164,  182)";"46%"
"2014-07-18";"-96";"  196 ( 192,   200)";"10";"  960 (  928,    991)";"51";"  599 ( 553,   644)";" 305 ( 287,   322)";"  59 ( 57,   62)";"  91 (  87,   95)";" 164 ( 156,  172)";"47%"
"2014-07-17";"-97";"  187 ( 183,   190)";"9";"  909 (  881,    936)";"49";"  568 ( 527,   609)";" 289 ( 273,   304)";"  56 ( 54,   58)";"  86 (  82,   90)";" 155 ( 148,  162)";"47%"
"2014-07-16";"-98";"  178 ( 175,   180)";"9";"  860 (  836,    884)";"46";"  539 ( 501,   576)";" 274 ( 260,   287)";"  54 ( 52,   56)";"  82 (  78,   85)";" 147 ( 141,  154)";"47%"
"2014-07-15";"-99";"  169 ( 166,   171)";"8";"  814 (  793,    835)";"44";"  511 ( 477,   545)";" 259 ( 247,   271)";"  51 ( 50,   53)";"  78 (  74,   81)";" 140 ( 134,  145)";"47%"
"2014-07-14";"-100";"  160 ( 158,   162)";"8";"  770 (  752,    789)";"41";"  484 ( 454,   515)";" 245 ( 234,   256)";"  49 ( 47,   50)";"  74 (  71,   76)";" 132 ( 127,  137)";"47%"
"2014-07-13";"-101";"  152 ( 151,   154)";"8";"  729 (  713,    745)";"39";"  459 ( 432,   487)";" 232 ( 223,   242)";"  46 ( 45,   47)";"  70 (  67,   72)";" 125 ( 121,  130)";"47%"
"2014-07-12";"-102";"  145 ( 143,   146)";"7";"  690 (  676,    703)";"37";"  435 ( 411,   460)";" 220 ( 212,   229)";"  44 ( 43,   45)";"  66 (  64,   68)";" 119 ( 115,  123)";"48%"
"2014-07-11";"-103";"  137 ( 136,   139)";"7";"  653 (  641,    664)";"35";"  413 ( 391,   435)";" 208 ( 201,   216)";"  42 ( 41,   43)";"  63 (  61,   64)";" 113 ( 109,  116)";"48%"
"2014-07-10";"-104";"  131 ( 130,   132)";"7";"  617 (  608,    627)";"33";"  391 ( 372,   411)";" 197 ( 191,   204)";"  40 ( 39,   41)";"  59 (  58,   61)";" 107 ( 104,  110)";"48%"
"2014-07-09";"-105";"  124 ( 123,   125)";"6";"  584 (  576,    592)";"32";"  371 ( 354,   388)";" 187 ( 182,   192)";"  38 ( 37,   39)";"  56 (  55,   58)";" 101 (  99,  104)";"48%"
"2014-07-08";"-106";"  118 ( 117,   118)";"6";"  552 (  546,    559)";"30";"  352 ( 336,   367)";" 177 ( 172,   182)";"  36 ( 36,   37)";"  53 (  52,   54)";"  96 (  94,   98)";"48%"
"2014-07-07";"-107";"  112 ( 111,   112)";"6";"  522 (  517,    528)";"28";"  334 ( 320,   347)";" 168 ( 164,   171)";"  34 ( 34,   35)";"  50 (  50,   51)";"  91 (  89,   93)";"48%"
"2014-07-06";"-108";"  106 ( 106,   106)";"5";"  494 (  489,    498)";"27";"  316 ( 305,   328)";" 159 ( 156,   162)";"  33 ( 32,   33)";"  48 (  47,   49)";"  86 (  85,   88)";"49%"
"2014-07-05";"-109";"  101 ( 100,   101)";"5";"  467 (  463,    470)";"26";"  300 ( 290,   310)";" 150 ( 148,   153)";"  31 ( 31,   31)";"  45 (  45,   46)";"  82 (  80,   83)";"49%"
"2014-07-04";"-110";"   95 (  95,    96)";"5";"  441 (  439,    444)";"24";"  284 ( 276,   293)";" 142 ( 140,   144)";"  30 ( 29,   30)";"  43 (  42,   43)";"  77 (  76,   78)";"49%"
"2014-07-03";"-111";"   90 (  90,    91)";"5";"  417 (  415,    419)";"23";"  269 ( 262,   277)";" 135 ( 133,   136)";"  28 ( 28,   28)";"  41 (  40,   41)";"  73 (  73,   74)";"49%"
"2014-07-02";"-112";"   86 (  86,    86)";"4";"  394 (  393,    395)";"22";"  255 ( 250,   261)";" 127 ( 126,   128)";"  27 ( 27,   27)";"  39 (  38,   39)";"  69 (  69,   70)";"49%"
"2014-07-01";"-113";"   81 (  81,    81)";"4";"  372 (  371,    373)";"21";"  242 ( 238,   247)";" 121 ( 120,   121)";"  25 ( 25,   25)";"  36 (  36,   37)";"  66 (  65,   66)";"50%"
"2014-06-30";"-114";"   77 (  77,    77)";"4";"  351 (  351,    352)";"20";"  230 ( 226,   233)";" 114 ( 114,   114)";"  24 ( 24,   24)";"  35 (  34,   35)";"  62 (  62,   62)";"50%"
"2014-06-29";"-115";"   73 (  73,    73)";"4";"  332 (  331,    332)";"19";"  218 ( 216,   220)";" 108 ( 108,   108)";"  23 ( 23,   23)";"  33 (  33,   33)";"  59 (  59,   59)";"50%"
"2014-06-28";"-116";"   69 (  69,    69)";"4";"  313 (  313,    313)";"18";"  207 ( 206,   208)";" 102 ( 102,   102)";"  22 ( 22,   22)";"  31 (  31,   31)";"  56 (  56,   56)";"50%"
"2014-06-27";"-117";"   65 (  65,    65)";"3";"  295 (  295,    295)";"17";"  196 ( 196,   196)";"  96 (  96,    96)";"  21 ( 21,   21)";"  29 (  29,   29)";"  53 (  53,   53)";"50%"
"2014-06-26";"-118";"   62 (  62,    62)";"3";"  279 (  279,    279)";"16";"  185 ( 185,   185)";"  91 (  91,    91)";"  20 ( 20,   20)";"  28 (  28,   28)";"  50 (  50,   50)";"50%"
"2014-06-25";"-119";"   59 (  59,    59)";"3";"  263 (  263,    263)";"15";"  175 ( 175,   175)";"  86 (  86,    86)";"  19 ( 19,   19)";"  26 (  26,   26)";"  47 (  47,   47)";"51%"
"2014-06-24";"-120";"   55 (  55,    55)";"3";"  248 (  248,    248)";"14";"  166 ( 166,   166)";"  81 (  81,    81)";"  18 ( 18,   18)";"  25 (  25,   25)";"  45 (  45,   45)";"51%"
"2014-06-23";"-121";"   52 (  52,    52)";"3";"  234 (  234,    234)";"13";"  157 ( 157,   157)";"  77 (  77,    77)";"  17 ( 17,   17)";"  23 (  23,   23)";"  42 (  42,   42)";"51%"
"2014-06-22";"-122";"   50 (  50,    50)";"3";"  220 (  220,    220)";"13";"  148 ( 148,   148)";"  73 (  73,    73)";"  16 ( 16,   16)";"  22 (  22,   22)";"  40 (  40,   40)";"51%"
"2014-06-21";"-123";"   47 (  47,    47)";"3";"  208 (  208,    208)";"12";"  140 ( 140,   140)";"  68 (  68,    68)";"  15 ( 15,   15)";"  21 (  21,   21)";"  38 (  38,   38)";"51%"
"2014-06-20";"-124";"   44 (  44,    44)";"2";"  196 (  196,    196)";"11";"  133 ( 133,   133)";"  65 (  65,    65)";"  14 ( 14,   14)";"  20 (  20,   20)";"  36 (  36,   36)";"51%"
"2014-06-19";"-125";"   42 (  42,    42)";"2";"  184 (  184,    184)";"11";"  125 ( 125,   125)";"  61 (  61,    61)";"  14 ( 14,   14)";"  19 (  19,   19)";"  34 (  34,   34)";"52%"
"2014-06-18";"-126";"   40 (  40,    40)";"2";"  174 (  174,    174)";"10";"  119 ( 119,   119)";"  58 (  58,    58)";"  13 ( 13,   13)";"  18 (  18,   18)";"  32 (  32,   32)";"52%"
"2014-06-17";"-127";"   37 (  37,    37)";"2";"  164 (  164,    164)";"10";"  112 ( 112,   112)";"  54 (  54,    54)";"  12 ( 12,   12)";"  17 (  17,   17)";"  30 (  30,   30)";"52%"
"2014-06-16";"-128";"   35 (  35,    35)";"2";"  154 (  154,    154)";"9";"  106 ( 106,   106)";"  51 (  51,    51)";"  12 ( 12,   12)";"  16 (  16,   16)";"  28 (  28,   28)";"52%"
"2014-06-15";"-129";"   33 (  33,    33)";"2";"  145 (  145,    145)";"9";"  100 ( 100,   100)";"  49 (  49,    49)";"  11 ( 11,   11)";"  15 (  15,   15)";"  27 (  27,   27)";"52%"
"2014-06-14";"-130";"   31 (  31,    31)";"2";"  136 (  136,    136)";"8";"   95 (  95,    95)";"  46 (  46,    46)";"  10 ( 10,   10)";"  14 (  14,   14)";"  25 (  25,   25)";"53%"
"2014-06-13";"-131";"   30 (  30,    30)";"2";"  128 (  128,    128)";"8";"   90 (  90,    90)";"  43 (  43,    43)";"  10 ( 10,   10)";"  13 (  13,   13)";"  24 (  24,   24)";"53%"
"2014-06-12";"-132";"   28 (  28,    28)";"2";"  121 (  121,    121)";"7";"   85 (  85,    85)";"  41 (  41,    41)";"   9 (  9,    9)";"  13 (  13,   13)";"  23 (  23,   23)";"53%"
"2014-06-11";"-133";"   26 (  26,    26)";"2";"  113 (  113,    113)";"7";"   80 (  80,    80)";"  39 (  39,    39)";"   9 (  9,    9)";"  12 (  12,   12)";"  21 (  21,   21)";"53%"
"2014-06-10";"-134";"   25 (  25,    25)";"1";"  107 (  107,    107)";"6";"   76 (  76,    76)";"  36 (  36,    36)";"   8 (  8,    8)";"  11 (  11,   11)";"  20 (  20,   20)";"53%"
"2014-06-09";"-135";"   23 (  23,    23)";"1";"  100 (  100,    100)";"6";"   72 (  72,    72)";"  34 (  34,    34)";"   8 (  8,    8)";"  11 (  11,   11)";"  19 (  19,   19)";"53%"
"2014-06-08";"-136";"   22 (  22,    22)";"1";"   94 (   94,     94)";"6";"   68 (  68,    68)";"  33 (  33,    33)";"   8 (  8,    8)";"  10 (  10,   10)";"  18 (  18,   18)";"54%"
"2014-06-07";"-137";"   20 (  20,    20)";"1";"   88 (   88,     88)";"5";"   64 (  64,    64)";"  31 (  31,    31)";"   7 (  7,    7)";"   9 (   9,    9)";"  17 (  17,   17)";"54%"
"2014-06-06";"-138";"   19 (  19,    19)";"1";"   83 (   83,     83)";"5";"   60 (  60,    60)";"  29 (  29,    29)";"   7 (  7,    7)";"   9 (   9,    9)";"  16 (  16,   16)";"54%"
"2014-06-05";"-139";"   18 (  18,    18)";"1";"   78 (   78,     78)";"5";"   57 (  57,    57)";"  27 (  27,    27)";"   7 (  7,    7)";"   8 (   8,    8)";"  15 (  15,   15)";"54%"
"2014-06-04";"-140";"   17 (  17,    17)";"1";"   73 (   73,     73)";"5";"   54 (  54,    54)";"  26 (  26,    26)";"   6 (  6,    6)";"   8 (   8,    8)";"  14 (  14,   14)";"54%"
"2014-06-03";"-141";"   16 (  16,    16)";"1";"   68 (   68,     68)";"4";"   51 (  51,    51)";"  24 (  24,    24)";"   6 (  6,    6)";"   8 (   8,    8)";"  14 (  14,   14)";"54%"
"2014-06-02";"-142";"   15 (  15,    15)";"1";"   64 (   64,     64)";"4";"   48 (  48,    48)";"  23 (  23,    23)";"   6 (  6,    6)";"   7 (   7,    7)";"  13 (  13,   13)";"55%"
"2014-06-01";"-143";"   14 (  14,    14)";"1";"   60 (   60,     60)";"4";"   46 (  46,    46)";"  22 (  22,    22)";"   5 (  5,    5)";"   7 (   7,    7)";"  12 (  12,   12)";"55%"
"2014-05-31";"-144";"   13 (  13,    13)";"1";"   56 (   56,     56)";"4";"   43 (  43,    43)";"  20 (  20,    20)";"   5 (  5,    5)";"   6 (   6,    6)";"  11 (  11,   11)";"55%"
"2014-05-30";"-145";"   12 (  12,    12)";"1";"   52 (   52,     52)";"3";"   41 (  41,    41)";"  19 (  19,    19)";"   5 (  5,    5)";"   6 (   6,    6)";"  11 (  11,   11)";"55%"
"2014-05-29";"-146";"   11 (  11,    11)";"1";"   49 (   49,     49)";"3";"   38 (  38,    38)";"  18 (  18,    18)";"   4 (  4,    4)";"   6 (   6,    6)";"  10 (  10,   10)";"55%"
"2014-05-28";"-147";"   10 (  10,    10)";"1";"   45 (   45,     45)";"3";"   36 (  36,    36)";"  17 (  17,    17)";"   4 (  4,    4)";"   5 (   5,    5)";"  10 (  10,   10)";"56%"
"2014-05-27";"-148";"   10 (  10,    10)";"1";"   42 (   42,     42)";"3";"   34 (  34,    34)";"  16 (  16,    16)";"   4 (  4,    4)";"   5 (   5,    5)";"   9 (   9,    9)";"56%"
"2014-05-26";"-149";"    9 (   9,     9)";"1";"   39 (   39,     39)";"3";"   32 (  32,    32)";"  15 (  15,    15)";"   4 (  4,    4)";"   5 (   5,    5)";"   9 (   9,    9)";"56%"
"2014-05-25";"-150";"    8 (   8,     8)";"1";"   37 (   37,     37)";"3";"   31 (  31,    31)";"  14 (  14,    14)";"   4 (  4,    4)";"   5 (   5,    5)";"   8 (   8,    8)";"56%"
"2014-05-24";"-151";"    8 (   8,     8)";"1";"   34 (   34,     34)";"2";"   29 (  29,    29)";"  14 (  14,    14)";"   3 (  3,    3)";"   4 (   4,    4)";"   8 (   8,    8)";"56%"
"2014-05-23";"-152";"    7 (   7,     7)";"1";"   32 (   32,     32)";"2";"   27 (  27,    27)";"  13 (  13,    13)";"   3 (  3,    3)";"   4 (   4,    4)";"   7 (   7,    7)";"56%"
"2014-05-22";"-153";"    6 (   6,     6)";"1";"   29 (   29,     29)";"2";"   26 (  26,    26)";"  12 (  12,    12)";"   3 (  3,    3)";"   4 (   4,    4)";"   7 (   7,    7)";"57%"
"2014-05-21";"-154";"    6 (   6,     6)";"1";"   27 (   27,     27)";"2";"   24 (  24,    24)";"  11 (  11,    11)";"   3 (  3,    3)";"   4 (   4,    4)";"   6 (   6,    6)";"57%"
"2014-05-20";"-155";"    5 (   5,     5)";"0";"   25 (   25,     25)";"2";"   23 (  23,    23)";"  11 (  11,    11)";"   3 (  3,    3)";"   3 (   3,    3)";"   6 (   6,    6)";"57%"
