"Date";"Days from today";"Cases (reported/treated)";"New cases/day (reported/treated)";"Cases (total)";"New cases/day (total)";"Incubation period";"Infectious and unreported";"Undergoing treatment";"CDC 25% ETU target";"CDC 45% reduced transmission target";"Reporting quotient"
"2014-09-06";"-46";" 1373 ( 1316,  1430)";"30";"  6681 (  6349,   7013)";"185";" 2143 ( 2015,  2270)";" 1293 ( 1182,  1405)";" 221 ( 199,  244)";" 379 ( 350,   407)";"  682 (  630,   733)";"38%"
"2014-09-05";"-47";" 1343 ( 1287,  1399)";"29";"  6496 (  6171,   6820)";"179";" 2071 ( 1941,  2202)";" 1250 ( 1136,  1363)";" 216 ( 193,  239)";" 366 ( 337,   395)";"  659 (  607,   711)";"38%"
"2014-09-04";"-48";" 1314 ( 1259,  1369)";"28";"  6317 (  6001,   6634)";"173";" 2002 ( 1868,  2136)";" 1207 ( 1093,  1322)";" 211 ( 188,  233)";" 354 ( 325,   384)";"  638 (  585,   691)";"38%"
"2014-09-03";"-49";" 1286 ( 1232,  1340)";"27";"  6145 (  5836,   6453)";"167";" 1935 ( 1797,  2072)";" 1167 ( 1051,  1283)";" 206 ( 183,  228)";" 343 ( 313,   373)";"  618 (  564,   671)";"38%"
"2014-09-02";"-50";" 1259 ( 1206,  1311)";"27";"  5978 (  5678,   6277)";"161";" 1870 ( 1728,  2011)";" 1128 ( 1010,  1245)";" 201 ( 179,  223)";" 332 ( 302,   362)";"  598 (  544,   651)";"39%"
"2014-09-01";"-51";" 1232 ( 1180,  1284)";"26";"  5817 (  5526,   6107)";"156";" 1806 ( 1661,  1952)";" 1090 (  972,  1208)";" 196 ( 174,  218)";" 322 ( 292,   352)";"  579 (  525,   633)";"39%"
"2014-08-31";"-52";" 1206 ( 1155,  1257)";"25";"  5661 (  5379,   5942)";"150";" 1745 ( 1596,  1894)";" 1054 (  935,  1173)";" 192 ( 171,  213)";" 311 ( 281,   342)";"  561 (  506,   615)";"39%"
"2014-08-30";"-53";" 1181 ( 1130,  1231)";"25";"  5510 (  5238,   5783)";"145";" 1685 ( 1531,  1838)";" 1019 (  901,  1138)";" 188 ( 167,  208)";" 302 ( 272,   332)";"  543 (  489,   597)";"39%"
"2014-08-29";"-54";" 1156 ( 1106,  1206)";"24";"  5365 (  5102,   5628)";"140";" 1626 ( 1469,  1783)";"  986 (  868,  1105)";" 184 ( 164,  204)";" 293 ( 262,   323)";"  527 (  472,   581)";"39%"
"2014-08-28";"-55";" 1132 ( 1083,  1181)";"23";"  5225 (  4972,   5479)";"135";" 1568 ( 1407,  1730)";"  955 (  837,  1073)";" 180 ( 161,  200)";" 284 ( 254,   314)";"  511 (  457,   565)";"39%"
"2014-08-27";"-56";" 1109 ( 1060,  1157)";"23";"  5090 (  4846,   5334)";"130";" 1512 ( 1345,  1679)";"  925 (  808,  1042)";" 177 ( 158,  195)";" 276 ( 246,   305)";"  496 (  443,   549)";"40%"
"2014-08-26";"-57";" 1086 ( 1037,  1134)";"22";"  4960 (  4725,   5195)";"125";" 1456 ( 1284,  1628)";"  898 (  782,  1013)";" 174 ( 156,  191)";" 268 ( 239,   297)";"  482 (  430,   535)";"40%"
"2014-08-25";"-58";" 1063 ( 1015,  1112)";"22";"  4835 (  4608,   5061)";"120";" 1401 ( 1223,  1578)";"  872 (  759,   984)";" 171 ( 154,  188)";" 261 ( 232,   289)";"  469 (  418,   520)";"40%"
"2014-08-24";"-59";" 1042 (  993,  1090)";"21";"  4714 (  4497,   4932)";"116";" 1345 ( 1161,  1530)";"  848 (  739,   958)";" 168 ( 152,  184)";" 254 ( 226,   282)";"  457 (  407,   507)";"40%"
"2014-08-23";"-60";" 1020 (  971,  1069)";"21";"  4599 (  4389,   4808)";"111";" 1289 ( 1097,  1482)";"  827 (  722,   932)";" 165 ( 150,  180)";" 248 ( 221,   275)";"  446 (  399,   494)";"40%"
"2014-08-22";"-61";"  999 (  950,  1048)";"21";"  4488 (  4286,   4690)";"107";" 1232 ( 1030,  1434)";"  809 (  709,   908)";" 163 ( 149,  177)";" 243 ( 218,   268)";"  437 (  392,   482)";"41%"
"2014-08-21";"-62";"  978 (  929,  1028)";"20";"  4381 (  4185,   4577)";"105";" 1208 ( 1017,  1399)";"  792 (  698,   885)";" 160 ( 147,  174)";" 238 ( 214,   262)";"  429 (  386,   471)";"41%"
"2014-08-20";"-63";"  958 (  908,  1008)";"20";"  4276 (  4085,   4467)";"103";" 1185 ( 1004,  1365)";"  776 (  688,   863)";" 158 ( 146,  170)";" 233 ( 211,   256)";"  420 (  380,   460)";"41%"
"2014-08-19";"-64";"  938 (  887,   988)";"20";"  4173 (  3986,   4360)";"101";" 1162 (  991,  1332)";"  760 (  678,   842)";" 156 ( 144,  167)";" 229 ( 208,   250)";"  412 (  375,   449)";"41%"
"2014-08-18";"-65";"  918 (  867,   969)";"20";"  4072 (  3888,   4257)";"99";" 1139 (  978,  1300)";"  744 (  667,   821)";" 153 ( 142,  164)";" 224 ( 205,   244)";"  404 (  369,   439)";"41%"
"2014-08-17";"-66";"  898 (  847,   950)";"19";"  3973 (  3791,   4156)";"97";" 1117 (  965,  1269)";"  729 (  657,   800)";" 151 ( 140,  161)";" 220 ( 202,   238)";"  396 (  363,   428)";"41%"
"2014-08-16";"-67";"  879 (  827,   931)";"19";"  3876 (  3694,   4058)";"95";" 1095 (  952,  1238)";"  714 (  647,   781)";" 148 ( 139,  158)";" 216 ( 199,   232)";"  388 (  358,   418)";"42%"
"2014-08-15";"-68";"  860 (  808,   912)";"19";"  3781 (  3599,   3963)";"93";" 1074 (  939,  1208)";"  699 (  637,   761)";" 146 ( 137,  156)";" 211 ( 196,   227)";"  380 (  352,   409)";"42%"
"2014-08-14";"-69";"  841 (  788,   894)";"19";"  3688 (  3506,   3870)";"91";" 1053 (  927,  1179)";"  685 (  627,   743)";" 144 ( 135,  153)";" 207 ( 192,   222)";"  373 (  346,   399)";"42%"
"2014-08-13";"-70";"  823 (  769,   876)";"18";"  3596 (  3414,   3779)";"90";" 1032 (  914,  1151)";"  671 (  616,   725)";" 142 ( 133,  150)";" 203 ( 189,   217)";"  366 (  341,   390)";"42%"
"2014-08-12";"-71";"  804 (  751,   858)";"18";"  3507 (  3323,   3691)";"88";" 1012 (  901,  1123)";"  657 (  606,   707)";" 140 ( 131,  148)";" 199 ( 186,   212)";"  358 (  335,   381)";"42%"
"2014-08-11";"-72";"  786 (  733,   840)";"18";"  3419 (  3234,   3604)";"86";"  992 (  889,  1096)";"  643 (  596,   691)";" 137 ( 129,  146)";" 195 ( 183,   207)";"  351 (  330,   373)";"42%"
"2014-08-10";"-73";"  769 (  715,   823)";"17";"  3333 (  3146,   3519)";"85";"  973 (  876,  1070)";"  630 (  586,   674)";" 135 ( 127,  143)";" 191 ( 180,   203)";"  344 (  324,   365)";"43%"
"2014-08-09";"-74";"  751 (  697,   805)";"17";"  3248 (  3060,   3436)";"83";"  954 (  863,  1045)";"  617 (  575,   659)";" 133 ( 125,  141)";" 188 ( 177,   198)";"  338 (  319,   357)";"43%"
"2014-08-08";"-75";"  734 (  680,   788)";"17";"  3165 (  2976,   3355)";"81";"  936 (  851,  1020)";"  604 (  565,   643)";" 131 ( 123,  139)";" 184 ( 174,   194)";"  331 (  313,   349)";"43%"
"2014-08-07";"-76";"  717 (  663,   771)";"17";"  3084 (  2893,   3275)";"80";"  917 (  838,   996)";"  592 (  555,   629)";" 129 ( 121,  137)";" 180 ( 171,   190)";"  324 (  307,   342)";"43%"
"2014-08-06";"-77";"  700 (  646,   754)";"17";"  3004 (  2813,   3196)";"78";"  899 (  826,   973)";"  580 (  544,   615)";" 127 ( 119,  135)";" 177 ( 168,   186)";"  318 (  302,   334)";"43%"
"2014-08-05";"-78";"  684 (  629,   738)";"16";"  2926 (  2733,   3119)";"77";"  882 (  813,   951)";"  568 (  533,   602)";" 125 ( 117,  134)";" 173 ( 164,   182)";"  312 (  296,   328)";"43%"
"2014-08-04";"-79";"  667 (  613,   721)";"16";"  2850 (  2656,   3043)";"75";"  865 (  800,   929)";"  556 (  523,   589)";" 123 ( 114,  132)";" 170 ( 161,   178)";"  306 (  290,   321)";"44%"
"2014-08-03";"-80";"  651 (  597,   705)";"16";"  2775 (  2580,   2969)";"74";"  848 (  787,   908)";"  544 (  512,   577)";" 121 ( 112,  130)";" 166 ( 158,   175)";"  299 (  284,   315)";"44%"
"2014-08-02";"-81";"  635 (  582,   689)";"16";"  2701 (  2506,   2895)";"72";"  831 (  775,   888)";"  533 (  501,   565)";" 119 ( 110,  128)";" 163 ( 155,   171)";"  294 (  278,   309)";"44%"
"2014-08-01";"-82";"  620 (  566,   673)";"15";"  2629 (  2434,   2823)";"71";"  815 (  762,   868)";"  522 (  490,   554)";" 117 ( 108,  127)";" 160 ( 151,   168)";"  288 (  273,   303)";"44%"
"2014-07-31";"-83";"  604 (  551,   658)";"15";"  2558 (  2363,   2753)";"69";"  799 (  748,   849)";"  511 (  479,   544)";" 115 ( 106,  125)";" 157 ( 148,   165)";"  282 (  267,   297)";"44%"
"2014-07-30";"-84";"  589 (  536,   642)";"15";"  2489 (  2294,   2683)";"68";"  783 (  735,   832)";"  501 (  468,   533)";" 114 ( 104,  124)";" 154 ( 145,   162)";"  276 (  261,   292)";"44%"
"2014-07-29";"-85";"  574 (  522,   627)";"15";"  2421 (  2227,   2614)";"67";"  768 (  722,   814)";"  490 (  457,   524)";" 112 ( 102,  122)";" 151 ( 142,   159)";"  271 (  255,   287)";"45%"
"2014-07-28";"-86";"  560 (  508,   611)";"15";"  2354 (  2161,   2547)";"65";"  753 (  708,   798)";"  480 (  446,   514)";" 110 (  99,  120)";" 148 ( 139,   156)";"  266 (  250,   282)";"45%"
"2014-07-27";"-87";"  545 (  494,   596)";"14";"  2288 (  2096,   2481)";"64";"  738 (  694,   782)";"  470 (  435,   505)";" 108 (  97,  119)";" 145 ( 136,   154)";"  260 (  244,   277)";"45%"
"2014-07-26";"-88";"  531 (  480,   582)";"14";"  2224 (  2033,   2415)";"63";"  724 (  680,   767)";"  460 (  425,   496)";" 106 (  95,  117)";" 142 ( 132,   151)";"  255 (  238,   272)";"45%"
"2014-07-25";"-89";"  517 (  466,   567)";"14";"  2161 (  1972,   2351)";"62";"  710 (  666,   753)";"  451 (  414,   487)";" 105 (  93,  116)";" 139 ( 129,   148)";"  250 (  233,   267)";"45%"
"2014-07-24";"-90";"  503 (  453,   552)";"14";"  2100 (  1912,   2288)";"60";"  696 (  652,   739)";"  441 (  404,   479)";" 103 (  91,  114)";" 136 ( 126,   146)";"  245 (  227,   263)";"46%"
"2014-07-23";"-91";"  489 (  440,   538)";"14";"  2039 (  1853,   2226)";"59";"  682 (  638,   726)";"  432 (  394,   471)";" 101 (  89,  113)";" 133 ( 123,   143)";"  240 (  222,   258)";"46%"
"2014-07-22";"-92";"  475 (  427,   524)";"13";"  1980 (  1796,   2164)";"58";"  669 (  624,   714)";"  423 (  384,   463)";"  99 (  88,  111)";" 131 ( 120,   141)";"  235 (  217,   254)";"46%"
"2014-07-21";"-93";"  462 (  414,   510)";"13";"  1922 (  1740,   2104)";"57";"  656 (  610,   702)";"  414 (  374,   455)";"  98 (  86,  110)";" 128 ( 118,   139)";"  230 (  212,   249)";"46%"
"2014-07-20";"-94";"  449 (  402,   496)";"13";"  1865 (  1685,   2045)";"56";"  643 (  596,   690)";"  406 (  365,   447)";"  96 (  84,  108)";" 125 ( 115,   136)";"  226 (  206,   245)";"46%"
"2014-07-19";"-95";"  436 (  390,   482)";"13";"  1809 (  1632,   1986)";"55";"  630 (  582,   679)";"  397 (  355,   440)";"  94 (  82,  107)";" 123 ( 112,   134)";"  221 (  201,   241)";"46%"
"2014-07-18";"-96";"  423 (  378,   469)";"13";"  1755 (  1580,   1929)";"54";"  618 (  568,   668)";"  389 (  346,   432)";"  93 (  80,  105)";" 120 ( 109,   132)";"  217 (  197,   237)";"47%"
"2014-07-17";"-97";"  411 (  366,   456)";"12";"  1701 (  1529,   1873)";"53";"  606 (  555,   657)";"  381 (  337,   425)";"  91 (  78,  103)";" 118 ( 107,   129)";"  212 (  192,   233)";"47%"
"2014-07-16";"-98";"  398 (  354,   442)";"12";"  1648 (  1479,   1817)";"52";"  594 (  541,   647)";"  373 (  328,   418)";"  89 (  77,  102)";" 116 ( 104,   127)";"  208 (  187,   229)";"47%"
"2014-07-15";"-99";"  386 (  343,   430)";"12";"  1597 (  1431,   1762)";"51";"  582 (  528,   637)";"  365 (  320,   410)";"  87 (  75,  100)";" 113 ( 101,   125)";"  204 (  182,   225)";"47%"
"2014-07-14";"-100";"  374 (  332,   417)";"12";"  1546 (  1384,   1709)";"50";"  571 (  515,   627)";"  357 (  311,   403)";"  86 (  73,   98)";" 111 (  99,   123)";"  199 (  178,   221)";"47%"
"2014-07-13";"-101";"  362 (  321,   404)";"12";"  1496 (  1337,   1656)";"49";"  560 (  503,   617)";"  350 (  303,   397)";"  84 (  72,   96)";" 108 (  96,   121)";"  195 (  173,   217)";"47%"
"2014-07-12";"-102";"  351 (  310,   392)";"11";"  1448 (  1292,   1604)";"48";"  549 (  490,   608)";"  342 (  295,   390)";"  82 (  70,   94)";" 106 (  94,   118)";"  191 (  169,   213)";"48%"
"2014-07-11";"-103";"  339 (  299,   380)";"11";"  1400 (  1247,   1553)";"47";"  539 (  478,   599)";"  335 (  287,   383)";"  80 (  68,   93)";" 104 (  92,   116)";"  187 (  165,   209)";"48%"
"2014-07-10";"-104";"  328 (  288,   368)";"11";"  1353 (  1204,   1502)";"46";"  528 (  466,   590)";"  328 (  280,   376)";"  79 (  67,   91)";" 102 (  89,   114)";"  183 (  160,   205)";"48%"
"2014-07-09";"-105";"  317 (  278,   356)";"11";"  1307 (  1162,   1453)";"45";"  518 (  455,   582)";"  321 (  272,   369)";"  77 (  65,   88)";"  99 (  87,   112)";"  179 (  156,   201)";"48%"
"2014-07-08";"-106";"  306 (  267,   345)";"11";"  1262 (  1120,   1405)";"44";"  509 (  444,   574)";"  313 (  265,   362)";"  75 (  63,   86)";"  97 (  85,   110)";"  175 (  152,   197)";"48%"
"2014-07-07";"-107";"  295 (  257,   333)";"11";"  1218 (  1079,   1357)";"43";"  499 (  433,   566)";"  306 (  258,   355)";"  73 (  62,   84)";"  95 (  82,   107)";"  171 (  148,   193)";"48%"
"2014-07-06";"-108";"  285 (  247,   322)";"10";"  1175 (  1039,   1310)";"43";"  490 (  422,   559)";"  299 (  251,   348)";"  71 (  60,   82)";"  93 (  80,   105)";"  167 (  144,   189)";"49%"
"2014-07-05";"-109";"  274 (  237,   311)";"10";"  1132 (  1000,   1264)";"42";"  482 (  411,   552)";"  292 (  244,   341)";"  69 (  59,   79)";"  90 (  78,   103)";"  163 (  140,   185)";"49%"
"2014-07-04";"-110";"  264 (  227,   301)";"10";"  1090 (   961,   1219)";"41";"  473 (  401,   546)";"  285 (  237,   333)";"  67 (  57,   77)";"  88 (  76,   100)";"  158 (  136,   181)";"49%"
"2014-07-03";"-111";"  254 (  217,   290)";"10";"  1049 (   923,   1175)";"41";"  466 (  391,   540)";"  278 (  230,   325)";"  65 (  55,   74)";"  86 (  74,    98)";"  154 (  132,   176)";"49%"
"2014-07-02";"-112";"  244 (  208,   280)";"10";"  1008 (   886,   1131)";"40";"  458 (  382,   535)";"  270 (  224,   317)";"  63 (  54,   72)";"  83 (  71,    95)";"  150 (  128,   171)";"49%"
"2014-07-01";"-113";"  234 (  198,   270)";"9";"   969 (   848,   1089)";"39";"  452 (  373,   531)";"  263 (  217,   308)";"  60 (  52,   69)";"  81 (  69,    92)";"  145 (  125,   166)";"50%"
"2014-06-30";"-114";"  225 (  189,   261)";"9";"   929 (   812,   1047)";"39";"  446 (  364,   528)";"  255 (  211,   298)";"  58 (  50,   66)";"  78 (  67,    89)";"  141 (  121,   161)";"50%"
"2014-06-29";"-115";"  216 (  180,   252)";"9";"   890 (   775,   1006)";"39";"  441 (  355,   527)";"  246 (  204,   288)";"  56 (  49,   63)";"  76 (  65,    86)";"  136 (  117,   155)";"50%"
"2014-06-28";"-116";"  207 (  171,   243)";"9";"   852 (   738,    965)";"38";"  438 (  348,   528)";"  237 (  198,   276)";"  54 (  47,   61)";"  73 (  63,    83)";"  131 (  113,   149)";"50%"
"2014-06-27";"-117";"  198 (  163,   234)";"8";"   813 (   701,    926)";"37";"  435 (  340,   530)";"  227 (  191,   263)";"  52 (  45,   58)";"  70 (  60,    79)";"  125 (  109,   142)";"50%"
"2014-06-26";"-118";"  190 (  155,   226)";"8";"   776 (   664,    888)";"36";"  416 (  329,   502)";"  216 (  184,   249)";"  50 (  43,   56)";"  66 (  58,    75)";"  120 (  105,   134)";"50%"
"2014-06-25";"-119";"  182 (  147,   218)";"8";"   740 (   629,    852)";"34";"  397 (  319,   475)";"  206 (  177,   236)";"  47 (  42,   53)";"  63 (  56,    71)";"  114 (  101,   128)";"51%"
"2014-06-24";"-120";"  175 (  139,   210)";"7";"   706 (   596,    817)";"33";"  379 (  308,   450)";"  197 (  170,   224)";"  46 (  40,   51)";"  61 (  54,    67)";"  109 (   97,   121)";"51%"
"2014-06-23";"-121";"  167 (  132,   202)";"7";"   674 (   563,    785)";"31";"  362 (  298,   426)";"  188 (  163,   213)";"  44 (  38,   49)";"  58 (  52,    64)";"  104 (   93,   116)";"51%"
"2014-06-22";"-122";"  160 (  126,   195)";"7";"   643 (   532,    753)";"30";"  346 (  288,   404)";"  179 (  157,   202)";"  42 (  36,   48)";"  55 (  49,    61)";"  100 (   89,   110)";"51%"
"2014-06-21";"-123";"  154 (  119,   188)";"6";"   613 (   503,    723)";"28";"  330 (  278,   383)";"  171 (  150,   192)";"  40 (  35,   46)";"  53 (  47,    58)";"   95 (   85,   105)";"51%"
"2014-06-20";"-124";"  147 (  113,   181)";"6";"   585 (   475,    695)";"27";"  316 (  268,   363)";"  163 (  143,   184)";"  39 (  33,   44)";"  50 (  45,    56)";"   91 (   81,   100)";"51%"
"2014-06-19";"-125";"  141 (  107,   175)";"6";"   558 (   448,    667)";"26";"  302 (  259,   345)";"  156 (  137,   175)";"  37 (  31,   43)";"  48 (  43,    53)";"   87 (   78,    96)";"52%"
"2014-06-18";"-126";"  135 (  102,   168)";"6";"   532 (   423,    641)";"25";"  288 (  249,   327)";"  149 (  130,   168)";"  36 (  30,   41)";"  46 (  41,    51)";"   83 (   74,    92)";"52%"
"2014-06-17";"-127";"  129 (   96,   162)";"6";"   507 (   399,    615)";"24";"  275 (  239,   311)";"  142 (  124,   160)";"  34 (  28,   40)";"  44 (  39,    49)";"   79 (   71,    88)";"52%"
"2014-06-16";"-128";"  124 (   91,   156)";"5";"   484 (   377,    591)";"23";"  263 (  229,   296)";"  136 (  117,   154)";"  33 (  27,   39)";"  42 (  37,    47)";"   76 (   67,    84)";"52%"
"2014-06-15";"-129";"  118 (   87,   150)";"5";"   461 (   355,    567)";"22";"  251 (  220,   282)";"  129 (  111,   148)";"  31 (  25,   38)";"  40 (  35,    45)";"   72 (   64,    81)";"52%"
"2014-06-14";"-130";"  113 (   82,   144)";"5";"   440 (   335,    544)";"21";"  240 (  210,   270)";"  123 (  105,   142)";"  30 (  24,   36)";"  38 (  34,    43)";"   69 (   60,    78)";"53%"
"2014-06-13";"-131";"  108 (   78,   139)";"5";"   419 (   316,    523)";"20";"  229 (  201,   258)";"  118 (   99,   136)";"  29 (  23,   35)";"  37 (  32,    42)";"   66 (   57,    75)";"53%"
"2014-06-12";"-132";"  104 (   74,   134)";"4";"   399 (   297,    501)";"19";"  219 (  191,   247)";"  112 (   94,   131)";"  28 (  21,   34)";"  35 (  30,    40)";"   63 (   54,    72)";"53%"
"2014-06-11";"-133";"   99 (   70,   128)";"4";"   381 (   280,    481)";"18";"  209 (  182,   236)";"  107 (   89,   126)";"  27 (  20,   33)";"  33 (  29,    38)";"   60 (   51,    69)";"53%"
"2014-06-10";"-134";"   95 (   67,   123)";"4";"   363 (   264,    461)";"17";"  200 (  173,   227)";"  102 (   84,   121)";"  26 (  19,   32)";"  32 (  27,    37)";"   58 (   49,    67)";"53%"
"2014-06-09";"-135";"   91 (   63,   118)";"4";"   346 (   249,    442)";"16";"  191 (  164,   218)";"   98 (   79,   117)";"  24 (  18,   31)";"  31 (  26,    36)";"   55 (   46,    64)";"53%"
"2014-06-08";"-136";"   87 (   60,   114)";"4";"   329 (   234,    424)";"16";"  182 (  155,   210)";"   93 (   74,   113)";"  23 (  17,   30)";"  29 (  24,    34)";"   53 (   43,    62)";"54%"
"2014-06-07";"-137";"   83 (   57,   109)";"4";"   314 (   221,    406)";"15";"  174 (  147,   202)";"   89 (   70,   109)";"  23 (  16,   29)";"  28 (  23,    33)";"   50 (   41,    60)";"54%"
"2014-06-06";"-138";"   79 (   54,   105)";"4";"   299 (   208,    389)";"14";"  167 (  139,   194)";"   85 (   66,   105)";"  22 (  15,   28)";"  27 (  22,    32)";"   48 (   39,    57)";"54%"
"2014-06-05";"-139";"   76 (   51,   100)";"3";"   284 (   196,    373)";"14";"  159 (  131,   187)";"   81 (   62,   101)";"  21 (  14,   27)";"  26 (  20,    31)";"   46 (   37,    55)";"54%"
"2014-06-04";"-140";"   72 (   48,    96)";"3";"   271 (   184,    357)";"13";"  152 (  124,   180)";"   78 (   58,    97)";"  20 (  13,   27)";"  24 (  19,    30)";"   44 (   34,    53)";"54%"
"2014-06-03";"-141";"   69 (   46,    92)";"3";"   258 (   174,    342)";"12";"  145 (  117,   174)";"   74 (   54,    94)";"  19 (  12,   26)";"  23 (  18,    29)";"   42 (   33,    51)";"54%"
"2014-06-02";"-142";"   66 (   44,    88)";"3";"   245 (   163,    327)";"12";"  139 (  110,   168)";"   71 (   51,    91)";"  18 (  12,   25)";"  22 (  17,    27)";"   40 (   31,    49)";"55%"
"2014-06-01";"-143";"   63 (   41,    85)";"3";"   233 (   154,    313)";"11";"  133 (  103,   162)";"   67 (   48,    87)";"  18 (  11,   24)";"  21 (  16,    27)";"   38 (   29,    48)";"55%"
