"Date";"Days from today";"Cases (reported/treated)";"New cases/day (reported/treated)";"Cases (total)";"New cases/day (total)";"Incubation period";"Infectious and unreported";"Undergoing treatment";"CDC 25% ETU target";"CDC 45% reduced transmission target";"Reporting quotient"
"2014-08-28";"-55";" 3296 ( 3105,  3488)";"91";" 16056 ( 14848,  17263)";"502";" 5770 ( 5197,   6342)";" 3692 ( 3267,  4116)";" 653 ( 582,  724)";" 1086 ( 978,  1194)";" 1955 ( 1761,  2149)";"39%"
"2014-08-27";"-56";" 3206 ( 3024,  3387)";"89";" 15553 ( 14395,  16712)";"495";" 5681 ( 5089,   6274)";" 3598 ( 3177,  4020)";" 634 ( 566,  703)";" 1058 ( 951,  1165)";" 1905 ( 1712,  2097)";"40%"
"2014-08-26";"-57";" 3117 ( 2945,  3289)";"87";" 15059 ( 13951,  16167)";"488";" 5601 ( 4986,   6215)";" 3502 ( 3086,  3918)";" 616 ( 550,  681)";" 1029 ( 924,  1135)";" 1853 ( 1663,  2043)";"40%"
"2014-08-25";"-58";" 3030 ( 2867,  3192)";"85";" 14571 ( 13515,  15626)";"482";" 5528 ( 4888,   6168)";" 3402 ( 2995,  3810)";" 597 ( 535,  659)";" 1000 ( 897,  1103)";" 1800 ( 1614,  1985)";"40%"
"2014-08-24";"-59";" 2944 ( 2791,  3098)";"83";" 14088 ( 13088,  15089)";"477";" 5466 ( 4796,   6135)";" 3297 ( 2902,  3693)";" 578 ( 519,  636)";"  969 ( 869,  1069)";" 1744 ( 1564,  1924)";"40%"
"2014-08-23";"-60";" 2862 ( 2717,  3007)";"80";" 13611 ( 12668,  14554)";"473";" 5415 ( 4711,   6118)";" 3186 ( 2806,  3565)";" 559 ( 503,  614)";"  936 ( 840,  1032)";" 1685 ( 1512,  1858)";"40%"
"2014-08-22";"-61";" 2781 ( 2644,  2918)";"78";" 13138 ( 12255,  14021)";"462";" 5377 ( 4634,   6119)";" 3065 ( 2707,  3423)";" 540 ( 488,  592)";"  901 ( 811,   992)";" 1623 ( 1460,  1785)";"41%"
"2014-08-21";"-62";" 2703 ( 2574,  2833)";"75";" 12676 ( 11853,  13500)";"443";" 5159 ( 4464,   5854)";" 2943 ( 2609,  3277)";" 522 ( 474,  571)";"  866 ( 782,   951)";" 1559 ( 1407,  1711)";"41%"
"2014-08-20";"-63";" 2628 ( 2506,  2750)";"73";" 12233 ( 11464,  13001)";"426";" 4951 ( 4301,   5602)";" 2826 ( 2514,  3138)";" 505 ( 460,  551)";"  833 ( 754,   912)";" 1499 ( 1357,  1641)";"41%"
"2014-08-19";"-64";" 2555 ( 2439,  2671)";"70";" 11807 ( 11090,  12524)";"409";" 4753 ( 4144,   5361)";" 2714 ( 2423,  3005)";" 489 ( 446,  531)";"  801 ( 727,   874)";" 1441 ( 1309,  1574)";"41%"
"2014-08-18";"-65";" 2485 ( 2375,  2595)";"68";" 11399 ( 10729,  12069)";"392";" 4563 ( 3994,   5132)";" 2607 ( 2336,  2878)";" 473 ( 433,  513)";"  770 ( 701,   839)";" 1386 ( 1263,  1509)";"41%"
"2014-08-17";"-66";" 2417 ( 2312,  2522)";"66";" 11006 ( 10380,  11633)";"377";" 4382 ( 3849,   4914)";" 2505 ( 2252,  2758)";" 458 ( 421,  495)";"  741 ( 677,   805)";" 1333 ( 1218,  1448)";"41%"
"2014-08-16";"-67";" 2351 ( 2251,  2451)";"64";" 10630 ( 10044,  11215)";"362";" 4209 ( 3711,   4706)";" 2408 ( 2172,  2643)";" 443 ( 408,  478)";"  713 ( 653,   772)";" 1283 ( 1176,  1390)";"42%"
"2014-08-15";"-68";" 2287 ( 2192,  2383)";"62";" 10268 (  9719,  10816)";"348";" 4043 ( 3578,   4508)";" 2315 ( 2095,  2534)";" 429 ( 397,  462)";"  686 ( 630,   741)";" 1235 ( 1135,  1335)";"42%"
"2014-08-14";"-69";" 2226 ( 2134,  2317)";"60";"  9920 (  9406,  10435)";"334";" 3885 ( 3451,   4320)";" 2226 ( 2021,  2430)";" 416 ( 385,  446)";"  660 ( 609,   712)";" 1189 ( 1096,  1282)";"42%"
"2014-08-13";"-70";" 2166 ( 2078,  2254)";"58";"  9586 (  9103,  10069)";"321";" 3734 ( 3329,   4140)";" 2141 ( 1950,  2331)";" 403 ( 374,  431)";"  636 ( 588,   684)";" 1145 ( 1058,  1231)";"42%"
"2014-08-12";"-71";" 2108 ( 2024,  2193)";"56";"  9265 (  8810,   9720)";"309";" 3590 ( 3212,   3969)";" 2059 ( 1882,  2236)";" 390 ( 364,  417)";"  612 ( 568,   657)";" 1102 ( 1022,  1183)";"42%"
"2014-08-11";"-72";" 2052 ( 1971,  2134)";"54";"  8956 (  8527,   9385)";"297";" 3452 ( 3099,   3805)";" 1982 ( 1817,  2146)";" 378 ( 353,  404)";"  590 ( 548,   632)";" 1062 (  987,  1137)";"42%"
"2014-08-10";"-73";" 1998 ( 1919,  2077)";"53";"  8659 (  8254,   9064)";"286";" 3321 ( 2991,   3650)";" 1907 ( 1754,  2061)";" 367 ( 343,  391)";"  569 ( 530,   607)";" 1023 (  954,  1093)";"43%"
"2014-08-09";"-74";" 1946 ( 1869,  2023)";"51";"  8373 (  7989,   8757)";"275";" 3195 ( 2888,   3502)";" 1836 ( 1694,  1979)";" 356 ( 334,  378)";"  548 ( 512,   584)";"  986 (  922,  1051)";"43%"
"2014-08-08";"-75";" 1895 ( 1820,  1970)";"49";"  8098 (  7734,   8463)";"265";" 3074 ( 2788,   3360)";" 1768 ( 1636,  1901)";" 345 ( 324,  366)";"  528 ( 495,   562)";"  951 (  891,  1012)";"43%"
"2014-08-07";"-76";" 1845 ( 1773,  1918)";"48";"  7834 (  7486,   8181)";"255";" 2959 ( 2693,   3226)";" 1704 ( 1580,  1827)";" 335 ( 315,  355)";"  510 ( 478,   541)";"  917 (  861,   974)";"43%"
"2014-08-06";"-77";" 1798 ( 1727,  1869)";"46";"  7579 (  7247,   7911)";"245";" 2849 ( 2601,   3097)";" 1641 ( 1527,  1756)";" 325 ( 306,  344)";"  492 ( 463,   521)";"  885 (  833,   937)";"43%"
"2014-08-05";"-78";" 1751 ( 1682,  1821)";"45";"  7334 (  7016,   7651)";"236";" 2744 ( 2513,   2975)";" 1582 ( 1475,  1689)";" 316 ( 298,  333)";"  474 ( 447,   501)";"  854 (  805,   903)";"43%"
"2014-08-04";"-79";" 1706 ( 1638,  1774)";"44";"  7097 (  6792,   7403)";"228";" 2643 ( 2428,   2858)";" 1525 ( 1425,  1625)";" 306 ( 289,  323)";"  458 ( 433,   483)";"  824 (  779,   870)";"44%"
"2014-08-03";"-80";" 1662 ( 1596,  1729)";"42";"  6870 (  6576,   7164)";"219";" 2547 ( 2347,   2747)";" 1471 ( 1378,  1564)";" 298 ( 281,  314)";"  442 ( 418,   466)";"  796 (  753,   838)";"44%"
"2014-08-02";"-81";" 1620 ( 1555,  1685)";"41";"  6651 (  6367,   6934)";"211";" 2455 ( 2268,   2641)";" 1419 ( 1332,  1506)";" 289 ( 273,  305)";"  427 ( 405,   449)";"  768 (  729,   808)";"44%"
"2014-08-01";"-82";" 1579 ( 1515,  1643)";"40";"  6439 (  6164,   6714)";"204";" 2366 ( 2193,   2540)";" 1369 ( 1287,  1450)";" 281 ( 266,  296)";"  412 ( 392,   433)";"  742 (  705,   780)";"44%"
"2014-07-31";"-83";" 1539 ( 1476,  1602)";"39";"  6235 (  5969,   6502)";"197";" 2282 ( 2120,   2443)";" 1321 ( 1244,  1398)";" 273 ( 258,  288)";"  398 ( 379,   418)";"  717 (  682,   752)";"44%"
"2014-07-30";"-84";" 1500 ( 1438,  1562)";"38";"  6039 (  5779,   6298)";"190";" 2201 ( 2051,   2351)";" 1275 ( 1203,  1347)";" 265 ( 251,  280)";"  385 ( 367,   404)";"  693 (  660,   726)";"44%"
"2014-07-29";"-85";" 1462 ( 1401,  1523)";"37";"  5849 (  5596,   6102)";"183";" 2124 ( 1984,   2264)";" 1231 ( 1163,  1300)";" 258 ( 244,  272)";"  372 ( 355,   390)";"  670 (  639,   702)";"45%"
"2014-07-28";"-86";" 1425 ( 1365,  1485)";"36";"  5666 (  5419,   5913)";"177";" 2050 ( 1919,   2180)";" 1189 ( 1124,  1254)";" 251 ( 237,  265)";"  360 ( 344,   377)";"  648 (  618,   678)";"45%"
"2014-07-27";"-87";" 1390 ( 1331,  1448)";"35";"  5489 (  5248,   5730)";"171";" 1979 ( 1857,   2101)";" 1149 ( 1087,  1211)";" 244 ( 230,  258)";"  348 ( 332,   364)";"  627 (  598,   655)";"45%"
"2014-07-26";"-88";" 1355 ( 1297,  1413)";"34";"  5319 (  5083,   5555)";"165";" 1911 ( 1796,   2025)";" 1110 ( 1051,  1170)";" 238 ( 224,  251)";"  337 ( 322,   352)";"  607 (  579,   634)";"45%"
"2014-07-25";"-89";" 1321 ( 1264,  1378)";"33";"  5154 (  4923,   5385)";"159";" 1846 ( 1738,   1953)";" 1073 ( 1016,  1131)";" 231 ( 218,  245)";"  326 ( 311,   341)";"  587 (  561,   614)";"45%"
"2014-07-24";"-90";" 1288 ( 1232,  1344)";"32";"  4995 (  4769,   5221)";"154";" 1783 ( 1682,   1884)";" 1038 (  982,  1093)";" 225 ( 211,  239)";"  316 ( 301,   330)";"  568 (  543,   594)";"46%"
"2014-07-23";"-91";" 1256 ( 1201,  1311)";"31";"  4841 (  4619,   5063)";"149";" 1724 ( 1628,   1819)";" 1004 (  950,  1058)";" 219 ( 206,  233)";"  306 ( 292,   320)";"  550 (  525,   575)";"46%"
"2014-07-22";"-92";" 1225 ( 1171,  1279)";"30";"  4692 (  4475,   4910)";"144";" 1666 ( 1576,   1757)";"  971 (  918,  1024)";" 213 ( 200,  227)";"  296 ( 282,   310)";"  533 (  508,   558)";"46%"
"2014-07-21";"-93";" 1194 ( 1141,  1248)";"30";"  4549 (  4335,   4762)";"139";" 1611 ( 1525,   1697)";"  940 (  888,   992)";" 208 ( 194,  221)";"  287 ( 273,   300)";"  516 (  492,   541)";"46%"
"2014-07-20";"-94";" 1165 ( 1113,  1217)";"29";"  4410 (  4200,   4619)";"134";" 1559 ( 1476,   1641)";"  910 (  858,   961)";" 202 ( 189,  216)";"  278 ( 265,   291)";"  500 (  476,   524)";"46%"
"2014-07-19";"-95";" 1136 ( 1085,  1187)";"28";"  4275 (  4070,   4481)";"130";" 1508 ( 1429,   1587)";"  881 (  830,   932)";" 197 ( 183,  211)";"  269 ( 256,   283)";"  485 (  461,   509)";"46%"
"2014-07-18";"-96";" 1108 ( 1058,  1158)";"27";"  4145 (  3944,   4347)";"126";" 1460 ( 1383,   1536)";"  853 (  802,   904)";" 192 ( 178,  206)";"  261 ( 248,   274)";"  470 (  446,   494)";"47%"
"2014-07-17";"-97";" 1081 ( 1031,  1130)";"27";"  4019 (  3822,   4217)";"122";" 1413 ( 1339,   1488)";"  826 (  775,   877)";" 187 ( 173,  201)";"  253 ( 240,   266)";"  456 (  432,   480)";"47%"
"2014-07-16";"-98";" 1054 ( 1006,  1102)";"26";"  3897 (  3704,   4091)";"118";" 1368 ( 1296,   1441)";"  801 (  750,   852)";" 182 ( 168,  196)";"  246 ( 232,   259)";"  442 (  418,   466)";"47%"
"2014-07-15";"-99";" 1028 (  980,  1075)";"25";"  3779 (  3589,   3969)";"114";" 1326 ( 1254,   1397)";"  776 (  725,   827)";" 177 ( 164,  191)";"  238 ( 225,   252)";"  429 (  405,   453)";"47%"
"2014-07-14";"-100";" 1003 (  956,  1049)";"25";"  3665 (  3479,   3850)";"111";" 1285 ( 1214,   1356)";"  752 (  701,   804)";" 173 ( 159,  186)";"  231 ( 218,   244)";"  416 (  392,   440)";"47%"
"2014-07-13";"-101";"  978 (  932,  1023)";"24";"  3554 (  3372,   3735)";"108";" 1245 ( 1175,   1316)";"  729 (  678,   781)";" 168 ( 154,  182)";"  224 ( 211,   238)";"  404 (  380,   428)";"47%"
"2014-07-12";"-102";"  954 (  909,   998)";"24";"  3446 (  3268,   3624)";"104";" 1207 ( 1137,   1278)";"  707 (  655,   759)";" 164 ( 150,  177)";"  218 ( 204,   231)";"  392 (  368,   416)";"48%"
"2014-07-11";"-103";"  930 (  886,   974)";"23";"  3342 (  3168,   3515)";"101";" 1171 ( 1100,   1242)";"  686 (  634,   738)";" 159 ( 146,  173)";"  211 ( 198,   225)";"  380 (  356,   405)";"48%"
"2014-07-10";"-104";"  907 (  864,   950)";"22";"  3241 (  3071,   3410)";"98";" 1136 ( 1065,   1207)";"  665 (  613,   718)";" 155 ( 142,  168)";"  205 ( 192,   219)";"  369 (  345,   393)";"48%"
"2014-07-09";"-105";"  884 (  842,   927)";"22";"  3142 (  2977,   3308)";"95";" 1103 ( 1031,   1175)";"  646 (  593,   698)";" 151 ( 138,  164)";"  199 ( 186,   213)";"  358 (  334,   383)";"48%"
"2014-07-08";"-106";"  862 (  821,   904)";"21";"  3047 (  2886,   3208)";"93";" 1071 (  998,   1143)";"  626 (  574,   679)";" 147 ( 134,  159)";"  193 ( 180,   207)";"  348 (  323,   372)";"48%"
"2014-07-07";"-107";"  841 (  800,   882)";"21";"  2954 (  2797,   3112)";"90";" 1040 (  967,   1114)";"  608 (  555,   660)";" 142 ( 130,  155)";"  188 ( 174,   201)";"  338 (  313,   362)";"48%"
"2014-07-06";"-108";"  820 (  780,   860)";"20";"  2864 (  2711,   3018)";"87";" 1011 (  936,   1086)";"  590 (  537,   642)";" 138 ( 126,  150)";"  182 ( 168,   195)";"  328 (  303,   352)";"49%"
"2014-07-05";"-109";"  800 (  760,   839)";"20";"  2777 (  2628,   2926)";"85";"  983 (  907,   1059)";"  572 (  519,   624)";" 134 ( 123,  146)";"  177 ( 163,   190)";"  318 (  294,   342)";"49%"
"2014-07-04";"-110";"  780 (  741,   819)";"19";"  2692 (  2546,   2837)";"83";"  957 (  879,   1034)";"  555 (  503,   607)";" 130 ( 119,  141)";"  171 ( 158,   185)";"  308 (  284,   332)";"49%"
"2014-07-03";"-111";"  760 (  722,   799)";"19";"  2609 (  2467,   2751)";"81";"  931 (  852,   1011)";"  538 (  486,   589)";" 126 ( 115,  137)";"  166 ( 153,   179)";"  299 (  275,   322)";"49%"
"2014-07-02";"-112";"  741 (  703,   779)";"19";"  2528 (  2390,   2667)";"79";"  908 (  826,    990)";"  521 (  470,   572)";" 122 ( 112,  132)";"  161 ( 148,   174)";"  289 (  266,   313)";"49%"
"2014-07-01";"-113";"  723 (  685,   760)";"18";"  2450 (  2315,   2584)";"77";"  885 (  801,    970)";"  504 (  455,   554)";" 118 ( 108,  128)";"  156 ( 143,   168)";"  280 (  257,   303)";"50%"
"2014-06-30";"-114";"  705 (  667,   742)";"18";"  2373 (  2242,   2504)";"75";"  865 (  777,    952)";"  488 (  440,   536)";" 114 ( 105,  123)";"  150 ( 138,   163)";"  271 (  249,   293)";"50%"
"2014-06-29";"-115";"  687 (  650,   724)";"17";"  2298 (  2170,   2426)";"73";"  846 (  754,    937)";"  471 (  425,   517)";" 110 ( 102,  119)";"  145 ( 134,   157)";"  261 (  240,   282)";"50%"
"2014-06-28";"-116";"  670 (  633,   707)";"16";"  2225 (  2099,   2350)";"72";"  828 (  733,    924)";"  453 (  410,   497)";" 106 (  98,  115)";"  140 ( 129,   151)";"  252 (  232,   272)";"50%"
"2014-06-27";"-117";"  654 (  617,   690)";"16";"  2153 (  2029,   2276)";"70";"  813 (  713,    914)";"  435 (  395,   476)";" 103 (  95,  110)";"  134 ( 124,   145)";"  242 (  224,   261)";"50%"
"2014-06-26";"-118";"  638 (  601,   674)";"15";"  2083 (  1961,   2205)";"67";"  780 (  688,    872)";"  417 (  380,   454)";"  99 (  91,  106)";"  129 ( 120,   138)";"  232 (  215,   249)";"50%"
"2014-06-25";"-119";"  622 (  586,   659)";"15";"  2016 (  1896,   2136)";"64";"  748 (  664,    832)";"  400 (  366,   434)";"  96 (  88,  103)";"  124 ( 115,   133)";"  223 (  207,   239)";"51%"
"2014-06-24";"-120";"  608 (  572,   644)";"14";"  1952 (  1833,   2071)";"62";"  717 (  640,    794)";"  384 (  352,   415)";"  92 (  85,   99)";"  119 ( 111,   127)";"  214 (  200,   229)";"51%"
"2014-06-23";"-121";"  593 (  558,   629)";"14";"  1890 (  1772,   2008)";"59";"  688 (  617,    758)";"  368 (  339,   397)";"  89 (  82,   96)";"  114 ( 107,   122)";"  206 (  192,   219)";"51%"
"2014-06-22";"-122";"  580 (  544,   615)";"13";"  1831 (  1714,   1948)";"57";"  660 (  595,    724)";"  353 (  326,   381)";"  86 (  79,   93)";"  110 ( 103,   117)";"  198 (  185,   210)";"51%"
"2014-06-21";"-123";"  566 (  531,   601)";"13";"  1774 (  1658,   1891)";"54";"  633 (  574,    691)";"  339 (  313,   365)";"  83 (  76,   90)";"  105 (  99,   112)";"  190 (  178,   202)";"51%"
"2014-06-20";"-124";"  553 (  519,   588)";"12";"  1720 (  1605,   1835)";"52";"  607 (  553,    661)";"  325 (  300,   350)";"  80 (  73,   87)";"  101 (  95,   108)";"  182 (  171,   194)";"51%"
"2014-06-19";"-125";"  541 (  507,   575)";"12";"  1668 (  1554,   1782)";"50";"  583 (  533,    633)";"  312 (  288,   336)";"  77 (  71,   84)";"   97 (  91,   104)";"  175 (  164,   186)";"52%"
"2014-06-18";"-126";"  529 (  496,   563)";"12";"  1618 (  1505,   1731)";"48";"  559 (  513,    606)";"  300 (  276,   323)";"  75 (  68,   82)";"   94 (  88,   100)";"  168 (  158,   179)";"52%"
"2014-06-17";"-127";"  518 (  484,   551)";"11";"  1570 (  1458,   1682)";"46";"  537 (  494,    580)";"  288 (  265,   310)";"  72 (  65,   79)";"   90 (  84,    96)";"  162 (  151,   173)";"52%"
"2014-06-16";"-128";"  506 (  474,   539)";"11";"  1523 (  1413,   1634)";"44";"  516 (  475,    556)";"  276 (  254,   298)";"  70 (  63,   77)";"   87 (  81,    92)";"  156 (  145,   166)";"52%"
"2014-06-15";"-129";"  496 (  464,   528)";"10";"  1479 (  1370,   1588)";"43";"  495 (  457,    534)";"  265 (  243,   287)";"  67 (  61,   74)";"   83 (  77,    89)";"  150 (  139,   160)";"52%"
"2014-06-14";"-130";"  485 (  454,   516)";"10";"  1436 (  1329,   1544)";"41";"  476 (  439,    512)";"  255 (  233,   277)";"  65 (  58,   72)";"   80 (  74,    86)";"  144 (  134,   154)";"53%"
"2014-06-13";"-131";"  475 (  444,   506)";"10";"  1396 (  1289,   1502)";"39";"  457 (  422,    492)";"  245 (  223,   267)";"  63 (  56,   70)";"   77 (  71,    83)";"  139 (  128,   149)";"53%"
"2014-06-12";"-132";"  465 (  435,   495)";"9";"  1356 (  1252,   1461)";"38";"  439 (  405,    474)";"  236 (  214,   257)";"  61 (  54,   68)";"   74 (  68,    80)";"  133 (  123,   144)";"53%"
"2014-06-11";"-133";"  456 (  426,   485)";"9";"  1318 (  1216,   1421)";"36";"  422 (  389,    456)";"  226 (  205,   248)";"  59 (  52,   66)";"   71 (  66,    77)";"  128 (  118,   139)";"53%"
"2014-06-10";"-134";"  447 (  418,   476)";"9";"  1282 (  1181,   1383)";"35";"  406 (  373,    439)";"  218 (  196,   239)";"  57 (  50,   64)";"   69 (  63,    74)";"  124 (  113,   134)";"53%"
"2014-06-09";"-135";"  438 (  410,   466)";"9";"  1247 (  1148,   1346)";"34";"  390 (  358,    423)";"  209 (  188,   231)";"  55 (  48,   63)";"   66 (  60,    72)";"  119 (  109,   129)";"53%"
"2014-06-08";"-136";"  429 (  402,   457)";"8";"  1214 (  1117,   1310)";"32";"  376 (  343,    408)";"  201 (  180,   223)";"  54 (  46,   61)";"   64 (  58,    69)";"  115 (  104,   125)";"54%"
"2014-06-07";"-137";"  421 (  394,   448)";"8";"  1181 (  1087,   1276)";"31";"  361 (  329,    394)";"  194 (  172,   216)";"  52 (  45,   59)";"   61 (  56,    67)";"  111 (  100,   121)";"54%"
"2014-06-06";"-138";"  413 (  387,   439)";"8";"  1150 (  1058,   1242)";"30";"  348 (  315,    380)";"  186 (  165,   208)";"  50 (  43,   57)";"   59 (  53,    65)";"  107 (   96,   117)";"54%"
"2014-06-05";"-139";"  405 (  380,   431)";"8";"  1120 (  1030,   1210)";"29";"  335 (  302,    367)";"  180 (  158,   201)";"  49 (  41,   56)";"   57 (  51,    63)";"  103 (   92,   113)";"54%"
"2014-06-04";"-140";"  398 (  373,   422)";"7";"  1091 (  1004,   1179)";"28";"  322 (  290,    354)";"  173 (  151,   195)";"  47 (  40,   54)";"   55 (  49,    61)";"   99 (   89,   109)";"54%"
"2014-06-03";"-141";"  390 (  366,   414)";"7";"  1064 (   979,   1149)";"27";"  310 (  277,    343)";"  166 (  145,   188)";"  46 (  39,   53)";"   53 (  47,    59)";"   95 (   85,   106)";"54%"
"2014-06-02";"-142";"  383 (  360,   407)";"7";"  1037 (   954,   1120)";"26";"  299 (  266,    331)";"  160 (  139,   182)";"  44 (  37,   51)";"   51 (  45,    57)";"   92 (   82,   102)";"55%"
"2014-06-01";"-143";"  376 (  354,   399)";"7";"  1011 (   931,   1092)";"25";"  287 (  255,    320)";"  154 (  133,   176)";"  43 (  36,   50)";"   49 (  44,    55)";"   89 (   79,    99)";"55%"
